scout_target_id,lane_id,municipality,state,target_unit_type,known_counterpart_id,period,match_priority_tier,same_city_match_status,overlapping_cycle_status,candidate_only
TS4-1-b4c562d7715683f7,lane_1,Munroe Falls,OH,non_safety_comparator,NSCQ-OH-20260720-0779,"Effective upon ratification; remains in full force and effect until June 30, 2023 (ratification/operative start year not evidenced in visible lines as a fixed year).",tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,true
TS4-1-483e8f27025fd53a,lane_1,Sheffield,OH,non_safety_comparator,NSCQ-OH-20260720-0778,"effective January 1, 2020 to March 31, 2023",tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,true
TS4-1-ff8f35dc197fc63e,lane_1,Delta,OH,non_safety_comparator,NSCQ-OH-20260720-0780,unclear,tier_1_safety_lead_counterpart_gap,known_safety_lead_non_safety_missing,target_same_or_overlapping_period,true
TS4-1-cbe495d76fef0311,lane_1,Metro Government Of Louisville-Jefferson County,KY,non_safety_comparator,NSCQ-KY-20260720-0001,2021-2023,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-daf859ebaf1053a4,lane_1,El Paso,TX,non_safety_comparator,NSCQ-TX-20260720-0014,unclear,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-d3b9d92dfa56241d,lane_1,Detroit,MI,non_safety_comparator,NSCQ-MI-20260720-0001,2022-2027,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-5ffc6bb324368506,lane_1,Albuquerque,NM,non_safety_comparator,NSCQ-NM-20260720-0001,2018-2020,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-7244cf5bb8dfc58c,lane_1,Tucson,AZ,non_safety_comparator,NSCQ-AZ-20260720-0001,unclear,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-7de78080bcb246f3,lane_1,Minneapolis,MN,non_safety_comparator,NSCQ-MN-20260720-0001,2023-2025,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-4c8afd0b97d22c09,lane_1,Wichita,KS,non_safety_comparator,NSCQ-KS-20260720-0001,2024-2026,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-02928dd8c9657f36,lane_1,Lexington-Fayette,KY,non_safety_comparator,NSCQ-KY-20260720-0004,"July 1, 2021 – June 30, 2025",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-e7977dbc10ef936e,lane_1,Irvine,CA,non_safety_comparator,NSCQ-CA-20260720-0065,2015-2017,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-8b9d4170dd3d04a4,lane_1,Santa Ana,CA,non_safety_comparator,NSCQ-CA-20260720-0067,"January 1, 2022 – December 31, 2022",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-a6a09af74ae8ff2a,lane_1,Port St. Lucie,FL,non_safety_comparator,NSCQ-FL-20260720-0015,2024-2027,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-8b77a5cfb0c712aa,lane_1,Norfolk,VA,non_safety_comparator,NSCQ-VA-20260720-0001,"FY2021 (visible: Effective July 1, 2020; FY 2021 schedule shown)",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-daea252ea36f6b2b,lane_1,Cape Coral,FL,non_safety_comparator,NSCQ-FL-20260720-0017,unclear,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-9cd7b5a962ff9ffb,lane_1,San Bernardino,CA,non_safety_comparator,NSCQ-CA-20260720-0132,2020-2025,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-b36ec8fcde82d827,lane_1,Tacoma,WA,non_safety_comparator,NSCQ-WA-20260720-0008,2015-2016,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-36ccafea6cc4c664,lane_1,Hialeah,FL,non_safety_comparator,NSCQ-FL-20260720-0020,2023-2026,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-1fa8a37b3eb79b5c,lane_1,Fontana,CA,non_safety_comparator,NSCQ-CA-20260720-0133,2024-2027,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-1169c686e36d8a0c,lane_1,Worcester,MA,non_safety_comparator,NSCQ-MA-20260720-0007,"July 1, 2017 through June 30, 2020",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-52d3e18bdb1b3ff4,lane_1,Amarillo,TX,non_safety_comparator,NSCQ-TX-20260720-0033,2021-2024,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-fefafc2fc0295061,lane_1,Birmingham,AL,non_safety_comparator,NSCQ-AL-20260720-0002,unclear,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-3b06e62529073db0,lane_1,Grand Rapids,MI,non_safety_comparator,NSCQ-MI-20260720-0006,2019-2022,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-771e8bba6a048831,lane_1,Garden Grove,CA,non_safety_comparator,NSCQ-CA-20260720-0083,2018-2022,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-4fdf26b5eba799b6,lane_1,Denton,TX,non_safety_comparator,NSCQ-TX-20260720-0040,2022-2026,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-e9cd2fd401738736,lane_1,Alexandria,VA,non_safety_comparator,NSCQ-VA-20260720-0006,"July 1, 2023 through June 30, 2026",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-83940d87e5a41e40,lane_1,Sunnyvale,CA,non_safety_comparator,NSCQ-CA-20260720-0095,2021-2024,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-cb8bc8081a2fe10f,lane_1,Mesquite,TX,non_safety_comparator,NSCQ-TX-20260720-0042,2022-2026,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-e6f04862139beee7,lane_1,Pomona,CA,non_safety_comparator,NSCQ-CA-20260720-0099,2023-2027,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-52691b5998e2857e,lane_1,Waco,TX,non_safety_comparator,NSCQ-TX-20260720-0046,"2014-2015 extended; through January 30, 2016 (as stated in ordinance recitals/duration clause)",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-5597896f36036626,lane_1,Fullerton,CA,non_safety_comparator,NSCQ-CA-20260720-0100,"January 1, 2024 through June 30, 2028",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-a57f9c2612cd20d3,lane_1,Victorville,CA,non_safety_comparator,NSCQ-CA-20260720-0138,"May 17, 2022 through May 16, 2027",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-2ffd8c3445204c4b,lane_1,Miramar,FL,non_safety_comparator,NSCQ-FL-20260720-0035,10/01/2021 to 09/30/2024,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-756885322b2be6cf,lane_1,Palm Bay,FL,non_safety_comparator,NSCQ-FL-20260720-0037,2018-2024,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-349fd3049637fc7a,lane_1,Meridian,ID,non_safety_comparator,NSCQ-ID-20260720-0003,"Effective October 1, 2023 – September 30, 2026",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-12b1f0deab36ddcc,lane_1,Lewisville,TX,non_safety_comparator,NSCQ-TX-20260720-0051,2025-2026,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-fbf6c26c3ea27aca,lane_1,Kent,WA,non_safety_comparator,NSCQ-WA-20260720-0018,2023-2025 (years present in title; wage operative text not inspected due to access error),tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-b3e61ee56b54016f,lane_1,Sterling Heights,MI,non_safety_comparator,NSCQ-MI-20260720-0009,"July 1, 2006 - June 30, 2011",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-65eaffae88ae3d34,lane_1,Columbia,MO,non_safety_comparator,NSCQ-MO-20260720-0007,"October 1, 2020 to September 30, 2023 (amendment effective upon execution through September 30, 2023; pay adjustments effective May 15, 2022 and beginning FY 2023)",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-7b87a38c134bdaae,lane_1,Athens-Clarke County,GA,non_safety_comparator,NSCQ-GA-20260720-0003,"July 1, 2025 – June 30, 2026",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-7ec7845b54bc8792,lane_1,Simi Valley,CA,non_safety_comparator,NSCQ-CA-20260720-0143,2025-2027,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-8c2473d90029c707,lane_1,Vallejo,CA,non_safety_comparator,NSCQ-CA-20260720-0048,"April 1, 2022 – June 30, 2026",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-d76d6cccf57547e7,lane_1,Concord,CA,non_safety_comparator,NSCQ-CA-20260720-0117,2026-2029,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-43e06d092c2f2312,lane_1,Independence,MO,non_safety_comparator,NSCQ-MO-20260720-0003,2021-2024,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-340cb0aaa2eb9b9a,lane_1,Antioch,CA,non_safety_comparator,NSCQ-CA-20260720-0147,9/1/2021-8/31/2025,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-59dfab36c12982ea,lane_1,Evansville,IN,non_safety_comparator,NSCQ-IN-20260720-0001,"January 1, 2025 through December 31, 2027",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-31d98e79d608b8f7,lane_1,Pompano Beach,FL,non_safety_comparator,NSCQ-FL-20260720-0053,"2022-2025 (begins Oct 1, 2022; ends Sep 30, 2025)",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-fdfd1f9a0b5bacd2,lane_1,Miami Gardens,FL,non_safety_comparator,NSCQ-FL-20260720-0056,"October 1, 2022 through September 30, 2025",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-076a98a3612e8cb0,lane_1,Santa Maria,CA,non_safety_comparator,NSCQ-CA-20260720-0158,2025-2027,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-bc31a782ecb871dd,lane_1,Sugar Land,TX,non_safety_comparator,NSCQ-TX-20260720-0066,unclear,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-a470634a71cce575,lane_1,Boulder,CO,non_safety_comparator,NSCQ-CO-20260720-0019,2014-2015 (years stated in the source URL/title snippet; operative duration clause not accessible due to fetch timeout).,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-dd8ed12732999337,lane_1,Brockton,MA,non_safety_comparator,NSCQ-MA-20260720-0031,2019-2022,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-5543fda1dfda584a,lane_1,Renton,WA,non_safety_comparator,NSCQ-WA-20260720-0025,2024-2026 (operative years visible on cover/title page in PDF text extraction),tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-81a77d54217bf4b1,lane_1,Lee's Summit,MO,non_safety_comparator,NSCQ-MO-20260720-0005,2021-2025 (contingent term: 2021-2026),tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-56d9ab231b502b13,lane_1,El Monte,CA,non_safety_comparator,NSCQ-CA-20260720-0176,2020-2022,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-853e50444d28a491,lane_1,Inglewood,CA,non_safety_comparator,NSCQ-CA-20260720-0184,2022-2025,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-1dbaae60e81cb26b,lane_1,Burbank,CA,non_safety_comparator,NSCQ-CA-20260720-0186,2024-2027,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-8352f86064eb0617,lane_1,San Mateo,CA,non_safety_comparator,NSCQ-CA-20260720-0191,2024-2027,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-bccd58b25e2062d2,lane_1,Lynn,MA,non_safety_comparator,NSCQ-MA-20260720-0039,2014-2018,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-6f08184b9df10452,lane_1,Daly City,CA,non_safety_comparator,NSCQ-CA-20260720-0195,2025-2028,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-4dcade663c0db732,lane_1,Federal Way,WA,non_safety_comparator,NSCQ-WA-20260720-0031,2022-2024,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-399358d59138d476,lane_1,Beaverton,OR,non_safety_comparator,NSCQ-OR-20260720-0027,"unclear (visible: through June 30, 2028; also contains wages retroactive to July 1, 2025)",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-44e879f13bff3468,lane_1,Portsmouth,VA,non_safety_comparator,NSCQ-VA-20260720-0012,unclear,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-197b7341ac21bcbd,lane_1,Yakima,WA,non_safety_comparator,NSCQ-WA-20260720-0033,2024-2026,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-53d85480c8a4e5f3,lane_1,Reading,PA,non_safety_comparator,NSCQ-PA-20260720-0016,2014-2024 target window,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-5f9e43a75e71f0db,lane_1,San Marcos,CA,non_safety_comparator,NSCQ-CA-20260720-0202,2025-2027,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-d01bbfc5c462eb56,lane_1,Chino,CA,non_safety_comparator,NSCQ-CA-20260720-0206,"July 1, 2025 to June 30, 2027",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-cadbe1bb65328ed9,lane_1,Indio,CA,non_safety_comparator,NSCQ-CA-20260720-0208,2024-2026,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-132af7577bc20bf4,lane_1,South Gate,CA,non_safety_comparator,NSCQ-CA-20260720-0222,2021-2025,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-5c9edfae64fe0c3a,lane_1,Santa Monica,CA,non_safety_comparator,NSCQ-CA-20260720-0224,2022-2025,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-155340541e5c6ea1,lane_1,Westminster,CA,non_safety_comparator,NSCQ-CA-20260720-0226,"July 1, 2020 through June 30, 2023",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-4764bd927ffec918,lane_1,Melbourne,FL,non_safety_comparator,NSCQ-FL-20260720-0076,2018-2021,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-cb8debff0e89170f,lane_1,Frederick,MD,non_safety_comparator,NSCQ-MD-20260720-0004,FY2021-2024,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-08f00f5c1db84837,lane_1,San Leandro,CA,non_safety_comparator,NSCQ-CA-20260720-0230,"January 1, 2023 – June 30, 2028",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-1667c6d53ecb89ea,lane_1,San Ramon,CA,non_safety_comparator,NSCQ-CA-20260720-0233,"July 1, 2024 to June 30, 2027",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-02ecea97a29e1b38,lane_1,Whittier,CA,non_safety_comparator,NSCQ-CA-20260720-0238,"July 1, 2023—June 30, 2026",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-86b2ecc51a7de926,lane_1,Hawthorne,CA,non_safety_comparator,NSCQ-CA-20260720-0241,2024-2027,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-756085d2b7c05dbf,lane_1,Livermore,CA,non_safety_comparator,NSCQ-CA-20260720-0245,"May 1, 2025 – April 30, 2029",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-cc3aed5b7a6e272e,lane_1,Largo,FL,non_safety_comparator,NSCQ-FL-20260720-0086,"October 1, 2023 - September 30, 2026",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-633cc416c8bfc50d,lane_1,Brooklyn Park,MN,non_safety_comparator,NSCQ-MN-20260720-0021,"January 1, 2022 through December 31, 2025",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-d2bb7a88747fe6b1,lane_1,Buena Park,CA,non_safety_comparator,NSCQ-CA-20260720-0250,2023-2025 (visible years not verifiable via open),tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-80cc13a1b3c5c58d,lane_1,Flint,MI,non_safety_comparator,NSCQ-MI-20260720-0030,2014-2016,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-610533124b1a0b52,lane_1,Doral,FL,non_safety_comparator,NSCQ-FL-20260720-0095,"October 1, 2022 to September 30, 2025",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-14aeac96f7e482ca,lane_1,Bloomington,IN,non_safety_comparator,NSCQ-IN-20260720-0009,"2023-2026 (operative term years present, but scout-stage not confirmed beyond cover/title evidence)",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-61afe255b14e06c4,lane_1,Upland,CA,non_safety_comparator,NSCQ-CA-20260720-0263,7/1/2023–6/30/2026,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-2d497ffbd7ab9570,lane_1,Tustin,CA,non_safety_comparator,NSCQ-CA-20260720-0267,"July 1, 2021 – June 30, 2024",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-296298d1130fb68b,lane_1,Racine,WI,non_safety_comparator,NSCQ-WI-20260720-0018,2025-2028,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-4e7329d83bee9746,lane_1,Rochester Hills,MI,non_safety_comparator,NSCQ-MI-20260720-0032,"January 1, 2025 through December 31, 2028",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-8d2baaf80f4ed73d,lane_1,Pittsburg,CA,non_safety_comparator,NSCQ-CA-20260720-0279,2022-2025,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-f1f1354a7babd11c,lane_1,Rocklin,CA,non_safety_comparator,NSCQ-CA-20260720-0289,2022-2025,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-ab32c46dc6a57517,lane_1,Kalamazoo,MI,non_safety_comparator,NSCQ-MI-20260720-0033,"January 1, 2022 through December 31, 2026 (with automatic renewal language also present)",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-1e4376f8814cbc1e,lane_1,Marysville,WA,non_safety_comparator,NSCQ-WA-20260720-0051,"Effective January 1, 2026 to December 31, 2026",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-e46635df35fb662d,lane_1,Gulfport,MS,non_safety_comparator,NSCQ-MS-20260720-0004,unclear,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-c9e3df0191deaa72,lane_1,Camden,NJ,non_safety_comparator,NSCQ-NJ-20260720-0006,"January 01, 2021 – December 31, 2024",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-fe64ea196d3454be,lane_1,Gaithersburg,MD,non_safety_comparator,NSCQ-MD-20260720-0006,FY 2027,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-248a097e8d14c5f9,lane_1,Walnut Creek,CA,non_safety_comparator,NSCQ-CA-20260720-0303,2018-2020,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-f640717f0b278568,lane_1,Portland,ME,non_safety_comparator,NSCQ-ME-20260720-0001,"January 1, 2025 - December 31, 2027",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-6353b69e16f46cdb,lane_1,Baldwin Park,CA,non_safety_comparator,NSCQ-CA-20260720-0305,"July 1, 2021 through June 30, 2024",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-087ab91d42be5dff,lane_1,Madera,CA,non_safety_comparator,NSCQ-CA-20260720-0310,2015-2018,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-e4992056df048a6d,lane_1,Idaho Falls,ID,non_safety_comparator,NSCQ-ID-20260720-0008,May 2025 through April 2028,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-2bab5e1e0095548d,lane_1,Brentwood,CA,non_safety_comparator,NSCQ-CA-20260720-0323,2024-2027,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-9438591aa56f2328,lane_1,Burnsville,MN,non_safety_comparator,NSCQ-MN-20260720-0028,2023-2025,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-6790b41fd4561d11,lane_1,Waltham,MA,non_safety_comparator,NSCQ-MA-20260720-0053,unclear,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-78f9acb9db4ac6ff,lane_1,Richland,WA,non_safety_comparator,NSCQ-WA-20260720-0073,unclear (operative duration not scouted due to access block),tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-7143a81f8e5ceebf,lane_1,Utica,NY,non_safety_comparator,NSCQ-NY-20260720-0017,2013-2018,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-9aa97af0be246c0a,lane_1,Moore,OK,non_safety_comparator,NSCQ-OK-20260720-0021,unclear,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-e4fc74b387d53d29,lane_1,Coon Rapids,MN,non_safety_comparator,NSCQ-MN-20260720-0031,"January 1, 2026 Through December 31, 2027",tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
TS4-1-b508ef871b87c0f9,lane_1,Lakewood,WA,non_safety_comparator,NSCQ-WA-20260720-0059,2023-2025,tier_1_strengthen_incomplete_scout_triad,known_safety_lead_non_safety_evidence_incomplete,target_same_or_overlapping_period,true
