qualitative_observation_id,extraction_case_id,document_identity_id,source_review_id,text_table_detection_id,raw_retained_content_hash,mechanism_type,page_number,bounded_evidence_pointer,bounded_packet_manifest_sources,bounded_page_pointer_exact_match,bounded_text_payload_available,literal_verbatim_evidence_span,span_start,span_end,span_length,span_sha256,span_capture_status,span_capture_reason_code,span_qa_pass
lobs_8c96ca7415ab8eddbabd2d05,cex_199dce975a1cf929f727da38,doc_29ab90590d15a8990d3376e9,sr_e0c2f6c228ae0a4b145d66d5,ttd_965320bed8f5d7d82e1fceed,4815b88ba67803a7b1c3821a9c11b353fe5df63501965c889b32d269f1bb7ad4,arbitration_or_factfinding_reasoning,22,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0127_sr_e0c2f6c228ae0a4b145d66d5.pdf#page=22,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_40f0ec88f159f50e91e0afe9,cex_199dce975a1cf929f727da38,doc_29ab90590d15a8990d3376e9,sr_e0c2f6c228ae0a4b145d66d5,ttd_965320bed8f5d7d82e1fceed,4815b88ba67803a7b1c3821a9c11b353fe5df63501965c889b32d269f1bb7ad4,longevity_or_service_based_pay,23,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0127_sr_e0c2f6c228ae0a4b145d66d5.pdf#page=23,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_482d36b6448e69623975b5c7,cex_fb56931c22da3938b1933bd7,doc_32bb781f9af9c616cbb0db95,sr_b2ae05460c47b9f9f10da3c9,ttd_cc46cb6cfc741068fca7eca8,25ad7a42148debf3761f406fb1731f85dc3e804350ba8db15be643c6bb42b9ca,implementation_or_effective_date_logic,18,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0135_sr_b2ae05460c47b9f9f10da3c9.pdf#page=18,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_4cde2dfea45419c34800232a,cex_fb56931c22da3938b1933bd7,doc_32bb781f9af9c616cbb0db95,sr_b2ae05460c47b9f9f10da3c9,ttd_cc46cb6cfc741068fca7eca8,25ad7a42148debf3761f406fb1731f85dc3e804350ba8db15be643c6bb42b9ca,step_movement_or_seniority,18,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0135_sr_b2ae05460c47b9f9f10da3c9.pdf#page=18,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_69930443bb6067af2e575c19,cex_d6a170ded45090e9d8d25376,doc_2daf4584ebb435af477e9c25,sr_08bb5bf6ece06178b95564d6,ttd_55b53b0fa6ecb2a4eaea69fe,0bbbbf9c12bbcc0a7205b7b3d57c040b1f8d596873b20c77861a1c8ec131c9a8,implementation_or_effective_date_logic,17,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0157_sr_08bb5bf6ece06178b95564d6.pdf#page=17,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_ae7033efa34a6cecbaacf33f,cex_d6a170ded45090e9d8d25376,doc_2daf4584ebb435af477e9c25,sr_08bb5bf6ece06178b95564d6,ttd_55b53b0fa6ecb2a4eaea69fe,0bbbbf9c12bbcc0a7205b7b3d57c040b1f8d596873b20c77861a1c8ec131c9a8,fiscal_constraint_or_budget_logic,17,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0157_sr_08bb5bf6ece06178b95564d6.pdf#page=17,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_c50812ac8d7080e5f27f7f7b,cex_d6a170ded45090e9d8d25376,doc_2daf4584ebb435af477e9c25,sr_08bb5bf6ece06178b95564d6,ttd_55b53b0fa6ecb2a4eaea69fe,0bbbbf9c12bbcc0a7205b7b3d57c040b1f8d596873b20c77861a1c8ec131c9a8,implementation_or_effective_date_logic,17,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0157_sr_08bb5bf6ece06178b95564d6.pdf#page=17,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_b023e4e7bb9b5091242c9dec,cex_d6a170ded45090e9d8d25376,doc_2daf4584ebb435af477e9c25,sr_08bb5bf6ece06178b95564d6,ttd_55b53b0fa6ecb2a4eaea69fe,0bbbbf9c12bbcc0a7205b7b3d57c040b1f8d596873b20c77861a1c8ec131c9a8,collective_bargaining_agreement_terms,18,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0157_sr_08bb5bf6ece06178b95564d6.pdf#page=18,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_0aedd9ce7bcafbaa7c006e87,cex_9910ffe374d823ba0403d682,doc_ab42894adf572e6477b7fc75,sr_c27e34740861ed318c1bcaed,ttd_4b44a8211bc86b642529ae50,a51d901b588e34f6ab2fc983e8f591de2727b201f3f033a2207a24433f26b555,implementation_or_effective_date_logic,1,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0057_sr_c27e34740861ed318c1bcaed.pdf#page=1,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_a32111d0e07be1a417ac3a00,cex_9910ffe374d823ba0403d682,doc_ab42894adf572e6477b7fc75,sr_c27e34740861ed318c1bcaed,ttd_4b44a8211bc86b642529ae50,a51d901b588e34f6ab2fc983e8f591de2727b201f3f033a2207a24433f26b555,step_movement_or_seniority,1,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0057_sr_c27e34740861ed318c1bcaed.pdf#page=1,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_076d936e09f6b6a0f3111699,cex_c519f9e8671653136efccf15,doc_0ee05d335f50eab7bcb0862e,sr_1ea017d3fe2b5af01ba6e78d,ttd_790861324713c01ab5a45039,a5843f0a1b4111db9f5e86a71efb80cb60dff6fccafae1b5776199029bcdcc25,certification_or_education_incentive,36,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0068_sr_1ea017d3fe2b5af01ba6e78d.pdf#page=36,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_d4b60f287ec512b06e237c48,cex_c519f9e8671653136efccf15,doc_0ee05d335f50eab7bcb0862e,sr_1ea017d3fe2b5af01ba6e78d,ttd_790861324713c01ab5a45039,a5843f0a1b4111db9f5e86a71efb80cb60dff6fccafae1b5776199029bcdcc25,implementation_or_effective_date_logic,37,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0068_sr_1ea017d3fe2b5af01ba6e78d.pdf#page=37,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_632443cb11f35876b72f137e,cex_c519f9e8671653136efccf15,doc_0ee05d335f50eab7bcb0862e,sr_1ea017d3fe2b5af01ba6e78d,ttd_790861324713c01ab5a45039,a5843f0a1b4111db9f5e86a71efb80cb60dff6fccafae1b5776199029bcdcc25,other,37,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0068_sr_1ea017d3fe2b5af01ba6e78d.pdf#page=37,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_9b7366dfbd74bd7fff8e7039,cex_c519f9e8671653136efccf15,doc_0ee05d335f50eab7bcb0862e,sr_1ea017d3fe2b5af01ba6e78d,ttd_790861324713c01ab5a45039,a5843f0a1b4111db9f5e86a71efb80cb60dff6fccafae1b5776199029bcdcc25,memorandum_or_settlement_terms,37,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0068_sr_1ea017d3fe2b5af01ba6e78d.pdf#page=37,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_bd34c07b5c40024d6eb461bb,cex_d311365a123de527d7950e4a,doc_d13b1fc846605822385d8827,sr_ac108846d0117628713a0f49,ttd_1161bec180f1b73ba765d9ba,94e53973e0da4e480e96291e9ae092230082f7720d420b41e636346e17dba4ae,implementation_or_effective_date_logic,35,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0249_sr_ac108846d0117628713a0f49.pdf#page=35,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_8999194bac94a3490ed8bea8,cex_d311365a123de527d7950e4a,doc_d13b1fc846605822385d8827,sr_ac108846d0117628713a0f49,ttd_1161bec180f1b73ba765d9ba,94e53973e0da4e480e96291e9ae092230082f7720d420b41e636346e17dba4ae,other,35,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0249_sr_ac108846d0117628713a0f49.pdf#page=35,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_c578414cc7360ba0cf53899e,cex_d311365a123de527d7950e4a,doc_d13b1fc846605822385d8827,sr_ac108846d0117628713a0f49,ttd_1161bec180f1b73ba765d9ba,94e53973e0da4e480e96291e9ae092230082f7720d420b41e636346e17dba4ae,implementation_or_effective_date_logic,35,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0249_sr_ac108846d0117628713a0f49.pdf#page=35,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_5faa9010dd5bfbccc3adb9e9,cex_d311365a123de527d7950e4a,doc_d13b1fc846605822385d8827,sr_ac108846d0117628713a0f49,ttd_1161bec180f1b73ba765d9ba,94e53973e0da4e480e96291e9ae092230082f7720d420b41e636346e17dba4ae,implementation_or_effective_date_logic,35,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0249_sr_ac108846d0117628713a0f49.pdf#page=35,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_dfd2f4ba9a085098d834877b,cex_d311365a123de527d7950e4a,doc_d13b1fc846605822385d8827,sr_ac108846d0117628713a0f49,ttd_1161bec180f1b73ba765d9ba,94e53973e0da4e480e96291e9ae092230082f7720d420b41e636346e17dba4ae,fiscal_constraint_or_budget_logic,34,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0249_sr_ac108846d0117628713a0f49.pdf#page=34,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_47a077b9d3a7b60babb65b99,cex_31574344d8c91def7c527707,doc_c8d8613594a04fff85aea5a1,sr_dd4a191581c889d0a36561bb,ttd_ec17ebf750681531cd0c5e85,db7cc5744cfd63910125bc25d63d8d845909c882ffdce1f0582fa73c12452fba,wage_reopener_or_future_negotiation,53,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0013_sr_dd4a191581c889d0a36561bb.pdf#page=53,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_aa7bafdbc5c0497379b452f7,cex_31574344d8c91def7c527707,doc_c8d8613594a04fff85aea5a1,sr_dd4a191581c889d0a36561bb,ttd_ec17ebf750681531cd0c5e85,db7cc5744cfd63910125bc25d63d8d845909c882ffdce1f0582fa73c12452fba,longevity_or_service_based_pay,51,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0013_sr_dd4a191581c889d0a36561bb.pdf#page=51,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_e19e0afa8915eb9473efa8d3,cex_31574344d8c91def7c527707,doc_c8d8613594a04fff85aea5a1,sr_dd4a191581c889d0a36561bb,ttd_ec17ebf750681531cd0c5e85,db7cc5744cfd63910125bc25d63d8d845909c882ffdce1f0582fa73c12452fba,implementation_or_effective_date_logic,52,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0013_sr_dd4a191581c889d0a36561bb.pdf#page=52,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_ce1215084999b3d1da2b1fc4,cex_20f3408084c077bae95cece2,doc_5eb5f4bc1fb68ccc46fae517,sr_840cd0d92fa6dcbf08cbcbe7,ttd_08360527300bb847307941b2,ba793024ec0e44d74f24f8583e409d5e45870beee13a38b82373470359039bf5,implementation_or_effective_date_logic,3,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0420_sr_840cd0d92fa6dcbf08cbcbe7.pdf#page=3,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_0d5423a9fc2b1796a80db643,cex_20f3408084c077bae95cece2,doc_5eb5f4bc1fb68ccc46fae517,sr_840cd0d92fa6dcbf08cbcbe7,ttd_08360527300bb847307941b2,ba793024ec0e44d74f24f8583e409d5e45870beee13a38b82373470359039bf5,implementation_or_effective_date_logic,4,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0420_sr_840cd0d92fa6dcbf08cbcbe7.pdf#page=4,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_04b3ffa64f822257031b0416,cex_20f3408084c077bae95cece2,doc_5eb5f4bc1fb68ccc46fae517,sr_840cd0d92fa6dcbf08cbcbe7,ttd_08360527300bb847307941b2,ba793024ec0e44d74f24f8583e409d5e45870beee13a38b82373470359039bf5,certification_or_education_incentive,5,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0420_sr_840cd0d92fa6dcbf08cbcbe7.pdf#page=5,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_2efd4728a285114ac5ac589a,cex_9d7f11d5fa651f0549ed3943,doc_a8cbf113b8f507d497ad737c,sr_3dfee7cc53282a33751dbd9a,ttd_5cf8bfb7de4dfc43e1c9e574,5bc7fd5fc3fbccf7fd9c343e3418d58147be8de716f242b0ce4d70d3306ddf10,collective_bargaining_agreement_terms,8,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0042_sr_3dfee7cc53282a33751dbd9a.pdf#page=8,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_33dcdf9fde3fa0f06255eabe,cex_cace98a3dbb31551858e03d9,doc_ca85fcc1673db56a99cf500a,sr_a88167b98cb7755c82d6eec2,ttd_b4025ea2e05d2cc91652da25,36f7ef69a1ad651429cc9a32b42438aab349ec2848404b11e29a7b254f5421d1,certification_or_education_incentive,41,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0105_sr_a88167b98cb7755c82d6eec2.pdf#page=41,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_179d7cf504efa9eca06008f7,cex_cace98a3dbb31551858e03d9,doc_ca85fcc1673db56a99cf500a,sr_a88167b98cb7755c82d6eec2,ttd_b4025ea2e05d2cc91652da25,36f7ef69a1ad651429cc9a32b42438aab349ec2848404b11e29a7b254f5421d1,certification_or_education_incentive,42,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0105_sr_a88167b98cb7755c82d6eec2.pdf#page=42,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_6c26280433b6558bc4d63049,cex_cace98a3dbb31551858e03d9,doc_ca85fcc1673db56a99cf500a,sr_a88167b98cb7755c82d6eec2,ttd_b4025ea2e05d2cc91652da25,36f7ef69a1ad651429cc9a32b42438aab349ec2848404b11e29a7b254f5421d1,certification_or_education_incentive,43,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0105_sr_a88167b98cb7755c82d6eec2.pdf#page=43,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_657a31406a63671b19537ed5,cex_cace98a3dbb31551858e03d9,doc_ca85fcc1673db56a99cf500a,sr_a88167b98cb7755c82d6eec2,ttd_b4025ea2e05d2cc91652da25,36f7ef69a1ad651429cc9a32b42438aab349ec2848404b11e29a7b254f5421d1,certification_or_education_incentive,43,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0105_sr_a88167b98cb7755c82d6eec2.pdf#page=43,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_5f7d8b47e34c6738bc169807,cex_907a2e5abc8c90a8169908bc,doc_7fef63dcd2a46995c7266534,sr_61fa220cdeb7616ec242e8bb,ttd_f08a0cb4139142bf077f92b0,44968379b0aa1b810105c4cb1f3001a53e322a3bdc435a43a3fb8f4e4cc98b62,implementation_or_effective_date_logic,25,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0113_sr_61fa220cdeb7616ec242e8bb.pdf#page=25,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_84196e19804697ee55d70680,cex_907a2e5abc8c90a8169908bc,doc_7fef63dcd2a46995c7266534,sr_61fa220cdeb7616ec242e8bb,ttd_f08a0cb4139142bf077f92b0,44968379b0aa1b810105c4cb1f3001a53e322a3bdc435a43a3fb8f4e4cc98b62,fiscal_constraint_or_budget_logic,25,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0113_sr_61fa220cdeb7616ec242e8bb.pdf#page=25,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_ef36426c3f7851d6eab10926,cex_907a2e5abc8c90a8169908bc,doc_7fef63dcd2a46995c7266534,sr_61fa220cdeb7616ec242e8bb,ttd_f08a0cb4139142bf077f92b0,44968379b0aa1b810105c4cb1f3001a53e322a3bdc435a43a3fb8f4e4cc98b62,implementation_or_effective_date_logic,26,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0113_sr_61fa220cdeb7616ec242e8bb.pdf#page=26,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_53ce75caed185de3a28a2d48,cex_907a2e5abc8c90a8169908bc,doc_7fef63dcd2a46995c7266534,sr_61fa220cdeb7616ec242e8bb,ttd_f08a0cb4139142bf077f92b0,44968379b0aa1b810105c4cb1f3001a53e322a3bdc435a43a3fb8f4e4cc98b62,other,27,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0113_sr_61fa220cdeb7616ec242e8bb.pdf#page=27,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_03b03a4d2b886c2eb42235cf,cex_4ebc78a3c8301dc8d3b4aab8,doc_e555fe36fd243c4db99f5d56,sr_18002a86c7a511615518c920,ttd_0f8e5abaeb147f2259af3cf7,3b2702b1f4c5142af0376f2125c654300fa3e7edfd2b1bf7754612584d25fdbc,implementation_or_effective_date_logic,18,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0137_sr_18002a86c7a511615518c920.pdf#page=18,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_62eeb17dc1b194f4e9a3efbe,cex_4ebc78a3c8301dc8d3b4aab8,doc_e555fe36fd243c4db99f5d56,sr_18002a86c7a511615518c920,ttd_0f8e5abaeb147f2259af3cf7,3b2702b1f4c5142af0376f2125c654300fa3e7edfd2b1bf7754612584d25fdbc,collective_bargaining_agreement_terms,18,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0137_sr_18002a86c7a511615518c920.pdf#page=18,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_3db3648fadea7b277ec88097,cex_4ebc78a3c8301dc8d3b4aab8,doc_e555fe36fd243c4db99f5d56,sr_18002a86c7a511615518c920,ttd_0f8e5abaeb147f2259af3cf7,3b2702b1f4c5142af0376f2125c654300fa3e7edfd2b1bf7754612584d25fdbc,implementation_or_effective_date_logic,18,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0137_sr_18002a86c7a511615518c920.pdf#page=18,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_901684c3a31f14e05923916d,cex_4ebc78a3c8301dc8d3b4aab8,doc_e555fe36fd243c4db99f5d56,sr_18002a86c7a511615518c920,ttd_0f8e5abaeb147f2259af3cf7,3b2702b1f4c5142af0376f2125c654300fa3e7edfd2b1bf7754612584d25fdbc,collective_bargaining_agreement_terms,18,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0137_sr_18002a86c7a511615518c920.pdf#page=18,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_34bf4fccdfda0811f6cca483,cex_4ebc78a3c8301dc8d3b4aab8,doc_e555fe36fd243c4db99f5d56,sr_18002a86c7a511615518c920,ttd_0f8e5abaeb147f2259af3cf7,3b2702b1f4c5142af0376f2125c654300fa3e7edfd2b1bf7754612584d25fdbc,implementation_or_effective_date_logic,18,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0137_sr_18002a86c7a511615518c920.pdf#page=18,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_dc5b12cd5419291cdf845d98,cex_994716bf7980126214df9f21,doc_fda438d9f0a62ff239f99fc5,sr_2c7e8d472e7027f77297ddf3,ttd_56c6b36abc04a92a4fa22348,cae97cac26c2a93529c7fa6eada6f99a431cbca078f614fb4c1ab90aac4cb3fc,implementation_or_effective_date_logic,24,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0016_sr_2c7e8d472e7027f77297ddf3.pdf#page=24,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_5d2d95b233b1f94cda9d44a7,cex_db21a7a81ef153a937019b6a,doc_b6b994f9916e108e6ea27646,sr_f24f2ab4ded7f5fff8683fae,ttd_8784328e5bcfb79777b1298f,e248b6a68f37201162a2c6ab0ffaf98768fac7770cb03935387bb5d7a898f941,implementation_or_effective_date_logic,25,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0033_sr_f24f2ab4ded7f5fff8683fae.pdf#page=25,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_175bdda16ba8f105a534a10f,cex_db21a7a81ef153a937019b6a,doc_b6b994f9916e108e6ea27646,sr_f24f2ab4ded7f5fff8683fae,ttd_8784328e5bcfb79777b1298f,e248b6a68f37201162a2c6ab0ffaf98768fac7770cb03935387bb5d7a898f941,other,25,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0033_sr_f24f2ab4ded7f5fff8683fae.pdf#page=25,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_587cd80bc41ec46adcb166c7,cex_db21a7a81ef153a937019b6a,doc_b6b994f9916e108e6ea27646,sr_f24f2ab4ded7f5fff8683fae,ttd_8784328e5bcfb79777b1298f,e248b6a68f37201162a2c6ab0ffaf98768fac7770cb03935387bb5d7a898f941,implementation_or_effective_date_logic,26,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0033_sr_f24f2ab4ded7f5fff8683fae.pdf#page=26,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
