document_identity_id,candidate_queue_row_id,text_table_detection_id,state,municipality,government_name,unit_type,contract_period_start,contract_period_end,negotiation_cycle_id,city_unit_negotiation_cycle_key,matched_set_id,cycle_bridge_status,cycle_source_fields,exact_period_pair_count,residual_cycle_bridge_status,residual_cycle_support_fields,residual_cycle_exact_evidence,residual_cycle_exact_evidence_sha256
doc_31af2c5e97cb14414855aa2a,NSCQ-IL-20260720-0238,ttd_9fba75ea7528537d7f190272,IL,Wilmette,VILLAGE OF WILMETTE,police,2025-01-01,2027-12-31,cycle_2502b4824a9885ef6e55f917,cuc_ee66feb112be6a0c6639a84a,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_31e20a8c59b37e470fb93084,NSCQ-PA-20260720-0098,ttd_10d6f88a29465dc79c281b8b,PA,Columbia,BOROUGH OF COLUMBIA,non_safety,2023-01-01,2026-12-31,cycle_88ce91d3319238201b42850f,cuc_3ab2585cccd33fae63e0ae0e,,established_single_exact_pair,,0,established_single_exact_pair_from_explicit_cycle_metadata,candidate_queue.cycle_match_notes,"Jan 1, 2023 through Dec 31, 2026",b08a7778c629625e0e3756720c1f30248315fc792a89692be1ac66a4e59a4291
doc_31eda41d69ae21d4f7fc9a1b,NSCQ-MN-20260720-0101,ttd_e07e579d6f0ad90e64da1a88,MN,Stillwater,CITY OF STILLWATER,police,2026-01-01,2028-12-31,cycle_2ecf15d8c05e92ee6f4cc683,cuc_20273ec6c11353461ab578b8,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_31f44ae7a17c480c2f862ed1,NSCQ-MI-20260720-0008,ttd_9bd8e408bbb49cf12e55cad8,MI,Warren,CITY OF WARREN,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_31f5d1ee2fed022451ab7a74,NSCQ-WI-20260720-0070,ttd_ec683f1d74c1b568637d0d37,WI,Fitchburg,CITY OF FITCHBURG,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_320aa0c10cd7bb6e97a873fd,NSCQ-MI-20260720-0161,ttd_e8c68a3837289ed3151c4521,MI,Mount Clemens,CITY OF MT CLEMENS,non_safety,1994-07-01,1998-06-30,cycle_75d1df66c45f456a6d81ee3b,cuc_5101008d6fc3904ef3de6090,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_322a56e496e2eb947175cdb6,NSCQ-WA-20260720-0035,ttd_644342fe6cf3e9fde6e11162,WA,Yakima,CITY OF YAKIMA,non_safety,2022-01-01,2026-12-31,cycle_abe5a137cc67f353514e6371,cuc_23bcfa332281a9d84021e435,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_325521f40583ee522b22113d,NSCQ-CO-20260720-0006,ttd_9d718bfe8cdba99f8fc76dff,CO,Thornton,CITY OF THORNTON,fire,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_325f9092b54e27c285ea4d09,NSCQ-MT-20260720-0001,ttd_a938ca9fa23bdf230c439d5f,MT,Billings,CITY OF BILLINGS,police,,,,,,quarantined_conflicting_or_multiple_exact_pairs,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,2,quarantined_prior_conflict_not_deterministically_disambiguated,,,
doc_325fc52cf118352fa1a2cd07,NSCQ-MO-20260720-0037,ttd_8e5694385c6e3595d7702c81,MO,Hazelwood,CITY OF HAZELWOOD,non_safety,2024-07-01,2027-06-30,cycle_7ef24e9e0a464084da2df413,cuc_fed0d908ee3f3e5ca2031651,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_3278319cb6d2a5d272b882a6,NSCQ-WA-20260720-0014,ttd_d07f34fc233b5f0326980e9e,WA,Bellevue,CITY OF BELLEVUE,fire,2024-01-01,2026-12-31,cycle_bf5895d99f78e9d76c9c5ca4,cuc_e9a7ae0e04706e030c9a5196,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_3288f702801e493e050fcbee,NSCQ-MO-20260720-0008,ttd_a5dd8a9f31782b145e395f94,MO,Columbia,CITY OF COLUMBIA,non_safety,2020-10-01,2023-09-30,cycle_6fbcf0be47ed58dec207f351,cuc_89c2fbd9573f781eff07eb8a,match_6fbcf0be47ed58dec207f351,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_32bb781f9af9c616cbb0db95,NSCQ-FL-20260720-0173,ttd_cc46cb6cfc741068fca7eca8,FL,Key West,CITY OF KEY WEST,non_safety,2024-10-01,2027-09-30,cycle_d674df2a3956c5995f51541a,cuc_c6fa1ab2c2c114c5655cff25,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_332b036a7ff4fa7e099731be,NSCQ-CA-20260720-0049,ttd_e060322f2a73c481df0e185e,CA,Vallejo,CITY OF VALLEJO,non_safety,2024-07-01,2026-06-30,cycle_9e33835aa9d6f1494683d723,cuc_b729da695b9142b60e05a78a,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_33301214a976c11c9f9b3688,NSCQ-CA-20260720-0287,ttd_84cb9f6e35add6e8eefdacdf,CA,Pleasanton,CITY OF PLEASANTON,fire,2025-07-01,2029-06-30,cycle_705c150dfa6d8e2f3cbf50ad,cuc_2ff0a89c5fb65e01b6b6c528,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_338a24240ab9e150cb615385,NSCQ-CA-20260720-0444,ttd_da31df639e8a22c336d5112e,CA,Azusa,CITY OF AZUSA,police,2025-01-01,2028-06-30,cycle_4b251aa82d2a1049780dbaa9,cuc_998283dd13d16d45af51943a,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_339e04bc8ca451f81ad4656d,NSCQ-OH-20260720-0809,ttd_e84963fd6e9135af2ed37931,OH,Miami,TOWNSHIP OF MIAMI,police,2022-01-01,2024-12-31,cycle_d9c3e1005c8097b9a7d552d8,cuc_88d470b857dfb86baab6dadd,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_33fab547534c2316e1e89493,NSCQ-PA-20260720-0017,ttd_c872ca50bdeb63cbf481000c,PA,Reading,CITY OF READING,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_340fb6286f3228b4fc0e20ea,NSCQ-OH-20260720-0692,ttd_ff217689b9b1c89eb1dcbf83,OH,Chardon,CITY OF CHARDON,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_341a7af4a0707fae22462178,NSCQ-OH-20260720-0246,ttd_d18f17fe118fac77830ae8ec,OH,Rocky River,CITY OF ROCKY RIVER,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_34925026da20c9b0143457af,NSCQ-OH-20260720-0232,ttd_516c528a792043d36c0d74ca,OH,Fostoria,CITY OF FOSTORIA,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_34ce7dc90771d7c413a26dc2,NSCQ-OH-20260720-0667,ttd_b6d73843d64c723bed19419d,OH,Carlisle,CITY OF CARLISLE,police,2025-01-01,2027-12-31,cycle_f489e52e6ae24ad584441548,cuc_4549c3db1ea14023a6d8a4be,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_351a714238ed14981e0bab0e,NSCQ-MT-20260720-0051,ttd_620250ce558a3537e65aeb4f,MT,Dillon,CITY OF DILLON,non_safety,2018-07-01,2019-06-30,cycle_5d622d4586c72250515777df,cuc_11cab997084aba05289f9b05,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_351bef29a63f515899e44d7f,NSCQ-OH-20260720-0372,ttd_fc34ba3347ff080e1b4af786,OH,Galion,CITY OF GALION,non_safety,2017-01-01,2019-12-31,cycle_e5e45e26d275bbe052d975fe,cuc_7088d0085a9db3cdfc2baf2f,match_e5e45e26d275bbe052d975fe,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_355b2cf6b61781ea3981bf2d,NSCQ-MA-20260720-0026,ttd_1f825d116cd147a482d08636,MA,Springfield,CITY OF SPRINGFIELD,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_356a3f18202c988e73774fa1,NSCQ-OH-20260720-0226,ttd_b318a7fecbae07c4d4d57149,OH,Chillicothe,CITY OF CHILLICOTHE,police,2024-01-01,2026-12-31,cycle_f5940abb04f1365739dc2336,cuc_1b664a8c9aaae5f670187a45,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_3591e21a903c294007bd4738,NSCQ-CA-20260720-0173,ttd_e1ed569b5ed2756bd84f5c54,CA,West Covina,CITY OF WEST COVINA,police,2021-07-01,2024-06-30,cycle_8bcb590afa48ab57b72f0c5b,cuc_e566b37a88e722c67fd82f75,match_8bcb590afa48ab57b72f0c5b,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_35922c07d9dc95a232206211,NSCQ-OH-20260720-0464,ttd_998a165c305fbfda59fce091,OH,Wickliffe,CITY OF WICKLIFFE,fire,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_35aba7364b92bdddc4478e86,NSCQ-OH-20260720-0143,ttd_40e988e818d81d6bbc16493a,OH,North Royalton,CITY OF NORTH ROYALTON,fire,2021-01-01,2023-12-31,cycle_6e22b09e709c652459a5af5a,cuc_7bead3f07a1edb731124cde5,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_35d20aa9fac4c5f3aebd55a6,NSCQ-CA-20260720-0090,ttd_f004c30ae3d7f3850760df3b,CA,Roseville,CITY OF ROSEVILLE,fire,2022-01-01,2025-12-31,cycle_4d99c349df3662af551c907a,cuc_2307c33aa66ebd328e6167c0,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_35e2351800ba6a96c3a4433f,NSCQ-CA-20260720-0010,ttd_721acede02d236ef389f8987,CA,San Diego,CITY OF SAN DIEGO,non_safety,2013-07-01,2018-06-30,cycle_28d3371a93cd2cac74d66c40,cuc_7d70f804e6087f57926b6c1e,match_28d3371a93cd2cac74d66c40,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_35e357b480427e82e714322f,NSCQ-OH-20260720-0597,ttd_ceee24aff27a0c6c302fb1c6,OH,Kenton,CITY OF KENTON,fire,2018-11-01,2021-10-31,cycle_2c1c5bfbf8ed40d7e28a4d58,cuc_d6351fd3651ef32342f8427b,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_3670e41e818c30793c53e8f7,NSCQ-ME-20260720-0023,ttd_5da19d2c29bbb36e9c99f1f7,ME,Westbrook,CITY OF WESTBROOK,non_safety,2024-07-01,2027-06-30,cycle_5fdb9ffa8b4ab3d1f229efef,cuc_41e4a49d118f028f11e0b1c5,match_5fdb9ffa8b4ab3d1f229efef,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_36bd48a0bdc989715c72a70a,NSCQ-OH-20260720-0176,ttd_d4d85e18e019112bd105fc3c,OH,Medina,CITY OF MEDINA,police,2020-01-01,2022-12-31,cycle_ddcff89e5219fb7ba7b5591f,cuc_4ccf302ce8f2ba6451b18ea6,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_36d45ce9e49147080a7d7d83,NSCQ-OH-20260720-0605,ttd_5acbf04db623ed86ab763b87,OH,North College Hill,CITY OF NORTH COLLEGE HILL,police,2019-01-01,2021-12-31,cycle_58c85ee1160dffab6d72f36a,cuc_20cfaa11d9a995bca0ed53b0,,established_single_exact_pair,,0,established_single_exact_pair_from_explicit_cycle_metadata,candidate_queue.cycle_match_notes,"Jan 1, 2019 through Dec 31, 2021",9854f5d56ef4c63dda532ffadc57189ac5fa459b2b7200ba6d809ae8c6c95445
doc_36e877d3e41d2aab5727fbbb,NSCQ-OH-20260720-0248,ttd_a25df60ca5d60bdd3b23d5bf,OH,Loveland,CITY OF LOVELAND,police,2020-05-05,2023-05-01,cycle_b10045e2e110f9fa7d8736f9,cuc_592f612a477d3024365e16cf,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_36f5c74ce3f91429f0db4deb,NSCQ-CA-20260720-0055,ttd_0684be586265b493a7fd6dbf,CA,Santa Barbara,CITY OF SANTA BARBARA,fire,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_370282174ecf0fbeb0da12c3,NSCQ-MN-20260720-0013,ttd_1eceec0f78c5115c4fa34fe4,MN,Duluth,CITY OF DULUTH,fire,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_370ed204a3e3ac7c65cd4d8a,NSCQ-MD-20260720-0009,ttd_cd5e8ded0c0612ad263211a4,MD,Rockville,CITY OF ROCKVILLE,non_safety,2024-01-01,2027-06-30,cycle_9c27ebeb4cfde6aec6eb7eb8,cuc_f19266de0ee8ec5c107b71cb,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_371887d8efc4275499c67cc7,NSCQ-CA-20260720-0125,ttd_c45be24784d0db69858c4874,CA,Davis,CITY OF DAVIS,fire,2023-07-01,2024-12-31,cycle_17eaa51f41939b133d0d09ee,cuc_adb08eda8f9aec3982e3b66a,match_17eaa51f41939b133d0d09ee,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_37190456bedce4a0271c709a,NSCQ-OH-20260720-0032,ttd_5b4978827a7d896ae7c5ab0a,OH,Parma,CITY OF PARMA,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_37198220d5074f455ae3d942,NSCQ-OH-20260720-0052,ttd_60285c6048fa790cbe07b544,OH,Elyria,CITY OF ELYRIA,fire,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_3730e3a7596f22beb7180c6e,NSCQ-NH-20260720-0018,ttd_2ad549553b755f5d1a17c59e,NH,Dover,CITY OF DOVER,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_3734df118643d3a3946d3d6f,NSCQ-OH-20260720-0122,ttd_3e853a93df0d2022e6bb0381,OH,Gahanna,CITY OF GAHANNA,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_37445805bcec02125a627495,NSCQ-CT-20260720-0036,ttd_ed035685fff00f6d333b0e99,CT,West Haven,CITY OF WEST HAVEN,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_375f18d2cc9ffcd26cc7a2ab,NSCQ-OH-20260720-0670,ttd_4739da660a3df6d4ccbe2caa,OH,Clyde,CITY OF CLYDE,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_3770dcc18d75536890fe1f28,NSCQ-WA-20260720-0145,ttd_913963c7e302146a4aeea8a9,WA,Mountlake Terrace,CITY OF MOUNTLAKE TERRACE,non_safety,2025-01-01,2027-12-31,cycle_f2a2725144cd8123b779e52f,cuc_ba10c835c361c9ba484f45f7,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_377b81ff369b0f1f34ec60d6,NSCQ-MA-20260720-0107,ttd_f1e5796702f98a6f19178e66,MA,Woburn,CITY OF WOBURN,non_safety,2014-07-01,2018-06-30,cycle_0962c995d7e6ad4c0dfd3ea3,cuc_430120865de2f0e6a2352174,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_378b4a316fabcd51c3a379af,NSCQ-CT-20260720-0043,ttd_3a05562927e039fcc0dacd42,CT,Norwich,CITY OF NORWICH,fire,2024-07-01,2028-06-30,cycle_57b8c5737b466efaf0ec516a,cuc_9dd7ff52737b99a87f9b0366,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_378d8ae3a82471689b40e3d0,NSCQ-OH-20260720-0111,ttd_fb305e4c1652e8c168bc49c3,OH,Lima,CITY OF LIMA,non_safety,2020-01-01,2022-12-31,cycle_e87b68c4dff931713d45674a,cuc_6635dc7e9b010de8a320a391,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_37990a9c2d5751bc79d96e80,NSCQ-OH-20260720-0717,ttd_549e3a5d63d792240058fdb8,OH,Northwood,CITY OF NORTHWOOD,police,2018-01-01,2020-12-31,cycle_4caf4b34af098795df1ef905,cuc_2b8a8e31c3c3902c5fabeb55,,established_single_exact_pair,,0,established_single_exact_pair_from_explicit_cycle_metadata,candidate_queue.cycle_match_notes,"Jan 1, 2018 through Dec 31, 2020",65464ad05f099a0b70215432ffd981747c0f70bc906b35d525d0d214a37f1d23
doc_37bd25e879b9fda1348b5420,NSCQ-MA-20260720-0122,ttd_763a4885bd3bb065ee380a7e,MA,West Springfield Town,CITY OF WEST SPRINGFIELD TOWN,non_safety,2017-07-01,2020-06-30,cycle_3236358de96ae3ce6a359d90,cuc_71af7b509641ae47eacc8287,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence,1,preserved_prior_exact_cycle,,,
doc_37e1474468fee5f8cde6964a,NSCQ-OR-20260720-0052,ttd_8eb53dc98381f29fd50c5750,OR,Keizer,CITY OF KEIZER,police,2023-07-01,2026-06-30,cycle_1dee27601122431ed3f8c096,cuc_3fc208ca68dd1232c49115ae,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_37f96ee78c60d0e69b37e6ae,NSCQ-AL-20260720-0007,ttd_21b99bd278e79d487bf4e48c,AL,Tuscaloosa,CITY OF TUSCALOOSA,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_38029656a09794d3384119d7,NSCQ-OH-20260720-0322,ttd_233331595ea4b83d47ac28e5,OH,Berea,CITY OF BEREA,non_safety,2023-01-01,2024-12-31,cycle_6911118993bf2ba1f680d7e0,cuc_6fe1b2b7fe2e92bb919e4656,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_3821e78f989a6cd56e1494fd,NSCQ-MI-20260720-0138,ttd_22d4eb7619a090ef9a90de1b,MI,Wixom,CITY OF WIXOM,police,1988-07-01,1991-06-30,cycle_5eae7d5f4c7c97873a5057b4,cuc_08622fb56910e15c2695b0d5,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_382f669c19087713119cbbef,NSCQ-FL-20260720-0036,ttd_8c5d31f1c55709d3710e91d3,FL,Miramar,CITY OF MIRAMAR,non_safety,2021-10-01,2024-09-30,cycle_5de44d6c279c513960e310c8,cuc_348523a385403a4987e90cf8,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_3876e6814d7911e9529ce30b,NSCQ-OH-20260720-0418,ttd_813c909081960ae6f9a1eb72,OH,Beachwood,CITY OF BEACHWOOD,fire,2023-11-01,2026-10-31,cycle_ffb209f9fb65f3b64f7506c0,cuc_a1c043a8b94ac7bc07ffc8c0,match_ffb209f9fb65f3b64f7506c0,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence,1,preserved_prior_exact_cycle,,,
doc_38accc5bd6813951823be55d,NSCQ-MO-20260720-0047,ttd_fee10c7f5245bc88cafaeb50,MO,Warrensburg,CITY OF WARRENSBURG,fire,2023-12-01,2025-11-30,cycle_62fbbfe702f356f5422357b1,cuc_179fbe811c45accf374aad61,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_38be1a40d84fddbc579c5334,NSCQ-AZ-20260720-0003,ttd_4f6e0236c7b7414d86104f70,AZ,Mesa,CITY OF MESA,police,2011-07-01,2012-06-30,cycle_a6482d7bfd27c6a660f17b58,cuc_9c6890267f65575b07086e53,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_38eb39e9e86cf388f9f95691,NSCQ-MA-20260720-0044,ttd_6d4894327c3eb0c1d4772631,MA,New Bedford,CITY OF NEW BEDFORD,fire,2022-07-01,2025-06-30,cycle_9c8a126e9ece9fec1a59bfd8,cuc_e5d6cf1d5bdc4922c65958d3,,established_single_exact_pair,,0,established_single_exact_pair_from_explicit_cycle_metadata,candidate_queue.cycle_match_notes,7.1.2022-6.30.2025,f75948282383e0afe9a6984c9ef716d9c3603d9f84ece89da2cfa0ccc34e6c9b
doc_38f3161dd9e1908ce027c7c5,NSCQ-OH-20260720-0288,ttd_75cadf336f764bd2e6d464be,OH,Whitehall,CITY OF WHITEHALL,police,2017-01-01,2019-12-31,cycle_441a0cef9f6e376d7750e6a4,cuc_6982bc16de62bf9a265388cb,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_39099ef6a7eb7e13835304f7,NSCQ-CA-20260720-0716,ttd_c6c2c3b32918e2b51a032953,CA,Grass Valley,CITY OF GRASS VALLEY,police,2024-07-01,2026-06-30,cycle_e35d737fdde011990d3c1a23,cuc_d4ec1197a710213dd97d2a36,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_391573494520678714847bc7,NSCQ-AK-20260720-0011,ttd_2474baf52a21a32eb2a6f8fc,AK,Wasilla,CITY OF WASILLA,police,2019-07-01,2022-06-30,cycle_89ca46c13a7665cb3bf5432b,cuc_2304f5eb43062717b76b0895,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence,1,preserved_prior_exact_cycle,,,
doc_3948ac8f7a82926b50e8614f,NSCQ-OH-20260720-0614,ttd_1623089ff817ff7057031e46,OH,Sheffield Lake,CITY OF SHEFFIELD LAKE,police,2023-01-01,2025-12-31,cycle_605b897888e5523b2a16b52b,cuc_ae8a4f0cddf5f46352975e23,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence,1,preserved_prior_exact_cycle,,,
doc_395659ca20f0e7bbc5dc9f04,NSCQ-IL-20260720-0200,ttd_74027870d54395ef71ccf5f0,IL,East Peoria,CITY OF EAST PEORIA,fire,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_398dd30e8712e024008685e7,NSCQ-MA-20260720-0037,ttd_bf2ba91d808940e49bfacf5d,MA,Lowell,CITY OF LOWELL,fire,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_39e1df0206dd407fd4267351,NSCQ-OH-20260720-0354,ttd_fc5202e9ac88fd22525664ed,OH,Eastlake,CITY OF EASTLAKE,non_safety,2020-01-01,2022-12-31,cycle_bb74deb939119f7ef9b1dfa7,cuc_b8cca3dbd316b53901cf3620,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_3a18af2e8bffa7381fd2f0d6,NSCQ-NE-20260720-0001,ttd_322d857c9462c8f62b4bdee3,NE,Omaha,CITY OF OMAHA,police,2018-12-16,2019-12-14,cycle_f7e49cd4c75be5b0339a64c7,cuc_e51eae345fc849ab25faf164,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_3a3c94e63f3c1053fee3e66c,NSCQ-OH-20260720-0015,ttd_dcfe7f727ec893c4e50f4146,OH,Middletown,CITY OF MIDDLETOWN,police,2014-11-01,2015-10-31,cycle_c8a1b988f89392caeb173b11,cuc_82a6eeecdbef1641351c31ab,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_3a3e0280edc3458506eb0fae,NSCQ-CA-20260720-0174,ttd_fe71005930ed47e1b9dea0ec,CA,West Covina,CITY OF WEST COVINA,fire,2022-07-01,2025-06-30,cycle_390a65fdf3ab45d0e207c250,cuc_1fd3d2c0d80991313708e945,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_3a3e0840ff9add2201f62787,NSCQ-MI-20260720-0032,ttd_bdd39f4f461edd4bef9ef7ad,MI,Rochester Hills,CITY OF ROCHESTER HILLS,fire,2025-01-01,2028-12-31,cycle_536f01d2af48e2fcd4cdeed4,cuc_5da3e8b2d0350f907092a3ae,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_3a6145072714dcde8ae909b2,NSCQ-FL-20260720-0050,ttd_cbb66e555eeae6392cbdac02,FL,Clearwater,CITY OF CLEARWATER,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_3a67b43cf2e3fc0c95421819,NSCQ-IL-20260720-0165,ttd_9f2f72ed6b6a736c343d8e20,IL,Northbrook,VILLAGE OF NORTHBROOK,fire,2015-05-01,2018-04-30,cycle_6235cc51160baa9ce0760349,cuc_98ed71fa83ad77001370ada8,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_3a71943b656f5008cd57317e,NSCQ-MI-20260720-0157,ttd_be9747de19ff4ce81c689bc5,MI,Coldwater,CITY OF COLDWATER,police,2024-07-01,2027-06-30,cycle_10a6de53274b9c71b02eb969,cuc_48c595c46e5149b96466a4e6,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
