state,region,municipality,retained_source_count,text_ready_count,corrupt_or_unreadable_count,encrypted_or_locked_count,html_text_later_count,needs_review_count,ocr_later_or_defer_count,other_document_text_later_count,oversized_for_text_pass_count,parse_text_layer_later_count,readiness_error_count,shell_or_navigation_only_count,unsupported_for_text_extraction_count
FL,South,Kenneth City,1,0,0,0,0,0,1,0,0,0,0,0,0
FL,South,LaBelle,2,2,0,0,0,0,0,0,0,2,0,0,0
FL,South,Lake City,2,2,0,0,0,0,0,0,0,2,0,0,0
FL,South,Lake Park,2,2,0,0,0,0,0,0,0,2,0,0,0
FL,South,Lantana,1,1,0,0,0,0,0,0,0,1,0,0,0
FL,South,Lauderdale-by-the-Sea,2,0,0,0,0,0,0,0,2,0,0,0,0
FL,South,Lighthouse Point,3,3,0,0,2,0,0,0,0,1,0,0,0
FL,South,Marianna,1,1,0,0,0,0,0,0,0,1,0,0,0
FL,South,Milton,1,1,0,0,0,0,0,0,0,1,0,0,0
FL,South,Neptune Beach,3,2,0,0,0,0,0,0,1,2,0,0,0
FL,South,Newberry,1,1,0,0,0,0,0,0,0,1,0,0,0
FL,South,North Bay Village,1,1,0,0,0,0,0,0,0,1,0,0,0
FL,South,North Palm Beach,3,3,0,0,0,0,0,0,0,3,0,0,0
FL,South,Orange Park,1,1,0,0,0,0,0,0,0,1,0,0,0
FL,South,Pahokee,1,1,0,0,0,0,0,0,0,1,0,0,0
FL,South,Palm Beach,1,1,0,0,0,0,0,0,0,1,0,0,0
FL,South,Port St. Joe,2,0,0,0,0,0,2,0,0,0,0,0,0
FL,South,Surfside,2,0,0,0,0,0,2,0,0,0,0,0,0
FL,South,Tampa,2,2,0,0,0,0,0,0,0,2,0,0,0
FL,South,Tequesta,1,1,0,0,0,0,0,0,0,1,0,0,0
FL,South,Treasure Island,2,2,0,0,0,0,0,0,0,2,0,0,0
FL,South,Wauchula,1,1,0,0,1,0,0,0,0,0,0,0,0
FL,South,West Miami,1,1,0,0,0,0,0,0,0,1,0,0,0
FL,South,West Park,1,1,0,0,0,0,0,0,0,1,0,0,0
FL,South,Westlake,1,1,0,0,0,0,0,0,0,1,0,0,0
FL,South,Wilton Manors,1,1,0,0,1,0,0,0,0,0,0,0,0
GA,South,Acworth,3,3,0,0,0,0,0,0,0,3,0,0,0
GA,South,Alpharetta,1,1,0,0,0,0,0,0,0,1,0,0,0
GA,South,Americus,1,1,0,0,0,0,0,0,0,1,0,0,0
GA,South,Atlanta,1,1,0,0,1,0,0,0,0,0,0,0,0
GA,South,Austell,2,2,0,0,1,0,0,0,0,1,0,0,0
GA,South,Brookhaven,1,1,0,0,0,0,0,0,0,1,0,0,0
GA,South,Buford,2,1,0,0,0,0,1,0,0,1,0,0,0
GA,South,Calhoun,3,2,0,0,1,1,0,0,0,1,0,0,0
GA,South,Chamblee,1,1,0,0,0,0,0,0,0,1,0,0,0
GA,South,Clarkston,4,4,0,0,1,0,0,0,0,3,0,0,0
GA,South,Covington,3,2,0,0,2,0,0,0,1,0,0,0,0
GA,South,Dalton,2,2,0,0,0,0,0,0,0,2,0,0,0
GA,South,Decatur,2,2,0,0,0,0,0,0,0,2,0,0,0
GA,South,Doraville,1,1,0,0,0,0,0,0,0,1,0,0,0
GA,South,Dublin,2,2,0,0,0,0,0,0,0,2,0,0,0
GA,South,East Point,1,1,0,0,0,0,0,0,0,1,0,0,0
GA,South,Fairburn,1,1,0,0,1,0,0,0,0,0,0,0,0
GA,South,Fayetteville,5,4,0,0,0,0,0,0,1,4,0,0,0
GA,South,Flowery Branch,1,1,0,0,0,0,0,0,0,1,0,0,0
GA,South,Forest Park,1,1,0,0,0,0,0,0,0,1,0,0,0
GA,South,Fort Oglethorpe,2,2,0,0,0,0,0,0,0,2,0,0,0
GA,South,Griffin,1,1,0,0,0,0,0,0,0,1,0,0,0
GA,South,Grovetown,5,4,0,0,0,0,1,0,0,4,0,0,0
GA,South,Holly Springs,2,1,0,0,0,0,1,0,0,1,0,0,0
GA,South,Jefferson,2,2,0,0,2,0,0,0,0,0,0,0,0
GA,South,Jesup,2,2,0,0,1,0,0,0,0,1,0,0,0
GA,South,Johns Creek,1,1,0,0,0,0,0,0,0,1,0,0,0
GA,South,Kingsland,1,1,0,0,0,0,0,0,0,1,0,0,0
GA,South,Lilburn,1,1,0,0,1,0,0,0,0,0,0,0,0
GA,South,Loganville,1,1,0,0,0,0,0,0,0,1,0,0,0
GA,South,Mableton,3,3,0,0,1,0,0,0,0,2,0,0,0
GA,South,McDonough,2,2,0,0,0,0,0,0,0,2,0,0,0
GA,South,Milledgeville,1,1,0,0,1,0,0,0,0,0,0,0,0
GA,South,Monroe,1,0,0,0,0,0,0,0,1,0,0,0,0
GA,South,Moultrie,4,3,0,0,1,0,0,0,1,2,0,0,0
GA,South,Newnan,3,3,0,0,0,0,0,0,0,3,0,0,0
GA,South,Perry,3,3,0,0,0,0,0,0,0,3,0,0,0
GA,South,Pooler,1,1,0,0,1,0,0,0,0,0,0,0,0
GA,South,Port Wentworth,2,2,0,0,2,0,0,0,0,0,0,0,0
GA,South,Powder Springs,3,3,0,0,1,0,0,0,0,2,0,0,0
GA,South,Snellville,3,2,0,0,0,0,1,0,0,2,0,0,0
GA,South,St. Marys,2,1,0,1,0,0,0,0,0,1,0,0,0
GA,South,Stonecrest,2,2,0,0,0,0,0,0,0,2,0,0,0
GA,South,Sugar Hill,1,1,0,0,1,0,0,0,0,0,0,0,0
GA,South,Suwanee,4,2,0,0,0,0,0,0,2,2,0,0,0
GA,South,Thomaston,1,1,0,0,1,0,0,0,0,0,0,0,0
GA,South,Thomasville,3,2,0,0,0,0,0,0,1,2,0,0,0
GA,South,Tifton,2,2,0,0,1,0,0,0,0,1,0,0,0
GA,South,Valdosta,1,1,0,0,1,0,0,0,0,0,0,0,0
GA,South,Vidalia,2,0,0,0,0,0,2,0,0,0,0,0,0
GA,South,Waycross,1,1,0,0,1,0,0,0,0,0,0,0,0
GA,South,Winder,1,0,0,0,0,0,0,0,1,0,0,0,0
GA,South,Woodstock,2,1,0,0,1,0,0,0,1,0,0,0,0
IA,Midwest,Adel,1,1,0,0,0,0,0,0,0,1,0,0,0
IA,Midwest,Albia,3,3,0,0,1,0,0,0,0,2,0,0,0
IA,Midwest,Algona,1,1,0,0,0,0,0,0,0,1,0,0,0
IA,Midwest,Anamosa,2,2,0,0,0,0,0,0,0,2,0,0,0
IA,Midwest,Asbury,1,1,0,0,1,0,0,0,0,0,0,0,0
IA,Midwest,Bloomfield,1,0,0,0,0,0,1,0,0,0,0,0,0
IA,Midwest,Carlisle,1,1,0,0,0,0,0,0,0,1,0,0,0
IA,Midwest,Carroll,2,2,0,0,0,0,0,0,0,2,0,0,0
IA,Midwest,Carter Lake,2,2,0,0,0,0,0,0,0,2,0,0,0
IA,Midwest,Chariton,2,1,0,0,0,0,1,0,0,1,0,0,0
IA,Midwest,Cherokee,1,0,0,0,0,0,0,0,1,0,0,0,0
IA,Midwest,Clarinda,2,2,0,0,1,0,0,0,0,1,0,0,0
IA,Midwest,Clarion,2,2,0,0,0,0,0,0,0,2,0,0,0
IA,Midwest,Clear Lake,2,0,0,0,0,0,2,0,0,0,0,0,0
IA,Midwest,Creston,2,0,0,0,0,0,2,0,0,0,0,0,0
IA,Midwest,DeWitt,1,1,0,0,0,0,0,0,0,1,0,0,0
IA,Midwest,Decorah,1,0,0,0,0,0,1,0,0,0,0,0,0
IA,Midwest,Denison,2,2,0,0,1,0,0,0,0,1,0,0,0
IA,Midwest,Eagle Grove,3,0,0,0,0,0,3,0,0,0,0,0,0
IA,Midwest,Eldridge,2,1,0,0,1,0,1,0,0,0,0,0,0
IA,Midwest,Emmetsburg,1,1,0,0,0,0,0,0,0,1,0,0,0
IA,Midwest,Estherville,2,1,0,0,0,0,0,0,1,1,0,0,0
IA,Midwest,Evansdale,1,1,0,0,0,0,0,0,0,1,0,0,0
IA,Midwest,Forest City,2,1,0,0,0,0,1,0,0,1,0,0,0
IA,Midwest,Fort Madison,2,2,0,0,0,0,0,0,0,2,0,0,0
IA,Midwest,Glenwood,1,1,0,0,1,0,0,0,0,0,0,0,0
IA,Midwest,Grundy Center,3,3,0,0,0,0,0,0,0,3,0,0,0
IA,Midwest,Hampton,1,1,0,0,0,0,0,0,0,1,0,0,0
IA,Midwest,Harlan,1,1,0,0,0,0,0,0,0,1,0,0,0
IA,Midwest,Hiawatha,3,2,0,0,0,0,1,0,0,2,0,0,0
IA,Midwest,Humboldt,1,0,0,0,0,0,1,0,0,0,0,0,0
IA,Midwest,Huxley,1,0,0,0,0,0,0,0,1,0,0,0,0
IA,Midwest,Independence,1,1,0,0,0,0,0,0,0,1,0,0,0
IA,Midwest,Iowa Falls,3,1,0,0,0,0,2,0,0,1,0,0,0
IA,Midwest,Jefferson,2,1,0,0,0,0,1,0,0,1,0,0,0
IA,Midwest,Jesup,1,1,0,0,0,0,0,0,0,1,0,0,0
IA,Midwest,Keokuk,2,2,0,0,1,0,0,0,0,1,0,0,0
IA,Midwest,Knoxville,1,0,0,0,0,0,1,0,0,0,0,0,0
IA,Midwest,Maquoketa,1,1,0,0,1,0,0,0,0,0,0,0,0
IA,Midwest,Milford,3,3,0,0,2,0,0,0,0,1,0,0,0
IA,Midwest,Monticello,1,1,0,0,0,0,0,0,0,1,0,0,0
IA,Midwest,Mount Vernon,2,1,0,0,1,0,1,0,0,0,0,0,0
IA,Midwest,Nevada,1,0,0,0,0,0,1,0,0,0,0,0,0
IA,Midwest,New Hampton,2,2,0,0,0,0,0,0,0,2,0,0,0
IA,Midwest,Oelwein,2,2,0,0,0,0,0,0,0,2,0,0,0
IA,Midwest,Onawa,1,0,0,0,0,0,1,0,0,0,0,0,0
IA,Midwest,Osage,2,1,0,0,1,0,1,0,0,0,0,0,0
IA,Midwest,Osceola,1,0,0,0,0,0,1,0,0,0,0,0,0
IA,Midwest,Perry,2,0,0,0,0,0,2,0,0,0,0,0,0
IA,Midwest,Polk City,2,2,0,0,0,0,0,0,0,2,0,0,0
IA,Midwest,Red Oak,2,2,0,0,0,0,0,0,0,2,0,0,0
IA,Midwest,Robins,1,1,0,0,0,0,0,0,0,1,0,0,0
IA,Midwest,Rock Rapids,1,1,0,0,1,0,0,0,0,0,0,0,0
IA,Midwest,Rock Valley,1,1,0,0,1,0,0,0,0,0,0,0,0
IA,Midwest,Sergeant Bluff,1,1,0,0,0,0,0,0,0,1,0,0,0
IA,Midwest,Sheldon,1,1,0,0,0,0,0,0,0,1,0,0,0
IA,Midwest,Shenandoah,3,3,0,0,0,0,0,0,0,3,0,0,0
IA,Midwest,Sioux Center,2,2,0,0,0,0,0,0,0,2,0,0,0
IA,Midwest,Spirit Lake,2,2,0,0,2,0,0,0,0,0,0,0,0
IA,Midwest,Story City,4,3,0,0,0,0,1,0,0,3,0,0,0
IA,Midwest,Tiffin,2,1,0,0,0,0,1,0,0,1,0,0,0
IA,Midwest,Vinton,2,0,0,0,0,0,2,0,0,0,0,0,0
IA,Midwest,Waukon,2,2,0,0,2,0,0,0,0,0,0,0,0
IA,Midwest,Waverly,2,1,0,0,0,0,0,0,1,1,0,0,0
IA,Midwest,Webster City,1,1,0,0,1,0,0,0,0,0,0,0,0
IA,Midwest,West Branch,3,0,0,0,0,0,3,0,0,0,0,0,0
IA,Midwest,Winterset,2,2,0,0,0,0,0,0,0,2,0,0,0
ID,West,American Falls,1,1,0,0,1,0,0,0,0,0,0,0,0
ID,West,Arco,2,2,0,0,1,0,0,0,0,1,0,0,0
ID,West,Athol,2,2,0,0,0,0,0,0,0,2,0,0,0
ID,West,Blackfoot,1,1,0,0,1,0,0,0,0,0,0,0,0
ID,West,Buhl,2,2,0,0,2,0,0,0,0,0,0,0,0
ID,West,Chubbuck,1,1,0,0,1,0,0,0,0,0,0,0,0
ID,West,Clark Fork,2,1,0,0,1,0,1,0,0,0,0,0,0
ID,West,Council,1,1,0,0,0,0,0,0,0,1,0,0,0
ID,West,Driggs,1,1,0,0,1,0,0,0,0,0,0,0,0
ID,West,Fruitland,3,3,0,0,2,0,0,0,0,1,0,0,0
ID,West,Genesee,1,1,0,0,0,0,0,0,0,1,0,0,0
ID,West,Grangeville,2,2,0,0,2,0,0,0,0,0,0,0,0
ID,West,Hailey,2,1,0,0,0,0,1,0,0,1,0,0,0
ID,West,Hauser,2,1,0,0,1,0,1,0,0,0,0,0,0
ID,West,Hayden,1,1,0,0,0,0,0,0,0,1,0,0,0
ID,West,Heyburn,2,2,0,0,0,0,0,0,0,2,0,0,0
ID,West,Idaho Falls,1,1,0,0,0,0,0,0,0,1,0,0,0
ID,West,Inkom,3,3,0,0,0,0,0,0,0,3,0,0,0
ID,West,Jerome,3,3,0,0,0,0,0,0,0,3,0,0,0
ID,West,Malad City,2,2,0,0,1,0,0,0,0,1,0,0,0
ID,West,Meridian,1,1,0,0,0,0,0,0,0,1,0,0,0
ID,West,Montpelier,1,1,0,0,0,0,0,0,0,1,0,0,0
ID,West,New Meadows,2,2,0,0,0,0,0,0,0,2,0,0,0
ID,West,Orofino,2,1,0,0,0,1,0,0,0,1,0,0,0
ID,West,Payette,1,1,0,0,0,0,0,0,0,1,0,0,0
ID,West,Ponderay,2,2,0,0,0,0,0,0,0,2,0,0,0
ID,West,Post Falls,2,2,0,0,0,0,0,0,0,2,0,0,0
ID,West,Preston,2,2,0,0,0,0,0,0,0,2,0,0,0
ID,West,Rigby,1,1,0,0,1,0,0,0,0,0,0,0,0
ID,West,Roberts,1,1,0,0,0,0,0,0,0,1,0,0,0
ID,West,Rupert,1,1,0,0,1,0,0,0,0,0,0,0,0
ID,West,Sandpoint,2,2,0,0,0,0,0,0,0,2,0,0,0
ID,West,Shelley,1,1,0,0,0,0,0,0,0,1,0,0,0
ID,West,Shoshone,2,2,0,0,1,0,0,0,0,1,0,0,0
ID,West,Sun Valley,1,1,0,0,0,0,0,0,0,1,0,0,0
ID,West,Teton,3,3,0,0,1,0,0,0,0,2,0,0,0
ID,West,Wallace,2,2,0,0,2,0,0,0,0,0,0,0,0
ID,West,Weiser,2,2,0,0,2,0,0,0,0,0,0,0,0
ID,West,Wendell,1,0,0,0,0,0,1,0,0,0,0,0,0
IL,Midwest,Alsip,4,2,0,0,0,0,0,0,2,2,0,0,0
IL,Midwest,Alton,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Barrington,3,1,0,0,0,0,2,0,0,1,0,0,0
IL,Midwest,Beach Park,2,2,0,0,0,0,0,0,0,2,0,0,0
IL,Midwest,Bellwood,4,4,0,0,0,0,0,0,0,4,0,0,0
IL,Midwest,Benton,2,0,0,0,0,0,1,0,1,0,0,0,0
IL,Midwest,Berwyn,1,0,0,0,0,0,1,0,0,0,0,0,0
IL,Midwest,Bloom,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Bloomington City,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Bourbonnais,2,2,0,0,1,0,0,0,0,1,0,0,0
IL,Midwest,Bradley,3,2,0,0,0,0,1,0,0,2,0,0,0
IL,Midwest,Bridgeview,2,1,0,0,0,0,1,0,0,1,0,0,0
IL,Midwest,Brookfield,6,5,0,0,0,0,0,0,1,5,0,0,0
IL,Midwest,Buffalo Grove,1,1,0,0,1,0,0,0,0,0,0,0,0
IL,Midwest,Burr Ridge,2,1,0,0,0,0,0,0,1,1,0,0,0
IL,Midwest,Cahokia Heights,1,0,0,0,0,1,0,0,0,0,0,0,0
IL,Midwest,Calumet,2,1,0,0,0,0,1,0,0,1,0,0,0
IL,Midwest,Campton,2,1,0,0,0,0,1,0,0,1,0,0,0
IL,Midwest,Canton,4,1,0,0,0,0,3,0,0,1,0,0,0
IL,Midwest,Cary,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Caseyville,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Champaign City,2,2,0,0,2,0,0,0,0,0,0,0,0
IL,Midwest,Channahon,4,4,0,0,2,0,0,0,0,2,0,0,0
IL,Midwest,Charleston,7,7,0,0,0,0,0,0,0,7,0,0,0
IL,Midwest,Cicero,2,0,0,0,0,0,2,0,0,0,0,0,0
IL,Midwest,Collinsville,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Country Club Hills,6,5,0,0,1,0,1,0,0,4,0,0,0
IL,Midwest,Crest Hill,3,2,0,0,0,0,0,0,1,2,0,0,0
IL,Midwest,Crete,2,2,0,0,0,0,0,0,0,2,0,0,0
IL,Midwest,Dolton,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Dorr,1,0,0,0,0,0,1,0,0,0,0,0,0
IL,Midwest,Downers Grove,3,3,0,0,0,0,0,0,0,3,0,0,0
IL,Midwest,Du Page,1,0,0,0,0,0,1,0,0,0,0,0,0
IL,Midwest,East St. Louis,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Edwardsville,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Effingham,2,2,0,0,0,0,0,0,0,2,0,0,0
IL,Midwest,Elgin,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Elmhurst,2,0,0,0,0,2,0,0,0,0,0,0,0
IL,Midwest,Elmwood Park,1,1,0,0,1,0,0,0,0,0,0,0,0
IL,Midwest,Fox Lake,3,3,0,0,0,0,0,0,0,3,0,0,0
IL,Midwest,Franklin Park,6,4,0,0,1,0,2,0,0,3,0,0,0
IL,Midwest,Freeport,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Geneva,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Glen Carbon,4,2,0,0,0,0,0,0,1,2,0,1,0
IL,Midwest,Godfrey,1,0,0,0,0,1,0,0,0,0,0,0,0
IL,Midwest,Hanover Park,2,1,0,0,0,0,1,0,0,1,0,0,0
IL,Midwest,Harlem,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Harvey,3,3,0,0,0,0,0,0,0,3,0,0,0
IL,Midwest,Herrin,4,0,0,0,0,0,2,0,2,0,0,0,0
IL,Midwest,Hickory Hills,4,3,0,0,3,0,1,0,0,0,0,0,0
IL,Midwest,Hinsdale,4,1,0,0,0,0,1,0,2,1,0,0,0
IL,Midwest,Huntley,3,3,0,0,0,0,0,0,0,3,0,0,0
IL,Midwest,Island Lake,2,2,0,0,0,0,0,0,0,2,0,0,0
IL,Midwest,Kankakee,1,1,0,0,1,0,0,0,0,0,0,0,0
IL,Midwest,Kewanee,2,2,0,0,0,0,0,0,0,2,0,0,0
IL,Midwest,La Grange,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,LaSalle,7,3,0,0,0,0,4,0,0,3,0,0,0
IL,Midwest,Lake Forest,3,3,0,0,0,0,0,0,0,3,0,0,0
IL,Midwest,Lake Villa,1,0,0,0,0,1,0,0,0,0,0,0,0
IL,Midwest,Lake Zurich,1,1,0,0,1,0,0,0,0,0,0,0,0
IL,Midwest,Lemont,3,3,0,0,0,0,0,0,0,3,0,0,0
IL,Midwest,Limestone,1,1,0,0,1,0,0,0,0,0,0,0,0
IL,Midwest,Lindenhurst,3,3,0,0,0,0,0,0,0,3,0,0,0
IL,Midwest,Lisle,1,1,0,0,1,0,0,0,0,0,0,0,0
IL,Midwest,Little Rock,3,3,0,0,2,0,0,0,0,1,0,0,0
IL,Midwest,Macomb,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Macomb City,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Matteson,4,4,0,0,0,0,0,0,0,4,0,0,0
IL,Midwest,Midlothian,3,2,0,0,1,0,1,0,0,1,0,0,0
IL,Midwest,Minooka,2,2,0,0,0,0,0,0,0,2,0,0,0
IL,Midwest,Mokena,4,4,0,0,0,0,0,0,0,4,0,0,0
IL,Midwest,Montgomery,1,1,0,0,1,0,0,0,0,0,0,0,0
IL,Midwest,Morton,6,4,0,0,0,0,1,0,1,4,0,0,0
IL,Midwest,Mount Vernon,4,4,0,0,0,0,0,0,0,4,0,0,0
IL,Midwest,North Aurora,4,0,0,0,0,0,3,0,1,0,0,0,0
IL,Midwest,Orland Park,1,0,0,0,0,1,0,0,0,0,0,0,0
IL,Midwest,Palos,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Palos Hills,1,0,0,0,0,0,1,0,0,0,0,0,0
IL,Midwest,Peru,3,1,0,0,0,0,2,0,0,1,0,0,0
IL,Midwest,Plano,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Pontiac,2,2,0,0,0,0,0,0,0,2,0,0,0
IL,Midwest,Prospect Heights,2,2,0,0,0,0,0,0,0,2,0,0,0
IL,Midwest,Proviso,1,0,0,0,0,0,1,0,0,0,0,0,0
IL,Midwest,Quincy,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Rich,3,1,0,0,0,1,1,0,0,1,0,0,0
IL,Midwest,Rochelle,2,2,0,0,0,0,0,0,0,2,0,0,0
IL,Midwest,Rock Island,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Rockford,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Rockton,3,3,0,0,0,0,0,0,0,3,0,0,0
IL,Midwest,Roscoe,2,2,0,0,0,0,0,0,0,2,0,0,0
IL,Midwest,Round Lake,1,0,0,0,0,0,1,0,0,0,0,0,0
IL,Midwest,Rutland,2,2,0,0,0,0,0,0,0,2,0,0,0
IL,Midwest,Schaumburg,1,0,0,0,0,1,0,0,0,0,0,0,0
IL,Midwest,Shorewood,3,3,0,0,0,0,0,0,0,3,0,0,0
IL,Midwest,Skokie,1,0,0,0,0,0,1,0,0,0,0,0,0
IL,Midwest,South Rock Island,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,St. Clair,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Steger,4,3,0,0,0,0,1,0,0,3,0,0,0
IL,Midwest,Sterling,3,2,0,0,0,0,1,0,0,2,0,0,0
IL,Midwest,Streamwood,1,1,0,0,1,0,0,0,0,0,0,0,0
IL,Midwest,Streator,2,2,0,0,0,0,0,0,0,2,0,0,0
IL,Midwest,Swansea,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Taylorville,2,1,0,0,0,0,1,0,0,1,0,0,0
IL,Midwest,Thornton,2,2,0,0,0,0,0,0,0,2,0,0,0
IL,Midwest,Tinley Park,1,1,0,0,0,0,0,0,0,1,0,0,0
IL,Midwest,Troy,5,4,0,0,1,0,1,0,0,3,0,0,0
IL,Midwest,Warrenville,1,0,0,0,0,0,0,0,1,0,0,0,0
IL,Midwest,Washington,3,2,0,0,0,0,1,0,0,2,0,0,0
IL,Midwest,Waterloo,3,3,0,0,0,0,0,0,0,3,0,0,0
IL,Midwest,Wauconda,3,3,0,0,1,0,0,0,0,2,0,0,0
IL,Midwest,Westchester,4,4,0,0,0,0,0,0,0,4,0,0,0
IL,Midwest,Wood River,2,1,0,0,0,0,1,0,0,1,0,0,0
IN,Midwest,Angola,2,2,0,0,0,0,0,0,0,2,0,0,0
IN,Midwest,Batesville,2,2,0,0,2,0,0,0,0,0,0,0,0
IN,Midwest,Beech Grove,2,2,0,0,0,0,0,0,0,2,0,0,0
IN,Midwest,Bloomington,1,1,0,0,0,0,0,0,0,1,0,0,0
IN,Midwest,Boonville,1,0,0,0,0,0,1,0,0,0,0,0,0
IN,Midwest,Brazil,3,3,0,0,3,0,0,0,0,0,0,0,0
IN,Midwest,Carmel,1,1,0,0,0,0,0,0,0,1,0,0,0
IN,Midwest,Cedar Creek,2,1,0,1,0,0,0,0,0,1,0,0,0
IN,Midwest,Cedar Lake,5,5,0,0,1,0,0,0,0,4,0,0,0
IN,Midwest,Centre,1,1,0,0,0,0,0,0,0,1,0,0,0
IN,Midwest,Columbia City,3,0,0,0,0,0,3,0,0,0,0,0,0
IN,Midwest,Cumberland,2,2,0,0,0,0,0,0,0,2,0,0,0
IN,Midwest,Danville,3,3,0,0,0,0,0,0,0,3,0,0,0
IN,Midwest,Decatur,2,1,0,0,0,1,0,0,0,1,0,0,0
IN,Midwest,East Chicago,5,5,0,0,0,0,0,0,0,5,0,0,0
IN,Midwest,Edinburgh,2,1,0,0,0,0,1,0,0,1,0,0,0
IN,Midwest,Ellettsville,4,3,0,1,0,0,0,0,0,3,0,0,0
IN,Midwest,Elwood,1,1,0,0,1,0,0,0,0,0,0,0,0
IN,Midwest,Evansville,1,1,0,0,1,0,0,0,0,0,0,0,0
IN,Midwest,Fort Wayne,3,2,0,0,0,0,1,0,0,2,0,0,0
IN,Midwest,Frankfort,4,4,0,0,0,0,0,0,0,4,0,0,0
IN,Midwest,Franklin,1,1,0,0,0,0,0,0,0,1,0,0,0
IN,Midwest,Garrett,2,2,0,0,0,0,0,0,0,2,0,0,0
IN,Midwest,Greensburg,2,2,0,0,1,0,0,0,0,1,0,0,0
IN,Midwest,Hartford City,1,1,0,0,0,0,0,0,0,1,0,0,0
IN,Midwest,Highland,2,1,0,0,0,0,1,0,0,1,0,0,0
IN,Midwest,Hobart,3,0,0,0,0,0,3,0,0,0,0,0,0
IN,Midwest,Honey Creek,1,0,0,0,0,1,0,0,0,0,0,0,0
IN,Midwest,Huntertown,2,2,0,0,1,0,0,0,0,1,0,0,0
IN,Midwest,Huntingburg,1,1,0,0,0,0,0,0,0,1,0,0,0
IN,Midwest,Huntington,2,2,0,0,0,0,0,0,0,2,0,0,0
IN,Midwest,Indianapolis city (balance),2,2,0,0,0,0,0,0,0,2,0,0,0
IN,Midwest,Jackson,1,1,0,0,1,0,0,0,0,0,0,0,0
IN,Midwest,Jasper,3,3,0,0,0,0,0,0,0,3,0,0,0
IN,Midwest,Kendallville,2,2,0,0,0,0,0,0,0,2,0,0,0
IN,Midwest,Kokomo,1,0,0,0,0,0,1,0,0,0,0,0,0
IN,Midwest,La Porte,1,1,0,0,0,0,0,0,0,1,0,0,0
IN,Midwest,Lawrence,1,1,0,0,0,0,0,0,0,1,0,0,0
IN,Midwest,Lawrenceburg,2,0,0,2,0,0,0,0,0,0,0,0,0
IN,Midwest,Lebanon,1,1,0,0,0,0,0,0,0,1,0,0,0
IN,Midwest,Logansport,3,0,0,0,0,0,3,0,0,0,0,0,0
IN,Midwest,Lowell,3,3,0,0,0,0,0,0,0,3,0,0,0
IN,Midwest,Martinsville,1,0,0,0,0,0,1,0,0,0,0,0,0
IN,Midwest,McCordsville,1,1,0,0,0,0,0,0,0,1,0,0,0
IN,Midwest,Mooresville,2,2,0,0,2,0,0,0,0,0,0,0,0
IN,Midwest,Munster,5,2,0,0,0,0,3,0,0,2,0,0,0
IN,Midwest,New Castle,5,5,0,0,0,0,0,0,0,5,0,0,0
IN,Midwest,New Whiteland,2,2,0,0,1,0,0,0,0,1,0,0,0
IN,Midwest,Noblesville,1,0,0,0,0,0,1,0,0,0,0,0,0
IN,Midwest,North Manchester,2,2,0,0,0,0,0,0,0,2,0,0,0
IN,Midwest,North Vernon,4,4,0,0,0,0,0,0,0,4,0,0,0
IN,Midwest,Peru,2,2,0,0,0,0,0,0,0,2,0,0,0
IN,Midwest,Pike,3,3,0,0,0,0,0,0,0,3,0,0,0
IN,Midwest,Plymouth,3,3,0,0,0,0,0,0,0,3,0,0,0
IN,Midwest,Portland,3,3,0,0,0,0,0,0,0,3,0,0,0
IN,Midwest,Princeton,1,1,0,0,0,0,0,0,0,1,0,0,0
IN,Midwest,Rensselaer,2,2,0,0,0,0,0,0,0,2,0,0,0
IN,Midwest,Rochester,1,1,0,0,1,0,0,0,0,0,0,0,0
IN,Midwest,Schererville,2,2,0,0,0,0,0,0,0,2,0,0,0
IN,Midwest,Scottsburg,1,0,0,0,0,0,0,0,1,0,0,0,0
