readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,retained_file_path,retained_file_type,retained_file_size_bytes,retained_file_sha256,file_extension,detected_file_type,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
CBRDY-20260728-f052df36c5406578bc19,CBSRD-20260728-ae3634a9329bf34b641b,CBCR-20260728-05702,B4XPAR-20260727-006206,BCV-20260728-00059,broad_4x1000_deduped,readiness_lane_003,201,AL,South,Talladega,Talladega County (01121; primary),"ORDINANCE NO. 1830 — AN ORDINANCE SETTING THE CITY OF TALLADEGA’S CLASSIFICATION AND COMPENSATION PLANS BEGINNING AUGUST 24, 2017",https://assets.caboosecms.com/media/12295428_ord-1830-class-and-compensationpub2.pdf?1650393737=,https://assets.caboosecms.com/media/12295428_ord-1830-class-and-compensationpub2.pdf,assets.caboosecms.com,budget_or_pay_plan,ordinance_or_policy,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-ae3634a9329bf34b641b.pdf,pdf,218552,aa2995c526846c746016f96a561daee414982afd04a131fa974a6829f4110bee,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-866f479e5da7d7c32326,CBSRD-20260728-293a0b53acd65c874171,CBCR-20260728-05703,B4XPAR-20260727-006207,BCV-20260728-04346,broad_4x1000_deduped,readiness_lane_003,202,AL,South,Talladega,Talladega County (01121; primary),"ORDINANCE NO. 1845 — AN ORDINANCE SETTING THE CITY OF TALLADEGA’S CLASSIFICATION AND COMPENSATION PLANS BEGINNING MARCH 21, 2019",https://assets.caboosecms.com/media/12295439_ord-1845-class-and-compensation---2website2.pdf?1650393739=,https://assets.caboosecms.com/media/12295439_ord-1845-class-and-compensation---2website2.pdf,assets.caboosecms.com,budget_or_pay_plan,ordinance_or_policy,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-293a0b53acd65c874171.pdf,pdf,156411,b726453605480e459a144883c30e6391bfb982751e07a6aa1e485362b09240e1,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-04f9c6f354bb855e34b7,CBSRD-20260728-e52030e23c1ccec6d3cb,CBCR-20260728-08569,TS4L-a4350b1b5ad3bb6a607b,BCV-20260728-00060,targeted_prior_unrouted,readiness_lane_003,203,AL,South,Talladega,,City of Talladega Ordinance No. 1923 — Amend Ordinance 1614 (Compensation & benefits rules; step placement adjustments),https://assets.caboosecms.com/media/14502801_ordinance-no-1923.pdf?1671039526=,https://assets.caboosecms.com/media/14502801_ordinance-no-1923.pdf,assets.caboosecms.com,cba_or_compensation_study_or_classification_study_or_wage_schedule,cba_or_compensation_study_or_classification_study_or_wage_schedule,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-e52030e23c1ccec6d3cb.pdf,pdf,91701,553acbcb10e00c4626fdb0d3b58ed27d1a371bac06f017b9929b46761713accd,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-031186d6f6baae157d2b,CBSRD-20260728-5f41e446fed6c0b52ea8,CBCR-20260728-05708,B4XPAR-20260727-006212,BCV-20260728-02926,broad_4x1000_deduped,readiness_lane_003,204,AR,South,Cave City,Sharp County (05135; primary); Independence County (05063),Dropbox folder: Website Ordinances (linked from Cave City public notices),https://www.dropbox.com/scl/fo/p2x9z3w0l25sq0fy80cv3/AGleZ2NcgFCUGb0ceQjM84E?dl=0&rlkey=wka7ts3ksutj7cumsqdhiufay,https://dropbox.com/scl/fo/p2x9z3w0l25sq0fy80cv3/AGleZ2NcgFCUGb0ceQjM84E,dropbox.com,budget_or_pay_plan,index_page,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-5f41e446fed6c0b52ea8.html,html,212115,0ced8d3e594daa634e67e4a75b950f9b426ca843392d972fbd3cd499eacb6fe3,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-64fae6940e33d526609e,CBSRD-20260728-70d7654861528774a6a6,CBCR-20260728-05709,B4XPAR-20260727-006213,BCV-20260728-05070,broad_4x1000_deduped,readiness_lane_003,205,AR,South,Cave City,Sharp County (05135; primary); Independence County (05063),Dropbox folder: Website Resolutions (linked from Cave City public notices),https://www.dropbox.com/scl/fo/pejnu2tftlkw92m673bkd/AAsV_HT2wAtZKul5KUCenO0?dl=0&rlkey=avam1jz53hnfo0lionhpe9c5h,https://dropbox.com/scl/fo/pejnu2tftlkw92m673bkd/AAsV_HT2wAtZKul5KUCenO0,dropbox.com,budget_or_pay_plan,index_page,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-70d7654861528774a6a6.html,html,212119,4cf1a2196cad32db52337a2f1c5b93181e14e5e53d44ac66fbb69f92e09788f1,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-811657951829dc1fc29b,CBSRD-20260728-3c476a3b50995026f1e6,CBCR-20260728-05710,B4XPAR-20260727-006214,BCV-20260728-07213,broad_4x1000_deduped,readiness_lane_003,206,AR,South,Cave City,Sharp County (05135; primary); Independence County (05063),Dropbox folder: Website Other Documents (linked from Cave City public notices),https://www.dropbox.com/scl/fo/t4t3x0r5zgmjstzfxoyii/AD97nwhFIuIPWO_fiJQc3lE?dl=0&rlkey=bnh1fdq0nk9zr5hoa1h0y1kfb,https://dropbox.com/scl/fo/t4t3x0r5zgmjstzfxoyii/AD97nwhFIuIPWO_fiJQc3lE,dropbox.com,unknown_or_needs_review,index_page,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-3c476a3b50995026f1e6.html,html,212143,4b939e235c3c309bb1d6ea3c215a29e8ee7e3ac101dd7970e8a464e0ba4b0990,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-71ef54e911ad157d7865,CBSRD-20260728-9fb6fde7530fcb21e8ab,CBCR-20260728-05711,B4XPAR-20260727-006215,BCV-20260728-04343,broad_4x1000_deduped,readiness_lane_003,207,AR,South,Cave City,Sharp County (05135; primary); Independence County (05063),"Arkansas Legislative Audit — City of Cave City, Arkansas (report page)",https://arklegaudit.gov/downloadReport.php?id=LOM202623,https://arklegaudit.gov/downloadReport.php,arklegaudit.gov,unknown_or_needs_review,context_only,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-9fb6fde7530fcb21e8ab.html,html,45,52c71f4b99068b7bf7bd47107e5be4ab8e5abd304c990e8900a7af4852e221ed,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-63ac5d45ac1d7f249ff6,CBSRD-20260728-8b316470379cd0100240,CBCR-20260728-05712,B4XPAR-20260727-006216,BCV-20260728-00901,broad_4x1000_deduped,readiness_lane_003,208,AR,South,Elkins,Washington County (05143; primary),City Ordinances (Ordinance Archive landing/index; includes ORDINANCE 08-21-2014B Revised Personnel Policies),https://www.elkins.arkansas.gov/page/city-ordinances,https://elkins.arkansas.gov/page/city-ordinances,elkins.arkansas.gov,unknown_or_needs_review,index_page,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-8b316470379cd0100240.html,html,1371047,f2b36699f3efbfb0487550cd5edc0a0bbfd9bdf8a09ce728647a89124c52332b,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-d027fb573dc29f40f78b,CBSRD-20260728-d80d677c6cb1b3c64833,CBCR-20260728-00847,B4XPAR-20260727-000912,BCV-20260728-05219,broad_4x1000_deduped,readiness_lane_003,209,AR,South,Fairfield Bay,Van Buren County (05141; primary); Cleburne County (05023),Ordinance No. 2022-39 (amending police department budget for 2023; provides for and adopting amended police department budget),https://www.fairfieldbayar.com/files/documents/webpageOrdinance2022-39%20-2-.pdf,https://fairfieldbayar.com/files/documents/webpageOrdinance2022-39%20-2-.pdf,fairfieldbayar.com,budget_or_pay_plan,ordinance_or_policy,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-d80d677c6cb1b3c64833.pdf,pdf,538074,819920158271412eba3d53e3470191757a86f6b4fbbbc333e0c60b51852d4001,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-b5cfdd0ce8d8d6753477,CBSRD-20260728-583e66303e17bdb5c6e7,CBCR-20260728-00848,B4XPAR-20260727-000913,BCV-20260728-00932,broad_4x1000_deduped,readiness_lane_003,210,AR,South,Fairfield Bay,Van Buren County (05141; primary); Cleburne County (05023),Resolution No. 2024-21 (increase in authorized hourly rate of pay for ununiformed/certain police department officers),https://www.fairfieldbayar.com/files/documents/Resolution-Num-2024-21.pdf,https://fairfieldbayar.com/files/documents/Resolution-Num-2024-21.pdf,fairfieldbayar.com,mou_or_memorandum,memorandum_or_settlement,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-583e66303e17bdb5c6e7.pdf,pdf,979605,5dd14ef4bf6af7a8a0a017c93c2f90feebb6f1b7aa7e9bb298b4af82a4e365eb,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-2cdd615a42225edd16ba,CBSRD-20260728-63866d880c97b7ba70c7,CBCR-20260728-04108,B4XPAR-20260727-004467,BCV-20260728-07106,broad_4x1000_deduped,readiness_lane_003,211,AR,South,Forrest City,St. Francis County (05123; primary),"Minutes of the Regular Meeting — Forrest City City Council (March 5, 2019)",https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/4430/forrestcity/3745175/Minutes_March_5__2019.pdf,https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/4430/forrestcity/3745175/Minutes_March_5__2019.pdf,core-docs.s3.us-east-1.amazonaws.com,agenda_packet_or_minutes,meeting_minutes,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-63866d880c97b7ba70c7.pdf,pdf,37647,6496e1a31b7ec89cf947e89ac270c6dfc61c50fe89a4465d8130e6ca3dfb6459,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-0932f1a8cf78c4a3dcef,CBSRD-20260728-6a97a9ed69eec28a291b,CBCR-20260728-05719,B4XPAR-20260727-006223,BCV-20260728-07395,broad_4x1000_deduped,readiness_lane_003,212,AR,South,Helena-West Helena,Phillips County (05107; primary),CITY OF HELENA-WEST HELENA — Ordinance to fix number and base pay of full-time city employees (Special-Called Meeting Agenda Packet 7-3-2025),https://fliphtml5.com/ifxk/fqdo/Special-Called-Meeting-Agenda-Packet-7-3-2025/,https://fliphtml5.com/ifxk/fqdo/Special-Called-Meeting-Agenda-Packet-7-3-2025,fliphtml5.com,agenda_packet_or_minutes,ordinance_or_policy,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-6a97a9ed69eec28a291b.html,html,159163,dcf0d47adb871c0e5f820846e9736e8c257535fd9569bceb2d79e9218deecdfb,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-961d64ea497a91614965,CBSRD-20260728-ffb7fb3ef59d359bca68,CBCR-20260728-08808,TS4L-cf5a25572f85e6886ede,BCV-20260728-05383,targeted_prior_unrouted,readiness_lane_003,213,AR,South,Hot Springs,,"Hot Springs School District policy/procedure document defining classified (""Covered Employees"") categories (modified 2024-03-10)",https://hssd.community.diligentoneplatform.com/document/36bf0bb8-7bb2-44bb-b83d-94f7c1cbe69e/?modified=2024-03-10T19%3A52%3A51.293,https://hssd.community.diligentoneplatform.com/document/36bf0bb8-7bb2-44bb-b83d-94f7c1cbe69e,hssd.community.diligentoneplatform.com,collective_bargaining_agreement_or_moa_or_wage_schedule,collective_bargaining_agreement_or_moa_or_wage_schedule,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-ffb7fb3ef59d359bca68.html,html,24934,162463ff6b85df57e4552adb22925ab36aac9344e6eaf86500d861c6678c33df,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-f9dfb19e4948fa611e1b,CBSRD-20260728-83aba8dbf56903a31bfd,CBCR-20260728-02476,B4XPAR-20260727-002676,BCV-20260728-00676,broad_4x1000_deduped,readiness_lane_003,214,AR,South,Johnson,Washington County (05143; primary),"Minutes - City Council Meeting - August 10, 2021 (Resolution 2021-04: step-pay proposal for City of Johnson Police Department)",https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/4706/CJAR/4116946/Minutes-City_Council_Meeting-August_10__2021_6.00_PM.pdf,https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/4706/CJAR/4116946/Minutes-City_Council_Meeting-August_10__2021_6.00_PM.pdf,core-docs.s3.us-east-1.amazonaws.com,agenda_packet_or_minutes,meeting_minutes,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-83aba8dbf56903a31bfd.pdf,pdf,392924,4b0392bb63924e4c8369cbf9951380bc682c08e6f7350c2412ad59f30e3047c0,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-47d62e90f6eb9f997836,CBSRD-20260728-42ed9c92899ff1829f56,CBCR-20260728-02477,B4XPAR-20260727-002677,BCV-20260728-07380,broad_4x1000_deduped,readiness_lane_003,215,AR,South,Johnson,Washington County (05143; primary),"Minutes - City Council Meeting - December 12, 2023 (one-time pay increase for all full-time employees)",https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/4706/Cjar/f79cd1c3-87e6-423f-8149-2f0bae2841ae/Minutes-City_Council_Meeting-December_12__2023.pdf?disposition=inline,https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/4706/Cjar/f79cd1c3-87e6-423f-8149-2f0bae2841ae/Minutes-City_Council_Meeting-December_12__2023.pdf,files-backend.assets.thrillshare.com,budget_or_pay_plan,meeting_minutes,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-42ed9c92899ff1829f56.pdf,pdf,383195,5e2f4f21bcc2fe4a82d8ee128fe2526468c61de498ebb4b8f65ed05cabe36cc1,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-f44213bbec4c83e91773,CBSRD-20260728-ae32d5b879fa8aee12eb,CBCR-20260728-00855,B4XPAR-20260727-000921,BCV-20260728-00391,broad_4x1000_deduped,readiness_lane_003,216,AR,South,Little Flock,Benton County (05007; primary),City Council Minutes (landing page with monthly PDF links),https://cityoflittleflock.com/city-council/minutes/,https://cityoflittleflock.com/city-council/minutes,cityoflittleflock.com,agenda_packet_or_minutes,index_page,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-ae32d5b879fa8aee12eb.html,html,101797,cbd4d7645306ac4bd144669ca60b4fb06fd3350b6d12c7cd81ac8c7885506506,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-c9c24a17e43b6d8ec348,CBSRD-20260728-e976f6df9410ef935abd,CBCR-20260728-00854,B4XPAR-20260727-000920,BCV-20260728-04678,broad_4x1000_deduped,readiness_lane_003,217,AR,South,Little Flock,Benton County (05007; primary),"Little Flock Municipal Code - Title 2: Classification, Administration & Personnel (PDF)",https://cityoflittleflock.com/wp-content/uploads/2024/07/Little-Flock-2-Classification-Administration.pdf,https://cityoflittleflock.com/wp-content/uploads/2024/07/Little-Flock-2-Classification-Administration.pdf,cityoflittleflock.com,unknown_or_needs_review,context_only,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-e976f6df9410ef935abd.pdf,pdf,3415555,559533ef36091acfa5ff07b3efcbcc864ca49566dbf18d83009bc937c8f40473,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-86977c1bac07d34c3341,CBSRD-20260728-c02c70e4549348f5f85b,CBCR-20260728-02481,B4XPAR-20260727-002681,BCV-20260728-00394,broad_4x1000_deduped,readiness_lane_003,218,AR,South,Lonoke,Lonoke County (05085; primary),Lonoke - 2 Classification / Administration / Personnel (Municipal Code PDF; contains HR/classification provisions and some references to pay/compensation mechanisms),https://cityoflonoke.squarespace.com/s/Lonoke-2-Classification-Administration-Personnel.pdf,https://static1.squarespace.com/static/5ec3ec333d5e1123089fd333/t/61c22b1a44cccf68e89fa643/1640114970468/Lonoke+2+-+Classification%2C+Administration+%26+Personnel.pdf,cityoflonoke.squarespace.com,civil_service_or_hr_pay_plan,ordinance_or_policy,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-c02c70e4549348f5f85b.pdf,pdf,108026,69b816f341a0014ba6565eb3c07a2140b21e49bde463fba41624171a6890da1d,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-cbc826796fea2d8faeec,CBSRD-20260728-e3e007d36379aa4e7133,CBCR-20260728-04110,B4XPAR-20260727-004471,BCV-20260728-01324,broad_4x1000_deduped,readiness_lane_003,219,AR,South,Marion,Crittenden County (05035; primary),Documents | City of Marion Ordinance Library (includes Ordinance 170: Increase Compensation Police Judge; also other historic police-related ordinances such as Ordinance 300: Sick Leave for Police Officers),https://www.marionar.org/documents/ordinance-library/517805,https://marionar.org/documents/ordinance-library/517805,marionar.org,unknown_or_needs_review,index_page,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-e3e007d36379aa4e7133.html,html,1495635,4380f0bbf653969123376bb5d912202d71e0236b757338e8ff085994b4fc5c0f,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-8dbc5d0b2e3a79b1da40,CBSRD-20260728-c909e624e39eb52a86e1,CBCR-20260728-00861,B4XPAR-20260727-000927,BCV-20260728-05676,broad_4x1000_deduped,readiness_lane_003,220,AR,South,Mountain Home,Baxter County (05005; primary),Ordinance to Expand and Redefine the Job Classification and Compensation Plan (Table 4: Position Classifications – 2026; emergency clause),https://mhobserver.com/wp-content/uploads/2026/03/MEETING-PACKET-3.19.2026.pdf,https://mhobserver.com/wp-content/uploads/2026/03/MEETING-PACKET-3.19.2026.pdf,mhobserver.com,budget_or_pay_plan,ordinance_or_policy,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-c909e624e39eb52a86e1.pdf,pdf,3161490,f5b1f5e4f5e35d14b384063c9dfba26d3fcd8c3be25be0374765e301bac8452c,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-dfbfc72cdcbcc17aadfd,CBSRD-20260728-323ea512fcc72159a2ac,CBCR-20260728-08451,TS4L-8fd8771fbf29ab71dcc6,BCV-20260728-03582,targeted_prior_unrouted,readiness_lane_003,221,AR,South,Mountain Home,,"Municipal Code | City of Mountain Home, Arkansas — includes ordinance entries such as '2024-16 Updating_wage_scale' and other pay/compensation-adjacent sections",https://www.mountainhomear.gov/municipal-code,https://mountainhomear.gov/municipal-code,mountainhomear.gov,cba_or_compensation_study_or_classification_study_or_wage_schedule,cba_or_compensation_study_or_classification_study_or_wage_schedule,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-323ea512fcc72159a2ac.html,html,96801,c7d3e3761394268af7158db0e30cd372c05bdbc7e6f936c922fdec0ae4874d21,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-f2a3936b8d89f64bb96f,CBSRD-20260728-86d78f26dedcf6be21ed,CBCR-20260728-05725,B4XPAR-20260727-006229,BCV-20260728-06867,broad_4x1000_deduped,readiness_lane_003,222,AR,South,Pea Ridge,Benton County (05007; primary),"Title 2 - Classification, Administration & Personnel (Pea Ridge Municipal Code) (contains Personnel Policies / Employee Handbook references and some compensation provisions)",https://cityofpearidgear.gov/wp-content/uploads/2026/03/Pea_Ridge_2_2026.pdf,https://cityofpearidgear.gov/wp-content/uploads/2026/03/Pea_Ridge_2_2026.pdf,cityofpearidgear.gov,unknown_or_needs_review,index_page,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-86d78f26dedcf6be21ed.pdf,pdf,310241,c996714e224fcbbfa7ec9daf077c314ef2997e10a2aee86e0c2885cfdc7e047d,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-e17557968e69e3563c16,CBSRD-20260728-808c04fb067ffaf94c65,CBCR-20260728-06500,BSSC-20260727-00069,BCV-20260728-00461,broad_490_preserved_review_queue,readiness_lane_003,223,AR,South,Searcy,,"2022-38 Resolution_Regarding budget measures for 2023, addressing pay increases for city employees - Copy",https://www.cityofsearcy.org/s/2022-38-Resolution_Regarding-budget-measures-for-2023-addressing-pay-increases-for-city-employees-Co.pdf,https://static1.squarespace.com/static/605fcc465a2b921a692e4835/t/636e747d96d49f2bbe6988fc/1668183166599/2022-38+Resolution_Regarding+budget+measures+for+2023%2C+addressing+pay+increases+for+city+employees+-+Copy.pdf,cityofsearcy.org,budget_or_pay_plan,unknown,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-808c04fb067ffaf94c65.pdf,pdf,951371,e8654a55ed5c62ff050a21cb2b7a14374bf828604be4d0c18bf087743affaa3b,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-554b8021308037513132,CBSRD-20260728-564ea3264e062ef344b3,CBCR-20260728-06501,BSSC-20260727-00070,BCV-20260728-04748,broad_490_preserved_review_queue,readiness_lane_003,224,AR,South,Searcy,,Ordinances & Resolutions — City of Searcy (landing/index for municipal labor-related ordinances/resolutions and attachments),https://www.cityofsearcy.org/ordinances-resolutions,https://cityofsearcy.org/ordinances-resolutions,cityofsearcy.org,budget_or_pay_plan,index_page,medium,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-564ea3264e062ef344b3.html,html,400118,3abe232e837bc087b4ef2b77ed102a15d89c170538b2a3c3b1e5dfe51f59a191,.html,html,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
