qualitative_evidence_id,qualitative_source_record_id,scope_origin,source_review_id,retained_source_id,retained_content_hash,case_id,text_table_detection_id,candidate_id,state,municipality,unit_type,bargaining_unit_name,contract_or_cycle_period,cycle_start,cycle_end,source_family,mechanism_family,claim_relevance,direction_of_pressure,evidence_strength,claim_boundary,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness
legacy:qualitative:lobs_4b8b9bf18414f33de27065ac:automatic_raise_mechanism,qualitative:lobs_4b8b9bf18414f33de27065ac,legacy_valid_636_rating,sr_55bdc3d4dad1ccf66dd114e4,,69f02c0fdf66f6ba26fb20e35a84e30404e120fc7e8b829297e1b3ec62d75c30,cexrem_01153898e2ab36319d9c1a75,ttd_861db6a4e1848c04fe9d0bdc,,MN,,police,,,,,cba,automatic_raise_mechanism,direct_text_claim,gap_narrowing,moderate,"COLA reference indicates an automatic cost-of-living adjustment mechanism, but does not by itself specify how it affects safety vs non-safety pay or any wage gap.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_4bc8f4be7da6b27f94abdd20:rank_or_specialization_premium,qualitative:lobs_4bc8f4be7da6b27f94abdd20,legacy_valid_636_rating,sr_1c0fd9f2cdb1d3b8e392f969,,9536fd56c2fa5f57d0484bea1c82fd811ea9bb27c60d4ce601f3614b19c7ad03,cex_8dd8aa1fcc8a369ef4e9b14b,ttd_46b1dd3c946ef5c698032cd8,,ME,,fire,,,,,cba,rank_or_specialization_premium,documentary_mechanism_claim,gap_narrowing,weak,"Indicates role/acting assignment triggers a higher pay rate, without establishing the direction relative to safety vs non-safety differences.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_4bdb947000ca58336737dabb:non_base_compensation_signal,qualitative:lobs_4bdb947000ca58336737dabb,legacy_valid_636_rating,sr_0e69f652a0e6dd375c36e1b2,,9905b875db8406fb64f3591ee7118ed70e91c70de89cbd01565fbf428a247904,cex_233b9672c51f6fd20d28ed2e,ttd_ef1c78df2be99150023dbfc5,,WA,,police,,,,,cba,non_base_compensation_signal,documentary_mechanism_claim,non_safety_advantage,moderate,Indicates how longevity (non-base) is calculated; does not quantify wages or compare safety vs non-safety.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_4c3bc327d067d59fb7763e23:bargaining_power_signal,qualitative:lobs_4c3bc327d067d59fb7763e23,legacy_valid_636_rating,sr_73011ec445506ac1995e1272,,9647c5dba6a7cae3e842cd44fe2bcc3055e895034894275e7a3e9456a6600ed1,cex_3d261d26bd34f8dd1f7c5b3d,ttd_2dcfca881584984a9537912f,,MA,,police,,,,,cba,bargaining_power_signal,provisional_causal_candidate,non_safety_advantage,weak,provisional_signaling_labor_negotiation_context_only,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_4e5e8a0f107cf52a5e21551c:market_or_comparability_pressure,qualitative:lobs_4e5e8a0f107cf52a5e21551c,legacy_valid_636_rating,sr_c0b77b4c6090201a4b1512fd,,c568c2aa95d198ae7fe531c5e5d9d905812c7056e758b6b84a716353e0982a40,cex1000_07dbe36f564cf001de45f1a7,ttd_4f62fbce25650c7f277b31a9,,CA,,non_safety,,,,,cba,market_or_comparability_pressure,provisional_causal_candidate,gap_narrowing,weak,"Provisional: suggests comparability framing, but does not specify how pay changes or narrowing occurs.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_4ec1d8e42eace5043acc9323:implementation_or_retroactivity_advantage,qualitative:lobs_4ec1d8e42eace5043acc9323,legacy_valid_636_rating,sr_06fa7eeeaf62133e74ec828b,,fdbcef05f96ad42623e591901274cb1bb728517810f3d4c0159fbceefc4a8d09,cexrem_c6b0047ec8b544704bcec610,ttd_1469497e284405ca951fbd8a,,MI,,non_safety,,,,,cba,implementation_or_retroactivity_advantage,context_only,neutral_or_unclear,weak,"This span only provides an effective date range and does not specify retroactivity, staged increases, or favorable timing compared to another period.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_4eccb7887656c2d01ed5891a:non_base_compensation_signal,qualitative:lobs_4eccb7887656c2d01ed5891a,legacy_valid_636_rating,sr_06e4275704df1406d053a9e1,,3d9af235cdd583a2a44f14a30e0e24f9eb6f76b381ce409a52abe404c267d3ae,cex_60f545713dd3d64f8f7d2580,ttd_d8587933d6734b96f40bf138,,CT,,non_safety,,,,,cba,non_base_compensation_signal,direct_text_claim,neutral_or_unclear,moderate,Applies to the stated shift differential for the second shift; no base-wage or gap effect implied,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_4f2a90d77e431fa982eb64c2:automatic_raise_mechanism,qualitative:lobs_4f2a90d77e431fa982eb64c2,legacy_valid_636_rating,sr_7978c98969264d75c4437cc4,,83cfe2dc43bc6be485b259768024a1ce5d0d8af1602d71b4ce9f9b1b88b6b443,cex_16eaf738b05c5647bcaeb569,ttd_02a43ac3fa9dbd0d2e88aebd,,MA,,fire,,,,,cba,automatic_raise_mechanism,documentary_mechanism_claim,safety_advantage,moderate,"mid-career step increases are described, but the span does not specify amounts or eligibility details.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_4f2a90d77e431fa982eb64c2:implementation_or_retroactivity_advantage,qualitative:lobs_4f2a90d77e431fa982eb64c2,legacy_valid_636_rating,sr_7978c98969264d75c4437cc4,,83cfe2dc43bc6be485b259768024a1ce5d0d8af1602d71b4ce9f9b1b88b6b443,cex_16eaf738b05c5647bcaeb569,ttd_02a43ac3fa9dbd0d2e88aebd,,MA,,fire,,,,,cba,implementation_or_retroactivity_advantage,context_only,gap_narrowing,weak,"The span provides an effective date, but does not indicate whether timing is advantageous relative to another group or schedule.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_4f5fe627fb05d46a49439328:implementation_or_retroactivity_advantage,qualitative:lobs_4f5fe627fb05d46a49439328,legacy_valid_636_rating,sr_767d500d00d33a4b8112ae8b,,34948224d0aff51f76af400b9371909d734af821d7038fc92920c9cb181dd873,cexrem_ac35393b6bcbf9f53cf4bff1,ttd_e228a9b2bff97168f2546147,,NJ,,fire,,,,,ordinance_or_policy,implementation_or_retroactivity_advantage,provisional_causal_candidate,neutral_or_unclear,weak,Timing term for a pay change; does not establish a favorable advantage or retroactivity by itself.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_52309de89deae3b98afe70ea:implementation_or_retroactivity_advantage,qualitative:lobs_52309de89deae3b98afe70ea,legacy_valid_636_rating,sr_7c6faa980e2eb0eebd7ce774,,fc60bd99f925be594a3da3ffd1391f3405244deafdbe921d20e317706c641e4e,cex_b469b0a23a3b954deb1b702e,ttd_30c4a007a2b8c7ad8682525a,,CA,,non_safety,,,,,cba,implementation_or_retroactivity_advantage,context_only,gap_narrowing,weak,Only indicates an effective date; does not state retroactivity or staged compensation amounts.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_538ae3e666236c72b44b5f57:non_base_compensation_signal,qualitative:lobs_538ae3e666236c72b44b5f57,legacy_valid_636_rating,sr_e2af60ac672df3592e99cb77,,a67891dca39a7423037a8ff1141b7653695e2040b4d305f13ab814c9034f8eb5,cex_5d3e6a5ba223d51087562180,ttd_d40cdb550351e35f30b3059e,,ME,,non_safety,,,,,cba,non_base_compensation_signal,direct_text_claim,non_safety_advantage,moderate,"This indicates a non-base compensation/benefit mechanism (compensatory time accumulation), but does not quantify base wage effects.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_558c2627051aa4c2f6388954:implementation_or_retroactivity_advantage,qualitative:lobs_558c2627051aa4c2f6388954,legacy_valid_636_rating,sr_ee69ac8fe1ff11fbe6ecde89,,59077feb530ebc8c791c22e3fb4a69f036d9e0f739f80cac3d512b1372b6c036,cex_2dd0f7d7e8b238d0b869d868,ttd_85d73c796f99a0e46cdb6236,,OR,,fire,,,,,cba,implementation_or_retroactivity_advantage,provisional_causal_candidate,neutral_or_unclear,weak,: this evidence provides implementation timing but does not establish advantage/retroactivity relative to an alternative,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_560f40023e0fbd0498e9d4e8:non_base_compensation_signal,qualitative:lobs_560f40023e0fbd0498e9d4e8,legacy_valid_636_rating,sr_f24f2ab4ded7f5fff8683fae,,e248b6a68f37201162a2c6ab0ffaf98768fac7770cb03935387bb5d7a898f941,cex_db21a7a81ef153a937019b6a,ttd_8784328e5bcfb79777b1298f,,FL,,police,,,,,cba,non_base_compensation_signal,documentary_mechanism_claim,non_safety_advantage,weak,This only indicates leave usage/benefit terms and does not directly establish base wage effects.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_562749c5193058ade4f85093:implementation_or_retroactivity_advantage,qualitative:lobs_562749c5193058ade4f85093,legacy_valid_636_rating,sr_8723e057b232fb8363961515,,c7fff0fe9d1fb63088c2423d3a43e8ba5a6646f05fa2d37b2143d550b5f71658,cex1000_b8d147ec704bed73aa0bf13e,ttd_961517977842d50a55b4dbaf,,IL,,non_safety,,,,,cba,implementation_or_retroactivity_advantage,provisional_causal_candidate,gap_narrowing,moderate,"Provisional: timing of service dating back could affect eligibility/seniority-related compensation, but the span does not explicitly state wage impact.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_568d80573ef214e69ecb42ea:implementation_or_retroactivity_advantage,qualitative:lobs_568d80573ef214e69ecb42ea,legacy_valid_636_rating,sr_ccb3b2a3cd544915af251c9f,,e5daa0541cd92b95780832648fbf62df40120ba9e9a34238b2d3923b6552eae9,cexrem_b4b3d5dafaa96f8ac91e793b,ttd_e060322f2a73c481df0e185e,,CA,,non_safety,,,,,cba,implementation_or_retroactivity_advantage,provisional_causal_candidate,neutral_or_unclear,weak,: only indicates timing relative to an effective date; does not establish an advantage.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_5703c38b02f96d25e787bcc8:implementation_or_retroactivity_advantage,qualitative:lobs_5703c38b02f96d25e787bcc8,legacy_valid_636_rating,sr_bc2a6e02a467586a4d77b887,,aff25258e60059c06bdad01c3f07cfc6477de2b2eedd69d85c4431882b412a0a,cex_8ea7a77ddd735767fff951c8,ttd_601236266ba089d8f45a3f19,,CA,,non_safety,,,,,cba,implementation_or_retroactivity_advantage,direct_text_claim,gap_narrowing,weak,"Identifies when new MOU terms take effect; does not by itself show retroactivity, staging, or comparative advantage.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_587cd80bc41ec46adcb166c7:non_base_compensation_signal,qualitative:lobs_587cd80bc41ec46adcb166c7,legacy_valid_636_rating,sr_f24f2ab4ded7f5fff8683fae,,e248b6a68f37201162a2c6ab0ffaf98768fac7770cb03935387bb5d7a898f941,cex_db21a7a81ef153a937019b6a,ttd_8784328e5bcfb79777b1298f,,FL,,police,,,,,cba,non_base_compensation_signal,context_only,neutral_or_unclear,weak,"The span concerns illness leave and how it may be used in connection with base, but it does not state base wage levels or a clear non-base wage adjustment.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_59a0ee99e42d0caa0e4946ab:rank_or_specialization_premium,qualitative:lobs_59a0ee99e42d0caa0e4946ab,legacy_valid_636_rating,sr_50c8c8c685dde95ae530de47,,bac32a95aa1e4d6af21cc4b3437c4313f9eee82972580a129ce87ddd07adad20,cexrem_22bf7ad917ea4f62773e2c0f,ttd_f4f8cdf366640f261d142511,,FL,,police,,,,,cba,rank_or_specialization_premium,documentary_mechanism_claim,non_safety_advantage,moderate,"Indicates compensation increases upon promotion from Officer to Sergeant, without stating amounts.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_59eef1485b4bb4bb0c63a9a9:implementation_or_retroactivity_advantage,qualitative:lobs_59eef1485b4bb4bb0c63a9a9,legacy_valid_636_rating,sr_2b50aa9260bba21d78b8a93f,,f3f6c31d433f180739525183a39c1b3edba1f0ecd3f5f63d87a4df3b165524c9,cex_578cdbc3b7c824de35d07436,ttd_4b9d9630998bb66bf89f7e78,,NE,,fire,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,gap_narrowing,moderate,Timing/retroactivity for wage increases backpaid to an earlier effective date; does not quantify wage effects or gaps.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_5abb9d2b53ff570048ee43ef:automatic_raise_mechanism,qualitative:lobs_5abb9d2b53ff570048ee43ef,legacy_valid_636_rating,sr_070e460ae3b05c51f7435a6d,,89f04a702f32ca8d3bc034eb9900832606567605a3fda98c59d5f14b69620f0b,cex1000_4dcf958b0456ad7f5ae10773,ttd_a47798d877644dd9dde88004,,CA,,police,,,,,cba,automatic_raise_mechanism,documentary_mechanism_claim,neutral_or_unclear,moderate,"The span states that the combined 2022 increases represent a cost of living adjustment (COLA-like mechanism), without stating any cross-safety/non-safety effect.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_5abb9d2b53ff570048ee43ef:market_or_comparability_pressure,qualitative:lobs_5abb9d2b53ff570048ee43ef,legacy_valid_636_rating,sr_070e460ae3b05c51f7435a6d,,89f04a702f32ca8d3bc034eb9900832606567605a3fda98c59d5f14b69620f0b,cex1000_4dcf958b0456ad7f5ae10773,ttd_a47798d877644dd9dde88004,,CA,,police,,,,,cba,market_or_comparability_pressure,provisional_causal_candidate,neutral_or_unclear,weak,"The span references 'a market' in connection with the increases, but does not provide clear market-comparison or competitiveness justification.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_5b4a25b940701a155e388ea0:implementation_or_retroactivity_advantage,qualitative:lobs_5b4a25b940701a155e388ea0,legacy_valid_636_rating,sr_4e021c8c6b1df2162af10058,,c7dfe3edf7b7044c4ab2af21b66482e95afb9e7919de8c350bc2e32f8d6a80f1,cex_0d2cd0a78c0a6c5a58ec2fc0,ttd_90fb086b2af045f005704609,,LA,,police,,,,,ordinance_or_policy,implementation_or_retroactivity_advantage,documentary_mechanism_claim,gap_narrowing,weak,"The text provides only an effective date timing term, without stating any comparative advantage or compensation amount.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_5c4877714b63793d0ad1cd75:implementation_or_retroactivity_advantage,qualitative:lobs_5c4877714b63793d0ad1cd75,legacy_valid_636_rating,sr_4ed46bbf15362c12e5f7a313,,3e95d4e32e6c4380c669651571ba6689ce54032aab7a0463a58bb37185666bee,cex1000_a1055fa431d5a85268d2dba0,ttd_146e6be5e29e1a90548d2fab,,OH,,non_safety,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,weak,"This indicates timing for when pay becomes effective, but does not specify retroactivity, acceleration, or comparative advantage.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_5d359baa7cef447b3fe8d31d:non_base_compensation_signal,qualitative:lobs_5d359baa7cef447b3fe8d31d,legacy_valid_636_rating,sr_450cb778d4477fc907970b39,,2eb95760d56c40f2bebca0b7cf9dcfb4916ec2f04f4a806b8d691ba0f90751a2,cex1000_044bbcfcde2929f61b3e7392,ttd_305054b1a8ae3d94088e14da,,OH,,non_safety,,,,,cba,non_base_compensation_signal,direct_text_claim,neutral_or_unclear,moderate,"This supports that longevity payments are part of compensation (and will be added to base salary), but the span does not specify how this differs across safety vs non-safety groups or give amounts.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_5d3eb673fb3ac877e6cf9747:automatic_raise_mechanism,qualitative:lobs_5d3eb673fb3ac877e6cf9747,legacy_valid_636_rating,sr_66c930bfa1db5b5291032797,,270e0efc8d4b65ca42fb906f11f5a10b5eb8472803311e3f94e54e0455037f3e,cexrem_dfc40cce66184a471cd27a1d,ttd_04d35fdd7d9301f250bf1c0a,,MO,,police,,,,,cba,automatic_raise_mechanism,documentary_mechanism_claim,gap_narrowing,weak,Identifies a promotion-linked pay increase to the lowest step; does not state automatic COLA/CPI or quantify effects beyond the mechanism.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_5dbb6ac05b47d4f26753c4a5:implementation_or_retroactivity_advantage,qualitative:lobs_5dbb6ac05b47d4f26753c4a5,legacy_valid_636_rating,sr_99697263d5fe48f9196cc7bd,,e61797ba29e24598af88d6d738976441f4a0220fe240b68a47a4254ad4071505,cex_348278ef62681564cb00a003,ttd_21fc94d6f9a2fca77c52ee30,,MI,,fire,,,,,cba,implementation_or_retroactivity_advantage,provisional_causal_candidate,gap_narrowing,weak,Timing language indicating when a minimum pay requirement takes effect; no quantitative comparison or advantage direction beyond timing.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_5df1e13966b89aaf1db5f711:parity_or_internal_equity_signal,qualitative:lobs_5df1e13966b89aaf1db5f711,legacy_valid_636_rating,sr_7dbc51c5f8a21beb1f0f6721,,abb6e10396e3ed423a4d8ddef4c2d86957d1b51c7a43f51cf4f5643061711fc9,cex_81d23325352187eb25cf01c8,ttd_49e5daa617aaf705e84ed58b,,MS,,non_safety,,,,,wage_schedule_or_compensation_plan,parity_or_internal_equity_signal,context_only,gap_narrowing,weak,"indicates intent to treat positions as comparable, but does not specify a pay-parity/compression rule in this fragment",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_5e2b04f2073ee962d7430a5e:implementation_or_retroactivity_advantage,qualitative:lobs_5e2b04f2073ee962d7430a5e,legacy_valid_636_rating,sr_6a6bb11db47e9c4daff8aefb,,29ecc7f35cf83b6948b1e9c81e264876986b6b36587f5f79625899add92c1918,cex_c52c88c857a635c7593bba67,ttd_80eb17ba44482cf64e43f5dc,,WI,,fire,,,,,cba,implementation_or_retroactivity_advantage,context_only,neutral_or_unclear,weak,"A contract effective date is stated, but the span does not specify retroactivity, staged increases, or comparative timing advantages.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_626a31b27c1f9eaa39014daa:implementation_or_retroactivity_advantage,qualitative:lobs_626a31b27c1f9eaa39014daa,legacy_valid_636_rating,sr_e77936a08256f24d1ce59358,,4714cc08edafb13bde6e6bf17c8c946e78a719d60d16a87516da4d3f0e4a9c11,cex_059fe0eff62409749bf63f97,ttd_d393887e1f88cebcacf984fb,,CA,,non_safety,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,moderate,"Effective date/timing of compensation application after July 1, 1984 (no direction or magnitude stated).",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_6353c506c40bb09da777c839:automatic_raise_mechanism,qualitative:lobs_6353c506c40bb09da777c839,legacy_valid_636_rating,sr_f071e09d1c895d37c9cd1ec3,,8b4032e9de84d04dc45a70ca88fae2297ba18bed74712fc5f5b5057207cb33e7,cex_cba212433b28e2332af5a304,ttd_f03426b4892b87d38a790bf0,,MT,,police,,,,,cba,automatic_raise_mechanism,documentary_mechanism_claim,gap_narrowing,moderate,Describes an automatic pay mechanism tied to a step on a wage matrix and CPI changes; does not quantify wage amounts or causal effects.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_652c4a90d752471fa8b9e4f2:implementation_or_retroactivity_advantage,qualitative:lobs_652c4a90d752471fa8b9e4f2,legacy_valid_636_rating,sr_62f1f97379ffd02e6ec5b0df,,cf0035d5e895ebc82359d029cf15a46a8a48915c612c3d7bc34907a5c4cc3eb8,cexrem_c95c942ec1f4b4e60d3609e5,ttd_e79ffa9f0f0f776585b526bd,,CA,,non_safety,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,moderate,A timing/effective-date statement about when compensation begins; does not establish relative advantage or gap effects.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_678af02f833771c27c65df1d:implementation_or_retroactivity_advantage,qualitative:lobs_678af02f833771c27c65df1d,legacy_valid_636_rating,sr_fba5f85224d6a7f9693c7314,,01fa68c6202e49f8b608c93b83d90734b9da6eb97677a469461155c8414b9927,cex_30c9ebec1e14cfcf42c2d306,ttd_1b70b1ccbd7e31ecb0062231,,CT,,police,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,gap_narrowing,moderate,"Timing of pay relative to July 1, 2025 (retroactivity), without claiming final wage effects or a quantified gap change.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_6a1898b306cf1930bbe98d02:non_base_compensation_signal,qualitative:lobs_6a1898b306cf1930bbe98d02,legacy_valid_636_rating,sr_30d1ed603c3f307c84d9c81f,,f59b370422eed0bf53e4bd56dbc93eab7319c40846a30c18f2161a2a20cc7019,cex_277ddc8bf2557924b08e7422,ttd_ec8bf8bd1be3de7084b3ccfe,,OR,,non_safety,,,,,cba,non_base_compensation_signal,direct_text_claim,neutral_or_unclear,moderate,", indicates a vacation/leave allowance term (non-base compensation), not a base wage amount.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_6b32919fbdc4d1a614bcf2b7:non_base_compensation_signal,qualitative:lobs_6b32919fbdc4d1a614bcf2b7,legacy_valid_636_rating,sr_dcaf2b7c7084f945edc485d6,,1a17f89cea377ad79580e07f4fbf72b1d30e3f5cec20c5237b7f7dba3a2e0a3f,cex_d326472481b84e359c384501,ttd_53839684847e896a17e182a0,,OH,,non_safety,,,,,cba,non_base_compensation_signal,documentary_mechanism_claim,neutral_or_unclear,weak,"The span concerns leave timing/notice, which is a non-base compensation/benefit domain, but does not state pay amounts or compare safety vs non-safety.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_6e610cb3a288950a684c5f11:non_base_compensation_signal,qualitative:lobs_6e610cb3a288950a684c5f11,legacy_valid_636_rating,sr_fa278db72f3197439acf19ab,,5bedef96da6383a6fda7fe36d043ee174f910313797f8e0d622ae00ad5e832a5,cexrem_71f3b519e4cc0d4ea2716065,ttd_413bfe0f751176c0497dd67f,,CA,,police,,,,,cba,non_base_compensation_signal,documentary_mechanism_claim,non_safety_advantage,weak,"Indicates protection of salary/benefits during release time, not a base wage level or increase mechanism.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_6f5a7aa422f9ce6106b69297:implementation_or_retroactivity_advantage,qualitative:lobs_6f5a7aa422f9ce6106b69297,legacy_valid_636_rating,sr_82248856e6e7dc056052a730,,62edcfa1f6b1acf55fde76f09b1206eeb2d4b4e90e47bef69b969b8535533f01,cex_76ce5cec8b6bf25552be5669,ttd_a27a160a6bf80e656da5d057,,NV,,non_safety,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,weak,"A timing/effective-date term is stated, but no comparative advantage or compensation amount is provided in the span.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_7016b8926e21eb57843aedf1:non_base_compensation_signal,qualitative:lobs_7016b8926e21eb57843aedf1,legacy_valid_636_rating,sr_91cf92dd468b323ebd5ea0a7,,26f97ddf41086f07718442c4355ea99afcb6fdfdb6e6bb370fab5f82526cc9ef,cex_0c0babde88704f9779512216,ttd_523538ddd922654cd599ccd6,,NE,,police,,,,,cba,non_base_compensation_signal,context_only,neutral_or_unclear,weak,Non-base compensation evidence requires text about specific non-base components.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_70d7afdb938f21f4bd507149:automatic_raise_mechanism,qualitative:lobs_70d7afdb938f21f4bd507149,legacy_valid_636_rating,sr_80798af0ed0679f4f26b8b3b,,d7c61c8a05d7971585a2dd7a4e6fdcf18876c5c11c223d7b169388f6ba6f31be,cex_4a3d45e075e668576d5677c8,ttd_7abe0565ba1d2c7c037f4fbc,,WI,,fire,,,,,cba,automatic_raise_mechanism,documentary_mechanism_claim,neutral_or_unclear,weak,"The span indicates seniority-based pay for a rank, but does not explicitly state an automatic COLA/CPI/step schedule or timing for raises.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_70d7afdb938f21f4bd507149:rank_or_specialization_premium,qualitative:lobs_70d7afdb938f21f4bd507149,legacy_valid_636_rating,sr_80798af0ed0679f4f26b8b3b,,d7c61c8a05d7971585a2dd7a4e6fdcf18876c5c11c223d7b169388f6ba6f31be,cex_4a3d45e075e668576d5677c8,ttd_7abe0565ba1d2c7c037f4fbc,,WI,,fire,,,,,cba,rank_or_specialization_premium,documentary_mechanism_claim,neutral_or_unclear,weak,"The span references pay tied to a specific rank, but does not state a quantified or explicit differentiation between ranks.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_714989237b2555e28db1e58e:automatic_raise_mechanism,qualitative:lobs_714989237b2555e28db1e58e,legacy_valid_636_rating,sr_ceab0bd3abe29229293ed8fb,,336bfb0590be1fcdf36e960fe5bccddae6f9e959b899235e0efa79cc1f60e152,cex_5859194b8a7b4cad893e9bcf,ttd_87d16ca60b260cae87f64648,,OH,,police,,,,,cba,automatic_raise_mechanism,documentary_mechanism_claim,gap_narrowing,moderate,Indicates step-based progression timing after continuous service; does not itself quantify pay amounts or differences.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_72bbefdc7bd9b9b0b7fc92d9:non_base_compensation_signal,qualitative:lobs_72bbefdc7bd9b9b0b7fc92d9,legacy_valid_636_rating,sr_cc61215b5076ed4ca535eaeb,,fdb51ada70f7354d4908c09748fa31ca0269cd809bc1a494a42aa0a4d0c2f23e,cex1000_7580677482be07df791318a6,ttd_1f8eaad3a2f8401b9751d8fc,,OH,,police,,,,,cba,non_base_compensation_signal,direct_text_claim,gap_narrowing,moderate,"The span directly references overtime pay provisions (a non-base compensation element), but does not describe base pay or any safety-vs-non-safety wage gap effect.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_72f606afb1c53d4a8fb1513a:implementation_or_retroactivity_advantage,qualitative:lobs_72f606afb1c53d4a8fb1513a,legacy_valid_636_rating,sr_a72e083524458d0c5609eb25,,5d4fdd6d777f72ee528050d95999e84de4ef0dd2cf4995a0da3263e100854bf6,cex_10f89b8ade8ce1cb0b9b4b76,ttd_09fb6576f51cf2e9174afd53,,CA,,fire,,,,,cba,implementation_or_retroactivity_advantage,provisional_causal_candidate,gap_narrowing,weak,: addresses timing of pay-rate change but does not establish which group benefits or relative effect,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_755b579c77a68607dd5d9883:implementation_or_retroactivity_advantage,qualitative:lobs_755b579c77a68607dd5d9883,legacy_valid_636_rating,sr_df542961e17320c80649f361,,1e485a54f2a5c74b4dcdcdad6384742d00c4a4f429fc0f892afb8c02454a6aaf,cex1000_fb8b018b3fd1fc6f43795dd0,ttd_242b3b319015284092c60325,,OH,,non_safety,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,gap_narrowing,moderate,This supports only that wages have an effective timing relative to agreement execution; it does not establish wage magnitude or final causality.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_75a63d5308ac4abc283cb465:market_or_comparability_pressure,qualitative:lobs_75a63d5308ac4abc283cb465,legacy_valid_636_rating,sr_95d5f5cc16e8e5f218da0e09,,5650e9370e4a35d0e83ecc74a52308e17b3d816f83bd3a27b5377f07fd4f168c,cexrem_57da78a0a53d62acbf454aec,ttd_42548472695373c03373b3ef,,CO,,non_safety,,,,,ordinance_or_policy,market_or_comparability_pressure,direct_text_claim,neutral_or_unclear,moderate,Indicates pay is set/justified using market-rate usage; does not specify safety vs non-safety effects.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
