linkage_id,quantitative_evidence_id,qualitative_evidence_id,linkage_status,linkage_confidence,linkage_reason,city,state,unit_type,bargaining_unit_name,contract_or_cycle_period,source_family,quantitative_value_kind,quantitative_value_unit,quantitative_claim_readiness,raw_quantitative_value_string,qualitative_mechanism_family,qualitative_claim_relevance,qualitative_direction_of_pressure,qualitative_evidence_strength,qualitative_claim_boundary,same_source_match,same_city_match,same_unit_match,same_cycle_match,value_normalized,value_imputed,value_annualized,wage_gap_calculated,regression_used,treatment_effect_estimated,causal_claim_made,population_or_national_claim_made,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
QQL513-2fa5ab6516765ae8bbfad8,quantitative:qobs_4ca8277e1572486ab52efc23,legacy:qualitative:lobs_4b5db992df89fc51db7bae19:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Westlake,OH,police,,2022-03-01 to 2025-02-28,cba,annual_salary_value,dollars_per_year,needs_normalization_later,"salary_value=$90,742.51 | annual_salary=$90,742.51 | currency_or_unit=annual | normalized_scalar_value=90742.51",implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,weak,"This supports that pay timing/effectiveness is tied to an effective date, but it does not state retroactivity, staging, or an advantage relative to other timing.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-ff3d8853fb0e143b30db75,quantitative:qobs_4d58950a8e7886b42bbf01e1,legacy:qualitative:lobs_4d58950a8e7886b42bbf01e1:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Davis,CA,fire,,2023-07-01 to 2024-12-31,cba,percentage_raise_value,percentage,needs_normalization_later,"salary_value=$9,530 | percentage_increase=-3.92% | normalized_scalar_value=9530",implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,weak,"captures timing/implementation trigger language, but does not establish advantage relative to an alternative timing",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-39e24d1abaed51c8991bec,quantitative:qobs_4d58950a8e7886b42bbf01e1,legacy:qualitative:lobs_7d2d1296300d466b673b240b:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Davis,CA,fire,,2023-07-01 to 2024-12-31,cba,percentage_raise_value,percentage,needs_normalization_later,"salary_value=$9,530 | percentage_increase=-3.92% | normalized_scalar_value=9530",implementation_or_retroactivity_advantage,provisional_causal_candidate,neutral_or_unclear,weak,"Timing/implementation language is present, but no explicit wage advantage or retroactivity comparative effect is stated.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-4287a12407ca9b240106d5,quantitative:qobs_500ca5186b0a0e8e29ba23b0,legacy:qualitative:lobs_fc64f85f1a8bed992c69dbc1:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Bellevue,OH,police,,2024-11-01 to 2027-10-31,cba,percentage_raise_value,percentage,needs_normalization_later,rate_value=$35.00 | hourly_rate=$35.00 | step=At 1 Year (11/01/25 – 3%) | percentage_increase=3% | effective_date=11/01/25 | currency_or_unit=per hour | normalized_scalar_value=35.00,automatic_raise_mechanism,documentary_mechanism_claim,gap_narrowing,weak,"Shows timing between steps, which may indicate automatic step progression; does not state pay amounts or relative safety/non-safety effects.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-0f397a04d62e7656d1a108,quantitative:qobs_50ba0796ea29331c3deed52c,legacy:qualitative:lobs_ee8c1f31fea03bcd9cf3cee1:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Marietta,OH,police,,2021-01-01 to 2023-12-31,cba,percentage_raise_value,percentage,needs_normalization_later,rate_value=$13.93 | hourly_rate=$13.93 | step=Start | percentage_increase=2% | effective_date=1/1/2022 | currency_or_unit=hourly | normalized_scalar_value=13.93 | normalized_effective_date=2022-01-01,automatic_raise_mechanism,direct_text_claim,neutral_or_unclear,moderate,Provides a general mechanism for advancing employees to the next pay step after one year; does not specify wage level comparisons across groups.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-e4754d07cffc3a33e3f8b4,quantitative:qobs_513bbb784ae4a5b62b206a04,legacy:qualitative:lobs_00dcd4d701faa49826d0585f:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Santa Rosa,CA,fire,,2021-07-01 to 2024-06-30,cba,step_rank_grade_value,dollars_per_period,direct_text_quantitative_claim_ready,"salary_value=8,644 | step=Step 4 | effective_date=September 26, 2021 | currency_or_unit=monthly | normalized_scalar_value=8644",implementation_or_retroactivity_advantage,provisional_causal_candidate,gap_narrowing,weak,Supports only that the pay increase/treatment is timed to an effective date; does not specify magnitude or whether the timing benefits safety vs non-safety.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-17428400e8a2095441e1d9,quantitative:qobs_513bbb784ae4a5b62b206a04,legacy:qualitative:lobs_2c61d48fabd207ac0fde9ebd:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Santa Rosa,CA,fire,,2021-07-01 to 2024-06-30,cba,step_rank_grade_value,dollars_per_period,direct_text_quantitative_claim_ready,"salary_value=8,644 | step=Step 4 | effective_date=September 26, 2021 | currency_or_unit=monthly | normalized_scalar_value=8644",implementation_or_retroactivity_advantage,direct_text_claim,neutral_or_unclear,weak,Addresses timing/implementation wording only; no comparative advantage or wage effect stated.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-6f4116f45498f150c4317b,quantitative:qobs_51753ef59e0d255ff5949fcc,legacy:qualitative:lobs_51753ef59e0d255ff5949fcc:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Normal,IL,fire,,2020-04-01 to 2024-03-31,cba,percentage_raise_value,percentage,needs_normalization_later,"salary_value=73,253 | annual_salary=73,253 | percentage_increase=2.265% | effective_date=April 1, 2020 | normalized_scalar_value=73253",automatic_raise_mechanism,direct_text_claim,gap_narrowing,strong,A longevity step adjustment is specified as being granted under a salary schedule in Appendix B.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-08803c6fa405ed04c171d8,quantitative:qobs_51d5b08940fb49b9b653b73f,legacy:qualitative:lobs_51d5b08940fb49b9b653b73f:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Middletown,OH,police,,2018-11-01 to 2021-10-31,cba,percentage_raise_value,percentage,needs_normalization_later,"rate_value=32.2355 | hourly_rate=32.2355 | step=L | percentage_increase=3% | effective_date=January 1, 2020 | currency_or_unit=per hour | normalized_scalar_value=32.2355",implementation_or_retroactivity_advantage,context_only,neutral_or_unclear,weak,documentary: the provision is labeled as effective 11/26/00 for members assigned as Field Training Officers,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-66c390d3e8300820aac385,quantitative:qobs_5335c1425263cf119cb6b4ed,legacy:qualitative:lobs_51d5b08940fb49b9b653b73f:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Middletown,OH,police,,2018-11-01 to 2021-10-31,cba,percentage_raise_value,percentage,needs_normalization_later,"salary_value=69,061.20 | annual_salary=69,061.20 | step=L | percentage_increase=3% | effective_date=July 1, 2020 | currency_or_unit=annual | normalized_scalar_value=69061.20",implementation_or_retroactivity_advantage,context_only,neutral_or_unclear,weak,documentary: the provision is labeled as effective 11/26/00 for members assigned as Field Training Officers,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-d17479ee9d19232c3e0d2e,quantitative:qobs_555594ca210035c9fab0d150,legacy:qualitative:lobs_4b5db992df89fc51db7bae19:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Westlake,OH,police,,2022-03-01 to 2025-02-28,cba,annual_salary_value,dollars_per_year,needs_normalization_later,"salary_value=$99,312.23 | annual_salary=$99,312.23 | currency_or_unit=annual | normalized_scalar_value=99312.23",implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,weak,"This supports that pay timing/effectiveness is tied to an effective date, but it does not state retroactivity, staging, or an advantage relative to other timing.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-9ac43d8a7b278d174a82a0,quantitative:qobs_588d740e8273685f6286c62a,legacy:qualitative:lobs_588d740e8273685f6286c62a:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Clearlake,CA,police,,2021-07-01 to 2022-06-30,cba,percentage_raise_value,percentage,needs_normalization_later,"rate_value=3.0% | percentage_increase=3.0% | effective_date=July 1, 2021 | currency_or_unit=percent | normalized_scalar_value=3.0",implementation_or_retroactivity_advantage,context_only,neutral_or_unclear,weak,"This indicates a timing/eligibility condition for a subsequent merit increase, but does not state retroactivity, effective-date advantage, or comparative timing.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-05d9ae2aa1a88bc6c367a2,quantitative:qobs_59342470b69745f2a0d2239b,legacy:qualitative:lobs_cf92a3dc861c1c2875f3d418:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,York,PA,fire,,2018-01-01 to 2022-12-31,cba,percentage_raise_value,percentage,needs_normalization_later,"salary_value=$55,832.52 | annual_salary=$55,832.52 | step=0 Year 1 | percentage_increase=(2.8%) | effective_date=January 01, 2018 | currency_or_unit=annual | normalized_scalar_value=55832.52",implementation_or_retroactivity_advantage,direct_text_claim,neutral_or_unclear,weak,This span states an effective date for employee salaries but does not provide an amount or explicit advantage.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-717ec1325d458075bcf509,quantitative:qobs_596b6f0cd5b0a25f66284f9b,legacy:qualitative:lobs_77bd16fc54403f2c8659eb6b:market_or_comparability_pressure,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Wadsworth,OH,non_safety,,2022-06-01 to 2025-05-31,cba,percentage_raise_value,percentage,needs_normalization_later,rate_value=3% | percentage_increase=3% | effective_date=6/1/2024 | normalized_scalar_value=3 | normalized_effective_date=2024-06-01,market_or_comparability_pressure,documentary_mechanism_claim,gap_narrowing,weak,"The span indicates reliance on market conditions and salary surveys as a possible comparative basis for setting pay, without establishing any quantitative competitiveness or wage-gap effect.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-b6bbbf3675475dc5c19b2e,quantitative:qobs_59b323dfd80ab585addca82b,legacy:qualitative:lobs_4bb5a1594319d7ea34946c34:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Geneva,NY,fire,,2025-01-01 to 2027-12-31,cba,annual_salary_value,dollars_per_year,needs_normalization_later,"salary_value=62,405 (2026) | annual_salary=62,405 | step=1 | normalized_scalar_value=62405",automatic_raise_mechanism,documentary_mechanism_claim,gap_narrowing,moderate,This indicates a step progression date; it does not provide any wage amounts or an explicit safety-vs-non-safety comparison.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-ca2da3d5df4bd480ad9dc9,quantitative:qobs_59b323dfd80ab585addca82b,legacy:qualitative:lobs_c197731be206ec83e64ea7e2:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Geneva,NY,fire,,2025-01-01 to 2027-12-31,cba,annual_salary_value,dollars_per_year,needs_normalization_later,"salary_value=62,405 (2026) | annual_salary=62,405 | step=1 | normalized_scalar_value=62405",automatic_raise_mechanism,documentary_mechanism_claim,gap_narrowing,weak,"Indicates a step progression on anniversary, but does not state any specific pay difference or formula beyond the step move.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-b8ce54a4368c5ba50c1614,quantitative:qobs_59ee594079f1c30e06e8a54a,legacy:qualitative:lobs_59ee594079f1c30e06e8a54a:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Portland,ME,police,,2025-01-01 to 2027-12-31,cba,percentage_raise_value,percentage,direct_text_quantitative_claim_ready,"percentage_increase=5% | effective_date=Effective July 5, 2026 | normalized_scalar_value=5",automatic_raise_mechanism,direct_text_claim,gap_narrowing,strong,Longevity step increases are stated as eligibility for an anniversary-based automatic mechanism; no comparative gap or final wage effect is implied.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-4966f45f877cd49e812e64,quantitative:qobs_5aefbd3b095c3e502e32db57,legacy:qualitative:lobs_69493378b3464d410eab1c73:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Lino Lakes,MN,police,,2025-01-01 to 2026-12-31,cba,hourly_rate_value,dollars_per_hour,needs_normalization_later,rate_value=$44.57 | hourly_rate=$44.57 | step=Step 3 | grade=180P | effective_date=1/1/2025 | currency_or_unit=hourly | normalized_scalar_value=44.57 | normalized_effective_date=2025-01-01,implementation_or_retroactivity_advantage,context_only,neutral_or_unclear,weak,"Identifies an effective date/time context but does not specify retroactivity, staged increases, or comparative implementation details.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-e678d2e8af115da1c4fcfb,quantitative:qobs_5b512005c98e27f2fa4d5baf,legacy:qualitative:lobs_dba201c4793b0f479fe7c91d:rank_or_specialization_premium,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Lima,OH,non_safety,,2020-01-01 to 2022-12-31,cba,percentage_raise_value,percentage,direct_text_quantitative_claim_ready,"percentage_increase=2.70% | effective_date=January 1, 2021 | currency_or_unit=% general increase | normalized_scalar_value=2.70",rank_or_specialization_premium,documentary_mechanism_claim,non_safety_advantage,weak,"Signals pay may differ by class/rank, but provides no comparative safety vs non-safety mechanism.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-fc8369cdd7fe6d6231bbaf,quantitative:qobs_5bc1e514d8c3d8bd849f61b8,legacy:qualitative:lobs_5b8b4e56e7f4ff32075078cf:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Oroville,CA,non_safety,,2020-01-07 to 2023-01-06,cba,percentage_raise_value,percentage,direct_text_quantitative_claim_ready,"percentage_increase=3% | effective_date=July 1, 2020 | currency_or_unit=percentage | normalized_scalar_value=3",implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,weak,"Timing/implementation of tiered salary schedules (no stated raise amount, retroactivity benefit, or comparative timing advantage).",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-b13a317ab37e297627a38a,quantitative:qobs_5ca9514eecaf9520b40c67e1,legacy:qualitative:lobs_5ca9514eecaf9520b40c67e1:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Fallon,NV,police,,2021-07-01 to 2024-06-30,cba,percentage_raise_value,percentage,direct_text_quantitative_claim_ready,"percentage_increase=2.5% | effective_date=July 1, 2022 | currency_or_unit=salary increase | normalized_scalar_value=2.5",automatic_raise_mechanism,documentary_mechanism_claim,gap_narrowing,moderate,"Indicates timing for step increases but does not specify amounts, automaticity beyond step structure, or affected wage categories.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-0c0cacaf34d095d7eaab94,quantitative:qobs_5d98695e2420e90abdbb8287,legacy:qualitative:lobs_c2c6f9014bd9b65d62830336:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Fontana,CA,police,,2024-07-01 to 2027-06-30,cba,percentage_raise_value,percentage,direct_text_quantitative_claim_ready,"percentage_increase=3.3% | effective_date=Effective July 12, 2025 | normalized_scalar_value=3.3",automatic_raise_mechanism,documentary_mechanism_claim,gap_narrowing,moderate,"This indicates step-based merit increase amounts across steps A to E, not an overall wage gap or final causal effect.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-492475fc2129581b86e612,quantitative:qobs_5e2e20d674ef52cf7e60f735,legacy:qualitative:lobs_5e2e20d674ef52cf7e60f735:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,St. Cloud,MN,police,,2025-01-01 to 2027-12-31,cba,percentage_raise_value,percentage,needs_normalization_later,"rate_value=3% | percentage_increase=3% | effective_date=January 1, 2025 | normalized_scalar_value=3",automatic_raise_mechanism,documentary_mechanism_claim,neutral_or_unclear,moderate,"Describes a scheduled anniversary-date salary increase for eligible employees, without specifying amounts or safety-vs-non-safety effects.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-f2593146e48c073d9a8e88,quantitative:qobs_5e2e20d674ef52cf7e60f735,legacy:qualitative:lobs_ad64208c31137b848657b41e:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,St. Cloud,MN,police,,2025-01-01 to 2027-12-31,cba,percentage_raise_value,percentage,needs_normalization_later,"rate_value=3% | percentage_increase=3% | effective_date=January 1, 2025 | normalized_scalar_value=3",automatic_raise_mechanism,documentary_mechanism_claim,gap_narrowing,weak,Only indicates that anniversary date salary increases apply automatically to eligible employees; it does not state amounts or compare safety vs non-safety pay.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-915d2f5a326a8a810255e2,quantitative:qobs_5e2e20d674ef52cf7e60f735,legacy:qualitative:lobs_c6126ee2e3aa3e731e412317:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,St. Cloud,MN,police,,2025-01-01 to 2027-12-31,cba,percentage_raise_value,percentage,needs_normalization_later,"rate_value=3% | percentage_increase=3% | effective_date=January 1, 2025 | normalized_scalar_value=3",automatic_raise_mechanism,documentary_mechanism_claim,neutral_or_unclear,moderate,Only indicates timing/automatic effect on a pay anniversary date; does not specify COLA/CPI/steps or quantify any compensation change.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-7b10298d3c0fce407a93b4,quantitative:qobs_5e9cb9af70bed6e2ebbf4639,legacy:qualitative:lobs_c27c4aa48c8de397d580ec3e:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Alhambra,CA,non_safety,,2022-06-23 to 2028-06-30,cba,percentage_raise_value,percentage,direct_text_quantitative_claim_ready,"percentage_increase=2% | effective_date=July 20, 2023 | currency_or_unit=additional base salary increase | normalized_scalar_value=2",implementation_or_retroactivity_advantage,provisional_causal_candidate,gap_narrowing,weak,"timing term is present, but no comparative advantage or retroactivity effect relative to another group is stated",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-6f4e91acfbadfdcbeaf63e,quantitative:qobs_60e861c8491a12331fbea1bf,legacy:qualitative:lobs_60e861c8491a12331fbea1bf:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Delray Beach,FL,non_safety,,2024-10-01 to 2027-09-30,cba,percentage_raise_value,percentage,needs_normalization_later,rate_value=10% | percentage_increase=10% | normalized_scalar_value=10,implementation_or_retroactivity_advantage,direct_text_claim,neutral_or_unclear,moderate,Only the timing/effective-date concept is present; no comparative advantage is established.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-623118240436ad35859f64,quantitative:qobs_6249ef3cdf7b905d51728288,legacy:qualitative:lobs_6249ef3cdf7b905d51728288:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Hallandale Beach,FL,police,,2023-10-01 to 2026-09-30,cba,percentage_raise_value,percentage,direct_text_quantitative_claim_ready,"percentage_increase=3.0% | effective_date=October 1, 2023 | normalized_scalar_value=3.0",implementation_or_retroactivity_advantage,provisional_causal_candidate,neutral_or_unclear,weak,only establishes an effective-date/timing concept; does not specify retroactivity direction or comparative advantage,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-5b719e413360d3b02078de,quantitative:qobs_6249ef3cdf7b905d51728288,legacy:qualitative:lobs_eef8184f99a83ea8906c8088:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Hallandale Beach,FL,police,,2023-10-01 to 2026-09-30,cba,percentage_raise_value,percentage,direct_text_quantitative_claim_ready,"percentage_increase=3.0% | effective_date=October 1, 2023 | normalized_scalar_value=3.0",automatic_raise_mechanism,documentary_mechanism_claim,gap_narrowing,moderate,"Step increases tied to an anniversary date for members hired after 3/7/06 are mentioned, indicating an automatic schedule-based mechanism, without any stated wage gap outcome.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-beea77ff9b145ea59cd4bd,quantitative:qobs_66779b897ec1a3b76d3e140e,legacy:qualitative:lobs_a746d0ac44fa19a7fd410fca:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Elgin,IL,fire,,2007-01-01 to 2010-12-31,cba,step_rank_grade_value,dollars_per_period,needs_normalization_later,"salary_value=4249 | step=Position I | effective_date=Effective January 1, 2007 | currency_or_unit=monthly salary range token | normalized_scalar_value=4249",automatic_raise_mechanism,documentary_mechanism_claim,neutral_or_unclear,moderate,This supports only that step advancement eligibility exists after six months employment; it does not quantify wage effects or amounts.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-a787c8d16c87399205edb1,quantitative:qobs_68d63bfb1448f99b1b004223,legacy:qualitative:lobs_51d5b08940fb49b9b653b73f:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Middletown,OH,police,,2018-11-01 to 2021-10-31,cba,percentage_raise_value,percentage,needs_normalization_later,"rate_value=25.6230 | hourly_rate=25.6230 | step=A | percentage_increase=3% | effective_date=January 1, 2020 | currency_or_unit=per hour | normalized_scalar_value=25.6230",implementation_or_retroactivity_advantage,context_only,neutral_or_unclear,weak,documentary: the provision is labeled as effective 11/26/00 for members assigned as Field Training Officers,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-4f7867ac5e1724b670dc53,quantitative:qobs_69493378b3464d410eab1c73,legacy:qualitative:lobs_69493378b3464d410eab1c73:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Lino Lakes,MN,police,,2025-01-01 to 2026-12-31,cba,hourly_rate_value,dollars_per_hour,needs_normalization_later,rate_value=$42.22 | hourly_rate=$42.22 | step=Step 1 | grade=180P | effective_date=1/1/2025 | currency_or_unit=hourly | normalized_scalar_value=42.22 | normalized_effective_date=2025-01-01,implementation_or_retroactivity_advantage,context_only,neutral_or_unclear,weak,"Identifies an effective date/time context but does not specify retroactivity, staged increases, or comparative implementation details.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-540eefbfa492389962035d,quantitative:qobs_696fec269326e7bd405b6a47,legacy:qualitative:lobs_696fec269326e7bd405b6a47:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Elgin,IL,police,,2012-01-01 to 2013-12-31,cba,annual_salary_value,dollars_per_year,needs_normalization_later,"annual_salary=$64,138 | effective_date=Effective January 1, 2012 | currency_or_unit=dollars (base annual salary range) | normalized_scalar_value=64138",automatic_raise_mechanism,documentary_mechanism_claim,gap_narrowing,moderate,Indicates scheduled further steps in a salary range at 12-month intervals; does not by itself establish wage gap effects.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
