relative_path,file_size_bytes,file_size_human,sha256_if_available,hash_status,retention_decision,cleanup_level
tmp/broad_candidate_verification_4x3000_resume_lane_004_relay_2026-07-28_bf9fef4.zip,65262,63.73 KiB,dcf4085ab6ae41016b94faf3b8ab42dcda4ad873b4dbb86f04260f5ebd6c238d,computed,replace_with_compact_summary,1_or_2
tmp/pi_progress_dashboard_report_relay_2026-07-22_b9d698f.zip,532617,520.13 KiB,8d2649821998a9b08f6f954aea5a97727b95bf72f535e664b886d2409e1636e9,computed,replace_with_compact_summary,1_or_2
tmp/post_pi_wave1_coordinator_150row_serial_live_relay_2026-07-23_bd5e259.zip,664216,648.65 KiB,e79dcb7e1279eecef64e7ad43b532ad6319985957c1623f441ae911d33dd0fae,computed,replace_with_compact_summary,1_or_2
tmp/coordinator_150row_serial_live_relay_2026-07-21_f6f4376.zip,1866938,1.78 MiB,b1ebbf25204fc26b463278b80b061e0195e4af06ec83968db8e9aa9fc0701531,computed,replace_with_compact_summary,1_or_2
tmp/tier1_worker_batch_prep_2026-07-22_relay_364fd9d.zip,526372,514.04 KiB,7bc5a038738a3951ab63a4d9b9d38c92aae33ccd8a0c85e28e7d0160aa4032de,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x2500_span_rating_dashboard_cleanup_relay_2026-07-30_1ceec2543b3989bc3f601539516dea4aae97e040.zip,8392306,8.00 MiB,0cde411139d1449d4f5e261c5820c39dd4ee56e6f0283daed242d142e3399c24,computed,replace_with_compact_summary,1_or_2
tmp/tier_c_readiness_dashboard_map_update_relay_2026-07-27_c2cf270.zip,21457,20.95 KiB,26a109c25c1755445017306a69718fc585db928a7245fefc144eac8a102a1c16,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_remaining_municipalities_gabriel_rating_relay_manifest_2026-08-02_f0171825.json,5766,5.63 KiB,e6d5bc98614e99a9d8f08990e0b07bb733758d1e11e10856425ec721a098a858,computed,replace_with_compact_summary,1_or_2
tmp/aggressive_3x300_attempt3_live_collection_relay_2026-07-23_27d3cd2.zip,3450999,3.29 MiB,39960c970fc2d169765164f34c6e84025952929c65fe5206b95f4ca10efebe9f,computed,replace_with_compact_summary,1_or_2
tmp/compensation_evidence_final_provisional_merge_relay_2026-07-25_02a239d8b8529a27258b127d4fd49f304b0da989.zip,683990,667.96 KiB,6ac8a6864f48c961661be4d7e481d6edf49ed9237a78733ed6a1cb351424d456,computed,replace_with_compact_summary,1_or_2
tmp/targeted_scouting_four_lane_prep_dry_run_relay_2026-07-25_b338003.zip,28335,27.67 KiB,500e1062f631991d0b978d9a10d27faccc54c8c3e5a712a6318d8e5c7fcabda6,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_whole_corpus_external_data_targeted_hosted_search_scout_relay_2026-08-04_cca0c8414009090ae58d773ef3ec89281e3b1e48.zip,15161,14.81 KiB,2dce9d2ff54f41bd2c6c0652253c74126741d1973574fb178adad15ee0454c40,computed,replace_with_compact_summary,1_or_2
tmp/targeted_scouting_four_lane_fixed_stagger_live_relay_2026-07-25_d3a2a094b834986037ba051c87a417e0a9712022.zip,24062,23.50 KiB,82e899c6aaf3cf6a720749edda462269c85fc10ee5be67319e9c48fb226611a1,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x2500_scout_infrastructure_prep_relay_2026-07-29_2658de3.zip,22479,21.95 KiB,9e61e6df0e079ebc946687e25bb0c19929b4700137e10e0a91796d673c07c57f,computed,replace_with_compact_summary,1_or_2
tmp/mechanism_linkage_claim_review_268_relay_2026-07-26_b796a76.zip,23798,23.24 KiB,5189554ce64c939ceb9aa30dd24e882e21daf45eb589515264a79a7ac55fa68d,computed,replace_with_compact_summary,1_or_2
tmp/national_scout_queue_coverage_2026-07-20_relay_3b63075.zip,3357349,3.20 MiB,4e3ad3a156bd8ca32c49a03c2596fc905b4c4760a66668700074ed296ee13ce2,computed,replace_with_compact_summary,1_or_2
tmp/source_review_connection_diagnosis_relay_2026-07-24_1544750.zip,12033175,11.48 MiB,735230ec6d4d409a546bbcfadcc48b2dfb3ee63d03039e4a230a8a2157d2cdb4,computed,replace_with_compact_summary,1_or_2
tmp/national_batch01_nj_filter_contract_dry_run_2026-07-20_relay_5283fef.zip,417889,408.09 KiB,9290ab2244f517caf303a7a3787ddd38843f23e1d6dc1adf3c4e5afe9e51143b,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_whole_corpus_available_external_data_readiness_relay_2026-08-05_586823c31ce4f14db0cdf7374754185ebcc89d91.zip,27579,26.93 KiB,9de5ae7fca2842e5b5b1265905ea830f5826c3acde018b9c4209af334e332a60,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_whole_corpus_aggressive_bounded_reanalysis_relay_2026-08-06_153ff5c2.zip,71092,69.43 KiB,b425e1e24fb13a7fdd7990f70baddc8dbcfe0bae24edaebbc151e7e2405b000f,computed,replace_with_compact_summary,1_or_2
tmp/compensation_extraction_500_targeted_qa_relay_2026-07-25_513f6b8.zip,1358339,1.30 MiB,b260f6997cbce609415911df668d6050056244b54dea2e6dd24d8dbd2b4c10ef,computed,replace_with_compact_summary,1_or_2
tmp/national_batch01_tx_rowaware_scout_dry_run_2026-07-16_relay_31189a5.zip,366068,357.49 KiB,63a8505ba82e596c0491de5fec5f7a490c992c7f70b64cef2787302fde94a922,computed,replace_with_compact_summary,1_or_2
tmp/compensation_evidence_extraction_1000_relay_2026-07-25_505306c.zip,1124433,1.07 MiB,a811531358cccd056dd0721208e890fed2b2331db5c48368c9e137d16c67a9bd,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_remaining_municipalities_side_relevance_reconciliation_relay_2026-08-03_f0989c162ca701100a08496e648ffb8604a312b3.zip,42419,41.42 KiB,91bc890a71158ecfe483efee9a68521d9a81e26fbc321126b6839849fd282fd9,computed,replace_with_compact_summary,1_or_2
tmp/source_review_batch3_3x500_serial_merge_relay_2026-07-24_985d581.zip,2262644,2.16 MiB,40d4b4566fcfb3c5e2af6c4df8702246ac9f1a9b461a822a16cedc7999881a68,computed,replace_with_compact_summary,1_or_2
tmp/agent_relay_bundle_2026-07-14_205538.zip,351529,343.29 KiB,ad83997b10431bde662c9e8f48f4108252181d1933db5597af0f18ce1037f216,computed,replace_with_compact_summary,1_or_2
tmp/source_review_pilot1_live_collection_relay_2026-07-24_d97f5e4.zip,883221,862.52 KiB,b8a442fd538717c359f265206772f698e17c6f8134f09ebd1125ffc2e98f0d19,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_remaining_municipalities_5lane_live_scout_retry_relay_2026-08-01_7a895b6788344a1b4f76dae3e18eed5f4100d75e.zip,22731242,21.68 MiB,57ba4f806cf4a26dc92625375226ba1d2e0cab08f4464e11a7778fa5eb5dc703,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_whole_corpus_integration_claim_adjudication_relay_2026-08-06_abe0a0c6.zip,28127,27.47 KiB,ce83dfb498bdcd8dabbd7ad275e02d2a23cf45c8539676efe0670aea4ad9f71e,computed,replace_with_compact_summary,1_or_2
tmp/compensation_evidence_bounded_pdf_text_span_capture_system_hardening_relay_2026-07-25_f891aea59d129ec533ee781088cf844bbe37811e.zip,762643,744.77 KiB,c31dff40eff20ba5719ab9ff9b3c9e857aa9cb9e76eecbd32d7a976893e22726,computed,replace_with_compact_summary,1_or_2
tmp/combined_broad_pdf_text_layer_readiness_4961_relay_2026-07-28_d17549fe065c243d753167e5df4c7edba4e89209.zip,75831,74.05 KiB,bee530df7238957297eb3face58b983115cfff0bdb9b4d00a09b5331dc11e021,computed,replace_with_compact_summary,1_or_2
tmp/source_review_pilot_framework_relay_2026-07-24_b94aad9.zip,739019,721.70 KiB,48a8e73e8fdaa74e2766bae26b270c06bd401d437e10d2014e23b2fbfab87bcb,computed,replace_with_compact_summary,1_or_2
tmp/national_batch01_nj_preflight_stop_2026-07-20_relay_93d9ef2.zip,390595,381.44 KiB,e7619da3778ac0232092bcfb7d1e39ab7dcb05ecd44782a1f8a98db66994a9f8,computed,replace_with_compact_summary,1_or_2
tmp/bounded_live_verification_relay_2026-07-23_ee7041a.zip,1278219,1.22 MiB,6c00727e69c19acfee1228cb6a57eff8bfcbb280d5d789aa7a5e5329ab5e0e0a,computed,replace_with_compact_summary,1_or_2
tmp/compensation_evidence_gabriel_claim_rating_summary_review_636_relay_2026-07-25_6751002.zip,30482,29.77 KiB,3c78a826545631a209ddd8dd80362e1213cc8c7e67b85f4b29f13cf071ce9753,computed,replace_with_compact_summary,1_or_2
tmp/compensation_extraction_1000_targeted_qa_relay_2026-07-25_0fc3ae5.zip,750036,732.46 KiB,56219121423d5340c6dde8b774ee84c71239764ccb78c243c693e4b24b7b7edf,computed,replace_with_compact_summary,1_or_2
tmp/tier1_worker_1_prep_relay_2026-07-22_d0b24ca.zip,31976,31.23 KiB,56a4e6d351d32cd929ad1ad48cb11a7cea363ee8bcb2dc87d350ca9704b6ba55,computed,replace_with_compact_summary,1_or_2
tmp/worker_1_ca50_prep_relay_20260721_worker1_ca50_attempt1.zip,31498,30.76 KiB,6133669f8c2c599047fb4ccb181ea577eb736576e470aacfa1517237efcdd86b,computed,replace_with_compact_summary,1_or_2
tmp/compensation_evidence_final_qa_categorization_gabriel_readiness_relay_2026-07-25_5b1e883.zip,20456,19.98 KiB,5c81d61e7aaf08ffdf4fb6e69ab8f8767336d7961511fc7b374a125d7a35e6b7,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_whole_corpus_external_data_deterministic_field_span_relay_2026-08-05_f5275f8b.zip,11762,11.49 KiB,cdf32f55bbbda83e9d5dfd0bbe3d98bdf3bd7ed5583569e500d40b8568445178,computed,replace_with_compact_summary,1_or_2
tmp/three_worker_50row_runner_fix_2026-07-21_relay_264ebd5.zip,585467,571.75 KiB,df3e21915c92c73d64fbcf88540947a841c1a3ed38c405f71e7ff2a2976b8bdb,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x2500_pi_report_comparison_mechanism_repair_relay_status_2026-07-30.json,4941,4.83 KiB,468e6dfe16f831361474edc1ce046fece21714f82fcd3b5292759d1b73affdd9,computed,replace_with_compact_summary,1_or_2
tmp/tier1_coordinator_150row_serial_live_relay_2026-07-22_c6b3664.zip,582459,568.81 KiB,2e906048cc57e50988238a5b8032910ad65a7b5e2d7b5437279bbad16f4b7efd,computed,replace_with_compact_summary,1_or_2
tmp/compensation_evidence_qualitative_evidence_contract_followup_relay_2026-07-25_593d5e8.zip,715183,698.42 KiB,969f88dd383aa915fdd1aa0f7f5b00372a53355e9562cf53ea6e5cdf0c469dd2,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_whole_corpus_external_data_exhaustive_pipeline_relay_2026-08-05_e2ccee6dd7b4ba5d6b1e79c58df6be7625f811b2.zip,16328,15.95 KiB,9b6855a7721dd9767b8affc269f02bb6e5c3417f561bd457a3936538af32b327,computed,replace_with_compact_summary,1_or_2
tmp/next_wave_municipality_scout_manifest_2026-07-16_relay_76ff94a.zip,345545,337.45 KiB,4b5993c35599512bd69fbf763de72c4df6a80fcb8019759f0c393cf1e53dbb78,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_whole_corpus_available_external_data_source_review_download_relay_2026-08-05_dd69c9e50cb4a2b875bdb7fb1ad6843d9707b115.zip,145501,142.09 KiB,f3fb5bc80153cf1b0b40c0cf9f2bb13fe31c1094e5008f926918c1356bb18040,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x2500_span_extraction_relay_2026-07-30_73c10bd.zip,2644158,2.52 MiB,f8ae6c52abf6d4f627bb55a314aceb25f30191517de5cd150bbad3c60ac29390,computed,replace_with_compact_summary,1_or_2
tmp/national_municipality_priority_tiering_2026-07-22_relay_bbb4dfa.zip,2701056,2.58 MiB,3446b898391df9450c4884c2857c3b638232bc4a0074f370b6371da2863f929d,computed,replace_with_compact_summary,1_or_2
tmp/national_batch01_tx_filter_contract_2026-07-16_relay_f24771f.zip,379373,370.48 KiB,09c3ae3fb52c5f48013faf5cb63d7e0011ca3838e696cf166733eb89338e44eb,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x2500_source_review_download_relay_2026-07-30_26d44f268dc4197138f50f83ab95036ddd9156c5.zip,6423509,6.13 MiB,f72c965efd6abc8e51ff41c362ae43f03d30032ef41be98308040b16ea3b1269,computed,replace_with_compact_summary,1_or_2
tmp/compensation_extraction_readable_parse_text_1826_independent_bounded_review_relay_2026-07-25_30fc55db984e7a4de8837e6534b327a87a42403c.zip,758167,740.40 KiB,ebafecccd7f637e80e6a80e9d267bc20fda29b7993c2cea82d9ac77c3234f19e,computed,replace_with_compact_summary,1_or_2
tmp/compensation_evidence_bounded_qualitative_span_disambiguation_followup_relay_2026-07-25_e08035d.zip,711137,694.47 KiB,9691a8a44d5fde63d88a2ca9c89e909a4e919709ef4007e744e7b957492dcba7,computed,replace_with_compact_summary,1_or_2
tmp/verification_scale_round1_3x750_live_collection_relay_2026-07-24_642dbda.zip,3845557,3.67 MiB,e10ca5ab6225d8e7932e0fa2c8198dcd1ad6297e96b4ec8620d10da55576ecf9,computed,replace_with_compact_summary,1_or_2
tmp/compensation_evidence_gabriel_claim_rating_35_quarantine_repair_relay_2026-07-25_9f252b9.zip,16181,15.80 KiB,414119ee4faca6d77a0619d1972a21592207d3d01995b6e2eae3d8add369bb25,computed,replace_with_compact_summary,1_or_2
tmp/compensation_evidence_extraction_1000_onecase_relay_2026-07-25_b15e73f.zip,764809,746.88 KiB,a3369658f6d891c683debc6e73826560d8c8e7b18524fa9ddc59d74b94063db5,computed,replace_with_compact_summary,1_or_2
tmp/parallel_worker_02_nj25_fresh_retry_incomplete_2026-07-21_relay_7f9db4e.zip,52366,51.14 KiB,4e745fab70fff4566d3aeb52004cb58937a551f996bd4a9c7c938b7f425e4d1a,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_remaining_municipalities_gabriel_rating_relay_2026-08-02_f0171825.zip,46436,45.35 KiB,a3aacc7bbc86f6b760c90d3a4d9526288b5a029309abe44317751fdfc8e5219b,computed,replace_with_compact_summary,1_or_2
tmp/source_review_live_path_implementation_relay_2026-07-24_a0c2445.zip,709458,692.83 KiB,d9cf50d3f664dabeb02a614dc5235d74c158736dd5ef53f5a0d1f19e3fa61382,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x2500_rating_ingest_codify_pi_evidence_relay_status_2026-07-30.json,28201,27.54 KiB,d59cfbca5cda547de8a8b2850f70c907ce3ce932fff6f84cdfab3e76372af398,computed,replace_with_compact_summary,1_or_2
tmp/dashboard_declutter_map_correction_tier_c_text_span_extraction_relay_2026-07-27_b6406ee.zip,25925,25.32 KiB,03538e5997e7828ecd17b0313287813c0c539c0feb8d02b31e3d3705156a0b47,computed,replace_with_compact_summary,1_or_2
tmp/gabriel_scout_ratelimit_relay_bundle_2026-07-15.zip,344489,336.42 KiB,483fb0f26a8c094d413e66c52ef7ab4165fce18f6b9cbb69117c0cfce045770e,computed,replace_with_compact_summary,1_or_2
tmp/national_batch01_il25_3_live_direct_sdk_2026-07-20_relay_8e14b2c.zip,1371056,1.31 MiB,5d011e3c801695cc9ea41c96627c152467f7bf08da6cb95abf9e510bcea19c0f,computed,replace_with_compact_summary,1_or_2
tmp/targeted_evidence_span_extraction_321_relay_2026-07-26_41157b4.zip,19874,19.41 KiB,2dbd28dbea05304975cfb05337337d4401565c2f0656c3a23596246023ec7097,computed,replace_with_compact_summary,1_or_2
tmp/combined_broad_source_review_download_5589_relay_2026-07-28_1b46e0d.zip,106508,104.01 KiB,162f105f1d9c768d050ec15b4ce870fe737ec6536a72f57dfd16cf8bd3242b96,computed,replace_with_compact_summary,1_or_2
tmp/text_table_detection_refine1_visual_gate_relay_2026-07-24_0e9430b.zip,704617,688.10 KiB,a9a14e6529f58d7eab7af5ccefeff7e7181be68f303528ea4be9f13a737a6842,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_wage_growth_continuity_review_relay_2026-07-31_83c44b7b789607e82bc2bc349aaf8614fdbab6b2.zip,24747,24.17 KiB,1eec3e41b9b1717aa1bfa1f4ee826c6133ab3368a873870fab6aafc01da79657,computed,replace_with_compact_summary,1_or_2
tmp/parallel_round2_3x150_serial_merge_relay_2026-07-23_8b653b2.zip,8319277,7.93 MiB,55c2b7059805402740696bab963cc5875ceb14194689f2b967113f8e94011457,computed,replace_with_compact_summary,1_or_2
tmp/2024_Gaz_cousubs_national.zip,1491107,1.42 MiB,5b9404979bdd978f6eaf6b37dc2bd995f9aedbdbfac1fe7c98c407bc1a337f75,computed,replace_with_compact_summary,1_or_2
tmp/compensation_evidence_extraction_500_relay_2026-07-25_a569606.zip,1958123,1.87 MiB,b833be94b852e9cd0068de145fc40122768016ddedb6cd1be4a0d545e9941aba,computed,replace_with_compact_summary,1_or_2
tmp/compensation_extraction_remaining_parse_text_onecase_relay_2026-07-25_61814d1.zip,717662,700.84 KiB,cd40690671f6af723b5109781da6e7cf1dded18bf81df6297ed107c981f09520,computed,replace_with_compact_summary,1_or_2
tmp/create_broad_4x1000_prep_relay.py,3259,3.18 KiB,e98f7807cb163636fdd8fcea09d44767c9e9ceacc7421d1acee77cb49de442c1,computed,replace_with_compact_summary,1_or_2
tmp/combined_broad_span_extraction_3815_relay_2026-07-28_6a0d5d7.zip,77798,75.97 KiB,e03f2f5ea43fd0dbde05833e3051096f05790fa8f1f79e3cea3d2bf9f31277d5,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_whole_corpus_external_data_exhaustive_pipeline_resume_relay_2026-08-05_4a2dd47fcf76a577f8531543d7a714da90fa687e.zip,15383,15.02 KiB,221e1227d60efc8da6da9e288acf9140a5fd1c5bdcdfe04061b69384e9c87ed2,computed,replace_with_compact_summary,1_or_2
tmp/tier1_wave2_relay_zip_test_2026-07-22.txt,17739,17.32 KiB,99262aa9b15d7c6c40a45eff67e696951c700459a77c8f8ed5e40e97303018dd,computed,replace_with_compact_summary,1_or_2
tmp/pdf_readiness_full_retained_serial_merge_relay_2026-07-24_11e689a.zip,1431414,1.37 MiB,dbfcf11ddb0e00e813bdcd6dcd1952e5a4b19657333bcb188e490c0835fae0b4,computed,replace_with_compact_summary,1_or_2
tmp/parallel_worker_02_nj25_retry3_stopped_connection_2026-07-21_relay_12f7293.zip,146384,142.95 KiB,ffb20e1d5b9c04c4ae3e50beebc5290c1170c4d77d3b8422d77f8061a406fb3c,computed,replace_with_compact_summary,1_or_2
tmp/pdf_readiness_pilot1_150_relay_2026-07-24_74a843a.zip,822463,803.19 KiB,cc576142268aee57ae8b3797eaed3575fd8a0489c54bb219de88787bf6373a32,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_whole_corpus_external_data_deterministic_classification_ingestion_prep_relay_2026-08-05_f9b6b319.zip,3851588,3.67 MiB,59b5f9780a0e3eae0d0b3f2b9abc66f9ae24e865fe8613ac8ad9926269a59872,computed,replace_with_compact_summary,1_or_2
tmp/gabriel_wrapper_smoke_test_2026-07-20_relay_a533adb.zip,369193,360.54 KiB,1da69d88567bd316669fe8e10b09b3dfdef580e404f94c3f19e380b5fc731f98,computed,replace_with_compact_summary,1_or_2
tmp/gabriel_scout_tuning_matrix_relay_bundle_2026-07-15.zip,394931,385.67 KiB,613bbf04ca5555d57494071aa760da5473afea2ce78fa35ae86ca706fecf31e7,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x2500_pi_report_finalize_relay_2026-07-30_28e1e84ecfa37092c8c8f705bd81c9de2dd49edb.zip,96675,94.41 KiB,44e7ae27dc68fcd097f26f6d9d85ec476b0f5a826973dee5a966737411b32db7,computed,replace_with_compact_summary,1_or_2
tmp/push_only_repair_source_review_download_5589_relay_2026-07-28_a305a4d.zip,9515,9.29 KiB,cf80280e1d782ab6efce347fa468f761e24ebfba3a173f5d77de1cecab059a8b,computed,replace_with_compact_summary,1_or_2
tmp/combined_broad_candidate_review_relay_2026-07-28_845333f.zip,117232,114.48 KiB,dd1fce2d9a655bab8b0ea98ae422d9fc637f12b7415e65935f124d2ff36ab8a3,computed,replace_with_compact_summary,1_or_2
tmp/national_batch01_il25_live_direct_sdk_2026-07-20_relay_5f60dd3.zip,1309831,1.25 MiB,f361a42f1cb657ce2ce007f5455880af6fd86a68b4eb1b69099609d9f65103ef,computed,replace_with_compact_summary,1_or_2
tmp/content_triage_full_universe_metadata_relay_2026-07-24_0097d30.zip,2548137,2.43 MiB,23521ee075cd421ba8fed22fd8beb310991476a3095d92b5ca18a6c0693dbd16,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x2500_pi_report_pdf_dashboard_publish_relay_2026-07-30_f080a7fcf242a667b1d360852705c3e223f94639.zip,98525,96.22 KiB,a45a0b4a3f89cd6aa401ab7b28cbdb3e499090d190eaf657cb7c1b055b2519ac,computed,replace_with_compact_summary,1_or_2
tmp/source_review_connection_diagnosis_relay_2026-07-24_1544750_zip_test.txt,15717,15.35 KiB,338c7d8846c7f3053389048a920aa63b95959401cc27242525c38628b677a75e,computed,replace_with_compact_summary,1_or_2
tmp/source_review_batch2_500_serial_merge_relay_2026-07-24_12b3f10.zip,1203604,1.15 MiB,405c4de4a542664f2ff44b312a363b21930c9d1281c56f9c72095bc03bedecb7,computed,replace_with_compact_summary,1_or_2
tmp/compensation_evidence_final_provisional_schema_readiness_review_relay_2026-07-25_6d03c37fbf2e3b98073f6b35c5298f5c7a6cb784.zip,688292,672.16 KiB,11bc3bb9ab8816aa450a3ced60977dbc6ae585599768f2ff67fa5713099511bc,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x2500_pi_report_comparison_mechanism_repair_relay_2026-07-30_a8b7458a96a81ecc5c91d98403d778ef2d23b2ab.zip,1019970,996.06 KiB,1a86e8e461bd09c50480da92f999d5efa5266e04a5c4cfb863b469dd72ecd281,computed,replace_with_compact_summary,1_or_2
tmp/compensation_evidence_gabriel_claim_rating_643_relay_2026-07-25_19bc7ca.zip,16842,16.45 KiB,8d63ba578a3f90f8347cdbed6897ca21eeebd9ecadc90a20297f8f5cfb60e2d4,computed,replace_with_compact_summary,1_or_2
tmp/parallel_round1_live_collection_relay_2026-07-23_42dbe67.zip,1855769,1.77 MiB,cd3260da70cf5af13a389d5b6cf0d26f5a62a92c0c4090c6793bc7c4a5f15540,computed,replace_with_compact_summary,1_or_2
tmp/quantitative_to_qualitative_mechanism_linkage_513_relay_2026-07-26_8946109.zip,16207,15.83 KiB,0162e04f172aea50e2996cfd549aabcc371fb901c9e424770c8da1bd9a46b233,computed,replace_with_compact_summary,1_or_2
tmp/retained_source_storage_history_repair_relay_2026-07-28_dab850b.zip,30761,30.04 KiB,07df10452a334b1ab1bc22ef0f4ba99416312969dbcade738b6a422ef2b42121,computed,replace_with_compact_summary,1_or_2
tmp/compensation_extraction_readable_parse_text_1826_targeted_conflict_qa_relay_2026-07-25_f28c7f2.zip,756207,738.48 KiB,846372d427ff8587863592d8f511e6d66d0d9f4191bf267ae595b19599da63d3,computed,replace_with_compact_summary,1_or_2
tmp/gabriel_proxy_connection_diagnosis_2026-07-16_relay_6c7c766.zip,382366,373.40 KiB,144573ab62b8eb1cd243e9a6634322c110b1f59b331d5352daaa69516d453c4e,computed,replace_with_compact_summary,1_or_2
tmp/dashboard_live_results_consolidation_2026-07-21_relay_943a458.zip,598514,584.49 KiB,ebd8fa153992469960d91d4166fa64abde620f2f8831ef2892c3a8c41f81dade,computed,replace_with_compact_summary,1_or_2
tmp/wave2_worker_2_tx50_prep_relay_20260722_112845_dry1_a985f1b.zip,34705,33.89 KiB,2e9fa0b7fed00f9c6e2bc4e75dc3449f6c40c5b76378d55a27c4f701aabe97f7,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x1000_scout_dry_run_prep_relay_2026-07-27_c74adb525bf38bf9b5cfb46d99b0f6df5d5d94e3.zip,22084,21.57 KiB,bc3c31dbd5253a5347ba1f904531afb81a5e32107209ac3fde521436e76a0d8c,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x2500_span_extraction_relay_2026-07-30_73c10bdf5bbf434d85fac163410ad8a0ac6388c8.zip,2644158,2.52 MiB,d7c0d38b39567f56fe3dc6b8b5021f693670aca113f06959394305fd9af9f411,computed,replace_with_compact_summary,1_or_2
tmp/verification_scale_round2_3x1000_remainder_live_collection_relay_2026-07-24_e86abf7.zip,4061951,3.87 MiB,39ad5f5f5e351fe663cae29836e966951f5452c3a256c5b4b81b292fad567a12,computed,replace_with_compact_summary,1_or_2
tmp/compensation_evidence_pipeline_hardening_readiness_accelerator_relay_2026-07-25_cf06781.zip,60460,59.04 KiB,1e38c80dee2b45329aeb7646721a1a3b5787f4d0f496bf4aa76a868db055d62c,computed,replace_with_compact_summary,1_or_2
tmp/text_table_calibration_subset1_review_relay_2026-07-24_7438f1a.zip,755287,737.58 KiB,6b1dfd8dd71bb7b5ca741e0ba35ecb8ca550d14dcafc531434575085ced2c543,computed,replace_with_compact_summary,1_or_2
tmp/text_table_detection_pilot1_150_relay_2026-07-24_4a9c2c7.zip,865876,845.58 KiB,f148b36e1c0641b68d23ba1a3d7fa3dd267e5c088533352057292f3136069d14,computed,replace_with_compact_summary,1_or_2
tmp/dashboard_github_pages_deployment_repair_relay_2026-07-30_751be3f91856a9ebae82f4b2b933bcf0adcd971d.zip,287006,280.28 KiB,4563f303fa9e69be347b71810ee5bfc7fb2f457db1ab3f2d24bc7f8b3a4dcb62,computed,replace_with_compact_summary,1_or_2
tmp/dashboard_architecture_scaffold_2026-07-21_relay_d8c269a.zip,455188,444.52 KiB,a513128a26bb80bf998e1e5b7009175b007ca912122e917dd22b6acb63fcf88e,computed,replace_with_compact_summary,1_or_2
tmp/wave2_worker_3_il50_prep_relay_20260722T120000EDT_5a19082.zip,85768,83.76 KiB,7726fb6d0e7e26117c7f88703e200fe98c35a5659f9ffe255633d53da0902699,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x2500_live_scout_crash_recovery_relay_2026-07-29_workers_still_running_monitoring.zip,22206,21.69 KiB,eb03a3b43b7ce31bebfd50b50e9a79955580dce6149d23c77c51f298e24fcfa9,computed,replace_with_compact_summary,1_or_2
tmp/future_2x2000_verification_scaling_relay_2026-07-24_5c9c524.zip,646236,631.09 KiB,1e0dcbcdba42e95ca7100faf45589a7358cd1aefe7dd78752f8e5c6e356f362b,computed,replace_with_compact_summary,1_or_2
tmp/parallel_worker_01_ca25_retry3_20260721_1605_relay_2026-07-21.zip,47896,46.77 KiB,67a69db2859eb990f155caf104ed1d61d4d956394ccc3d4fc8f90f9574e61400,computed,replace_with_compact_summary,1_or_2
tmp/tier1_coordinator_150row_serial_live_after_diag_relay_2026-07-22_b6bd6b3.zip,2102724,2.01 MiB,f8bade5a12a6eedc5f0f51e5f172f25919f5f044a5d80b262d39ec9581fc2a31,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_remaining_municipalities_verification_relay_2026-08-01_1cd17e64f4c510b8c096a96bc4a33d5a6e666862.zip,17886,17.47 KiB,5523225853896028b1096cf6fd915e15005f22c0584b0d0d346ad9d27fa9eb70,computed,replace_with_compact_summary,1_or_2
tmp/combined_broad_text_extraction_4051_relay_2026-07-28_a59b21fa800057e3a060f6dde183cf5c5f5c47e7.zip,49907,48.74 KiB,e5605f498c6240b5e24035dfa6c1163da2de50ccb58bc7a413ced966a9b841ae,computed,replace_with_compact_summary,1_or_2
tmp/gabriel_proxy_connection_retest_2026-07-17_relay_85a8dd2.zip,354405,346.10 KiB,0ce575ea5d719db504350b5c384fab8f8c688adad9ab8c603f9c33f4fa930182,computed,replace_with_compact_summary,1_or_2
tmp/compensation_evidence_extraction_1000_repair_relay_2026-07-25_b00c797.zip,1082752,1.03 MiB,e2b6c181f1fab5ee04675bed08fc4ebc9eba6538967f70013b0923a100927706,computed,replace_with_compact_summary,1_or_2
