inventory_id,relative_path,artifact_family,artifact_subfamily,logical_file_count,file_size_bytes,file_size_human,task_id_if_available,current_use_status,clean_repo_decision,original_archive_decision,post_acceptance_cleanup_decision,cleanup_level,estimated_reclaimable_bytes,retention_reason,lane_id,lineage
INV-37bf2b995b01af03b4ab,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/evidence_pipeline_attrition_summary.json,mathematical_analysis,analysis_output,,1196,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-119e9712fa232e98a2ee,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-PI-REPORT-COMPARISON-MECHANISM-REPAIR-2026-07-30/lane_002_timing_growth_mechanism_audit.md,mathematical_analysis,analysis_output,,10605,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-f3185d91df350cabedc9,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/claim_cross_exam_recommendations.csv,semantic_review,review_output,,20356,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-57f2212f21638fa30b50,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/mechanism_support_visual_table.jsonl,mathematical_analysis,analysis_output,,7510,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-9ea6c7080e62ff10f684,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-AGGRESSIVE-BOUNDED-REANALYSIS-AND-CROSS-EXAMINATION-2026-08-06/01_EVIDENCE-TIER-REDESIGN/rejected_after_reconsideration.csv,semantic_review,review_output,,84718,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-6f0435b291f7664e4e75,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/visual_table_correction_ledger.jsonl,semantic_review,review_output,,0,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-fa5b4fee06ce8aca5e0a,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-AGGRESSIVE-BOUNDED-REANALYSIS-AND-CROSS-EXAMINATION-2026-08-06/01_EVIDENCE-TIER-REDESIGN/aggressive_range_analysis_registry.md,semantic_review,review_output,,182,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-2c5f2b0e13d3966a4488,docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/independent_adjudication_sampling_summary.json,claim_adjudication,claim_output,,1467,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-d3a4616b46cc3844f793,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/conflict_hold_visual_table.csv,mathematical_analysis,analysis_output,,373,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-c97890061e9a7c692f11,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31/mechanism_attributed_growth_records.jsonl,mathematical_analysis,analysis_output,,661020,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-59f796fe0f84ca4da880,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-INTEGRATION-AND-CLAIM-ADJUDICATION-2026-08-06/final_claim_gap_matrix.csv,claim_adjudication,claim_output,,2682,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-a2708828caa6040d1a1c,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-INTEGRATION-AND-CLAIM-ADJUDICATION-2026-08-06/adjudication_lane_003_visual_decision_ledger.jsonl,claim_adjudication,claim_output,,68,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-725b4ad48cbbd66b382d,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-INTEGRATION-AND-CLAIM-ADJUDICATION-2026-08-06/future_research_design_requirements.jsonl,claim_adjudication,claim_output,,624,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-e20bc118545a1a6a4f87,docs/analysis/compensation_extraction/TARGETED-TIER-C-VERIFICATION-FROM-BOUNDED-MEMO-GAPS-AND-DASHBOARD-VISIBILITY-CHECK-2026-07-26/targeted_tier_c_verification_regression_test_inventory.json,mathematical_analysis,analysis_output,,291,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-89e7578ded5b87e681cb,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/growth_interpretation_review_registry.md,mathematical_analysis,analysis_output,,291,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-a5212c4e2ed6fba4375f,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-INTEGRATION-AND-CLAIM-ADJUDICATION-2026-08-06/conditionally_supported_claims.csv,claim_adjudication,claim_output,,5447,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-9c0a2313bfc079ea86a3,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/math_lane_003_headline_ledger.jsonl,mathematical_analysis,analysis_output,,278,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-9239592246340d608f79,docs/analysis/compensation_extraction/COMBINED-BROAD-PDF-TEXT-LAYER-READINESS-4961-PARALLEL-LANES-2026-07-28/combined_broad_pdf_text_layer_readiness_4961_regression_test_inventory.json,mathematical_analysis,analysis_output,,614,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-23adb17e9fadabd375ba,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/visual_table_registry.md,mathematical_analysis,analysis_output,,158,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-575c8ab04b81deb47638,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-PI-REPORT-COMPARISON-MECHANISM-REPAIR-2026-07-30/growth_mechanism_side_audit.csv,mathematical_analysis,analysis_output,,4615,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-5ec7247acfe7a17a6941,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-AGGRESSIVE-BOUNDED-REANALYSIS-AND-CROSS-EXAMINATION-2026-08-06/03_AGGRESSIVE-MATHEMATICAL-REANALYSIS/aggressive_local_comparison_summary.json,mathematical_analysis,analysis_output,,604,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-61c0a763feaab5a100e3,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/conflict_hold_descriptive_summary.json,mathematical_analysis,analysis_output,,402,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-d039f6fd589d8f07613c,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/staffing_context_only.csv,semantic_review,review_output,,569,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-a5a2047ede3020a9e2f1,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/hold_source_coverage.jsonl,mathematical_analysis,analysis_output,,78,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-6b4a416157b8aca134a8,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-INTEGRATION-AND-CLAIM-ADJUDICATION-2026-08-06/claim_countervailing_links.csv,claim_adjudication,claim_output,,1791,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-6726d0b7422c9472db1c,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/cross_examined_headline_number_table.csv,semantic_review,review_output,,16383,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-bd0506cd4de3cfbdb861,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/upheld_headline_numbers.csv,semantic_review,review_output,,9232,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-3e6f3cc04af31be390ed,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/whole_corpus_mathematical_analysis_summary.json,mathematical_analysis,analysis_output,,18352,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-afbb873d407cca5f516d,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-AGGRESSIVE-BOUNDED-REANALYSIS-AND-CROSS-EXAMINATION-2026-08-06/01_EVIDENCE-TIER-REDESIGN/aggressive_side_inference_registry.md,semantic_review,review_output,,218,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-8ab0a23c92b4abab91e5,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/manual_human_review_required_records.csv,semantic_review,review_output,,569,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-36dbfd8c9f85903a188d,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/corrected_formula_outputs.csv,semantic_review,review_output,,569,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-e143fd29438b8d0f2cd4,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-INTEGRATION-AND-CLAIM-ADJUDICATION-2026-08-06/headline_adjudication_summary.md,claim_adjudication,claim_output,,173,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-261d9fb25898d986fd5b,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/claim_evidence_review_registry.md,semantic_review,review_output,,168,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-4b7d61d46a910fe7264d,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-INTEGRATION-AND-CLAIM-ADJUDICATION-2026-08-06/claim_rejected_evidence_links.jsonl,claim_adjudication,claim_output,,2382,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-74fcadbdca7fde7491c7,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/targeted_source_review_download_429_regression_test_inventory.json,mathematical_analysis,analysis_output,,365,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-9eede42aa590d28503e3,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-INTEGRATION-AND-CLAIM-ADJUDICATION-2026-08-06/adjudication_lane_005_held_source_decision_ledger.jsonl,claim_adjudication,claim_output,,533,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-0e9bcef1f8e30be8abc7,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/whole_corpus_mathematical_analysis_summary.md,mathematical_analysis,analysis_output,,673,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-33d5960bcc90138dbae6,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_by_claim_mathematical_evidence_table.csv,mathematical_analysis,analysis_output,,6348,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-3732cf8eaac726ed07ae,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/staffing_conflict_records.jsonl,semantic_review,review_output,,0,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-4afdf3bb584b9f12c6e9,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-AGGRESSIVE-BOUNDED-REANALYSIS-AND-CROSS-EXAMINATION-2026-08-06/06_CLAIM-ADJUDICATION-PREP/aggressive_claim_adjudication_ready_table.csv,semantic_review,review_output,,12691,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-22811c00bc44b788513b,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/cross_exam_lane_001_claim_disposition_ledger.csv,semantic_review,review_output,,569,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-5cb8f0c44c42d19e74f4,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-INTEGRATION-AND-CLAIM-ADJUDICATION-2026-08-06/final_headline_number_table.csv,claim_adjudication,claim_output,,2674,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-99b69a44418b9966a4f5,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/external_data_limitation_quantification.md,mathematical_analysis,analysis_output,,346,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-7a8336eb64fb4c0e86d4,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/staffing_counterexamples.jsonl,mathematical_analysis,analysis_output,,0,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-fb25f5ecc1e6e3c364c0,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/manual_conflict_review_queue.jsonl,semantic_review,review_output,,455135,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-d1bc77a38047fac3bbd7,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-INTEGRATION-AND-CLAIM-ADJUDICATION-2026-08-06/conditionally_supported_claims.jsonl,claim_adjudication,claim_output,,5664,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-9be343161060f621fc2f,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-LIMITED-QUALITATIVE-USAGE-REGISTRY-REVIEW-2026-07-25/limited_qualitative_usage_registry_review_regression_test_inventory.json,mathematical_analysis,analysis_output,,2304,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-d0011787b79e07bb51e8,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/staffing_analysis_registry.json,mathematical_analysis,analysis_output,,465,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-cd45653a43d15eb5bab0,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/staffing_municipality_coverage.csv,mathematical_analysis,analysis_output,,107,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-de15abcb78a93a027ecd,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/cross_examined_counterexample_reserve_packet.jsonl,semantic_review,review_output,,0,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-77dcc9961498b5578158,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-INTEGRATION-AND-CLAIM-ADJUDICATION-2026-08-06/visual_first_report_outline.json,claim_adjudication,claim_output,,6045,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-159fe0aa6c7c2acd9cdf,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-INTEGRATION-AND-CLAIM-ADJUDICATION-2026-08-06/adjudication_lane_003_checkpoint.json,claim_adjudication,claim_output,,286,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-f0ccd9861b58ff23e279,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-INTEGRATION-AND-CLAIM-ADJUDICATION-2026-08-06/held_source_recovery_decision_summary.md,claim_adjudication,claim_output,,233,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-475096200124d9351291,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/source_context_boundary_registry.json,semantic_review,review_output,,319,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-2611e426a6183e2eeade,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/hex_density_visual_table.jsonl,mathematical_analysis,analysis_output,,0,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-97c9493949b6678b3ad4,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/cross_exam_lane_004_hold_ledger.csv,semantic_review,review_output,,569,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-6f4772c1f6956d3cc360,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-AGGRESSIVE-BOUNDED-REANALYSIS-AND-CROSS-EXAMINATION-2026-08-06/04_AGGRESSIVE-SEMANTIC-CROSS-EXAMINATION/aggressive_rejected.jsonl,semantic_review,review_output,,148587,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-3c689d86b3ae4741b61d,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/next_task.md,mathematical_analysis,analysis_output,,552,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-826a323a63f9fa74109c,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-INTEGRATION-AND-CLAIM-ADJUDICATION-2026-08-06/human_ai_methodology_outline.md,claim_adjudication,claim_output,,695,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-5ab83939fd1038e63d76,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/unresolved_contradictions.csv,semantic_review,review_output,,569,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-61ddcf55c46711897c6d,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/cross_exam_large_file_audit.json,semantic_review,review_output,,4207,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-7746e7e78bbabed50b6b,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-BLOCKER-RESCUE-ANALYSIS-READY-RECLASSIFICATION-2026-08-03/cleaned_growth_continuity_layer.jsonl,mathematical_analysis,analysis_output,,595987,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-d98a6a289bb5d4b5a0d7,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-AGGRESSIVE-BOUNDED-REANALYSIS-AND-CROSS-EXAMINATION-2026-08-06/03_AGGRESSIVE-MATHEMATICAL-REANALYSIS/aggressive_local_comparison_summary.md,mathematical_analysis,analysis_output,,655,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-9afcb378fa31140118b5,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/claim_evidence_table_registry.json,mathematical_analysis,analysis_output,,385,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-76823724c5240fa52f87,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-MECHANISM-ATTRIBUTED-WAGE-GROWTH-CONTINUITY-2026-07-31/dashboard_growth_module_update_summary.json,mathematical_analysis,analysis_output,,638,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-8cdd8530181837729ec3,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-INTEGRATION-AND-CLAIM-ADJUDICATION-2026-08-06/adjudication_smoke_test_results.json,claim_adjudication,claim_output,,421,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-fff07844c7deedad1700,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/no_external_growth_match_finding_note.md,mathematical_analysis,analysis_output,,106,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-09313b70f01916c4adf6,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/independent_semantic_validation_limit_note.md,mathematical_analysis,analysis_output,,202,,,,retain,retain,retain,none,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
