sample_family,inventory_id,relative_path,artifact_family,file_exists_or_logical,size_verified,retention_decision_present,cleanup_level,QA_status
visual_report,INV-01b980753f2f74d595c9,docs/analysis/compensation_extraction/DASHBOARD-GITHUB-PAGES-DEPLOYMENT-REPAIR-2026-07-30/dashboard_public_current.png,rendered_visual,True,True,True,2,pass
visual_report,INV-02b9cfe0ea92b95f3e73,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-PACKAGE-REVIEW-AND-REPORT-OUTLINE-2026-08-03/next_task.md,report,True,True,True,2,pass
visual_report,INV-02baf2b3080d5c8cdfdc,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-EXTRACTION-1000DOC-2026-07-25/compensation_extraction_1000_preflight_report.md,report,True,True,True,2,pass
visual_report,INV-033a625dfe914ecded2b,docs/dashboard/public/reports/whole_corpus_mechanism_claim_limitations_visual_atlas_2026-08-06/assets/thumbnails/counterexample-overview.png,rendered_visual,True,True,True,2,pass
visual_report,INV-040c705b5f6e59ab0af9,corpus/oh_cincinnati/oh_cincinnati_iaff48_fire_cba_2023_2026.pdf,report,True,True,True,2,pass
visual_report,INV-041d716cd092a04203eb,docs/dashboard/public/reports/whole_corpus_mechanism_claim_limitations_visual_atlas_2026-08-06/assets/thumbnails/mechanism-lump-sum.png,rendered_visual,True,True,True,2,pass
visual_report,INV-0470d635322fb1aa4342,docs/dashboard/public/reports/whole_corpus_mechanism_claim_limitations_visual_atlas_2026-08-06/assets/claims/claim-card-unsup-05.png,rendered_visual,True,True,True,2,pass
visual_report,INV-049edf33ff3aae9d28f0,docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/png/f01.png,rendered_visual,True,True,True,2,pass
visual_report,INV-056b9e4cc4df301b0486,corpus/oh_cleveland/oh_cleveland_iaff93_fire_cba_2025_2028.pdf,report,True,True,True,2,pass
visual_report,INV-05e1010f6bfec74e13d4,docs/dashboard/public/reports/whole_corpus_mechanism_claim_limitations_visual_atlas_2026-08-06/assets/thumbnails/claim-card-unsup-02.png,rendered_visual,True,True,True,2,pass
visual_report,INV-060b921e8046df0b9821,docs/analysis/compensation_extraction/BROAD-CANDIDATE-VERIFICATION-4X3000-RESUME-LANE-004-2026-07-28/broad_candidate_verification_4x3000_resume_lane_004_stress_test_report.md,report,True,True,True,2,pass
visual_report,INV-06341ddea575632ca2ab,docs/dashboard/public/reports/whole_corpus_mechanism_claim_limitations_visual_atlas_2026-08-06/assets/mechanisms/mechanism-benefit-cost-change.svg,rendered_visual,True,True,True,2,pass
visual_report,INV-0646c48c376c40920bc3,corpus/oh_toledo/oh_toledo_local92_fire_cba_2024_2026.pdf,report,True,True,True,2,pass
visual_report,INV-064cb20c31bb67a0d16d,docs/dashboard/public/reports/whole_corpus_mechanism_claim_limitations_visual_atlas_2026-08-06/assets/claims/claim-card-claim-f.svg,rendered_visual,True,True,True,2,pass
visual_report,INV-06cc598ef0a36b3cbe36,corpus/ma_arlington/ma_arlington_afscme_cba_fy2016_2018.pdf,report,True,True,True,2,pass
visual_report,INV-0700fb0ac1ebff80c702,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-PI-REPORT-DRAFT-2026-07-30/pi_report_draft_manifest.json,report,True,True,True,2,pass
relay_prompt,INV-0028c8672005082654af,tmp/broad_state_whole_corpus_external_data_exhaustive_pipeline_resume_relay_2026-08-05_0f231408250cb80e9471eca62de7c229c285a833.zip/[logical-family],relay,True,True,True,2,pass
relay_prompt,INV-00634b46fde4adefe17c,docs/analysis/pdf_readiness_pilots/PDF-READINESS-PILOT1-150-2026-07-24/pdf_readiness_merge_prompt_stub.md,prompt,True,True,True,2,pass
relay_prompt,INV-01618d929fe39bcc5ce1,tmp/verification_scale_round1_3x750_live_collection_relay_2026-07-24_642dbda.zip/[logical-family],relay,True,True,True,2,pass
relay_prompt,INV-018568f856e3d52d503f,tmp/pdf_readiness_full_retained_relay_2026-07-24_b45876e.zip/[logical-family],relay,True,True,True,2,pass
relay_prompt,INV-01a6afd63aeb52aa0293,tmp/parallel_round1_live_collection_relay_2026-07-23_42dbe67.zip/[logical-family],relay,True,True,True,2,pass
relay_prompt,INV-01f2c874ae09088a903b,artifacts/local_structured_external_data/whole_corpus_visual_production_2026-08-06/[logical-relay-zip],relay,True,True,True,2,pass
relay_prompt,INV-0222738483dc490da1da,tmp/compensation_evidence_extraction_1000_repair_relay_2026-07-25_b00c797/[logical-family],relay,True,True,True,2,pass
relay_prompt,INV-022e5dbcad330486137e,tmp/scout_speed_stability_controls_relay_2026-07-22_bef5077.zip/[logical-family],relay,True,True,True,2,pass
relay_prompt,INV-02b7a90820df8030cefd,tmp/national_batch01_ca25_live_direct_sdk_2026-07-21_relay_d4ca8d0.zip/[logical-family],relay,True,True,True,2,pass
relay_prompt,INV-02c3b4134d26a823abeb,docs/analysis/text_table_detection_full_run_prompt_2026-07-24.md,prompt,True,True,True,2,pass
relay_prompt,INV-02cdf1b0bb73d218a581,tmp/post_pi_wave1_coordinator_150row_serial_live_relay_2026-07-23_bd5e259.zip/[logical-family],relay,True,True,True,2,pass
relay_prompt,INV-051d4baa31ce1ff08b86,tmp/compensation_evidence_limited_qualitative_usage_registry_acceptance_relay_2026-07-25_02d3710.zip/[logical-family],relay,True,True,True,2,pass
relay_prompt,INV-0678eadce45d2f27bd6e,tmp/next_wave_municipality_scout_manifest_2026-07-16_relay_76ff94a.zip/[logical-family],relay,True,True,True,2,pass
relay_prompt,INV-06c15afcb99b533eeedf,docs/analysis/post_pi_wave1_worker_1_prep_prompt_2026-07-23.md,prompt,True,True,True,2,pass
relay_prompt,INV-072418907d47da9cd755,tmp/post_pi_wave1_worker_1_prep_relay_2026-07-23_11fa202.zip/[logical-family],relay,True,True,True,2,pass
relay_prompt,INV-07acb1de996057e6ab99,tmp/broad_state_remaining_municipalities_verification_relay_2026-08-01_1cd17e64f4c510b8c096a96bc4a33d5a6e666862.zip/[logical-family],relay,True,True,True,2,pass
relay_prompt,INV-08ae58775522434c8724,tmp/parallel_worker_api_stability_diagnosis_2026-07-21_relay_0986954.zip/[logical-family],relay,True,True,True,2,pass
relay_prompt,INV-0b530215b20c83e1cef4,tmp/national_municipality_priority_tiering_2026-07-22_relay_bbb4dfa.zip/[logical-family],relay,True,True,True,2,pass
relay_prompt,INV-0c41cda4ca4faa7cdc90,docs/analysis/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/source_review_live_prompt_stub.md,prompt,True,True,True,2,pass
relay_prompt,INV-0d1f6b0e1e466353a370,docs/analysis/text_table_calibration_subset1_manual_review_prompt_2026-07-24.md,prompt,True,True,True,2,pass
temporary_cache,INV-03a10ff0c75310776695,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/06_EXTERNAL-DATA-EXTRACTION/deterministic_external_data_classification_methodology_note.md,log,True,True,True,1,pass
temporary_cache,INV-0469e6e43be2ac34da7a,docs/analysis/national_batch01_ny25_selection_methodology_2026-07-20.md,log,True,True,True,1,pass
temporary_cache,INV-072bde7a3abf7a2a5ac6,tmp/broad_state_4x2500_live_scout_2026-07-29_logs/[logical-family],log,True,True,True,1,pass
temporary_cache,INV-0a860c3ee1c7be26bdd7,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/01_RESIDUAL-HOSTED-SEARCH-SCOUT/residual_resume_operational_incident_log.json,log,True,True,True,1,pass
temporary_cache,INV-0aa7ca5bbbc4e10c7921,tmp/quarantine_interrupted_sequential_broad_state_4x1000_live_scout_2026-07-27/[logical-family],log,True,True,True,1,pass
temporary_cache,INV-0b4ae2d90fda4160c6fc,tmp/tier1_coordinator_150row_serial_live_retry_protected_hashes_after_2026-07-22_attempt1.txt/[logical-family],log,True,True,True,1,pass
temporary_cache,INV-0c3903202b409c3324cf,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/03_EXTERNAL-DATA-VERIFICATION/verification_methodology_note.md,log,True,True,True,1,pass
temporary_cache,INV-0c734accd2f7a6047aec,tmp/national_place_by_county2020.txt/[logical-family],log,True,True,True,1,pass
temporary_cache,INV-0ceb15897bb163ff4ff2,tmp/tier1_coordinator_150row_serial_live_after_diag_direct_sdk_2026-07-22_attempt1/[logical-family],log,True,True,True,1,pass
temporary_cache,INV-0f5a106524365b954bce,tmp/aggressive_3x300_attempt3_serial_merge_2026-07-23/[logical-family],log,True,True,True,1,pass
temporary_cache,INV-0ff4e317e3902a5915cf,tmp/post_pi_wave1_coordinator_150row_serial_live_direct_sdk_2026-07-23_attempt1/[logical-family],log,True,True,True,1,pass
temporary_cache,INV-1245085638d0f062c5b7,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-TARGETED-HOSTED-SEARCH-SCOUT-2026-08-04/hosted_search_operational_incident_log.json,log,True,True,True,1,pass
temporary_cache,INV-14aba8c14f3811a39159,tmp/tier1_wave2_one_row_probe_direct_sdk_2026-07-22_attempt1/[logical-family],log,True,True,True,1,pass
temporary_cache,INV-15ff9e5c23458e1cfb85,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/06_EXTERNAL-DATA-EXTRACTION/external_data_non_ocr_extraction_methodology_note.md,log,True,True,True,1,pass
temporary_cache,INV-162c12d023f38b70cabb,tmp/huit_openai_request_shape_diagnosis_2026-07-17/diagnostic_results.json,temporary,True,True,True,1,pass
temporary_cache,INV-18042ae84fdeb2b0c5cd,tmp/tier1_coordinator_150row_serial_live_after_diag_console_2026-07-22_attempt1.log/[logical-family],log,True,True,True,1,pass
temporary_cache,INV-1950aed3c1f2f759ef91,tmp/launch_available_external_data_readiness_5lane.sh/[logical-family],log,True,True,True,1,pass
temporary_cache,INV-1b71ef42e3afbeebe4de,tmp/broad_state_4x2500_live_scout_2026-07-29_preflight_attempt2/[logical-family],log,True,True,True,1,pass
temporary_cache,INV-1c4bfb3eb7bd02ff4db4,tmp/broad_state_remaining_municipalities_5lane_live_scout_2026-07-31_preflight_attempt1/[logical-family],log,True,True,True,1,pass
temporary_cache,INV-1c95adb42ad3a17d6580,tmp/launch_remaining_live_scout_retry_5lane.sh/[logical-family],log,True,True,True,1,pass
original_source,INV-0003c5aa5d4bba220fde,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c0fd2d514cfc69f55b36b9a78fa93cf2a7af85c0aaa95d8c22727505d77fca71.html,original_source,True,True,True,4,pass
original_source,INV-0004de15b6bac36e1dc9,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a609f5a883ca3f9d01ec24180e00d523de78afa675d56a9dd63af840d440e7e0.html,original_source,True,True,True,4,pass
original_source,INV-0005ade241fd2d2b30c2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-d2c78fe46a78ce2bd3ba.pdf,original_source,True,True,True,4,pass
original_source,INV-0015e8efede98bdd5a54,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-472e3b47660f489da4b2.html,original_source,True,True,True,4,pass
original_source,INV-0016d25d961c8a4d6768,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/bdf4811fc2b6542937834684cb9ef34078eb97803110bf5391ec87e00034b018.html,original_source,True,True,True,4,pass
original_source,INV-0016ec34f4df93e94783,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-b10e23d152961aebc5bf.pdf,original_source,True,True,True,4,pass
original_source,INV-0017287f9509f4dfe825,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/39a9a1db1f79d83fdf168596d7b3bbaf152a47ee73b14334f6c8a9fdedbd4308.pdf,original_source,True,True,True,4,pass
original_source,INV-0017f4f3080ace275b5b,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/e060fb73ea611aa0b9f56ea16d37a4a23dc1a6f3b7e3c4a85e4bef25c7f211b4.pdf,original_source,True,True,True,4,pass
original_source,INV-0018c4cbe2aa8596ceda,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/688b82dbd73e0b5329ecffc2613915dcae70fe5aac584ad221306948d4394e72.html,original_source,True,True,True,4,pass
original_source,INV-001a19d2884c129edefa,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-d929ac44488fca5f7bea.pdf,original_source,True,True,True,4,pass
original_source,INV-001a347b57464b5ade7c,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-c1e8542877ceccf70b61.pdf,original_source,True,True,True,4,pass
original_source,INV-001ae7596845d9cc93f5,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-df17f4f8cb508dae8b25.pdf,original_source,True,True,True,4,pass
original_source,INV-0022d3d20a9ed70cc9cf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/27c47fae565217ca866394141282521c79e4bcbd7b5cd190d2f594ed300dc061.html,original_source,True,True,True,4,pass
original_source,INV-002550b644bd15c1c5ef,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-7f48901348f5a2d0e10a.pdf,original_source,True,True,True,4,pass
original_source,INV-00273ec94e52f8042062,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-a32e1bbf829b492e6776.pdf,original_source,True,True,True,4,pass
original_source,INV-00280ef120776f145b61,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/999f193cb64b7e5ef3965c7a5e5d66d8c0aa6e0436490b1f5695c7a59b787940.html,original_source,True,True,True,4,pass
original_source,INV-002b60e761f72bf16a05,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-0ee5b992195c283546df.pdf,original_source,True,True,True,4,pass
original_source,INV-002bd288637474b52e7f,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-42c1f1e9686731e30424.pdf,original_source,True,True,True,4,pass
original_source,INV-00317bf4e0c206648d4f,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/dbf65d702c552c3259ee696746e23ff25d664a8eaec71a1234fa4acc01ad77ac.pdf,original_source,True,True,True,4,pass
original_source,INV-003546029a38895f7aab,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-c548e69eced218eb450a.pdf,original_source,True,True,True,4,pass
original_source,INV-0036172c68d5d912f2f3,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/30456863a23e0e373f6c0b6583707f5b34e1dfbea1c64ff2c32a5b51529000b0.html,original_source,True,True,True,4,pass
original_source,INV-003879782da96bf302cd,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/a0ccd2cd4a1798efc53ccb6b4c39675889b05a3097e87e45fb5e1c5bec3aa573.pdf,original_source,True,True,True,4,pass
original_source,INV-00391d1fed417ed93f94,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/ee45fdb7e8ecef0f585fc9edfe89f536215bc85fc60df0d1ce27af57207c08d3.html,original_source,True,True,True,4,pass
original_source,INV-003a68d08977578833d5,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/79e1c3639ebf9c743cdecefc71956ba7069b78c5d44b0d24097c3d7ee05d56af.html,original_source,True,True,True,4,pass
original_source,INV-003c17a254203ebc29a3,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-c127be087bd78e43e598.pdf,original_source,True,True,True,4,pass
original_source,INV-003d211d254c25d3a5bb,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-cb31502d855c3778c3f7.pdf,original_source,True,True,True,4,pass
original_source,INV-003d937320487ff053b5,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/1321ce78b8f73630b989a77f77da529eae73408c740c96d315620c559396114c.html,original_source,True,True,True,4,pass
original_source,INV-003e7e501f8e5b4a3a3b,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-c41c68fd6317077ea6bc.pdf,original_source,True,True,True,4,pass
original_source,INV-003f5c6cc2655f471645,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/9dcffe3fdf8c83d4ec6cbdaff3cbce63a6a1c80c987d197ae6bb554ca9300afa.html,original_source,True,True,True,4,pass
original_source,INV-003f9747353332657296,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/9c4acc9c7565c8bfde70136c0630f1f414aea690431569093a96e757642a1912.html,original_source,True,True,True,4,pass
original_source,INV-004034744fe63867cfeb,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/471807e3f9cb7d6807074a094ef32ddfaf4b44033bd4069ec78f34d32f758d77.html,original_source,True,True,True,4,pass
original_source,INV-0041652c6c01976fbd46,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-9cd69443e2e9a414dd85.pdf,original_source,True,True,True,4,pass
original_source,INV-004180a02b02884ced56,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-1a1538b515b9ab339859.pdf,original_source,True,True,True,4,pass
original_source,INV-0041eac46b7964b15ed3,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-6b15860db1db0eb30a3d.pdf,original_source,True,True,True,4,pass
original_source,INV-00423f69cf431a6dc868,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/440c1684e14018730814be4d828299720192219471b61aa25b10dcdf2c1c02b1.pdf,original_source,True,True,True,4,pass
original_source,INV-00430041a0cdd722fd36,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0caf2bfd34900956e4bfe6e07cc599f3d10ee18da1ff8be2cdadf04c3f09bbb0.html,original_source,True,True,True,4,pass
original_source,INV-0044a367e27ed9c04dc6,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/5a49c2ee00f32cd8aebb37360a8dc6f334b3e1fb76da9af6923c39922c6a7149.pdf,original_source,True,True,True,4,pass
original_source,INV-0046b2937cf5fc3a8b06,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0e54b247aa5ebb89f4a0318d5a94dcd1d728cd6df48aad2ecbdc7af9c508a855.html,original_source,True,True,True,4,pass
original_source,INV-0047ab0da60596d7bf86,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-d38cc96360d464eb3fa6.docx,original_source,True,True,True,4,pass
original_source,INV-0048d072935a8606f846,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-f8fee121492297fc2f2a.pdf,original_source,True,True,True,4,pass
original_source,INV-004b938a9f85e1795e85,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/879eaec8888f06e9b7c6d89be62e5bac9161a7e3325e07ccca12bf92c0072cb1.pdf,original_source,True,True,True,4,pass
original_source,INV-004d7ad5cad22e1bea4c,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-7eff5770a6624b7454a0.pdf,original_source,True,True,True,4,pass
original_source,INV-004f383179ba0ea27c15,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/abbcc318e3920e03d05a114dc958e6f60f79ce7d1cdf26d39f4d888e29abf78b.html,original_source,True,True,True,4,pass
original_source,INV-00514114f4512c58db49,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/f7420494b6aa5dbcc7ce00196d59cbbb07a213a427237a5421c462e1a8987c9b.pdf,original_source,True,True,True,4,pass
original_source,INV-00525c5bae45a5a6a44a,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/0498c7b3379d6c3647befa77516f400ca41a0df6ec4d364c5e60337308e4c94c.pdf,original_source,True,True,True,4,pass
original_source,INV-0052bcf7e7c34b2c08cf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/a2bb5ec1b1bb87ef180d9d8b5b04ef5196783572aeb2e71edd9f33f792642bb6.pdf,original_source,True,True,True,4,pass
original_source,INV-0053251c53fb8751e527,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e386285ab83855980bfd73f9815548fb6a5505e020429fd0c2a231f9f1b7961a.html,original_source,True,True,True,4,pass
original_source,INV-0055445a294c6ba6335e,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-e1be7948247fe716ada3.html,original_source,True,True,True,4,pass
original_source,INV-005910a77fd2c1ff1c51,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-76b3316ade2b3d9339de.html,original_source,True,True,True,4,pass
original_source,INV-00594db5c16c5b88a915,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-23661be2ac5e40a2229f.html,original_source,True,True,True,4,pass
mandatory_exception_review,INV-fb3c55d7159ecd185478,tmp/broad_state_whole_corpus_available_external_data_non_ocr_extraction_2026-08-05_logs/[logical-family],log,True,True,True,1,pass
mandatory_exception_review,INV-eb803b28b0ebf4a9ada2,tmp/source_review_pilots/[logical-family],log,True,True,True,1,pass
mandatory_exception_review,INV-7f4178c2298ce3a1418d,.git/[repository-metadata-and-objects],unknown,True,True,True,none,pass
mandatory_exception_review,INV-64aca917c8069968eaea,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/[logical-compact_observation-administrative_observation],compact_observation,True,True,True,3,pass
mandatory_exception_review,INV-6aa3c40fbda91c4398a9,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/[logical-ingestion-ingestion_output],ingestion,True,True,True,3,pass
mandatory_exception_review,INV-2f9cba4be39d91ffd90f,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/[logical-raw_span-span],raw_span,True,True,True,3,pass
mandatory_exception_review,INV-01c8138fd40ccaefcff7,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/[logical-reconciliation-reconciliation_output],reconciliation,True,True,True,3,pass
mandatory_exception_review,INV-60431bb8a4f1e464728a,artifacts/local_retained_sources/[physical-source-inventory-family],original_source,True,True,True,4,pass
mandatory_exception_review,INV-70b99116b10c041556e9,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-e094bf58dd1ceafd8c7d.txt,extracted_text,True,True,True,4,pass
mandatory_exception_review,INV-27f010a23006f7b42e0d,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-TEXT-EXTRACTION-2026-08-02/extracted_text_storage_audit.json,extracted_text,True,True,True,4,pass
mandatory_exception_review,INV-f39b6cc695a48602ebcb,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/lanes/source_review_lane_002/lane_002_retained_sources_summary.json,original_source,True,True,True,4,pass
mandatory_exception_review,INV-a80d24197615b7e75976,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources_manifest.csv,original_source,True,True,True,4,pass
mandatory_exception_review,INV-fec9dc448ef9d3d206ec,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text_hash_manifest.csv,extracted_text,True,True,True,4,pass
mandatory_exception_review,INV-a3a2415b2bafe74b5b6f,docs/analysis/compensation_extraction/RETAINED-SOURCE-STORAGE-HISTORY-REPAIR-OPTION1-2026-07-28/future_artifact_storage_standard_for_retained_sources.md,original_source,True,True,True,4,pass
mandatory_exception_review,INV-f8ea3e59ee767d7666de,docs/analysis/compensation_extraction/COMBINED-BROAD-TEXT-EXTRACTION-4051-PARALLEL-LANES-2026-07-28/combined_broad_text_extraction_4051_extracted_text_artifact_root.md,extracted_text,True,True,True,4,pass
mandatory_exception_review,INV-a9314ecfb197f6301a97,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-TEXT-EXTRACTION-2026-08-02/extracted_text_manifest.jsonl,extracted_text,True,True,True,4,pass
mandatory_exception_review,INV-0ecc5b2b320df521fbf5,tmp/texas_ohio_extracted_text_2026-07-08/[logical-family],extracted_text,True,True,True,4,pass
mandatory_exception_review,INV-3d3b69e287e4e25f1e06,artifacts/local_extracted_text/[logical-extracted_text-logical_file_family],extracted_text,True,True,True,4,pass
every_file_larger_than_1_GiB,QA-LARGE-2ed963bd509e07d9cad7,.git/objects/pack/pack-354df34965c86a21986204944eb29bf960e0800b.pack,large_file_audit,True,True,True,manual_family_review,pass
every_file_larger_than_1_GiB,QA-LARGE-0365678ca2f509ab6e30,.git/objects/pack/pack-c2a1996011b743f167985a2a07dc6eaf222bec61.pack,large_file_audit,True,True,True,manual_family_review,pass
every_file_larger_than_1_GiB,QA-LARGE-3c1e55f1c02949291069,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/reconciled_external_layers/indexes/reconciliation_integrity.sqlite,large_file_audit,True,True,True,manual_family_review,pass
every_file_larger_than_1_GiB,QA-LARGE-c0a455bfd5c388749a38,.git/objects/pack/pack-158110ff34c43e1e24690580c22445024c1aaa48.pack,large_file_audit,True,True,True,manual_family_review,pass
