inventory_id,absolute_path_hash,relative_path,filename,extension,artifact_family,artifact_subfamily,tracked_status,ignored_status,untracked_status,symlink_status,file_size_bytes,file_size_human,modified_time,created_time_if_available,SHA256_if_available,existing_hash_source,exact_duplicate_group_id,near_duplicate_group_id_if_available,canonical_source_id_if_available,task_id_if_available,source_type_if_available,municipality_if_available,state_if_available,period_if_available,original_URL_pointer_if_available,extraction_status_if_available,claim_or_report_dependency,current_use_status,superseded_status,sensitive_material_risk,machine_specific_path_risk,redistribution_risk,clean_repo_decision,source_library_decision,original_archive_decision,post_acceptance_cleanup_decision,cleanup_priority,cleanup_level,estimated_reclaimable_bytes,replacement_summary_path,retention_reason,exclusion_reason,unresolved_question,lane_id,lineage
INV-31268a56a69b01046f33,,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/html/TXT321-4a0996a08e2e9b76f0af.txt,,,extracted_text,txt,,,,,7146,,,,,,,,,,,,,,,,,,,,,,exclude,retain_as_companion,retain,eligible_after_source_library_acceptance,last,4,7146,,Extracted text is a source-library companion and remains separate from source binaries.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-1b659a9968bd5896a034,,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-CANDIDATE-REVIEW-2026-07-30/review_repair_queue.csv,,,queue,worker_queue,,,,,828686,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_handoff_acceptance,high,1,828686,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-988b2b2f4be63be5625e,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/04_EXTERNAL-DATA-SOURCE-REVIEW-DOWNLOAD/source_to_event_links.part-009.jsonl,,,documentation,project_documentation,,,,,2025322,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,2025322,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-9eb19c78bac292e629a7,,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/targeted_tier_c_source_review_download_556_exclusion_summary.json,,,dashboard,json,,,,,310,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,retain,none,none,0,,Preserve project lineage in the original archive.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-83ad267c1dc9be98b2aa,,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-PI-REPORT-COMPARISON-MECHANISM-REPAIR-2026-07-30/validation_report.md,,,report,report_support,,,,,1144,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,1144,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-079a069f286ad7c107ed,,docs/analysis/compensation_extraction/COMBINED-BROAD-CANDIDATE-REVIEW-AFTER-4X3000-VERIFICATION-2026-07-28/dashboard_overview_metric_sync_after_candidate_review.md,,,dashboard,md,,,,,219,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,retain,none,none,0,,Preserve project lineage in the original archive.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-adbbab28db307c5b0bb1,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-AGGRESSIVE-BOUNDED-REANALYSIS-AND-CROSS-EXAMINATION-2026-08-06/03_AGGRESSIVE-MATHEMATICAL-REANALYSIS/aggressive_growth_summary.md,,,mathematical_analysis,analysis_output,,,,,481,,,,,,,,,,,,,,,,,,,,,,retain,exclude,retain,retain,none,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-3b2f0d7741690fb2b121,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/02_MERGED-EXTERNAL-CANDIDATE-REVIEW/final_verification_ready_queue_shard_manifest.json,,,queue,worker_queue,,,,,3415,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_handoff_acceptance,high,1,3415,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-e16b77de650fa750df04,,docs/analysis/compensation_extraction/COMBINED-BROAD-EXACT-SPAN-RATING-17259-PARALLEL-LIVE-LANES-2026-07-28/combined_broad_exact_span_rating_17259_wage_schedule.csv,,,rating,rating_output,,,,,509040,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,retain,none,none,0,,Preserve project lineage in the original archive.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-6af5f02518a600acfa43,,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-SPAN-EXTRACTION-2026-07-30/span_extraction_lane_002_results.csv,,,raw_span,span,,,,,1575296,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_reconstruction_validation,medium,3,1575296,,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-7d852dd21e9ee9188116,,docs/analysis/source_review_ledgers/source_review_ledger_latest.csv,,,documentation,project_documentation,,,,,4451445,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,4451445,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-53ced424543756df23c5,,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-PDF-TEXT-READINESS-2026-08-02/source_type_readiness_summary.json,,,documentation,project_documentation,,,,,802,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,802,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-f8cb4f1017395d300412,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/04_EXTERNAL-DATA-SOURCE-REVIEW-DOWNLOAD/source_review_lane_004_queue_shard_manifest.json,,,queue,worker_queue,,,,,938,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_handoff_acceptance,high,1,938,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-163130e1ab9f0db949fd,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-INTEGRATION-AND-CLAIM-ADJUDICATION-2026-08-06/adjudication_second_pass_qa_adjudication.csv,,,claim_adjudication,claim_output,,,,,1282,,,,,,,,,,,,,,,,,,,,,,retain,exclude,retain,retain,none,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-7995a4982dfc11d8265b,,docs/analysis/compensation_extraction/COMBINED-BROAD-SPAN-EVIDENCE-EXTRACTION-3815-PARALLEL-LANES-2026-07-28/combined_broad_span_extraction_3815_lock.json,,,raw_span,span,,,,,415,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_reconstruction_validation,medium,3,415,,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-2fe4b8540fd221badac2,,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29/lanes/scout_lane_003/lane_003_scout_results.csv,,,documentation,project_documentation,,,,,943315,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,943315,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-6e5bb3203caa84839bf1,,docs/analysis/compensation_extraction/COMBINED-BROAD-SPAN-EVIDENCE-EXTRACTION-3815-PARALLEL-LANES-2026-07-28/combined_broad_span_extraction_3815_step_rank_grade_spans_summary.json,,,raw_span,span,,,,,46,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_reconstruction_validation,medium,3,46,,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-338bb85defcc2765d605,,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-4X1000-SCOUT-DRY-RUN-PREP-2026-07-27/broad_state_4x1000_scout_shard_002_lock.json,,,documentation,project_documentation,,,,,2060,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,2060,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-ad68d766f6a34595fce4,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/01_RESIDUAL-HOSTED-SEARCH-SCOUT/residual_resume_lane_005_checkpoint.json,,,checkpoint,worker_checkpoint,,,,,357,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_handoff_acceptance,high,1,357,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-3e98061fcf0c280cc814,,docs/analysis/compensation_extraction/TARGETED-PDF-TEXT-LAYER-READINESS-387-RETAINED-SOURCES-2026-07-26/targeted_pdf_text_layer_readiness_387_results.csv,,,documentation,project_documentation,,,,,588706,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,588706,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-2418af2defeda6d9b413,,docs/analysis/compensation_extraction/BROAD-CANDIDATE-VERIFICATION-4X3000-RESUME-LANE-004-2026-07-28/broad_candidate_verification_4x3000_final_domain_host_summary.json,,,documentation,project_documentation,,,,,820324,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,820324,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-4d1c49a160d517fd5f6b,,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-TEXT-EXTRACTION-2026-08-02/priority_text_extraction_summary.json,,,documentation,project_documentation,,,,,743,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,743,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-aab1ffe3cb4ff6d6ff6b,,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-NORMALIZATION-MATCHED-STRUCTURE-PARAPHRASE-REPAIR-2026-07-30/careful_claims_after_normalization_matching.csv,,,normalization,normalization_output,,,,,87598,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_reconstruction_validation,medium,3,87598,,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-42da671bdc4c4870c071,,docs/analysis/compensation_extraction/GLOBAL-ANALYSIS-READINESS-GATE-AFTER-BROAD-INGESTION-2026-07-28/global_analysis_readiness_gate_dashboard_update_summary.json,,,ingestion,ingestion_output,,,,,1167,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_reconstruction_validation,medium,3,1167,,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-bcdf66b4da773254d21a,,docs/analysis/compensation_extraction/TIER-C-EVIDENCE-SPAN-RATING-SUMMARY-140-VALID-RATINGS-2026-07-27/tier_c_evidence_span_rating_summary_140_provisional_causal_candidate_hints.md,,,rating,rating_output,,,,,396,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,retain,none,none,0,,Preserve project lineage in the original archive.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-27e926105fa5af02d8ca,,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-BLOCKER-RESCUE-ANALYSIS-READY-RECLASSIFICATION-2026-08-03/cross_side_anchor_rescue_routing_results.jsonl,,,documentation,project_documentation,,,,,14075158,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,14075158,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-188aa829a3ab4a533535,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-VISUAL-PRODUCTION-AND-QA-2026-08-06/final_urbanicity_crosswalk.jsonl,,,visual_data,bounded_visual_input,,,,,514236,,,,,,,,,,,,,,,,,,,,,,retain,exclude,retain,retain,none,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-ea7c7ed77d2eac59f1c1,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/11_EXTERNAL-DATA-NORMALIZATION-MATCHING/total_compensation_unit_examples.csv,,,normalization,normalization_output,,,,,151610,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_reconstruction_validation,medium,3,151610,,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-46ccf24e99e1c97c7ecb,,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/next_task.md,,,documentation,project_documentation,,,,,969,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,969,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-7a089b8f7f76fa958207,,docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/svg/f10.svg,,,rendered_visual,svg,,,,,25695,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,25695,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-d0f8cb8a34a43ee05f41,,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-c803d7434e162c5e06ef.txt,,,extracted_text,txt,,,,,80827,,,,,,,,,,,,,,,,,,,,,,exclude,retain_as_companion,retain,eligible_after_source_library_acceptance,last,4,80827,,Extracted text is a source-library companion and remains separate from source binaries.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-46b8cab3819a3186d2c1,,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-RATING-INGESTION-CODIFICATION-2026-08-02/remaining_municipalities_rating_ingestion_codification_summary.json,,,rating,rating_output,,,,,2189,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,retain,none,none,0,,Preserve project lineage in the original archive.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-47a72861fba8df65304d,,docs/analysis/parallel_scout_rounds/POST-PI-PARALLEL-ROUND2-3X150-2026-07-23/lane_2_input.csv,,,documentation,project_documentation,,,,,345152,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,345152,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-a48887b83fba47f0d9d5,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-TARGETED-HOSTED-SEARCH-SCOUT-2026-08-04/prompt_orchestration_external_search_summary.json,,,prompt,orchestration_prompt,,,,,403,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_compact_history_archive,medium,2,403,,Keep representative prompts and relays in the frozen archive; repeated copies can be removed after acceptance.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-f06a1c468627b4cbdb34,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MECHANISM-CLAIM-LIMITATIONS-VISUAL-ATLAS-2026-08-06/mechanisms/mechanism-inflation-indexing_metadata.json,,,visual_data,bounded_visual_input,,,,,1455,,,,,,,,,,,,,,,,,,,,,,retain,exclude,retain,retain,none,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-d89676c1ee0b18fade9c,,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-RATING-INGESTION-CODIFICATION-2026-08-02/dashboard_remaining_rating_ingestion_update_summary.json,,,rating,rating_output,,,,,2918,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,retain,none,none,0,,Preserve project lineage in the original archive.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-454e5487fbd7aea6eafb,,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-EXTRACTION-1000DOC-TARGETED-QA-2026-07-25/compensation_extraction_1000_targeted_qa_report.md,,,report,report_support,,,,,1977,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,1977,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-9aee596090df21c47633,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/11_EXTERNAL-DATA-NORMALIZATION-MATCHING/independent_semantic_validation_limit_note.json,,,normalization,normalization_output,,,,,109,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_reconstruction_validation,medium,3,109,,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-c7d867ccf0ea8963ade8,,docs/analysis/compensation_extraction/COMBINED-BROAD-SPAN-EVIDENCE-EXTRACTION-3815-PARALLEL-LANES-2026-07-28/combined_broad_span_extraction_3815_rating_candidate_summary.json,,,rating,rating_output,,,,,219,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,retain,none,none,0,,Preserve project lineage in the original archive.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-36ac1de766795cbba6a0,,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-SPAN-EXTRACTION-2026-07-30/span_extraction_lane_001_queue.csv,,,raw_span,span,,,,,1535512,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_reconstruction_validation,medium,3,1535512,,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-5a204c0b6579d778f594,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/04_EXTERNAL-DATA-SOURCE-REVIEW-DOWNLOAD/restricted_or_login_required_queue.jsonl,,,queue,worker_queue,,,,,3763588,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_handoff_acceptance,high,1,3763588,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-362f338327aa82a29e57,,docs/analysis/wayland_other_bounded_ocr_extract_2026-07-10.txt,,,documentation,project_documentation,,,,,21511,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,21511,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-83238d90d8ea25ff9e40,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/05_EXTERNAL-DATA-READINESS/external_data_extraction_ready_queue.part-003.jsonl,,,queue,worker_queue,,,,,11626431,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_handoff_acceptance,high,1,11626431,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-d19c660ebc1e86fe99b3,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/05_EXTERNAL-DATA-READINESS/oversized_defer_queue.csv,,,queue,worker_queue,,,,,1,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_handoff_acceptance,high,1,1,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-b85b6b0631da2681a4b4,,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/targeted_source_review_download_429_validation_2026-07-26.md,,,validation,validation_or_audit,,,,,2737,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,2737,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-cfb6f75d7a8b4fab0643,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-VISUAL-PRODUCTION-AND-QA-2026-08-06/headline_to_figure_crosswalk.jsonl,,,visual_data,bounded_visual_input,,,,,487,,,,,,,,,,,,,,,,,,,,,,retain,exclude,retain,retain,none,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-674efdb66c6df1649b65,,docs/analysis/gabriel_state_source_scout_retry_summary_2026-07-14.md,,,rating,rating_output,,,,,13131,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,retain,none,none,0,,Preserve project lineage in the original archive.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-75e4607dad80184d4a14,,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/combined_broad_source_review_download_5589_dashboard_update_summary.json,,,dashboard,json,,,,,1042,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,retain,none,none,0,,Preserve project lineage in the original archive.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-8ace17c55c89991f71fb,,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-3f912ac63cbe82fa3a59.txt,,,extracted_text,txt,,,,,104059,,,,,,,,,,,,,,,,,,,,,,exclude,retain_as_companion,retain,eligible_after_source_library_acceptance,last,4,104059,,Extracted text is a source-library companion and remains separate from source binaries.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-af98cf3a7b5f37a273f9,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/11_EXTERNAL-DATA-NORMALIZATION-MATCHING/normalized_external_value_hash_manifest.csv,,,normalization,normalization_output,,,,,23215,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_reconstruction_validation,medium,3,23215,,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-6b3538cda4069ad509b1,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/math_run_manifest.json,,,mathematical_analysis,analysis_output,,,,,493,,,,,,,,,,,,,,,,,,,,,,retain,exclude,retain,retain,none,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-5f10693c693a8544f46a,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/math_lane_001_headline_ledger.jsonl,,,mathematical_analysis,analysis_output,,,,,139,,,,,,,,,,,,,,,,,,,,,,retain,exclude,retain,retain,none,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-9450930ae1ae9c53bf1f,,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-NORMALIZATION-MATCHED-STRUCTURE-PARAPHRASE-REPAIR-2026-07-30/paraphrase_repair_audit.md,,,normalization,normalization_output,,,,,303,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_reconstruction_validation,medium,3,303,,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-8a7aa46b43f54d66d2c8,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/validation_report.md,,,semantic_review,review_output,,,,,996,,,,,,,,,,,,,,,,,,,,,,retain,exclude,retain,retain,none,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
