extraction_case_id,document_identity_id,text_table_detection_id,page_number,page_role,bounded_evidence_pointer,text_chars,wage_term_count,numeric_token_count,table_like_line_count,qualitative_mechanism_term_count,non_base_wage_term_count,reference_signal,rendered_image_available,rendered_image_path,packet_page_count,packet_text_chars,packet_status
cex_db21a7a81ef153a937019b6a,doc_b6b994f9916e108e6ea27646,ttd_8784328e5bcfb79777b1298f,34,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0033_sr_f24f2ab4ded7f5fff8683fae.pdf#page=34,0,0,0,0,0,0,no,no,,6,5999,bounded_valid
cex_55b115489500c852f6c7a852,doc_6363672600554c95284de038,ttd_57361956538cd7aa60ed121a,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_22e40f08dd50fabb9bc2702d.pdf#page=2,1257,2,51,1,3,4,yes,no,,6,5915,bounded_valid
cex_55b115489500c852f6c7a852,doc_6363672600554c95284de038,ttd_57361956538cd7aa60ed121a,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_22e40f08dd50fabb9bc2702d.pdf#page=1,105,0,5,0,0,0,no,no,,6,5915,bounded_valid
cex_55b115489500c852f6c7a852,doc_6363672600554c95284de038,ttd_57361956538cd7aa60ed121a,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_22e40f08dd50fabb9bc2702d.pdf#page=3,740,1,34,0,0,5,no,no,,6,5915,bounded_valid
cex_55b115489500c852f6c7a852,doc_6363672600554c95284de038,ttd_57361956538cd7aa60ed121a,8,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_22e40f08dd50fabb9bc2702d.pdf#page=8,1180,0,4,0,2,0,no,no,,6,5915,bounded_valid
cex_55b115489500c852f6c7a852,doc_6363672600554c95284de038,ttd_57361956538cd7aa60ed121a,7,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_22e40f08dd50fabb9bc2702d.pdf#page=7,1478,0,8,0,6,0,no,no,,6,5915,bounded_valid
cex_55b115489500c852f6c7a852,doc_6363672600554c95284de038,ttd_57361956538cd7aa60ed121a,9,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_22e40f08dd50fabb9bc2702d.pdf#page=9,1155,0,5,0,1,0,no,no,,6,5915,bounded_valid
cex_9237c602e6f58a80caac9f92,doc_5ac3fd575e839b298121a839,ttd_8b04a3e5c0407acc05d97f8a,18,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0073_sr_c727924078e820532ffa576c.pdf#page=18,1079,0,6,1,13,0,no,no,,6,5997,bounded_valid
cex_9237c602e6f58a80caac9f92,doc_5ac3fd575e839b298121a839,ttd_8b04a3e5c0407acc05d97f8a,17,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0073_sr_c727924078e820532ffa576c.pdf#page=17,1480,0,6,0,18,0,no,no,,6,5997,bounded_valid
cex_9237c602e6f58a80caac9f92,doc_5ac3fd575e839b298121a839,ttd_8b04a3e5c0407acc05d97f8a,19,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0073_sr_c727924078e820532ffa576c.pdf#page=19,1498,0,18,0,1,1,no,no,,6,5997,bounded_valid
cex_9237c602e6f58a80caac9f92,doc_5ac3fd575e839b298121a839,ttd_8b04a3e5c0407acc05d97f8a,26,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0073_sr_c727924078e820532ffa576c.pdf#page=26,1492,10,14,3,4,3,no,no,,6,5997,bounded_valid
cex_9237c602e6f58a80caac9f92,doc_5ac3fd575e839b298121a839,ttd_8b04a3e5c0407acc05d97f8a,25,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0073_sr_c727924078e820532ffa576c.pdf#page=25,446,2,5,0,1,5,no,no,,6,5997,bounded_valid
cex_9237c602e6f58a80caac9f92,doc_5ac3fd575e839b298121a839,ttd_8b04a3e5c0407acc05d97f8a,27,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0073_sr_c727924078e820532ffa576c.pdf#page=27,2,0,1,0,0,0,no,no,,6,5997,bounded_valid
cex_20cbd5f7d3988ffebf6f0f2e,doc_20bc958cb90ccccbc4034a8f,ttd_45008847790f508ca9974e7a,15,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0091_sr_6c946e47f2fe6e0ab078843c.pdf#page=15,781,4,8,1,0,0,no,no,,6,5997,bounded_valid
cex_20cbd5f7d3988ffebf6f0f2e,doc_20bc958cb90ccccbc4034a8f,ttd_45008847790f508ca9974e7a,14,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0091_sr_6c946e47f2fe6e0ab078843c.pdf#page=14,1051,0,6,0,1,0,no,no,,6,5997,bounded_valid
cex_20cbd5f7d3988ffebf6f0f2e,doc_20bc958cb90ccccbc4034a8f,ttd_45008847790f508ca9974e7a,16,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0091_sr_6c946e47f2fe6e0ab078843c.pdf#page=16,1499,2,17,1,5,0,no,no,,6,5997,bounded_valid
cex_20cbd5f7d3988ffebf6f0f2e,doc_20bc958cb90ccccbc4034a8f,ttd_45008847790f508ca9974e7a,29,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0091_sr_6c946e47f2fe6e0ab078843c.pdf#page=29,1482,4,14,1,2,4,no,no,,6,5997,bounded_valid
cex_20cbd5f7d3988ffebf6f0f2e,doc_20bc958cb90ccccbc4034a8f,ttd_45008847790f508ca9974e7a,28,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0091_sr_6c946e47f2fe6e0ab078843c.pdf#page=28,1168,5,11,0,0,5,no,no,,6,5997,bounded_valid
cex_20cbd5f7d3988ffebf6f0f2e,doc_20bc958cb90ccccbc4034a8f,ttd_45008847790f508ca9974e7a,30,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0091_sr_6c946e47f2fe6e0ab078843c.pdf#page=30,16,0,1,0,0,1,no,no,,6,5997,bounded_valid
cex_2ce9517e92408ee877f91bab,doc_f857af8c571569d5cb242a82,ttd_7b79a9b9fe838def91718830,36,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0005_sr_f74a2db37bf35222c9ce7af1.pdf#page=36,1494,19,21,3,2,9,no,no,,6,5999,bounded_valid
cex_2ce9517e92408ee877f91bab,doc_f857af8c571569d5cb242a82,ttd_7b79a9b9fe838def91718830,35,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0005_sr_f74a2db37bf35222c9ce7af1.pdf#page=35,1488,13,66,0,5,2,no,no,,6,5999,bounded_valid
cex_2ce9517e92408ee877f91bab,doc_f857af8c571569d5cb242a82,ttd_7b79a9b9fe838def91718830,37,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0005_sr_f74a2db37bf35222c9ce7af1.pdf#page=37,1498,7,17,1,1,2,no,no,,6,5999,bounded_valid
cex_2ce9517e92408ee877f91bab,doc_f857af8c571569d5cb242a82,ttd_7b79a9b9fe838def91718830,63,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0005_sr_f74a2db37bf35222c9ce7af1.pdf#page=63,1498,19,206,9,2,0,no,no,,6,5999,bounded_valid
cex_2ce9517e92408ee877f91bab,doc_f857af8c571569d5cb242a82,ttd_7b79a9b9fe838def91718830,62,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0005_sr_f74a2db37bf35222c9ce7af1.pdf#page=62,21,4,0,0,0,0,no,no,,6,5999,bounded_valid
cex_2ce9517e92408ee877f91bab,doc_f857af8c571569d5cb242a82,ttd_7b79a9b9fe838def91718830,64,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0005_sr_f74a2db37bf35222c9ce7af1.pdf#page=64,0,0,0,0,0,0,no,no,,6,5999,bounded_valid
cex_af8d7dc334ba0eec22474847,doc_d1989231667afb85f22d5261,ttd_ab645cccae6fd64aeb603d65,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0043_sr_6ee2d286252cc9f56a12ed7a.pdf#page=2,956,0,54,0,2,3,yes,no,,6,5993,bounded_valid
cex_af8d7dc334ba0eec22474847,doc_d1989231667afb85f22d5261,ttd_ab645cccae6fd64aeb603d65,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0043_sr_6ee2d286252cc9f56a12ed7a.pdf#page=1,688,0,41,0,0,0,no,no,,6,5993,bounded_valid
cex_af8d7dc334ba0eec22474847,doc_d1989231667afb85f22d5261,ttd_ab645cccae6fd64aeb603d65,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0043_sr_6ee2d286252cc9f56a12ed7a.pdf#page=3,783,6,65,0,5,8,yes,no,,6,5993,bounded_valid
cex_af8d7dc334ba0eec22474847,doc_d1989231667afb85f22d5261,ttd_ab645cccae6fd64aeb603d65,19,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0043_sr_6ee2d286252cc9f56a12ed7a.pdf#page=19,1493,6,34,0,0,0,no,no,,6,5993,bounded_valid
cex_af8d7dc334ba0eec22474847,doc_d1989231667afb85f22d5261,ttd_ab645cccae6fd64aeb603d65,18,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0043_sr_6ee2d286252cc9f56a12ed7a.pdf#page=18,1477,1,32,0,0,1,no,no,,6,5993,bounded_valid
cex_af8d7dc334ba0eec22474847,doc_d1989231667afb85f22d5261,ttd_ab645cccae6fd64aeb603d65,20,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0043_sr_6ee2d286252cc9f56a12ed7a.pdf#page=20,596,8,12,0,0,0,no,no,,6,5993,bounded_valid
cex_d1a7b465c9b9b3eef0254568,doc_5841984ac2a8da113222ad8b,ttd_25b1eda52f71e20848eb7a0d,39,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0037_sr_5eacbb71aa4455fcf99a7e52.pdf#page=39,1486,11,14,0,0,19,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_cfa9e9e1976418c041b1/page_0039.jpg,6,5998,bounded_valid
cex_d1a7b465c9b9b3eef0254568,doc_5841984ac2a8da113222ad8b,ttd_25b1eda52f71e20848eb7a0d,38,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0037_sr_5eacbb71aa4455fcf99a7e52.pdf#page=38,1495,2,6,0,4,19,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_cfa9e9e1976418c041b1/page_0038.jpg,6,5998,bounded_valid
cex_d1a7b465c9b9b3eef0254568,doc_5841984ac2a8da113222ad8b,ttd_25b1eda52f71e20848eb7a0d,40,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0037_sr_5eacbb71aa4455fcf99a7e52.pdf#page=40,1484,3,38,0,0,23,no,no,,6,5998,bounded_valid
cex_d1a7b465c9b9b3eef0254568,doc_5841984ac2a8da113222ad8b,ttd_25b1eda52f71e20848eb7a0d,58,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0037_sr_5eacbb71aa4455fcf99a7e52.pdf#page=58,1476,3,8,0,0,3,no,yes,/Users/joachimjohnson/Documents/RA_2026/Pol_Fire/gabriel-wages/docs/analysis/text_table_calibration/TEXT-TABLE-INDEPENDENT-ADJUDICATION-PREP1-2026-07-24/rendered_pages/adj_cfa9e9e1976418c041b1/page_0058.jpg,6,5998,bounded_valid
cex_d1a7b465c9b9b3eef0254568,doc_5841984ac2a8da113222ad8b,ttd_25b1eda52f71e20848eb7a0d,57,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0037_sr_5eacbb71aa4455fcf99a7e52.pdf#page=57,57,0,5,0,0,0,no,no,,6,5998,bounded_valid
cex_d1a7b465c9b9b3eef0254568,doc_5841984ac2a8da113222ad8b,ttd_25b1eda52f71e20848eb7a0d,59,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0037_sr_5eacbb71aa4455fcf99a7e52.pdf#page=59,0,0,0,0,0,0,no,no,,6,5998,bounded_valid
cex_8492d48d29aa385a1727d246,doc_65b0475c4adc178858d6f14a,ttd_f2dff45c638ee126c94f7f6f,11,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0047_sr_fe9dfb8e65ec5934baf91ea7.pdf#page=11,1461,8,6,1,2,2,no,no,,6,5998,bounded_valid
cex_8492d48d29aa385a1727d246,doc_65b0475c4adc178858d6f14a,ttd_f2dff45c638ee126c94f7f6f,10,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0047_sr_fe9dfb8e65ec5934baf91ea7.pdf#page=10,1499,1,8,0,3,14,no,no,,6,5998,bounded_valid
cex_8492d48d29aa385a1727d246,doc_65b0475c4adc178858d6f14a,ttd_f2dff45c638ee126c94f7f6f,12,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0047_sr_fe9dfb8e65ec5934baf91ea7.pdf#page=12,1496,12,8,0,0,4,no,no,,6,5998,bounded_valid
cex_8492d48d29aa385a1727d246,doc_65b0475c4adc178858d6f14a,ttd_f2dff45c638ee126c94f7f6f,21,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0047_sr_fe9dfb8e65ec5934baf91ea7.pdf#page=21,1499,10,7,0,0,15,no,no,,6,5998,bounded_valid
cex_8492d48d29aa385a1727d246,doc_65b0475c4adc178858d6f14a,ttd_f2dff45c638ee126c94f7f6f,20,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0047_sr_fe9dfb8e65ec5934baf91ea7.pdf#page=20,43,0,3,0,0,1,no,no,,6,5998,bounded_valid
cex_8492d48d29aa385a1727d246,doc_65b0475c4adc178858d6f14a,ttd_f2dff45c638ee126c94f7f6f,22,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0047_sr_fe9dfb8e65ec5934baf91ea7.pdf#page=22,0,0,0,0,0,0,no,no,,6,5998,bounded_valid
cex_bde2b94e27e0d4232074805a,doc_f58347f5879206113638bcba,ttd_5c5f569d29906b2456891eb7,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0082_sr_b77b7890da505672ed6020c3.pdf#page=2,1468,3,18,0,1,0,yes,no,,6,5984,bounded_valid
cex_bde2b94e27e0d4232074805a,doc_f58347f5879206113638bcba,ttd_5c5f569d29906b2456891eb7,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0082_sr_b77b7890da505672ed6020c3.pdf#page=1,170,0,5,0,0,0,no,no,,6,5984,bounded_valid
cex_bde2b94e27e0d4232074805a,doc_f58347f5879206113638bcba,ttd_5c5f569d29906b2456891eb7,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0082_sr_b77b7890da505672ed6020c3.pdf#page=3,1479,0,13,0,7,0,no,no,,6,5984,bounded_valid
cex_bde2b94e27e0d4232074805a,doc_f58347f5879206113638bcba,ttd_5c5f569d29906b2456891eb7,29,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0082_sr_b77b7890da505672ed6020c3.pdf#page=29,1487,9,18,1,1,8,no,no,,6,5984,bounded_valid
cex_bde2b94e27e0d4232074805a,doc_f58347f5879206113638bcba,ttd_5c5f569d29906b2456891eb7,28,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0082_sr_b77b7890da505672ed6020c3.pdf#page=28,1378,5,12,1,2,6,no,no,,6,5984,bounded_valid
cex_bde2b94e27e0d4232074805a,doc_f58347f5879206113638bcba,ttd_5c5f569d29906b2456891eb7,30,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0082_sr_b77b7890da505672ed6020c3.pdf#page=30,2,0,1,0,0,0,no,no,,6,5984,bounded_valid
cex_f80215a27e5afd1196e23024,doc_18ffa609f03eebd4f00537b8,ttd_2dc82221ac20bb7d85e922b5,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0176_sr_2336ca708d99340c94d3a53b.pdf#page=2,1267,0,22,0,1,0,no,no,,6,5026,bounded_valid
cex_f80215a27e5afd1196e23024,doc_18ffa609f03eebd4f00537b8,ttd_2dc82221ac20bb7d85e922b5,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0176_sr_2336ca708d99340c94d3a53b.pdf#page=1,1482,0,33,0,0,0,no,no,,6,5026,bounded_valid
cex_f80215a27e5afd1196e23024,doc_18ffa609f03eebd4f00537b8,ttd_2dc82221ac20bb7d85e922b5,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0176_sr_2336ca708d99340c94d3a53b.pdf#page=3,0,0,0,0,0,0,no,no,,6,5026,bounded_valid
cex_f80215a27e5afd1196e23024,doc_18ffa609f03eebd4f00537b8,ttd_2dc82221ac20bb7d85e922b5,14,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0176_sr_2336ca708d99340c94d3a53b.pdf#page=14,370,0,14,0,0,0,no,no,,6,5026,bounded_valid
cex_f80215a27e5afd1196e23024,doc_18ffa609f03eebd4f00537b8,ttd_2dc82221ac20bb7d85e922b5,13,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0176_sr_2336ca708d99340c94d3a53b.pdf#page=13,426,0,10,0,0,0,no,no,,6,5026,bounded_valid
cex_f80215a27e5afd1196e23024,doc_18ffa609f03eebd4f00537b8,ttd_2dc82221ac20bb7d85e922b5,15,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0176_sr_2336ca708d99340c94d3a53b.pdf#page=15,1481,0,145,0,0,2,no,no,,6,5026,bounded_valid
cex_51501f07ed6b30c1ff55625d,doc_f3e5366b0dc3980eb77a0b1a,ttd_ddc97ff88a747cce98f1939b,1,fallback_front,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0012_sr_82274bdd0d73e5c08ce3603d.pdf#page=1,1487,0,46,0,1,0,no,no,,1,1487,bounded_valid
cex_100ff1a536c7cd8a47c93085,doc_9f769e6238d50836a0ac3a92,ttd_e39e36ad652da1cba6898cfa,9,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0042_sr_1a3510e82a45e3b81d4bc947.pdf#page=9,1488,12,10,2,0,16,no,no,,6,5998,bounded_valid
cex_100ff1a536c7cd8a47c93085,doc_9f769e6238d50836a0ac3a92,ttd_e39e36ad652da1cba6898cfa,8,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0042_sr_1a3510e82a45e3b81d4bc947.pdf#page=8,1486,6,36,0,1,0,no,no,,6,5998,bounded_valid
cex_100ff1a536c7cd8a47c93085,doc_9f769e6238d50836a0ac3a92,ttd_e39e36ad652da1cba6898cfa,10,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0042_sr_1a3510e82a45e3b81d4bc947.pdf#page=10,1490,0,13,0,2,15,no,no,,6,5998,bounded_valid
cex_100ff1a536c7cd8a47c93085,doc_9f769e6238d50836a0ac3a92,ttd_e39e36ad652da1cba6898cfa,19,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0042_sr_1a3510e82a45e3b81d4bc947.pdf#page=19,1499,9,10,1,0,13,no,no,,6,5998,bounded_valid
cex_100ff1a536c7cd8a47c93085,doc_9f769e6238d50836a0ac3a92,ttd_e39e36ad652da1cba6898cfa,18,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0042_sr_1a3510e82a45e3b81d4bc947.pdf#page=18,35,0,5,0,0,0,no,no,,6,5998,bounded_valid
cex_100ff1a536c7cd8a47c93085,doc_9f769e6238d50836a0ac3a92,ttd_e39e36ad652da1cba6898cfa,20,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0042_sr_1a3510e82a45e3b81d4bc947.pdf#page=20,0,0,0,0,0,0,no,no,,6,5998,bounded_valid
cex_5c42671b903f2c4c5b1772db,doc_3c9488a06ac7fa3a19d74424,ttd_4f53a994cb2bd166c80b78f0,6,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0060_sr_0d60608a63f5a0142b7e515b.pdf#page=6,1482,4,16,2,0,0,yes,no,,6,5995,bounded_valid
cex_5c42671b903f2c4c5b1772db,doc_3c9488a06ac7fa3a19d74424,ttd_4f53a994cb2bd166c80b78f0,5,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0060_sr_0d60608a63f5a0142b7e515b.pdf#page=5,1477,0,15,0,0,1,no,no,,6,5995,bounded_valid
cex_5c42671b903f2c4c5b1772db,doc_3c9488a06ac7fa3a19d74424,ttd_4f53a994cb2bd166c80b78f0,7,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0060_sr_0d60608a63f5a0142b7e515b.pdf#page=7,1496,1,8,0,15,0,no,no,,6,5995,bounded_valid
cex_5c42671b903f2c4c5b1772db,doc_3c9488a06ac7fa3a19d74424,ttd_4f53a994cb2bd166c80b78f0,11,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0060_sr_0d60608a63f5a0142b7e515b.pdf#page=11,1497,11,14,0,1,4,no,no,,6,5995,bounded_valid
cex_5c42671b903f2c4c5b1772db,doc_3c9488a06ac7fa3a19d74424,ttd_4f53a994cb2bd166c80b78f0,10,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0060_sr_0d60608a63f5a0142b7e515b.pdf#page=10,41,0,4,0,0,0,no,no,,6,5995,bounded_valid
cex_5c42671b903f2c4c5b1772db,doc_3c9488a06ac7fa3a19d74424,ttd_4f53a994cb2bd166c80b78f0,12,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0060_sr_0d60608a63f5a0142b7e515b.pdf#page=12,2,0,1,0,0,0,no,no,,6,5995,bounded_valid
cex_7411e7cfe12346a7d59e30e0,doc_2e5b194dc234b3b8d037bdab,ttd_be0588f8645588a596157aef,17,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0117_sr_84ece7576a945d0f12fbaa7c.pdf#page=17,1498,4,17,0,0,4,no,no,,6,5999,bounded_valid
cex_7411e7cfe12346a7d59e30e0,doc_2e5b194dc234b3b8d037bdab,ttd_be0588f8645588a596157aef,16,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0117_sr_84ece7576a945d0f12fbaa7c.pdf#page=16,1493,22,11,4,1,5,no,no,,6,5999,bounded_valid
cex_7411e7cfe12346a7d59e30e0,doc_2e5b194dc234b3b8d037bdab,ttd_be0588f8645588a596157aef,18,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0117_sr_84ece7576a945d0f12fbaa7c.pdf#page=18,1498,1,20,0,5,15,yes,no,,6,5999,bounded_valid
