review_type,extraction_case_id,page_number,lane,observation_ids,observation_count,qa_reason
possible_non_base_wage_in_quantitative_lane,cex_3d261d26bd34f8dd1f7c5b3d,11,quantitative,qobs_1989653f876f99e59f391bc0,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_aa3dd53a7c01eb85387c1950,10,quantitative,qobs_30ad0849709251a7fa92a9ee,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_aa3dd53a7c01eb85387c1950,10,quantitative,qobs_71b31492d0274f5e5c7abc51,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_fc4afc5000531539b3368c8b,58,quantitative,qobs_fe089b76e9d9e10bbfe5a1d2,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_2736a539edd4f65fb97e8442,11,quantitative,qobs_9599b61126795a263cd764ca,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_2736a539edd4f65fb97e8442,11,quantitative,qobs_adb43be800b7eceb3ac12fe8,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_c7f6a83f0075983e6133362e,14,quantitative,qobs_f9bb85dab629d683660bbf86,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_c7f6a83f0075983e6133362e,15,quantitative,qobs_30e2f3f1ed5fc357e3e8e934,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_c7f6a83f0075983e6133362e,15,quantitative,qobs_3b3bf1a0051b15a40a1b8c9b,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_d007a3ad5fc6446b74229fa0,11,quantitative,qobs_6eead01a0a61fe9e35dea3fd,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_d007a3ad5fc6446b74229fa0,10,quantitative,qobs_c98662d27ee6ff8e0553062e,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_d007a3ad5fc6446b74229fa0,10,quantitative,qobs_8c9efc05fd76f1c0f93f043f,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_ad0e70b181e332e57b6db5f0,9,quantitative,qobs_13960f37878cc2a059aae147,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_a77466ed39cd0e75324d91ec,6,quantitative,qobs_4a97b826524eb11accd102f4,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_88c7246be86ef029ee9ffdb6,9,quantitative,qobs_2a6082628411affd39a3e95a,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_44df6e0011dd33cae7cc142b,12,quantitative,qobs_6d7ff6552ce01eda178e76f5,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_44df6e0011dd33cae7cc142b,13,quantitative,qobs_9b4e90d70b3a82ec5d4ed7c3,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_44df6e0011dd33cae7cc142b,13,quantitative,qobs_bd848987b7833703926d9765,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_a02ff14c6dec91662c76afe7,19,quantitative,qobs_dd6ac7c753c6a5d1210c69e9,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_199b4f19d28d0d021c8f9842,21,quantitative,qobs_a59849b5a39f2e1f87074496,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_199b4f19d28d0d021c8f9842,21,quantitative,qobs_29bcf409c485d59528c036ce,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_199b4f19d28d0d021c8f9842,21,quantitative,qobs_5ba08fcedbfc7a2a3f09686e,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_20342df70b4375b7d1c4b8bd,20,quantitative,qobs_76801fd740acb796bf678b3c,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_1f227725cf3a18071b3d7c20,1,quantitative,qobs_73226eef2dc2176c4a84bfa3,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_96041e6bf3594bd45a314de4,16,quantitative,qobs_9335869ecb0a91f3cbe2e17c,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_77ffcd4d041b6c73434fb34f,10,quantitative,qobs_c4ec31482b3bed212f29dbdd,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_77ffcd4d041b6c73434fb34f,10,quantitative,qobs_02338ebf1002459acdf5f17a,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_77ffcd4d041b6c73434fb34f,10,quantitative,qobs_751ff507291eb55fc18c2636,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_76ce5cec8b6bf25552be5669,18,quantitative,qobs_8974d8064782185a5fbd4357,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_76ce5cec8b6bf25552be5669,18,quantitative,qobs_6f5a7aa422f9ce6106b69297,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_bfdc42924c7f5a79c445e581,14,quantitative,qobs_10c6eeb6700cce34bb7f2a17,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_bfdc42924c7f5a79c445e581,14,quantitative,qobs_850c41de0c6719b9c0935b05,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_bfdc42924c7f5a79c445e581,14,quantitative,qobs_ac159d1e6f029781583b1bc4,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_bfdc42924c7f5a79c445e581,14,quantitative,qobs_18068778c289a3bb8b395cf4,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_438e41bde2151f5a83518d6e,10,quantitative,qobs_3d89c63e2bd7cbca4297cc8b,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_27bd58cdf06c8f1ddc1c06a0,31,quantitative,qobs_59cc0d35ca9dcb45ca77493a,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_27bd58cdf06c8f1ddc1c06a0,31,quantitative,qobs_ab92632f5765d8b925522612,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_d05aa871ea17ee0e44809e69,24,quantitative,qobs_7e720853919614787a237827,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_d05aa871ea17ee0e44809e69,24,quantitative,qobs_b81db2c2cb9b66f2fe166e09,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_d05aa871ea17ee0e44809e69,24,quantitative,qobs_2b08fbe41bf15e5db8c37056,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_15258af7f54fe009feab2bf0,11,quantitative,qobs_aabf6c2f7bf2186f47d35070,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_59541bd12d5d66db6bc0eaaf,10,quantitative,qobs_38381dc194ec69b815919fd3,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_bce54a6ed6fbde3936a25b34,31,quantitative,qobs_84cba40a4dbef515570f06d0,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_bce54a6ed6fbde3936a25b34,30,quantitative,qobs_7465c728e3b44704879e48d9,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_e67383f41524bf520ba74c05,13,quantitative,qobs_4be755777768e5d37e92d0d4,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_e67383f41524bf520ba74c05,13,quantitative,qobs_89375c09e462004ed1da8816,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_ebc6b532138739e7fbcfea9a,18,quantitative,qobs_7db61b6fd386c6563b837f4f,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_94eca1be458d3acd471c2557,17,quantitative,qobs_2fa4f0471d145c64402735f2,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_94eca1be458d3acd471c2557,17,quantitative,qobs_c381d820c9e14ec6ccfede04,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_4831ce5a78f76722a6968dee,8,quantitative,qobs_5de43c7a29d0e576146c26f5,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_4831ce5a78f76722a6968dee,9,quantitative,qobs_82b0f1f0d0e3305eda4003bd,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_4831ce5a78f76722a6968dee,9,quantitative,qobs_3192dd3c38d8ada461fe84bc,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_2b8f6e75f95971d60c2db923,39,quantitative,qobs_deb119f2611a3def0e7300d9,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_112d6094e8bec6dedcefc739,8,quantitative,qobs_bf2971f85d73d83f3f055ef6,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_112d6094e8bec6dedcefc739,8,quantitative,qobs_d94f41b52406e37e5711b6fc,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_d253fb67478332150a989f69,3,quantitative,qobs_a33d1e59fd8da6d09846778e,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_3e2fa308fbbb0a768ad0c2b0,14,quantitative,qobs_3f3fbdb6673f2442df8eaea0,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_add0da7d13790ea6a03c61b7,7,quantitative,qobs_c6ff8193343e3361e2513a7f,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_add0da7d13790ea6a03c61b7,7,quantitative,qobs_8036654f54d6a93bdc6b1d62,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_add0da7d13790ea6a03c61b7,7,quantitative,qobs_209cc9f6eebd60927122e4c9,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_add0da7d13790ea6a03c61b7,8,quantitative,qobs_884e6349d458470c476d6d1b,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_b935f8a61941818cbad1effe,4,quantitative,qobs_0cf9e24bb533f3f278036dad,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_b935f8a61941818cbad1effe,5,quantitative,qobs_600201f08841706400907726,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_b935f8a61941818cbad1effe,5,quantitative,qobs_08b2db187a40195c1ea6dc7a,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_2e49b4235d31f3ffc68a25b9,7,quantitative,qobs_174f18bd8d397d53a9d5e0a6,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_843f43f826cb345797648bc1,4,quantitative,qobs_036ca274c0bac1fabb8a7892,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_c0b1036442ab5c73ad06c1c6,2,quantitative,qobs_f7cba18522640a0986e5ca5f,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
