analytical_unit,channel_classification_basis,claim_ids,department,external_staffing_unit_id,field_name,hypothesis_class,municipality,normalized_value,observation_id,observation_type,period,raw_value,side,source_SHA_256,source_coordinate_input_sha256,staffing_hypothesis_type,terminal_match_status,unit
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-adec54098bf151331e605bae,vacant_positions,supports_safety_pressure_channel,cog_2025_170800,4.7,EXTRECON-ed5de41576aa2c608676a232,vacant_position_observation,undated,4.7%,fire,e2197861bb7238485864db7e921d4a6ccf01fe63cf772bd96e51d24179d6c7ff,0b0f1e4d7af9088df6682519de4b628e455020b4c3284c335a29e4608e599240,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-4b22d802996a0a0e60fdf49d,vacant_positions,supports_safety_pressure_channel,cog_2025_170800,743,EXTRECON-7fce057ef4eefa02e031400e,vacant_position_observation,undated,743,fire,e2197861bb7238485864db7e921d4a6ccf01fe63cf772bd96e51d24179d6c7ff,3e1c69d03157a6b905909348427aba54964636d75ce711fb6996553711907120,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-2bf2a19651d886d949be36f8,vacant_positions,supports_safety_pressure_channel,cog_2025_170800,"March 31, 2025",EXTRECON-75218c9866085fd3703222a6,vacant_position_observation,undated,"March 31, 2025",fire,e2197861bb7238485864db7e921d4a6ccf01fe63cf772bd96e51d24179d6c7ff,628be46359f9cc222fa50eb04bc7bfa4821165149549cb2dd9017b519093a807,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-7fe9f0d196c15a269846d9a9,vacant_positions,supports_safety_pressure_channel,cog_2025_131402,"March 31, 2024",EXTRECON-09b3021588b23e7bd33a75de,vacant_position_observation,undated,"March 31, 2024",fire,b9e80d11db56aabb56fbf048135d9ac32b73db3160871c13d84e8606db232d8c,7977bfb24a9712a4b193d742e4897db9f3e220fa4d98ee5e219723b699c85c5b,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-339652cb3896dc82bdfe6b8f,vacant_positions,supports_safety_pressure_channel,cog_2025_131402,24.8,EXTRECON-907e78c3e6fb14d56e5264a1,vacant_position_observation,undated,24.8,police,b9e80d11db56aabb56fbf048135d9ac32b73db3160871c13d84e8606db232d8c,d096e5ca49a299945d231bdddcc19b40aeadc1eda26c1c366edaa32e8b5463cc,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-46d7d69e17e54fb5630b8855,vacant_positions,supports_safety_pressure_channel,cog_2025_100234,39500,EXTRECON-de9495741d9ec23ab140ba88,vacant_position_observation,2020,"39,500",police,355a4e36e9fba5da7d86a2ca260578da89971e40ea9f2df6d66981f3cefe2654,e420e1cabc577081696b29522af350be0392fb12b4c47376ea88a3fa6d245615,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,unclear,EXTSTAFF-a4e47d59ea2918d35881f7d4,vacant_positions,supports_safety_pressure_channel,cog_2025_161620,26,EXTRECON-b87849549b91742b2fe40c01,vacant_position_observation,2025,26,police,ba6bcff262c25ff087c142ab3f6436295125c34357d31735372c1ff44ff740c3,0d4da911e552babfaa4622c052c27e54bd9054dbb68e902e1f0f08d1e8949e05,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-3e79e4a4deff66f7f045caed,vacant_positions,supports_safety_pressure_channel,cog_2025_212039,-26,EXTRECON-a3cfba4199abb7c0caf26d00,vacant_position_observation,2026,"-26,",fire,1bf2efffc73acc95f289168f161070c0180ddf39eb9771ea1e683e62b50b46c8,f57ce5ce1b7c1887ae7519ff919775f9d5e737a4959904bd77fac7752c082198,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,unclear,EXTSTAFF-bce5289d2d4aa7514849fdfe,vacant_positions,supports_safety_pressure_channel,cog_2025_176477,2022,EXTRECON-3b41584b6852a4afd6e2d34b,vacant_position_observation,2024,"2022,",police,0db7636f081089dcc3a965d7f4e09f54c3e46fc41eb8f0816df2d2a12e043d2b,68732e09314cea2d05e6a4db0ef477ccbd8bafa02150773afe8a929416a48a4f,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-437cd05b6b9611daabf83432,vacant_positions,supports_safety_pressure_channel,cog_2025_131431,-26,EXTRECON-f76e7d6baaa300201ddb14a5,vacant_position_observation,2024,-26,police,536e9a4a95abc12f681665504cbcecf7c50a65729e06814ae8f9bfa121390a4e,a6bf8f08dc8cd36d7301808748c057874d251c1729d03b46a5c2bca961153f8c,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-aec9440c55f5c2ca45a724d5,vacant_positions,supports_safety_pressure_channel,cog_2025_166790,-1,EXTRECON-92c0c145f4b938e435752022,vacant_position_observation,undated-source-B4X2500LIVE-20260729-002884,-1.0,police,93528aa7111cd4e1c3e53c29e20eefbf3bb7ad066f9c7b890ffc5a1d7989a53d,820c055385334e9e4ce7b0410473059847797e68965e23d2f6f0b879f3a95951,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-18528fce53fb2b877e7c51b8,vacant_positions,supports_safety_pressure_channel,cog_2025_170646,"March 31, 2025",EXTRECON-194b4407b30660e5c2e178d2,vacant_position_observation,2025,"March 31, 2025",police,658a403131fb5d819fa7494dca86ed37ba2f975b387dd35f58f3442b0043bcbe,1ad1f47a8a9c715800604fc9dc9b9e3a7096c6247472fd4f103c92504e99137d,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-d43000cd10ea2bfb3b3442d2,vacant_positions,supports_safety_pressure_channel,cog_2025_170646,16.8,EXTRECON-dbd6be32ea5820565a551fcb,vacant_position_observation,2025,16.8,fire,658a403131fb5d819fa7494dca86ed37ba2f975b387dd35f58f3442b0043bcbe,34b1b44409860c9039cb671dd16c060fc4f060018001341fdb0aadb35c896542,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,police,EXTSTAFF-a890883545944e79132252d9,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_170985,812,EXTRECON-487f9369755488ae033aa985,vacant_position_observation,2023,812,police,0e41b15ae9f4d49e9b97a0c880817807952f6643fce83e69813a2c3822bba46e,b8893df84cd796c5d6e7beb29bf7ae7c6717fe9a15bc5409ea5dc55f1985df17,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,fire,EXTSTAFF-9afc7c8ea147a5af21c1b7b9,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_170985,69,EXTRECON-528f45ca4ecfda93c2404fb2,vacant_position_observation,2023,69,fire,0e41b15ae9f4d49e9b97a0c880817807952f6643fce83e69813a2c3822bba46e,70ef7c32698be4933f216a0734e9e9aefc2758418bf1da47321d7091dc798750,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,fire,EXTSTAFF-9e93107e11da5704c243a186,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_170985,7.1,EXTRECON-0898bd3e8bb83a005c0ec39e,vacant_position_observation,2023,7.1%,fire,0e41b15ae9f4d49e9b97a0c880817807952f6643fce83e69813a2c3822bba46e,cdd11c5a0b7c297411e0a1d3e785decfc0884f42363ba2fcb8b2c8319adad4d3,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-aaa39eec3f05da84d3c9e6d4,vacant_positions,supports_safety_pressure_channel,cog_2025_208467,2,EXTRECON-0699ee3f955b26aadf7745d7,vacant_position_observation,undated-source-B4X2500LIVE-20260729-000495,2.0,police,2d949f6fc49dca3e1f5895f364c84046f2fb06e8c55bad2ab93d5c61ef44149f,b0c17813918508471466cc115c0a263bf64c5c7644948aaec0797da804574214,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-b7d114d542cb51b35620f817,vacant_positions,supports_safety_pressure_channel,cog_2025_170601,-20,EXTRECON-8b2a292ea81b347f77c0ab20,vacant_position_observation,2020,-20,fire,b5de4532bd471f766ccc05db8bf1127b619789e1ebed625b95f74cf2493230aa,0b02900f614f6cfe20bb5ba6fd6e31edf11e153f0a2ffd8861d8434af52147ad,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,unclear,EXTSTAFF-7769c27a73e88df759477d8b,vacant_positions,supports_safety_pressure_channel,cog_2025_111011,83,EXTRECON-ed40d29cf5c089b413adf101,vacant_position_observation,2016,83.0%,safety_combined,b12763aeb0bb2371b17fea4b225bdbe592102b9b16b494633b22c8763d6c8666,8480e6f8f580c766e777ed531f5bf4aec5480de841983f64bf77d2edbe19083e,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,police,EXTSTAFF-0d86144045a4ed9400f32c18,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_111011,21,EXTRECON-5ddfab0788446f63e1b9f90c,vacant_position_observation,2016,21%,police,b12763aeb0bb2371b17fea4b225bdbe592102b9b16b494633b22c8763d6c8666,b536aa306813e28d6611e3fac26b9cb68cd0fc6a4ce3ea4904bac84a0bdbad80,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,unclear,EXTSTAFF-953fb25355484eb1fdfe2f07,vacant_positions,supports_safety_pressure_channel,cog_2025_170697,10,EXTRECON-cb513ec4dde86934f8ccb4ff,vacant_position_observation,undated-source-B4X2500LIVE-20260729-008894,10,police,2ee3882ac958373af576643afa09e2c39661d89e5e08e09e7dddc5fcc4643a63,24eb69c23764c58994d6f954c158cd2a2717d034793ffadb5a9a88ce1101642a,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-3b253b17490165b7cb18d8cd,vacant_positions,supports_safety_pressure_channel,cog_2025_170801,8.9,EXTRECON-d2b28b1a2f838f0d79eeb9df,vacant_position_observation,undated,8.9,police,3f2c815902ec5375f0f620c8e397662b4d3cc4478fa8dfe090b4401095eba9c4,551b225b1f586613ef8c4ec29ffd977cc78c773c8d43f1e078d12bf06b00dcf6,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-75ed76b04aaed9d851c922cb,vacant_positions,supports_safety_pressure_channel,cog_2025_170801,24.7,EXTRECON-5e09d52a8182c00ed6dd8506,vacant_position_observation,undated,24.7,police,3f2c815902ec5375f0f620c8e397662b4d3cc4478fa8dfe090b4401095eba9c4,5db07fe46122550f64a9c09c3393a708839c457edaeffb7e0f999dc800f145d2,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-3211046320a97efe1e28c286,vacant_positions,supports_safety_pressure_channel,cog_2025_170801,28,EXTRECON-fd4f799fead4fdca5c0b0a62,vacant_position_observation,undated,28,fire,3f2c815902ec5375f0f620c8e397662b4d3cc4478fa8dfe090b4401095eba9c4,71befb41f7a9cf642e84c29b0df6846235da43e64ace66df659c661af3f94bcd,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-da43b7b2876bd4426e20d74c,vacant_positions,supports_safety_pressure_channel,cog_2025_225675,ten Patrol Deputy positions and three Criminal Records,EXTRECON-1b55bd7df4bcd298b5bdc592,vacant_position_observation,2023,ten Patrol Deputy positions and three Criminal Records,police,8ea77d9a320538fdfed5d43a3dddf079c55b5e5e6dd1192797d63c3cf7bda150,56dd816e232c6a1846816764bfdb5a2d3064d5ca55b800b258edfd4cfa7d09a7,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-dfd7c295749a3670ce6fd91b,vacant_positions,supports_safety_pressure_channel,cog_2025_109598,19,EXTRECON-39ec46e529d3dae879619b27,vacant_position_observation,2019,"19,",police,99451ae383390eddefab91ddedcbae983ff178c96f0f74ecedfeeff4e1a67d72,c0cc9c0aebcd9045989c7266f3bb052da3d84d2759ef0b9d56c02d308e140dcc,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-9599c78ec8d9b41c90624f68,vacant_positions,supports_safety_pressure_channel,cog_2025_211455,0,EXTRECON-be7bdf0f5ec0beb94530bab9,vacant_position_observation,2026,0.0,police,5a6137f1d06b07b795003014b55eae80159f43267e6eb2acf2576e7ba1caa57c,9567810e9776ae19af596a612fdbb2e7088d54130966d8717e9647245f672104,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-531624e699afe4f3fca8e9ab,vacant_positions,supports_safety_pressure_channel,cog_2025_170794,"March 31, 2025",EXTRECON-b8a73f97f58905d4c4807d0d,vacant_position_observation,undated,"March 31, 2025",fire,3ec0ca4e769d98ada26fcfa37ae729fa224bc35f4fd57ca59f4837b9131bd7a8,aee53f99ba84136931f0db5466ae9f12d70731edb646bda4bc43eab89bc9e408,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-9599f4d5c9768ccafd8677ab,vacant_positions,supports_safety_pressure_channel,cog_2025_170800,812,EXTRECON-e9256fa88c0687d99d4e9650,vacant_position_observation,2024,812,police,3799bc9e8795d76104b51d8adc10e26f83c1a9976d8724377704486b7f205d87,34e42e0688b31652927b3d248c75778aa76a912329d5b3362ca2b446e6bd39a7,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-8a4d140745c6f619e1bab4d8,vacant_positions,supports_safety_pressure_channel,cog_2025_170800,56,EXTRECON-262c1f55a89aadf2e1e9a791,vacant_position_observation,2024,56,fire,3799bc9e8795d76104b51d8adc10e26f83c1a9976d8724377704486b7f205d87,7adaf2c38da9c08f3ef4c153fd8b5d6d6a697eaf699a1147b26b8b1f4f565457,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-3bfa0313ce1728ec0105151e,vacant_positions,supports_safety_pressure_channel,cog_2025_170800,63,EXTRECON-fb52d3f347ab3a53466db650,vacant_position_observation,2024,63,fire,3799bc9e8795d76104b51d8adc10e26f83c1a9976d8724377704486b7f205d87,fb411c3e409c43abef1947931d99c525c9ac0609e5378cd8faab47e08477b8c8,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-98e6f2dcbec9174d01f2c3c2,vacant_positions,supports_safety_pressure_channel,cog_2025_209122,875,EXTRECON-0855536cf6cfa5fd3178d192,vacant_position_observation,2024,875,police,3850d2c2de89ea5384a5411759c22417670ee2f094294f40bd8a2c665d5de167,e23736578e850dad6ed6095e4fd80e83d32de8f0a549b71a96b6368131ab4a1e,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,police,EXTSTAFF-da5dbeb4fdb745557c9b3f63,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_204767,27,EXTRECON-7f4ddf6f10db62541e27b06a,vacant_position_observation,undated,27%,police,8dc4c1e71bdbb0bb66780c53d3b5c8538086128a64f5513eae9d9250adf754da,f135f5189b8e19790caaf28b012d40e8dff325c1c76028c0afa101a181bf4e56,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-d30afe3a0a5948c09c8aa10b,vacant_positions,supports_safety_pressure_channel,cog_2025_184103,12,EXTRECON-68519efff53fce26a346fb87,vacant_position_observation,undated-source-B4X2500LIVE-20260729-008912,12,fire,78be025517b14695592d4588e862498b297ca4405422bd6cd49985f6d40cd8ea,e83c6f57e954a3e122125fb92097f1a52b3c4f362576cfeb9ae8190f096b2bca,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-9784d9687c347d67bb4081f6,vacant_positions,supports_safety_pressure_channel,cog_2025_184103,27,EXTRECON-15e117616afe42ecd2c6a533,vacant_position_observation,undated-source-B4X2500LIVE-20260729-008912,27,police,78be025517b14695592d4588e862498b297ca4405422bd6cd49985f6d40cd8ea,9d3033a5086fdd0193dda83508da448787a0fe488afc0c097de92c3ded3e215e,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,unclear,EXTSTAFF-1a3054ee4ab32791c7c6f5ad,vacant_positions,supports_safety_pressure_channel,cog_2025_106593,1642680,EXTRECON-55afe6b432c097083b1f74ab,vacant_position_observation,2022,"1,642,680.00",fire,b9d661644af29535bed1cb6858339bd8c7b5d460acaccd4ab760f890b2ec6394,9b1460310d47be6a4df4148a678d01e99bb418b799e70a8eb0468989ca38a42e,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-42a0d0fab778d3116f125ec1,vacant_positions,supports_safety_pressure_channel,cog_2025_225678,4,EXTRECON-6e8254df8a65214022481ba7,vacant_position_observation,undated-source-BRMGRS-20260802-5feb5a1c80793ddbf12b1d6d,4,police,a300e7daf54cd89821e5ffdc8e29d87b8b1c093fe9b8a37ed4d663367e988f67,a934ff50e83896f9d8041db66088600debee09b2c184a4885ee63e56ab40da98,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-b2d08565b397b418b1fe1ee0,vacant_positions,supports_safety_pressure_channel,cog_2025_171041,13.8,EXTRECON-610b9a0704cec3db9f890703,vacant_position_observation,2025,13.8,police,dba0d12b89c019c020244ca3717c09f3430264e634acaab4148b750d838eb653,c7c1d5e5b96b0c621cf8fd8e44e7ec3a2498b19c6faccb9e770c6f1353ecadde,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-5892d9119b5aa355a1295259,vacant_positions,supports_safety_pressure_channel,cog_2025_225676,2026,EXTRECON-f8487dc80a5b8844eb8277a8,vacant_position_observation,2021,2026,police,d3a85086d5d6678ac07f5032c7c4217af1af76601f79b8753ca46dcc8651723b,b7e8f43a278e2ae818b8b2ce1c9d7c2f3d3ad0854482a32d1c64b3cdd0f052f7,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,police,EXTSTAFF-bc32307b4c72c56fdfb49a68,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_207913,10,EXTRECON-fc02353f6df31e5744edd1f8,vacant_position_observation,2021,10%,police,cb37fefa7ca38f6e0189e33fab2045dab79bb753730d60442999e87d121b7e5e,bc59d422eef0a8a3ea16888c6e1e2df33c3ceaf575c3bd635f2e51d0f83113d4,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,police,EXTSTAFF-821bf4758398fa4499d156fb,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_170800,812,EXTRECON-a5d1d2da4e09aba824904178,vacant_position_observation,undated,"812,",police,e2197861bb7238485864db7e921d4a6ccf01fe63cf772bd96e51d24179d6c7ff,e78b28f18b9d1863e6f3fb393899d416daa2b70048f58b8aa31b939779321e00,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-d78eb6e8c8cbd7ca2f94a260,vacant_positions,supports_safety_pressure_channel,cog_2025_170800,743,EXTRECON-3e9086e21fca8efc7eac9996,vacant_position_observation,undated,"743,",fire,e2197861bb7238485864db7e921d4a6ccf01fe63cf772bd96e51d24179d6c7ff,b3b424dd42ab7767289a00ec9f5e06e50ff246a0466c8099dfa9a23af8e663c6,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-09e09af88313791452ea3728,vacant_positions,supports_safety_pressure_channel,cog_2025_170800,"March 31, 2025",EXTRECON-d92d4c1990a1180f925de478,vacant_position_observation,undated,"March 31, 2025",police,e2197861bb7238485864db7e921d4a6ccf01fe63cf772bd96e51d24179d6c7ff,d17d9755cd7ddc4f8c4b15f27f5116d14aa75b5a329bbb6d7831290f05ca8632,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-51ef05a3862ce30cd2913267,vacant_positions,supports_safety_pressure_channel,cog_2025_170800,48,EXTRECON-0c646d72fdbf0138e2ab04e3,vacant_position_observation,undated,48,fire,e2197861bb7238485864db7e921d4a6ccf01fe63cf772bd96e51d24179d6c7ff,2d283b7d463a7d5cd900cb1e0a91e2f58c58019289767fe87849ff26f8d3459b,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,police,EXTSTAFF-fb2b318bb51dc62ce54ef0e3,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_131402,12,EXTRECON-895033b7b95b6fabb03df580,vacant_position_observation,undated,12.0%,police,b9e80d11db56aabb56fbf048135d9ac32b73db3160871c13d84e8606db232d8c,b2050de7c43894fc82236c98c76dc8fa85d4604aac80a7b9707a600cd1e4356b,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,police,EXTSTAFF-8c78f89289ab4c8a328c160c,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_131402,9.2,EXTRECON-dc126865e8e14393a0b0a962,vacant_position_observation,undated,9.2%,police,b9e80d11db56aabb56fbf048135d9ac32b73db3160871c13d84e8606db232d8c,63c1fd6e2e03cbdacbf1257e8f07e7dbcc1fb8772cd080ee0fa1126a02b57321,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-3fb2046fb6891ab96c432a2c,vacant_positions,supports_safety_pressure_channel,cog_2025_131402,2023,EXTRECON-c36f822d5724dac246affc50,vacant_position_observation,undated,2023,police,b9e80d11db56aabb56fbf048135d9ac32b73db3160871c13d84e8606db232d8c,9f90aed8d93150d63763c43da89c70882a71c17318f05c752aead6e01ee8bdda,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-88b2020c6f9850faef16041f,vacant_positions,supports_safety_pressure_channel,cog_2025_162180,2/1/20,EXTRECON-2d8aee60fad15c2fbe4cde99,vacant_position_observation,2023,2/1/20,fire,0f97c73af92eeebf4f67a857c989627f135150096156db0f6db780eac3a3f0c0,94b7e97c48f65329e2ec460813c6852873030ef28d325f44209085d83c592333,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-150670200f38b9cff48ff3d3,vacant_positions,supports_safety_pressure_channel,cog_2025_194874,07/08/20,EXTRECON-d95a3ea2a2688ca163c0d2bf,vacant_position_observation,2026,07/08/20,police,ad5a70ca2253a90ec62d0ccc0a3fdfa591e34e6290253318d4dd0f2a6822e7b4,a327868e75d25050491f8586690d361eb8ecf1f27b3b5f815aa16c1ba8650a2a,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-c4c90ab3fa508554508560e7,vacant_positions,supports_safety_pressure_channel,cog_2025_193555,25,EXTRECON-f42bf580c5297d95af056c7b,vacant_position_observation,2026,25,police,5fe938870a7e1d51521f0b221aa8fa3b2667c34b489a05670b33621d49dc4f7b,73b3a2f9a5805b6d71bd6632905060d4233bfe7ce8db6e861e9c5525697d811d,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-aff2363500faf25b7ae55157,vacant_positions,supports_safety_pressure_channel,cog_2025_212039,21,EXTRECON-3cbe98a219b6c71e06d4d5bc,vacant_position_observation,2026,21,fire,1bf2efffc73acc95f289168f161070c0180ddf39eb9771ea1e683e62b50b46c8,d3e4a09b5c6c38241722d58034b9f2fcf8f7e375e6d69ba3740c4f327e779080,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-6b0e7467e87784d5a7bbff74,vacant_positions,supports_safety_pressure_channel,cog_2025_186518,2017,EXTRECON-4404dadf050b6c30bc55fcf5,vacant_position_observation,2019,2017,police,0b73d30d999a2fef0b70e57341dc0b0f9797248cc1477bdaca7ab149d6546443,91639907234be18d335d3c4e6a17757e05f008cd456dcc96a104779d23b5530b,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,unclear,EXTSTAFF-21a7fc2e51288878f68eb9d3,vacant_positions,supports_safety_pressure_channel,cog_2025_170709,26,EXTRECON-51cfab5e679344ea1848eb9b,vacant_position_observation,2014,"26,",police,0f4f3f853d4e223e465dca7e72f63cd52a80db3601d55e385c3a20f9f0236940,9fb36cbf617c72b9019c6648cc6bc551f87cf4a16bae320570c82d9029d96f09,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-6997856ac2bc17bf30872ca2,vacant_positions,supports_safety_pressure_channel,cog_2025_131431,"March 31, 2026",EXTRECON-44aae7a5d2f69733c34a088b,vacant_position_observation,2024,"March 31, 2026",fire,536e9a4a95abc12f681665504cbcecf7c50a65729e06814ae8f9bfa121390a4e,00d2488a03ac8bc08a63a3199873b96e3773f0f0580d0ebae265d472f45916e9,vacancy_without_elimination,matched_staffing_ready,
