adjudication_performed,ambiguity_flags,canonical_external_ingestion_id,claim_linkage_status_after,compensation_basis_after,conflict_flags,conflict_reconciliation_status,department_after,expected_consequence_if_rejected,expected_consequence_if_upheld,external_administrative_observation_id,linked_claim_ids,municipality_after,pay_basis_after,period_after,proposed_analytical_role,reason_for_cross_examination,recommended_review_type,reconciled_external_observation_id,side_after,source_SHA_256,source_character_end,source_character_start,source_excerpt_or_table_row,source_page,source_row,source_table_id,mathematical_result,formula,numerator,denominator,supporting_or_countervailing_role,semantic_question_to_resolve,recommended_review_method,final_adjudication
False,,EXTINGEST-849cdbbb8f11e242e92fad82,event_linked_claim_pending,unclear,,not_applicable,transportation,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-d264b226c50a5d0901a214ef,,cog_2025_170530,unclear,undated-source-B4X2500LIVE-20260729-006401,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-c4476d49ed02645a9577e304,non_safety,40b493bb91fe39c3445fe1a7263517c53b1fa29d836a7e62a21332ea3335c4b7,,,"Transportation, Department of",,1713,html_table_1,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-ae8ea65809ac2977bbeb3049,event_linked_claim_pending,base_salary,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-d59ae4dff9a0bb464271de01,,cog_2025_220061,annual_salary,2025,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-4e51936b2456980a3546b753,unclear,4364484f23b1b51d821ee19ccf1331088a85d6b83e9b0b2f0c581cd83afd1eba,,,"Employee, Spouse/Domestic Partner & Children",,16,html_table_1,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-149648e69d23d7abf6edcc77,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-68d83798bc6b720f0009fdb4,,cog_2025_131346,contextual_value,2022,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-749e30dc2e019d471849aefb,side_independent,10d2cb9e2c0bfacd9bba36a7ea7a20e8a776fd78c0acdf4a019ea58151879958,24308,24305,401,13,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-42c5f299ebfafe1751493767,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-4f8c3a6370d5916c8b092f6a,,cog_2025_191844,contextual_value,undated-source-B4X2500LIVE-20260729-005879,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-c51f3c2811e50ce122e12673,side_independent,d628691c187ea2a13b48a29de96c58b709ad1891f02f074df572a39b8730c6b3,604514,604507,"214,946",289,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-c3db97eb4c0c67cb42d441e1,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-38228a6cf0e4d6a1c929dab3,,cog_2025_193928,annual_salary,2020,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-8584b1842dd562bd6fa6c4e9,unclear,be8c95c4ce0560d09ef64afb55c7d50bc99fd52fe0bd260899bad8f09e1efcdc,91580,91577,1 %,34,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-1716b9d7b5363d0716fd02e8,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-ca21a73374be5c8f569d12d3,,cog_2025_160575,unclear,2017,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-c856f2523f08bb9af590e98c,unclear,b5d2b98348a6ed9a8e0f932c01bcfaad9e39e928bb1d6c851796aa8cb9d85090,1832973,1832970,051,1067,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-6c7f4062d6c1e9cd5c036e06,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-c82acd01f7cb8047aab3e7d3,,cog_2025_160575,unclear,2017,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-1b18af603474d03afbd5cb84,unclear,b5d2b98348a6ed9a8e0f932c01bcfaad9e39e928bb1d6c851796aa8cb9d85090,2074745,2074742,044,1199,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-f8400d80917965afa15fbdab,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-0c3aa4c281c791a74f923651,,cog_2025_164539,unclear,2026,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-f01783e369ba141a4f2a895f,unclear,4fea96ade9d5d8dc070a5c39aa905c060bdac943c3e036ee9c0f82f14bd23ecd,543315,543310,-0.1%,203,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-758f367edbaa87db38725814,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-3c1203e41ca283cdb0bf56ec,,cog_2025_160699,unclear,2025,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-73fc8b7c04ee39c25238ae32,unclear,7d26011c1d4b1c980a6b0f2fda5a286305d1dbc6d538b3dc8c27bdf6992c37d5,537971,537967,0.90,112,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-2d926474ceadb45b81171e59,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-c7d09bc2488806f6dcb0fc59,,cog_2025_209368,unclear,2025,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-9a212f51fad4ea4263715bf1,unclear,23ead36ff1661ff39304b70110fde5f92ba41c19b252173308ebbda165f46726,146911,146909,-3,76,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-ef1dd42f9857f4a07a844c6d,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-9f9490d9d3a2a6027722f759,,cog_2025_209368,unclear,2025,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-f759987067fc41388829e920,unclear,23ead36ff1661ff39304b70110fde5f92ba41c19b252173308ebbda165f46726,171399,171391,"1,000.00",88,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-ba056b44a9475cc25bab6138,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-18de944a6e796a1e8efeac47,,cog_2025_209368,unclear,2025,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-ca8616d0c20a72bb59b30d8b,unclear,23ead36ff1661ff39304b70110fde5f92ba41c19b252173308ebbda165f46726,276084,276071,"$2,489,134.00",136,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-36702d1e705043cf13a93177,event_linked_claim_pending,salary_schedule_rate,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-0ca15e2c9ee2cdcba36fe16f,,cog_2025_167627,unclear,2019,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-246347262cf9cab29dbefcf5,unclear,96de69d5a52547260c29f7a91964bb4a1311b32749f540cb09f9d45d8597dfb0,1500214,1500210,2024,911,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-d4f3d13551d01a700ce7276a,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-5b6018c3d3303e5899225fcb,,cog_2025_201617,contextual_value,2024,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-6ca8d69f6e3163225b252291,side_independent,130d8e575ebaddad5aa3bcf61c4a3b6a491fb31e84ff1956c5ea5559e7c5fb2e,603378,603374,Cook,591,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-812bd376de66deb1d0971f7a,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-7774963b735a4653e1d2ad9f,,cog_2025_209858,contextual_value,2014,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-c670b94cddb8b07ba7a7af2e,side_independent,d73d1b4533ca4cead40aa981d7bd23678a88e82ca88b8e46ac16235f85907b36,162775,162772,100,51,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-d9f5d8e5f97c5ed870516d1d,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-ec91290f2dfbcc3f1473cf98,,cog_2025_211757,unclear,2023,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-040f2ba21a8f84251d0ff03d,unclear,adc616adb509afbc931cf0b2f4f11a5112ceab0c74fa78698f941983779fefd4,,,CUSTOMS AND BORDER PROTECTION,,2,html_table_815,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-eca6339fc9409525a1fdc1a0,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-fafe53a678a76fbba1a9f40f,,cog_2025_194842,contextual_value,2020,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-69c0e45306f62365bce3e314,side_independent,eaca51651c344c70804db30f9dbe07cd69f99ba19412b24c6e25722abac608fe,,,X,,4,html_table_724,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-24535803a3253821fc31fac3,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-35df3b23eaf0d7d9386974a1,,cog_2025_194842,unclear,2020,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-731dbd85eac775c2041da975,unclear,eaca51651c344c70804db30f9dbe07cd69f99ba19412b24c6e25722abac608fe,,,DJ DEPARTMENT OF JUSTICE (LIMITED COVERAGE – SEE NOTES),,4,html_table_1425,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-4a1e9f1db5da9eb45800fd38,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-a0c3e99a5ce8d8d8ebe24320,,cog_2025_173278,unclear,2024,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-b85a32b4b17d112d9e6d4608,unclear,dccf53f0b722953d61c96e03bba596652ac71127ceb2a62631991e85759f45b9,,,MONTEREY,,971,html_table_1,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-e55672f6871e4259fad75dce,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-043980f0e766c2379409c31f,,cog_2025_204667,contextual_value,2022,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-abd0510c90bde127a778c837,side_independent,d5464392c5246875e3c06ca17ae5b109cb3c4a2ccc6197a3c5459776871f3f7f,638966,638959,"935,764",267,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-91552c04d3ce65946bcabbcb,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,administration,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-a937b8b6b57491a06895a33a,,cog_2025_166101,contextual_value,2017,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-3d3b41840837ae0070d632b6,non_safety,03cc70a6f6bbee1fe0355013d9a2234076ef0f66e648ea6f33e2f9c93ec938c4,572894,572889,"2024,",,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-a07cfffa5ccc07a1940990f3,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-aedac51f18aec99f68b8dc91,,cog_2025_202162,contextual_value,2020,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-798ec32f0fb2938ebd272c09,side_independent,054df0a520dc6a915b09abb33ea1f7e1d27d0e8362ed4b8f5161c28f012ca8d8,1565492,1565491,0,366,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-8ea4ae890679b01bf65587b2,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-2b0450dd427c02b668cc3448,,cog_2025_170800,unclear,undated-source-B4X2500LIVE-20260729-003896,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-8e2d166ace73ad286b30dfc6,unclear,f5b2b5938c965235330b4003bbb16966ce6f05df446df7b1c1e055386eb66b56,,,@graph[1].name,,36,embedded_1,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-ea9ffeec0421bb80497765cf,event_linked_claim_pending,salary_schedule_rate,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-ebc807abc9f843656133479e,,cog_2025_134638,unclear,2025,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-6afbadf8bfc070d573cb818f,unclear,2a8c521043e1ef0ddd185cee4a4943f0d302daa9e13a63c0232328a2f323495a,,,11,,8,html_table_502,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-6b831e869631073137d4f79d,event_linked_claim_pending,salary_schedule_rate,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-b0351fc540ff403437a2618b,,cog_2025_164284,unclear,2024,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-77bd9d999d66285c65c7de0a,unclear,9ea93cca67a6827426a989f9f5139aefbfd57b29f3b6daa4540fd4900b38c928,,,10.5,,60,html_table_36,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-d4a7d8ea062b343174f180dd,event_linked_claim_pending,unclear,,not_applicable,police,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-b7ccf758a5e34ad545be7c7d,,cog_2025_209858,unclear,2022,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-51a077471e60fd176d5c56ed,police,9eadc7352a1ecc7727b3bcfca3480eb26498634a643eb40b5c55a3eaf714a588,945745,945744,9,,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-3cdcd3dd140cfd73171ff733,event_linked_claim_pending,unclear,,not_applicable,police,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-5bf54b07f7cab32ad9ef42fd,,cog_2025_209858,unclear,2022,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-a0e0a9d185ff8360eda9b3ef,police,9eadc7352a1ecc7727b3bcfca3480eb26498634a643eb40b5c55a3eaf714a588,1148482,1148478,2019,,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-67a824329679c25eafc1b61e,event_linked_claim_pending,unclear,,not_applicable,police,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-7f304926bf81536ed5b0a29f,,cog_2025_209858,unclear,2022,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-ce9f2fbb95bc4b6fd9e3d461,police,9eadc7352a1ecc7727b3bcfca3480eb26498634a643eb40b5c55a3eaf714a588,1334006,1333993,"April 2, 2019",,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-a1960a95d923f47fd07516cd,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-e822b62bb5e330677203c004,,cog_2025_112867,unclear,2024,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-1c8968002ab23700c8bfc473,unclear,5633a6a16a107e44497defdf9903b84b48447eaa9146b1fb10c6b903138406f2,722775,722772,-10,,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-34999249943cc2ab82fc269a,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-e8bf484f8d7ab8f493b03e41,,cog_2025_111011,unclear,2020,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-bc5f6931446ed4fb8cc452b5,unclear,9eb522d22d888bb05b21601bcf132e39f27aff4a2e28ea06d1a6281cafbe7ebe,,,Sugar Bush Knolls village,,1223,html_table_1,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-563a85dbbc502a6444e612a0,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-c88e6eccf11eb62daab816a7,,cog_2025_131247,contextual_value,2024,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-f9f4befbe878ed431c1f3f57,side_independent,9d17e7b433ab43453509ed09ffeb710ac6001f12d45e94bc6ae172246d98e922,,,Yates County,,541,html_table_1,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-d585d3572b516ba3fdecd243,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-f85e8b15d2dcc424644ac9ef,,cog_2025_162791,unclear,undated-source-B4X2500LIVE-20260729-005063,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-dd6f7a6ecd3188054e328416,unclear,a71405c69d1c2e07fae9d7edf25a4c42f767f578a6fb868de9136295eecff7d8,,,DEPARTMENT OF HUMAN SERVICES,,251,html_table_1,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-1ceb24f31b0390aa1e39f925,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-dc43a7fad03011d297cfb03d,,cog_2025_176384,unclear,2023,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-d3168166f3962205f13fa510,unclear,f2a520ccf602ec8cd28cbfc93e2b7e91d8bb728a982afde29decfa8a0d13df8b,134115,134111,2022,53,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-7b745fa30b92fab7f5fd3b96,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-e41921fe4613ef9302b801b6,,cog_2025_161950,contextual_value,undated-source-B4X2500LIVE-20260729-009296,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-b657565cac09c974edae5f01,side_independent,282236c499210b063c53db9d6c171718ed10a75a0dc71e5af99c283647cfeba2,959333,959332,7,141,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-ed43ccb76136c19bad5bc906,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-a75ab8ccbc128e1bb6b6505b,,cog_2025_131431,unclear,undated-source-BRMGRS-20260802-53e1dbd8f0755d69d5937c50,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-966ffad8903f4c06514d2cac,unclear,8b63e6c123d61420d55a4e55fe1ae99fe1fee845646d6975605e6f1aa08f19d6,141690,141685,11450,48,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-b8ae92d0d1b44d3087ee08b5,event_linked_claim_pending,salary_schedule_rate,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-c99b68afaf33a2481df8e6fd,,cog_2025_131431,unclear,undated-source-BRMGRS-20260802-53e1dbd8f0755d69d5937c50,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-a01a16dd55c5ecf6c0aec71d,unclear,8b63e6c123d61420d55a4e55fe1ae99fe1fee845646d6975605e6f1aa08f19d6,699700,699698,23,246,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-318135c8213f81ba01062041,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-82090c2ec569c2613461f78e,,cog_2025_131431,unclear,undated-source-BRMGRS-20260802-53e1dbd8f0755d69d5937c50,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-8c5cd848030aa1e2bdc164cb,unclear,8b63e6c123d61420d55a4e55fe1ae99fe1fee845646d6975605e6f1aa08f19d6,2647042,2647040,20,888,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-a3aabe3449d9cd46edd8d815,event_linked_claim_pending,salary_schedule_rate,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-ee96326d85768e2a4d594f54,,cog_2025_128411,unclear,2025,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-a7a19e18d80edd26f14dd2d5,unclear,1b36fb777f4df7c29e23449873f3a7c382c83cb9bb0da2806e4360f248298ccf,1738177,1738173,5305,,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
