normalization_id,normalization_prep_id,span_rating_id,source_rating_id,span_id,retained_source_id,candidate_id,municipality,state,region,source_type,source_family,cba_non_cba_hint,evidence_category,evidence_family,claim_readiness_bucket,downstream_use_bucket,raw_span_snippet,raw_bounded_context_snippet,raw_value_tokens,raw_percent_tokens,raw_period_tokens,normalized_value,normalized_value_candidates,normalized_value_min,normalized_value_max,normalized_value_type,normalized_pay_basis,normalized_period_start,normalized_period_end,normalized_period_label,normalized_period_status,normalized_role_unit,normalized_side_label,compensation_type,normalization_status,normalization_confidence,normalization_caveats,normalization_repair_codes,reconciliation_confidence,reconciliation_reason_codes,source_title,page_location_pointer,source_locator_lineage,bounded_snippet_reference,hourly_annual_conversion_performed,imputed_hours_weeks_fte
BRMQNORM-20260803-888ca9b07d8258e5ef837fd6,BRMNORMPREP-20260803-189dba15af13e34b016e8440,BRMGRT-20260802-128d528d8315ff439888bc67,BRMGRS-20260802-fc096ddbaafcb1daf2c10e6e,BRMSPAN-20260802-1a5bbc88300191d6270bdede,RMSRD-20260802-36bb00208f47b13b7d34,BRM5C-BRM5-20260731-15198-03,Forest View,IL,Midwest,pdf,salary_ordinance,non_cba_or_unresolved_hint,qual_non_base_compensation_mechanism,qualitative_mechanism,mixed_quant_qual_claim_ready,supporting_example_candidate," Chief of Police Clothing Allowance: The clothing allowance shall be one thousand
",,[],[],[],,[],,,,allowance,,,,missing_period_anchor,police_role,police_direct,other,needs_value_review,low,"[""no_explicit_normalizable_value_token"",""period_anchor_missing_or_unresolved""]",[],original_rating_preserved,[],Ordinance 23-09 — Salary Increase Non-FOP Employees (Effective 7/1/23 to 6/30/24) — Salary Ordinance,2390,"{""candidate_id"": ""BRM5C-BRM5-20260731-15198-03"", ""final"": ""https://forestview-il.org/media/zxtp3ami/ordinance-23-09-salary-increase-non-fop-employees-effective-7-1-23-to-6-30-24-laura-mcguffey.pdf"", ""original"": ""https://forestview-il.org/media/zxtp3ami/ordinance-23-09-salary-increase-non-fop-employees-effective-7-1-23-to-6-30-24-laura-mcguffey.pdf"", ""scout_target_id"": ""BRM5-20260731-15198""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-1a5bbc88300191d6270bdede,false,false
BRMQNORM-20260803-88935da781dde84a77c93de9,BRMNORMPREP-20260803-49ffd58ec33bda419fc3c74c,BRMGRT-20260802-c860bc10fd0e5fae8b937c98,BRMGRS-20260802-dfc4cffc3f03ed51f663fc57,BRMSPAN-20260802-a51c3d87f1e785f5bfde05c3,RMSRD-20260802-5d7f3892cebe342bc04f,BRM5C-BRM5-20260731-06647-02,Albion,NY,Northeast,pdf,budget_or_pay_plan,non_cba_or_unresolved_hint,quant_budget_or_pay_plan_amount,quantitative_compensation,quantitative_needs_normalization,local_context_candidate,"Effective January 1, 1993 - as of December 3 1 s t of each year.
",,[],[],"[""January 1, 1993""]",,[],,,,unknown_or_mixed,1993,1993,1993,explicit_or_bounded_repair,non_safety_role,non_safety_direct,budget_or_pay_plan,needs_value_review,low,"[""no_explicit_normalizable_value_token"",""pay_basis_unresolved""]",[],high,"[""source_title_anchor:non_safety_direct""]","Agreement entered into by the Village of Albion, New York, and VOA DPW EA (Department of Public Works) — collective bargaining agreement",47488,"{""candidate_id"": ""BRM5C-BRM5-20260731-06647-02"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/90/67/07/9067070608493515931018508735253283313"", ""original"": ""https://ecommons.cornell.edu/bitstream/handle/1813/97867/10122_05312014_ABBYY.pdf?isAllowed=y&sequence=1"", ""scout_target_id"": ""BRM5-20260731-06647""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-a51c3d87f1e785f5bfde05c3,false,false
BRMQNORM-20260803-889fb8405591233a637fd51e,BRMNORMPREP-20260803-f9e395cb4037e0b4c5be9c08,BRMGRT-20260802-5d27c6b59e0f79ff47ffd78c,BRMGRS-20260802-b538813ddb9f55de9b49eacf,BRMSPAN-20260802-f59334099ab86240d5f76053,RMSRD-20260802-7082b46ec4f1d218e13b,BRM5C-BRM5-20260731-04330-01,Franklin,IN,Midwest,pdf,budget_or_pay_plan,non_cba_or_unresolved_hint,quant_allowance_or_reimbursement,quantitative_compensation,quantitative_direct_text_claim_ready,supporting_example_candidate,"• $1,000yr Clothing Allowance
",,"[""$1,000""]",[],"[""2024""]",1000.0,[1000.0],,,currency_amount,allowance,2024,2024,2024,explicit_or_bounded_repair,unclear_role,remains_unclear,allowance_reimbursement,side_unclear_defer,low,"[""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]",Budgetary Ordinance No.:24-03 - Fixing and Authorizing the Payment of Certain Salaries of Appointed Officers and Employees for Year 2024 (Civil City),1950,"{""candidate_id"": ""BRM5C-BRM5-20260731-04330-01"", ""final"": ""https://franklin.in.gov/egov/documents/1708436842_10086.pdf"", ""original"": ""https://www.franklin.in.gov/egov/documents/1708436842_10086.pdf"", ""scout_target_id"": ""BRM5-20260731-04330""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-f59334099ab86240d5f76053,false,false
BRMQNORM-20260803-88a62938d32aaadfd841d701,BRMNORMPREP-20260803-1b7300c2d9d485ad4c3a36e4,BRMGRT-20260802-01faf97221b0642ff4b746f5,BRMGRS-20260802-19e180d8a6d863dd8cefaedb,BRMSPAN-20260802-cbd71b4d5370f05dab63cf5a,RMSRD-20260802-e056dabfb82b390404ab,BRM5C-BRM5-20260731-07227-02,Warwick,PA,Northeast,pdf,budget_or_pay_plan,non_cba_or_unresolved_hint,qual_other_pay_setting_mechanism,qualitative_mechanism,quantitative_direct_text_claim_ready,supporting_example_candidate,"01-411-450 Firefighter Incentive & Retent 20,000.00
01-411-500 Foreign Fire Ins Premium Tax 143,000.00
",,[],[],"[""2026""]",,[],,,,budget_amount,2026,2026,2026,explicit_or_bounded_repair,fire_role,fire_direct,other,needs_value_review,low,"[""no_explicit_normalizable_value_token""]",[],original_rating_preserved,[],2026 Budget Worksheet (police salaries/wages increase and benefits referenced as required by Collective Bargaining Agreement),6893,"{""candidate_id"": ""BRM5C-BRM5-20260731-07227-02"", ""final"": ""https://warwick-bucks.com/wp-content/uploads/2025/10/2026-Budget.pdf"", ""original"": ""https://warwick-bucks.com/wp-content/uploads/2025/10/2026-Budget.pdf"", ""scout_target_id"": ""BRM5-20260731-07227""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-cbd71b4d5370f05dab63cf5a,false,false
BRMQNORM-20260803-88a9db69e36a0f87ded5ac9c,BRMNORMPREP-20260803-3ab9b03207178c62ee66017f,BRMGRT-20260802-f621ade520a8380dd2601a7d,BRMGRS-20260802-86eb181f5a708a9562429b72,BRMSPAN-20260802-00d046e727f194b3f70ac529,RMSRD-20260802-91ac3491977ce69ccbdc,BRM5C-BRM5-20260731-00471-02,Sterling,IL,Midwest,pdf,cba,cba_arbitration_factfinding_hint,quant_percentage_raise_or_cola,quantitative_compensation,quantitative_direct_text_claim_ready,core_finding_candidate,"2.5% Adjustment applied to the 2016/2017 Salary
",,[],"[""2.5%""]","[""2016/2017"",""APRIL 30, 2020"",""MAY 1, 2017""]",2.5,[2.5],,,percentage,percentage_raise,2016,2020,2016–2020,explicit_or_bounded_repair,unclear_role,remains_unclear,cola_or_raise,side_unclear_defer,low,"[""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]",Collective Bargaining Agreement — City of Sterling and IAFF Local #2301,90039,"{""candidate_id"": ""BRM5C-BRM5-20260731-00471-02"", ""final"": ""https://sterling-il.gov/ArchiveCenter/ViewFile/Item/75"", ""original"": ""https://www.sterling-il.gov/ArchiveCenter/ViewFile/Item/75"", ""scout_target_id"": ""BRM5-20260731-00471""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-00d046e727f194b3f70ac529,false,false
BRMQNORM-20260803-88bc2f2df12f2c10261099ec,BRMNORMPREP-20260803-95d75f936a2bda56a7a32b8f,BRMGRT-20260802-e57c67afdf07296e703b782d,BRMGRS-20260802-cbf00c3fc4bf872e89084c46,BRMSPAN-20260802-9c7b4b369e1c9ea7f55364c2,RMSRD-20260802-e7363f570a0328b75fe3,BRM5C-BRM5-20260731-12267-05,Bay,MI,Midwest,pdf,cba,cba_arbitration_factfinding_hint,quant_base_wage_direct_value,quantitative_compensation,mixed_quant_qual_claim_ready,mechanism_summary_candidate,"employees shall receive wage increases calculated at their base hourly rate as follows:

Line Worker-in-Charge – wage increase from $38.15 to $48.88 per hour
",,"[""$38.15"",""$48.88 per hour""]",[],[],,"[38.15,48.88]",,,currency_amount,hourly,,,,missing_period_anchor,unclear_role,remains_unclear,base_wage,side_unclear_defer,low,"[""period_anchor_missing_or_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear"",""multiple_raw_values_preserved_no_single_value_selected"",""no_cross_basis_conversion_performed""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]",Utility Workers Union of America (UWUA) Local 482 Collective Bargaining Agreement,119633,"{""candidate_id"": ""BRM5C-BRM5-20260731-12267-05"", ""final"": ""https://baycitymi.gov/DocumentCenter/View/4358/UWUA-Local-482-2020-2024"", ""original"": ""https://www.baycitymi.gov/DocumentCenter/View/4358/UWUA-Local-482-2020-2024"", ""scout_target_id"": ""BRM5-20260731-12267""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-9c7b4b369e1c9ea7f55364c2,false,false
BRMQNORM-20260803-88bd19f4d0091bb5fc0f4bc1,BRMNORMPREP-20260803-f3826f9276bf8a734ed1ca83,BRMGRT-20260802-7ec937aefe885feb8b764e76,BRMGRS-20260802-23961a14ae360f19d22eb805,BRMSPAN-20260802-3377c66a30e0756c19aa60d7,RMSRD-20260802-7458c1743f8e65619789,BRM5C-BRM5-20260731-02449-01,Warren,OH,Midwest,pdf,factfinding_report,cba_arbitration_factfinding_hint,quant_cpi_indexed_adjustment,quantitative_compensation,weak_or_not_supported,manual_review_candidate,"Across the Board State Average +/- Compared to CPI-U Rate of
",,[],[],[],,[],,,,cola_cpi,,,,missing_period_anchor,police_role,police_direct,cola_or_raise,needs_value_review,low,"[""no_explicit_normalizable_value_token"",""period_anchor_missing_or_unresolved""]",[],high,"[""source_title_anchor:police_direct""]",Fact-Finding Report and Recommended Collective Bargaining Agreement (Police Officers) — City of Warren & Ohio Patrolmen’s Benevolent Association,13956,"{""candidate_id"": ""BRM5C-BRM5-20260731-02449-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-10-1099.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-10-1099.pdf"", ""scout_target_id"": ""BRM5-20260731-02449""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-3377c66a30e0756c19aa60d7,false,false
BRMQNORM-20260803-88c313674e16b0ceb99dad6a,BRMNORMPREP-20260803-5d14e9d9712d68d665f88af6,BRMGRT-20260802-b7378ad067a88d3abbff8f0a,BRMGRS-20260802-5297105ca9b091682702dd4b,BRMSPAN-20260802-0b109c29472b0739025ad766,RMSRD-20260802-bbc1e81219c989b80eeb,BRM5C-BRM5-20260731-00314-03,Lovington,IL,Midwest,pdf,mou_or_memorandum,non_cba_or_unresolved_hint,quant_overtime_or_holiday_rate,quantitative_compensation,local_context_only,local_context_candidate,"(D) To keep a record of employee hours worked, including overtime, time off,
",,[],[],"[""2025""]",,[],,,,overtime_rate,2025,2025,2025,explicit_or_bounded_repair,unclear_role,remains_unclear,overtime_holiday,side_unclear_defer,low,"[""no_explicit_normalizable_value_token"",""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]",Employee Personnel Code (Chapter 11) [January 2025],3830,"{""candidate_id"": ""BRM5C-BRM5-20260731-00314-03"", ""final"": ""https://lovingtonil.com/wp-content/uploads/2025/03/18-EMPLOYEE-PERSONNEL-CODE-CHAPTER-11-012025.pdf"", ""original"": ""https://www.lovingtonil.com/wp-content/uploads/2025/03/18-EMPLOYEE-PERSONNEL-CODE-CHAPTER-11-012025.pdf"", ""scout_target_id"": ""BRM5-20260731-00314""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-0b109c29472b0739025ad766,false,false
BRMQNORM-20260803-88cac1a090f9c2d336927cb9,BRMNORMPREP-20260803-091cea83c0bbe2ccf8457b37,BRMGRT-20260802-78f4b52b65a5002df0ed2630,BRMGRS-20260802-c651a4fa17b469ff71375c4a,BRMSPAN-20260802-89c9422bd246a57396214d03,RMSRD-20260802-a737bba8e688ccea202d,BRM5C-BRM5-20260731-16500-02,Milaca,MN,Midwest,pdf,mou_or_memorandum,non_cba_or_unresolved_hint,quant_other_compensation_value,quantitative_compensation,local_context_only,local_context_candidate," Effective July 1, 1999, the Police and Fire Plan also covers police
",,[],[],"[""July 1, 1999""]",,[],,,,unknown_or_mixed,1999,1999,1999,explicit_or_bounded_repair,police_role,police_direct,other,needs_value_review,low,"[""no_explicit_normalizable_value_token"",""pay_basis_unresolved""]",[],original_rating_preserved,[],"Memorandum of Understanding (MOU) between City of Milaca and Law Enforcement Labor Services, Inc. Local 238 (amending Article 25: Substance Abuse Policy)",169806,"{""candidate_id"": ""BRM5C-BRM5-20260731-16500-02"", ""final"": ""https://cityofmilaca.org/documents/556/06-24-24_CC_REGULAR_MEETING_AGENDA_PACKET.pdf"", ""original"": ""https://www.cityofmilaca.org/documents/556/06-24-24_CC_REGULAR_MEETING_AGENDA_PACKET.pdf"", ""scout_target_id"": ""BRM5-20260731-16500""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-89c9422bd246a57396214d03,false,false
BRMQNORM-20260803-88ce568cf5de57930a6136eb,BRMNORMPREP-20260803-13bb37cce2b08e34c7142a12,BRMGRT-20260802-ec8d721dd16d2e5c51b03dea,BRMGRS-20260802-e775c4cc44f8faa7f95f3e83,BRMSPAN-20260802-9707093c629690c1b51d0782,RMSRD-20260802-3ba3b1adce6929353359,BRM5C-BRM5-20260731-10447-01,Evans Mills,NY,Northeast,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,quant_percentage_raise_or_cola,quantitative_compensation,quantitative_direct_text_claim_ready,supporting_example_candidate,"DPW, Village Clerk-Treasurer and Deputy Clerk-Treasurer 3% Increase
",,[],"[""3%""]","[""2026""]",3.0,[3.0],,,percentage,percentage_raise,2026,2026,2026,explicit_or_bounded_repair,non_safety_role,non_safety_direct,cola_or_raise,normalized_growth_or_percentage_only,moderate,[],[],high,"[""primary_anchor:non_safety_direct""]",Village of Evans Mills Village Board of Trustees – Minutes (Jan–Mar 2026) (Draft Minutes; includes salary plan details for village employees),24643,"{""candidate_id"": ""BRM5C-BRM5-20260731-10447-01"", ""final"": ""https://a563717b-9cc7-4180-8fb4-c2dc95e07bf3.filesusr.com/ugd/272ab3_7a1b5cd86eb84df390d6d18de8b28e90.pdf"", ""original"": ""https://a563717b-9cc7-4180-8fb4-c2dc95e07bf3.filesusr.com/ugd/272ab3_7a1b5cd86eb84df390d6d18de8b28e90.pdf"", ""scout_target_id"": ""BRM5-20260731-10447""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-9707093c629690c1b51d0782,false,false
BRMQNORM-20260803-88dd18ba99776dd664d2990c,BRMNORMPREP-20260803-f91684bb9061949b66a71e34,BRMGRT-20260802-226ff50a7d5fee8f0ae16290,BRMGRS-20260802-aed320e0beccababf5436e16,BRMSPAN-20260802-c6de483059cb9a5589b284ed,RMSRD-20260802-65caf19cf0f3b14b6ad4,BRM5C-BRM5-20260731-09721-02,Darby,OH,Midwest,pdf,cba,cba_arbitration_factfinding_hint,quant_percentage_raise_or_cola,quantitative_compensation,quantitative_direct_text_claim_ready,quantitative_normalization_candidate,"March 26, 2020 3% increase
",,[],"[""3%""]","[""2019–2022"",""March 26, 2020""]",3.0,[3.0],,,percentage,percentage_raise,2019,2022,2019–2022,explicit_or_bounded_repair,unclear_role,remains_unclear,cola_or_raise,side_unclear_defer,low,"[""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]",Collective Bargaining Agreement (PVJFD & IAFF Local #3475) — 2019–2022,39678,"{""candidate_id"": ""BRM5C-BRM5-20260731-09721-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-12-1242.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-12-1242.pdf"", ""scout_target_id"": ""BRM5-20260731-09721""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-c6de483059cb9a5589b284ed,false,false
BRMQNORM-20260803-88e8d5e3061c9a400d0258fe,BRMNORMPREP-20260803-414eca83d560b0fca379e098,BRMGRT-20260802-58d1717040952926d3f4ecfe,BRMGRS-20260802-83fcc543c4503c8f06f5b669,BRMSPAN-20260802-21aa55d1a4b59bb99af45afe,RMSRD-20260802-20a411ebd0ddba263f59,BRM5C-BRM5-20260731-11100-01,Boyd,TX,South,pdf,budget_or_pay_plan,non_cba_or_unresolved_hint,quant_stipend_or_premium,quantitative_compensation,quantitative_direct_text_claim_ready,supporting_example_candidate,"100-51210-12-000 Certification Pay $3,600 $4,200 $4,200 $600 0
",,"[""$3,600"",""$4,200"",""$600""]",[],"[""2025-2026""]",,"[3600.0,4200.0,600.0]",,,currency_amount,budget_amount,2025,2026,2025–2026,explicit_or_bounded_repair,police_role,police_direct,stipend_premium,normalized_budget_context_only,moderate,"[""multiple_raw_values_preserved_no_single_value_selected""]",[],high,"[""source_title_anchor:police_direct""]","2025-2026 Budget (Proposed) - City of Boyd, TX (Police wages/overtime/longevity line items)",7489,"{""candidate_id"": ""BRM5C-BRM5-20260731-11100-01"", ""final"": ""https://cityofboyd.com/media/3801"", ""original"": ""https://www.cityofboyd.com/media/3801"", ""scout_target_id"": ""BRM5-20260731-11100""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-21aa55d1a4b59bb99af45afe,false,false
BRMQNORM-20260803-88fd0eabac6ed12a04aaf568,BRMNORMPREP-20260803-93ba11efa38f4007d52eaa7b,BRMGRT-20260802-4e36b106b5eb451da1b5c83c,BRMGRS-20260802-88af5af9da3ebaadd6e47e0e,BRMSPAN-20260802-6690f2640d6e05bb3b7b291a,RMSRD-20260802-6cd07b5b5097608ae6d7,BRM5C-BRM5-20260731-04842-01,Eagle Harbor,MI,Midwest,html,agenda_packet_or_minutes,non_cba_or_unresolved_hint,quant_base_wage_direct_value,quantitative_compensation,quantitative_direct_text_claim_ready,core_finding_candidate,"MM/S Olson/Sherk to raise Deputy Clerk Wages to $10 per hour for hours worked as of April 1, 2003.",,"[""$10 per hour""]",[],"[""April 1, 2003""]",10.0,[10.0],,,currency_amount,hourly,2003,2003,2003,explicit_or_bounded_repair,unclear_role,remains_unclear,base_wage,side_unclear_defer,low,"[""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear"",""no_cross_basis_conversion_performed""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]",Eagle Harbor Township Board — Regular Meeting Minutes (includes salary/wage increases for township positions),7008,"{""candidate_id"": ""BRM5C-BRM5-20260731-04842-01"", ""final"": ""https://eagleharborweb.net/archive/twp31003.htm"", ""original"": ""https://www.eagleharborweb.net/archive/twp31003.htm"", ""scout_target_id"": ""BRM5-20260731-04842""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-6690f2640d6e05bb3b7b291a,false,false
BRMQNORM-20260803-89087303682330f5945585f7,BRMNORMPREP-20260803-cad252dc52e6252e78f27a9e,BRMGRT-20260802-555d093b91d9babde33476cf,BRMGRS-20260802-e63451aa89641ceee59114af,BRMSPAN-20260802-70fe97334f7d84448b3cd8d4,RMSRD-20260802-e8cbb6ee86ecb44ddd96,BRM5C-BRM5-20260731-09677-03,Bedford,OH,Midwest,pdf,cba,cba_arbitration_factfinding_hint,qual_non_base_compensation_mechanism,qualitative_mechanism,quantitative_direct_text_claim_ready,supporting_example_candidate,allowance will be increased to one hundred fifty dollars ($150.00).,,"[""$150.00""]",[],"[""2007""]",150.0,[150.0],,,currency_amount,allowance,2007,2007,2007,explicit_or_bounded_repair,unclear_role,remains_unclear,other,side_unclear_defer,low,"[""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]","Collective Bargaining Agreement (City of Bedford and Ohio Council 8 and Local 2007, AFSCME)",52482,"{""candidate_id"": ""BRM5C-BRM5-20260731-09677-03"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-08-0794.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-08-0794.pdf"", ""scout_target_id"": ""BRM5-20260731-09677""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-70fe97334f7d84448b3cd8d4,false,false
BRMQNORM-20260803-89095f1d4fa04edaadcc9f37,BRMNORMPREP-20260803-4eb2209cf4196653d7a1adc3,BRMGRT-20260802-86cf77f355abb7b9002ea8f3,BRMGRS-20260802-b0c7b5f97fcad0a9ee517dbd,BRMSPAN-20260802-7b3a00c983a53b46723f18e1,RMSRD-20260802-6086772bfaa25ceaf83c,BRM5C-BRM5-20260731-01044-02,Bangor,MI,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,quant_cpi_indexed_adjustment,quantitative_compensation,mixed_quant_qual_claim_ready,mechanism_summary_candidate," Consumer
Price Index for All Urban Consumers.” shall mean the average CPI from July to
",,[],[],"[""January 1, 2025""]",,[],,,,cola_cpi,2025,2025,2025,explicit_or_bounded_repair,police_role,police_direct,cola_or_raise,needs_value_review,low,"[""no_explicit_normalizable_value_token""]",[],high,"[""source_title_anchor:police_direct""]","Bangor City Council Regular Meeting Minutes (Bangor Police Officer Wage Analysis item) — approval effective January 1, 2025 (wage scale not captured here)",62113,"{""candidate_id"": ""BRM5C-BRM5-20260731-01044-02"", ""final"": ""https://cityofbangormi.org/wp-content/uploads/120224.Combined-Council-Packet_Reduced-Size.pdf"", ""original"": ""https://www.cityofbangormi.org/wp-content/uploads/120224.Combined-Council-Packet_Reduced-Size.pdf"", ""scout_target_id"": ""BRM5-20260731-01044""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-7b3a00c983a53b46723f18e1,false,false
BRMQNORM-20260803-89138055ef5a98cdacc31812,BRMNORMPREP-20260803-ae13511b71c41dbf8b9cec48,BRMGRT-20260802-e523ffc9fe204f3a23beb79f,BRMGRS-20260802-408befef64f7b841ed885507,BRMSPAN-20260802-a67c43e5f7a28c022c4a208e,RMSRD-20260802-bf4898bc71d5b3f8b7d4,BRM5C-BRM5-20260731-10776-01,Lawrence Park,PA,Northeast,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,quant_cpi_indexed_adjustment,quantitative_compensation,quantitative_direct_text_claim_ready,quantitative_normalization_candidate,"$1.67 approximate CPI for total of $9.92 and from 7/1/24 to 6/30/29, $8.50 base rent and $1.67
",,"[""$1.67"",""$8.50"",""$9.92""]",[],[],,"[1.67,8.5,9.92]",,,currency_amount,cola_cpi,,,,missing_period_anchor,police_role,police_direct,cola_or_raise,needs_period_review,low,"[""period_anchor_missing_or_unresolved"",""multiple_raw_values_preserved_no_single_value_selected""]",[],high,"[""source_title_anchor:police_direct""]",LAWRENCE PARK TOWNSHIP — Board of Commissioners Meeting (includes Police Bargaining Agreement Re-allocation of State Pension Monies),33898,"{""candidate_id"": ""BRM5C-BRM5-20260731-10776-01"", ""final"": ""https://lawrenceparktwp.org/wp-content/uploads/2018/11/Board-of-Commissioners.pdf"", ""original"": ""https://www.lawrenceparktwp.org/wp-content/uploads/2018/11/Board-of-Commissioners.pdf"", ""scout_target_id"": ""BRM5-20260731-10776""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-a67c43e5f7a28c022c4a208e,false,false
