calibration_id,text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,priority_for_content_review,source_officialness_rating,source_relevance_rating,document_type_rating,pdf_page_count,content_artifact_path,wage_table_signal,contract_period_signal,table_like_structure_signal,candidate_wage_pages,candidate_wage_page_count,detection_notes,calibration_round_id,calibration_selection_rank,calibration_selection_reason,source_review_pilot_id,page_count_bin,text_layer_status,wage_table_signal_confidence,contract_period_confidence,candidate_contract_period_text,extraction_pilot_priority,recommended_next_action,table_detection_method,reviewer,reviewed_at,calibration_status,page_hint_precision_label,wage_table_present_label,wage_table_page_match_label,contract_period_present_label,contract_period_hint_match_label,table_layout_type,extraction_complexity_label,false_positive_family,extraction_schema_notes,recommended_extraction_action,reviewer_confidence,reviewer_notes,review_id,review_method,review_status_detail,artifact_exists_review,artifact_hash_verified_review,artifact_size_verified_review,pdf_opened_review,candidate_pages_requested,candidate_pages_inspected,adjacent_pages_inspected,context_pages_inspected,pages_inspected,pages_with_text_review,bounded_text_chars_inspected,review_elapsed_seconds
cal_e449adc4af54e68faf6df833,ttd_f59fd13e1c81218dd2576e64,pr_fbcf99b645d04717d43d8527,sr_8b4f6a0df74dce7a20724c15,NSCQ-KS-20260720-0007,KS,Topeka,CITY OF TOPEKA,fire,cba,p1,uncertain,possible,cba_candidate,145,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0069_sr_8b4f6a0df74dce7a20724c15.pdf,likely,likely,likely,"17,49,65,73,81",5,deterministic bounded keyword/numeric-structure signals; 5 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,71,stratified_likely,SOURCE-REVIEW-PILOT1-150-2026-07-24,over_100,present,high,high,"ours of accrued sick leave. Section 10. Perfect Attendance Incentive. Commencing January 1, 2013 (or from last utilization), if sick leave is not utilized for a period of one- hundred twenty ([number redacted]) consecutive days, bargaining unit members shall be entitled to receive one (1) additional",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:14Z,reviewed,correct,yes,exact,yes,correct,hourly_schedule,moderate,not_applicable,retain rate basis and effective-date columns,include_in_wage_extraction_pilot,high,Assisted review inspected 5 bounded pages; 3 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"17,49,65,73,81","17,49,65,73,81",,,"17,49,65,73,81",5,8555,0.081656
cal_e4fb9064d2d7a5f83c99fa0e,ttd_6c8f3c3df77ff729af08777d,pr_6fc0aa7e12b3df694a1f23ba,sr_b499bc3bac51f0399021a11a,NSCQ-NM-20260720-0002,NM,Albuquerque,CITY OF ALBUQUERQUE,non_safety,cba,p1,official_state_repository,possible,cba_candidate,74,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0033_sr_b499bc3bac51f0399021a11a.pdf,likely,likely,likely,"2,17,25,33,42,73",6,deterministic bounded keyword/numeric-structure signals; 6 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,72,stratified_likely,SOURCE-REVIEW-PILOT1-150-2026-07-24,51_to_100,partial,high,high,"en THE CITY OF ALBUQUERQUE And LOCAL [number redacted] AFSCME, COUNCIL 18, AFL-CIO Effective July 1, 2023 through June 30, 2026",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:14Z,needs_second_review,correct,yes,exact,yes,correct,step_grade,hard,not_applicable,preserve step and grade/range headers,include_after_schema_update,medium,Assisted review inspected 5 bounded pages; 4 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"2,17,25,33,42,73","2,17,25,42,73",,2,"2,17,25,42,73",5,9564,0.088816
cal_e91b753a6b866536c04cc683,ttd_e6249e9eefe42fe439577967,pr_eb7d40c7b88efc615cdfe88b,sr_3171db98c0275c9985c97422,NSCQ-IN-20260720-0006,IN,South Bend,CITY OF SOUTH BEND,non_safety,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,9,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0497_sr_3171db98c0275c9985c97422.pdf,likely,possible,likely,"1,2,3,4,5,6,7,8,9",9,deterministic bounded keyword/numeric-structure signals; 9 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,73,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,present,high,medium,,p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:14Z,needs_second_review,correct,yes,exact,maybe,unknown,rank_step,moderate,not_applicable,"preserve rank, step, and effective-date columns",include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 5 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"1,2,3,4,5,6,7,8,9","1,3,5,7,9",,1,"1,3,5,7,9",5,36603,0.271946
cal_e9ae50613e39147b2a14096b,ttd_1579d6676e61d539a018a0d9,pr_eabe2469f170fe987d5149ed,sr_7b8e1bbe47dcd265b6bc4b5d,NSCQ-OH-20260720-0735,OH,Highland Heights,CITY OF HIGHLAND HEIGHTS,police,cba,p1,official_state_repository,possible,cba_candidate,42,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0012_sr_7b8e1bbe47dcd265b6bc4b5d.pdf,likely,likely,likely,"6,10,19,22,24",5,deterministic bounded keyword/numeric-structure signals; 5 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,74,stratified_likely,SOURCE-REVIEW-BATCH2-500-2026-07-24,26_to_50,partial,high,high,"e fails to complete the probationary period. During each year of this agreement, all non-probationary employees shall receive an annual unifmm purchase and maintenance allowance in the amount of One Thousand Six Hundred Ninety-Two Dollars ([currency redacted]) in 2022; One Thousand Seven Hundred Thi",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:14Z,reviewed,correct,yes,exact,yes,correct,rank_step,hard,not_applicable,"preserve rank, step, and effective-date columns",include_after_schema_update,high,Assisted review inspected 5 bounded pages; 2 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"6,10,19,22,24","6,10,19,22,24",,,"6,10,19,22,24",5,7794,0.040433
cal_eb354ab8c721227b54d0a28f,ttd_c385ffe4df79495f3a7067fe,pr_c85d5d48ba43fb818b34cfcb,sr_29f9947a9564b665e638555b,NSCQ-MT-20260720-0028,MT,Havre,CITY OF HAVRE,fire,factfinding,p2,official_state_repository,possible,unknown,19,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0485_sr_29f9947a9564b665e638555b.pdf,likely,likely,likely,"1,3,5,7,9,10,11,18,19",9,deterministic bounded keyword/numeric-structure signals; 9 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,75,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,11_to_25,present,high,high,"was eventually 12 conducted via videoconference on November 13, 2020 beginning at 10:00 AM MST. 13 Both parties were present and participated and argument, evidence and testimony 14 were received after witnesses were sworn. Evidence was in the form of documents 15 which were assessed on their rele",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:14Z,needs_second_review,correct,yes,exact,yes,correct,annual_salary_schedule,moderate,not_applicable,retain annual basis and schedule dates,include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 1 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"1,3,5,7,9,10,11,18,19","1,5,9,11,19",,1,"1,5,9,11,19",5,9001,0.139452
cal_edf9016b25b0df9f5b462d13,ttd_6543267e1543eabcfeb902a2,pr_3c0a3d868598bb30c9218449,sr_3d68f4097ccc84a3acb89761,NSCQ-GA-20260720-0004,GA,Athens-Clarke County,UNIFIED GOVERNMENT OF ATHENS-CLARKE COUNTY,non_safety,wage_schedule_or_compensation_plan,p2,uncertain,possible,unknown,463,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0474_sr_3d68f4097ccc84a3acb89761.pdf,likely,unlikely,likely,"1,2,52,104,155,206,232,258,462,463",10,deterministic bounded keyword/numeric-structure signals; 10 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,76,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,over_100,present,high,low,,p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:15Z,needs_second_review,correct,yes,exact,maybe,unknown,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 4 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"1,2,52,104,155,206,232,258,462,463","1,52,155,258,463",,1,"1,52,155,258,463",5,8309,0.113064
cal_f71f1c34d4baf51bd51872b3,ttd_448d511df697b1d417e5be07,pr_a4738f30fe3af542022511ef,sr_08bc5efd4c47ef86d5a3ad37,NSCQ-CO-20260720-0010,CO,Westminster,CITY OF WESTMINSTER,non_safety,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,93,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0470_sr_08bc5efd4c47ef86d5a3ad37.pdf,likely,likely,likely,"1,2,21,32,42,47,52,92,93",9,deterministic bounded keyword/numeric-structure signals; 9 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,77,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,51_to_100,present,high,high,"Page 1 of 5 Agenda Memorandum Agenda Item – 4.B. City Council Special Meeting November 17, 2025 Strategic Priority 3: Community Health and Safety Invest in innovative and collaborative approaches to provide a continuum of services that preserve, pro",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:15Z,needs_second_review,correct,yes,exact,maybe,correct,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 4 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"1,2,21,32,42,47,52,92,93","1,21,42,52,93",,1,"1,21,42,52,93",5,6578,0.041909
cal_f9b59d9031b046874a02e461,ttd_9e770c3f592d278fb4f31272,pr_7f33a25df6d60de8ccd8d8bd,sr_afc1fc081e6a8d2f3e96038b,NSCQ-MS-20260720-0007,MS,Biloxi,CITY OF BILOXI,non_safety,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,9,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0490_sr_afc1fc081e6a8d2f3e96038b.pdf,likely,possible,likely,"2,3,4,5,6,7,8,9",8,deterministic bounded keyword/numeric-structure signals; 8 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,78,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,partial,high,medium,,p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:15Z,needs_second_review,correct,yes,exact,maybe,unknown,step_grade,hard,not_applicable,preserve step and grade/range headers,include_after_schema_update,medium,Assisted review inspected 5 bounded pages; 5 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"2,3,4,5,6,7,8,9","2,4,6,7,9",,2,"2,4,6,7,9",5,4953,0.046849
cal_f9dd92181970ff43c93bf3fb,ttd_1a1b16545b283d8010fd221d,pr_64a83105307a6389be7f4f21,sr_40322db1cd615a2939187ba4,NSCQ-KY-20260720-0008,KY,Georgetown,CITY OF GEORGETOWN,non_safety,ordinance_or_policy,p2,official_municipal,possible,unknown,6,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0467_sr_40322db1cd615a2939187ba4.pdf,likely,likely,likely,"1,2,3,4,5",5,deterministic bounded keyword/numeric-structure signals; 5 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,79,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,present,high,high,"repeal of inconsistent ordinances, severability of provisions and an effective date upon passage and publication. The full text of Ordinance [number redacted] 4 - 16 is available for examination in the City Clerk’s Office, [number redacted] North Broadway Street, Georgetown, Kentucky [number redact",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:15Z,reviewed,correct,yes,exact,maybe,partially_correct,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,high,Assisted review inspected 5 bounded pages; 2 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"1,2,3,4,5","1,2,3,4,5",,"1,2","1,2,3,4,5",5,9677,0.079372
cal_ffe9a37048bdd1c20e3c8ca9,ttd_339ac32d00e7669cbd148006,pr_9b91fa1b2a9f0af86644418a,sr_e843a3c1b57bc0692b4c6d48,NSCQ-CT-20260720-0007,CT,New Haven,CITY OF NEW HAVEN,police,cba,p1,unknown,possible,cba_candidate,10,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0223_sr_e843a3c1b57bc0692b4c6d48.pdf,likely,likely,likely,"2,5",2,deterministic bounded keyword/numeric-structure signals; 2 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,80,stratified_likely,SOURCE-REVIEW-BATCH2-500-2026-07-24,1_to_10,present,high,high,"of Alders City of New Haven [number redacted] Church Street New Haven, CT [number redacted] RE: Agreement for Six Year (July 1, 2016 – June 30, 2022) Succe ssor Collective Bargaining Agreement Between the City of New Haven and Elm City Local of the Connecticut Alliance of City Police Officers Dear H",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:15Z,reviewed,correct,yes,exact,yes,correct,annual_salary_schedule,moderate,not_applicable,retain annual basis and schedule dates,include_in_wage_extraction_pilot,high,Assisted review inspected 5 bounded pages; 1 strong exact-hint pages and 1 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"2,5","2,5","1,3,4","1,2","2,5,1,3,4",5,8803,0.025787
cal_0040c3a549555da713b42502,ttd_aa1f7451b5ac22f2d40de9f1,pr_1fbbd7fbeaf4adf1f1942790,sr_a2439ed09d17982bc0a576be,NSCQ-NV-20260720-0018,NV,Fernley,CITY OF FERNLEY,non_safety,cba,p1,official_state_repository,possible,cba_candidate,27,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0101_sr_a2439ed09d17982bc0a576be.pdf,possible,unlikely,unlikely,,0,deterministic bounded keyword/numeric-structure signals; 0 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,81,manual_review_p3_edge,SOURCE-REVIEW-BATCH2-500-2026-07-24,26_to_50,partial,medium,low,,p3,manual_review,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:15Z,needs_second_review,not_applicable,no,no_wage_table,no,no_period_found,no_wage_table,not_extractable,other:bounded_signal_without_confirmed_table,no extraction schema proposed,exclude_for_now,low,Assisted review inspected 2 bounded pages; 0 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,,,,"1,2","1,2",2,3218,0.016512
cal_008080f3b7ff1303edafede6,ttd_7771f013b08f5ebcbec3391c,pr_2c76735c5d76622e57eb072b,sr_51013523ac2ea4795e56a721,NSCQ-WY-20260720-0008,WY,Laramie,CITY OF LARAMIE,fire,cba,p1,uncertain,possible,cba_candidate,25,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0006_sr_51013523ac2ea4795e56a721.pdf,possible,likely,likely,"2,4,6,9,12",5,deterministic bounded keyword/numeric-structure signals; 5 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,82,stratified_possible,SOURCE-REVIEW-PILOT1-150-2026-07-24,11_to_25,present,medium,high,"1 COLLECTIVE BARGAINING AGREEMENT FIREFIGHTERS LOCAL [number redacted], IAFF AND CITY OF LARAMIE, WYOMING 2023-2024",p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:15Z,reviewed,correct,yes,exact,yes,correct,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,high,Assisted review inspected 5 bounded pages; 2 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"2,4,6,9,12","2,4,6,9,12",,2,"2,4,6,9,12",5,14834,0.041522
cal_00fa74a685b40b8d5aa3ba95,ttd_8e861bd2c1a8288eb2f035d4,pr_1431475d7d8c71970b16c692,sr_66f1bcfc906b687ba2b5f6b1,NSCQ-AK-20260720-0005,AK,Fairbanks,CITY OF FAIRBANKS,fire,memorandum_or_settlement,p2,uncertain,possible,unknown,10,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0473_sr_66f1bcfc906b687ba2b5f6b1.pdf,possible,likely,likely,"2,3,4,9",4,deterministic bounded keyword/numeric-structure signals; 4 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,83,stratified_possible,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,present,medium,high,"f Fairbanks and FFU ratified a collective bargaining agreement (CBA), effective October 1, 2021 through September 30, 2024; and WHEREAS, changes to the CBA are subject to member ratification and City Council approval; and WHEREAS, Section [number redacted] of the October 1, 2021 CBA specifies the da",p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:15Z,reviewed,correct,maybe,exact,yes,correct,rank_step,hard,other:bounded_signal_without_confirmed_table,"preserve rank, step, and effective-date columns",manual_review_only,medium,Assisted review inspected 5 bounded pages; 0 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"2,3,4,9","2,3,4,9",1,"1,2","2,3,4,9,1",5,8753,0.087675
cal_01b501e66b32cf45fd24174e,ttd_0d59199b2b670d5f7b3b7df0,pr_06731f6d421844f6ff243150,sr_0d78f79614e34a7ada7dceb1,NSCQ-ME-20260720-0002,ME,Portland,CITY OF PORTLAND,police,memorandum_or_settlement,p2,uncertain,possible,unknown,83,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0476_sr_0d78f79614e34a7ada7dceb1.pdf,possible,likely,likely,"10,19,37,82",4,deterministic bounded keyword/numeric-structure signals; 4 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,84,stratified_possible,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,51_to_100,present,medium,high,"s, Pelletier, Phillips-Opposed) (Councilor Grant absent) on 7/14/2025 Effective 7/24/2025 MARK DION (MAYOR) PIOUS ALI (A/L) APRIL D. FOURNIER (A/L) BENJAMIN GRANT (A/L) CITY OF PORTLAND IN THE CITY COUNCIL SARAH MICHNIEWICZ (1) WESLEY PELLETIER (2) REGINA L. PHILLIPS (3) ANNA BULLETT (4) KATE SYKES",p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:15Z,reviewed,correct,yes,exact,yes,incorrect,rank_step,moderate,not_applicable,"preserve rank, step, and effective-date columns",include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 1 strong exact-hint pages and 1 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"10,19,37,82","10,19,37,82",9,,"10,19,37,82,9",5,10277,0.223813
cal_06c1c72323f9983456949e2d,ttd_fa5eb99585f510ba80b43b05,pr_dc304791f7197dab2233fab7,sr_2dcd1a1280047201697ff2ea,NSCQ-OH-20260720-0362,OH,Defiance,CITY OF DEFIANCE,police,cba,p1,uncertain,possible,cba_candidate,113,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0355_sr_2dcd1a1280047201697ff2ea.pdf,possible,likely,likely,"13,26,38,63",4,deterministic bounded keyword/numeric-structure signals; 4 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,85,partial_text_over_100_edge,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,over_100,partial,medium,high,RING: NONE SPECIAL GUEST: NONE FIRST READING: AN ORDINANCE AWARDING A CONTRACT FOR THE WATERLINE REPLACEMENT AND RESURFACING OF WEBSTER AND STREET AND DECLARING AN EMERGENCY FIRST READING: AN ORDINANCE APPROVING AND RATIFYING A COLLECTIVE BARGAINING AGREEMENT BETWEEN THE CITY OF DEFIANCE AND SERGE,p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:15Z,reviewed,correct,maybe,exact,no,no_period_found,step_grade,hard,classification_without_pay,preserve step and grade/range headers,manual_review_only,medium,Assisted review inspected 5 bounded pages; 0 strong exact-hint pages and 1 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"13,26,38,63","13,26,38,63",12,,"13,26,38,63,12",5,8244,0.066341
cal_1c65b87742c2909d651c0dd4,ttd_2d3152d3105b3bf7262cc4d9,pr_848b6d98d6cb6df34ac5fb6c,sr_e4f13e8006e1ec2d7b52664a,NSCQ-KS-20260720-0026,KS,Dodge City,CITY OF DODGE CITY,police,cba,p1,uncertain,possible,cba_candidate,155,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0162_sr_e4f13e8006e1ec2d7b52664a.pdf,possible,likely,likely,"52,87",2,deterministic bounded keyword/numeric-structure signals; 2 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,86,stratified_possible,SOURCE-REVIEW-BATCH2-500-2026-07-24,over_100,present,medium,high,"t by Project Development Coordinator, Melissa McCoy. 2. Approval of a Memorandum of Understanding between the City of Dodge City and Boot Hill Museum. Report by Assistant City Manager, Cherise Tieben 3. Approval of 2014 Memorandum of Understanding between the City Of Dodge City and the Fraternal Ord",p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:15Z,reviewed,correct,yes,exact,maybe,incorrect,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 1 strong exact-hint pages and 2 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"52,87","52,87","51,53,86",,"52,87,51,53,86",5,14229,0.135293
cal_1ef8e0d5da94ae36c8e09fd6,ttd_7552e1136fa9cbfdfa1527b5,pr_21662d427902046707ae4777,sr_4a475a02aaeeec2a34a43736,NSCQ-MN-20260720-0024,MN,Eagan,CITY OF EAGAN,police,memorandum_or_settlement,p2,uncertain,possible,unknown,2,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0464_sr_4a475a02aaeeec2a34a43736.pdf,possible,likely,likely,1,1,deterministic bounded keyword/numeric-structure signals; 1 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,87,stratified_possible,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,present,medium,high,"s, Inc. Local No. [number redacted] – Patrol Officers (“the Union”), for the period commencing January 1, 2024 through December 31, 2024, the above named parties hereby agree to amend the provisions of Article 19 – Wage and Benefit Rates in accordance with the terms set forth below. The terms of thi",p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:15Z,reviewed,correct,maybe,exact,maybe,correct,prose_only,hard,non_wage_schedule,requires manual structure review before extraction,manual_review_only,medium,Assisted review inspected 2 bounded pages; 0 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,1,1,2,"1,2","1,2",2,1564,0.021615
