candidate_id,lane_id,scout_target_id,municipality,state,prior_seen_status,duplicate_risk,review_duplicate_status,candidate_quality_label,verification_priority_tier,verification_status,review_note
TS4L-911385c4c24131d1a5a7,lane_1,TS4-1-fe8a77939646e0a2,Newton,MA,known_safety_row_counterpart_target_not_satisfied,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-f33c459bb77ba3a74fb4,lane_1,TS4-1-cde01f828d533137,Raton,NM,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-33f83f3e2fcffef1f46b,lane_1,TS4-1-cde01f828d533137,Raton,NM,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-f1409a49f89fd1d57f42,lane_1,TS4-1-bc73d39e8fbc66dd,Brookville,OH,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-2ccd244d025dee4872f6,lane_1,TS4-1-bc73d39e8fbc66dd,Brookville,OH,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-1fa0df5acd3f57e78df3,lane_1,TS4-1-bc73d39e8fbc66dd,Brookville,OH,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-694ca99c1ea9ca72985c,lane_1,TS4-1-75e4aa32f2f5f511,Groveport,OH,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-8580d57be2bf623c3238,lane_1,TS4-1-75e4aa32f2f5f511,Groveport,OH,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-921578c13efc6b4ec992,lane_1,TS4-1-657adb999c7d1f3c,Carlisle,OH,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-68236f2abc37aba9f728,lane_1,TS4-1-657adb999c7d1f3c,Carlisle,OH,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-810fe8621c28d799eb63,lane_1,TS4-1-70c4902c057cae4d,Berlin,WI,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-4db29474cf538ed41b66,lane_1,TS4-1-70c4902c057cae4d,Berlin,WI,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-886a1af6b1e5a24f621c,lane_1,TS4-1-70c4902c057cae4d,Berlin,WI,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-3d33b1afc1a125dc811d,lane_1,TS4-1-b4c562d7715683f7,Munroe Falls,OH,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-781cd7f955d0788748d6,lane_1,TS4-1-b4c562d7715683f7,Munroe Falls,OH,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-4ce0053824419cd4ae51,lane_1,TS4-1-483e8f27025fd53a,Sheffield,OH,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-269c01b5813bcaa9a878,lane_1,TS4-1-483e8f27025fd53a,Sheffield,OH,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-6e6cc796661d9e7d07bd,lane_1,TS4-1-ff8f35dc197fc63e,Delta,OH,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-eb1cc9a67158b72b601c,lane_1,TS4-1-ff8f35dc197fc63e,Delta,OH,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-b3ed2978720fced26d32,lane_1,TS4-1-ff8f35dc197fc63e,Delta,OH,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-3196738fb25bf3391a90,lane_1,TS4-1-cbe495d76fef0311,Metro Government Of Louisville-Jefferson County,KY,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-85b79e9aa8702e772d0d,lane_1,TS4-1-cbe495d76fef0311,Metro Government Of Louisville-Jefferson County,KY,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-303dd8855a77b716a4bb,lane_1,TS4-1-cbe495d76fef0311,Metro Government Of Louisville-Jefferson County,KY,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-88c3ce8e028c4a02b7fe,lane_1,TS4-1-daf859ebaf1053a4,El Paso,TX,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-d22c09f8c8fa3b6416ca,lane_1,TS4-1-daf859ebaf1053a4,El Paso,TX,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-7914bb0dbb776c0c3ce3,lane_1,TS4-1-daf859ebaf1053a4,El Paso,TX,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-1c21ec7767f32219c3de,lane_1,TS4-1-d3b9d92dfa56241d,Detroit,MI,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-2378458fd602ed2d7dcd,lane_1,TS4-1-d3b9d92dfa56241d,Detroit,MI,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-880aebfcd29cc9933093,lane_1,TS4-1-d3b9d92dfa56241d,Detroit,MI,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-e230531847173aebfbd7,lane_1,TS4-1-5ffc6bb324368506,Albuquerque,NM,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-05bed2a0e2e6dad54534,lane_1,TS4-1-5ffc6bb324368506,Albuquerque,NM,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-50c4c200206fa04faa38,lane_1,TS4-1-5ffc6bb324368506,Albuquerque,NM,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-7ae8af50914013d69988,lane_1,TS4-1-7244cf5bb8dfc58c,Tucson,AZ,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-b61a669e89bd52d93f8f,lane_1,TS4-1-7244cf5bb8dfc58c,Tucson,AZ,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-be2d6ffafba2ff131c56,lane_1,TS4-1-7244cf5bb8dfc58c,Tucson,AZ,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-938bac00d39fe02cf574,lane_1,TS4-1-7de78080bcb246f3,Minneapolis,MN,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-ade56b4dcc0e79a0bab5,lane_1,TS4-1-7de78080bcb246f3,Minneapolis,MN,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-fc356442badcc2430232,lane_1,TS4-1-7de78080bcb246f3,Minneapolis,MN,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-4c25d8d3b3eb11ada934,lane_1,TS4-1-4c8afd0b97d22c09,Wichita,KS,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-5a7a5ce3a866ae798b09,lane_1,TS4-1-4c8afd0b97d22c09,Wichita,KS,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-339042f97f1becdd3b0f,lane_1,TS4-1-4c8afd0b97d22c09,Wichita,KS,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-14691fa68d297be85460,lane_1,TS4-1-e7977dbc10ef936e,Irvine,CA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-d3ac0e319440e35a8299,lane_1,TS4-1-e7977dbc10ef936e,Irvine,CA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-36b6593b7f242cb4d7e1,lane_1,TS4-1-e7977dbc10ef936e,Irvine,CA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-ed930e10d5c4a3b15f14,lane_1,TS4-1-8b9d4170dd3d04a4,Santa Ana,CA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-d9c8d3d3515592a0a6fa,lane_1,TS4-1-8b9d4170dd3d04a4,Santa Ana,CA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-fc6971b3934c1a78a3f3,lane_1,TS4-1-8b9d4170dd3d04a4,Santa Ana,CA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-8f77600024c128fb7978,lane_1,TS4-1-a6a09af74ae8ff2a,Port St. Lucie,FL,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-25fa914b7ad06a894978,lane_1,TS4-1-a6a09af74ae8ff2a,Port St. Lucie,FL,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-d05bbd6d38def242fdd2,lane_1,TS4-1-a6a09af74ae8ff2a,Port St. Lucie,FL,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-18782c7d348f0bc6a824,lane_1,TS4-1-8b77a5cfb0c712aa,Norfolk,VA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-ca4f6fc6f0ea0fb32e9e,lane_1,TS4-1-8b77a5cfb0c712aa,Norfolk,VA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-0b270896c8690d3e045f,lane_1,TS4-1-daea252ea36f6b2b,Cape Coral,FL,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-c388940bbfee541380d6,lane_1,TS4-1-daea252ea36f6b2b,Cape Coral,FL,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-15b89ccf2254f4393ed6,lane_1,TS4-1-daea252ea36f6b2b,Cape Coral,FL,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-1a89573516a13b4fc876,lane_1,TS4-1-9cd7b5a962ff9ffb,San Bernardino,CA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-1912acc0162402646dd3,lane_1,TS4-1-b36ec8fcde82d827,Tacoma,WA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-0f354a5935bad3aee436,lane_1,TS4-1-b36ec8fcde82d827,Tacoma,WA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-9c49c589c2540893add3,lane_1,TS4-1-b36ec8fcde82d827,Tacoma,WA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-fc7ba01e19c9ed25e198,lane_1,TS4-1-36ccafea6cc4c664,Hialeah,FL,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-651783aa4f69c6e86f95,lane_1,TS4-1-36ccafea6cc4c664,Hialeah,FL,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-0fd2dec237c5abbb39a5,lane_1,TS4-1-36ccafea6cc4c664,Hialeah,FL,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-f903fda3327f74bfea5d,lane_1,TS4-1-1fa8a37b3eb79b5c,Fontana,CA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-eee9c36e922e4067dd0a,lane_1,TS4-1-1fa8a37b3eb79b5c,Fontana,CA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-4d93c87c7337857463d8,lane_1,TS4-1-1fa8a37b3eb79b5c,Fontana,CA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-9772db5f0737831c79f9,lane_1,TS4-1-1169c686e36d8a0c,Worcester,MA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-d70610060b543010bf20,lane_1,TS4-1-1169c686e36d8a0c,Worcester,MA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-0ce7b03152197ce5c276,lane_1,TS4-1-1169c686e36d8a0c,Worcester,MA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-1cc12104f8ecafecc8d2,lane_1,TS4-1-52d3e18bdb1b3ff4,Amarillo,TX,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-30d0959a249081f5729c,lane_1,TS4-1-52d3e18bdb1b3ff4,Amarillo,TX,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-1b3a33dff46a406fe8a8,lane_1,TS4-1-52d3e18bdb1b3ff4,Amarillo,TX,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-a96bee2acc6beac4884b,lane_1,TS4-1-fefafc2fc0295061,Birmingham,AL,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-56535da275255bdcb22c,lane_1,TS4-1-fefafc2fc0295061,Birmingham,AL,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-8c2c014bc005080e9783,lane_1,TS4-1-fefafc2fc0295061,Birmingham,AL,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-787f5aaab955d119ea46,lane_1,TS4-1-3b06e62529073db0,Grand Rapids,MI,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-71aaebf6da8835fd7347,lane_1,TS4-1-3b06e62529073db0,Grand Rapids,MI,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-23ff7e6f5e39f109132d,lane_1,TS4-1-3b06e62529073db0,Grand Rapids,MI,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-e5905788624118f7ac45,lane_1,TS4-1-771e8bba6a048831,Garden Grove,CA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-b51db7dd9dc83c620dc4,lane_1,TS4-1-771e8bba6a048831,Garden Grove,CA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-c5810a7ab9813b26452f,lane_1,TS4-1-771e8bba6a048831,Garden Grove,CA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-b3b5244d5f7d65b03a59,lane_1,TS4-1-4fdf26b5eba799b6,Denton,TX,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-3265371ff38539e9991b,lane_1,TS4-1-4fdf26b5eba799b6,Denton,TX,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-ea55eba608d4c68a9b90,lane_1,TS4-1-4fdf26b5eba799b6,Denton,TX,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-967d08cee59d7172debc,lane_1,TS4-1-83940d87e5a41e40,Sunnyvale,CA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-168fbe9c99507706d055,lane_1,TS4-1-83940d87e5a41e40,Sunnyvale,CA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-d30083db2a9570100182,lane_1,TS4-1-83940d87e5a41e40,Sunnyvale,CA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-2b395374298d3a86668e,lane_1,TS4-1-cb8bc8081a2fe10f,Mesquite,TX,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-76fa7abd6f652810dbe2,lane_1,TS4-1-cb8bc8081a2fe10f,Mesquite,TX,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-d84c4924b8c12bdf2ad0,lane_1,TS4-1-cb8bc8081a2fe10f,Mesquite,TX,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-2256fddf025d51012f67,lane_1,TS4-1-e6f04862139beee7,Pomona,CA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-57c82e195d143badd2f7,lane_1,TS4-1-e6f04862139beee7,Pomona,CA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-faaefaed3ae56dde3e07,lane_1,TS4-1-52691b5998e2857e,Waco,TX,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-592a83267bea64979371,lane_1,TS4-1-52691b5998e2857e,Waco,TX,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-87e3ed3137da0b8f3c1f,lane_1,TS4-1-52691b5998e2857e,Waco,TX,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-8726a276cf1f6264654c,lane_1,TS4-1-5597896f36036626,Fullerton,CA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-87f4cf715ef721452328,lane_1,TS4-1-5597896f36036626,Fullerton,CA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-10d2a39e11785a0d5c0c,lane_1,TS4-1-5597896f36036626,Fullerton,CA,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-59e31933cc6c08761d1b,lane_1,TS4-1-2ffd8c3445204c4b,Miramar,FL,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-fd41859209501998826d,lane_1,TS4-1-756885322b2be6cf,Palm Bay,FL,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-c24e347ea0ff4802b653,lane_1,TS4-1-756885322b2be6cf,Palm Bay,FL,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-c7b2fff2356470d61f7b,lane_1,TS4-1-756885322b2be6cf,Palm Bay,FL,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-b81bf288c8cf9c8ed9d0,lane_1,TS4-1-349fd3049637fc7a,Meridian,ID,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-beac5eb70e7b2910a263,lane_1,TS4-1-349fd3049637fc7a,Meridian,ID,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-66668b312837f9880195,lane_1,TS4-1-349fd3049637fc7a,Meridian,ID,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-9d7c50dda0d7973485e3,lane_1,TS4-1-12b1f0deab36ddcc,Lewisville,TX,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-8991d91aad95918acff4,lane_1,TS4-1-12b1f0deab36ddcc,Lewisville,TX,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-8eab8e8ea499e9c4018b,lane_1,TS4-1-12b1f0deab36ddcc,Lewisville,TX,municipality_and_non_safety_lead_seen_mechanism_target_is_new,medium,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
