state,municipality,unit_type,candidate_rows_reviewed,verification_ready_rows,mechanism_families,contract_periods_with_metadata,counterpart_ids_present,coverage_status
FL,St. Augustine,non_safety_comparator,1,1,non_safety_constraint_signal,1,1,candidate_only_not_verified
FL,Tarpon Springs,non_safety_comparator,3,2,non_safety_constraint_signal,2,3,candidate_only_not_verified
FL,West Park,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
FL,Winter Garden,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
FL,Winter Haven,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
GA,Acworth,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
GA,Americus,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
GA,Atlanta,non_safety_comparator,3,3,non_safety_constraint_signal,1,3,candidate_only_not_verified
GA,Brookhaven,safety_and_non_safety_bargaining_units,3,1,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
GA,Buford,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
GA,Calhoun,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
GA,Cartersville,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
GA,Clarkston,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
GA,College Park,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
GA,Conyers,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
GA,Covington,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
GA,Decatur,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
GA,Dublin,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
GA,Fairburn,safety_and_non_safety_compensation_units,2,1,market_or_comparability_pressure,2,0,candidate_only_not_verified
GA,Fayetteville,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
GA,Forest Park,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
GA,Griffin,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
GA,Grovetown,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
GA,Holly Springs,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
GA,Jefferson,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
GA,Kingsland,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
GA,Lilburn,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
GA,Loganville,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
GA,Marietta,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
GA,Monroe,safety_and_non_safety_compensation_units,1,1,market_or_comparability_pressure,1,0,candidate_only_not_verified
GA,Moultrie,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
GA,Norcross,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
GA,Perry,non_safety_municipal_units,2,1,fiscal_constraint_signal,2,0,candidate_only_not_verified
GA,Port Wentworth,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
GA,Powder Springs,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
GA,Richmond Hill,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
GA,Riverdale,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
GA,Snellville,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
GA,St. Marys,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
GA,Sugar Hill,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
GA,Suwanee,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
GA,Thomasville,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
GA,Tifton,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
GA,Villa Rica,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
GA,Waycross,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
GA,Winder,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
IA,Indianola,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
ID,Boise City,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
ID,Chubbuck,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
ID,Hayden,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
ID,Idaho Falls,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
ID,Meridian,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
ID,Post Falls,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
IL,Addison,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
IL,Algonquin,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Alsip,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Alton,non_safety_municipal_units,2,2,fiscal_constraint_signal,2,0,candidate_only_not_verified
IL,Antioch,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Aurora,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
IL,Barrington,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Batavia,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Beach Park,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Bellwood,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Belvidere,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Bensenville,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Benton,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Berwyn,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
IL,Bloom,safety_and_non_safety_bargaining_units,3,2,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Bloomington City,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
IL,Bourbonnais,safety_and_non_safety_bargaining_units,3,2,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Bradley,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Bremen,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Bridgeview,safety_and_non_safety_compensation_units,1,1,market_or_comparability_pressure,1,0,candidate_only_not_verified
IL,Brookfield,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Buffalo Grove,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
IL,Cahokia Heights,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Calumet,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Campton,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Canton,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Capital,safety_and_non_safety_bargaining_units,1,1,strike_or_no_strike_constraint,1,0,candidate_only_not_verified
IL,Carbondale,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Cary,non_safety_municipal_units,2,0,fiscal_constraint_signal,2,0,candidate_only_not_verified
IL,Caseyville,safety_and_non_safety_bargaining_units,2,1,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
IL,Champaign City,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Channahon,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Charleston,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Chatham,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
IL,Cherry Valley,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Chicago Ridge,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Cicero,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
IL,Collinsville,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
IL,Country Club Hills,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Danville,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,DeKalb,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Decatur,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Dixon,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Dolton,non_safety_comparator,3,1,non_safety_constraint_signal,1,3,candidate_only_not_verified
IL,Dorr,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Downers Grove,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Du Page,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Dundee,safety_and_non_safety_bargaining_units,3,2,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,East St. Louis,non_safety_municipal_units,2,0,fiscal_constraint_signal,2,0,candidate_only_not_verified
IL,Edwardsville,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
IL,Elgin,safety_and_non_safety_bargaining_units,3,2,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Elk Grove,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Elmhurst,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
IL,Elmwood Park,non_safety_comparator,3,3,non_safety_constraint_signal,1,3,candidate_only_not_verified
IL,Evergreen Park,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Fairview Heights,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Forest Park,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Frankfort,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Franklin Park,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Freeport,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Galesburg City,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Geneva,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Glen Carbon,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Godfrey,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Granite City,non_safety_municipal_units,1,0,fiscal_constraint_signal,1,0,candidate_only_not_verified
IL,Groveland,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Hanover,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Hanover Park,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
IL,Harlem,safety_and_non_safety_bargaining_units,3,2,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Harvey,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Hickory Hills,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Hinsdale,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Homewood,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Joliet,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Kankakee,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,La Grange,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,LaSalle,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Lake Forest,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Lake Villa,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Lake Zurich,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Lake in the Hills,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
IL,Lansing,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
IL,Lemont,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Libertyville,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Limestone,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Lindenhurst,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Lisle,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Little Rock,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Lockport,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Lyons,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
IL,Macomb,safety_and_non_safety_compensation_units,3,0,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Macomb City,safety_and_non_safety_compensation_units,1,1,market_or_comparability_pressure,1,0,candidate_only_not_verified
IL,Mahomet,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Matteson,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Mattoon,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
IL,McHenry,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Midlothian,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Mokena,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Moline,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Montgomery,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
IL,Morris,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Morton,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Mount Prospect,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
IL,Mount Vernon,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Naperville,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,New Trier,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Norridge,safety_and_non_safety_compensation_units,1,0,market_or_comparability_pressure,1,0,candidate_only_not_verified
IL,North Aurora,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,O'Fallon,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Oak Park,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Orland,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Orland Park,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
IL,Oswego,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
IL,Palatine,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Palos,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Palos Hills,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Park Ridge,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
IL,Pekin,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Peoria City,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Prospect Heights,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Proviso,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Quincy,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Rich,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Riverside,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
IL,Rock Island,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Rockford,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Rockton,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Roscoe,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Round Lake,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Round Lake Beach,non_safety_comparator,1,1,non_safety_constraint_signal,1,1,candidate_only_not_verified
IL,Rutland,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Schaumburg,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Shiloh,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
IL,Shorewood,non_safety_municipal_units,2,2,fiscal_constraint_signal,2,0,candidate_only_not_verified
IL,Skokie,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
IL,South Rock Island,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,St. Charles,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,St. Clair,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
IL,Sterling,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Stickney,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Streamwood,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
IL,Swansea,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Sycamore,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Thornton,safety_and_non_safety_bargaining_units,3,2,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Tinley Park,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
IL,Troy,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Vernon,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
IL,Vernon Hills,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
IL,Warrenville,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Washington,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Wauconda,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
IL,Waukegan,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Westchester,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Western Springs,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
IL,Wheeling,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Winfield,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
IL,Wood Dale,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
IL,Wood River,safety_and_non_safety_bargaining_units,3,2,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Worth,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IL,Zion,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
IN,Anderson,non_safety_comparator,3,0,non_safety_constraint_signal,1,3,candidate_only_not_verified
IN,Avon,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
IN,Bainbridge,safety_and_non_safety_compensation_units,3,0,market_or_comparability_pressure,3,0,candidate_only_not_verified
IN,Bedford,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IN,Beech Grove,safety_and_non_safety_compensation_units,3,1,market_or_comparability_pressure,3,0,candidate_only_not_verified
IN,Bloomington,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
IN,Carmel,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
IN,Cedar Creek,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IN,Cedar Lake,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IN,Centre,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IN,Charlestown,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
IN,Chesterton,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IN,Clarksville,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
IN,Connersville,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
IN,Dyer,safety_and_non_safety_compensation_units,3,0,market_or_comparability_pressure,3,0,candidate_only_not_verified
IN,East Chicago,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
IN,Elkhart,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IN,Evansville,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
IN,Highland,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
IN,Honey Creek,safety_and_non_safety_compensation_units,3,1,market_or_comparability_pressure,3,0,candidate_only_not_verified
IN,Huntington,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
IN,Jackson,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
IN,Jasper,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IN,Jeffersonville,non_safety_comparator,1,1,non_safety_constraint_signal,1,1,candidate_only_not_verified
IN,Kokomo,non_safety_comparator,2,1,non_safety_constraint_signal,2,2,candidate_only_not_verified
IN,La Porte,non_safety_municipal_units,2,0,fiscal_constraint_signal,2,0,candidate_only_not_verified
IN,Lawrence,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
IN,Lebanon,safety_and_non_safety_compensation_units,1,1,market_or_comparability_pressure,1,0,candidate_only_not_verified
IN,Logansport,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
IN,Michigan,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
IN,Munster,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
IN,New Albany,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IN,New Castle,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IN,New Haven,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
IN,Noblesville,non_safety_comparator,3,2,non_safety_constraint_signal,3,3,candidate_only_not_verified
IN,Pike,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IN,Portage,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
IN,Seymour,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
IN,Shawswick,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
IN,Shelbyville,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
IN,Silver Creek,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
IN,Speedway,safety_and_non_safety_compensation_units,1,1,market_or_comparability_pressure,1,0,candidate_only_not_verified
IN,Vernon,non_safety_municipal_units,2,1,fiscal_constraint_signal,2,0,candidate_only_not_verified
IN,Warsaw,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
IN,Wayne,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
