implementation_event_id,municipality,state,original_side,repaired_side,side_confidence,side_repair_reason,bounded_side_evidence,technical_lineage
IMPEVT-e7b37b608e9b2edfe8918682,Bedford,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"keith scott blues (8 p.m.) effective january 1, 2021 for $2.00 per paper for a total of $18.00 bedford, ky, other local government pay policy, 2021. unclear","[""WCM-0970b102cc4a5acf0470e58c""]"
IMPEVT-5319a7beb2bf4cd895ddb5b3,Bloomfield,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"and the city of bloomfield (after completing a year of service) will receive a 4 or 5% increase bloomfield, ky, other local government pay policy, 2024. unclear","[""WCM-a8d1740becf5c0327de9b844""]"
IMPEVT-5eeddcce754cc2493fa57a0f,Bromley,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"whereas, the city council of the city of bromley has adopted a pay classification plan bromley, ky, budget or pay plan, period not explicit. unclear","[""WCM-46e74c4ac1b408a7cac81ae2"",""WCM-aaf2adfbd36acc34b205c23a""]"
IMPEVT-f9f20a3d84316a5e45f5e4be,Calvert City,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"pursuant to krs 83a.070(2) and calvert city ordinance §31.02(b) and (c), the city council has adopted a personnel and pay classification plan establishing compensation rates for calvert city, ky, wage schedule, 2022. unclear","[""WCM-334c1d5b93e78d916fb23796""]"
IMPEVT-54dd9a5eb7dee7074bf8803e,Dry Ridge,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"perform paramedic duties shall receive additional compensation of $2.00 per hour. dry ridge, ky, budget or pay plan, 2015. unclear","[""WCM-cfbfb2123ee855a68edb0eb4""]"
IMPEVT-f1138ad52dacae120fe7403c,Fox Chase,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"section seven: sets forth the following rates and charges effective july 1, 2024: section four: this ordinance is adopted in accordance with krs 83a.060 in that it was introduced and fox chase, ky, budget or pay plan, 2024. unclear","[""WCM-4741cb39ed3d16765cb75362""]"
IMPEVT-013792a244999c825904e35b,Goshen,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"section six: this ordinance shall become effective on january 1, 2027 goshen, ky, other local government pay policy, 2026. unclear","[""WCM-82828a99da2fdb15384ec186""]"
IMPEVT-1652fef9ff2fa108e18deae7,Melbourne,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"(b) collection of this fee shall become effective january 1, 2005. melbourne, ky, other local government pay policy, 2024. unclear","[""WCM-209f298b9ed9f0577a7570a3"",""WCM-efc62f867685699d4d89b863""]"
IMPEVT-23c709ed190d8d2f1925a99e,Munfordville,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"pay classification plan which shall be adopted by ordinance. munfordville, ky, budget or pay plan, 2024. unclear","[""WCM-f470db68e5182e55a2ba70af""]"
IMPEVT-1d25131d5ec9c3cf7a7356b0,Pleasureville,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, 2021 for $2.00 per paper for a total of $18.00 deny any and all bids. pleasureville, ky, other local government pay policy, 2021. unclear","[""WCM-b21c335138348ba32c2208f4""]"
IMPEVT-733a9574d68a29ce68c208f7,Stamping Ground,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 1994, and that all eligible regular full-time officers and employees of this agency are stamping ground, ky, budget or pay plan, 2021. unclear","[""WCM-a14411a2d9b1f5327c7161b6""]"
IMPEVT-b3fbd18b388936435faf4b62,Doyline,LA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"on november 4, 2014, the electors of the village authorized a 1% sales and use tax effective january 1, doyline, la, wage schedule, 2014. unclear","[""WCM-3cbf85f6452f91d7bfcb094f""]"
IMPEVT-ca1e9d333c95901c430405dd,Doyline,LA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"gasb requires the village to report and depreciate new infrastructure assets effective july 1, 2003. doyline, la, wage schedule, 2024. unclear","[""WCM-0135ed917b33bad028ac837c""]"
IMPEVT-f105e742c6318152c716d9be,Doyline,LA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"gass requires the village to report and depreciate new infrastructure assets effective july 1, 2003. doyline, la, wage schedule, 2025. unclear","[""WCM-43f11c8380ffd7136887878e""]"
IMPEVT-abc4209788733adbf4825746,Grand Isle,LA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this ordinance was declared adopted this 11th day of june 2025 and becomes effective on july 1, 2025. grand isle, la, council packet or minutes, 2025. unclear","[""WCM-4cb0940efdc3adbf09246212""]"
IMPEVT-4a76cb2f1ae3d0b7d7238178,Grosse Tete,LA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"one full fiscal year and the payment of such cola, when authorized, shall not be effective until the lapse grosse tete, la, civil-service or hr pay plan, 2024. unclear","[""WCM-f96da9d0b82b96060251957e""]"
IMPEVT-47f3fb044f40f2036c7df5a9,Gueydan,LA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"section 3: this ordinance shall become effective january 1, 2023. gueydan, la, council packet or minutes, 2023. unclear","[""WCM-30b3daa7e0e46394218b132c""]"
IMPEVT-b4b3e20faa005a4b8367d187,Oberlin,LA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"be it further ordained, that all ordinances or parts of ordinances that are or may be in with this ordinance are hereby repealed and that this ordinance be retroactive to the date of july 1, 2025. oberlin, la, salary ordinance, 2025. unclear","[""WCM-3c2a81ed76251c7e58581d69""]"
IMPEVT-35bb260def38ea11639a91b2,Sibley,LA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"$3,500 other salaries this ordinance shall be effective on july 1, 2025. sibley, la, collective bargaining agreement, 2025. unclear","[""WCM-09a85837b58a485e0c67396a"",""WCM-0f9b35a86615746d7c52381d"",""WCM-acad665588fe23d65cfecad0""]"
IMPEVT-6b7301643197e815061d3c59,Simsboro,LA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"such cola when authorized, shall not be effective until the lapse of at least one-half of the simsboro, la, wage schedule, period not explicit. unclear","[""WCM-6dc42f04dfc000ddf3d3d723""]"
IMPEVT-27f3e733866b03e6e3a0110e,Blandford,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"placed within the range that provides for an increase of a minimum of 2% effective july 1, 2022. blandford, ma, compensation study, 2022. unclear","[""WCM-f6e00aa1c1b27ddae9cf26f5""]"
IMPEVT-371276fdfb38ae3671096f8e,Brimfield,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the act, effective on april 1, 2018, brimfield, ma, personnel policy, 2018. unclear","[""WCM-c9ccb13ce2930458142dbc69""]"
IMPEVT-601ece5fd63471f7875b120f,Brimfield,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 2008 brimfield, ma, personnel policy, 2023. unclear","[""WCM-e652f959b489837546ebe6f4""]"
IMPEVT-debf0c85ee0e6564bc38c625,Gill,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"adjusted to reflect annual cost of living adjustment percentage approved by annual town meeting. gill, ma, budget or pay plan, period not explicit. unclear","[""WCM-2f957d0cea98c5722a636172""]"
IMPEVT-a25079a5e06d7ab193b4a1f7,Groton,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"interdepartmental administrative assistant, effective january 21, 2025. groton, ma, council packet or minutes, 2025. unclear","[""WCM-4703ebebfa4af948ab2eccaf"",""WCM-496d775da14a6b44f6f8d8c8""]"
IMPEVT-a7dfcd09d7e277d4b97faefe,Hamilton,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"agreement, effective july 1, 2019, (the ""effective date"") by, and between the town of hamilton, a hamilton, ma, collective bargaining agreement, 2019. unclear","[""WCM-e0f7bb71ba48bcbf0da00713""]"
IMPEVT-92ab8fa7da40152e0966db63,Hatfield,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"20.01 this contract is effective july 1, 2022, to remain in full force and in effect through june hatfield, ma, wage schedule, 2022. unclear","[""WCM-7a9b5b79a5300f207ff763e0""]"
IMPEVT-0e093c79bef112c23c6a0cab,Leverett,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, 1996, no temporary leverett, ma, wage schedule, 2016. unclear","[""WCM-865a5f0f87dbf5248252b461"",""WCM-e7f614c8d8e8168018acbe71""]"
IMPEVT-88545514a17a8a301317f1c9,Marblehead,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"marblehead, ma, arbitration award, period not explicit. unclear","[""WCM-2c0e6b88c3c6cf88dc790494""]"
IMPEVT-3f641ee24602864500107ea4,Norfolk,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the town effective july 1, 2020. norfolk, ma, civil-service or hr pay plan, 2020. unclear","[""WCM-50adbd2763033b3d28defdc5""]"
IMPEVT-ffea37f1c7e00fa371451e9f,Norfolk,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"or their estate will receive a pro-rated portion of longevity pay based on the norfolk, ma, civil-service or hr pay plan, 2021. unclear","[""WCM-47833d47e14a75a7635ad4bd"",""WCM-aca71798514b8e384d7afb2f""]"
IMPEVT-f430e5dae3528e2d7f1c14c9,Orange,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"c.41, §108 effective july 1, 2022, as contained in the budget; orange, ma, memorandum of understanding, 2022. unclear","[""WCM-040913eb1b64cb4ccc4be57b"",""WCM-44e3e9aab231b457c2b93bf5""]"
IMPEVT-7700935e88cc114d46996e10,Orange,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"ambulance receipts for appropriation account from 10% to 15% effective 7/1/2023 and from 15% to orange, ma, memorandum of understanding, 2023. unclear","[""WCM-80bde1825ae67beab4e6da03""]"
IMPEVT-74fa729f8ad0c7a03a3bf1e2,Raynham,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"1) effective july 1, 2021, replace the salary schedule in effect on june 30, 2021 and raynham, ma, wage schedule, 2021. unclear","[""WCM-0d1f2a3c782b220e9caf827c"",""WCM-3658a870a4e7159f8ce4ba3f"",""WCM-d5ff97efe59c14746d8efa50""]"
IMPEVT-2b9d086d7782afb971c31409,Raynham,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"3) effective july 1, 2022, increase the salary schedule in effect on june 30, 2022 by two raynham, ma, wage schedule, 2022. unclear","[""WCM-f5c2dfcb39c7890aeff32b8e""]"
IMPEVT-1d552abc574d8c1181284424,Rowe,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"(effective and retroactive to july 1, 2020) rowe, ma, personnel policy, 2020. unclear","[""WCM-9bbdcca7d420ecc47d83b47d"",""WCM-cf990cbc00216978fa0762bd""]"
IMPEVT-81ed20c706443b88f1aa7033,Rowe,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"regular full-time and regular part-time employees accrue vacation leave as follows: (table effective july 1, rowe, ma, personnel policy, 2023. unclear","[""WCM-c712025e41cd82356e484943""]"
IMPEVT-f324da4d78ecc7942af72334,Sheffield,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"including maintenance of personnel records, implementation of effective recruitment and sheffield, ma, budget or pay plan, period not explicit. unclear","[""WCM-9a0cd3b5cda34f15a02eaff3""]"
IMPEVT-ab54c19a360c5801753000c3,Sheffield,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"of this chapter or personnel policies adopted pursuant thereto, the provisions of the collective bargaining sheffield, ma, budget or pay plan, period not explicit. unclear","[""WCM-5c9d4fc7ed16a451a9620823""]"
IMPEVT-43cafbe1c5444530bc814f7e,Tyngsborough,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"if approved tonight, these licenses will be effective january 1, 2022 and will expire as they all do on tyngsborough, ma, memorandum of understanding, 2022. unclear","[""WCM-dd9ee282b04064bc40072731""]"
IMPEVT-84ef0b84cbe4f629af362810,Ware,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 2023 and dependent on agreement by all the town and school bargaining ware, ma, collective bargaining agreement, 2023. unclear","[""WCM-d27f0c7727239a7231f1a8d6""]"
IMPEVT-8a0c893179e836a5f1be4f92,Ware,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this agreement effective july 1, 2024 is by and between the ware selecboard, in their ware, ma, collective bargaining agreement, 2024. unclear","[""WCM-b885b288fc2187d51ce40088""]"
IMPEVT-1a18d4feccd33c39760de2ea,Warwick,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"sick leave accrues, after completion of the six month review period, at the rate of one day per month, retroactive to the first full month of employment, not to exceed 10 days per year. warwick, ma, other local government pay policy, period not explicit. unclear","[""WCM-3a9167269cc32a967d1ab5b2"",""WCM-fdfbe189e02b3388591d922d""]"
IMPEVT-4618dd2c6016ff8f7e4bee7f,West Bridgewater,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective in fy 24 the winter season stand - by stipend will increase to $1250.00 west bridgewater, ma, memorandum of understanding, 2023. unclear","[""WCM-952684cf21e82e08dfa10af6""]"
IMPEVT-f6e509f42678058fbeaf562b,West Bridgewater,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"shall effective july 1, 2023, receive increase to each grade by three hundred fifty dollars ($350.00). west bridgewater, ma, memorandum of understanding, 2023. unclear","[""WCM-5da0dc19cd6e539117b3b1fc""]"
IMPEVT-2a3c658e2c76b2d80dc0d358,West Bridgewater,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 29, 2024, ms. west bridgewater, ma, memorandum of understanding, 2024. unclear","[""WCM-9348c3e21c08e18989c3c193"",""WCM-b7fa5097bf08e0d627eaf82e""]"
IMPEVT-3ba43364ba11f01122cfa42e,Westhampton,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"appointment and retention of employees, maintenance of a classification plan (when adopted), westhampton, ma, collective bargaining agreement, 2014. unclear","[""WCM-50c54e828cdda061f82c5412""]"
IMPEVT-8af790ea5dc25b73ba010412,Westhampton,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"section 10.10 “use of town vehicles” of this personnel policy, effective december westhampton, ma, collective bargaining agreement, 2014. unclear","[""WCM-a99c926cacd9a46915ecae2e""]"
IMPEVT-2c87c4c3744aadd1d8b2e876,Marydel,MD,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"(1) two versions of resolution 2001–01, effective november 13, 2001, were sent to marydel, md, budget or pay plan, period not explicit. unclear","[""WCM-4309030c303b3bdcd9606de4""]"
IMPEVT-dbb5713be39cb8be23b345a9,Andover,ME,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"overtime - employees shall receive overtime pay after forty (40) hours of actual r'r'ork andover, me, personnel policy, 2020. unclear","[""WCM-4324c72341483777b80d706c""]"
IMPEVT-35e925f55ac1ae1e80f7356e,Andover,ME,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this revised policy shall home effective march 22,2011 andover, me, personnel policy, 2020. unclear","[""WCM-a0441bd717716a9091ba35de""]"
IMPEVT-86a1f85fcbd80601d306b0b9,Andover,ME,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"system (mainepers) as a participating local district effective july 1, 2025 and a) to offer regular andover, me, wage schedule, 2025. unclear","[""WCM-2b3e82009d434c58dc3b0482"",""WCM-5b2c189c859ae3286a42869d""]"
IMPEVT-285dec6fabc276360b3776ee,Bradford,ME,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, 2021 bradford, me, personnel policy, 2021. unclear","[""WCM-43580425bc8c470324be7538"",""WCM-d98a6e192569a5df228f266b"",""WCM-e3d6f04a30e2eafa3669fa0b""]"
IMPEVT-2eeea69730f0ea2c018f0b5b,Bradley,ME,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"employees not exempt from the overtime provisions of the fair labor standards act shall receive bradley, me, personnel policy, 2026. unclear","[""WCM-f584b1577a23fbacdd1e0ec9""]"
IMPEVT-ba72b86b01541dd0c6c76621,Bradley,ME,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this policy shall be immediately effective upon its adoption at a legally called and publicly held meeting of the town council. approved by the bradley town council at a duly called meeting on march 12, 2012. bradley, me, personnel policy, 2026. unclear","[""WCM-866f2c2a4014650bf1b46330""]"
IMPEVT-fbdcbaad307cb38d5d5546f6,Chebeague Island,ME,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"domestic partner coverage: effective january 15, 2025, the selectboard approved the addition of domestic chebeague island, me, other local government pay policy, 2025. unclear","[""WCM-e0175bba8350585ed656f4c9""]"
IMPEVT-3627c76b31562c29f6ce6332,Falmouth,ME,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"falmouth, me, arbitration award, period not explicit. unclear","[""WCM-982f09c4ceb9c477d2f6bf62"",""WCM-a0d0decae30c4d860ece300e""]"
IMPEVT-8e049cdb22aa26c5d5b6df7b,Falmouth,ME,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"falmouth, me, arbitration award, period not explicit. unclear","[""WCM-e284396ef09879b6db86b63f""]"
IMPEVT-ada1d3c014679ad36e1fd168,Hiram,ME,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"a late fee of $25.00 per dog become effective february 1st. hiram, me, wage schedule, 2025. unclear","[""WCM-457661a1fdb488183bf06a00""]"
IMPEVT-7ab68e71a6896733a916ad62,Mapleton,ME,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 1991. mapleton, me, personnel policy, 2024. unclear","[""WCM-0f192cf532d778532345f0a9"",""WCM-6aa24398c694cafb90b8c12b"",""WCM-937ec2783e49b79eb0c23493""]"
IMPEVT-34edb9963f1a24b445974c17,Newcastle,ME,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"purposes, you will receive a vehicle allowance equal to the current town mileage reimbursement newcastle, me, arbitration award, 2016. unclear","[""WCM-e4eb40aa77055dbce56e0b86""]"
IMPEVT-5032cb42c3df6746712948ab,Newcastle,ME,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"purposes, you will receive a vehicle allowance equal to the current town mileage reimbursement newcastle, me, personnel policy, 2023. unclear","[""WCM-38d2bf9a76bacec0d8ea4c16""]"
IMPEVT-f01f6839f1e34da1d366b79e,Newcastle,ME,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 01, 2024, the town of newcastle will allow any employee who is eligible to newcastle, me, personnel policy, 2024. unclear","[""WCM-64807ea0323d5e46288a4093""]"
IMPEVT-315099419550631daf22329e,Pownal,ME,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"implementation effective may 1, 2003 plan. pownal, me, personnel policy, 2025. unclear","[""WCM-3bd4255425c3e867d3bdde73"",""WCM-55b63f931c297464d687c7d9"",""WCM-561a041fd2c42c76bfc05fd0"",""WCM-eff507664c9c47fee76c40f7""]"
IMPEVT-b31ef4d81c7bbfd7c82e84e9,Sandy River,ME,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"purposes, you will receive a vehicle allowance equal to the current plantation mileage sandy river, me, civil-service or hr pay plan, 2025. unclear","[""WCM-e19c7bb044a60ecf1103cf0b""]"
IMPEVT-77f58e1d7cdb3a87c00ea9b8,Shapleigh,ME,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"3) effective june 2, 2015, an employee in a safety-sensitive position is further prohibited shapleigh, me, personnel policy, 2015. unclear","[""WCM-9f429ac48bc2001a51170013"",""WCM-d4d39bfad3e6f27d19a612b4""]"
IMPEVT-42b6f78fe9f62efbb6532635,Shapleigh,ME,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"south term from a 3 year term to a 2 year term, effective march 2017. shapleigh, me, wage schedule, 2017. unclear","[""WCM-7094e0deba68d158069fa06a""]"
IMPEVT-9727bc9219a5659216edb4ce,Shapleigh,ME,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"these rules, which become effective january 1, 1995, require pre-employment, reasonable shapleigh, me, personnel policy, 2025. unclear","[""WCM-ee8b218880355e7d055e66b4""]"
IMPEVT-609673d0f23d2b6cdeffd921,Strong,ME,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"● clerk’s certificate of appointment formally signed, effective june 10, 2025. strong, me, budget or pay plan, 2025. unclear","[""WCM-d37b4ea9f909d6b0216ff32b""]"
IMPEVT-cb2564d30e9add3e0e3e93a4,Weld,ME,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"i understand that the policy is effective june __, 2025 (as amended by the select board as weld, me, personnel policy, 2025. unclear","[""WCM-7978a1360971c2f8ee485f2d""]"
IMPEVT-5c78dca59ad09587afa0adef,Algonac,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"covered by this agreement shall receive a cola adjustment algonac, michigan, collective bargaining agreement, period not explicit. unclear","[""WCM-02251a96eb3cfed35a7b174b"",""WCM-c009de6325048b6f0300df88""]"
IMPEVT-8b2940a850d6bb91d1b1d083,Algonac,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 1991 to june 30, 1994 algonac, michigan, collective bargaining agreement, period not explicit. unclear","[""WCM-6797c9c3f26cfaac3cc019ed"",""WCM-69603ceef074f9e9f8923ce0"",""WCM-8406587b9cce6e01c34c9790""]"
IMPEVT-5efdfa157fbd2112825954b4,Atlas,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, 2021. atlas, michigan, wage schedule, 2021. unclear","[""WCM-298cc208a338e050e88c68ed""]"
IMPEVT-1cdb7301b1d225dcd6583aac,Au Train,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective april 1, 2022. au train, michigan, council packet or minutes, 2022. unclear","[""WCM-53411d754f1231b98338eefb""]"
IMPEVT-4db9b1a8eb6e6701cc819bf3,Au Train,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"after review and discussion, motion by johnson/seconded doucette, that effective april 1, 2024, wages will be amended and reflected as per the new pay schedule. au train, michigan, council packet or minutes, 2024. unclear","[""WCM-26ba33ca00449fc775c5e894""]"
IMPEVT-41dffcbf4453c35f2988b383,Bangor,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the council will: accept the updated building fee schedule effective 02/01/2026. bangor, michigan, council packet or minutes, 2026. unclear","[""WCM-360f6a7663cda31b89a8b2af"",""WCM-f241760cdb617182545361e3""]"
IMPEVT-8d1e816b7a95cd7fa3aa447e,Bloomfield Hills,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"in fiscal year 2019/2020 the city bloomfield hills, michigan, arbitration award, 2019. unclear","[""WCM-df3312502252c5b439ecec3c""]"
IMPEVT-a01cbc1f9dd7917e77615b7f,Bloomfield Hills,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"wages effective july 1, 2020 ... bloomfield hills, michigan, arbitration award, 2020. unclear","[""WCM-7d2ca439dbde7dcd0c1bab77""]"
IMPEVT-0ddede47fb6b341a7f9bd632,Bloomfield Hills,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"wages effective july 1, 2021 .. bloomfield hills, michigan, arbitration award, 2021. unclear","[""WCM-5498571ce04f53ad011d5356""]"
IMPEVT-f96d7d7a94d8cc31be3bee29,Bloomfield Hills,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"wages effective july 1, 2022 .. bloomfield hills, michigan, arbitration award, 2022. unclear","[""WCM-76707ce9582af012a2c29b1e""]"
IMPEVT-0dc3f5905fa16d46fcad5be2,Bloomfield Hills,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"employees shall receive the elsa overtime rate at one-and-one-half (1.5) their regular rate of pay bloomfield hills, michigan, arbitration award, period not explicit. unclear","[""WCM-0258db112da076d9c696280e""]"
IMPEVT-3eec081b57ee9994bbd6786e,Boyne City,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"wage rates effective april 1 of: boyne city, michigan, wage schedule, period not explicit. unclear","[""WCM-97c0a1d46b106aeee3087b09""]"
IMPEVT-eeb308de73e7a59521e193eb,Brighton,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"732.000 hcsp effective april 1, 2020, the township established a health care brighton, michigan, budget or pay plan, 2020. unclear","[""WCM-482af72912f776ed2c483121"",""WCM-d61da3fe1d8512d9f55d0863"",""WCM-fa0909d40252ea63d495f99b""]"
IMPEVT-c141a620ba87f384be4345c8,Brooklyn,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective april 30, 2022. brooklyn, michigan, council packet or minutes, 2022. unclear","[""WCM-0cfe5068a4d0042743d58c4e""]"
IMPEVT-a129742f31765f981091eafb,Buchanan,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 2021 buchanan, michigan, wage schedule, 2021. unclear","[""WCM-5a931dd47a9cc3c98fe47692""]"
IMPEVT-811285e914e3ca80f1ac9b40,Buchanan,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"water operators shall receive a set “call-in stipend” of two (2) hours pay per week buchanan, michigan, wage schedule, period not explicit. unclear","[""WCM-baaa6648c874a121780e6788""]"
IMPEVT-2b7d8b32708cc295201768d5,Carrollton,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"it was moved by abney and supported by thurston to approve the following increases effective april 1, 2023: carrollton, michigan, council packet or minutes, 2023. unclear","[""WCM-3928d1da81c3d4975d7e2acd""]"
IMPEVT-f2e5a7de46cd6ddeeaa50a06,Center Line,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"center line, michigan, arbitration award, period not explicit. unclear","[""WCM-bf4d2d1673b3844eceff669d""]"
IMPEVT-776f04b3b716790ac29f471b,Chesaning,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"funded by fiscal year 2030 if these changes were adopted and implemented by fiscal year 2021. chesaning, michigan, council packet or minutes, 2021. unclear","[""WCM-046740bfe41ac5cde82c0d04""]"
IMPEVT-884c00d724bb266f3ed59eee,Chesaning,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective 3-1-2012 all new hres are placed in the mers defined contribution plan outlined here: c-i new, fac 5, 10-year vesting chesaning, michigan, council packet or minutes, 2023. unclear","[""WCM-a3a99ccdd1c231b392e70adc""]"
IMPEVT-973a946709688bf8f4194395,East Jordan,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 2024, through june 30, 2027 east jordan, michigan, wage schedule, 2024. unclear","[""WCM-b6e4907902eb747538b80cea"",""WCM-d583bff4259ce7e3ded4a90d""]"
IMPEVT-37a08b38cbfc3050adb0e79e,East Jordan,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 202, through june 30, 2027 east jordan, michigan, wage schedule, period not explicit. unclear","[""WCM-e4e30fecc38540e8a91384e4""]"
IMPEVT-8828dfe81b8e71653689ecf3,Egelston,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"​5.​ ​resignation: resignation letter from clerk joan raap effective june 25, 2026 received.​ egelston, michigan, council packet or minutes, 2026. unclear","[""WCM-24eee1881da9d348481698e2"",""WCM-532865d69c30f259aea81ef3""]"
IMPEVT-2c2a3e7b048f3b607a7ffee9,Empire,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective date: this policy shall become effective on march 21, 2006. empire, michigan, personnel policy, 2020. unclear","[""WCM-9a856bfd1391ed5d26db3834""]"
IMPEVT-a5034a4bef093fe245c71db8,Estral Beach,MI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"overtime will be approved by the work director and village president / estral beach, michigan, other local government pay policy, period not explicit. unclear","[""WCM-400f2d794036117b764f41d6"",""WCM-eae2aa7068f727e2d2572d7a""]"
