mechanism_exposure_event_id,root_compensation_event_id,municipality,state,region,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence,recurring_or_one_time,corroborating_source_count,technical_lineage,linked_root_compensation_event_ids,linked_root_count
MECHEXP-d26948117186634a91f71521,ROOTCOMP-a3bec8b2822020dca357f5de,Norvell,MI,Midwest,2025,compensation_outcome,no_direct_compensation_outcome,side_independent,implemented,high,budget_context_only,0,"[""WCM-306ed3dd8e98b219914c0788""]",ROOTCOMP-a3bec8b2822020dca357f5de,1
MECHEXP-6f3ec0eecd52030122c9c433,ROOTCOMP-a3bec8b2822020dca357f5de,Norvell,MI,Midwest,2025,timing_implementation,unclear,side_independent,implemented,high,budget_context_only,0,"[""WCM-306ed3dd8e98b219914c0788""]",ROOTCOMP-a3bec8b2822020dca357f5de,1
MECHEXP-02d0f8f208f64c87238324e5,ROOTCOMP-a3bec8b2822020dca357f5de,Norvell,MI,Midwest,2025,pressure_channel,fiscal_constraint,side_independent,implemented,high,budget_context_only,0,"[""WCM-306ed3dd8e98b219914c0788""]",ROOTCOMP-a3bec8b2822020dca357f5de,1
MECHEXP-5021a7453efde686183aac97,ROOTCOMP-4d63aa7f764e6dea78585735,Novi,MI,Midwest,2025,institutional_channel,none_identified,police,implemented,high,unclear_duration,0,"[""WCM-06d6021f04f92c6fb826dc8f"",""WCM-13088dfd7bdcc814eec2cb87"",""WCM-f9f21eec14b7e7e10a1f24b9""]",ROOTCOMP-4d63aa7f764e6dea78585735|ROOTCOMP-e4ca1f735fa562450ec3eed2,2
MECHEXP-8ad20305e871ddc070a98189,ROOTCOMP-4d63aa7f764e6dea78585735,Novi,MI,Midwest,2025,compensation_outcome,non_base_compensation_other,police,implemented,high,unclear_duration,0,"[""WCM-06d6021f04f92c6fb826dc8f"",""WCM-13088dfd7bdcc814eec2cb87"",""WCM-f9f21eec14b7e7e10a1f24b9""]",ROOTCOMP-4d63aa7f764e6dea78585735,1
MECHEXP-5db848086cedf96c5e16e607,ROOTCOMP-4d63aa7f764e6dea78585735,Novi,MI,Midwest,2025,timing_implementation,payroll_effective_date,police,implemented,high,unclear_duration,0,"[""WCM-06d6021f04f92c6fb826dc8f"",""WCM-13088dfd7bdcc814eec2cb87"",""WCM-f9f21eec14b7e7e10a1f24b9""]",ROOTCOMP-4d63aa7f764e6dea78585735,1
MECHEXP-f6b90fe49e4b3c1d7831cdd8,ROOTCOMP-4d63aa7f764e6dea78585735,Novi,MI,Midwest,2025,pressure_channel,none_identified,police,implemented,high,unclear_duration,0,"[""WCM-06d6021f04f92c6fb826dc8f"",""WCM-13088dfd7bdcc814eec2cb87"",""WCM-f9f21eec14b7e7e10a1f24b9""]",ROOTCOMP-4d63aa7f764e6dea78585735|ROOTCOMP-e4ca1f735fa562450ec3eed2,2
MECHEXP-7047666a5861856c13a8bd21,ROOTCOMP-e4ca1f735fa562450ec3eed2,Novi,MI,Midwest,2025,compensation_outcome,retroactive_pay,police,implemented,high,retroactive_back_pay,0,"[""WCM-7fec2dd2a9133e4f9d92f940""]",ROOTCOMP-e4ca1f735fa562450ec3eed2,1
MECHEXP-ce01c15601366d4a4449e977,ROOTCOMP-e4ca1f735fa562450ec3eed2,Novi,MI,Midwest,2025,timing_implementation,one_time,police,implemented,high,retroactive_back_pay,0,"[""WCM-7fec2dd2a9133e4f9d92f940""]",ROOTCOMP-e4ca1f735fa562450ec3eed2,1
MECHEXP-adfe671560045f24dc537a82,ROOTCOMP-e4ca1f735fa562450ec3eed2,Novi,MI,Midwest,2025,timing_implementation,retroactive,police,implemented,high,retroactive_back_pay,0,"[""WCM-7fec2dd2a9133e4f9d92f940""]",ROOTCOMP-e4ca1f735fa562450ec3eed2,1
MECHEXP-e8047cb59795651a01ed41de,ROOTCOMP-a93630bef5de812e52d7759a,Oakland charter,MI,Midwest,2022,institutional_channel,none_identified,fire,implemented,high,not_applicable,0,"[""WCM-11a86ff4613eb49c60d12d30""]",ROOTCOMP-a93630bef5de812e52d7759a,1
MECHEXP-6ed58cf59df0de8a9c8d3c0d,ROOTCOMP-a93630bef5de812e52d7759a,Oakland charter,MI,Midwest,2022,compensation_outcome,retroactive_pay,fire,implemented,high,not_applicable,0,"[""WCM-11a86ff4613eb49c60d12d30""]",ROOTCOMP-a93630bef5de812e52d7759a,1
MECHEXP-bed8e09c4262a4afd70543cd,ROOTCOMP-a93630bef5de812e52d7759a,Oakland charter,MI,Midwest,2022,timing_implementation,payroll_effective_date,fire,implemented,high,not_applicable,0,"[""WCM-11a86ff4613eb49c60d12d30""]",ROOTCOMP-a93630bef5de812e52d7759a,1
MECHEXP-cf3957c105d35477516c15ad,ROOTCOMP-a93630bef5de812e52d7759a,Oakland charter,MI,Midwest,2022,timing_implementation,retroactive,fire,implemented,high,not_applicable,0,"[""WCM-11a86ff4613eb49c60d12d30""]",ROOTCOMP-a93630bef5de812e52d7759a,1
MECHEXP-63959637c1c3c645e1572f04,ROOTCOMP-a93630bef5de812e52d7759a,Oakland charter,MI,Midwest,2022,pressure_channel,none_identified,fire,implemented,high,not_applicable,0,"[""WCM-11a86ff4613eb49c60d12d30""]",ROOTCOMP-a93630bef5de812e52d7759a,1
MECHEXP-758374f256982c8245c499a7,ROOTCOMP-05997406e22e6b3aa8f4009e,Oakland charter,MI,Midwest,2023,institutional_channel,none_identified,fire,implemented,high,not_applicable,0,"[""WCM-66f55f07287888c132a4cbae""]",ROOTCOMP-05997406e22e6b3aa8f4009e,1
MECHEXP-cf06105ea6087d36126bef8a,ROOTCOMP-05997406e22e6b3aa8f4009e,Oakland charter,MI,Midwest,2023,compensation_outcome,retroactive_pay,fire,implemented,high,not_applicable,0,"[""WCM-66f55f07287888c132a4cbae""]",ROOTCOMP-05997406e22e6b3aa8f4009e,1
MECHEXP-c95283f15302ab5b435e3d2e,ROOTCOMP-05997406e22e6b3aa8f4009e,Oakland charter,MI,Midwest,2023,timing_implementation,payroll_effective_date,fire,implemented,high,not_applicable,0,"[""WCM-66f55f07287888c132a4cbae""]",ROOTCOMP-05997406e22e6b3aa8f4009e,1
MECHEXP-0450939a474c935e05d565ad,ROOTCOMP-05997406e22e6b3aa8f4009e,Oakland charter,MI,Midwest,2023,timing_implementation,retroactive,fire,implemented,high,not_applicable,0,"[""WCM-66f55f07287888c132a4cbae""]",ROOTCOMP-05997406e22e6b3aa8f4009e,1
MECHEXP-d640f9620e031dccf4704a61,ROOTCOMP-05997406e22e6b3aa8f4009e,Oakland charter,MI,Midwest,2023,pressure_channel,none_identified,fire,implemented,high,not_applicable,0,"[""WCM-66f55f07287888c132a4cbae""]",ROOTCOMP-05997406e22e6b3aa8f4009e,1
MECHEXP-8861a48aec3493eacb54b14f,ROOTCOMP-99bd0e515baa78283000af09,Oakland charter,MI,Midwest,2024,institutional_channel,none_identified,fire,implemented,high,not_applicable,0,"[""WCM-6ae730a3d19bdcbeed57c71d""]",ROOTCOMP-99bd0e515baa78283000af09,1
MECHEXP-76fe4a68a819d698bdf8589d,ROOTCOMP-99bd0e515baa78283000af09,Oakland charter,MI,Midwest,2024,compensation_outcome,retroactive_pay,fire,implemented,high,not_applicable,0,"[""WCM-6ae730a3d19bdcbeed57c71d""]",ROOTCOMP-99bd0e515baa78283000af09,1
MECHEXP-7cbbb39763bcece8130c1a5a,ROOTCOMP-99bd0e515baa78283000af09,Oakland charter,MI,Midwest,2024,timing_implementation,payroll_effective_date,fire,implemented,high,not_applicable,0,"[""WCM-6ae730a3d19bdcbeed57c71d""]",ROOTCOMP-99bd0e515baa78283000af09,1
MECHEXP-3db1517a667329acf1790caa,ROOTCOMP-99bd0e515baa78283000af09,Oakland charter,MI,Midwest,2024,timing_implementation,retroactive,fire,implemented,high,not_applicable,0,"[""WCM-6ae730a3d19bdcbeed57c71d""]",ROOTCOMP-99bd0e515baa78283000af09,1
MECHEXP-ed417481f9ac531060640080,ROOTCOMP-99bd0e515baa78283000af09,Oakland charter,MI,Midwest,2024,pressure_channel,none_identified,fire,implemented,high,not_applicable,0,"[""WCM-6ae730a3d19bdcbeed57c71d""]",ROOTCOMP-99bd0e515baa78283000af09,1
MECHEXP-362e81095b765747a8219a04,ROOTCOMP-73772bceef176b53c2693bac,Oakland charter,MI,Midwest,2025,institutional_channel,none_identified,fire,implemented,high,recurring_non_base,0,"[""WCM-7da5222a16d1210dd283e521""]",ROOTCOMP-73772bceef176b53c2693bac,1
MECHEXP-d065b477179c7b4f74b59137,ROOTCOMP-73772bceef176b53c2693bac,Oakland charter,MI,Midwest,2025,compensation_outcome,stipend_or_premium,fire,implemented,high,recurring_non_base,0,"[""WCM-7da5222a16d1210dd283e521""]",ROOTCOMP-73772bceef176b53c2693bac,1
MECHEXP-f1dbe46de2a2e4fbd1e9c04a,ROOTCOMP-73772bceef176b53c2693bac,Oakland charter,MI,Midwest,2025,timing_implementation,recurring,fire,implemented,high,recurring_non_base,0,"[""WCM-7da5222a16d1210dd283e521""]",ROOTCOMP-73772bceef176b53c2693bac,1
MECHEXP-66fce53106f74b32b7de0438,ROOTCOMP-73772bceef176b53c2693bac,Oakland charter,MI,Midwest,2025,pressure_channel,none_identified,fire,implemented,high,recurring_non_base,0,"[""WCM-7da5222a16d1210dd283e521""]",ROOTCOMP-73772bceef176b53c2693bac,1
MECHEXP-395a402ad8e612f59391ba93,ROOTCOMP-c91e473ba212b882c6e4e84a,Orchard Lake Village,MI,Midwest,2024,institutional_channel,none_identified,police,implemented,high,recurring_non_base,0,"[""WCM-176abbdea2fde5f2e26bee6b""]",ROOTCOMP-c91e473ba212b882c6e4e84a,1
MECHEXP-1421b4e973de23f268c39e74,ROOTCOMP-c91e473ba212b882c6e4e84a,Orchard Lake Village,MI,Midwest,2024,compensation_outcome,uniform_or_equipment_allowance,police,implemented,high,recurring_non_base,0,"[""WCM-176abbdea2fde5f2e26bee6b""]",ROOTCOMP-c91e473ba212b882c6e4e84a,1
MECHEXP-a251d9e3fda425ffbbe75a06,ROOTCOMP-c91e473ba212b882c6e4e84a,Orchard Lake Village,MI,Midwest,2024,timing_implementation,recurring,police,implemented,high,recurring_non_base,0,"[""WCM-176abbdea2fde5f2e26bee6b""]",ROOTCOMP-c91e473ba212b882c6e4e84a,1
MECHEXP-42d0e729bdf2ab32ccd8b222,ROOTCOMP-c91e473ba212b882c6e4e84a,Orchard Lake Village,MI,Midwest,2024,pressure_channel,fiscal_constraint,police,implemented,high,recurring_non_base,0,"[""WCM-176abbdea2fde5f2e26bee6b""]",ROOTCOMP-c91e473ba212b882c6e4e84a,1
MECHEXP-62d55de5344f713221b6f0c7,ROOTCOMP-cc57ab3280495194635ec9c8,Oscoda charter,MI,Midwest,2015,institutional_channel,budget_pay_plan_process,side_independent,implemented,high,budget_context_only,0,"[""WCM-09d8c50e4a5b55d315e88218""]",ROOTCOMP-cc57ab3280495194635ec9c8,1
MECHEXP-0bf8ca76f2d7d5f9cd861fdb,ROOTCOMP-cc57ab3280495194635ec9c8,Oscoda charter,MI,Midwest,2015,compensation_outcome,no_direct_compensation_outcome,side_independent,implemented,high,budget_context_only,0,"[""WCM-09d8c50e4a5b55d315e88218""]",ROOTCOMP-cc57ab3280495194635ec9c8,1
MECHEXP-341579e0b06572bbcf6f09b3,ROOTCOMP-cc57ab3280495194635ec9c8,Oscoda charter,MI,Midwest,2015,timing_implementation,payroll_effective_date,side_independent,implemented,high,budget_context_only,0,"[""WCM-09d8c50e4a5b55d315e88218""]",ROOTCOMP-cc57ab3280495194635ec9c8,1
MECHEXP-2da1eb00e8b0149170cc6ffc,ROOTCOMP-cc57ab3280495194635ec9c8,Oscoda charter,MI,Midwest,2015,pressure_channel,fiscal_constraint,side_independent,implemented,high,budget_context_only,0,"[""WCM-09d8c50e4a5b55d315e88218""]",ROOTCOMP-cc57ab3280495194635ec9c8,1
MECHEXP-8380a9ae9068d98138516c64,ROOTCOMP-6f5b37a773108e966a30c938,Oscoda charter,MI,Midwest,2016,institutional_channel,budget_pay_plan_process,side_independent,implemented,high,budget_context_only,0,"[""WCM-3d50bccd8179bd9d536e16e9""]",ROOTCOMP-6f5b37a773108e966a30c938,1
MECHEXP-9051a03e661d4378ad66f01d,ROOTCOMP-6f5b37a773108e966a30c938,Oscoda charter,MI,Midwest,2016,compensation_outcome,no_direct_compensation_outcome,side_independent,implemented,high,budget_context_only,0,"[""WCM-3d50bccd8179bd9d536e16e9""]",ROOTCOMP-6f5b37a773108e966a30c938,1
MECHEXP-6523fcd34d1285bbe554bc48,ROOTCOMP-6f5b37a773108e966a30c938,Oscoda charter,MI,Midwest,2016,timing_implementation,payroll_effective_date,side_independent,implemented,high,budget_context_only,0,"[""WCM-3d50bccd8179bd9d536e16e9""]",ROOTCOMP-6f5b37a773108e966a30c938,1
MECHEXP-e616643f5562cb8cc66a4ff1,ROOTCOMP-6f5b37a773108e966a30c938,Oscoda charter,MI,Midwest,2016,pressure_channel,fiscal_constraint,side_independent,implemented,high,budget_context_only,0,"[""WCM-3d50bccd8179bd9d536e16e9""]",ROOTCOMP-6f5b37a773108e966a30c938,1
MECHEXP-5caff8b787b458004ecaccb6,ROOTCOMP-cc98e091a108e2bd5a527aca,Pennfield charter,MI,Midwest,2022,institutional_channel,none_identified,fire,implemented,high,percentage_adjustment,0,"[""WCM-b18f5c6f2c22ce75de84dbc0""]",ROOTCOMP-cc98e091a108e2bd5a527aca,1
MECHEXP-86c53683879c71c001c8ae68,ROOTCOMP-cc98e091a108e2bd5a527aca,Pennfield charter,MI,Midwest,2022,compensation_outcome,across_the_board_raise,fire,implemented,high,percentage_adjustment,0,"[""WCM-b18f5c6f2c22ce75de84dbc0""]",ROOTCOMP-cc98e091a108e2bd5a527aca,1
MECHEXP-5baede567c8a1ee8bd65b349,ROOTCOMP-cc98e091a108e2bd5a527aca,Pennfield charter,MI,Midwest,2022,timing_implementation,payroll_effective_date,fire,implemented,high,percentage_adjustment,0,"[""WCM-b18f5c6f2c22ce75de84dbc0""]",ROOTCOMP-bb6e0e26ebdf845310dddc5b|ROOTCOMP-cc98e091a108e2bd5a527aca,2
MECHEXP-cdbe0dcd0fdf4027aab15011,ROOTCOMP-cc98e091a108e2bd5a527aca,Pennfield charter,MI,Midwest,2022,timing_implementation,recurring,fire,implemented,high,percentage_adjustment,0,"[""WCM-b18f5c6f2c22ce75de84dbc0""]",ROOTCOMP-cc98e091a108e2bd5a527aca,1
MECHEXP-622eb967ae6ccf120df62f17,ROOTCOMP-cc98e091a108e2bd5a527aca,Pennfield charter,MI,Midwest,2022,pressure_channel,none_identified,fire,implemented,high,percentage_adjustment,0,"[""WCM-b18f5c6f2c22ce75de84dbc0""]",ROOTCOMP-cc98e091a108e2bd5a527aca,1
MECHEXP-77480b3ba457085164e67a0a,ROOTCOMP-bb6e0e26ebdf845310dddc5b,Pennfield charter,MI,Midwest,2022,institutional_channel,budget_pay_plan_process,fire,implemented,high,not_applicable,0,"[""WCM-42dd0923db2e8427c5cd371f"",""WCM-f16b61b6f60b6d85fe24fb74"",""WCM-f8c53161cd84a69e9d3975b8""]",ROOTCOMP-bb6e0e26ebdf845310dddc5b,1
MECHEXP-cb4275e643fce2cf4e454edc,ROOTCOMP-bb6e0e26ebdf845310dddc5b,Pennfield charter,MI,Midwest,2022,compensation_outcome,retroactive_pay,fire,implemented,high,not_applicable,0,"[""WCM-42dd0923db2e8427c5cd371f"",""WCM-f16b61b6f60b6d85fe24fb74"",""WCM-f8c53161cd84a69e9d3975b8""]",ROOTCOMP-bb6e0e26ebdf845310dddc5b,1
MECHEXP-b8739b3622b282532912fa5a,ROOTCOMP-bb6e0e26ebdf845310dddc5b,Pennfield charter,MI,Midwest,2022,timing_implementation,budget_appropriation,fire,implemented,high,not_applicable,0,"[""WCM-42dd0923db2e8427c5cd371f"",""WCM-f16b61b6f60b6d85fe24fb74"",""WCM-f8c53161cd84a69e9d3975b8""]",ROOTCOMP-bb6e0e26ebdf845310dddc5b,1
MECHEXP-26ed6c3558f9939fdd490797,ROOTCOMP-bb6e0e26ebdf845310dddc5b,Pennfield charter,MI,Midwest,2022,timing_implementation,retroactive,fire,implemented,high,not_applicable,0,"[""WCM-42dd0923db2e8427c5cd371f"",""WCM-f16b61b6f60b6d85fe24fb74"",""WCM-f8c53161cd84a69e9d3975b8""]",ROOTCOMP-bb6e0e26ebdf845310dddc5b,1
MECHEXP-4cffafc615d59757d57a590a,ROOTCOMP-bb6e0e26ebdf845310dddc5b,Pennfield charter,MI,Midwest,2022,pressure_channel,fiscal_constraint,fire,implemented,high,not_applicable,0,"[""WCM-42dd0923db2e8427c5cd371f"",""WCM-f16b61b6f60b6d85fe24fb74"",""WCM-f8c53161cd84a69e9d3975b8""]",ROOTCOMP-bb6e0e26ebdf845310dddc5b,1
MECHEXP-0b9c30de8216da8880a69327,ROOTCOMP-86b341f671ff3d85691f30cf,Pere Marquette charter,MI,Midwest,2023,institutional_channel,budget_pay_plan_process,fire,implemented,high,budget_context_only,0,"[""WCM-cdd68cdb304d0fbd28dcf16c""]",ROOTCOMP-86b341f671ff3d85691f30cf,1
MECHEXP-1a8c5216cd4e248291f78c28,ROOTCOMP-86b341f671ff3d85691f30cf,Pere Marquette charter,MI,Midwest,2023,compensation_outcome,no_direct_compensation_outcome,fire,implemented,high,budget_context_only,0,"[""WCM-cdd68cdb304d0fbd28dcf16c""]",ROOTCOMP-86b341f671ff3d85691f30cf,1
MECHEXP-f17dc3813d28702de09dbc5b,ROOTCOMP-86b341f671ff3d85691f30cf,Pere Marquette charter,MI,Midwest,2023,timing_implementation,payroll_effective_date,fire,implemented,high,budget_context_only,0,"[""WCM-cdd68cdb304d0fbd28dcf16c""]",ROOTCOMP-86b341f671ff3d85691f30cf,1
MECHEXP-f7867645e3ee62748e131398,ROOTCOMP-86b341f671ff3d85691f30cf,Pere Marquette charter,MI,Midwest,2023,pressure_channel,fiscal_constraint,fire,implemented,high,budget_context_only,0,"[""WCM-cdd68cdb304d0fbd28dcf16c""]",ROOTCOMP-86b341f671ff3d85691f30cf,1
MECHEXP-7d1769761b3543de1b9dbd47,ROOTCOMP-ea8b1da5fb4986b3213f23f6,Pere Marquette charter,MI,Midwest,2023,institutional_channel,budget_pay_plan_process,side_independent,implemented,high,budget_context_only,0,"[""WCM-57be979470f352ddd27c6551"",""WCM-749f6e71c0665c65b7bd03d1"",""WCM-f087f8981640d10b2adda10a""]",ROOTCOMP-ea8b1da5fb4986b3213f23f6,1
MECHEXP-6cf98005b386be92639338dc,ROOTCOMP-ea8b1da5fb4986b3213f23f6,Pere Marquette charter,MI,Midwest,2023,compensation_outcome,no_direct_compensation_outcome,side_independent,implemented,high,budget_context_only,0,"[""WCM-57be979470f352ddd27c6551"",""WCM-749f6e71c0665c65b7bd03d1"",""WCM-f087f8981640d10b2adda10a""]",ROOTCOMP-ea8b1da5fb4986b3213f23f6,1
MECHEXP-77a1e7dfdf83e1e900c90533,ROOTCOMP-ea8b1da5fb4986b3213f23f6,Pere Marquette charter,MI,Midwest,2023,timing_implementation,payroll_effective_date,side_independent,implemented,high,budget_context_only,0,"[""WCM-57be979470f352ddd27c6551"",""WCM-749f6e71c0665c65b7bd03d1"",""WCM-f087f8981640d10b2adda10a""]",ROOTCOMP-ea8b1da5fb4986b3213f23f6,1
MECHEXP-ec2decb706fdf9ef55657367,ROOTCOMP-ea8b1da5fb4986b3213f23f6,Pere Marquette charter,MI,Midwest,2023,pressure_channel,fiscal_constraint,side_independent,implemented,high,budget_context_only,0,"[""WCM-57be979470f352ddd27c6551"",""WCM-749f6e71c0665c65b7bd03d1"",""WCM-f087f8981640d10b2adda10a""]",ROOTCOMP-ea8b1da5fb4986b3213f23f6,1
MECHEXP-c3a1ee0c7bb281d1614bbe2d,ROOTCOMP-12af819b8f47364297443260,Pere Marquette charter,MI,Midwest,2023,institutional_channel,none_identified,non_safety,implemented,high,unclear_duration,0,"[""WCM-8f43afa283fad7d16bcc4a12""]",ROOTCOMP-12af819b8f47364297443260,1
MECHEXP-538bef609d7311ce0a88eb23,ROOTCOMP-12af819b8f47364297443260,Pere Marquette charter,MI,Midwest,2023,compensation_outcome,non_base_compensation_other,non_safety,implemented,high,unclear_duration,0,"[""WCM-8f43afa283fad7d16bcc4a12""]",ROOTCOMP-12af819b8f47364297443260,1
MECHEXP-92d1b077d5cc5eafa9bd0dfc,ROOTCOMP-12af819b8f47364297443260,Pere Marquette charter,MI,Midwest,2023,timing_implementation,payroll_effective_date,non_safety,implemented,high,unclear_duration,0,"[""WCM-8f43afa283fad7d16bcc4a12""]",ROOTCOMP-12af819b8f47364297443260,1
MECHEXP-cb5ed5d6ee697fa59196aef2,ROOTCOMP-12af819b8f47364297443260,Pere Marquette charter,MI,Midwest,2023,pressure_channel,none_identified,non_safety,implemented,high,unclear_duration,0,"[""WCM-8f43afa283fad7d16bcc4a12""]",ROOTCOMP-12af819b8f47364297443260,1
MECHEXP-3dd162f90e4345cf022592e2,ROOTCOMP-af298dda42733dbedfbd108d,Petersburg,MI,Midwest,2021,institutional_channel,none_identified,remains_unclear,implemented,high,not_applicable,0,"[""WCM-17ea26a21027c6e5cb76dffb""]",ROOTCOMP-af298dda42733dbedfbd108d,1
MECHEXP-17e1c370783415074fc65eeb,ROOTCOMP-af298dda42733dbedfbd108d,Petersburg,MI,Midwest,2021,compensation_outcome,retroactive_pay,remains_unclear,implemented,high,not_applicable,0,"[""WCM-17ea26a21027c6e5cb76dffb""]",ROOTCOMP-af298dda42733dbedfbd108d,1
MECHEXP-31cf7346108659695fee5b0f,ROOTCOMP-af298dda42733dbedfbd108d,Petersburg,MI,Midwest,2021,timing_implementation,payroll_effective_date,remains_unclear,implemented,high,not_applicable,0,"[""WCM-17ea26a21027c6e5cb76dffb""]",ROOTCOMP-af298dda42733dbedfbd108d,1
MECHEXP-4b9ee7b96c95a14851a705d2,ROOTCOMP-af298dda42733dbedfbd108d,Petersburg,MI,Midwest,2021,timing_implementation,retroactive,remains_unclear,implemented,high,not_applicable,0,"[""WCM-17ea26a21027c6e5cb76dffb""]",ROOTCOMP-af298dda42733dbedfbd108d,1
MECHEXP-81aadfc10811dd5a93f22846,ROOTCOMP-af298dda42733dbedfbd108d,Petersburg,MI,Midwest,2021,pressure_channel,none_identified,remains_unclear,implemented,high,not_applicable,0,"[""WCM-17ea26a21027c6e5cb76dffb""]",ROOTCOMP-af298dda42733dbedfbd108d,1
MECHEXP-941bb6d989a1cfc4a4a29aa8,ROOTCOMP-eb331a88708f6b2f4b0847e3,Petersburg,MI,Midwest,2022,institutional_channel,none_identified,remains_unclear,implemented,high,not_applicable,0,"[""WCM-9bd74b6b503d2a311792c9a6""]",ROOTCOMP-eb331a88708f6b2f4b0847e3,1
MECHEXP-560b5a35bd4fe02e570720ab,ROOTCOMP-eb331a88708f6b2f4b0847e3,Petersburg,MI,Midwest,2022,compensation_outcome,retroactive_pay,remains_unclear,implemented,high,not_applicable,0,"[""WCM-9bd74b6b503d2a311792c9a6""]",ROOTCOMP-eb331a88708f6b2f4b0847e3,1
MECHEXP-20856d45456c576a5688fe6b,ROOTCOMP-eb331a88708f6b2f4b0847e3,Petersburg,MI,Midwest,2022,timing_implementation,payroll_effective_date,remains_unclear,implemented,high,not_applicable,0,"[""WCM-9bd74b6b503d2a311792c9a6""]",ROOTCOMP-eb331a88708f6b2f4b0847e3,1
MECHEXP-cf88957145301387ba2155b9,ROOTCOMP-eb331a88708f6b2f4b0847e3,Petersburg,MI,Midwest,2022,timing_implementation,retroactive,remains_unclear,implemented,high,not_applicable,0,"[""WCM-9bd74b6b503d2a311792c9a6""]",ROOTCOMP-eb331a88708f6b2f4b0847e3,1
MECHEXP-e621e631be290109dbb68375,ROOTCOMP-eb331a88708f6b2f4b0847e3,Petersburg,MI,Midwest,2022,pressure_channel,none_identified,remains_unclear,implemented,high,not_applicable,0,"[""WCM-9bd74b6b503d2a311792c9a6""]",ROOTCOMP-eb331a88708f6b2f4b0847e3,1
MECHEXP-0b58b2b52f83b909cfd0dec7,ROOTCOMP-4200c760b233801e5acd57be,Pleasant Ridge,MI,Midwest,2022,institutional_channel,none_identified,police,implemented,high,percentage_adjustment,0,"[""WCM-e3583ab0a25db660b17aad9e""]",ROOTCOMP-4200c760b233801e5acd57be|ROOTCOMP-985d3e4b23e4f9b898f7a7be,2
MECHEXP-69a605682fbe3f6388e96564,ROOTCOMP-4200c760b233801e5acd57be,Pleasant Ridge,MI,Midwest,2022,compensation_outcome,across_the_board_raise,police,implemented,high,percentage_adjustment,0,"[""WCM-e3583ab0a25db660b17aad9e""]",ROOTCOMP-4200c760b233801e5acd57be,1
MECHEXP-560349189a6043093d1f94e4,ROOTCOMP-4200c760b233801e5acd57be,Pleasant Ridge,MI,Midwest,2022,timing_implementation,recurring,police,implemented,high,percentage_adjustment,0,"[""WCM-e3583ab0a25db660b17aad9e""]",ROOTCOMP-4200c760b233801e5acd57be,1
MECHEXP-07ed14133892ed318d440dcb,ROOTCOMP-4200c760b233801e5acd57be,Pleasant Ridge,MI,Midwest,2022,pressure_channel,fiscal_constraint,police,implemented,high,percentage_adjustment,0,"[""WCM-e3583ab0a25db660b17aad9e""]",ROOTCOMP-4200c760b233801e5acd57be,1
MECHEXP-9a290e872e3f607b7e84075e,ROOTCOMP-985d3e4b23e4f9b898f7a7be,Pleasant Ridge,MI,Midwest,2022,compensation_outcome,retroactive_pay,police,implemented,high,retroactive_back_pay,0,"[""WCM-2cc068faaeecbe2dfb81388b"",""WCM-3557ee0d6a717568ed0295f1""]",ROOTCOMP-985d3e4b23e4f9b898f7a7be,1
MECHEXP-e461e0aabe6c4a3205062fea,ROOTCOMP-985d3e4b23e4f9b898f7a7be,Pleasant Ridge,MI,Midwest,2022,timing_implementation,one_time,police,implemented,high,retroactive_back_pay,0,"[""WCM-2cc068faaeecbe2dfb81388b"",""WCM-3557ee0d6a717568ed0295f1""]",ROOTCOMP-985d3e4b23e4f9b898f7a7be,1
MECHEXP-e45f8878d3460cca34d13806,ROOTCOMP-985d3e4b23e4f9b898f7a7be,Pleasant Ridge,MI,Midwest,2022,timing_implementation,payroll_effective_date,police,implemented,high,retroactive_back_pay,0,"[""WCM-2cc068faaeecbe2dfb81388b"",""WCM-3557ee0d6a717568ed0295f1""]",ROOTCOMP-985d3e4b23e4f9b898f7a7be,1
MECHEXP-8c6c9b486acafd5af615f5b0,ROOTCOMP-985d3e4b23e4f9b898f7a7be,Pleasant Ridge,MI,Midwest,2022,timing_implementation,retroactive,police,implemented,high,retroactive_back_pay,0,"[""WCM-2cc068faaeecbe2dfb81388b"",""WCM-3557ee0d6a717568ed0295f1""]",ROOTCOMP-985d3e4b23e4f9b898f7a7be,1
MECHEXP-5111336490321cc1dbf96cb6,ROOTCOMP-985d3e4b23e4f9b898f7a7be,Pleasant Ridge,MI,Midwest,2022,pressure_channel,none_identified,police,implemented,high,retroactive_back_pay,0,"[""WCM-2cc068faaeecbe2dfb81388b"",""WCM-3557ee0d6a717568ed0295f1""]",ROOTCOMP-985d3e4b23e4f9b898f7a7be,1
MECHEXP-666ba65c7c4ca4e227184882,ROOTCOMP-b8c514ead26544acec0aa586,Plymouth charter,MI,Midwest,2019,institutional_channel,none_identified,police,implemented,high,not_applicable,0,"[""WCM-1d480fb9cb70609fe5f1b73a"",""WCM-69c9e632db634f0a1ef08f88"",""WCM-844a8faadcb73346c7500cf3"",""WCM-bf2c6151969f37217a7e6b4a""]",ROOTCOMP-b8c514ead26544acec0aa586,1
