municipality_id,municipality,state,state_fips,county_fips,place_fips,county_subdivision_fips,latitude,longitude,coordinate_source,coordinate_reference_year,coordinate_match_method,coordinate_match_confidence,coordinate_conflict_flag,lower_48_flag,alaska_flag,hawaii_flag,coordinate_missing_flag
cog_2025_106401,Corunna,MI,26,26155,18300,,42.983392,-84.115863,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_193258,Corydon,IN,18,18061,15256,,38.212878,-86.125603,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_124900,Country Club Hills,IL,17,17031,16691,,41.563453,-87.725409,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_173226,Coventry,OH,39,39153,,19036,41.004636,-81.534511,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_167322,Covert,MI,26,26159,,18560,42.283403,-86.27851,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_174964,Cowpens,SC,45,45083,17260,,35.018617,-81.804121,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_134876,Crab Orchard,TN,47,47035,17840,,35.906604,-84.884714,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_174756,Cranberry,PA,42,42121,,16944,41.36847,-79.691935,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_169189,Crane,MO,29,29209,17074,,36.901086,-93.570009,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_130280,Crete,NE,31,31151,11370,,40.624769,-96.952498,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_135196,Crockett,TX,48,48225,17744,,31.317111,-95.456586,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_167808,Crooked Lake,MN,27,27021,,13834,46.826794,-93.984908,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_208463,Crosby,MN,27,27035,13924,,46.493267,-93.94569,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_170676,Croton-on-Hudson,NY,36,36119,19213,,41.209652,-73.901152,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_204779,Crow Wing,MN,27,27035,,14122,46.278894,-94.240856,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_209786,Cuba City,WI,55,55043,17950,,42.603615,-90.431798,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_177084,Cumberland,WI,55,55005,18025,,45.536073,-92.024753,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_194109,Cumberland City,TN,47,47161,18820,,36.379739,-87.639869,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_209501,Cumberland Gap,TN,47,47025,18880,,36.597415,-83.66579,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_164772,Cunningham,KS,20,20095,16775,,37.644623,-98.43113,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_112170,Cussewago,PA,42,42039,,17848,41.801023,-80.212801,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_126083,Dale,IN,18,18147,16624,,38.184861,-86.970411,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_191187,Dalton,OH,39,39169,19974,,40.799562,-81.703719,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_175777,Dandridge,TN,47,47089,19380,,36.030124,-83.429831,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_161929,Danielsville,GA,13,13195,21632,,34.125601,-83.21615,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_194804,Dansville,NY,36,36051,19664,,42.562482,-77.696927,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_191846,Darien,WI,55,55127,18825,,42.599001,-88.714273,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_107077,Dassel,MN,27,27093,,14896,45.113666,-94.311495,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_171628,Davenport,ND,38,38017,,18220,46.672918,-97.115444,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_134638,Day,SD,46,46025,,15580,44.839416,-97.662245,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_186686,De Witt,NY,36,36067,,20478,43.053886,-76.071794,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_185938,DeWitt charter,MI,26,26037,,22140,42.815321,-84.539992,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_167485,Deephaven,MN,27,27053,15148,,44.931974,-93.529104,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_167990,Deer River,MN,27,27061,,15328,47.388991,-93.749341,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_172831,Defiance,OH,39,39039,,21322,41.246858,-84.398497,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_184087,Delafield,WI,55,55133,19400,,43.067421,-88.388833,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_225359,Delaware,NJ,34,34019,,17170,40.439762,-74.956329,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_194846,Delaware,OH,39,39041,21434,,40.286476,-83.074864,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_110902,Delhi,OH,39,39061,,21504,39.102065,-84.634418,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_186558,Delran,NJ,34,34005,,17440,40.013024,-74.947423,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_166963,Delta charter,MI,26,26045,,21520,42.728031,-84.661377,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_170113,Demarest,NJ,34,34003,17530,,40.954103,-73.954921,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_202215,Denmark,NY,36,36049,,20214,43.904601,-75.623403,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_170322,Denville,NJ,34,34027,,17650,40.888479,-74.488377,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_167724,Detroit,MN,27,27005,,15814,46.857795,-95.859862,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_177148,Dickeyville,WI,55,55043,20175,,42.625437,-90.59609,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_204119,Dinosaur,CO,08,08081,20495,,40.239861,-109.006795,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_170677,Dobbs Ferry,NY,36,36119,20698,,41.009994,-73.868636,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_177154,Dodgeville,WI,55,55049,20350,,42.966011,-90.129717,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_193999,Donegal,PA,42,42019,,19456,40.9215,-79.733063,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_194910,Dos Palos,CA,06,06047,19612,,36.985424,-120.633845,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_173257,Dover,OH,39,39159,,22484,40.263443,-83.285697,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_105798,Doyline,LA,22,22119,21590,,32.520731,-93.415702,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_209819,Dresser,WI,55,55095,20850,,45.363176,-92.634675,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_176188,Dripping Springs,TX,48,48209,21424,,30.195936,-98.093701,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_173421,Drummond,OK,40,40047,21700,,36.301724,-98.03578,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_127585,Dry Ridge,KY,21,21081,22582,,38.685414,-84.600215,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_209131,Dublin,OH,39,39107,,22708,40.684088,-84.624183,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_215232,Duck,NC,37,37055,18060,,36.1866,-75.754055,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_168383,Duluth,MN,27,27137,,17018,46.979973,-91.881465,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_170190,Dunellen,NJ,34,34023,18490,,40.590294,-74.465652,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_164297,Dunkerton,IA,19,19013,22845,,42.568498,-92.16002,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_170743,Dunkirk,NY,36,36013,,21116,42.46949,-79.320099,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_209870,Dunn,WI,55,55033,,21150,44.744465,-91.91081,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_124264,Dunnellon,FL,12,12083,18675,,29.059608,-82.42538,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_166523,Dunstable,MA,25,25017,,17825,42.676149,-71.499772,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_161699,Eagle Lake,FL,12,12105,18875,,27.97427,-81.755395,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_177354,Eagle Point,WI,55,55017,,21600,45.056792,-91.340113,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_208567,Eagles Nest,MN,27,27137,,17440,47.839024,-92.103874,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_164488,Earlham,IA,19,19121,23340,,41.49441,-94.122283,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_139769,East Berlin,PA,42,42001,20792,,39.936829,-76.979459,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_207812,East Dundee,IL,17,17089,21696,,42.097437,-88.248079,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_174398,East Fallowfield,PA,42,42039,,21112,41.529645,-80.320099,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_208880,East Fishkill,NY,36,36027,,21996,41.557157,-73.780197,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_131416,East Greenbush,NY,36,36083,,22117,42.605098,-73.70032,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_208920,East Hampton,NY,36,36103,,22194,41.092207,-72.105632,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_204656,East Jordan,MI,26,26029,24020,,45.152234,-85.130389,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_170177,East Newark,NJ,34,34017,19360,,40.752011,-74.162189,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_208824,East Rochester,NY,36,36055,22865,,43.11221,-77.487176,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_171284,East Spencer,NC,37,37159,19860,,35.679894,-80.423628,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_209834,East Troy,WI,55,55127,22100,,42.785184,-88.395573,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_170305,East Windsor,NJ,34,34021,,19780,40.259139,-74.533576,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_139403,Eastchester,NY,36,36119,,21820,40.953067,-73.813316,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_204918,Eaton,NH,33,33003,,23380,43.90696,-71.04752,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_177542,Eaton,WI,55,55071,,22275,44.024647,-87.975924,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_173857,Ebensburg,PA,42,42021,22144,,40.48812,-78.726541,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_134435,Edisto Beach,SC,45,45029,23020,,32.498719,-80.313487,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_202320,Edmore,ND,38,38071,22340,,48.412438,-98.453645,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_164779,Edna,KS,20,20099,19900,,37.058485,-95.359175,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_212208,Effingham,IL,17,17049,22736,,39.120662,-88.550859,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_203929,Egegik,AK,02,02164,21150,,58.205148,-157.521978,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,false,true,false,false
cog_2025_128499,Egelston,MI,26,26121,,25080,43.256774,-86.082523,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_170252,Egg Harbor,NJ,34,34001,,20290,39.380407,-74.612341,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_201801,El Dorado,KS,20,20015,20075,,37.821624,-96.862203,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_113628,El Lago,TX,48,48201,23164,,29.571455,-95.045248,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_124958,Elburn,IL,17,17089,22931,,41.886013,-88.460926,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_209395,Eldred,PA,42,42089,,22904,40.858437,-75.446479,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_187323,Elizabeth,PA,42,42071,,23008,40.221962,-76.306722,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_205059,Elizabethtown,NC,37,37017,20600,,34.621454,-78.6063,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_167295,Elk,MI,26,26151,,25280,43.282466,-82.827711,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_162818,Elk Grove,IL,17,17031,,23243,42.029901,-87.977329,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_104472,Elk Horn,IA,19,19165,24780,,41.593091,-95.061252,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_174118,Elkland,PA,42,42117,23152,,41.989058,-77.314061,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_131297,Ellenville,NY,36,36111,23965,,41.704744,-74.36219,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_170744,Ellicott,NY,36,36013,,23998,42.132975,-79.235956,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_167090,Ellsworth,MI,26,26085,,25440,44.02575,-85.618955,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_177207,Ellsworth,WI,55,55093,23525,,44.736178,-92.480249,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_114638,Elmer City,WA,53,53047,21485,,48.001499,-118.953675,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_193782,Elmira,NY,36,36015,,24240,42.095314,-76.778944,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_163344,Elwood,IL,17,17183,,23932,39.911262,-87.631556,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_194850,Elyria,OH,39,39093,25256,,41.372778,-82.108009,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_208425,Emmett,MI,26,26147,,25960,43.023396,-82.802404,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_166721,Empire,MI,26,26089,25980,,44.812606,-86.059268,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_109713,Enfield,NY,36,36109,,24548,42.441736,-76.620542,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_209718,Entiat,WA,53,53007,22010,,47.67697,-120.222336,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_171493,Epping,ND,38,38105,24540,,48.281651,-103.35784,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_191050,Erwin,NC,37,37085,21740,,35.322217,-78.67353,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_211242,Erwin,NY,36,36101,,24647,42.138165,-77.140867,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_176477,Escalante,UT,49,49017,23750,,37.76488,-111.598396,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_100733,Escalon,CA,06,06077,22790,,37.791336,-120.999643,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_109714,Esopus,NY,36,36111,,24691,41.833329,-73.985378,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_130834,Essex Fells,NJ,34,34013,21840,,40.828102,-74.276226,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_128319,Estral Beach,MI,26,26115,26460,,41.98597,-83.23586,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_191947,Etna,CA,06,06093,22972,,41.458199,-122.895819,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_209166,Eufaula,OK,40,40091,24650,,35.292114,-95.586425,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_225578,Eureka,KS,20,20159,,21900,38.478385,-98.313257,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_131348,Evans,NY,36,36029,,24801,42.654805,-79.004975,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_170520,Evans Mills,NY,36,36045,24823,,44.086978,-75.807761,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_204668,Evart,MI,26,26133,26640,,43.898807,-85.270534,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_208776,Evesham,NJ,34,34005,,22110,39.856677,-74.90081,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_209385,Exeter,PA,42,42079,,24400,41.383099,-75.838563,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_161456,Fairfield,CT,09,09120,,26620,41.17594,-73.272046,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_209124,Fairfield,OH,39,39077,,26040,41.108739,-82.574938,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_202468,Fairfield,PA,42,42001,24560,,39.789001,-77.369819,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_114421,Fairlee,VT,50,50017,,25675,43.91798,-72.180212,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_167547,Fairmont,MN,27,27091,20330,,43.644789,-94.464015,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_163525,Fairmount,IN,18,18053,22432,,40.417256,-85.647716,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_190963,Fairport,NY,36,36055,25076,,43.099465,-77.443069,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_110062,Faison,NC,37,37061,22560,,35.116461,-78.136287,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_166200,Falmouth,ME,23,23005,,24495,43.740472,-70.277172,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_112990,Farmer,SD,46,46061,21060,,43.725301,-97.68905,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_102657,Farmer City,IL,17,17039,25414,,40.248118,-88.641811,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_130852,Farmingdale,NJ,34,34025,22950,,40.198357,-74.170082,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_211331,Farmington,IA,19,19177,26895,,40.638812,-91.738964,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_162901,Farmington,IL,17,17057,,25544,40.665706,-90.049849,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_171263,Farmville,NC,37,37147,22820,,35.595026,-77.590618,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_207941,Ferdinand,IN,18,18037,22990,,38.227952,-86.862459,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_174368,Ferguson,PA,42,42033,,25632,40.882454,-78.606448,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_191874,Fifield,WI,55,55099,,25775,45.858003,-90.224152,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_167130,Filer charter,MI,26,26101,,28040,44.19827,-86.31516,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_205283,Findlay,PA,42,42003,,25904,40.478253,-80.281066,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_209004,Fingal,ND,38,38003,26380,,46.762492,-97.793158,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
