search_target_id,missingness_id,search_priority,search_family,municipality,state,compensation_cycle_or_year,side,target_query_hints,expected_claim_upgrade,checkpoint_status,lane_id,external_search_executed
EXTTARGET-cf7be6b0f23c36e113424634,EXTMISS-a0b426f5cf517cec6c45ceb6,Tier 1,staffing_and_headcount,American,OH,2017,fire,American OH 2017 fire authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_001,false
EXTTARGET-16cedbcb2250adca75435885,EXTMISS-e1802a85d65051e0552bbef9,Tier 1,recruitment_and_retention,American,OH,2017,fire,American OH 2017 fire applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_003,false
EXTTARGET-232b20a8202a8f675e526b64,EXTMISS-b23f84513c6f844e111c3289,Tier 2,tenure_and_progression,American,OH,2017,fire,American OH 2017 fire employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_003,false
EXTTARGET-32010f8019ffaf2fa2f62734,EXTMISS-33113087e0fd5d955b2f9321,Tier 1,implementation,American,OH,2017,fire,American OH 2017 fire payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_004,false
EXTTARGET-cacf3836e9c8add76280b495,EXTMISS-76e673b624bd813af1777ece,Tier 2,benefits_and_total_compensation,American,OH,2017,fire,American OH 2017 fire pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_002,false
EXTTARGET-29d2ff78857b4a8c7e16b838,EXTMISS-b9e7835c606a38e1f1a1fc65,Tier 2,urbanicity_and_context,American,OH,2017,fire,American OH 2017 fire authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_003,false
EXTTARGET-c0edeb06c5183b36c23a60b9,EXTMISS-a61b9c91b4cfff41e8598d83,Tier 1,payroll_and_earnings,Amherst,OH,2022,unclear,Amherst OH 2022 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_001,false
EXTTARGET-be76f7eed93866e2f89f1389,EXTMISS-135e523759f831c11471d47d,Tier 1,staffing_and_headcount,Amherst,OH,2022,unclear,Amherst OH 2022 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_005,false
EXTTARGET-4b1166dee7d1e75c40e9579a,EXTMISS-7c1c1370e0181d3f4fa4e39d,Tier 1,recruitment_and_retention,Amherst,OH,2022,unclear,Amherst OH 2022 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_001,false
EXTTARGET-c12495b9c2e8f7796f842fc6,EXTMISS-c1dd64c29916dedd1c44e2ae,Tier 2,tenure_and_progression,Amherst,OH,2022,unclear,Amherst OH 2022 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_004,false
EXTTARGET-f7ba8e1cea019ee90c15246d,EXTMISS-072757dc674d45c3fa1125b9,Tier 1,implementation,Amherst,OH,2022,unclear,Amherst OH 2022 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_003,false
EXTTARGET-6c4e3ae084051715281c0fcc,EXTMISS-2728c8dba532170299c0a955,Tier 2,benefits_and_total_compensation,Amherst,OH,2022,unclear,Amherst OH 2022 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_003,false
EXTTARGET-bc3104c307c334a479dd3999,EXTMISS-1aca9d032176e45f0c3a2716,Tier 2,urbanicity_and_context,Amherst,OH,2022,unclear,Amherst OH 2022 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_005,false
EXTTARGET-416e3d0c3128afdc39f6b1cc,EXTMISS-cf1078a91e1bc8eb487c5fc7,Tier 1,payroll_and_earnings,Amherst,OH,2023,unclear,Amherst OH 2023 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_002,false
EXTTARGET-db47713763275e58ce17055f,EXTMISS-9ab6f69a743bf9569b6d0959,Tier 1,staffing_and_headcount,Amherst,OH,2023,unclear,Amherst OH 2023 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_005,false
EXTTARGET-cdcf91553126d4942d9819a5,EXTMISS-98a5f2e01cc21b07a2681d85,Tier 1,recruitment_and_retention,Amherst,OH,2023,unclear,Amherst OH 2023 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_005,false
EXTTARGET-8887fed13060e405a71ed839,EXTMISS-1af34eb81b53b9c06c9ee652,Tier 2,tenure_and_progression,Amherst,OH,2023,unclear,Amherst OH 2023 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_003,false
EXTTARGET-0236c8f57269731b249597fa,EXTMISS-2597d6f39038c33c6517eb7e,Tier 1,implementation,Amherst,OH,2023,unclear,Amherst OH 2023 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_004,false
EXTTARGET-e5a400e936c035dbbde8d79a,EXTMISS-15bc8a99d0bf655fc0887556,Tier 2,benefits_and_total_compensation,Amherst,OH,2023,unclear,Amherst OH 2023 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_001,false
EXTTARGET-e6886dd1f2b04ab60039a701,EXTMISS-581e0a53e173252bb9fc3116,Tier 2,urbanicity_and_context,Amherst,OH,2023,unclear,Amherst OH 2023 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_001,false
EXTTARGET-b96d01d6281e75c029883022,EXTMISS-48412729006de154df6289ff,Tier 1,payroll_and_earnings,Amherst,OH,2024,unclear,Amherst OH 2024 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_004,false
EXTTARGET-eb8c3566b7e7e94161613ee8,EXTMISS-204e5e9b74173eb4f169fd42,Tier 1,staffing_and_headcount,Amherst,OH,2024,unclear,Amherst OH 2024 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_002,false
EXTTARGET-ef8c50c6ab49f20c68d9e579,EXTMISS-b3adc8b2070a1f9c700a44a9,Tier 1,recruitment_and_retention,Amherst,OH,2024,unclear,Amherst OH 2024 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_004,false
EXTTARGET-154bc534f3f643d9a423dcb1,EXTMISS-024cac2761142bdcdef16526,Tier 2,tenure_and_progression,Amherst,OH,2024,unclear,Amherst OH 2024 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_003,false
EXTTARGET-399f629fac37f709c24bd2b5,EXTMISS-7ce8638fea84f089562212df,Tier 1,implementation,Amherst,OH,2024,unclear,Amherst OH 2024 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_005,false
EXTTARGET-c9ee9feb0c480a66fc8173c1,EXTMISS-019b23f5ae8908d41b84dadf,Tier 2,benefits_and_total_compensation,Amherst,OH,2024,unclear,Amherst OH 2024 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_003,false
EXTTARGET-ce875e7842701a8ad81c941c,EXTMISS-8c25b61501c789645c42ddf5,Tier 2,urbanicity_and_context,Amherst,OH,2024,unclear,Amherst OH 2024 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_005,false
EXTTARGET-386a53fa8f7feb0cae9ce4a0,EXTMISS-3556ac9ca2c59e55f6a7b69f,Tier 1,payroll_and_earnings,Amherst,OH,2025,unclear,Amherst OH 2025 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_002,false
EXTTARGET-0e5b5de3b2c4d21e0d5ed184,EXTMISS-fab828436865d8186bfb9108,Tier 1,staffing_and_headcount,Amherst,OH,2025,unclear,Amherst OH 2025 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_002,false
EXTTARGET-235f875af540e83ac4cabccd,EXTMISS-27e85cd31fea4b4225d47e81,Tier 1,recruitment_and_retention,Amherst,OH,2025,unclear,Amherst OH 2025 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_005,false
EXTTARGET-08b85530a96597a75ea63b7c,EXTMISS-d4484f92923f46b903402f87,Tier 2,tenure_and_progression,Amherst,OH,2025,unclear,Amherst OH 2025 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_002,false
EXTTARGET-b6c34b5745e5568c9673b187,EXTMISS-807f207f32162274d9eb3a61,Tier 1,implementation,Amherst,OH,2025,unclear,Amherst OH 2025 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_001,false
EXTTARGET-990c1634ac4402e5713aa39e,EXTMISS-34c8f9e9ca1bbe0acfbf149a,Tier 2,benefits_and_total_compensation,Amherst,OH,2025,unclear,Amherst OH 2025 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_005,false
EXTTARGET-348e6999dce9ddc09f7cb6ee,EXTMISS-e734255b6b60cc495fb408e4,Tier 2,urbanicity_and_context,Amherst,OH,2025,unclear,Amherst OH 2025 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_004,false
EXTTARGET-f19520641e5add39fe98bbd5,EXTMISS-96fe32c978f0ad6041552013,Tier 1,payroll_and_earnings,Amsterdam,NY,2024,police,Amsterdam NY 2024 police actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_001,false
EXTTARGET-4cfd1bb83dd5407e9dcf0956,EXTMISS-d2adb93148694b43613e5799,Tier 1,staffing_and_headcount,Amsterdam,NY,2024,police,Amsterdam NY 2024 police authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_004,false
EXTTARGET-d1e21c0714f8c61bcbd6adbb,EXTMISS-694ab602e796370c6a375559,Tier 1,recruitment_and_retention,Amsterdam,NY,2024,police,Amsterdam NY 2024 police applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_003,false
EXTTARGET-88827d44f6a83e5868c943f6,EXTMISS-d7c8238d79d485c7df1d2523,Tier 2,tenure_and_progression,Amsterdam,NY,2024,police,Amsterdam NY 2024 police employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_001,false
EXTTARGET-dd8d5560cedbc39fffe4cf78,EXTMISS-533b449da7aa69d6e502c548,Tier 1,implementation,Amsterdam,NY,2024,police,Amsterdam NY 2024 police payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_001,false
EXTTARGET-4eb7aa509cd5e44ee4f5ff48,EXTMISS-9f00d25599213c9b4a0e94f1,Tier 2,benefits_and_total_compensation,Amsterdam,NY,2024,police,Amsterdam NY 2024 police pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_005,false
EXTTARGET-d9c7525af82551fff56a319f,EXTMISS-129382e5cc299d719819cc40,Tier 2,urbanicity_and_context,Amsterdam,NY,2024,police,Amsterdam NY 2024 police authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_004,false
EXTTARGET-405ab628b979269b2a807d7f,EXTMISS-c049af52bdc7322b78fc9591,Tier 1,payroll_and_earnings,Amsterdam,NY,2024,unclear,Amsterdam NY 2024 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_001,false
EXTTARGET-ba71eb3e3d020b3a0a2fb9ef,EXTMISS-c569d671483b4c13f728e462,Tier 1,staffing_and_headcount,Amsterdam,NY,2024,unclear,Amsterdam NY 2024 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_002,false
EXTTARGET-cebe663ff732f9d84b15c52a,EXTMISS-fc43f021408c2a2b97b27946,Tier 1,recruitment_and_retention,Amsterdam,NY,2024,unclear,Amsterdam NY 2024 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_002,false
EXTTARGET-6a3b0ef867ab8a1b43964940,EXTMISS-9bc237de484ef0f77d03a5c3,Tier 2,tenure_and_progression,Amsterdam,NY,2024,unclear,Amsterdam NY 2024 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_001,false
EXTTARGET-0e4ac5a98374b32375e98ba5,EXTMISS-59b424f489809796bbdd07ea,Tier 1,implementation,Amsterdam,NY,2024,unclear,Amsterdam NY 2024 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_005,false
EXTTARGET-98855e1e40269e5c72578007,EXTMISS-e8d5b184ea94a9ddc51cab3b,Tier 2,benefits_and_total_compensation,Amsterdam,NY,2024,unclear,Amsterdam NY 2024 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_002,false
EXTTARGET-fd440186c6ef19eeaf0d5ddd,EXTMISS-d2c50e139ac5a6f1cd9c126d,Tier 2,urbanicity_and_context,Amsterdam,NY,2024,unclear,Amsterdam NY 2024 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_005,false
EXTTARGET-59369429fba0753c782ab4b8,EXTMISS-d6ec9bb24e01f9206a492071,Tier 1,payroll_and_earnings,Ancram,NY,2022,unclear,Ancram NY 2022 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_001,false
EXTTARGET-ef1dd69012a017923ddf5d4e,EXTMISS-fd74b522bf8a588cb8c44d6f,Tier 1,staffing_and_headcount,Ancram,NY,2022,unclear,Ancram NY 2022 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_001,false
EXTTARGET-825ef390117e263c3a75bb0b,EXTMISS-207236c9e85d1e75f74285bf,Tier 1,recruitment_and_retention,Ancram,NY,2022,unclear,Ancram NY 2022 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_004,false
EXTTARGET-00274d7705407e3cdba4059a,EXTMISS-b49d921669cc688d5e62bc59,Tier 2,tenure_and_progression,Ancram,NY,2022,unclear,Ancram NY 2022 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_005,false
EXTTARGET-1e32d0486773984a206bca48,EXTMISS-2e58654bd1fbb77afb2e3f05,Tier 1,implementation,Ancram,NY,2022,unclear,Ancram NY 2022 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_003,false
EXTTARGET-c32ca67223d8f90b361a4f8b,EXTMISS-0ed68633624cf5c9241ef055,Tier 2,benefits_and_total_compensation,Ancram,NY,2022,unclear,Ancram NY 2022 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_001,false
EXTTARGET-c52aa40ab55b0df357e6b8c4,EXTMISS-9b367cbb422cd79da5d4045b,Tier 2,urbanicity_and_context,Ancram,NY,2022,unclear,Ancram NY 2022 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_003,false
EXTTARGET-2912593bff6d9c9dc459b73b,EXTMISS-ca338e0a653b322ecf6813d5,Tier 1,payroll_and_earnings,Anderson,OH,undated-source-CBSRD-20260728-adf33ca00876e65f51f5,unclear,Anderson OH undated-source-CBSRD-20260728-adf33ca00876e65f51f5 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_001,false
EXTTARGET-56ca73cab63a953fe124552b,EXTMISS-9978b98b6fe57f9e1afbff3a,Tier 1,staffing_and_headcount,Anderson,OH,undated-source-CBSRD-20260728-adf33ca00876e65f51f5,unclear,Anderson OH undated-source-CBSRD-20260728-adf33ca00876e65f51f5 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_004,false
EXTTARGET-eab4c5635391a31b8ba41a87,EXTMISS-2b020432e3799725c9e70c86,Tier 1,recruitment_and_retention,Anderson,OH,undated-source-CBSRD-20260728-adf33ca00876e65f51f5,unclear,Anderson OH undated-source-CBSRD-20260728-adf33ca00876e65f51f5 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_002,false
EXTTARGET-1fc95350ac9dbd9138fc85a7,EXTMISS-a73dd211751aafa2666927ba,Tier 2,tenure_and_progression,Anderson,OH,undated-source-CBSRD-20260728-adf33ca00876e65f51f5,unclear,Anderson OH undated-source-CBSRD-20260728-adf33ca00876e65f51f5 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_004,false
EXTTARGET-620188846cfa1c62a1b21665,EXTMISS-2e4443e27b1503fac4a21da4,Tier 1,implementation,Anderson,OH,undated-source-CBSRD-20260728-adf33ca00876e65f51f5,unclear,Anderson OH undated-source-CBSRD-20260728-adf33ca00876e65f51f5 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_001,false
EXTTARGET-cf4ce61ef806775cf98413cb,EXTMISS-7656dd5eabba96be00eda45b,Tier 2,benefits_and_total_compensation,Anderson,OH,undated-source-CBSRD-20260728-adf33ca00876e65f51f5,unclear,Anderson OH undated-source-CBSRD-20260728-adf33ca00876e65f51f5 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_002,false
EXTTARGET-6537a046c76c19228c0a3af7,EXTMISS-9d1731d94bb3b37658d1f503,Tier 2,urbanicity_and_context,Anderson,OH,undated-source-CBSRD-20260728-adf33ca00876e65f51f5,unclear,Anderson OH undated-source-CBSRD-20260728-adf33ca00876e65f51f5 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_001,false
EXTTARGET-cf50e7e99d830fa1290d4d3a,EXTMISS-a78c99dc58db4d9b66846938,Tier 1,payroll_and_earnings,Andover,CT,2015,unclear,Andover CT 2015 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_002,false
EXTTARGET-340dec71dc7d6258541ff024,EXTMISS-81cf0e9217d39a3f1bdde970,Tier 1,staffing_and_headcount,Andover,CT,2015,unclear,Andover CT 2015 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_001,false
EXTTARGET-bb77f9c76aa9561c8d8d482f,EXTMISS-3195c56c0d96fd3557ade3ad,Tier 1,recruitment_and_retention,Andover,CT,2015,unclear,Andover CT 2015 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_004,false
EXTTARGET-456194342333a200c37053d0,EXTMISS-8e9d7903f29793518746ed6f,Tier 2,tenure_and_progression,Andover,CT,2015,unclear,Andover CT 2015 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_003,false
EXTTARGET-fad15b23a50630b197882bac,EXTMISS-debd676dd2b928407609174b,Tier 1,implementation,Andover,CT,2015,unclear,Andover CT 2015 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_005,false
EXTTARGET-33838d60c93e85828213748f,EXTMISS-e973c60e76cb3cc3d07630ee,Tier 2,benefits_and_total_compensation,Andover,CT,2015,unclear,Andover CT 2015 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_002,false
EXTTARGET-c0836681ea720a05a52fae33,EXTMISS-c0caae833d8f1aeb029f5ff4,Tier 2,urbanicity_and_context,Andover,CT,2015,unclear,Andover CT 2015 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_002,false
EXTTARGET-c1a935d869e0f2c8e747a957,EXTMISS-2b9fb0d87e528f7f11ea5aef,Tier 1,payroll_and_earnings,Andover,CT,2024,unclear,Andover CT 2024 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_001,false
EXTTARGET-500ece32f5abbf5ef89d21b9,EXTMISS-54dc39806e2c2b799a723c01,Tier 1,staffing_and_headcount,Andover,CT,2024,unclear,Andover CT 2024 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_005,false
EXTTARGET-3df8d582be9e170732a5af32,EXTMISS-3c633a77ec2add7f4331c369,Tier 1,recruitment_and_retention,Andover,CT,2024,unclear,Andover CT 2024 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_002,false
EXTTARGET-09b31f344b5625b5e1fa1f95,EXTMISS-4bae56d6f2b1ea6c7528b936,Tier 2,tenure_and_progression,Andover,CT,2024,unclear,Andover CT 2024 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_005,false
EXTTARGET-63b11bee936aef05edc6b414,EXTMISS-44cd8e8b06019139acf6c037,Tier 1,implementation,Andover,CT,2024,unclear,Andover CT 2024 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_003,false
EXTTARGET-f45554d5814858a219c77bb9,EXTMISS-79d6f81b629886b30dc38749,Tier 2,benefits_and_total_compensation,Andover,CT,2024,unclear,Andover CT 2024 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_004,false
EXTTARGET-a1f72e7473daaeff7f0b4e77,EXTMISS-fa9f18e5f4c86e181caa82ae,Tier 2,urbanicity_and_context,Andover,CT,2024,unclear,Andover CT 2024 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_005,false
EXTTARGET-0fd78232f6f7ec1a1a81aa27,EXTMISS-e5d0b2b10aee230c379c5c9b,Tier 1,payroll_and_earnings,Andover,CT,2025,unclear,Andover CT 2025 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_001,false
EXTTARGET-6e754a84e330625bd40cb824,EXTMISS-69bedc0a0d7ef83b6f219b79,Tier 1,staffing_and_headcount,Andover,CT,2025,unclear,Andover CT 2025 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_003,false
EXTTARGET-aae7f1f5bd49a3be4129c976,EXTMISS-34141a31699760025bb042d3,Tier 1,recruitment_and_retention,Andover,CT,2025,unclear,Andover CT 2025 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_002,false
EXTTARGET-805ad54ec2228d8dc4043e6f,EXTMISS-ec690593bb64b08819dac9e7,Tier 2,tenure_and_progression,Andover,CT,2025,unclear,Andover CT 2025 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_005,false
EXTTARGET-c4005d68aa327ffcf766b3af,EXTMISS-991e45b9a820bd8f4b108837,Tier 1,implementation,Andover,CT,2025,unclear,Andover CT 2025 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_005,false
EXTTARGET-95223c6aa5c010e5b9310144,EXTMISS-14eecc34dd37cb24a1ab84ea,Tier 2,benefits_and_total_compensation,Andover,CT,2025,unclear,Andover CT 2025 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_001,false
EXTTARGET-338e5c3f70e109db34d8e855,EXTMISS-2b9e14b2b8d564695e7858d9,Tier 2,urbanicity_and_context,Andover,CT,2025,unclear,Andover CT 2025 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_002,false
EXTTARGET-6d786a9df8a8a8bfa361af13,EXTMISS-5d912885a2d4baad775dd73a,Tier 1,payroll_and_earnings,Andover,ME,2020,unclear,Andover ME 2020 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_003,false
EXTTARGET-2de3d6c51bb4307203bd3e64,EXTMISS-6b9f7284b1cd54acf9e79c3f,Tier 1,staffing_and_headcount,Andover,ME,2020,unclear,Andover ME 2020 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_001,false
EXTTARGET-5f275891f5f9e5b6de225e52,EXTMISS-a7d5d17a6e2ddcc46668133c,Tier 1,recruitment_and_retention,Andover,ME,2020,unclear,Andover ME 2020 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_002,false
EXTTARGET-2c1994cdb18a32fbcc5c9083,EXTMISS-418cd5fb9d2ce19280a0c27e,Tier 2,tenure_and_progression,Andover,ME,2020,unclear,Andover ME 2020 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_001,false
EXTTARGET-cc34a3bb89cdec7239edee30,EXTMISS-e31815cd56dd9940b80f3ee7,Tier 1,implementation,Andover,ME,2020,unclear,Andover ME 2020 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_001,false
EXTTARGET-2335003ee04fbad0656056b6,EXTMISS-ffa8e6e5ed26f578a14d0fa8,Tier 2,benefits_and_total_compensation,Andover,ME,2020,unclear,Andover ME 2020 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_004,false
EXTTARGET-0630169a52aa3afe483c42e8,EXTMISS-29b042b6ba3faf138531cf50,Tier 2,urbanicity_and_context,Andover,ME,2020,unclear,Andover ME 2020 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_002,false
EXTTARGET-6d786a9df8a8a8bfa361af13,EXTMISS-5d912885a2d4baad775dd73a,Tier 1,payroll_and_earnings,Andover,ME,2020,unclear,Andover ME 2020 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_003,false
EXTTARGET-2de3d6c51bb4307203bd3e64,EXTMISS-6b9f7284b1cd54acf9e79c3f,Tier 1,staffing_and_headcount,Andover,ME,2020,unclear,Andover ME 2020 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_001,false
EXTTARGET-5f275891f5f9e5b6de225e52,EXTMISS-a7d5d17a6e2ddcc46668133c,Tier 1,recruitment_and_retention,Andover,ME,2020,unclear,Andover ME 2020 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_002,false
EXTTARGET-2c1994cdb18a32fbcc5c9083,EXTMISS-418cd5fb9d2ce19280a0c27e,Tier 2,tenure_and_progression,Andover,ME,2020,unclear,Andover ME 2020 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_001,false
EXTTARGET-cc34a3bb89cdec7239edee30,EXTMISS-e31815cd56dd9940b80f3ee7,Tier 1,implementation,Andover,ME,2020,unclear,Andover ME 2020 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_001,false
EXTTARGET-2335003ee04fbad0656056b6,EXTMISS-ffa8e6e5ed26f578a14d0fa8,Tier 2,benefits_and_total_compensation,Andover,ME,2020,unclear,Andover ME 2020 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_004,false
EXTTARGET-0630169a52aa3afe483c42e8,EXTMISS-29b042b6ba3faf138531cf50,Tier 2,urbanicity_and_context,Andover,ME,2020,unclear,Andover ME 2020 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_002,false
EXTTARGET-462a3512646d18e33be583d3,EXTMISS-d6f2ece1c852592b1ebe1199,Tier 1,payroll_and_earnings,Andover,ME,2025,unclear,Andover ME 2025 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_005,false
EXTTARGET-5e332a951f1dc87668336fa6,EXTMISS-a83681ee1e764f3ae4f43b90,Tier 1,staffing_and_headcount,Andover,ME,2025,unclear,Andover ME 2025 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_001,false
EXTTARGET-f81aff05302c607a44d813f3,EXTMISS-dd632398cc25a65eadabef53,Tier 1,recruitment_and_retention,Andover,ME,2025,unclear,Andover ME 2025 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_002,false
EXTTARGET-ef601d1a6072ffd26ebf9993,EXTMISS-9a505c3769a8a91fc6e019b1,Tier 2,tenure_and_progression,Andover,ME,2025,unclear,Andover ME 2025 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_005,false
EXTTARGET-0bcb33114d79bfce819e8111,EXTMISS-1058ef530444a41246c9987d,Tier 1,implementation,Andover,ME,2025,unclear,Andover ME 2025 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_004,false
