duplicate_candidate_id,canonical_candidate_id,duplicate_basis,confidence,search_target_id
EXTCAND-f92f1901e7974e2bfaeb0368,EXTCAND-056c0dc8c78a0d4be1388267,canonical URL and normalized title,high,EXTSEARCH-95d4eccfd219155697289e39
EXTCAND-840a30fbe632d4b269d0dbca,EXTCAND-840a30fbe632d4b269d0dbca,canonical URL and normalized title,high,EXTSEARCH-95d4eccfd219155697289e39
EXTCAND-eee8d01c9e68f1cd594afb7f,EXTCAND-eee8d01c9e68f1cd594afb7f,canonical URL and normalized title,high,EXTSEARCH-95d4eccfd219155697289e39
EXTCAND-e42f2428ce425c8838475e07,EXTCAND-e42f2428ce425c8838475e07,canonical URL and normalized title,high,EXTSEARCH-95d4eccfd219155697289e39
EXTCAND-f7be9c3febc78a2125ebc545,EXTCAND-f7be9c3febc78a2125ebc545,canonical URL and normalized title,high,EXTSEARCH-95d4eccfd219155697289e39
EXTCAND-d1572d595ec477d5d347dfb5,EXTCAND-d1572d595ec477d5d347dfb5,canonical URL and normalized title,high,EXTSEARCH-95d4eccfd219155697289e39
EXTCAND-e64ab464bef14c37b12f53e1,EXTCAND-e64ab464bef14c37b12f53e1,canonical URL and normalized title,high,EXTSEARCH-95d4eccfd219155697289e39
EXTCAND-297bcacadabc7bc07600f519,EXTCAND-5f7e9a569f53d3c7925cef85,canonical URL and normalized title,high,EXTSEARCH-b94f2de5b8784c74a9eeab1c
EXTCAND-54dea3caa40f6a8b682fa66f,EXTCAND-7169e9f44175477eb69dbd77,canonical URL and normalized title,high,EXTSEARCH-b94f2de5b8784c74a9eeab1c
EXTCAND-c8c6dbc233790f4f8a1f1693,EXTCAND-40c9dd1af614bc83715404d6,canonical URL and normalized title,high,EXTSEARCH-b94f2de5b8784c74a9eeab1c
EXTCAND-60c68f612d00dd26d74371f4,EXTCAND-60c68f612d00dd26d74371f4,canonical URL and normalized title,high,EXTSEARCH-b94f2de5b8784c74a9eeab1c
EXTCAND-f56ffc11f2264506c5412a7d,EXTCAND-f56ffc11f2264506c5412a7d,canonical URL and normalized title,high,EXTSEARCH-b94f2de5b8784c74a9eeab1c
EXTCAND-cc7c490155cca6eeb28f08cf,EXTCAND-66c381de4cbc9b131c24bed9,canonical URL and normalized title,high,EXTSEARCH-8d815d15e5fe9f0585a26645
EXTCAND-509720a96b13e8e391523daf,EXTCAND-827cc82bdd79d8d16d55f059,canonical URL and normalized title,high,EXTSEARCH-8d815d15e5fe9f0585a26645
EXTCAND-45104edfed97413d303746a2,EXTCAND-ae16f8e2d270b16771a64431,canonical URL and normalized title,high,EXTSEARCH-8d815d15e5fe9f0585a26645
EXTCAND-d490816413ef5acb2fa1fe4f,EXTCAND-d694c3e9fda0c2ce05041651,canonical URL and normalized title,high,EXTSEARCH-8d815d15e5fe9f0585a26645
EXTCAND-2ffdbbd4ccb20cb72f66eb75,EXTCAND-5e883255446e2267e795968f,canonical URL and normalized title,high,EXTSEARCH-8d815d15e5fe9f0585a26645
EXTCAND-3ee71f410ce5259962934252,EXTCAND-3ee71f410ce5259962934252,canonical URL and normalized title,high,EXTSEARCH-8d815d15e5fe9f0585a26645
EXTCAND-c4daeaef47c2f29ccf78e3be,EXTCAND-c4daeaef47c2f29ccf78e3be,canonical URL and normalized title,high,EXTSEARCH-8d815d15e5fe9f0585a26645
EXTCAND-8633d922bdb33679faf12cac,EXTCAND-8633d922bdb33679faf12cac,canonical URL and normalized title,high,EXTSEARCH-2d0ad36d1de8b5455ac13e5c
EXTCAND-4530f2d8bdc5de8d581484a6,EXTCAND-4530f2d8bdc5de8d581484a6,canonical URL and normalized title,high,EXTSEARCH-2d0ad36d1de8b5455ac13e5c
EXTCAND-d79eb53c179ebc2d7c63ccd3,EXTCAND-d79eb53c179ebc2d7c63ccd3,canonical URL and normalized title,high,EXTSEARCH-2d0ad36d1de8b5455ac13e5c
EXTCAND-65d93f11bd714a3c7ce3b19c,EXTCAND-65d93f11bd714a3c7ce3b19c,canonical URL and normalized title,high,EXTSEARCH-2d0ad36d1de8b5455ac13e5c
EXTCAND-2bfdd8bfd9fcefed5040ce7f,EXTCAND-2bfdd8bfd9fcefed5040ce7f,canonical URL and normalized title,high,EXTSEARCH-2d0ad36d1de8b5455ac13e5c
EXTCAND-3f07959da1d240056c7896dc,EXTCAND-3f07959da1d240056c7896dc,canonical URL and normalized title,high,EXTSEARCH-2d0ad36d1de8b5455ac13e5c
EXTCAND-4b1409189a9573ea92fcb8f3,EXTCAND-47d5b78f6ad797c79e9cd71f,canonical URL and normalized title,high,EXTSEARCH-5c29ef914e181c507b1d88bf
EXTCAND-9ea202ccb6d8354773bf41c8,EXTCAND-d694c3e9fda0c2ce05041651,canonical URL and normalized title,high,EXTSEARCH-5c29ef914e181c507b1d88bf
EXTCAND-0d2a45d406953a6629fb28a7,EXTCAND-0dfaab52ac08a04726d78ee2,canonical URL and normalized title,high,EXTSEARCH-5c29ef914e181c507b1d88bf
EXTCAND-93f8024b29a005400d97bea3,EXTCAND-b4e366d0e8ef7226791ce598,canonical URL and normalized title,high,EXTSEARCH-5c29ef914e181c507b1d88bf
EXTCAND-a5cf4a83d491f6cf77df9908,EXTCAND-a5cf4a83d491f6cf77df9908,canonical URL and normalized title,high,EXTSEARCH-5c29ef914e181c507b1d88bf
EXTCAND-4b1409189a9573ea92fcb8f3,EXTCAND-47d5b78f6ad797c79e9cd71f,canonical URL and normalized title,high,EXTSEARCH-5c29ef914e181c507b1d88bf
EXTCAND-eb53fb1829357708b22512df,EXTCAND-eb53fb1829357708b22512df,canonical URL and normalized title,high,EXTSEARCH-3fb290108c3534a4e8248b82
EXTCAND-99f166b357b3ed139a002e7c,EXTCAND-99f166b357b3ed139a002e7c,canonical URL and normalized title,high,EXTSEARCH-3fb290108c3534a4e8248b82
EXTCAND-f01264b6dea7cfc2b390b08d,EXTCAND-f01264b6dea7cfc2b390b08d,canonical URL and normalized title,high,EXTSEARCH-3fb290108c3534a4e8248b82
EXTCAND-4a8db4b571c6adc6bd8615e2,EXTCAND-4a8db4b571c6adc6bd8615e2,canonical URL and normalized title,high,EXTSEARCH-3fb290108c3534a4e8248b82
EXTCAND-41571229274b65f48e5f3dce,EXTCAND-41571229274b65f48e5f3dce,canonical URL and normalized title,high,EXTSEARCH-3e27b39b7dade2336b3b8739
EXTCAND-73a68feaa0c321cf7a9f5c62,EXTCAND-73a68feaa0c321cf7a9f5c62,canonical URL and normalized title,high,EXTSEARCH-3e27b39b7dade2336b3b8739
EXTCAND-66906a329de377546dbc46d8,EXTCAND-66906a329de377546dbc46d8,canonical URL and normalized title,high,EXTSEARCH-3e27b39b7dade2336b3b8739
EXTCAND-286f5b67073e3d1828b03544,EXTCAND-286f5b67073e3d1828b03544,canonical URL and normalized title,high,EXTSEARCH-3e27b39b7dade2336b3b8739
EXTCAND-157f4fe7abc1fd37c417ef3c,EXTCAND-662a0422065f90efa8407d99,canonical URL and normalized title,high,EXTSEARCH-ffa84e4bfc3c6be4281d0eca
EXTCAND-b6c96299ca6e5e61f7ee4185,EXTCAND-9a39115252907ee767fcbd0f,canonical URL and normalized title,high,EXTSEARCH-8258bc952f736ed67114422f
EXTCAND-1b9e84296b0b65dc1d4d5c07,EXTCAND-44182ea38275a7a7c985fa37,canonical URL and normalized title,high,EXTSEARCH-8258bc952f736ed67114422f
EXTCAND-c8c2c360047097bd06560af3,EXTCAND-8927310bf4904ed60cae61e1,canonical URL and normalized title,high,EXTSEARCH-8258bc952f736ed67114422f
EXTCAND-d255a0ca1aeaa446b4f4e690,EXTCAND-d694c3e9fda0c2ce05041651,canonical URL and normalized title,high,EXTSEARCH-8258bc952f736ed67114422f
EXTCAND-a4b0db90ee18aee23c050c0a,EXTCAND-a7b3d73cdf72222e510cfbf9,canonical URL and normalized title,high,EXTSEARCH-8258bc952f736ed67114422f
EXTCAND-b9b633c1ddb8118d29b7a3a0,EXTCAND-c95885692f47bd4a4243efdf,canonical URL and normalized title,high,EXTSEARCH-8258bc952f736ed67114422f
EXTCAND-16a07e11c5176302656fad8c,EXTCAND-b9b2b9bff9e30e2ea4debe68,canonical URL and normalized title,high,EXTSEARCH-8258bc952f736ed67114422f
EXTCAND-b6c96299ca6e5e61f7ee4185,EXTCAND-9a39115252907ee767fcbd0f,canonical URL and normalized title,high,EXTSEARCH-8258bc952f736ed67114422f
EXTCAND-1b9e84296b0b65dc1d4d5c07,EXTCAND-44182ea38275a7a7c985fa37,canonical URL and normalized title,high,EXTSEARCH-8258bc952f736ed67114422f
EXTCAND-43b5682566df8a27cad70743,EXTCAND-b565b27d61dc7b65df3c136b,canonical URL and normalized title,high,EXTSEARCH-38315026725bf957b05da3a0
EXTCAND-b67cba9f02d8bad335c83ed0,EXTCAND-8927310bf4904ed60cae61e1,canonical URL and normalized title,high,EXTSEARCH-38315026725bf957b05da3a0
EXTCAND-7b173bea1c52ce4d995fdec9,EXTCAND-b9b2b9bff9e30e2ea4debe68,canonical URL and normalized title,high,EXTSEARCH-38315026725bf957b05da3a0
EXTCAND-203e1e3dc7b4206efea2d72a,EXTCAND-79639ba4338427c75d337d1b,canonical URL and normalized title,high,EXTSEARCH-38315026725bf957b05da3a0
EXTCAND-95334b8f190fda81dd28a7e4,EXTCAND-662a0422065f90efa8407d99,canonical URL and normalized title,high,EXTSEARCH-38315026725bf957b05da3a0
EXTCAND-60f1fb7d4d6f3e2f0249e69d,EXTCAND-4c45db8b05d10e1f6a37f288,canonical URL and normalized title,high,EXTSEARCH-38315026725bf957b05da3a0
EXTCAND-f9ea93eef6d02e2a81618319,EXTCAND-9061041a4d032444cd49cecf,canonical URL and normalized title,high,EXTSEARCH-38315026725bf957b05da3a0
EXTCAND-42c65061250d4608a188af01,EXTCAND-7a372d32886bb8456fa33f18,canonical URL and normalized title,high,EXTSEARCH-38315026725bf957b05da3a0
EXTCAND-ddfa46e44302c70930b4a9bc,EXTCAND-c1adf89d1b9eded4e4c5479d,canonical URL and normalized title,high,EXTSEARCH-38315026725bf957b05da3a0
EXTCAND-78a2f1dc862ff6e2ca7c54e3,EXTCAND-a89e9f85173508f9dc69119b,canonical URL and normalized title,high,EXTSEARCH-38315026725bf957b05da3a0
EXTCAND-ec75e7ec37c551cdab1a467f,EXTCAND-ec75e7ec37c551cdab1a467f,canonical URL and normalized title,high,EXTSEARCH-38315026725bf957b05da3a0
EXTCAND-91cd0dee569405b83cd85d8b,EXTCAND-91cd0dee569405b83cd85d8b,canonical URL and normalized title,high,EXTSEARCH-38315026725bf957b05da3a0
EXTCAND-1410eeca350cdd34ec6ab23c,EXTCAND-cf1eea335c4ed1642ae8a0a2,canonical URL and normalized title,high,EXTSEARCH-2bc2a55ca78a556e6a99cc38
EXTCAND-fae5e2ccb0af9a385a94ab63,EXTCAND-c95885692f47bd4a4243efdf,canonical URL and normalized title,high,EXTSEARCH-2bc2a55ca78a556e6a99cc38
EXTCAND-21aef6a7b77ea4636665b474,EXTCAND-9061041a4d032444cd49cecf,canonical URL and normalized title,high,EXTSEARCH-2bc2a55ca78a556e6a99cc38
EXTCAND-5530fbb5ba92a0a70dbda8a3,EXTCAND-d694c3e9fda0c2ce05041651,canonical URL and normalized title,high,EXTSEARCH-2bc2a55ca78a556e6a99cc38
EXTCAND-0e2135bb65e5492fc8befb99,EXTCAND-9aadc49d78331733e3c18d95,canonical URL and normalized title,high,EXTSEARCH-2bc2a55ca78a556e6a99cc38
EXTCAND-73b2c360b87833412e42fb60,EXTCAND-cb820b9d39ca702bdef18b9c,canonical URL and normalized title,high,EXTSEARCH-2bc2a55ca78a556e6a99cc38
EXTCAND-dad6d353e246445ff29b3d81,EXTCAND-5e883255446e2267e795968f,canonical URL and normalized title,high,EXTSEARCH-2bc2a55ca78a556e6a99cc38
EXTCAND-e7a5236378e73a3a8e4e8b2a,EXTCAND-e7a5236378e73a3a8e4e8b2a,canonical URL and normalized title,high,EXTSEARCH-2bc2a55ca78a556e6a99cc38
EXTCAND-3340c3cb592dc110278d2eb0,EXTCAND-3340c3cb592dc110278d2eb0,canonical URL and normalized title,high,EXTSEARCH-2bc2a55ca78a556e6a99cc38
EXTCAND-fae5e2ccb0af9a385a94ab63,EXTCAND-c95885692f47bd4a4243efdf,canonical URL and normalized title,high,EXTSEARCH-2bc2a55ca78a556e6a99cc38
EXTCAND-b84b9d6ae44bede5ed278b95,EXTCAND-b84b9d6ae44bede5ed278b95,canonical URL and normalized title,high,EXTSEARCH-2bc2a55ca78a556e6a99cc38
EXTCAND-c331535d509378bc5edbf218,EXTCAND-c331535d509378bc5edbf218,canonical URL and normalized title,high,EXTSEARCH-2bc2a55ca78a556e6a99cc38
EXTCAND-ca998d44ed61c57a20d52a53,EXTCAND-ceed04ff12db7399916ea5e7,canonical URL and normalized title,high,EXTSEARCH-b6e91a075801a65dac45bfb5
EXTCAND-45931ad8637e097516dd69c9,EXTCAND-b5327716d341cf2e72b106bf,canonical URL and normalized title,high,EXTSEARCH-b6e91a075801a65dac45bfb5
EXTCAND-2056237da9c14ef32155c8b9,EXTCAND-c95885692f47bd4a4243efdf,canonical URL and normalized title,high,EXTSEARCH-b6e91a075801a65dac45bfb5
EXTCAND-fdb544b076c79ea9db2c4ae9,EXTCAND-cae94ba98494a4fa46475894,canonical URL and normalized title,high,EXTSEARCH-b6e91a075801a65dac45bfb5
EXTCAND-418ed37572e61b2d0a14f67c,EXTCAND-cf1eea335c4ed1642ae8a0a2,canonical URL and normalized title,high,EXTSEARCH-b6e91a075801a65dac45bfb5
EXTCAND-a35cee313b2607840bc27093,EXTCAND-b8b6631eaa79209bd5d0a5b8,canonical URL and normalized title,high,EXTSEARCH-b6e91a075801a65dac45bfb5
EXTCAND-ca998d44ed61c57a20d52a53,EXTCAND-ceed04ff12db7399916ea5e7,canonical URL and normalized title,high,EXTSEARCH-b6e91a075801a65dac45bfb5
EXTCAND-6b8b6a9bced547f72deeab92,EXTCAND-6b8b6a9bced547f72deeab92,canonical URL and normalized title,high,EXTSEARCH-b6e91a075801a65dac45bfb5
EXTCAND-fdb544b076c79ea9db2c4ae9,EXTCAND-cae94ba98494a4fa46475894,canonical URL and normalized title,high,EXTSEARCH-b6e91a075801a65dac45bfb5
EXTCAND-cd65357b43c187b3c2f31ad3,EXTCAND-ae16f8e2d270b16771a64431,canonical URL and normalized title,high,EXTSEARCH-3a673c516161759ea8f2041f
EXTCAND-849271680bf957c20fc10e5c,EXTCAND-90368c88899babec80c50449,canonical URL and normalized title,high,EXTSEARCH-3a673c516161759ea8f2041f
EXTCAND-16266315954e9780da3dbf76,EXTCAND-7263e97bbea29a6ef08b8874,canonical URL and normalized title,high,EXTSEARCH-3a673c516161759ea8f2041f
EXTCAND-55cc42bf69a6a689f7e52cd1,EXTCAND-e9a3babbc8ff55518a51c160,canonical URL and normalized title,high,EXTSEARCH-3a673c516161759ea8f2041f
EXTCAND-89ca90cf144630f7a8eeb37d,EXTCAND-0e350e2cfb9403687dcbb726,canonical URL and normalized title,high,EXTSEARCH-3a673c516161759ea8f2041f
EXTCAND-85aa0e7f493a9ffa9d432764,EXTCAND-6c0c58b529a850a422ccfa50,canonical URL and normalized title,high,EXTSEARCH-3a673c516161759ea8f2041f
EXTCAND-096f05d957a0befade4f9437,EXTCAND-33c7a708a57adbbacad7baa0,canonical URL and normalized title,high,EXTSEARCH-3a673c516161759ea8f2041f
EXTCAND-bacc05ec06ede8397af98c60,EXTCAND-bacc05ec06ede8397af98c60,canonical URL and normalized title,high,EXTSEARCH-3a673c516161759ea8f2041f
EXTCAND-6b9443b95510618b168ae515,EXTCAND-6b9443b95510618b168ae515,canonical URL and normalized title,high,EXTSEARCH-3a673c516161759ea8f2041f
EXTCAND-6691d30500ffa268f4e01d10,EXTCAND-6691d30500ffa268f4e01d10,canonical URL and normalized title,high,EXTSEARCH-3a673c516161759ea8f2041f
EXTCAND-37f75a99e4189d6693e877bc,EXTCAND-37f75a99e4189d6693e877bc,canonical URL and normalized title,high,EXTSEARCH-3a673c516161759ea8f2041f
EXTCAND-86d614a64b220f8f6c353a74,EXTCAND-86d614a64b220f8f6c353a74,canonical URL and normalized title,high,EXTSEARCH-3a673c516161759ea8f2041f
EXTCAND-cd65357b43c187b3c2f31ad3,EXTCAND-ae16f8e2d270b16771a64431,canonical URL and normalized title,high,EXTSEARCH-3a673c516161759ea8f2041f
EXTCAND-abf2168636fe0cabe8982c27,EXTCAND-abf2168636fe0cabe8982c27,canonical URL and normalized title,high,EXTSEARCH-7210718cd8fa033af3a82782
EXTCAND-24d7a1bc0cb72efd57e3aaea,EXTCAND-325855ffec7bea733522c525,canonical URL and normalized title,high,EXTSEARCH-b35415ae053f7caa092bfdd4
EXTCAND-e7b2cf7b06aa0009aceff827,EXTCAND-e4e53d73d5cdb2ceeda102a2,canonical URL and normalized title,high,EXTSEARCH-b35415ae053f7caa092bfdd4
EXTCAND-015f95a7a1102ea442cbbb99,EXTCAND-71474694cf344c888e3dcd70,canonical URL and normalized title,high,EXTSEARCH-b35415ae053f7caa092bfdd4
EXTCAND-94d6dae30d1181480d7cad66,EXTCAND-0e252d6376ad9dbc88175bea,canonical URL and normalized title,high,EXTSEARCH-b35415ae053f7caa092bfdd4
EXTCAND-7c24391aedfcf2b1b4a17ed6,EXTCAND-8018c880ca63ed723a938d1d,canonical URL and normalized title,high,EXTSEARCH-b35415ae053f7caa092bfdd4
EXTCAND-cf7d629e62d462fc803bd9ad,EXTCAND-cf7d629e62d462fc803bd9ad,canonical URL and normalized title,high,EXTSEARCH-b35415ae053f7caa092bfdd4
EXTCAND-27114968c832ecae036d26f4,EXTCAND-27114968c832ecae036d26f4,canonical URL and normalized title,high,EXTSEARCH-b35415ae053f7caa092bfdd4
EXTCAND-7894ba9e7e78535829dbf5b6,EXTCAND-7894ba9e7e78535829dbf5b6,canonical URL and normalized title,high,EXTSEARCH-b35415ae053f7caa092bfdd4
EXTCAND-aeeadffc3507d5414bb2395d,EXTCAND-aeeadffc3507d5414bb2395d,canonical URL and normalized title,high,EXTSEARCH-b35415ae053f7caa092bfdd4
EXTCAND-7128c0a0a42e25eb8bf7e47c,EXTCAND-7128c0a0a42e25eb8bf7e47c,canonical URL and normalized title,high,EXTSEARCH-b35415ae053f7caa092bfdd4
EXTCAND-68f70d92d6cf7c9f5463b00a,EXTCAND-60a870508db8f31040bd759d,canonical URL and normalized title,high,EXTSEARCH-2acff8443b2741c5062312f3
EXTCAND-545dd2afcd1c792b7c2007d1,EXTCAND-7a34b91c452a416178eda80e,canonical URL and normalized title,high,EXTSEARCH-2acff8443b2741c5062312f3
EXTCAND-99992619c7a5f009c19c389c,EXTCAND-7b038bcf01147a494de6889c,canonical URL and normalized title,high,EXTSEARCH-2acff8443b2741c5062312f3
EXTCAND-65c4e7df1e67e56a16f99e9f,EXTCAND-12795b40720f31c487296cf4,canonical URL and normalized title,high,EXTSEARCH-2acff8443b2741c5062312f3
EXTCAND-fac81e4a6409ce640201a7fa,EXTCAND-b9b2b9bff9e30e2ea4debe68,canonical URL and normalized title,high,EXTSEARCH-2acff8443b2741c5062312f3
EXTCAND-a327d3949e88ee6f5fd7a967,EXTCAND-7a664d7354cbc53c94601ed3,canonical URL and normalized title,high,EXTSEARCH-2acff8443b2741c5062312f3
EXTCAND-f2ca4e7315b701d773c995b0,EXTCAND-05210fe439381f33f18fa867,canonical URL and normalized title,high,EXTSEARCH-2acff8443b2741c5062312f3
EXTCAND-73243685234baa10120078ae,EXTCAND-658e0a961b5c160c8e772b3f,canonical URL and normalized title,high,EXTSEARCH-2acff8443b2741c5062312f3
EXTCAND-1e451bb4d14458de1886da27,EXTCAND-47bd61d5b6658ea10f1e79d2,canonical URL and normalized title,high,EXTSEARCH-2acff8443b2741c5062312f3
EXTCAND-ee37cbbbc8db8b7f3f3460af,EXTCAND-ee37cbbbc8db8b7f3f3460af,canonical URL and normalized title,high,EXTSEARCH-2acff8443b2741c5062312f3
EXTCAND-d65e9b5471e020a68d64762b,EXTCAND-d65e9b5471e020a68d64762b,canonical URL and normalized title,high,EXTSEARCH-2acff8443b2741c5062312f3
EXTCAND-0758d3f1d425e4291678732c,EXTCAND-0758d3f1d425e4291678732c,canonical URL and normalized title,high,EXTSEARCH-2acff8443b2741c5062312f3
EXTCAND-f5e6eaf33017c0a0029a3b0f,EXTCAND-4972de2c34c0545540d107a8,canonical URL and normalized title,high,EXTSEARCH-bd4988cfbea0eeed794328f6
EXTCAND-ece7cf3455ca98ee1e49e369,EXTCAND-f374789f5cb0ec52104d1093,canonical URL and normalized title,high,EXTSEARCH-bd4988cfbea0eeed794328f6
EXTCAND-f148f87975b3aafe5dde5953,EXTCAND-44182ea38275a7a7c985fa37,canonical URL and normalized title,high,EXTSEARCH-bd4988cfbea0eeed794328f6
EXTCAND-1e71dc28c83b38848c61bfea,EXTCAND-b9b2b9bff9e30e2ea4debe68,canonical URL and normalized title,high,EXTSEARCH-bd4988cfbea0eeed794328f6
EXTCAND-95a78b6501fb4f3b684f4f21,EXTCAND-f58229798ac8cb2f33113b54,canonical URL and normalized title,high,EXTSEARCH-bd4988cfbea0eeed794328f6
EXTCAND-c5d9e0230becd0cc4a7acfed,EXTCAND-c5d9e0230becd0cc4a7acfed,canonical URL and normalized title,high,EXTSEARCH-bd4988cfbea0eeed794328f6
EXTCAND-967aa40afdfc7674e6682a72,EXTCAND-967aa40afdfc7674e6682a72,canonical URL and normalized title,high,EXTSEARCH-bd4988cfbea0eeed794328f6
EXTCAND-ece7cf3455ca98ee1e49e369,EXTCAND-f374789f5cb0ec52104d1093,canonical URL and normalized title,high,EXTSEARCH-bd4988cfbea0eeed794328f6
EXTCAND-f16cb9090dd43e2d8d2a6620,EXTCAND-4972de2c34c0545540d107a8,canonical URL and normalized title,high,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002
EXTCAND-b27952d6e1166b7b6dec2516,EXTCAND-bd1fcc9d0b5e32c99f8e5c07,canonical URL and normalized title,high,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002
EXTCAND-237066aeb6d0ecfcf178893a,EXTCAND-3ff979fec8cf9b95a290c7b1,canonical URL and normalized title,high,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002
EXTCAND-30b9abd7a027e8234330fc29,EXTCAND-ca18446ae3d793410e14294a,canonical URL and normalized title,high,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002
EXTCAND-eb2fc6c2ee3e0571fa12a221,EXTCAND-33c7a708a57adbbacad7baa0,canonical URL and normalized title,high,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002
EXTCAND-58e8b5780dd5034fe1e1553d,EXTCAND-0e350e2cfb9403687dcbb726,canonical URL and normalized title,high,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002
EXTCAND-b27952d6e1166b7b6dec2516,EXTCAND-bd1fcc9d0b5e32c99f8e5c07,canonical URL and normalized title,high,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002
EXTCAND-5c47e4a13db0f422265bd1b4,EXTCAND-5c47e4a13db0f422265bd1b4,canonical URL and normalized title,high,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002
EXTCAND-55e6a8fcf7f4a46ada774d63,EXTCAND-55e6a8fcf7f4a46ada774d63,canonical URL and normalized title,high,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002
EXTCAND-2177ed4d0da48fefcb2245ee,EXTCAND-2177ed4d0da48fefcb2245ee,canonical URL and normalized title,high,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002
EXTCAND-0cdf5e848a766034185ae66d,EXTCAND-0cdf5e848a766034185ae66d,canonical URL and normalized title,high,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002
EXTCAND-b127780fb3c5f1b44a93e979,EXTCAND-b127780fb3c5f1b44a93e979,canonical URL and normalized title,high,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002
EXTCAND-250e815e68885979c8037724,EXTCAND-250e815e68885979c8037724,canonical URL and normalized title,high,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002
EXTCAND-cba0e2b1184eaf80889f43d2,EXTCAND-1b2321c0ca328db5f76e34fc,canonical URL and normalized title,high,EXTSEARCH-9a6a2ed302818ee1f3bacb98
EXTCAND-5005d56a316ba690401f1e6c,EXTCAND-198342a93b4ea3f91a98eeb4,canonical URL and normalized title,high,EXTSEARCH-9a6a2ed302818ee1f3bacb98
EXTCAND-e56e657cbf0b7d10043fc44a,EXTCAND-2177ed4d0da48fefcb2245ee,canonical URL and normalized title,high,EXTSEARCH-9a6a2ed302818ee1f3bacb98
EXTCAND-cbdb711f8a3dc7639b33ba98,EXTCAND-4c45db8b05d10e1f6a37f288,canonical URL and normalized title,high,EXTSEARCH-9a6a2ed302818ee1f3bacb98
EXTCAND-8eaaecaaed02bbfdc34d7415,EXTCAND-1b6c136bcd3be0ace8c8897f,canonical URL and normalized title,high,EXTSEARCH-9a6a2ed302818ee1f3bacb98
EXTCAND-36abe84819e0c5aff0596175,EXTCAND-977ad2d80c233f84360685c6,canonical URL and normalized title,high,EXTSEARCH-9a6a2ed302818ee1f3bacb98
EXTCAND-7c366e9dadc98c3a736a8f32,EXTCAND-876e0513eacf84cb1396edff,canonical URL and normalized title,high,EXTSEARCH-9a6a2ed302818ee1f3bacb98
EXTCAND-a54491a6da1ee574f1577472,EXTCAND-71474694cf344c888e3dcd70,canonical URL and normalized title,high,EXTSEARCH-9a6a2ed302818ee1f3bacb98
EXTCAND-67509aafb9168f500ab2e843,EXTCAND-995f2bf563e2386f59b4e36f,canonical URL and normalized title,high,EXTSEARCH-9a6a2ed302818ee1f3bacb98
EXTCAND-4a9e1ff60f3110b6a243bc03,EXTCAND-4a9e1ff60f3110b6a243bc03,canonical URL and normalized title,high,EXTSEARCH-9a6a2ed302818ee1f3bacb98
EXTCAND-e57b3b84046349ad0f35d5db,EXTCAND-e57b3b84046349ad0f35d5db,canonical URL and normalized title,high,EXTSEARCH-9a6a2ed302818ee1f3bacb98
EXTCAND-e56e657cbf0b7d10043fc44a,EXTCAND-2177ed4d0da48fefcb2245ee,canonical URL and normalized title,high,EXTSEARCH-9a6a2ed302818ee1f3bacb98
EXTCAND-cba0e2b1184eaf80889f43d2,EXTCAND-1b2321c0ca328db5f76e34fc,canonical URL and normalized title,high,EXTSEARCH-9a6a2ed302818ee1f3bacb98
EXTCAND-1e99cec79009eca0a159943c,EXTCAND-1e99cec79009eca0a159943c,canonical URL and normalized title,high,EXTSEARCH-9a6a2ed302818ee1f3bacb98
EXTCAND-36abe84819e0c5aff0596175,EXTCAND-977ad2d80c233f84360685c6,canonical URL and normalized title,high,EXTSEARCH-9a6a2ed302818ee1f3bacb98
EXTCAND-59f51244233e4772e5c96923,EXTCAND-59f51244233e4772e5c96923,canonical URL and normalized title,high,EXTSEARCH-9a6a2ed302818ee1f3bacb98
EXTCAND-d8ca7d1efb77830859d5b15a,EXTCAND-fa3bfbb7df029ffe421fc03a,canonical URL and normalized title,high,EXTSEARCH-3ea53640d2079d7f0525ebc9
EXTCAND-b7fc10cafc2288a47b845180,EXTCAND-62183aee6a3f526e279ef86a,canonical URL and normalized title,high,EXTSEARCH-3ea53640d2079d7f0525ebc9
EXTCAND-1880e7eb2c2d3054f7b697d9,EXTCAND-7263e97bbea29a6ef08b8874,canonical URL and normalized title,high,EXTSEARCH-3ea53640d2079d7f0525ebc9
EXTCAND-44bde96230326faa2e7855ea,EXTCAND-3ff979fec8cf9b95a290c7b1,canonical URL and normalized title,high,EXTSEARCH-3ea53640d2079d7f0525ebc9
EXTCAND-5ccf70c61184b2d63120102e,EXTCAND-995f2bf563e2386f59b4e36f,canonical URL and normalized title,high,EXTSEARCH-3ea53640d2079d7f0525ebc9
