implementation_event_id,municipality,state,region,latitude,longitude,compensation_cycle_id,period_start,period_end,mechanism_class,mechanism_subtype,side,beneficiary_unit,implementation_status,pressure_direction,recurring_or_one_time,compensation_type,pay_basis,source_count,evidence_span_count,corroborating_source_count,strongest_evidence_excerpt,human_readable_citation,implementation_confidence,claim_use_status,urbanicity_status,technical_lineage
IMPEVT-f22dc0a857b26732a45831ae,Ingham,MI,Midwest,,,undated-source-BRMGRS-20260802-bf8e544edccc778d9c7163bf,,,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,1,0,"There shall be an open enrollment period prior to the effective implementation date, in order to allow employees to elect an option.","Ingham, Michigan, Wage Schedule, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-87c2fbe25cd2d98a439dcb98""]"
IMPEVT-e7455b0fcf62d5be69c27162,Inverness,MI,Midwest,,,2021,2021,2021,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,2,0,"motion to accept the resignation of Clerk Knaffle effective October 31, 2021.","Inverness, Michigan, Council Packet Or Minutes, 2021.",high,implementation_event_ready,missing_not_validated,"[""WCM-3c56208d7f4e068d274f7e4c"",""WCM-9f4fd8d10e8549dda1df7054""]"
IMPEVT-502fbc61f8ce62b9f98ea34c,Isabella,MI,Midwest,,,2023,2023,2023,non_base_compensation,uniform_or_equipment_allowance,unclear,unclear,implemented,unclear,recurring_non_base,uniform_or_equipment_allowance,per_diem,1,2,0,officials will receive a per diem allowance for meals rather than submitting a request for,"Isabella, Michigan, Budget Or Pay Plan, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-153e59948adf109c7baea3a2"",""WCM-7544c406e2867c3dadc2a246""]"
IMPEVT-d66c404fee9b0822daa8be24,Ithaca,MI,Midwest,,,2024,2024,2024,retroactivity_implementation,holiday_pay,unclear,unclear,implemented,unclear,recurring_non_base,holiday_pay,unknown,1,2,0,"personal and holiday days as offered to the AFSCME union effective July 1, 2024.","Ithaca, Michigan, Council Packet Or Minutes, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-58f79c968faf7e5e8e63472b"",""WCM-a4dea12d8b4adf81f4184c48""]"
IMPEVT-84b2db26fbfc35c838476981,Kalamazoo charter,MI,Midwest,,,2022,2022,2022,retroactivity_implementation,cola_or_indexing,unclear,unclear,formally_adopted,upward,percentage_adjustment,cola_or_indexing,percentage,1,1,0,ADOPTED 5% COLA ON 11/14/2022 BOARD MEETING - EFFECTIVE 01/01/2023,"Kalamazoo charter, Michigan, Wage Schedule, 2022.",high,implementation_event_ready,missing_not_validated,"[""WCM-11a87e6ca4d04a2e252c6926""]"
IMPEVT-5ec5b2d89bc306385ff9144f,Kinross charter,MI,Midwest,,,undated-source-BRMGRS-20260802-ad8b57840fa5b7fe47810690,,,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,upward,budget_context_only,budget_or_pay_plan,budget_amount,1,1,0,"recommending that the Board pay cost of living increases effective April 1 on a sliding scale,","Kinross charter, Michigan, Arbitration Award, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-c38c13bf8a256de24cc66e31""]"
IMPEVT-97837fe47f1814e599ad7ff1,Lake Orion,MI,Midwest,,,2025,2025,2025,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"positions of the Village effective July 1, 2025, as follows:","Lake Orion, Michigan, Other Local Government Pay Policy, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-f28777473259204e4a9daaf0""]"
IMPEVT-687c32a8456481396c03fee7,Lapeer,MI,Midwest,,,2024,2024,2024,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,3,0,"Approve the City of Lapeer Fee Schedule to be effective July 1, 2024, as presented.","Lapeer, Michigan, Budget Or Pay Plan, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-48cb630d4a0b3b4922cb1057"",""WCM-8e2cda618a72999e4d77e35f"",""WCM-9d213ef9cae5da013ceca061""]"
IMPEVT-07c37ed50642e2bcd84624b1,Lathrup Village,MI,Midwest,,,2019,2019,2019,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,Employee’s Birthday (effective 01-01-2019),"Lathrup Village, Michigan, Budget Or Pay Plan, 2019.",high,implementation_event_ready,missing_not_validated,"[""WCM-ecfa6d282a3aac5ff3fc26a7""]"
IMPEVT-bc153c7d95172a104552fa2f,Luna Pier,MI,Midwest,,,2021,2021,2021,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,3,0,"effective July 1, 2013 the Department of Public Works and the Waste Water","Luna Pier, Michigan, Budget Or Pay Plan, 2021.",high,implementation_event_ready,missing_not_validated,"[""WCM-321ac240d85a69ef6aeaeb34"",""WCM-4e1b8987ca3cb9e3f368992b"",""WCM-8f6f51352abb5a6a9fb3401f""]"
IMPEVT-471e192a6091277e6b3305e8,Mancelona,MI,Midwest,,,2024,2024,2024,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"effective November 1, 2024.","Mancelona, Michigan, Council Packet Or Minutes, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-ef878a401fa55cde357b199d""]"
IMPEVT-e44af5c63fc80f2207cd23a9,Manistee,MI,Midwest,,,2020,2020,2020,budget_pay_plan,retroactive_pay,unclear,unclear,implemented,upward,retroactive_back_pay,retroactive_pay,unknown,1,1,0,"agreement and make the first-year wage increase retroactive to July 1, 2020.","Manistee, Michigan, Council Packet Or Minutes, 2020.",high,implementation_event_ready,missing_not_validated,"[""WCM-795f9a1b06a71160bc3ab500""]"
IMPEVT-a9b26dec7e04b1b3736d73e3,Markey,MI,Midwest,,,2024,2024,2024,retroactivity_implementation,retroactive_pay,unclear,unclear,implemented,upward,retroactive_back_pay,retroactive_pay,unknown,1,1,0,runs per Ordinance #42 retroactive to August 2024.,"Markey, Michigan, Council Packet Or Minutes, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-18bc5d4fdc8e9f4480887a5f""]"
IMPEVT-150daeee519f455b472fe6c5,Markey,MI,Midwest,,,2025,2025,2025,non_base_compensation,other,unclear,unclear,implemented,unclear,unclear_duration,other,unknown,1,2,0,"effective January 15, 2025.","Markey, Michigan, Council Packet Or Minutes, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-299934e9b416ead0a98d97c6"",""WCM-b680df8c54b688273993bd0b""]"
IMPEVT-14bbea0514e95751cae12c61,Meridian charter,MI,Midwest,,,2023,2023,2023,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,3,0,it becomes effective may according to the provisions of this Article and Public Act 349 become,"Meridian charter, Michigan, Collective Bargaining Agreement, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-1d000de9d9b66f747766dea7"",""WCM-4f63d67d6cc079df210590b9"",""WCM-6ba77540c20b4b4dfa7080cc""]"
IMPEVT-34ceb76a26319658f6f43231,Millington,MI,Midwest,,,2025,2025,2025,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"employees, effective on March 13, 2025 payroll.","Millington, Michigan, Council Packet Or Minutes, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-6cb32609c1f2625a817bee4e""]"
IMPEVT-07c690c64c09380aefab8928,Morrice,MI,Midwest,,,2020,2020,2020,non_base_compensation,other,unclear,unclear,implemented,unclear,unclear_duration,other,unknown,1,1,0,"be as follows, effective February 1, 2020:","Morrice, Michigan, Collective Bargaining Agreement, 2020.",high,implementation_event_ready,missing_not_validated,"[""WCM-799fc800d6637b1e165ad655""]"
IMPEVT-676928471a816f8f6462a23d,Negaunee,MI,Midwest,,,undated-source-BRMGRS-20260802-20dcebd83c60c631a35b1eb1,,,non_base_compensation,other,unclear,unclear,implemented,unclear,unclear_duration,other,unknown,1,2,0,"effective 12/31/92, will provide C2-B1 with FAC-3.","Negaunee, Michigan, Wage Schedule, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-120545117ea7e010522e45ea"",""WCM-69e099f8734b75b68241da4a""]"
IMPEVT-87681adf34c1d837bea5f79f,New Buffalo,MI,Midwest,,,2023,2023,2023,retroactivity_implementation,retroactive_pay,unclear,unclear,implemented,upward,retroactive_back_pay,retroactive_pay,unknown,1,2,0,"retroactive to July 1, 2023.","New Buffalo, Michigan, Collective Bargaining Agreement, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-763e4dfd20cfcb78dcede57f"",""WCM-ac82b5f29400f9f2da8e2c4e""]"
IMPEVT-67fd43f8f40f540efb54cfc0,Norvell,MI,Midwest,,,2025,2025,2025,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,hourly,1,1,0,Breckner will receive his hourly wage of $25 per hour while participating in,"Norvell, Michigan, Budget Or Pay Plan, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-306ed3dd8e98b219914c0788""]"
IMPEVT-67a2d7b1cc28818093b593d6,Oscoda charter,MI,Midwest,,,2015,2015,2015,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,1,0,"Manager/Superintendent of the Charter Township of Oscoda effective January 12, 2015.","Oscoda charter, Michigan, Collective Bargaining Agreement, 2015.",high,implementation_event_ready,missing_not_validated,"[""WCM-09d8c50e4a5b55d315e88218""]"
IMPEVT-95cab89b25c899721322bb59,Oscoda charter,MI,Midwest,,,2016,2016,2016,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,1,0,Effective January 2016,"Oscoda charter, Michigan, Collective Bargaining Agreement, 2016.",high,implementation_event_ready,missing_not_validated,"[""WCM-3d50bccd8179bd9d536e16e9""]"
IMPEVT-b16fecb1e0bc5867566d1bdb,Pere Marquette charter,MI,Midwest,,,2023,2023,2023,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,3,0,"received from Administrative Assistant Ashley Hall on February 27, 2023, effective March 13, 2023.","Pere Marquette charter, Michigan, Council Packet Or Minutes, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-57be979470f352ddd27c6551"",""WCM-749f6e71c0665c65b7bd03d1"",""WCM-f087f8981640d10b2adda10a""]"
IMPEVT-94ce6330e814d5f90f750815,Petersburg,MI,Midwest,,,2021,2021,2021,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"SECTION 2: The compensation rates shall be deemed effective January 4, 2021.","Petersburg, Michigan, Other Local Government Pay Policy, 2021.",high,implementation_event_ready,missing_not_validated,"[""WCM-17ea26a21027c6e5cb76dffb""]"
IMPEVT-5ddd80313bbdc74fcec5fa2e,Petersburg,MI,Midwest,,,2022,2022,2022,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"SECTION 2: The compensation rates shall be deemed effective December 28, 2022.","Petersburg, Michigan, Other Local Government Pay Policy, 2022.",high,implementation_event_ready,missing_not_validated,"[""WCM-9bd74b6b503d2a311792c9a6""]"
IMPEVT-c23beb3584f35b28782f7a02,Prairieville,MI,Midwest,,,2026,2026,2026,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,hourly,1,1,0,"133 Deputy Clerk wage to $25 per hour effective 1/21/2026, discussion ensued;","Prairieville, Michigan, Budget Or Pay Plan, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-8de80b89434f2ab611e01dea""]"
IMPEVT-6cda75cbded002441ebd07ac,Reading,MI,Midwest,,,2024,2024,2024,cola_cpi_indexing,cola_or_indexing,unclear,unclear,formally_adopted,upward,percentage_adjustment,cola_or_indexing,percentage,1,1,0,established by a resolution adopted by the governing operating revenue will increase by 3.19%,"Reading, Michigan, Budget Or Pay Plan, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-c01a97804d094bdcaa541e60""]"
IMPEVT-4a585de4101a37add52c58af,Rogers City,MI,Midwest,,,2021,2021,2021,across_the_board_raise,across_the_board_raise,unclear,unclear,implemented,unclear,percentage_adjustment,across_the_board_raise,hourly,1,1,0,the pay for the blight officer to $16.00 per hour effective immediately.,"Rogers City, Michigan, Council Packet Or Minutes, 2021.",high,implementation_event_ready,missing_not_validated,"[""WCM-f0699478cc2192b8aa6ac43a""]"
IMPEVT-7ee6a3c0cac1d07152690ccb,Rogers City,MI,Midwest,,,2021,2021,2021,retroactivity_implementation,base_wage,unclear,unclear,implemented,unclear,recurring_base,base_wage,annual_salary,1,1,0,"Vogler’s monthly salary $100 per month effective July 1, 2021.","Rogers City, Michigan, Council Packet Or Minutes, 2021.",high,implementation_event_ready,missing_not_validated,"[""WCM-5c67aea088fd21ac4ad5ea0c""]"
IMPEVT-b3c8e7affc4c44caae68bf60,Roosevelt Park,MI,Midwest,,,undated-source-B4X2500LIVE-20260729-002975,,,across_the_board_raise,across_the_board_raise,unclear,unclear,formally_adopted,unclear,percentage_adjustment,across_the_board_raise,unknown,1,1,0,accord with changes in the consumer price index.,"Roosevelt Park, Michigan, Arbitration Award, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-4f8db63e7f626623573cce1c""]"
IMPEVT-39259b751333db0b9cf0de22,Roosevelt Park,MI,Midwest,,,undated-source-B4X2500LIVE-20260729-002975,,,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"Effective January 1, 2011 and for a time period that covers two years (2011 and","Roosevelt Park, Michigan, Arbitration Award, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-11f437933cdcfd624d7aefa1""]"
IMPEVT-5a077be80d951cfb476bb113,Shelby,MI,Midwest,,,2023,2023,2023,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,2,0,"Horton’s term would be effective January 1, 2023 through December 31, 2025.","Shelby, Michigan, Council Packet Or Minutes, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-01a5744f6a6e22ae0e25ac54"",""WCM-4b66470250031a73cc3729d2""]"
IMPEVT-741d34ebc7b583d7ef7376df,Sherman,MI,Midwest,,,2026,2026,2026,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,2,0,"effective April 1, 2026, to $500 for any township resident or taxpayer of property in the","Sherman, Michigan, Council Packet Or Minutes, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-b4b10d2cc21f677afd4e20a4"",""WCM-bd804b84399526b8ea6801f4""]"
IMPEVT-16f9d7de5a4561c7cc8c0da5,Shiawassee,MI,Midwest,,,undated-source-BRMGRS-20260802-cfc44f4c19f024f93b8c4bd4,,,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,3,0,Effective 1/1/2009,"Shiawassee, Michigan, Collective Bargaining Agreement, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-391441dffee7a689f429d120"",""WCM-fa05e3f6362a02df5b03b7b6"",""WCM-fee5b50765b28fe55f755fd1""]"
IMPEVT-69f1b5b7ce1850e716bca7d9,Spring Lake,MI,Midwest,,,2023,2023,2023,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"This agreement is effective October 1, 2023.","Spring Lake, Michigan, Collective Bargaining Agreement, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-18a57062e4aa11eed5ff614e""]"
IMPEVT-f006f376f158d6c540fc948b,Stevensville,MI,Midwest,,,2019,2019,2019,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"distributed by the Village of Stevensville, and shall be effective April 1, 2019.","Stevensville, Michigan, Personnel Policy, 2019.",high,implementation_event_ready,missing_not_validated,"[""WCM-f5d16b423f324e364220332a""]"
IMPEVT-262933b3214d94ae3b2af76e,Stockbridge,MI,Midwest,,,2025,2025,2025,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,1,0,"permanent appointment within 180 days from the effective date of the vacancy, unless a majority of the","Stockbridge, Michigan, Wage Schedule, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-ee16a80c81d62e8e2e592bcc""]"
IMPEVT-c57fb9f6f0e7ecad35db6ab5,Three Oaks,MI,Midwest,,,2022,2022,2022,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,3,0,"Effective January 1st of each calendar year, regular full-time employees who have completed the following years","Three Oaks, Michigan, Other Local Government Pay Policy, 2022.",high,implementation_event_ready,missing_not_validated,"[""WCM-64236d195c4d8d9a7a420720"",""WCM-786a4f38e42ff3b23e8ee39d"",""WCM-9d3845d57d5c84d21a68dc2a""]"
IMPEVT-fc072c554e823fdad7dff179,Torch Lake,MI,Midwest,,,2023,2023,2023,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,3,0,"Motion by Cook to approve new Ambulance billing rates for the Township as presented, effective April 1,","Torch Lake, Michigan, Budget Or Pay Plan, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-2bdd16500d703b8335895153"",""WCM-7219d10c72cf15a162c6fe28"",""WCM-8f258d02f9546d1ea48fdda0""]"
IMPEVT-2830d277c36fbb527c97df61,Union charter,MI,Midwest,,,2015,2015,2015,across_the_board_raise,across_the_board_raise,unclear,unclear,implemented,upward,percentage_adjustment,across_the_board_raise,percentage,1,1,0,"Employees hired before January 1, 2015 will receive thea 5.5% pay increases","Union charter, Michigan, Collective Bargaining Agreement, 2015.",high,implementation_event_ready,missing_not_validated,"[""WCM-4e45cfa59006fa54758c86fe""]"
IMPEVT-a4bef9cb4c8e03cae7112825,Union charter,MI,Midwest,,,2015,2015,2015,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,2,0,"Effective January 1, 2015June 13, 2018 through December 2017 2019","Union charter, Michigan, Collective Bargaining Agreement, 2015.",high,implementation_event_ready,missing_not_validated,"[""WCM-0e3f23e2afeae53d1b0486dd"",""WCM-50235b015c4a2b54c6403b03""]"
IMPEVT-a8d46913b5d0eadb959ac396,Union charter,MI,Midwest,,,2019,2019,2019,across_the_board_raise,across_the_board_raise,unclear,unclear,implemented,upward,percentage_adjustment,across_the_board_raise,percentage,1,2,0,"• 5% wage increase effective upon ratification and on January 1, 2019 – Non Supervisory Unit","Union charter, Michigan, Collective Bargaining Agreement, 2019.",high,implementation_event_ready,missing_not_validated,"[""WCM-51f50d8b739e10085b6920e3"",""WCM-942ceb6661c43c889f01eb8f""]"
IMPEVT-898e2be560eccb8f0f9f24ee,Union charter,MI,Midwest,,,2019,2019,2019,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,upward,not_applicable,mechanism_only,percentage,1,1,0,"Agreement and a 3% pay increase effective on January 1, 2019.","Union charter, Michigan, Collective Bargaining Agreement, 2019.",high,implementation_event_ready,missing_not_validated,"[""WCM-f372359d38c1a46859fae676""]"
IMPEVT-954affc882a0902e41472447,Union charter,MI,Midwest,,,undated-source-B4X2500LIVE-20260729-005473,,,retroactivity_implementation,retroactive_pay,unclear,unclear,implemented,upward,retroactive_back_pay,retroactive_pay,unknown,1,1,0,"work for the Employer, after which time the employee's seniority shall be retroactive to","Union charter, Michigan, Collective Bargaining Agreement, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-c4cd4e751cfd3f7475d448ac""]"
IMPEVT-17cbc590cf610ce9b8270280,Village of Grosse Pointe Shores,MI,Midwest,,,2021,2021,2021,non_base_compensation,stipend_or_premium,unclear,unclear,implemented,unclear,recurring_non_base,stipend_or_premium,stipend,1,3,0,"Signing Bonus: $1,500 retention stipend, effective Date of Award","Village of Grosse Pointe Shores, Michigan, Memorandum Of Understanding, 2021.",high,implementation_event_ready,missing_not_validated,"[""WCM-275c46fdd701890b894b93d2"",""WCM-31abcaed3f98f7483ddb4785"",""WCM-d1c094f07b033045fd6209a7""]"
IMPEVT-e5502f9ac6f5b120fcb2b62b,Warren,MI,Midwest,,,undated-source-BRMGRS-20260802-4238c2abe9c48e3212f187c5,,,non_base_compensation,holiday_pay,unclear,unclear,implemented,unclear,recurring_non_base,holiday_pay,unknown,1,3,0,"Effective July 1, 2005, employees shall be entitled to five (5) floating holidays","Warren, Michigan, Collective Bargaining Agreement, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-334c9688b511fe66dc79f43a"",""WCM-4d413dacc1cd50114b515a67"",""WCM-5e5036fc4199d5cfa9467252""]"
IMPEVT-d0e2447d6502b3f25fcc55aa,Warren,MI,Midwest,,,undated-source-BRMGRS-20260802-4238c2abe9c48e3212f187c5,,,retroactivity_implementation,retroactive_pay,unclear,unclear,implemented,upward,retroactive_back_pay,retroactive_pay,unknown,1,2,0,"retroactive to July 1, 2008.","Warren, Michigan, Collective Bargaining Agreement, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-167c6987fd5ab3301c4afa0c"",""WCM-f972cc82d09a0fc232a06d38""]"
IMPEVT-88dacaf40e1925a1668d3f5c,Washington,MI,Midwest,,,2026,2026,2026,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,hourly,1,2,0,"Effective April 1, 2026, the Hourly Wage of PC, BOR, and ZBA shall be $30.00 per hour.","Washington, Michigan, Other Local Government Pay Policy, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-03f95f772ede86fb4b3a2c2b"",""WCM-9c2098697c66190a57a0c071""]"
IMPEVT-b5af651eaa4b4c5b458791de,Waterloo,MI,Midwest,,,2026,2026,2026,non_base_compensation,other,unclear,unclear,implemented,unclear,unclear_duration,other,unknown,1,1,0,"WATERLOO TOWNSHIP FEE SCHEDULE : Effective May 1, 2026","Waterloo, Michigan, Wage Schedule, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-fc8a983c606e19ee2e4ab70c""]"
IMPEVT-740e11058ca3c8d9699e76f1,Webster,MI,Midwest,,,2022,2022,2022,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,5,0,"Supplemental Retirement Program Resolution, effective April 2022.","Webster, Michigan, Council Packet Or Minutes, 2022.",high,implementation_event_ready,missing_not_validated,"[""WCM-078544d18168dc081a1ccbaa"",""WCM-2d456800765c68b8590fa45e"",""WCM-53c2c1a49bb9368504e0b413"",""WCM-7a8b2787588208eb5f098d92"",""WCM-dc306616d5a3f588b97dcb38""]"
IMPEVT-c847e78da9411650d0766774,York charter,MI,Midwest,,,2025,2025,2025,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,5,0,"a $40.00 fee for both Home Additions and Solar (non-rooftop) zoning application fees, effective May 14, 2025.","York charter, Michigan, Memorandum Of Understanding, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-496a42dc9d607966aeba1e0e"",""WCM-536a682dcc97e860bd1707e5"",""WCM-5a0a5375cfa3c23495f17aeb"",""WCM-669c16da6c474eb7976a2531"",""WCM-722cbfc165266f5fba38b355""]"
IMPEVT-d5c278b513e850d3e67aa373,Austin,MN,Midwest,,,2019,2019,2019,budget_pay_plan,budget_or_pay_plan,unclear,unclear,formally_adopted,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,1,0,for the City of Austin in 2019 and corresponding Compensation Plan approved by the,"Austin, Minnesota, Wage Schedule, 2019.",high,implementation_event_ready,missing_not_validated,"[""WCM-f6fdcb6a29f0889334f8ae89""]"
IMPEVT-80de9f75375112fad7b5156f,Austin,MN,Midwest,,,2026,2026,2026,budget_pay_plan,step_progression,unclear,unclear,implemented,upward,scheduled_step,step_progression,step_schedule,1,3,0,"Employees move one step in the pay grade for their job classification, effective on the","Austin, Minnesota, Wage Schedule, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-146b503aea4f6daa8475a4aa"",""WCM-27de302cd7cd58e42b9b036e"",""WCM-52de195e5029cf93ec6f11f3""]"
IMPEVT-c0d91dcb1d4d7fb8ad6f60df,Badger,MN,Midwest,,,undated-source-BRMGRS-20260802-e3c16c3973d13f7f7759f944,,,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,1,0,"This ordinance shall become effective on January 1, 1979.","Badger, Minnesota, Budget Or Pay Plan, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-7b2c701b8f76c8b9c3c433ab""]"
IMPEVT-83850dda5defe11b1db4e4d1,Bagley,MN,Midwest,,,2023,2023,2023,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,2,0,"Effective January I, 2023, through December 31, 2025","Bagley, Minnesota, Collective Bargaining Agreement, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-8c4ef5bc96666da85abdfc63"",""WCM-96f25bb2435ed0b0ccb0689c""]"
IMPEVT-fb0945f7fb54850822e6a0fa,Balaton,MN,Midwest,,,2024,2024,2024,retroactivity_implementation,base_wage,unclear,unclear,implemented,unclear,recurring_base,base_wage,annual_salary,1,2,0,"Effective January 1, 2024, the salary of","Balaton, Minnesota, Personnel Policy, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-92979e7eb31a7ca841c509d0"",""WCM-ddb57d77d68fbc7314b50c7a""]"
IMPEVT-c8b72f977cd3fc1c7c7ce119,Balaton,MN,Midwest,,,undated-source-B4X2500LIVE-20260729-007971,,,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,2,0,"Effective May 17, 2012 Balaton law enforcement services are contracted with Lyon County Law","Balaton, Minnesota, Personnel Policy, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-afe10643c63b02ee434df1e9"",""WCM-e9078e14667f30f6efe82033""]"
IMPEVT-04ca8e4fe80573829bfb2384,Balkan,MN,Midwest,,,2022,2022,2022,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,1,0,"$17,872.56/year, effective January 1st, 2022.","Balkan, Minnesota, Council Packet Or Minutes, 2022.",high,implementation_event_ready,missing_not_validated,"[""WCM-52874e295c26b0e22e112866""]"
IMPEVT-8893be1066ce099fc65e4a69,Battle Lake,MN,Midwest,,,2023,2023,2023,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,3,0,"Effective July 1, 2023, the city will inform employees of their parental leave rights at the time of hire and when","Battle Lake, Minnesota, Budget Or Pay Plan, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-004f1b170c0ab40f898e721e"",""WCM-aab7438561dc63fb8cbe2e60"",""WCM-feb70edadacd85a6e1860856""]"
