hex_cell_id,geography_panel,mechanism_view_name,safety_event_count,non_safety_event_count,event_count_difference,interpretation_guard
ALASKA_INSET-cog_2025_160773,alaska_inset,compensation_outcome:retroactive_pay,1,0,1,event-count difference; not prevalence difference
CONUS50-+00006-+00021,lower_48,compensation_outcome:stipend_or_premium,1,0,1,event-count difference; not prevalence difference
CONUS50-+00006-+00021,lower_48,institutional_channel:budget_pay_plan_process,0,3,-3,event-count difference; not prevalence difference
CONUS50-+00006-+00021,lower_48,institutional_channel:none_identified,3,1,2,event-count difference; not prevalence difference
CONUS50-+00006-+00021,lower_48,pressure_channel:fiscal_constraint,0,3,-3,event-count difference; not prevalence difference
CONUS50-+00006-+00021,lower_48,pressure_channel:none_identified,3,1,2,event-count difference; not prevalence difference
CONUS50-+00006-+00021,lower_48,timing_implementation:one_time,1,0,1,event-count difference; not prevalence difference
CONUS50-+00006-+00021,lower_48,timing_implementation:payroll_effective_date,3,4,-1,event-count difference; not prevalence difference
CONUS50-+00006-+00021,lower_48,timing_implementation:recurring,1,0,1,event-count difference; not prevalence difference
CONUS50-+00006-+00021,lower_48,timing_implementation:retroactive,3,1,2,event-count difference; not prevalence difference
CONUS50-+00006-+00022,lower_48,compensation_outcome:across_the_board_raise,0,1,-1,event-count difference; not prevalence difference
CONUS50-+00006-+00022,lower_48,institutional_channel:none_identified,0,1,-1,event-count difference; not prevalence difference
CONUS50-+00006-+00022,lower_48,pressure_channel:none_identified,0,1,-1,event-count difference; not prevalence difference
CONUS50-+00006-+00022,lower_48,timing_implementation:recurring,0,1,-1,event-count difference; not prevalence difference
CONUS50-+00006-+00023,lower_48,compensation_outcome:across_the_board_raise,1,0,1,event-count difference; not prevalence difference
CONUS50-+00006-+00023,lower_48,compensation_outcome:cola_cpi_adjustment,1,0,1,event-count difference; not prevalence difference
CONUS50-+00006-+00023,lower_48,compensation_outcome:no_direct_compensation_outcome,1,1,0,event-count difference; not prevalence difference
CONUS50-+00006-+00023,lower_48,compensation_outcome:non_base_compensation_other,1,0,1,event-count difference; not prevalence difference
CONUS50-+00006-+00023,lower_48,institutional_channel:budget_pay_plan_process,2,1,1,event-count difference; not prevalence difference
CONUS50-+00006-+00023,lower_48,institutional_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00006-+00023,lower_48,pressure_channel:fiscal_constraint,2,1,1,event-count difference; not prevalence difference
CONUS50-+00006-+00023,lower_48,pressure_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00006-+00023,lower_48,timing_implementation:payroll_effective_date,4,0,4,event-count difference; not prevalence difference
CONUS50-+00006-+00023,lower_48,timing_implementation:recurring,2,0,2,event-count difference; not prevalence difference
CONUS50-+00006-+00023,lower_48,timing_implementation:unclear,0,1,-1,event-count difference; not prevalence difference
CONUS50-+00006-+00025,lower_48,compensation_outcome:across_the_board_raise,1,0,1,event-count difference; not prevalence difference
CONUS50-+00006-+00025,lower_48,compensation_outcome:benefit_cost_change,1,0,1,event-count difference; not prevalence difference
CONUS50-+00006-+00025,lower_48,compensation_outcome:retroactive_pay,1,0,1,event-count difference; not prevalence difference
CONUS50-+00006-+00025,lower_48,institutional_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00006-+00025,lower_48,pressure_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00006-+00025,lower_48,timing_implementation:payroll_effective_date,1,0,1,event-count difference; not prevalence difference
CONUS50-+00006-+00025,lower_48,timing_implementation:recurring,1,0,1,event-count difference; not prevalence difference
CONUS50-+00006-+00025,lower_48,timing_implementation:retroactive,1,0,1,event-count difference; not prevalence difference
CONUS50-+00006-+00026,lower_48,compensation_outcome:across_the_board_raise,2,0,2,event-count difference; not prevalence difference
CONUS50-+00006-+00026,lower_48,compensation_outcome:classification_band_change,2,0,2,event-count difference; not prevalence difference
CONUS50-+00006-+00026,lower_48,compensation_outcome:no_direct_compensation_outcome,2,0,2,event-count difference; not prevalence difference
CONUS50-+00006-+00026,lower_48,compensation_outcome:retroactive_pay,1,0,1,event-count difference; not prevalence difference
CONUS50-+00006-+00026,lower_48,compensation_outcome:uniform_or_equipment_allowance,1,0,1,event-count difference; not prevalence difference
CONUS50-+00006-+00026,lower_48,institutional_channel:budget_pay_plan_process,3,0,3,event-count difference; not prevalence difference
CONUS50-+00006-+00026,lower_48,institutional_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00006-+00026,lower_48,institutional_channel:settlement_or_mou,1,0,1,event-count difference; not prevalence difference
CONUS50-+00006-+00026,lower_48,pressure_channel:fiscal_constraint,3,0,3,event-count difference; not prevalence difference
CONUS50-+00006-+00026,lower_48,pressure_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00006-+00026,lower_48,timing_implementation:one_time,1,0,1,event-count difference; not prevalence difference
CONUS50-+00006-+00026,lower_48,timing_implementation:payroll_effective_date,2,0,2,event-count difference; not prevalence difference
CONUS50-+00006-+00026,lower_48,timing_implementation:recurring,1,0,1,event-count difference; not prevalence difference
CONUS50-+00006-+00026,lower_48,timing_implementation:retroactive,1,0,1,event-count difference; not prevalence difference
CONUS50-+00006-+00026,lower_48,timing_implementation:unclear,2,0,2,event-count difference; not prevalence difference
CONUS50-+00007-+00017,lower_48,compensation_outcome:retroactive_pay,2,0,2,event-count difference; not prevalence difference
CONUS50-+00007-+00017,lower_48,institutional_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00007-+00017,lower_48,pressure_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00007-+00017,lower_48,timing_implementation:payroll_effective_date,2,0,2,event-count difference; not prevalence difference
CONUS50-+00007-+00017,lower_48,timing_implementation:retroactive,2,0,2,event-count difference; not prevalence difference
CONUS50-+00007-+00018,lower_48,compensation_outcome:no_direct_compensation_outcome,2,0,2,event-count difference; not prevalence difference
CONUS50-+00007-+00018,lower_48,compensation_outcome:retroactive_pay,2,0,2,event-count difference; not prevalence difference
CONUS50-+00007-+00018,lower_48,institutional_channel:budget_pay_plan_process,3,0,3,event-count difference; not prevalence difference
CONUS50-+00007-+00018,lower_48,institutional_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00018,lower_48,pressure_channel:fiscal_constraint,3,0,3,event-count difference; not prevalence difference
CONUS50-+00007-+00018,lower_48,pressure_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00018,lower_48,timing_implementation:one_time,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00018,lower_48,timing_implementation:payroll_effective_date,3,0,3,event-count difference; not prevalence difference
CONUS50-+00007-+00018,lower_48,timing_implementation:retroactive,2,0,2,event-count difference; not prevalence difference
CONUS50-+00007-+00019,lower_48,compensation_outcome:across_the_board_raise,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00019,lower_48,compensation_outcome:no_direct_compensation_outcome,0,1,-1,event-count difference; not prevalence difference
CONUS50-+00007-+00019,lower_48,compensation_outcome:retroactive_pay,3,0,3,event-count difference; not prevalence difference
CONUS50-+00007-+00019,lower_48,institutional_channel:budget_pay_plan_process,1,1,0,event-count difference; not prevalence difference
CONUS50-+00007-+00019,lower_48,institutional_channel:none_identified,3,0,3,event-count difference; not prevalence difference
CONUS50-+00007-+00019,lower_48,institutional_channel:ordinance_council_adoption,1,1,0,event-count difference; not prevalence difference
CONUS50-+00007-+00019,lower_48,pressure_channel:fiscal_constraint,1,1,0,event-count difference; not prevalence difference
CONUS50-+00007-+00019,lower_48,pressure_channel:none_identified,3,0,3,event-count difference; not prevalence difference
CONUS50-+00007-+00019,lower_48,timing_implementation:budget_appropriation,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00019,lower_48,timing_implementation:one_time,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00019,lower_48,timing_implementation:ordinance_adoption,1,1,0,event-count difference; not prevalence difference
CONUS50-+00007-+00019,lower_48,timing_implementation:payroll_effective_date,2,1,1,event-count difference; not prevalence difference
CONUS50-+00007-+00019,lower_48,timing_implementation:recurring,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00019,lower_48,timing_implementation:retroactive,3,0,3,event-count difference; not prevalence difference
CONUS50-+00007-+00020,lower_48,compensation_outcome:across_the_board_raise,2,0,2,event-count difference; not prevalence difference
CONUS50-+00007-+00020,lower_48,compensation_outcome:cola_cpi_adjustment,3,0,3,event-count difference; not prevalence difference
CONUS50-+00007-+00020,lower_48,compensation_outcome:no_direct_compensation_outcome,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00020,lower_48,compensation_outcome:non_base_compensation_other,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00020,lower_48,institutional_channel:budget_pay_plan_process,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00020,lower_48,institutional_channel:none_identified,4,0,4,event-count difference; not prevalence difference
CONUS50-+00007-+00020,lower_48,institutional_channel:ordinance_council_adoption,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00020,lower_48,pressure_channel:fiscal_constraint,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00020,lower_48,pressure_channel:inflation_indexing,3,0,3,event-count difference; not prevalence difference
CONUS50-+00007-+00020,lower_48,pressure_channel:none_identified,3,0,3,event-count difference; not prevalence difference
CONUS50-+00007-+00020,lower_48,timing_implementation:budget_appropriation,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00020,lower_48,timing_implementation:ordinance_adoption,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00020,lower_48,timing_implementation:payroll_effective_date,4,0,4,event-count difference; not prevalence difference
CONUS50-+00007-+00020,lower_48,timing_implementation:recurring,3,0,3,event-count difference; not prevalence difference
CONUS50-+00007-+00021,lower_48,compensation_outcome:non_base_compensation_other,3,0,3,event-count difference; not prevalence difference
CONUS50-+00007-+00021,lower_48,compensation_outcome:retroactive_pay,2,0,2,event-count difference; not prevalence difference
CONUS50-+00007-+00021,lower_48,institutional_channel:none_identified,5,0,5,event-count difference; not prevalence difference
CONUS50-+00007-+00021,lower_48,pressure_channel:fiscal_constraint,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00021,lower_48,pressure_channel:none_identified,4,0,4,event-count difference; not prevalence difference
CONUS50-+00007-+00021,lower_48,timing_implementation:payroll_effective_date,5,0,5,event-count difference; not prevalence difference
CONUS50-+00007-+00021,lower_48,timing_implementation:retroactive,2,0,2,event-count difference; not prevalence difference
CONUS50-+00007-+00022,lower_48,compensation_outcome:no_direct_compensation_outcome,3,1,2,event-count difference; not prevalence difference
CONUS50-+00007-+00022,lower_48,institutional_channel:budget_pay_plan_process,3,1,2,event-count difference; not prevalence difference
CONUS50-+00007-+00022,lower_48,institutional_channel:ordinance_council_adoption,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00022,lower_48,pressure_channel:fiscal_constraint,3,1,2,event-count difference; not prevalence difference
CONUS50-+00007-+00022,lower_48,timing_implementation:contract_ratification,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00022,lower_48,timing_implementation:ordinance_adoption,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00022,lower_48,timing_implementation:payroll_effective_date,2,1,1,event-count difference; not prevalence difference
CONUS50-+00007-+00023,lower_48,compensation_outcome:across_the_board_raise,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00023,lower_48,compensation_outcome:no_direct_compensation_outcome,3,1,2,event-count difference; not prevalence difference
CONUS50-+00007-+00023,lower_48,compensation_outcome:non_base_compensation_other,2,0,2,event-count difference; not prevalence difference
CONUS50-+00007-+00023,lower_48,compensation_outcome:retroactive_pay,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00023,lower_48,institutional_channel:budget_pay_plan_process,2,1,1,event-count difference; not prevalence difference
CONUS50-+00007-+00023,lower_48,institutional_channel:collective_bargaining,2,0,2,event-count difference; not prevalence difference
CONUS50-+00007-+00023,lower_48,institutional_channel:none_identified,3,0,3,event-count difference; not prevalence difference
CONUS50-+00007-+00023,lower_48,institutional_channel:settlement_or_mou,2,0,2,event-count difference; not prevalence difference
CONUS50-+00007-+00023,lower_48,pressure_channel:bargaining_leverage,2,0,2,event-count difference; not prevalence difference
CONUS50-+00007-+00023,lower_48,pressure_channel:fiscal_constraint,2,1,1,event-count difference; not prevalence difference
CONUS50-+00007-+00023,lower_48,pressure_channel:none_identified,3,0,3,event-count difference; not prevalence difference
CONUS50-+00007-+00023,lower_48,timing_implementation:one_time,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00023,lower_48,timing_implementation:payroll_effective_date,3,1,2,event-count difference; not prevalence difference
CONUS50-+00007-+00023,lower_48,timing_implementation:recurring,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00023,lower_48,timing_implementation:retroactive,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00023,lower_48,timing_implementation:unclear,2,0,2,event-count difference; not prevalence difference
CONUS50-+00007-+00024,lower_48,compensation_outcome:across_the_board_raise,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00024,lower_48,compensation_outcome:base_wage_change,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00024,lower_48,compensation_outcome:longevity,1,0,1,event-count difference; not prevalence difference
CONUS50-+00007-+00024,lower_48,compensation_outcome:retroactive_pay,3,0,3,event-count difference; not prevalence difference
CONUS50-+00007-+00024,lower_48,institutional_channel:none_identified,3,0,3,event-count difference; not prevalence difference
CONUS50-+00007-+00024,lower_48,pressure_channel:none_identified,3,0,3,event-count difference; not prevalence difference
CONUS50-+00007-+00024,lower_48,timing_implementation:payroll_effective_date,3,0,3,event-count difference; not prevalence difference
CONUS50-+00007-+00024,lower_48,timing_implementation:recurring,2,0,2,event-count difference; not prevalence difference
CONUS50-+00007-+00024,lower_48,timing_implementation:retroactive,3,0,3,event-count difference; not prevalence difference
CONUS50-+00008-+00013,lower_48,compensation_outcome:retroactive_pay,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00013,lower_48,institutional_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00013,lower_48,pressure_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00013,lower_48,timing_implementation:payroll_effective_date,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00013,lower_48,timing_implementation:retroactive,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00014,lower_48,compensation_outcome:retroactive_pay,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00014,lower_48,institutional_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00014,lower_48,pressure_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00014,lower_48,timing_implementation:payroll_effective_date,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00014,lower_48,timing_implementation:retroactive,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00015,lower_48,compensation_outcome:retroactive_pay,2,0,2,event-count difference; not prevalence difference
CONUS50-+00008-+00015,lower_48,institutional_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00008-+00015,lower_48,pressure_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00008-+00015,lower_48,timing_implementation:one_time,2,0,2,event-count difference; not prevalence difference
CONUS50-+00008-+00015,lower_48,timing_implementation:payroll_effective_date,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00015,lower_48,timing_implementation:retroactive,2,0,2,event-count difference; not prevalence difference
CONUS50-+00008-+00016,lower_48,compensation_outcome:retroactive_pay,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00016,lower_48,institutional_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00016,lower_48,pressure_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00016,lower_48,timing_implementation:one_time,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00016,lower_48,timing_implementation:payroll_effective_date,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00016,lower_48,timing_implementation:retroactive,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00020,lower_48,compensation_outcome:no_direct_compensation_outcome,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00020,lower_48,compensation_outcome:retroactive_pay,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00020,lower_48,institutional_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00020,lower_48,institutional_channel:ordinance_council_adoption,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00020,lower_48,pressure_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00008-+00020,lower_48,timing_implementation:payroll_effective_date,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00020,lower_48,timing_implementation:retroactive,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00020,lower_48,timing_implementation:unclear,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00021,lower_48,compensation_outcome:across_the_board_raise,3,0,3,event-count difference; not prevalence difference
CONUS50-+00008-+00021,lower_48,compensation_outcome:base_wage_change,2,0,2,event-count difference; not prevalence difference
CONUS50-+00008-+00021,lower_48,compensation_outcome:benefit_cost_change,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00021,lower_48,compensation_outcome:cola_cpi_adjustment,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00021,lower_48,compensation_outcome:no_direct_compensation_outcome,0,2,-2,event-count difference; not prevalence difference
CONUS50-+00008-+00021,lower_48,compensation_outcome:non_base_compensation_other,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00021,lower_48,compensation_outcome:retroactive_pay,16,0,16,event-count difference; not prevalence difference
CONUS50-+00008-+00021,lower_48,compensation_outcome:uniform_or_equipment_allowance,2,0,2,event-count difference; not prevalence difference
CONUS50-+00008-+00021,lower_48,institutional_channel:budget_pay_plan_process,0,1,-1,event-count difference; not prevalence difference
CONUS50-+00008-+00021,lower_48,institutional_channel:none_identified,18,1,17,event-count difference; not prevalence difference
CONUS50-+00008-+00021,lower_48,pressure_channel:fiscal_constraint,0,1,-1,event-count difference; not prevalence difference
CONUS50-+00008-+00021,lower_48,pressure_channel:inflation_indexing,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00021,lower_48,pressure_channel:none_identified,18,1,17,event-count difference; not prevalence difference
CONUS50-+00008-+00021,lower_48,timing_implementation:one_time,3,0,3,event-count difference; not prevalence difference
CONUS50-+00008-+00021,lower_48,timing_implementation:payroll_effective_date,14,1,13,event-count difference; not prevalence difference
CONUS50-+00008-+00021,lower_48,timing_implementation:recurring,6,0,6,event-count difference; not prevalence difference
CONUS50-+00008-+00021,lower_48,timing_implementation:retroactive,16,0,16,event-count difference; not prevalence difference
CONUS50-+00008-+00021,lower_48,timing_implementation:unclear,1,1,0,event-count difference; not prevalence difference
CONUS50-+00008-+00022,lower_48,compensation_outcome:base_wage_change,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00022,lower_48,compensation_outcome:cola_cpi_adjustment,2,0,2,event-count difference; not prevalence difference
CONUS50-+00008-+00022,lower_48,compensation_outcome:no_direct_compensation_outcome,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00022,lower_48,compensation_outcome:non_base_compensation_other,5,0,5,event-count difference; not prevalence difference
CONUS50-+00008-+00022,lower_48,compensation_outcome:retroactive_pay,4,0,4,event-count difference; not prevalence difference
CONUS50-+00008-+00022,lower_48,institutional_channel:budget_pay_plan_process,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00022,lower_48,institutional_channel:collective_bargaining,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00022,lower_48,institutional_channel:interest_arbitration,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00022,lower_48,institutional_channel:none_identified,7,0,7,event-count difference; not prevalence difference
CONUS50-+00008-+00022,lower_48,pressure_channel:bargaining_leverage,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00022,lower_48,pressure_channel:fiscal_constraint,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00022,lower_48,pressure_channel:inflation_indexing,2,0,2,event-count difference; not prevalence difference
CONUS50-+00008-+00022,lower_48,pressure_channel:none_identified,7,0,7,event-count difference; not prevalence difference
CONUS50-+00008-+00022,lower_48,timing_implementation:one_time,3,0,3,event-count difference; not prevalence difference
CONUS50-+00008-+00022,lower_48,timing_implementation:payroll_effective_date,6,0,6,event-count difference; not prevalence difference
CONUS50-+00008-+00022,lower_48,timing_implementation:recurring,2,0,2,event-count difference; not prevalence difference
CONUS50-+00008-+00022,lower_48,timing_implementation:retroactive,4,0,4,event-count difference; not prevalence difference
CONUS50-+00008-+00022,lower_48,timing_implementation:unclear,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00023,lower_48,compensation_outcome:across_the_board_raise,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00023,lower_48,compensation_outcome:no_direct_compensation_outcome,1,1,0,event-count difference; not prevalence difference
CONUS50-+00008-+00023,lower_48,compensation_outcome:non_base_compensation_other,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00023,lower_48,institutional_channel:budget_pay_plan_process,1,1,0,event-count difference; not prevalence difference
CONUS50-+00008-+00023,lower_48,institutional_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00008-+00023,lower_48,pressure_channel:fiscal_constraint,1,1,0,event-count difference; not prevalence difference
CONUS50-+00008-+00023,lower_48,pressure_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00008-+00023,lower_48,timing_implementation:payroll_effective_date,2,1,1,event-count difference; not prevalence difference
CONUS50-+00008-+00023,lower_48,timing_implementation:recurring,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00024,lower_48,compensation_outcome:no_direct_compensation_outcome,2,0,2,event-count difference; not prevalence difference
CONUS50-+00008-+00024,lower_48,institutional_channel:budget_pay_plan_process,2,0,2,event-count difference; not prevalence difference
CONUS50-+00008-+00024,lower_48,pressure_channel:fiscal_constraint,2,0,2,event-count difference; not prevalence difference
CONUS50-+00008-+00024,lower_48,timing_implementation:payroll_effective_date,2,0,2,event-count difference; not prevalence difference
CONUS50-+00008-+00027,lower_48,compensation_outcome:retroactive_pay,2,0,2,event-count difference; not prevalence difference
CONUS50-+00008-+00027,lower_48,institutional_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00008-+00027,lower_48,pressure_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00008-+00027,lower_48,timing_implementation:one_time,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00027,lower_48,timing_implementation:payroll_effective_date,1,0,1,event-count difference; not prevalence difference
CONUS50-+00008-+00027,lower_48,timing_implementation:retroactive,2,0,2,event-count difference; not prevalence difference
CONUS50-+00009-+00015,lower_48,compensation_outcome:across_the_board_raise,1,0,1,event-count difference; not prevalence difference
CONUS50-+00009-+00015,lower_48,compensation_outcome:no_direct_compensation_outcome,1,0,1,event-count difference; not prevalence difference
CONUS50-+00009-+00015,lower_48,compensation_outcome:non_base_compensation_other,1,0,1,event-count difference; not prevalence difference
CONUS50-+00009-+00015,lower_48,institutional_channel:budget_pay_plan_process,1,0,1,event-count difference; not prevalence difference
CONUS50-+00009-+00015,lower_48,institutional_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00009-+00015,lower_48,pressure_channel:fiscal_constraint,1,0,1,event-count difference; not prevalence difference
CONUS50-+00009-+00015,lower_48,pressure_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00009-+00015,lower_48,timing_implementation:payroll_effective_date,2,0,2,event-count difference; not prevalence difference
CONUS50-+00009-+00015,lower_48,timing_implementation:recurring,1,0,1,event-count difference; not prevalence difference
CONUS50-+00009-+00017,lower_48,compensation_outcome:across_the_board_raise,1,0,1,event-count difference; not prevalence difference
CONUS50-+00009-+00017,lower_48,compensation_outcome:non_base_compensation_other,2,0,2,event-count difference; not prevalence difference
CONUS50-+00009-+00017,lower_48,compensation_outcome:retroactive_pay,4,0,4,event-count difference; not prevalence difference
CONUS50-+00009-+00017,lower_48,institutional_channel:none_identified,6,0,6,event-count difference; not prevalence difference
CONUS50-+00009-+00017,lower_48,pressure_channel:none_identified,6,0,6,event-count difference; not prevalence difference
CONUS50-+00009-+00017,lower_48,timing_implementation:one_time,1,0,1,event-count difference; not prevalence difference
CONUS50-+00009-+00017,lower_48,timing_implementation:payroll_effective_date,5,0,5,event-count difference; not prevalence difference
CONUS50-+00009-+00017,lower_48,timing_implementation:recurring,1,0,1,event-count difference; not prevalence difference
CONUS50-+00009-+00017,lower_48,timing_implementation:retroactive,4,0,4,event-count difference; not prevalence difference
CONUS50-+00009-+00018,lower_48,compensation_outcome:cola_cpi_adjustment,1,0,1,event-count difference; not prevalence difference
CONUS50-+00009-+00018,lower_48,compensation_outcome:no_direct_compensation_outcome,3,0,3,event-count difference; not prevalence difference
CONUS50-+00009-+00018,lower_48,compensation_outcome:non_base_compensation_other,2,0,2,event-count difference; not prevalence difference
CONUS50-+00009-+00018,lower_48,compensation_outcome:retroactive_pay,3,0,3,event-count difference; not prevalence difference
CONUS50-+00009-+00018,lower_48,institutional_channel:budget_pay_plan_process,1,0,1,event-count difference; not prevalence difference
CONUS50-+00009-+00018,lower_48,institutional_channel:none_identified,5,0,5,event-count difference; not prevalence difference
CONUS50-+00009-+00018,lower_48,institutional_channel:ordinance_council_adoption,2,0,2,event-count difference; not prevalence difference
CONUS50-+00009-+00018,lower_48,pressure_channel:fiscal_constraint,1,0,1,event-count difference; not prevalence difference
CONUS50-+00009-+00018,lower_48,pressure_channel:inflation_indexing,1,0,1,event-count difference; not prevalence difference
CONUS50-+00009-+00018,lower_48,pressure_channel:none_identified,7,0,7,event-count difference; not prevalence difference
CONUS50-+00009-+00018,lower_48,timing_implementation:one_time,1,0,1,event-count difference; not prevalence difference
CONUS50-+00009-+00018,lower_48,timing_implementation:ordinance_adoption,2,0,2,event-count difference; not prevalence difference
CONUS50-+00009-+00018,lower_48,timing_implementation:payroll_effective_date,5,0,5,event-count difference; not prevalence difference
CONUS50-+00009-+00018,lower_48,timing_implementation:recurring,1,0,1,event-count difference; not prevalence difference
CONUS50-+00009-+00018,lower_48,timing_implementation:retroactive,3,0,3,event-count difference; not prevalence difference
CONUS50-+00009-+00020,lower_48,compensation_outcome:across_the_board_raise,3,0,3,event-count difference; not prevalence difference
CONUS50-+00009-+00020,lower_48,compensation_outcome:benefit_cost_change,2,0,2,event-count difference; not prevalence difference
CONUS50-+00009-+00020,lower_48,compensation_outcome:cola_cpi_adjustment,1,0,1,event-count difference; not prevalence difference
CONUS50-+00009-+00020,lower_48,compensation_outcome:holiday_pay,3,0,3,event-count difference; not prevalence difference
CONUS50-+00009-+00020,lower_48,compensation_outcome:no_direct_compensation_outcome,5,0,5,event-count difference; not prevalence difference
CONUS50-+00009-+00020,lower_48,compensation_outcome:retroactive_pay,16,1,15,event-count difference; not prevalence difference
CONUS50-+00009-+00020,lower_48,compensation_outcome:step_progression,1,1,0,event-count difference; not prevalence difference
CONUS50-+00009-+00020,lower_48,compensation_outcome:stipend_or_premium,1,0,1,event-count difference; not prevalence difference
CONUS50-+00009-+00020,lower_48,institutional_channel:budget_pay_plan_process,4,2,2,event-count difference; not prevalence difference
CONUS50-+00009-+00020,lower_48,institutional_channel:none_identified,18,0,18,event-count difference; not prevalence difference
CONUS50-+00009-+00020,lower_48,institutional_channel:ordinance_council_adoption,2,0,2,event-count difference; not prevalence difference
