implementation_event_id,municipality,state,original_side,repaired_side,side_confidence,side_repair_reason,bounded_side_evidence,technical_lineage
IMPEVT-1373da7beae63e91d2a7d8a0,Lapel,IN,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"*effective january 1, 2023. lapel, in, salary ordinance, 2023. unclear","[""WCM-137d020bd407581a2c92827d"",""WCM-86cb31d318fefbc52ca798d4""]"
IMPEVT-d14aa8b14b0c4cd67eb63670,Marion,IN,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"promotions effective january 1, 2025, unless the city council passes a resolution allowing the marion, in, salary ordinance, 2025. unclear","[""WCM-99a3d743321dfc65260b2f9a"",""WCM-b11510195223767b71c41f8b""]"
IMPEVT-29ff6244ee62b9e764fe969e,New Chicago,IN,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"provide local government services to its residents and to comply with the new laws effective july 1, new chicago, in, wage schedule, 2017. unclear","[""WCM-bc0323b323369801acb86a18""]"
IMPEVT-9f17b80ec8d33457d9783073,New Richmond,IN,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"town superintendent: this position will receive a pay rate of $13.00 per hour for a new richmond, in, wage schedule, 2021. unclear","[""WCM-4bdbb08dbcdd7745ccea67a5""]"
IMPEVT-33d36b839f1041a17391d0b4,New Richmond,IN,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"whereas, the town council wishes to establish the salaries that shall be effective january 1, new richmond, in, wage schedule, 2021. unclear","[""WCM-804457340e3cca7205521de1"",""WCM-99e8c9d2b1d303f13cdd151e""]"
IMPEVT-aec1971235da529c4c3da454,Ogden Dunes,IN,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"retroactive to november 2019. ogden dunes, in, salary ordinance, 2019. unclear","[""WCM-33cb0e5e0790947b6fc31607""]"
IMPEVT-512c2272a4dbbbb1af77314b,Shadeland,IN,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"whereas, the town council wishes to amend ordinance 2021-08 adding an assistant to tlie clerk-treasurer's office effective may shadeland, in, salary ordinance, 2021. unclear","[""WCM-27f9c07391887c717cc6f61f""]"
IMPEVT-ff222a4f6e9f6339dc1fd4e8,Silver Lake,IN,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this gave the chief deputy marshal a $.25 per-hour raise, effective retroactively from the november 6th pay period. silver lake, in, salary ordinance, 2025. unclear","[""WCM-f31e6ebf9ea4185b11c209f2""]"
IMPEVT-7ce6bfaeb3c490c288295a01,Spurgeon,IN,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"hereby created by ordinance 598, according to chapter 225, acts of 1965, effective may 1, spurgeon, in, budget or pay plan, period not explicit. unclear","[""WCM-03989c69a28d28c21fb01d41"",""WCM-81a42d226c2d8901103a5abf"",""WCM-de085fbac99d3d3ce298e538"",""WCM-f547687bd60aa686d313a4a5""]"
IMPEVT-b5be84d36439dbb29641f1ef,Thorntown,IN,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this ordinance shall be effective on january 1, 2026, and shall be effective through thorntown, in, salary ordinance, 2026. unclear","[""WCM-d664dd657a3e61ec2664e6d0""]"
IMPEVT-54f7ceed4ea8479a6884f34c,Troy,IN,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"effective april 20, 2021 by amending ic 5-14-1.5-3.5 to prescribe new troy, in, salary ordinance, 2021. unclear","[""WCM-e77845966f09949c4cbe0267""]"
IMPEVT-60762a944ae1df43ce154f13,Troy,IN,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"(wt3) license, will receive additional compensation equal to $3.00 per hour troy, in, salary ordinance, period not explicit. unclear","[""WCM-3c34caa479f274d62f8689d4"",""WCM-7a4a2a2345c9051f3ef8144d"",""WCM-bc8f845aa4b1913bcd687f22""]"
IMPEVT-0857142c8781570e6efb757f,Wabash,IN,unclear,fire,high,explicit fire role or department language,"be it further resolved by the township board that firefighters will receive longevity pay wabash, in, wage schedule, 2022. unclear","[""WCM-8c2ea6d0e222250056f013f6""]"
IMPEVT-5aca9d4271ec306094e0278c,Wheatfield,IN,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"ordinance be deemed effective january 1, 2024 wheatfield, in, salary ordinance, 2024. unclear","[""WCM-e50083f04037e595fc0f1a29""]"
IMPEVT-039f47eba6bb0a0af35c8301,Winslow,IN,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"time by ordinances adopted by the winslow town council and rules, regulations, and policies adopted by the purchasing agency. winslow, in, other local government pay policy, period not explicit. unclear","[""WCM-172f3db9e7478a354ea775c9""]"
IMPEVT-905bd2158026d3e20da1f7d4,Afton,KS,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"$up to $28 per hour: this charter ordinance shall become effective if approved by afton, ks, other local government pay policy, 2025. unclear","[""WCM-9c4aeae83c6fd0e8ff90f5f2""]"
IMPEVT-fdc314b636823cfee455951f,Augusta,KS,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"v pay plan and job classification schedule: in 2013, the city council approved a modification to the augusta, ks, budget or pay plan, 2024. unclear","[""WCM-0b07876ce440e5d0d7e8d64f""]"
IMPEVT-226d9e9dcec2e7efb065dfbe,Benton,KS,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, 2025. benton, ks, council packet or minutes, 2025. unclear","[""WCM-ead2ef6883765268ec093434""]"
IMPEVT-4c9ad3ca216c550e3e9f9535,Cawker City,KS,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"suter made a motion to accept her resignation letter effective may 14. cawker city, ks, council packet or minutes, 2025. unclear","[""WCM-8abfe03a4011022e101b4dfd""]"
IMPEVT-8d1a1f3292551159720b3eaa,Cunningham,KS,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"(d) effective january 1, 2017, the city clerk shall collect an annual registration fee of $2 for each cunningham, ks, wage schedule, 2017. unclear","[""WCM-91cd0973e53f2a6a9a9d84a9""]"
IMPEVT-4f444c55b10c1c3c78ebeb09,Edna,KS,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"3% cost-of-living raise effective march 1, 2021. edna, ks, council packet or minutes, 2021. unclear","[""WCM-30218ff5e378b89e1677b963""]"
IMPEVT-fd936c15f7726931c748d3c7,El Dorado,KS,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"human resources is responsible for the effective development, implementation and/or administration of a variety of programs and functions, such as: employee recruitment; el dorado, ks, civil-service or hr pay plan, period not explicit. unclear","[""WCM-845a3afb66837ec12e05a928""]"
IMPEVT-07dc132f398df460568f2c91,Eureka,KS,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"karrie watts, kourtnie olson & kylie olson - owners passed by the city council of the city of eureka, kansas this 23 rd day of december 2024 approved by ashley johnson, amanda eureka, ks, other local government pay policy, 2024. unclear","[""WCM-0d798f694034dacf37f2fb76""]"
IMPEVT-bddbbaa3c2d2fd30dc4979df,Eureka,KS,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"noxious weed law to barter, sell monly known as 417 s illinois st., passed by the city council of the city of eureka, kansas this 10th day of march 2025 adopted by the governing or give away infested nursery stock eureka, ks 67045 (“the property”)","[""WCM-0043b9054310aee9fe8e3e03""]"
IMPEVT-5874861b0e4686a7198ed58a,Gardner,KS,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"section one: adoption of a revised city of gardner base salary structure - fiscal year 2023: the attached hereto as exhibit a is hereby adopted. gardner, ks, other local government pay policy, 2023. unclear","[""WCM-784e9f4d7d302284d8db4e20""]"
IMPEVT-9fc4a797924f5232f65e41ff,Hiawatha,KS,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective april 11, 2020: hiawatha, ks, wage schedule, 2020. unclear","[""WCM-d5627d865bd251fd94e7f70b""]"
IMPEVT-5b0f80e0e58e593f43cbd0a9,Lake Quivira,KS,unclear,police,high,explicit police role or department language,"mayor mccullagh announced that police chief manny olmos-molina resigned effective march lake quivira, ks, council packet or minutes, 2026. unclear","[""WCM-c4a9996bcf3603829c5c7816""]"
IMPEVT-692b2dc9985f280f8dc4be2d,Lawrence,KS,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"accordance with the department sop 110.10, effective 02/07/2023 (attachment b). lawrence, ks, memorandum of understanding, 2023. unclear","[""WCM-d73e464de30fb87d795192f9""]"
IMPEVT-99566e3bc5c3dfffaf67128c,Lawrence,KS,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"commission may order any alteration in policy to be retroactive to the case grieved. lawrence, ks, memorandum of understanding, period not explicit. unclear","[""WCM-0c78e952f13935267ea03726""]"
IMPEVT-450dd8b9e5e8c030da340dd4,Lawrence,KS,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the commission may order any alteration in policy to be retroactive to the case lawrence, ks, memorandum of understanding, period not explicit. unclear","[""WCM-6c5eb333dd613f0ff9148530""]"
IMPEVT-8544337b4ccbc9a87421aad9,Lincoln,KS,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"expected to pay to the county to $172,792.00, effective january 1, 2026. lincoln, ks, budget or pay plan, 2026. unclear","[""WCM-42c4cda78e3fe769b60e6376""]"
IMPEVT-843ebba7ca5880c5481b799e,Lincoln,KS,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"$.50 per hour cola increase and the starting wage increase to $20.00 per hour effective with lincoln, ks, civil-service or hr pay plan, period not explicit. unclear","[""WCM-008695220382e23a2b51b468"",""WCM-d5696290e1cdd1f9a2638edc"",""WCM-e0f7b2adeb32b32acfee0686""]"
IMPEVT-a732da401d3f9b13a52b318b,Lincoln,KS,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"therefor to the city council; to make expenditures in accordance with the annual budget adopted by the city. lincoln, ks, personnel policy, period not explicit. unclear","[""WCM-bf7d3aa6f9049333fe8c5271""]"
IMPEVT-8b3cf85b8a44c2ef7967b9ce,Lincoln Center,KS,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"$.50 per hour cola increase and the starting wage increase to $19.25 per hour effective with lincoln center, ks, council packet or minutes, 2023. unclear","[""WCM-d159d9de647b3c40a4753b6d""]"
IMPEVT-ca9403147174d6811149b217,Lincoln Center,KS,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"$.50 per hour cola increase and the starting wage increase to $19.75 per hour effective with lincoln center, ks, council packet or minutes, 2024. unclear","[""WCM-09037c62054c034c977ce4b4""]"
IMPEVT-ebb21d1214e13c6015fefd2f,Melvern,KS,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"resignation letter effective 12/27/2024 to the city clerk. melvern, ks, council packet or minutes, 2024. unclear","[""WCM-2889bcda555083beadc7c496""]"
IMPEVT-cf549cc960d4524fdf769fa1,Melvern,KS,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"ordinance 469- bowers made a motion to adopt ordinance 469 water rate increase effective january 1, 2026, melvern, ks, wage schedule, 2026. unclear","[""WCM-d7ed2b25cc3044fe452f2592""]"
IMPEVT-490d863d2e108b20e443ce57,Osage,KS,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"license of $5.00, eliminate the license for gas pipe fitter, fees to become effective january 1, 2000. osage, ks, budget or pay plan, period not explicit. unclear","[""WCM-5cc7030ce6ffcc06125f91af"",""WCM-d22e109fa10e15695bf184c0""]"
IMPEVT-c17977fac2fc4849fb66025b,Syracuse,KS,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"all other full time employees will receive a 2% raise; syracuse, ks, council packet or minutes, period not explicit. unclear","[""WCM-32d9686b5305dff82dc1b53a"",""WCM-cfb725993766c69730ee6733""]"
IMPEVT-9393eb19bd0ccc15656eafff,Towanda,KS,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"newbrey presented his desire of making those changes effective january 1, 2024. towanda, ks, council packet or minutes, 2024. unclear","[""WCM-25007438033ac0173170d170""]"
IMPEVT-825fd34ec8bc6a1b0692447e,Towanda,KS,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"on 4/22/2026, city council approved the resolution to set a july hearing for the demolition or towanda, ks, other local government pay policy, 2026. unclear","[""WCM-633d420385d043bae483eb98""]"
IMPEVT-7dbb00bc7b4e153d4a2a3fc0,Washington,KS,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"jayden laflen to the lifeguard position at a rate of $9.50 per hour effective as of may 22, 2025, by pinnick and washington, ks, council packet or minutes, 2025. unclear","[""WCM-c6ce3a03442dfa82959ef3fa""]"
IMPEVT-17311c30c435d7c005e72c65,Wilson,KS,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"jeremy hlad made a motion to approve the refuse service waiver request for 514 28th effective may 6, 2024 with reinstated to be determined at a later date (the property owners will return in wilson, ks, personnel policy, 2024. unclear","[""WCM-2cd633ced6427e478619fbdf""]"
IMPEVT-9e1c25dd7396a75a582b6a29,Audubon Park,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"city council expense reports shall be submitted to the city clerk and approved by the city council, in accordance with the city budget. audubon park, ky, budget or pay plan, 2020. unclear","[""WCM-4ec8470069296866ce16b492""]"
IMPEVT-e7b37b608e9b2edfe8918682,Bedford,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"keith scott blues (8 p.m.) effective january 1, 2021 for $2.00 per paper for a total of $18.00 bedford, ky, other local government pay policy, 2021. unclear","[""WCM-0970b102cc4a5acf0470e58c""]"
IMPEVT-5319a7beb2bf4cd895ddb5b3,Bloomfield,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"and the city of bloomfield (after completing a year of service) will receive a 4 or 5% increase bloomfield, ky, other local government pay policy, 2024. unclear","[""WCM-a8d1740becf5c0327de9b844""]"
IMPEVT-5eeddcce754cc2493fa57a0f,Bromley,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"whereas, the city council of the city of bromley has adopted a pay classification plan bromley, ky, budget or pay plan, period not explicit. unclear","[""WCM-46e74c4ac1b408a7cac81ae2"",""WCM-aaf2adfbd36acc34b205c23a""]"
IMPEVT-f9f20a3d84316a5e45f5e4be,Calvert City,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"pursuant to krs 83a.070(2) and calvert city ordinance §31.02(b) and (c), the city council has adopted a personnel and pay classification plan establishing compensation rates for calvert city, ky, wage schedule, 2022. unclear","[""WCM-334c1d5b93e78d916fb23796""]"
IMPEVT-54dd9a5eb7dee7074bf8803e,Dry Ridge,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"perform paramedic duties shall receive additional compensation of $2.00 per hour. dry ridge, ky, budget or pay plan, 2015. unclear","[""WCM-cfbfb2123ee855a68edb0eb4""]"
IMPEVT-f1138ad52dacae120fe7403c,Fox Chase,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"section seven: sets forth the following rates and charges effective july 1, 2024: section four: this ordinance is adopted in accordance with krs 83a.060 in that it was introduced and fox chase, ky, budget or pay plan, 2024. unclear","[""WCM-4741cb39ed3d16765cb75362""]"
IMPEVT-013792a244999c825904e35b,Goshen,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"section six: this ordinance shall become effective on january 1, 2027 goshen, ky, other local government pay policy, 2026. unclear","[""WCM-82828a99da2fdb15384ec186""]"
IMPEVT-1652fef9ff2fa108e18deae7,Melbourne,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"(b) collection of this fee shall become effective january 1, 2005. melbourne, ky, other local government pay policy, 2024. unclear","[""WCM-209f298b9ed9f0577a7570a3"",""WCM-efc62f867685699d4d89b863""]"
IMPEVT-23c709ed190d8d2f1925a99e,Munfordville,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"pay classification plan which shall be adopted by ordinance. munfordville, ky, budget or pay plan, 2024. unclear","[""WCM-f470db68e5182e55a2ba70af""]"
IMPEVT-1d25131d5ec9c3cf7a7356b0,Pleasureville,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, 2021 for $2.00 per paper for a total of $18.00 deny any and all bids. pleasureville, ky, other local government pay policy, 2021. unclear","[""WCM-b21c335138348ba32c2208f4""]"
IMPEVT-733a9574d68a29ce68c208f7,Stamping Ground,KY,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 1994, and that all eligible regular full-time officers and employees of this agency are stamping ground, ky, budget or pay plan, 2021. unclear","[""WCM-a14411a2d9b1f5327c7161b6""]"
IMPEVT-b3fbd18b388936435faf4b62,Doyline,LA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"on november 4, 2014, the electors of the village authorized a 1% sales and use tax effective january 1, doyline, la, wage schedule, 2014. unclear","[""WCM-3cbf85f6452f91d7bfcb094f""]"
IMPEVT-ca1e9d333c95901c430405dd,Doyline,LA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"gasb requires the village to report and depreciate new infrastructure assets effective july 1, 2003. doyline, la, wage schedule, 2024. unclear","[""WCM-0135ed917b33bad028ac837c""]"
IMPEVT-f105e742c6318152c716d9be,Doyline,LA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"gass requires the village to report and depreciate new infrastructure assets effective july 1, 2003. doyline, la, wage schedule, 2025. unclear","[""WCM-43f11c8380ffd7136887878e""]"
IMPEVT-abc4209788733adbf4825746,Grand Isle,LA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this ordinance was declared adopted this 11th day of june 2025 and becomes effective on july 1, 2025. grand isle, la, council packet or minutes, 2025. unclear","[""WCM-4cb0940efdc3adbf09246212""]"
IMPEVT-4a76cb2f1ae3d0b7d7238178,Grosse Tete,LA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"one full fiscal year and the payment of such cola, when authorized, shall not be effective until the lapse grosse tete, la, civil-service or hr pay plan, 2024. unclear","[""WCM-f96da9d0b82b96060251957e""]"
IMPEVT-47f3fb044f40f2036c7df5a9,Gueydan,LA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"section 3: this ordinance shall become effective january 1, 2023. gueydan, la, council packet or minutes, 2023. unclear","[""WCM-30b3daa7e0e46394218b132c""]"
IMPEVT-b4b3e20faa005a4b8367d187,Oberlin,LA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"be it further ordained, that all ordinances or parts of ordinances that are or may be in with this ordinance are hereby repealed and that this ordinance be retroactive to the date of july 1, 2025. oberlin, la, salary ordinance, 2025. unclear","[""WCM-3c2a81ed76251c7e58581d69""]"
IMPEVT-35bb260def38ea11639a91b2,Sibley,LA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"$3,500 other salaries this ordinance shall be effective on july 1, 2025. sibley, la, collective bargaining agreement, 2025. unclear","[""WCM-09a85837b58a485e0c67396a"",""WCM-0f9b35a86615746d7c52381d"",""WCM-acad665588fe23d65cfecad0""]"
IMPEVT-6b7301643197e815061d3c59,Simsboro,LA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"such cola when authorized, shall not be effective until the lapse of at least one-half of the simsboro, la, wage schedule, period not explicit. unclear","[""WCM-6dc42f04dfc000ddf3d3d723""]"
IMPEVT-27f3e733866b03e6e3a0110e,Blandford,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"placed within the range that provides for an increase of a minimum of 2% effective july 1, 2022. blandford, ma, compensation study, 2022. unclear","[""WCM-f6e00aa1c1b27ddae9cf26f5""]"
IMPEVT-371276fdfb38ae3671096f8e,Brimfield,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the act, effective on april 1, 2018, brimfield, ma, personnel policy, 2018. unclear","[""WCM-c9ccb13ce2930458142dbc69""]"
IMPEVT-601ece5fd63471f7875b120f,Brimfield,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 2008 brimfield, ma, personnel policy, 2023. unclear","[""WCM-e652f959b489837546ebe6f4""]"
IMPEVT-debf0c85ee0e6564bc38c625,Gill,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"adjusted to reflect annual cost of living adjustment percentage approved by annual town meeting. gill, ma, budget or pay plan, period not explicit. unclear","[""WCM-2f957d0cea98c5722a636172""]"
IMPEVT-a25079a5e06d7ab193b4a1f7,Groton,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"interdepartmental administrative assistant, effective january 21, 2025. groton, ma, council packet or minutes, 2025. unclear","[""WCM-4703ebebfa4af948ab2eccaf"",""WCM-496d775da14a6b44f6f8d8c8""]"
IMPEVT-a7dfcd09d7e277d4b97faefe,Hamilton,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"agreement, effective july 1, 2019, (the ""effective date"") by, and between the town of hamilton, a hamilton, ma, collective bargaining agreement, 2019. unclear","[""WCM-e0f7bb71ba48bcbf0da00713""]"
IMPEVT-92ab8fa7da40152e0966db63,Hatfield,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"20.01 this contract is effective july 1, 2022, to remain in full force and in effect through june hatfield, ma, wage schedule, 2022. unclear","[""WCM-7a9b5b79a5300f207ff763e0""]"
IMPEVT-0e093c79bef112c23c6a0cab,Leverett,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, 1996, no temporary leverett, ma, wage schedule, 2016. unclear","[""WCM-865a5f0f87dbf5248252b461"",""WCM-e7f614c8d8e8168018acbe71""]"
IMPEVT-88545514a17a8a301317f1c9,Marblehead,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"marblehead, ma, arbitration award, period not explicit. unclear","[""WCM-2c0e6b88c3c6cf88dc790494""]"
IMPEVT-3f641ee24602864500107ea4,Norfolk,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the town effective july 1, 2020. norfolk, ma, civil-service or hr pay plan, 2020. unclear","[""WCM-50adbd2763033b3d28defdc5""]"
IMPEVT-ffea37f1c7e00fa371451e9f,Norfolk,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"or their estate will receive a pro-rated portion of longevity pay based on the norfolk, ma, civil-service or hr pay plan, 2021. unclear","[""WCM-47833d47e14a75a7635ad4bd"",""WCM-aca71798514b8e384d7afb2f""]"
IMPEVT-f430e5dae3528e2d7f1c14c9,Orange,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"c.41, §108 effective july 1, 2022, as contained in the budget; orange, ma, memorandum of understanding, 2022. unclear","[""WCM-040913eb1b64cb4ccc4be57b"",""WCM-44e3e9aab231b457c2b93bf5""]"
IMPEVT-7700935e88cc114d46996e10,Orange,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"ambulance receipts for appropriation account from 10% to 15% effective 7/1/2023 and from 15% to orange, ma, memorandum of understanding, 2023. unclear","[""WCM-80bde1825ae67beab4e6da03""]"
IMPEVT-74fa729f8ad0c7a03a3bf1e2,Raynham,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"1) effective july 1, 2021, replace the salary schedule in effect on june 30, 2021 and raynham, ma, wage schedule, 2021. unclear","[""WCM-0d1f2a3c782b220e9caf827c"",""WCM-3658a870a4e7159f8ce4ba3f"",""WCM-d5ff97efe59c14746d8efa50""]"
IMPEVT-2b9d086d7782afb971c31409,Raynham,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"3) effective july 1, 2022, increase the salary schedule in effect on june 30, 2022 by two raynham, ma, wage schedule, 2022. unclear","[""WCM-f5c2dfcb39c7890aeff32b8e""]"
IMPEVT-1d552abc574d8c1181284424,Rowe,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"(effective and retroactive to july 1, 2020) rowe, ma, personnel policy, 2020. unclear","[""WCM-9bbdcca7d420ecc47d83b47d"",""WCM-cf990cbc00216978fa0762bd""]"
IMPEVT-81ed20c706443b88f1aa7033,Rowe,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"regular full-time and regular part-time employees accrue vacation leave as follows: (table effective july 1, rowe, ma, personnel policy, 2023. unclear","[""WCM-c712025e41cd82356e484943""]"
IMPEVT-f324da4d78ecc7942af72334,Sheffield,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"including maintenance of personnel records, implementation of effective recruitment and sheffield, ma, budget or pay plan, period not explicit. unclear","[""WCM-9a0cd3b5cda34f15a02eaff3""]"
IMPEVT-ab54c19a360c5801753000c3,Sheffield,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"of this chapter or personnel policies adopted pursuant thereto, the provisions of the collective bargaining sheffield, ma, budget or pay plan, period not explicit. unclear","[""WCM-5c9d4fc7ed16a451a9620823""]"
IMPEVT-43cafbe1c5444530bc814f7e,Tyngsborough,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"if approved tonight, these licenses will be effective january 1, 2022 and will expire as they all do on tyngsborough, ma, memorandum of understanding, 2022. unclear","[""WCM-dd9ee282b04064bc40072731""]"
IMPEVT-84ef0b84cbe4f629af362810,Ware,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 2023 and dependent on agreement by all the town and school bargaining ware, ma, collective bargaining agreement, 2023. unclear","[""WCM-d27f0c7727239a7231f1a8d6""]"
IMPEVT-8a0c893179e836a5f1be4f92,Ware,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this agreement effective july 1, 2024 is by and between the ware selecboard, in their ware, ma, collective bargaining agreement, 2024. unclear","[""WCM-b885b288fc2187d51ce40088""]"
IMPEVT-1a18d4feccd33c39760de2ea,Warwick,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"sick leave accrues, after completion of the six month review period, at the rate of one day per month, retroactive to the first full month of employment, not to exceed 10 days per year. warwick, ma, other local government pay policy, period not explicit. unclear","[""WCM-3a9167269cc32a967d1ab5b2"",""WCM-fdfbe189e02b3388591d922d""]"
IMPEVT-4618dd2c6016ff8f7e4bee7f,West Bridgewater,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective in fy 24 the winter season stand - by stipend will increase to $1250.00 west bridgewater, ma, memorandum of understanding, 2023. unclear","[""WCM-952684cf21e82e08dfa10af6""]"
IMPEVT-e26e70e42c805e8a727db78d,West Bridgewater,MA,unclear,police,high,explicit police role or department language,"perez moved to ratify fernando colombo as police officer, effective july west bridgewater, ma, memorandum of understanding, 2023. unclear","[""WCM-8ac82dc5d365e3c45a562ace""]"
IMPEVT-f6e509f42678058fbeaf562b,West Bridgewater,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"shall effective july 1, 2023, receive increase to each grade by three hundred fifty dollars ($350.00). west bridgewater, ma, memorandum of understanding, 2023. unclear","[""WCM-5da0dc19cd6e539117b3b1fc""]"
IMPEVT-2a3c658e2c76b2d80dc0d358,West Bridgewater,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 29, 2024, ms. west bridgewater, ma, memorandum of understanding, 2024. unclear","[""WCM-9348c3e21c08e18989c3c193"",""WCM-b7fa5097bf08e0d627eaf82e""]"
IMPEVT-3ba43364ba11f01122cfa42e,Westhampton,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"appointment and retention of employees, maintenance of a classification plan (when adopted), westhampton, ma, collective bargaining agreement, 2014. unclear","[""WCM-50c54e828cdda061f82c5412""]"
IMPEVT-8af790ea5dc25b73ba010412,Westhampton,MA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"section 10.10 “use of town vehicles” of this personnel policy, effective december westhampton, ma, collective bargaining agreement, 2014. unclear","[""WCM-a99c926cacd9a46915ecae2e""]"
IMPEVT-2c87c4c3744aadd1d8b2e876,Marydel,MD,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"(1) two versions of resolution 2001–01, effective november 13, 2001, were sent to marydel, md, budget or pay plan, period not explicit. unclear","[""WCM-4309030c303b3bdcd9606de4""]"
