search_target_id,municipality_id,municipality,state,period_start,period_end,period_label,side_scope,department_or_unit_scope,external_data_family,search_priority,expected_claim_upgrade,expected_public_availability,likely_source_families,query_primary,query_repair,linked_root_event_count,linked_mechanism_exposure_event_count,linked_claim_count,linked_external_gap_count,existing_source_reuse_count,compacted_from_raw_target_count,lane_id,lineage_raw_target_ids
EXTSEARCH-ed9d6fb1b28a4b516a6c8fcb,cog_2025_204668,Evart,MI,2022,2022,2022,police,police,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Evart"" ""MI"" ""2022"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Evart"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,4,0,6,0,6,external_search_lane_001,EXTTARGET-02dd67c4c0a33a3defbe8b24|EXTTARGET-7e3fbe7cbb548698c003e4af|EXTTARGET-a83fc922df886c1472fb45c3|EXTTARGET-b55675eea546bcfd564f93e1|EXTTARGET-bbd0e4f6b5ccf028358f7ab4|EXTTARGET-fa4c9424ed12d1de3f77bc01
EXTSEARCH-2ea168a487064b130406c13e,cog_2025_167130,Filer charter,MI,2026,2026,2026,side_independent,side_independent,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Filer charter"" ""MI"" ""2026"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Filer charter"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,4,0,6,0,6,external_search_lane_001,EXTTARGET-0ebbc5f3047230bf0cb7912d|EXTTARGET-29ea0b951d3e0b85a6dc1259|EXTTARGET-3540df23f60c44077ac0b72e|EXTTARGET-76b707f0d840241ef2d765f5|EXTTARGET-b95e52d90b4161bdaa1a5c92|EXTTARGET-e0ea8b4ab1b6475f52217b62
EXTSEARCH-f054f60c0f6a5c41dcaf9843,cog_2025_166781,Gaylord,MI,2019,2019,2019,police,police,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Gaylord"" ""MI"" ""2019"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Gaylord"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",2,7,0,6,0,12,external_search_lane_001,EXTTARGET-2ab272e260c85ded4dde6feb|EXTTARGET-2ab272e260c85ded4dde6feb|EXTTARGET-2f84477c58298e1970c651e6|EXTTARGET-2f84477c58298e1970c651e6|EXTTARGET-8855472db2e6fdf286ed379a|EXTTARGET-8855472db2e6fdf286ed379a|EXTTARGET-9d3f7a5bcb1a04e80140c12f|EXTTARGET-9d3f7a5bcb1a04e80140c12f|EXTTARGET-baba699d53ba6386df720891|EXTTARGET-baba699d53ba6386df720891|EXTTARGET-fd799f79e4eb3bb2b6c71623|EXTTARGET-fd799f79e4eb3bb2b6c71623
EXTSEARCH-c4e26d16b9e806af16ed1099,cog_2025_166781,Gaylord,MI,2020,2020,2020,police,police,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Gaylord"" ""MI"" ""2020"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Gaylord"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,5,0,6,0,6,external_search_lane_001,EXTTARGET-378447d1c691ee0eff306692|EXTTARGET-51ba7120f699f7bf6853315a|EXTTARGET-74294263939f6b682ccc52d2|EXTTARGET-7f07902c90880d197960ee32|EXTTARGET-8600b86c8a814293b2271ae6|EXTTARGET-dfddcd13d6abfeec0f3390ff
EXTSEARCH-723d747da1deee0492779241,cog_2025_166826,Gibraltar,MI,,,undated,police,police,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Gibraltar"" ""MI"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Gibraltar"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",2,7,0,6,0,12,external_search_lane_001,EXTTARGET-18454c57d3c7c87a919a96f0|EXTTARGET-18454c57d3c7c87a919a96f0|EXTTARGET-3827885ea3657c77b116ca4d|EXTTARGET-3827885ea3657c77b116ca4d|EXTTARGET-3fc7f61d163becf66248cc8e|EXTTARGET-3fc7f61d163becf66248cc8e|EXTTARGET-585c2a79a3b854d0f7d29798|EXTTARGET-585c2a79a3b854d0f7d29798|EXTTARGET-5b67781a58c8161e5d4bdc2a|EXTTARGET-5b67781a58c8161e5d4bdc2a|EXTTARGET-c928b0481bc63f7e124eb976|EXTTARGET-c928b0481bc63f7e124eb976
EXTSEARCH-0e0cb319b27a89bd6fa6f4c0,cog_2025_208365,Grand Blanc charter,MI,2026,2026,2026,fire,fire,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Grand Blanc charter"" ""MI"" ""2026"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Grand Blanc charter"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,5,0,6,0,6,external_search_lane_001,EXTTARGET-1d616d4fe3c7add34ce997ee|EXTTARGET-293d82424f416fe07f697443|EXTTARGET-3cac61815cd8f8743fda6a8c|EXTTARGET-d2326a622ff64d5dae060d03|EXTTARGET-f1fcb7c11c972e2f55b3840b|EXTTARGET-f6d3650347cc610f08a58208
EXTSEARCH-825c6e3b94050d129e1ca8ac,cog_2025_166659,Grayling,MI,2021,2021,2021,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Grayling"" ""MI"" ""2021"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Grayling"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,4,0,6,0,6,external_search_lane_001,EXTTARGET-00d3b0d27f360fdfa4e01b72|EXTTARGET-13ea3b4c53f77dd2fffb5753|EXTTARGET-1fb058fc5de429c556583174|EXTTARGET-753e3943751f2d9edf4bb04e|EXTTARGET-943b6d59a73d9201bccfd96a|EXTTARGET-fbd8bfc48a8b403f28867ebd
EXTSEARCH-98fd5e2bf41ad284fa939b3d,cog_2025_208439,Hartford,MI,2025,2025,2025,police|side_independent,police|side_independent,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Hartford"" ""MI"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Hartford"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",3,10,0,12,0,18,external_search_lane_001,EXTTARGET-1143725bdfa2bb0c6688c287|EXTTARGET-1143725bdfa2bb0c6688c287|EXTTARGET-264f729ddf9e5d50b032a326|EXTTARGET-2ee50e9896946596d9806058|EXTTARGET-2ee50e9896946596d9806058|EXTTARGET-7bacfbfe78b7ff5bc8f3d638|EXTTARGET-916f250f324777b66f88853c|EXTTARGET-ab1477ff581e7354f553dc57|EXTTARGET-ab1477ff581e7354f553dc57|EXTTARGET-c16581d53552372385ce1f63|EXTTARGET-c16581d53552372385ce1f63|EXTTARGET-c3bd2aec6d8796c724b8f8b5|EXTTARGET-cb6d0f18f896d9e601102ab4|EXTTARGET-d359f96d195db2a718bb579e|EXTTARGET-d359f96d195db2a718bb579e|EXTTARGET-f006c787de2f5f546a2c93f8|EXTTARGET-f006c787de2f5f546a2c93f8|EXTTARGET-f6ac24ad33cd7478da8a8660
EXTSEARCH-c1967bd8cf29aaf29d6bb03c,cog_2025_128510,Independence charter,MI,2024,2024,2024,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Independence charter"" ""MI"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Independence charter"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,7,0,6,0,6,external_search_lane_001,EXTTARGET-136c913c64d45ae1ba1408e8|EXTTARGET-1d49ada41497a1652b90bd40|EXTTARGET-5cedab6c71d5ff5aae5e4867|EXTTARGET-9d3211a829ba19a9b5dbe35c|EXTTARGET-cf2174fe7224f31248fcb9a0|EXTTARGET-fd8ff64cd73c2d72d84aed1d
EXTSEARCH-053b1c4c3cc140292677a80b,cog_2025_128510,Independence charter,MI,2025,2025,2025,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Independence charter"" ""MI"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Independence charter"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,7,0,6,0,6,external_search_lane_001,EXTTARGET-0879910d7587341ccabc7c90|EXTTARGET-7e973a8efe6e0a85b6e22737|EXTTARGET-95834ad8757d3ac48842328d|EXTTARGET-c066e977e2e0c71b672b59ed|EXTTARGET-d1e79eccacf427051b091619|EXTTARGET-f6c74cdf97f240df6610e652
EXTSEARCH-f83e3459fcb72f772f9e1b1d,cog_2025_167030,Ingham,MI,2016,2016,2016,side_independent,side_independent,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Ingham"" ""MI"" ""2016"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Ingham"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,4,0,6,0,6,external_search_lane_001,EXTTARGET-616b7cd9259a320fe99ab044|EXTTARGET-69548549b01aa930a7e29144|EXTTARGET-7f1d3054d4db60f77e556f51|EXTTARGET-d5483b89040ffc454549d39e|EXTTARGET-e9191907764103625e06cfc4|EXTTARGET-ed8017a20c093cbc375389c6
EXTSEARCH-4f3b9909c6a7834d37fcccdc,cog_2025_167030,Ingham,MI,2018,2018,2018,police,police,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Ingham"" ""MI"" ""2018"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Ingham"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,5,0,6,0,6,external_search_lane_001,EXTTARGET-3512f24df8ea5cfecfc73c09|EXTTARGET-9f243ed8f3bf8da3b3f0ddb6|EXTTARGET-c510cd34864371958cd83ee5|EXTTARGET-d559e037c656aef58f715281|EXTTARGET-e27bb40c8aaed224bd67ca3b|EXTTARGET-fd92ff859b0dc9b193961332
EXTSEARCH-b079511bcb7286ec4a7a5070,cog_2025_167030,Ingham,MI,,,undated,side_independent,side_independent,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Ingham"" ""MI"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Ingham"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,4,0,6,0,6,external_search_lane_001,EXTTARGET-0a9670451222e1585656fc1d|EXTTARGET-102e5f371350f0a94620ab3c|EXTTARGET-55d7fa44a24a5373570c19ba|EXTTARGET-714863d51ceddf7a112c9da1|EXTTARGET-ab97261e8ad2ba8cd601dd40|EXTTARGET-b878f610005b5f6a07f34ffe
EXTSEARCH-9799ee1924a7fc24e6e97b5e,cog_2025_166924,Inverness,MI,2021,2021,2021,side_independent,side_independent,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Inverness"" ""MI"" ""2021"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Inverness"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,4,0,6,0,6,external_search_lane_001,EXTTARGET-482f3c5f548c42f452d48f76|EXTTARGET-5d68ec82ac7299ddc0d1105d|EXTTARGET-875b934eb63e1456096b4c2f|EXTTARGET-d9b87b50f5cafa66f4307294|EXTTARGET-f59c3a062dfa7eae1f9ef92d|EXTTARGET-f5b1a76f07c4ae7627f48fa6
EXTSEARCH-facf02c2338dcea62783b84e,cog_2025_106501,Isabella,MI,2023,2023,2023,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Isabella"" ""MI"" ""2023"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Isabella"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,4,0,6,0,6,external_search_lane_001,EXTTARGET-0f82b3558257a6519f0f7c4c|EXTTARGET-237eaa3ea034ee52dc217468|EXTTARGET-777bc17f7b3513c48307c22a|EXTTARGET-8e8745a8f27614ee1d89012e|EXTTARGET-d6b5eb32e72491b5f0e3d41c|EXTTARGET-deaef6d3527c24ca29d69137
EXTSEARCH-900ed1e1024c8ab8837c12c2,cog_2025_208324,Laingsburg,MI,2022,2022,2022,police,police,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Laingsburg"" ""MI"" ""2022"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Laingsburg"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,5,0,6,0,6,external_search_lane_001,EXTTARGET-0af93f0e081bdae5195ef673|EXTTARGET-20e7bf894f30511d4011287c|EXTTARGET-281b5acd19d1626a71b335cd|EXTTARGET-7d27f5de74f602240a820783|EXTTARGET-9c9ee02689cccf0e66e9ded4|EXTTARGET-de9af4c51496d7167eb7adea
EXTSEARCH-779484d7f76b32a91001d134,cog_2025_208316,Lathrup Village,MI,2019,2019,2019,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Lathrup Village"" ""MI"" ""2019"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Lathrup Village"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,5,0,6,0,6,external_search_lane_001,EXTTARGET-697caec48536c10b214026da|EXTTARGET-83794a3b20163d1c4e992d25|EXTTARGET-c0eeb827957b902a6153a211|EXTTARGET-e3b8c07f940218a2443365a7|EXTTARGET-e64325a05d6c464e5bc51744|EXTTARGET-ee9e232f2a32a50ee173b726
EXTSEARCH-43c3bf758c21ee8be4d102e4,cog_2025_201936,Leoni,MI,,,undated,fire,fire,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Leoni"" ""MI"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Leoni"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,5,0,6,0,6,external_search_lane_001,EXTTARGET-09eed1f305b0ab78f62ab526|EXTTARGET-26cf209062a7762e8db51de5|EXTTARGET-2e0e46cdc4cad8624cb5025e|EXTTARGET-689b3266fd6ea8e522d62509|EXTTARGET-a2a92d3c04eece9a330bfd1b|EXTTARGET-c0cd5abb476b450a06cd4abb
EXTSEARCH-8a2c80c4affe57f71128875f,cog_2025_166856,Mancelona,MI,2024,2024,2024,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Mancelona"" ""MI"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Mancelona"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,5,0,6,0,6,external_search_lane_001,EXTTARGET-345d3282f8e656bda060c644|EXTTARGET-6da1ab00ab48ea37b65a7ea3|EXTTARGET-85aa60728affaf2912e28b31|EXTTARGET-8f56aacebc66c0dc60741e7e|EXTTARGET-c76cd2dbe374cfd92738b3ba|EXTTARGET-fd8e7331c59a230a96c90e73
EXTSEARCH-bded3da2138ba95bb0ee43b1,cog_2025_167262,Markey,MI,2024,2024,2024,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Markey"" ""MI"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Markey"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,6,0,6,0,6,external_search_lane_001,EXTTARGET-3ef9c6d1ba24b818faf6ac32|EXTTARGET-665f470b6167ca0e7ba2441a|EXTTARGET-908e2712665f7128d745d0a3|EXTTARGET-a64af8e7eef98c2cb12f17f1|EXTTARGET-b80f4af212c068424d08cdab|EXTTARGET-d0e7169349a005502a1c0356
EXTSEARCH-c0be8f19efc08c1053c4df43,cog_2025_167262,Markey,MI,2025,2025,2025,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Markey"" ""MI"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Markey"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,4,0,6,0,6,external_search_lane_001,EXTTARGET-33b3902b7c6ef2270b8b91df|EXTTARGET-49c1f36e3405a3fd2ed79e4c|EXTTARGET-683c76f52ead3dd38b19a8cb|EXTTARGET-74022d5fc73672dbdc5f4a75|EXTTARGET-b2aa55b86b1eeb5745f90b7d|EXTTARGET-e3d06030c00f2885b1bccd79
EXTSEARCH-a9b2f8bc39594139f40db36c,cog_2025_167033,Meridian charter,MI,2018,2018,2018,fire,fire,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Meridian charter"" ""MI"" ""2018"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Meridian charter"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,5,0,6,0,6,external_search_lane_001,EXTTARGET-044d708b395ef265c374061f|EXTTARGET-145e400c09b1ac6a635abe58|EXTTARGET-38f183fa99a80ff2de88ca2b|EXTTARGET-5b0dcaa95a6a04b3a327a590|EXTTARGET-c8de4aadbe65d50eb34d5221|EXTTARGET-d1a91644392e24e73efc7595
EXTSEARCH-dd147e00f5b1d9b45471c874,cog_2025_166807,Morrice,MI,2020,2020,2020,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Morrice"" ""MI"" ""2020"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Morrice"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,4,0,6,0,6,external_search_lane_001,EXTTARGET-31609ff5fa412e0950780e24|EXTTARGET-4595ee6a97d9d398b56d30fb|EXTTARGET-4cb3c7fd54c913a7f9f5a44b|EXTTARGET-6ce1579147e3cc95c35a63fc|EXTTARGET-76ae38b3993b79a6cb4163ff|EXTTARGET-8856054126135cf8e9bbb521
EXTSEARCH-fef719dfdc186d209718102a,cog_2025_166807,Morrice,MI,2021,2021,2021,police,police,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Morrice"" ""MI"" ""2021"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Morrice"" ""MI"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,4,0,6,0,6,external_search_lane_001,EXTTARGET-428e7d9ae7e792c90f917c75|EXTTARGET-565dd604ef828385da35bf65|EXTTARGET-a779682d95d7bd17d30f0d19|EXTTARGET-bea7457556b6a04ea7de92b8|EXTTARGET-ca53ee2d4d6f51f19f449cec|EXTTARGET-e1770b8b3ebd1610619e8f9a
