call_type,candidate_source_count,failure_class,finished_at,input_tokens,lane_id,output_tokens,query,reasoning_tokens,response_id_present,retry_linkage,search_call_id,search_target_id,started_at,terminal_status,total_tokens
production_primary,12,,2026-08-04T23:31:51.381061+00:00,8721,external_search_lane_002,702,"""Shelby"" ""MI"" ""2021"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",130,True,,SEARCHCALL-a1c777020ab0ddeeb4b3d2c9,EXTSEARCH-8df76daaa681672b21924a6e,2026-08-04T23:31:45.478274+00:00,success,9423
production_primary,27,,2026-08-04T23:32:01.908909+00:00,8715,external_search_lane_002,1122,"""Shelby"" ""MI"" ""2022"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",132,True,,SEARCHCALL-bbdaa965d7c38c86cfd5b134,EXTSEARCH-f52a9f193560ee2f40c50a42,2026-08-04T23:31:51.449963+00:00,success,9837
production_primary,23,,2026-08-04T23:32:10.179767+00:00,8658,external_search_lane_002,1044,"""Shelby"" ""MI"" ""2023"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",123,True,,SEARCHCALL-1ac426233b04b3d626b3920d,EXTSEARCH-04855627b36d70829f55c739,2026-08-04T23:32:01.980775+00:00,success,9702
production_primary,18,,2026-08-04T23:32:18.459195+00:00,8775,external_search_lane_002,845,"""Soo"" ""MI"" ""2018"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",128,True,,SEARCHCALL-c9a3e28a417e26b144dfdbea,EXTSEARCH-11325cbc87af11aa944dc94e,2026-08-04T23:32:10.240463+00:00,success,9620
production_primary,20,,2026-08-04T23:32:27.688478+00:00,8763,external_search_lane_002,1030,"""Superior charter"" ""MI"" ""2017"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",125,True,,SEARCHCALL-7fe02014c084f7da8e411210,EXTSEARCH-63e29d5e9e610112d9cb4c09,2026-08-04T23:32:18.529452+00:00,success,9793
production_primary,18,,2026-08-04T23:32:35.088916+00:00,8644,external_search_lane_002,905,"""Union charter"" ""MI"" ""2019"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",125,True,,SEARCHCALL-a03de291758bb59ef73f9601,EXTSEARCH-d66482660fb9129c6df9ce66,2026-08-04T23:32:27.750859+00:00,success,9549
production_primary,32,,2026-08-04T23:32:40.583944+00:00,8757,external_search_lane_002,620,"""Warren"" ""MI"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",114,True,,SEARCHCALL-89ca2fa59a2b3c7262c333cd,EXTSEARCH-82c749dbac2cfb8f357bf29f,2026-08-04T23:32:35.158954+00:00,success,9377
production_primary,25,,2026-08-04T23:32:47.236023+00:00,8806,external_search_lane_002,770,"""Washington"" ""MI"" ""2026"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",125,True,,SEARCHCALL-fa3d1945fbc448a4c235f2f3,EXTSEARCH-9553e4f891e499ec8fb6a76a,2026-08-04T23:32:40.653813+00:00,success,9576
production_primary,21,,2026-08-04T23:32:55.926010+00:00,8604,external_search_lane_002,972,"""Williamston"" ""MI"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",108,True,,SEARCHCALL-1eab97754c24551a69b70ca0,EXTSEARCH-a8e2621da7db07f4d8337cb7,2026-08-04T23:32:47.306373+00:00,success,9576
production_primary,28,,2026-08-04T23:33:03.722420+00:00,8781,external_search_lane_002,983,"""Bemidji"" ""MN"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",126,True,,SEARCHCALL-dd03bf20cc9bc52c066c61e8,EXTSEARCH-5d86e16f247972e0d089a6d3,2026-08-04T23:32:55.998817+00:00,success,9764
production_primary,33,,2026-08-04T23:33:11.526592+00:00,8793,external_search_lane_002,912,"""Bigfork"" ""MN"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",90,True,,SEARCHCALL-51f123231b94856f3fc7e103,EXTSEARCH-9326d0a3c77a3d228c5e6eba,2026-08-04T23:33:03.789574+00:00,success,9705
production_primary,15,,2026-08-04T23:33:18.881739+00:00,6640,external_search_lane_002,879,"""Caledonia"" ""MN"" ""2022"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",135,True,,SEARCHCALL-735dccbb90faad301305c96b,EXTSEARCH-262dc50a8398ca82235d9f3f,2026-08-04T23:33:11.579563+00:00,success,7519
production_primary,18,,2026-08-04T23:33:26.088567+00:00,8585,external_search_lane_002,697,"""Canton"" ""MN"" ""2022"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",111,True,,SEARCHCALL-c7677248b6dda5d660880514,EXTSEARCH-fade54e478b631f312098e4d,2026-08-04T23:33:18.951060+00:00,success,9282
production_primary,29,,2026-08-04T23:33:36.130707+00:00,12893,external_search_lane_002,1146,"""Crow Wing"" ""MN"" ""2026"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",216,True,,SEARCHCALL-5820bfa615db04d80a0123de,EXTSEARCH-f2b668cd31648de9ac2de3cb,2026-08-04T23:33:26.180879+00:00,success,14039
production_primary,21,,2026-08-04T23:33:43.045672+00:00,8726,external_search_lane_002,785,"""Dassel"" ""MN"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",122,True,,SEARCHCALL-ab8f2339f6a41b5ab188f499,EXTSEARCH-4955dc55b329876ee3609657,2026-08-04T23:33:36.203744+00:00,success,9511
production_primary,25,,2026-08-04T23:33:51.478275+00:00,8588,external_search_lane_002,1002,"""Deephaven"" ""MN"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",136,True,,SEARCHCALL-90f1e100e64a77c82a6b65f4,EXTSEARCH-8fc78b4e7de9294c61636a70,2026-08-04T23:33:43.117245+00:00,success,9590
production_primary,27,,2026-08-04T23:34:01.019701+00:00,8617,external_search_lane_002,1197,"""Duluth"" ""MN"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",128,True,,SEARCHCALL-0e26d8099c1ee7e12d91a5aa,EXTSEARCH-472dc5ac2c6545b1f1e96a6a,2026-08-04T23:33:51.561034+00:00,success,9814
production_primary,7,,2026-08-04T23:34:09.885794+00:00,5407,external_search_lane_002,1009,"""Fulda"" ""MN"" ""2021"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",126,True,,SEARCHCALL-927be6fa07cc9c696c010e31,EXTSEARCH-fbc6c81dc31c755e88eb84ed,2026-08-04T23:34:01.069255+00:00,success,6416
production_primary,23,,2026-08-04T23:34:16.330457+00:00,8665,external_search_lane_002,769,"""Fulda"" ""MN"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",104,True,,SEARCHCALL-462bc0fd6650bd17d81cb65f,EXTSEARCH-066a0c03ec9a09ed0ae4478d,2026-08-04T23:34:09.953205+00:00,success,9434
production_primary,23,,2026-08-04T23:34:25.028879+00:00,8671,external_search_lane_002,1118,"""Ivanhoe"" ""MN"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",127,True,,SEARCHCALL-831504e576516a76d9a322bf,EXTSEARCH-69b43b8451178e46bda97060,2026-08-04T23:34:16.405795+00:00,success,9789
production_primary,17,,2026-08-04T23:34:31.677970+00:00,8726,external_search_lane_002,861,"""Lake"" ""MN"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",133,True,,SEARCHCALL-c35cde6f2378c441cd0e05d5,EXTSEARCH-684036be25b45f5351b1cd4a,2026-08-04T23:34:25.092173+00:00,success,9587
production_primary,25,,2026-08-04T23:34:39.259935+00:00,8526,external_search_lane_002,871,"""Lynd"" ""MN"" ""2026"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",125,True,,SEARCHCALL-f07caa20c62a5141c6335c14,EXTSEARCH-4126515e7284e0b5f778ea67,2026-08-04T23:34:31.730007+00:00,success,9397
production_primary,20,,2026-08-04T23:34:45.244517+00:00,8658,external_search_lane_002,674,"""Madelia"" ""MN"" ""2026"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",125,True,,SEARCHCALL-19e9a6c7f3ff2249745a7810,EXTSEARCH-9bd32729978e42b245a8db68,2026-08-04T23:34:39.336376+00:00,success,9332
production_primary,25,,2026-08-04T23:34:51.635446+00:00,8732,external_search_lane_002,760,"""Mantorville"" ""MN"" ""2022"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",138,True,,SEARCHCALL-4244910d7393b33e9cd3a9ef,EXTSEARCH-5c50315440742ff194337096,2026-08-04T23:34:45.323962+00:00,success,9492
production_primary,17,,2026-08-04T23:34:59.332739+00:00,8760,external_search_lane_002,982,"""Maple Lake"" ""MN"" ""2026"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",120,True,,SEARCHCALL-8d880af578eeed7b244aa06d,EXTSEARCH-dac4e691efbe6e23799e1ad5,2026-08-04T23:34:51.686587+00:00,success,9742
production_primary,29,,2026-08-04T23:35:05.992147+00:00,8773,external_search_lane_002,775,"""Maple Plain"" ""MN"" ""2026"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",120,True,,SEARCHCALL-502b579d57f79023bc9a267d,EXTSEARCH-79c94e469472222de41f2f9a,2026-08-04T23:34:59.410059+00:00,success,9548
production_primary,24,,2026-08-04T23:35:13.587595+00:00,8771,external_search_lane_002,982,"""Marshall"" ""MN"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",130,True,,SEARCHCALL-71dbc9136a545a88443d29ef,EXTSEARCH-8b1b8aea8e39b72627de9b31,2026-08-04T23:35:06.056295+00:00,success,9753
production_primary,32,,2026-08-04T23:35:21.483185+00:00,8770,external_search_lane_002,955,"""New Richland"" ""MN"" ""2026"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",113,True,,SEARCHCALL-1990c302631c4a6f3da6266e,EXTSEARCH-8704c3281abda3258a79d0fd,2026-08-04T23:35:13.658297+00:00,success,9725
production_primary,22,,2026-08-04T23:35:30.461935+00:00,8640,external_search_lane_002,1136,"""Oak Park Heights"" ""MN"" ""2023"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",123,True,,SEARCHCALL-0b64fd2fb44f18f93f23fe93,EXTSEARCH-484271470fb0e004c193da73,2026-08-04T23:35:21.571627+00:00,success,9776
production_primary,28,,2026-08-04T23:35:38.349254+00:00,8703,external_search_lane_002,1048,"""Osakis"" ""MN"" ""2021"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",120,True,,SEARCHCALL-0af03bd5cff2ed24e95ff109,EXTSEARCH-59df342f5b20451d0cf3a0d4,2026-08-04T23:35:30.526152+00:00,success,9751
production_primary,24,,2026-08-04T23:35:50.534671+00:00,7802,external_search_lane_002,1414,"""Osakis"" ""MN"" ""2026"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",129,True,,SEARCHCALL-be79def5aaddf338db27b054,EXTSEARCH-48451491783583d2ab0a9504,2026-08-04T23:35:38.429751+00:00,success,9216
production_primary,22,,2026-08-04T23:35:59.893633+00:00,8761,external_search_lane_002,1273,"""Pequot Lakes"" ""MN"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",131,True,,SEARCHCALL-8c1cf8429b929a8e9f7dbc7d,EXTSEARCH-e0091a6b067e661df8db3368,2026-08-04T23:35:50.612208+00:00,success,10034
production_primary,22,,2026-08-04T23:36:07.195189+00:00,7159,external_search_lane_002,851,"""Roseau"" ""MN"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",117,True,,SEARCHCALL-e3d4fe629cd367120289b01e,EXTSEARCH-48ad001f7c63c86461bd033d,2026-08-04T23:35:59.960649+00:00,success,8010
production_primary,28,,2026-08-04T23:36:14.806386+00:00,8787,external_search_lane_002,1041,"""Sherburn"" ""MN"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",129,True,,SEARCHCALL-af4989b696e4dfc552b999b3,EXTSEARCH-be578f1e768de4ce18dc711e,2026-08-04T23:36:07.270146+00:00,success,9828
production_primary,23,,2026-08-04T23:36:21.462405+00:00,8850,external_search_lane_002,788,"""Vergas"" ""MN"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",124,True,,SEARCHCALL-51ea0c9de8ce5b0ab551c8cd,EXTSEARCH-e377afd700ddc31f1e315e02,2026-08-04T23:36:14.886173+00:00,success,9638
production_primary,31,,2026-08-04T23:36:28.493417+00:00,8847,external_search_lane_002,881,"""Wabasha"" ""MN"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",112,True,,SEARCHCALL-8c92267c28c330bd573d1d18,EXTSEARCH-1c08ff0dd1950eaef0c194db,2026-08-04T23:36:21.553968+00:00,success,9728
production_primary,20,,2026-08-04T23:36:36.716661+00:00,8519,external_search_lane_002,1103,"""Grant City"" ""MO"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",97,True,,SEARCHCALL-3f6eb78cd8d7beb6f44b788c,EXTSEARCH-92127b63c4c7c2167d4288e9,2026-08-04T23:36:28.562438+00:00,success,9622
production_primary,18,,2026-08-04T23:36:45.025823+00:00,8689,external_search_lane_002,724,"""Terry"" ""MS"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",113,True,,SEARCHCALL-cc4becac62131562ce1d065e,EXTSEARCH-88198db22fa93572b1c25bd1,2026-08-04T23:36:36.798996+00:00,success,9413
production_primary,18,,2026-08-04T23:36:52.185060+00:00,8617,external_search_lane_002,636,"""Atlantic Beach"" ""NC"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",125,True,,SEARCHCALL-3846d082607933d7a85f23df,EXTSEARCH-7bd0bd296dc188acffa7fbd1,2026-08-04T23:36:45.150542+00:00,success,9253
production_primary,23,,2026-08-04T23:36:59.449517+00:00,8551,external_search_lane_002,865,"""Elizabethtown"" ""NC"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",140,True,,SEARCHCALL-dccc1a48cc08e68e49269778,EXTSEARCH-4bd1c2ecce321855173de8a8,2026-08-04T23:36:52.265559+00:00,success,9416
production_primary,29,,2026-08-04T23:37:07.457777+00:00,8851,external_search_lane_002,955,"""Faison"" ""NC"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",123,True,,SEARCHCALL-49072910ea527c9e27b26512,EXTSEARCH-7d0537af0cb0a3dbf47732df,2026-08-04T23:36:59.530773+00:00,success,9806
production_primary,19,,2026-08-04T23:37:14.601849+00:00,8657,external_search_lane_002,918,"""Henderson"" ""NC"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",108,True,,SEARCHCALL-383595a86a8e468981aeae41,EXTSEARCH-145a1e3640fb225b937f4a91,2026-08-04T23:37:07.542589+00:00,success,9575
production_primary,27,,2026-08-04T23:37:24.639722+00:00,8708,external_search_lane_002,953,"""McAdenville"" ""NC"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",133,True,,SEARCHCALL-5669929d99cd8155a779173c,EXTSEARCH-c7fcf4c63695652d8daed2de,2026-08-04T23:37:14.674196+00:00,success,9661
production_primary,24,,2026-08-04T23:37:32.536385+00:00,8817,external_search_lane_002,913,"""Middlesex"" ""NC"" ""2019"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",123,True,,SEARCHCALL-0c0af645282909b363558ab9,EXTSEARCH-49d49d26a6378a6cae60977d,2026-08-04T23:37:24.714700+00:00,success,9730
production_primary,27,,2026-08-04T23:37:40.209815+00:00,8752,external_search_lane_002,1011,"""Mocksville"" ""NC"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",123,True,,SEARCHCALL-5bfe3e73f41a80f4161417f2,EXTSEARCH-99c9332198e6f1fc9e70241e,2026-08-04T23:37:32.613796+00:00,success,9763
production_primary,11,,2026-08-04T23:37:48.159288+00:00,6134,external_search_lane_002,886,"""New London"" ""NC"" ""2023"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",136,True,,SEARCHCALL-e9aa9baf9e289dfff52af2de,EXTSEARCH-cb2f3415b7f4df1bc938b14b,2026-08-04T23:37:40.291133+00:00,success,7020
production_primary,29,,2026-08-04T23:37:55.074413+00:00,8681,external_search_lane_002,780,"""North Topsail Beach"" ""NC"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",120,True,,SEARCHCALL-32998b31106b4086fcff63c1,EXTSEARCH-20dd9ba83b584cb6aced8f1d,2026-08-04T23:37:48.245283+00:00,success,9461
production_primary,18,,2026-08-04T23:38:02.487089+00:00,8698,external_search_lane_002,858,"""Pembroke"" ""NC"" ""2016"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",130,True,,SEARCHCALL-ab90f4101d726396c6a252a6,EXTSEARCH-f480f6f9731de0bf515cab6c,2026-08-04T23:37:55.135529+00:00,success,9556
production_primary,20,,2026-08-04T23:38:09.824284+00:00,8619,external_search_lane_002,960,"""Pembroke"" ""NC"" ""2018"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",130,True,,SEARCHCALL-a69017f2e5a3af8ce2282ff5,EXTSEARCH-b4fdbaf7dac010acee5fdaf1,2026-08-04T23:38:02.553682+00:00,success,9579
production_primary,24,,2026-08-04T23:38:20.385554+00:00,8688,external_search_lane_002,950,"""Siler City"" ""NC"" ""2026"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",129,True,,SEARCHCALL-e2fc01ccb88cbc06a9af13b5,EXTSEARCH-c3a2f1d1daab64fc88662a82,2026-08-04T23:38:09.908570+00:00,success,9638
production_primary,30,,2026-08-04T23:38:29.661029+00:00,8733,external_search_lane_002,1156,"""Spencer"" ""NC"" ""2021"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",128,True,,SEARCHCALL-8176b24d4128661f3c291bb7,EXTSEARCH-902f953cc866846af1bb105f,2026-08-04T23:38:20.465333+00:00,success,9889
production_primary,21,,2026-08-04T23:38:37.057409+00:00,8564,external_search_lane_002,818,"""Whispering Pines"" ""NC"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",126,True,,SEARCHCALL-809d48b907f38eb672ec22f7,EXTSEARCH-724bd1896700d4b03eed01de,2026-08-04T23:38:29.744443+00:00,success,9382
production_primary,18,,2026-08-04T23:38:44.706180+00:00,8724,external_search_lane_002,685,"""White Lake"" ""NC"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",126,True,,SEARCHCALL-fe933c17e8a823deb649e1f3,EXTSEARCH-803341888811a2e4d9b1c74f,2026-08-04T23:38:37.132405+00:00,success,9409
production_primary,21,,2026-08-04T23:38:51.270634+00:00,8785,external_search_lane_002,760,"""Edmore"" ""ND"" ""2017"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",119,True,,SEARCHCALL-a77dc710febca527a6dedff3,EXTSEARCH-edecfd95bbae752d18df2968,2026-08-04T23:38:44.775079+00:00,success,9545
production_primary,17,,2026-08-04T23:38:57.563932+00:00,8581,external_search_lane_002,690,"""Rutland"" ""ND"" ""2023"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",119,True,,SEARCHCALL-3ba04eff8369142ae99ab2e8,EXTSEARCH-93b784511744d06967c434d0,2026-08-04T23:38:51.363910+00:00,success,9271
production_primary,17,,2026-08-04T23:39:06.201649+00:00,7985,external_search_lane_002,1084,"""Minatare"" ""NE"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",125,True,,SEARCHCALL-4aef1e7acf7004573c40bdfa,EXTSEARCH-1089f229b943a727e68818b1,2026-08-04T23:38:57.640739+00:00,success,9069
production_primary,21,,2026-08-04T23:39:14.152811+00:00,7139,external_search_lane_002,986,"""Mullen"" ""NE"" ""2021"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",142,True,,SEARCHCALL-9a773493c6454a7d357a78be,EXTSEARCH-859c160b31b99ea1f683ee62,2026-08-04T23:39:06.259585+00:00,success,8125
production_primary,9,,2026-08-04T23:39:22.454486+00:00,6339,external_search_lane_002,969,"""Neligh"" ""NE"" ""2019"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",130,True,,SEARCHCALL-6fe2b65a88002e4fed918bac,EXTSEARCH-c48141e85d97cbc8df33fda0,2026-08-04T23:39:14.210860+00:00,success,7308
production_primary,31,,2026-08-04T23:39:29.516409+00:00,8583,external_search_lane_002,890,"""Canterbury"" ""NH"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",130,True,,SEARCHCALL-970ea632c03eb77f6b755ef1,EXTSEARCH-298ac0c195c23cc44ebffdd6,2026-08-04T23:39:22.528725+00:00,success,9473
production_primary,26,,2026-08-04T23:39:39.944975+00:00,8838,external_search_lane_002,991,"""Shelburne"" ""NH"" ""2019"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",129,True,,SEARCHCALL-3564817f00adf289c5d4b62a,EXTSEARCH-da274289bc77d6c0726801d7,2026-08-04T23:39:29.586033+00:00,success,9829
production_primary,15,,2026-08-04T23:39:50.374043+00:00,8761,external_search_lane_002,1212,"""Bedminster"" ""NJ"" ""2014"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",134,True,,SEARCHCALL-479dcc8e99040c27965a76de,EXTSEARCH-2a8b4ed90f60a68851aa6818,2026-08-04T23:39:40.034024+00:00,success,9973
production_primary,28,,2026-08-04T23:40:02.340487+00:00,8787,external_search_lane_002,1144,"""Bedminster"" ""NJ"" ""2019"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",125,True,,SEARCHCALL-daa9f473766d10644567511e,EXTSEARCH-dc1973b90ea6e9083713a708,2026-08-04T23:39:50.461314+00:00,success,9931
production_primary,24,,2026-08-04T23:40:10.048741+00:00,8695,external_search_lane_002,993,"""Bernards"" ""NJ"" ""2023"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",116,True,,SEARCHCALL-0b2c8572f18035843b757ad2,EXTSEARCH-f91a6512dc77b76acd720a61,2026-08-04T23:40:02.444582+00:00,success,9688
production_primary,27,,2026-08-04T23:40:17.344743+00:00,8575,external_search_lane_002,814,"""Cinnaminson"" ""NJ"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",130,True,,SEARCHCALL-2f0215c181ed3bcc174fc7b8,EXTSEARCH-abfe020e06b3cd5327d4b776,2026-08-04T23:40:10.134448+00:00,success,9389
production_primary,21,,2026-08-04T23:40:26.849618+00:00,8698,external_search_lane_002,963,"""Delaware"" ""NJ"" ""2023"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",143,True,,SEARCHCALL-d3ea195b28504fc09897f54d,EXTSEARCH-5e55863664874f828f396372,2026-08-04T23:40:17.433383+00:00,success,9661
production_primary,31,,2026-08-04T23:40:36.135892+00:00,8807,external_search_lane_002,1243,"""Delaware"" ""NJ"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",135,True,,SEARCHCALL-d487e3feba909d1d9f5fadad,EXTSEARCH-3e2df5a3ab18a0875776783e,2026-08-04T23:40:26.941006+00:00,success,10050
production_primary,31,,2026-08-04T23:40:45.488204+00:00,8677,external_search_lane_002,942,"""Delran"" ""NJ"" ""2022"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",125,True,,SEARCHCALL-9bb8030947fea5c777b0496a,EXTSEARCH-d7c915eb9cb565b45c6a7927,2026-08-04T23:40:36.227871+00:00,success,9619
