canonical_candidate_id,wave_1_candidate_ids,wave_2_candidate_ids,candidate_url,normalized_url,candidate_title,candidate_snippet,candidate_domain,official_source_flag_from_search,municipality,state,period,side_scope,department_scope,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,expected_claim_upgrades,original_external_data_families,search_priority,source_quality_score,candidate_relevance_score,prior_provisional_bucket,prior_provisional_family,duplicate_linkage_status,search_wave_provenance,search_target_ids,search_call_ids,query_versions,source_candidate_id,discovered_at,likely_source_type_from_search,likely_file_type_from_search,review_id,primary_external_data_family,secondary_external_data_families,direct_staffing_relevance,administrative_source_type,primary_source_quality,claim_upgrade_tags,administrative_directness_score,official_source_score,expected_field_yield_score,event_linkage_score,claim_upgrade_score,verification_priority_score,duplicate_risk_score,navigation_risk_score,review_confidence_score,reason_codes,concise_review_rationale,review_confidence,final_priority_bucket,official_source_flag,review_method,candidate_review_lane_id,reviewed_at
RESCAND-df023176d344a0a6a0b6f436,,RESCAND-df023176d344a0a6a0b6f436,https://sdlegislature.gov/Session/Bill/26808/294458,https://sdlegislature.gov/Session/Bill/26808/294458,,"I searched the web for **Centerville, SD** police-related **payroll effective date / ordinance adoption / budget appropriation / contract ratification / payment confirmation** using the metadata you provided, but **I did not find any candidate pages that match the target string**: - `undated-source-BRMGRS-20260802-08716dea359ac27520e6ba82` I also could not reliably locate any **Centerville, SD** municipal administrative-record sources specifically tied to **police payroll effective date**, **ado",sdlegislature.gov,true,Centerville,SD,undated-source-BRMGRS-20260802-08716dea359ac27520e6ba82,police,police,ROOTCOMP-66aa53176a326a1ce236f416,MECHEXP-2b8699b664029b4a3f5edfe0|MECHEXP-45d94d22b4d50f93eb4dff49|MECHEXP-46fcac5d0ba56d49f7d4a841|MECHEXP-9d57335cea3d4c8d491a5573,,confirms whether negotiated or adopted terms became operative and paid|confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome,implementation,,official_domain_metadata,unreviewed,medium_priority_verification_ready,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_002_exhaustive_residual,EXTSEARCH-de1c1e8dca568bf1cb5a3e43|EXTTARGET-76b96797ab8258edf0339a0f,RESCALL-3fc0112d71c2d33a2ce02aff,wave2_event_specific_v1,RESCAND-df023176d344a0a6a0b6f436,2026-08-05T03:31:45.820944+00:00,official_government_search_result,web,AVAILREVIEW-03e117624a3f955f3e5c8506,payroll_and_earnings,implementation_confirmation,unrelated_to_staffing,payroll_roster,direct_official_administrative_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,4,4,4,4,4,4,0,0,4,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates payroll roster in payroll and earnings. Final bucket: high priority verification ready.,high,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_005,2026-08-05T14:39:38.795728+00:00
RESCAND-df03fbd6b5ea6ad49a5985cd,,RESCAND-df03fbd6b5ea6ad49a5985cd,https://gis.co.broome.ny.us/Website/GISWeb/Portal.htm,https://gis.co.broome.ny.us/Website/GISWeb/Portal.htm,,"I ran live, hosted web search targeted to **Broome (NY)**, **period: 2020**, and **fields: applicant counts; turnover; retention; vacancy duration; recruitment & compensation studies budget (budget/pay plan/municipal payroll or open-data; adopted budget; HR report; Census/USDA official municipal administrative record)**, using only **metadata-only candidate discovery** (no URL verification/download). ## Metadata-only candidate results (Broome County, NY; 2020-focused) ### 1) Municipal adopted bu",gis.co.broome.ny.us,unconfirmed,Broome,NY,2020,unclear,unclear,ROOTCOMP-9a8be38e7379d5cb51f55486,MECHEXP-2e0a381f03f0871c799a2661|MECHEXP-8ed3725ed3f0f80323b57bdd|MECHEXP-d4a79f763e65af3fe126c016|MECHEXP-fe2762c08721b5ccc7e500a1,,confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|tests recruitment and retention pressure with comparable administrative outcomes,recruitment_and_retention,,unreviewed,unreviewed,likely_navigation_only,multi_family_administrative_source,canonical_with_upstream_raw_duplicate_links,external_search_wave_002_exhaustive_residual,EXTSEARCH-4b2a3dddd4868035dc629bee|EXTTARGET-a74033631637d9105db6bcd1,RESCALL-5d2f34d7bfee86bdfda28656,wave2_event_specific_v1,RESCAND-df03fbd6b5ea6ad49a5985cd,2026-08-05T02:50:40.050655+00:00,public_source_candidate_unconfirmed,htm,AVAILREVIEW-b2d0913e2423efbb3dd8ec26,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,direct_vacancy_metric,payroll_roster,likely_official_primary_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,4,3,4,4,4,4,2,0,3,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|direct_staffing_relevance|mechanism_event_linked|root_event_linked,likely official primary source; metadata indicates payroll roster in multi family administrative source. Final bucket: high priority verification ready.,moderate,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_004,2026-08-05T14:35:39.098095+00:00
RESCAND-df0a9dfa517b88ae77176f42,,RESCAND-df0a9dfa517b88ae77176f42,https://www.legis.iowa.gov/docs/publications/BJNL/855344.pdf,https://www.legis.iowa.gov/docs/publications/BJNL/855344.pdf,,"## Live metadata-only candidate discovery (no URL verification/download) I interpreted your target as a **municipality + period + payroll/open-data/budget/HR record family** discovery for **“Colo” (Colo, Iowa / “Colo”)**, **“IA”**, **2015**, with fields around **employee tenure / step placement / rank progression / promotion timing / incumbent vs new-hire tier retroactivity implementation**. ### Candidate A (Municipality governance / budget-adoption metadata; “Colo, IA 2015”) - **Municipality:**",www.legis.iowa.gov,true,Colo,IA,2015,unclear,unclear,ROOTCOMP-7d8c3bd8ecee486ee9976a14,MECHEXP-08c4a8a32a47457f5e714cea|MECHEXP-3a96d8c9f68117b83eed0715|MECHEXP-78af47ce676c5ade193770cc|MECHEXP-9141fa29d946f37f543cf5e6|MECHEXP-de0af07d0f02687eece703f9,,confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|distinguishes contractual progression from compositional or tenure differences,tenure_and_progression,,official_domain_metadata,unreviewed,high_priority_verification_ready,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_002_exhaustive_residual,EXTSEARCH-462774d48e53776226dd45a2|EXTTARGET-e85f4ca6218e936a970b8308,RESCALL-8d3d5699ef420918b8bb2ffe,wave2_event_specific_v1,RESCAND-df0a9dfa517b88ae77176f42,2026-08-05T03:30:53.312465+00:00,official_government_search_result,pdf,AVAILREVIEW-851a18c4a8269ae6d81ff125,payroll_and_earnings,tenure_and_progression,unrelated_to_staffing,payroll_roster,direct_official_administrative_source,upgrades_growth_analysis|upgrades_local_wage_comparison,4,4,4,4,4,4,0,0,4,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates payroll roster in payroll and earnings. Final bucket: high priority verification ready.,high,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_002,2026-08-05T14:27:39.457319+00:00
RESCAND-df0bd44b685d1089853bca5d,,RESCAND-df0bd44b685d1089853bca5d,https://eric.ed.gov/?id=EJ1317998,https://eric.ed.gov?id=EJ1317998,,"## Metadata-only candidate discovery (no URL verification/download) **Target municipality / period / side / event / missing field / source-family** - Municipality: **Colfax, CA** - Period: **2021** - Side: **unclear** - Event: **unclear** (likely “HR/payroll/compensation/turnover & vacancies” reporting) - Missing field: **unclear applicant counts** (plus: turnover, retention, vacancy duration, recruitment & compensation “studies”) - Source-family (as requested): **municipal administrative record",eric.ed.gov,true,Colfax,CA,2021,unclear,unclear,ROOTCOMP-3d7b140f683fd69d39f731bf|ROOTCOMP-7b48378c862a1aec13fe6796,MECHEXP-0f1ee3ae6247686c03868049|MECHEXP-30ccad56148b1325486a8f35|MECHEXP-3519ad989f08a0982fffcb84|MECHEXP-4976829f669fd29b03ed6586|MECHEXP-4c654e75114f9db15dc0a5f9|MECHEXP-9dd975dfd06a053bf9016b69|MECHEXP-bed38f10e861069215b65aea,,confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|tests recruitment and retention pressure with comparable administrative outcomes,recruitment_and_retention,,official_domain_metadata,unreviewed,medium_priority_verification_ready,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_002_exhaustive_residual,EXTSEARCH-2c63c6e343227f7390129ef3|EXTTARGET-9ce2dfc92d5aa297506bca4f,RESCALL-b363261552092ca4c6440b84,wave2_event_specific_v1,RESCAND-df0bd44b685d1089853bca5d,2026-08-05T03:29:12.748268+00:00,official_government_search_result,web,AVAILREVIEW-29a70f8577ad2e9019c661d7,multi_family_administrative_source,payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,direct_vacancy_metric,payroll_roster,direct_official_administrative_source,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis,4,4,4,4,4,4,0,0,4,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|direct_staffing_relevance|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates payroll roster in multi family administrative source. Final bucket: high priority verification ready.,high,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_001,2026-08-05T14:23:38.929343+00:00
RESCAND-df0da7d1eef3bcbd7954cd51,,RESCAND-df0da7d1eef3bcbd7954cd51,https://www.amherst.ny.us/pdf/comptroller/2025_adopted/241209_entire_adopted_budget.pdf,https://www.amherst.ny.us/pdf/comptroller/2025_adopted/241209_entire_adopted_budget.pdf,,"I searched for **metadata-only candidate discovery** for your target pattern: - **Municipality:** Amherst, **OH** (City of Amherst, Lorain County) - **Period:** **2025** - **Side/Event/Source-family target:** unclear - **Missing fields to fill from official administrative records:** *authorized positions, filled positions, vacancy rate, layoffs, attrition, non_base_compensation, municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record* ## Candi",www.amherst.ny.us,unconfirmed,Amherst,OH,2025,unclear,unclear,ROOTCOMP-4b9821631f9292239c4e5590,MECHEXP-91b58e03ca6145d4722a5e4f|MECHEXP-c0c0cd27eff118beb7b5a759|MECHEXP-ce8daa95ec9ce95098cec30f|MECHEXP-e871d1b21f054f660c974ef7,,confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|tests vacancy and staffing-reduction mechanisms with denominators,staffing_and_headcount,,unreviewed,unreviewed,medium_priority_verification_ready,multi_family_administrative_source,canonical_with_upstream_raw_duplicate_links,external_search_wave_002_exhaustive_residual,EXTSEARCH-a57b1d4c88e2b89fd4630052|EXTTARGET-0e5b5de3b2c4d21e0d5ed184,RESCALL-56246649af4acc253360d074,wave2_event_specific_v1,RESCAND-df0da7d1eef3bcbd7954cd51,2026-08-05T02:04:21.230141+00:00,public_source_candidate_unconfirmed,pdf,AVAILREVIEW-af190fdeeb8738696c500c17,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,direct_position_reduction_metric,payroll_roster,likely_official_primary_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,4,3,4,4,4,4,2,0,3,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|direct_staffing_relevance|mechanism_event_linked|root_event_linked,likely official primary source; metadata indicates payroll roster in multi family administrative source. Final bucket: high priority verification ready.,moderate,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_002,2026-08-05T14:27:39.336877+00:00
RESCAND-df10bc958f5f5a18019fffee,,RESCAND-df10bc958f5f5a18019fffee,https://www.ohioattorneygeneral.gov/Files/Legal/Sunshine-Law-Handouts/Sunshine-Laws-Training-Attendance-report-2-05-25-p,https://www.ohioattorneygeneral.gov/Files/Legal/Sunshine-Law-Handouts/Sunshine-Laws-Training-Attendance-report-2-05-25-p,,"## Target - **Municipality:** Bay (interpreted as **Bay Village, OH**) - **Period:** **2023** - **Side:** police - **Event:** police pension contributions / health-cost shares / leave / premium eligibility & take-up / minimum-staffing overtime effects - **Missing field (to watch for):** whether the record explicitly includes **leave** and **premium eligibility/take-up** (often these appear in benefits/open-enrollment HR memos rather than budget line items) - **Source-family targets:** municipal ",www.ohioattorneygeneral.gov,true,Bay,OH,2023,police,police,ROOTCOMP-cc9919d30ca4d1b847b715f3|ROOTCOMP-f08edbe1813352285d6529b3,MECHEXP-04d702a72ef10b3a278ed56a|MECHEXP-28f48a6c89028d89dda1a175|MECHEXP-5412f079d20a1a5b715c4ff8|MECHEXP-afa0d60d0cddbe7c2f07057e|MECHEXP-c42f55c18781e5f085d96d56|MECHEXP-e13b055f3b259803eb61a1e5|MECHEXP-eb2590e71d49eb0aadca0ce5|MECHEXP-f53f4c0eb860e24764ca1ffd,,confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,,official_domain_metadata,unreviewed,medium_priority_verification_ready,benefits_and_total_compensation,none_at_final_canonical_input,external_search_wave_002_exhaustive_residual,EXTSEARCH-060bd41b067a77f49c85d7b1|EXTTARGET-4331bddeb803b6b0caec425b,RESCALL-cf3ea3f099ffc243573be113,wave2_event_specific_v1,RESCAND-df10bc958f5f5a18019fffee,2026-08-05T02:20:17.589940+00:00,official_government_search_result,web,AVAILREVIEW-09bc6ca8690541151d04d412,benefits_and_total_compensation,,contextual_staffing_only,pension_or_retirement_document,direct_official_administrative_source,upgrades_total_compensation_comparison,4,4,3,4,4,4,0,0,4,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates pension or retirement document in benefits and total compensation. Final bucket: high priority verification ready.,high,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_003,2026-08-05T14:31:37.692020+00:00
RESCAND-df16767dc1f7c1eb8884bd58,,RESCAND-df16767dc1f7c1eb8884bd58,https://townofchampionny.gov/testing-for-persons/,https://townofchampionny.gov/testing-for-persons,,"I found a strong **municipal (NY) metadata-only candidate** matching your target municipality keyword **“Champion”** and the **2023/municipal administrative record** family, but I could **not** locate (via metadata-only discovery pages) the specific fields you listed in your request (unclear, unclear, **payroll-effective date**, **ordinance adoption**, **budget appropriation**, **contract ratification**, **payment confirmation**, i.e., the `budget_pay_plan municipal payroll/open data`, `adopted ",townofchampionny.gov,true,Champion,NY,2023,unclear,unclear,ROOTCOMP-42b5cb3827a4a712d754b811,MECHEXP-2ccec005c1ab4aa882122b20|MECHEXP-388f878d38688a039f2f5cd8|MECHEXP-97173da52787fcdb26906c64|MECHEXP-f069d1c7b2050f977d1cf04c,,confirms whether negotiated or adopted terms became operative and paid|confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome,implementation,,official_domain_metadata,unreviewed,medium_priority_verification_ready,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_002_exhaustive_residual,EXTSEARCH-968b8580fbed49ab6fa211ac|EXTTARGET-e2f582b05ec6e47e30fef763,RESCALL-b373e211d763227481f3ef41,wave2_event_specific_v1,RESCAND-df16767dc1f7c1eb8884bd58,2026-08-05T03:40:10.635461+00:00,official_government_search_result,web,AVAILREVIEW-6138c65f76ae65618df89da7,payroll_and_earnings,implementation_confirmation,unrelated_to_staffing,payroll_roster,direct_official_administrative_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,4,4,4,4,4,4,0,0,4,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates payroll roster in payroll and earnings. Final bucket: high priority verification ready.,high,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_005,2026-08-05T14:39:38.797824+00:00
RESCAND-df17833f48e706f96dfc893a,,RESCAND-df17833f48e706f96dfc893a,https://lagrangeil.gov/Archive/ViewFile/Item/2961,https://lagrangeil.gov/Archive/ViewFile/Item/2961,,"I attempted “metadata-only candidate discovery” for your target fields: - **Municipality / period / side / event:** “Casey” (City of Casey), **IL**, **2023**, **police**; focusing on police **employee tenure**, **step placement**, **rank progression**, **promotion timing** and **retroactivity implementation**. - **Missing field / source-family constraints:** only **municipal payroll / open data**, **adopted budget**, **HR report**, and **Census/USDA official municipal administrative record** typ",lagrangeil.gov,true,Casey,IL,2023,police,police,ROOTCOMP-41d78f901d02db71a8027813,MECHEXP-0e7c7b89f91b3969de398b72|MECHEXP-177b375d1f773d13fb3d1175|MECHEXP-57e2b49825448ed0dae175b2|MECHEXP-5e4b5e7a92dbc5fd273f7715|MECHEXP-fc1b61e76b4c5fcb1ba827e5,,confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|distinguishes contractual progression from compositional or tenure differences,tenure_and_progression,,official_domain_metadata,unreviewed,medium_priority_verification_ready,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_002_exhaustive_residual,EXTSEARCH-9283badbba3860d292e295df|EXTTARGET-e114f2f6ad08dbeeca3ac64a,RESCALL-3da6e9a74f06291cf147ab08,wave2_event_specific_v1,RESCAND-df17833f48e706f96dfc893a,2026-08-05T03:21:17.182583+00:00,official_government_search_result,web,AVAILREVIEW-6a120f2fb6ba1cfb92914127,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|tenure_and_progression,unrelated_to_staffing,payroll_roster,direct_official_administrative_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,4,4,4,4,4,4,0,0,4,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates payroll roster in multi family administrative source. Final bucket: high priority verification ready.,high,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_001,2026-08-05T14:23:39.335090+00:00
RESCAND-df184b385679675263a1853f,,RESCAND-df184b385679675263a1853f,https://www.nantucket-ma.gov/1760/Employee-Benefits,https://www.nantucket-ma.gov/1760/Employee-Benefits,,"## Bazetta, OH — 2020 — metadata-only candidate discovery (municipal administrative record family) ### Candidate #1 (municipal financial reports; likely to support pension/health/HR context) - **Municipality / period / side / event:** Bazetta Township, OH; **2020**; **administrative-finance**; **annual/ongoing financial reporting** - **Target missing fields:** unclear *pension contributions*, *health-cost shares*, *leave*, *premium eligibility/take-up*, *minimum-staffing overtime effects*, *non-",www.nantucket-ma.gov,true,Bazetta,OH,2020,unclear,unclear,ROOTCOMP-d03b49c209c3a4f73e6a2769,MECHEXP-6d33caf1a18e2696b6658bae|MECHEXP-92b2dddae6881d482786aee7|MECHEXP-b42c24235bcb7cfa53679c53|MECHEXP-e15175e721d2625ecd24843f,,confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,,official_domain_metadata,unreviewed,high_priority_verification_ready,benefits_and_total_compensation,none_at_final_canonical_input,external_search_wave_002_exhaustive_residual,EXTSEARCH-3c79301f9f485addd1a7c3f7|EXTTARGET-2afd520e9e50b1608db3b623,RESCALL-7f8813bdd81edb4733c40081,wave2_event_specific_v1,RESCAND-df184b385679675263a1853f,2026-08-05T02:35:43.117203+00:00,official_government_search_result,web,AVAILREVIEW-c49a917c9c9737b62ff4cd67,benefits_and_total_compensation,,contextual_staffing_only,audit_or_financial_report,direct_official_administrative_source,upgrades_total_compensation_comparison,4,4,3,4,4,4,0,0,4,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates audit or financial report in benefits and total compensation. Final bucket: high priority verification ready.,high,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_005,2026-08-05T14:39:37.821495+00:00
RESCAND-df1fe8a8f88b9063356cf4c9,,RESCAND-df1fe8a8f88b9063356cf4c9,https://andoverma.gov/DocumentCenter/View/14144/Town-Managers-Recommended-FY2025-Budget-and-Financial-Plan,https://andoverma.gov/DocumentCenter/View/14144/Town-Managers-Recommended-FY2025-Budget-and-Financial-Plan,,"Candidate discovery (metadata-only; municipality **Andover, ME**; period **2025**; fields **unclear**; side **unclear**; event **unclear**; source-family **Census/USDA official municipal administrative record**; **do not verify or download candidate URLs**). I ran a live hosted metadata search, but **I did not find any credible “Andover, ME” 2025 municipal payroll/open-data / HR report / adopted budget / administrative-record candidates** tied to the requested field themes (pension contributions",andoverma.gov,true,Andover,ME,2025,unclear,unclear,ROOTCOMP-2a47910ec664815a5dbc5ef7,MECHEXP-148094b2f2162821760ecf9d|MECHEXP-578bb0a26869f0ad70b34562|MECHEXP-99d5613923a52b6495c3e6e4|MECHEXP-bb94e1a2c32c4ba8a8f8bf8b|MECHEXP-fd266b0199c0acda56d77ccd,,confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,,official_domain_metadata,unreviewed,high_priority_verification_ready,multi_family_administrative_source,canonical_with_upstream_raw_duplicate_links,external_search_wave_002_exhaustive_residual,EXTSEARCH-39674dbd4b733eeb41f55965|EXTTARGET-4d8ce0f709ab637af78ad32d,RESCALL-6d3ab55a047a213decbce0d0,wave2_event_specific_v1,RESCAND-df1fe8a8f88b9063356cf4c9,2026-08-05T02:06:08.919355+00:00,official_government_search_result,web,AVAILREVIEW-08507de5d3221a2febc001a3,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unrelated_to_staffing,payroll_roster,direct_official_administrative_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison,4,4,4,4,4,4,2,0,4,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates payroll roster in multi family administrative source. Final bucket: high priority verification ready.,high,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_005,2026-08-05T14:39:37.751349+00:00
RESCAND-df300387207324c02e37f16a,,RESCAND-df300387207324c02e37f16a,https://www.atlanticbeachny.gov/,https://www.atlanticbeachny.gov,,"I found metadata-only candidate *source documents* for **Atlantic Beach, FL** related to **municipal payroll / HR / adopted budget and retroactive pay**, but I did **not** identify any open-data “municipal payroll” dataset that directly provides **actual wages paid / total earnings / overtime / premiums** in a structured way from the municipality. ## Metadata-only candidate discovery (no URL verification/download) ### Source-family: municipal administrative record (City Commission agendas / reso",www.atlanticbeachny.gov,true,Atlantic Beach,FL,undated-source-CBSRD-20260728-6fc976296b9ad19d0711,unclear,unclear,ROOTCOMP-2231f6f92352d0bd694d8529|ROOTCOMP-8aa7eea6527f9d2f9d800660,MECHEXP-0bfd3d9659861bf08caf3f21|MECHEXP-28f2028c87919a57a2e64f64|MECHEXP-3fb4812e39a264bc0ce7dfc4|MECHEXP-40b8d6cd7f6a085a65b4ad16|MECHEXP-74c48447a99dca9c80ad2f8d|MECHEXP-decebb909ffeba3d16572cf3,,confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|upgrades implementation from documented term to paid outcome,payroll_and_earnings,,official_domain_metadata,unreviewed,medium_priority_verification_ready,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_002_exhaustive_residual,EXTSEARCH-32bbda2d7cf01929a2a912a3|EXTTARGET-9dffaea93f6c960d53536a93,RESCALL-5a3ee18ecf4cbdb43047798b,wave2_event_specific_v1,RESCAND-df300387207324c02e37f16a,2026-08-05T02:11:04.221543+00:00,official_government_search_result,web,AVAILREVIEW-e6e4701eb800db90d3c9ecf5,payroll_and_earnings,implementation_confirmation,unrelated_to_staffing,payroll_roster,direct_official_administrative_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,4,4,4,4,4,4,0,0,4,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates payroll roster in payroll and earnings. Final bucket: high priority verification ready.,high,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_003,2026-08-05T14:31:38.777008+00:00
