canonical_payload_id,extraction_result_id,structured_record_count,embedded_artifact_pointer
EXTPAYLOAD-2a5f3a7e9501c8056fa8c136,EXTEXTRACT-090b5609b9e82dcb92cbb287,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/98/EXTPAYLOAD-2a5f3a7e9501c8056fa8c136.embedded_structured.jsonl.gz
EXTPAYLOAD-2a669fbaebb421e32ba15c04,EXTEXTRACT-af608663fd5b8f4d7c2f2090,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/88/EXTPAYLOAD-2a669fbaebb421e32ba15c04.embedded_structured.jsonl.gz
EXTPAYLOAD-2af9f6c30442c0d4d8939588,EXTEXTRACT-2bc9ea16e5878977576ea28d,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/39/EXTPAYLOAD-2af9f6c30442c0d4d8939588.embedded_structured.jsonl.gz
EXTPAYLOAD-2b523072f1e6c59b5d41fb26,EXTEXTRACT-4e56e32704efb34d3030222d,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/92/EXTPAYLOAD-2b523072f1e6c59b5d41fb26.embedded_structured.jsonl.gz
EXTPAYLOAD-2b60af98e8593768c9aa0c58,EXTEXTRACT-c4b3175ee99ec1b0bc09add2,3,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/80/EXTPAYLOAD-2b60af98e8593768c9aa0c58.embedded_structured.jsonl.gz
EXTPAYLOAD-2b88d1ac76ebe5637b1afac5,EXTEXTRACT-254eca0be7f5fe0ca4853c15,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/84/EXTPAYLOAD-2b88d1ac76ebe5637b1afac5.embedded_structured.jsonl.gz
EXTPAYLOAD-2ba85718c6069a5b8bdeac0e,EXTEXTRACT-b0b28d56362f1987aa2bff10,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/91/EXTPAYLOAD-2ba85718c6069a5b8bdeac0e.embedded_structured.jsonl.gz
EXTPAYLOAD-2beb94f97d05d2477cbd1758,EXTEXTRACT-d675143178bfe8d723d8f807,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/12/EXTPAYLOAD-2beb94f97d05d2477cbd1758.embedded_structured.jsonl.gz
EXTPAYLOAD-2bf50ffd06d5c94fc591e485,EXTEXTRACT-5b85086ea3bf76f9a967facc,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/6b/EXTPAYLOAD-2bf50ffd06d5c94fc591e485.embedded_structured.jsonl.gz
EXTPAYLOAD-2c26e72a78eb96a6acc69710,EXTEXTRACT-e4c6d7c9657c07e438213998,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/bd/EXTPAYLOAD-2c26e72a78eb96a6acc69710.embedded_structured.jsonl.gz
EXTPAYLOAD-2c337a84148337153ec76dce,EXTEXTRACT-4320da4b527a35d0cd5783f9,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/ea/EXTPAYLOAD-2c337a84148337153ec76dce.embedded_structured.jsonl.gz
EXTPAYLOAD-2c589735794f82c6ab2e114b,EXTEXTRACT-c5267d231fc2f8c960ba8d4d,3,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a2/EXTPAYLOAD-2c589735794f82c6ab2e114b.embedded_structured.jsonl.gz
EXTPAYLOAD-2c8f3cd7495fcb24d861a0b0,EXTEXTRACT-71dc74171587f3721fbc022a,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/73/EXTPAYLOAD-2c8f3cd7495fcb24d861a0b0.embedded_structured.jsonl.gz
EXTPAYLOAD-2cc04a4230ddb4c8935594da,EXTEXTRACT-bb61e7d5f533f4f5b9487181,4,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/7f/EXTPAYLOAD-2cc04a4230ddb4c8935594da.embedded_structured.jsonl.gz
EXTPAYLOAD-2cc5886fb01d8f405e64b29e,EXTEXTRACT-2c22b3826c36a1513f857e5a,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/6a/EXTPAYLOAD-2cc5886fb01d8f405e64b29e.embedded_structured.jsonl.gz
EXTPAYLOAD-2cdc3e3696d705450c44900a,EXTEXTRACT-6f0e058d5814eccf8817b144,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/fc/EXTPAYLOAD-2cdc3e3696d705450c44900a.embedded_structured.jsonl.gz
EXTPAYLOAD-2d4d672b5992c358d8702012,EXTEXTRACT-df6775350e8e798fb12029db,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/42/EXTPAYLOAD-2d4d672b5992c358d8702012.embedded_structured.jsonl.gz
EXTPAYLOAD-2d4eb5072a87bac4789bcf9c,EXTEXTRACT-c44977a67bf425ec3f08d16f,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/21/EXTPAYLOAD-2d4eb5072a87bac4789bcf9c.embedded_structured.jsonl.gz
EXTPAYLOAD-2d602426707143e8f34d1e10,EXTEXTRACT-837324269b774d3b7456707a,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0e/EXTPAYLOAD-2d602426707143e8f34d1e10.embedded_structured.jsonl.gz
EXTPAYLOAD-2d7ad76d0e3d1c0b1c123610,EXTEXTRACT-88cc8522fe3f9be3f24c4554,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c7/EXTPAYLOAD-2d7ad76d0e3d1c0b1c123610.embedded_structured.jsonl.gz
EXTPAYLOAD-2d7c067fd3133dc36e8c788f,EXTEXTRACT-c03813de162f07228e819c7f,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/9f/EXTPAYLOAD-2d7c067fd3133dc36e8c788f.embedded_structured.jsonl.gz
EXTPAYLOAD-2daaad2e22838ebd97061f89,EXTEXTRACT-1f08e6c82e80eedc32c26d71,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/3e/EXTPAYLOAD-2daaad2e22838ebd97061f89.embedded_structured.jsonl.gz
EXTPAYLOAD-2db7350013ee14ae92318314,EXTEXTRACT-b5abe6278e19c1d9d9d5573d,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/45/EXTPAYLOAD-2db7350013ee14ae92318314.embedded_structured.jsonl.gz
EXTPAYLOAD-2dc6e23d3596d3d153d85c49,EXTEXTRACT-48dddbf8516d293d6bef082c,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d4/EXTPAYLOAD-2dc6e23d3596d3d153d85c49.embedded_structured.jsonl.gz
EXTPAYLOAD-2dc9cf76ca3a6f8dd3576cd4,EXTEXTRACT-914866f2d961940ca6e78996,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/fb/EXTPAYLOAD-2dc9cf76ca3a6f8dd3576cd4.embedded_structured.jsonl.gz
EXTPAYLOAD-2dd47218182cc9e6aa7c5110,EXTEXTRACT-22c810d1211266fd2b8ea826,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/03/EXTPAYLOAD-2dd47218182cc9e6aa7c5110.embedded_structured.jsonl.gz
EXTPAYLOAD-2e03f334549152b60c3dd314,EXTEXTRACT-c73c7412dfeddd8d58f1be36,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/55/EXTPAYLOAD-2e03f334549152b60c3dd314.embedded_structured.jsonl.gz
EXTPAYLOAD-2e20628506df037ac603e973,EXTEXTRACT-c64e1fe317b56f2433ccdce9,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/70/EXTPAYLOAD-2e20628506df037ac603e973.embedded_structured.jsonl.gz
EXTPAYLOAD-2e2bc2c11b99a18633aa6d8a,EXTEXTRACT-6277ca37e6ed2756b0da2eb5,4,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/33/EXTPAYLOAD-2e2bc2c11b99a18633aa6d8a.embedded_structured.jsonl.gz
EXTPAYLOAD-2e336ee26b427c0e95f1ec4c,EXTEXTRACT-bd94fdf4442d280c789a29a2,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/fe/EXTPAYLOAD-2e336ee26b427c0e95f1ec4c.embedded_structured.jsonl.gz
EXTPAYLOAD-2e959c9cab2852edce3ec19b,EXTEXTRACT-b6ab571ac07657b990dd84d5,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/14/EXTPAYLOAD-2e959c9cab2852edce3ec19b.embedded_structured.jsonl.gz
EXTPAYLOAD-2ed95ba586e81d7d48e0cb82,EXTEXTRACT-821a3e9b582b600ad081bf18,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/85/EXTPAYLOAD-2ed95ba586e81d7d48e0cb82.embedded_structured.jsonl.gz
EXTPAYLOAD-2ee3d7a640f4bdbdc916c36b,EXTEXTRACT-e784d8d604190a93c24c3459,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/bf/EXTPAYLOAD-2ee3d7a640f4bdbdc916c36b.embedded_structured.jsonl.gz
EXTPAYLOAD-2eeb1727eff079c89ac1eff4,EXTEXTRACT-0c2964159b2989cf2bb0012f,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/b8/EXTPAYLOAD-2eeb1727eff079c89ac1eff4.embedded_structured.jsonl.gz
EXTPAYLOAD-2ef3536fd5a0a6e93ed6583f,EXTEXTRACT-a00487f7801aaca64b14ad2e,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/41/EXTPAYLOAD-2ef3536fd5a0a6e93ed6583f.embedded_structured.jsonl.gz
EXTPAYLOAD-2f0623798eccb1bf98e83e9d,EXTEXTRACT-3a77c46faf2dfebd1d14da62,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/74/EXTPAYLOAD-2f0623798eccb1bf98e83e9d.embedded_structured.jsonl.gz
EXTPAYLOAD-2f1a58ae14a307788bebed8e,EXTEXTRACT-cf3e40fefcc80db0fcbe634d,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/3c/EXTPAYLOAD-2f1a58ae14a307788bebed8e.embedded_structured.jsonl.gz
EXTPAYLOAD-2f24972f0b25bc9dedc9136a,EXTEXTRACT-ae239554437369433d58f159,1884,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/79/EXTPAYLOAD-2f24972f0b25bc9dedc9136a.embedded_structured.jsonl.gz
EXTPAYLOAD-2f2bcdbf9c50c779d745c6cd,EXTEXTRACT-e04f63b6684695f134cdd0da,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/bd/EXTPAYLOAD-2f2bcdbf9c50c779d745c6cd.embedded_structured.jsonl.gz
EXTPAYLOAD-2f3e77980d1e42289608bbb7,EXTEXTRACT-8e54abdb90ffbd764ca4e87c,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/47/EXTPAYLOAD-2f3e77980d1e42289608bbb7.embedded_structured.jsonl.gz
EXTPAYLOAD-2f447fa0811849e58032b8d0,EXTEXTRACT-ae927532ae8dcc2136435152,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d0/EXTPAYLOAD-2f447fa0811849e58032b8d0.embedded_structured.jsonl.gz
EXTPAYLOAD-2f57c15ad3620476abdb2abb,EXTEXTRACT-3f68cf1ccf57c5d66aa212e7,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/21/EXTPAYLOAD-2f57c15ad3620476abdb2abb.embedded_structured.jsonl.gz
EXTPAYLOAD-2f5f86e6dd8f6c70c684ba50,EXTEXTRACT-dfdce89fe01febd2c03fa571,3,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c2/EXTPAYLOAD-2f5f86e6dd8f6c70c684ba50.embedded_structured.jsonl.gz
EXTPAYLOAD-2f77d6a44f6c9b92c4df69e9,EXTEXTRACT-df27f0a3a0d259c0df532068,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/39/EXTPAYLOAD-2f77d6a44f6c9b92c4df69e9.embedded_structured.jsonl.gz
EXTPAYLOAD-2f9353294a40a1a07e1af3b2,EXTEXTRACT-7bd2f683d733a0cf31b47a84,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8b/EXTPAYLOAD-2f9353294a40a1a07e1af3b2.embedded_structured.jsonl.gz
EXTPAYLOAD-2f961c56a0b8039e888fa613,EXTEXTRACT-adc17627ca503d8f06c6c76e,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/db/EXTPAYLOAD-2f961c56a0b8039e888fa613.embedded_structured.jsonl.gz
EXTPAYLOAD-2fb1fa68534ec4a038d47173,EXTEXTRACT-fbcc7865bf83e60bc1ed76da,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a8/EXTPAYLOAD-2fb1fa68534ec4a038d47173.embedded_structured.jsonl.gz
EXTPAYLOAD-2fb44394368eac17a225e8da,EXTEXTRACT-2976860a2a22595427e76f83,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/31/EXTPAYLOAD-2fb44394368eac17a225e8da.embedded_structured.jsonl.gz
EXTPAYLOAD-2fdfc4428a35d84b393a3c82,EXTEXTRACT-14f7dc9d387bd96f606a936e,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/34/EXTPAYLOAD-2fdfc4428a35d84b393a3c82.embedded_structured.jsonl.gz
EXTPAYLOAD-2fffcf3ade6f6f8bfcac21b2,EXTEXTRACT-39a4d7fd848d4e4752837331,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/90/EXTPAYLOAD-2fffcf3ade6f6f8bfcac21b2.embedded_structured.jsonl.gz
EXTPAYLOAD-301199083d3923ea1a008d5c,EXTEXTRACT-8eaa639e014ddf15d688eb76,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/45/EXTPAYLOAD-301199083d3923ea1a008d5c.embedded_structured.jsonl.gz
EXTPAYLOAD-303a454644dd7ec1020d39d4,EXTEXTRACT-39c7b1573f21f1e6e7b5dad4,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/80/EXTPAYLOAD-303a454644dd7ec1020d39d4.embedded_structured.jsonl.gz
EXTPAYLOAD-3041f3263b041a1fe9f01d3c,EXTEXTRACT-653e8d27c21cbe7e026592d1,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/64/EXTPAYLOAD-3041f3263b041a1fe9f01d3c.embedded_structured.jsonl.gz
EXTPAYLOAD-307e7be27bdbf4266b50c196,EXTEXTRACT-0a8f0be561802c86a0125720,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/29/EXTPAYLOAD-307e7be27bdbf4266b50c196.embedded_structured.jsonl.gz
EXTPAYLOAD-308a68815f098c99be71b70b,EXTEXTRACT-05368883e17ddcc9ee19091f,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/3e/EXTPAYLOAD-308a68815f098c99be71b70b.embedded_structured.jsonl.gz
EXTPAYLOAD-30e93e495400e380d390dac9,EXTEXTRACT-afec37b143693d77aacab942,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/5a/EXTPAYLOAD-30e93e495400e380d390dac9.embedded_structured.jsonl.gz
EXTPAYLOAD-3108fd65bbeaa069eb2b8987,EXTEXTRACT-2a0655c00f8ea67b4ad9215d,3,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/65/EXTPAYLOAD-3108fd65bbeaa069eb2b8987.embedded_structured.jsonl.gz
EXTPAYLOAD-3158fd61f9802e62ed8684f8,EXTEXTRACT-82d16a32e774ec44f9c142f1,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/81/EXTPAYLOAD-3158fd61f9802e62ed8684f8.embedded_structured.jsonl.gz
EXTPAYLOAD-3195e375621aba0a7bd65dd9,EXTEXTRACT-eb3651f70849bf1522b00468,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/6d/EXTPAYLOAD-3195e375621aba0a7bd65dd9.embedded_structured.jsonl.gz
EXTPAYLOAD-31b9bc1aab94e5dea9664bcf,EXTEXTRACT-7ff80993a7c0d713f6db7e01,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/ac/EXTPAYLOAD-31b9bc1aab94e5dea9664bcf.embedded_structured.jsonl.gz
EXTPAYLOAD-31d306a91e7ffaa6f47d90e3,EXTEXTRACT-15b4e034f96fee99d9794379,4,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/54/EXTPAYLOAD-31d306a91e7ffaa6f47d90e3.embedded_structured.jsonl.gz
EXTPAYLOAD-31da8c1f6a50dc61ecd133f7,EXTEXTRACT-ad90c3b60da4566768b70efd,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a9/EXTPAYLOAD-31da8c1f6a50dc61ecd133f7.embedded_structured.jsonl.gz
EXTPAYLOAD-321c675098f7079df60da373,EXTEXTRACT-8ef5233395999d431a70a8d2,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/90/EXTPAYLOAD-321c675098f7079df60da373.embedded_structured.jsonl.gz
EXTPAYLOAD-3223b24a4b834b6168a14be0,EXTEXTRACT-6c2545de79836afd6431944e,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e3/EXTPAYLOAD-3223b24a4b834b6168a14be0.embedded_structured.jsonl.gz
EXTPAYLOAD-322850394f7f03e92e810eee,EXTEXTRACT-fcfa081f6dfaddf9aa544d52,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/73/EXTPAYLOAD-322850394f7f03e92e810eee.embedded_structured.jsonl.gz
EXTPAYLOAD-323d7728b6bb682a8823bf72,EXTEXTRACT-6505a043856343f57a29f479,10,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e6/EXTPAYLOAD-323d7728b6bb682a8823bf72.embedded_structured.jsonl.gz
EXTPAYLOAD-32477c7a06c40ab6af36dcec,EXTEXTRACT-31e1c1f3fa2ba2a2b8e24f6f,3161,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0a/EXTPAYLOAD-32477c7a06c40ab6af36dcec.embedded_structured.jsonl.gz
EXTPAYLOAD-326ae911944e6817828de8e3,EXTEXTRACT-cc6f5903590741a43967dcf4,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/82/EXTPAYLOAD-326ae911944e6817828de8e3.embedded_structured.jsonl.gz
EXTPAYLOAD-3281aa5bb9daf335afc67ae6,EXTEXTRACT-050b59da8dd537f252b98424,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/dd/EXTPAYLOAD-3281aa5bb9daf335afc67ae6.embedded_structured.jsonl.gz
EXTPAYLOAD-32dc286d103f7a9997617e26,EXTEXTRACT-9b2ca46340f0c30aafc1bdfc,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a0/EXTPAYLOAD-32dc286d103f7a9997617e26.embedded_structured.jsonl.gz
EXTPAYLOAD-32eec0012223e49c9867e49a,EXTEXTRACT-3abce5eab27e3e040f33684f,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/17/EXTPAYLOAD-32eec0012223e49c9867e49a.embedded_structured.jsonl.gz
EXTPAYLOAD-33231506c2801cc219f909b7,EXTEXTRACT-e242bfcb958660d5456ff0fd,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/76/EXTPAYLOAD-33231506c2801cc219f909b7.embedded_structured.jsonl.gz
EXTPAYLOAD-3355c522ddb0d83833844897,EXTEXTRACT-f5a3dbe68d2ca9d9b374be97,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/b2/EXTPAYLOAD-3355c522ddb0d83833844897.embedded_structured.jsonl.gz
EXTPAYLOAD-337c9e6764562f6c8403e9da,EXTEXTRACT-a22705acdd01f5c5da138769,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/54/EXTPAYLOAD-337c9e6764562f6c8403e9da.embedded_structured.jsonl.gz
EXTPAYLOAD-339d6feacbac84193b74949b,EXTEXTRACT-a823b1fa9350836ac32d1d4c,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/b9/EXTPAYLOAD-339d6feacbac84193b74949b.embedded_structured.jsonl.gz
EXTPAYLOAD-33b51ad2d12faf211ebd9c31,EXTEXTRACT-ad3295ba262a4e59f11967e0,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8/EXTPAYLOAD-33b51ad2d12faf211ebd9c31.embedded_structured.jsonl.gz
EXTPAYLOAD-33e1fa76ac348f57224439df,EXTEXTRACT-9b33accb74d9151746f7a866,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a7/EXTPAYLOAD-33e1fa76ac348f57224439df.embedded_structured.jsonl.gz
EXTPAYLOAD-33f174d7c88f4da1666f107c,EXTEXTRACT-2b4929bc3a87f5b83ac62096,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/1b/EXTPAYLOAD-33f174d7c88f4da1666f107c.embedded_structured.jsonl.gz
EXTPAYLOAD-33fe671cabbf3b4623c0d84f,EXTEXTRACT-64b66db6add96c4ee7d48525,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/69/EXTPAYLOAD-33fe671cabbf3b4623c0d84f.embedded_structured.jsonl.gz
EXTPAYLOAD-3412527113df932695e16722,EXTEXTRACT-1a2c546896ab1e560ad254d5,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/84/EXTPAYLOAD-3412527113df932695e16722.embedded_structured.jsonl.gz
EXTPAYLOAD-344d730fd5bcd58b978192da,EXTEXTRACT-6697d776335d511df0aae3dd,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e8/EXTPAYLOAD-344d730fd5bcd58b978192da.embedded_structured.jsonl.gz
EXTPAYLOAD-345f3dd31df381cc84baaa2e,EXTEXTRACT-77e05bebc0e86467bd3da59f,4,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/5d/EXTPAYLOAD-345f3dd31df381cc84baaa2e.embedded_structured.jsonl.gz
EXTPAYLOAD-3482ad1fb57d5cdc8179e53a,EXTEXTRACT-45dbe9935840f84d90e24fb9,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/4e/EXTPAYLOAD-3482ad1fb57d5cdc8179e53a.embedded_structured.jsonl.gz
EXTPAYLOAD-3492c46eca65c287736f0709,EXTEXTRACT-7cc46dc0543ed853d51af08e,280,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/85/EXTPAYLOAD-3492c46eca65c287736f0709.embedded_structured.jsonl.gz
EXTPAYLOAD-34e592cd2892fb93b03ac8f1,EXTEXTRACT-100190ec53b3dd569e9a9336,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/9e/EXTPAYLOAD-34e592cd2892fb93b03ac8f1.embedded_structured.jsonl.gz
EXTPAYLOAD-34efc329f412494da4c469bf,EXTEXTRACT-df1c326cf6ce617994ddabe5,3,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/96/EXTPAYLOAD-34efc329f412494da4c469bf.embedded_structured.jsonl.gz
EXTPAYLOAD-35046b5122e845a69cc62452,EXTEXTRACT-544998e6e77b35b59c64f4dc,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/ab/EXTPAYLOAD-35046b5122e845a69cc62452.embedded_structured.jsonl.gz
EXTPAYLOAD-350b2cc7a7b06ef2ca9b006f,EXTEXTRACT-c337bbaa4a8992541f9ed21f,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/52/EXTPAYLOAD-350b2cc7a7b06ef2ca9b006f.embedded_structured.jsonl.gz
EXTPAYLOAD-352f94bd7b63d6ff3172a95b,EXTEXTRACT-366e93a43097a7b60f4bdefb,3,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c1/EXTPAYLOAD-352f94bd7b63d6ff3172a95b.embedded_structured.jsonl.gz
EXTPAYLOAD-3543075b1906dd02947eedf2,EXTEXTRACT-1bf6cf3d101351cfcb1e005c,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/4d/EXTPAYLOAD-3543075b1906dd02947eedf2.embedded_structured.jsonl.gz
EXTPAYLOAD-3544b6263f451083854a7cb0,EXTEXTRACT-a7f2c23881048a3b2bb20b39,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/ce/EXTPAYLOAD-3544b6263f451083854a7cb0.embedded_structured.jsonl.gz
EXTPAYLOAD-355122476b3d25beb4ef8133,EXTEXTRACT-ade92a9784c43f0c584038a4,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/5a/EXTPAYLOAD-355122476b3d25beb4ef8133.embedded_structured.jsonl.gz
EXTPAYLOAD-35613131739761f086125cd8,EXTEXTRACT-ce581ebddd1df339faf6e7a4,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d2/EXTPAYLOAD-35613131739761f086125cd8.embedded_structured.jsonl.gz
EXTPAYLOAD-357b58003b93591cf4021ae9,EXTEXTRACT-c387a779abcc59a0a2f1bc84,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/db/EXTPAYLOAD-357b58003b93591cf4021ae9.embedded_structured.jsonl.gz
EXTPAYLOAD-3584f28c014162470fa70a82,EXTEXTRACT-e7c3228f42e1bd2853266bd2,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/6b/EXTPAYLOAD-3584f28c014162470fa70a82.embedded_structured.jsonl.gz
