MIME_type,SHA_256,administrative_source_type,analytical_rows_extracted,byte_size,candidate_fanout,canonical_payload_id,canonical_retained_source_ids,canonical_source_fanout,canonical_source_record_ids,claim_fanout,deferred_queue,department_scope,detected_file_type,diagnostic_full_text_persisted,diagnostics_json,duplicate_retained_source_ids,event_fanout,expected_claim_upgrade_tags,extraction_priority,extraction_ready,inspected_at,inspection_runtime_seconds,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,municipality,ocr_performed,original_filename,payload_origin,period,primary_extraction_queue,prior_retained_source_reuse_ids,readiness_lane_id,readiness_lane_sequence,readiness_reason_codes,readiness_result_id,readiness_status,review_priority,secondary_processing_hints,secondary_source_families,side_scope,source_family,source_quality,state,version_relationship_ids,retained_source_ids,duplicate_source_ids,prior_reuse_source_ids,candidate_ids,search_wave_provenance,municipality_names,states,periods,side_scopes,department_scopes,primary_source_family,root_event_ids,mechanism_event_ids,claim_ids,extraction_lane_id,extraction_lane_sequence
text/html; charset=UTF-8,cabe67be2235f1446c140715d14b98044c06b029d164bb1989b9973dc90e52bc,payroll_roster,0,25278,1,EXTPAYLOAD-c7ad5a0351416de62fed17ee,EXTSOURCE-c7ad5a0351416de62fed17ee,1,EXTREADYQ-1cafd4fdbe9771f34d00f2a5,3,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":25278,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":108,""navigation_density"":0.284211,""payload_bytes"":25278,""row_element_count"":0,""script_count"":6,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":2416}",,5,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:00:46.940900+00:00,0.000867,RESCAND-2404d35f9a837f1712a01de2,,MECHEXP-34475f3d07fa6ee3fc0f3576|MECHEXP-4c3b94ed66c589a6658ec64c|MECHEXP-939bc3c61def2587b8c5d082|MECHEXP-b3a217d36dce0e8b0e35e8a5,ROOTCOMP-110494cc88d947b1fb81d9bc,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/cabe67be2235f1446c140715d14b98044c06b029d164bb1989b9973dc90e52bc.html,Carlock,False,product.php,current_30_gib_store,2017,html_text_extraction_queue,,readiness_lane_003,1407,substantive_visible_html_text,EXTREADINESS-8384a8e5aaf86fce8629cc4d,html_text_ready,high,,payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,unclear,multi_family_administrative_source,official_administrative_summary,IL,,EXTSOURCE-c7ad5a0351416de62fed17ee,,,RESCAND-2404d35f9a837f1712a01de2,external_search_wave_002_exhaustive_residual,Carlock,IL,2017,unclear,unclear,multi_family_administrative_source,ROOTCOMP-110494cc88d947b1fb81d9bc,MECHEXP-34475f3d07fa6ee3fc0f3576|MECHEXP-4c3b94ed66c589a6658ec64c|MECHEXP-939bc3c61def2587b8c5d082|MECHEXP-b3a217d36dce0e8b0e35e8a5,,extraction_lane_001,1419
text/html; charset=utf-8,bdb0b504891c7b65920d24d72630a7099cfe3c13a7af1cb40136f7e8c0ca1833,payroll_roster,0,122192,1,EXTPAYLOAD-c81c331e89675a2057bffa24,EXTSOURCE-c81c331e89675a2057bffa24,1,EXTREADYQ-5a2eb66de222ce7eb43e6de0,5,,non_safety,html,False,"{""bounded_inspection"":false,""bytes_inspected"":122192,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":2,""link_count"":101,""navigation_density"":0.279778,""payload_bytes"":122192,""row_element_count"":0,""script_count"":45,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":2382}",,11,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:03:47.010973+00:00,0.002461,RESCAND-ccfb8f5b14996354116edc40,,MECHEXP-10e669d83f17677f0422f2dd|MECHEXP-45ab16b26c357a3e1a65a3fc|MECHEXP-51aa396432d693ac23e2ecb1|MECHEXP-5ef9c548897b7137cc2a6dd7|MECHEXP-714726101da29f67a6da259e|MECHEXP-ae515596e78d36afa2274943|MECHEXP-cc5363f8fabcd94bacc4030c|MECHEXP-ebf14c724a3fd96850a6e2f8,ROOTCOMP-2e73669ab0ed1c50cb3d1aee|ROOTCOMP-9012b2c3d1408dec34c1a121|ROOTCOMP-f823a04bb4c0a3599f2214d4,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/bdb0b504891c7b65920d24d72630a7099cfe3c13a7af1cb40136f7e8c0ca1833.html,Chittenango,False,Budget-Resources,current_30_gib_store,undated-source-B4X2500LIVE-20260729-006401,html_text_extraction_queue,,readiness_lane_004,1413,substantive_visible_html_text,EXTREADINESS-dcd8f376ec6ab53db3e306d0,html_text_ready,high,,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,non_safety,multi_family_administrative_source,official_administrative_summary,NY,,EXTSOURCE-c81c331e89675a2057bffa24,,,RESCAND-ccfb8f5b14996354116edc40,external_search_wave_002_exhaustive_residual,Chittenango,NY,undated-source-B4X2500LIVE-20260729-006401,non_safety,non_safety,multi_family_administrative_source,ROOTCOMP-2e73669ab0ed1c50cb3d1aee|ROOTCOMP-9012b2c3d1408dec34c1a121|ROOTCOMP-f823a04bb4c0a3599f2214d4,MECHEXP-10e669d83f17677f0422f2dd|MECHEXP-45ab16b26c357a3e1a65a3fc|MECHEXP-51aa396432d693ac23e2ecb1|MECHEXP-5ef9c548897b7137cc2a6dd7|MECHEXP-714726101da29f67a6da259e|MECHEXP-ae515596e78d36afa2274943|MECHEXP-cc5363f8fabcd94bacc4030c|MECHEXP-ebf14c724a3fd96850a6e2f8,,extraction_lane_001,1420
text/html; charset=utf-8,cd84b0454ef5029c8c00ff4cd069fd96f3fda7f38f41d4d3dfeacc6a2c96d718,staffing_table,0,167002,1,EXTPAYLOAD-c827e12250efe30dfb7eb7bd,EXTSOURCE-c827e12250efe30dfb7eb7bd,1,EXTREADYQ-047531317fc8cf972768dc92,1,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":167002,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":322,""navigation_density"":0.163369,""payload_bytes"":167002,""row_element_count"":3,""script_count"":16,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":13567}",,13,upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:03:47.014843+00:00,0.00345,RESCAND-8b04527bd962e7322c4049d7,,MECHEXP-1cca67d44734f474ba4024b0|MECHEXP-3a4647468be11cf33b310ce8|MECHEXP-4fa6938f766e8eb1fc4fe8b4|MECHEXP-574515f95b9381dfe441950e|MECHEXP-581df8801d87138a889f9f36|MECHEXP-5b96a379adb6dac19177a998|MECHEXP-619154ff9e904ea69180a422|MECHEXP-7991b4f317fe30f4b503c2f0|MECHEXP-8199f6aa7a47b9899db6605a|MECHEXP-bdd7dd9a04de4fce8469fad0|MECHEXP-eb6848a6b68cb3b909c2a254,ROOTCOMP-d713e0f68da34e2a87b1daf9|ROOTCOMP-f78a8b4e672a199bde9f5b28,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/cd84b0454ef5029c8c00ff4cd069fd96f3fda7f38f41d4d3dfeacc6a2c96d718.html,Bangor,False,Careers.aspx,current_30_gib_store,2025,html_table_candidate_queue,,readiness_lane_004,1414,html_table_structure_present,EXTREADINESS-1c62148c4ae4892cacde0ab6,html_table_candidate_ready,high,table_candidate,,police,staffing_and_headcount,official_administrative_summary,MI,,EXTSOURCE-c827e12250efe30dfb7eb7bd,,,RESCAND-8b04527bd962e7322c4049d7,external_search_wave_002_exhaustive_residual,Bangor,MI,2025,police,police,staffing_and_headcount,ROOTCOMP-d713e0f68da34e2a87b1daf9|ROOTCOMP-f78a8b4e672a199bde9f5b28,MECHEXP-1cca67d44734f474ba4024b0|MECHEXP-3a4647468be11cf33b310ce8|MECHEXP-4fa6938f766e8eb1fc4fe8b4|MECHEXP-574515f95b9381dfe441950e|MECHEXP-581df8801d87138a889f9f36|MECHEXP-5b96a379adb6dac19177a998|MECHEXP-619154ff9e904ea69180a422|MECHEXP-7991b4f317fe30f4b503c2f0|MECHEXP-8199f6aa7a47b9899db6605a|MECHEXP-bdd7dd9a04de4fce8469fad0|MECHEXP-eb6848a6b68cb3b909c2a254,,extraction_lane_001,1421
text/html; charset=utf-8,fea4e5d20d2ab145763137ba32740dfea216aee34f8d7257e66d8b3ffe45bef4,staffing_table,0,106684,1,EXTPAYLOAD-c83482f700fd929c689c10a8,EXTSOURCE-c83482f700fd929c689c10a8,1,EXTREADYQ-45a7195bafcc2f10122cb803,4,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":106684,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":215,""navigation_density"":0.263804,""payload_bytes"":106684,""row_element_count"":0,""script_count"":18,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":5989}",,6,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:54:46.076925+00:00,0.001922,EXTCAND-81665212c963b35932356ab7,,MECHEXP-0edaf7f675726a7745f9ec47|MECHEXP-345ab6494dbebef4981f6f66|MECHEXP-47a685196fb45f6bd714abe4|MECHEXP-735c70bb5717d3806a6e102d|MECHEXP-e1f3dcb29f30494ca251fb72,ROOTCOMP-e5d9067e0ea7ac4b428cb432,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/fea4e5d20d2ab145763137ba32740dfea216aee34f8d7257e66d8b3ffe45bef4.html,Jackson,False,administrative,current_30_gib_store,undated,html_text_extraction_queue,,readiness_lane_001,1406,substantive_visible_html_text,EXTREADINESS-b77516a24fcf23277c1530f7,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,official_administrative_summary,MO,,EXTSOURCE-c83482f700fd929c689c10a8,,,EXTCAND-81665212c963b35932356ab7,external_search_wave_001_compacted,Jackson,MO,undated,all_units,all_units,multi_family_administrative_source,ROOTCOMP-e5d9067e0ea7ac4b428cb432,MECHEXP-0edaf7f675726a7745f9ec47|MECHEXP-345ab6494dbebef4981f6f66|MECHEXP-47a685196fb45f6bd714abe4|MECHEXP-735c70bb5717d3806a6e102d|MECHEXP-e1f3dcb29f30494ca251fb72,,extraction_lane_001,1422
text/html; charset=utf-8,317b5a821080203494e37a61f46fb5f3b98408cf05f9aa1b973df700f691d8c5,payroll_roster,0,28206,1,EXTPAYLOAD-c848de4609681fa4493338da,EXTSOURCE-c848de4609681fa4493338da,1,EXTREADYQ-896288c48fc2394488938966,6,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":28206,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":62,""navigation_density"":0.144186,""payload_bytes"":28206,""row_element_count"":0,""script_count"":23,""structured_data_script_count"":1,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":2604}",,8,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:06:47.390851+00:00,0.000815,EXTCAND-37f025a72ee5f2675b8ef42e,,MECHEXP-13f0efa4aa49a72ccd4408e2|MECHEXP-1c439b1af4fca324675c7522|MECHEXP-3e3ff7fca9279c34eaa97942|MECHEXP-44d6184251967d1a899f6a01|MECHEXP-73c4558ebd2b440ee62c7613|MECHEXP-b54ccf99fbf0c015d3f7f545|MECHEXP-d63b19cc98e220d09dde75c8,ROOTCOMP-6e1d6ed4f9cc39a0850df475,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/317b5a821080203494e37a61f46fb5f3b98408cf05f9aa1b973df700f691d8c5.html,East Dundee,False,Ill-Admin-Code-tit-80-SS-500.120,current_30_gib_store,2019,html_table_candidate_queue,,readiness_lane_005,1411,structured_data_or_dataset_signal,EXTREADINESS-c93489940d1def96db94b84f,html_structured_data_candidate,high,table_candidate,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,police,implementation_confirmation,official_administrative_summary,IL,EXTVERSION-2045895b235c833af4c6d992|EXTVERSION-8614200fea17828df9ca33cd,EXTSOURCE-c848de4609681fa4493338da,,,EXTCAND-37f025a72ee5f2675b8ef42e,external_search_wave_001_compacted,East Dundee,IL,2019,police,police,implementation_confirmation,ROOTCOMP-6e1d6ed4f9cc39a0850df475,MECHEXP-13f0efa4aa49a72ccd4408e2|MECHEXP-1c439b1af4fca324675c7522|MECHEXP-3e3ff7fca9279c34eaa97942|MECHEXP-44d6184251967d1a899f6a01|MECHEXP-73c4558ebd2b440ee62c7613|MECHEXP-b54ccf99fbf0c015d3f7f545|MECHEXP-d63b19cc98e220d09dde75c8,,extraction_lane_001,1423
text/html; charset=utf-8,7eb74dc72eea923f14cc24f2cf90251944138e578c817ee28cfb97337f0549a8,staffing_table,0,63994,1,EXTPAYLOAD-c861a283da734504eb89009f,EXTSOURCE-c861a283da734504eb89009f,1,EXTREADYQ-e752d57ca527ffae93f8db42,4,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":63994,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":3,""link_count"":122,""navigation_density"":0.202995,""payload_bytes"":63994,""row_element_count"":0,""script_count"":16,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":4282}",,6,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:06:47.392757+00:00,0.001582,EXTCAND-4182e20807a81b43056cd905,,MECHEXP-654c16f3bc9a2b6a5b2ae0b4|MECHEXP-91b46ae90b50674d3d7129a6|MECHEXP-cda1a3d4110410d825ba913c|MECHEXP-e24a0514d64c80743985635e|MECHEXP-e90ddfd9665ac4ee0192ac61,ROOTCOMP-f43d984ec31986447600721f,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/7eb74dc72eea923f14cc24f2cf90251944138e578c817ee28cfb97337f0549a8.html,Beaver,False,employment-opportunities,current_30_gib_store,2025,html_text_extraction_queue,,readiness_lane_005,1412,substantive_visible_html_text,EXTREADINESS-ba66d2360d206e79af7c824c,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,police,multi_family_administrative_source,official_administrative_summary,PA,,EXTSOURCE-c861a283da734504eb89009f,,,EXTCAND-4182e20807a81b43056cd905,external_search_wave_001_compacted,Beaver,PA,2025,police,police,multi_family_administrative_source,ROOTCOMP-f43d984ec31986447600721f,MECHEXP-654c16f3bc9a2b6a5b2ae0b4|MECHEXP-91b46ae90b50674d3d7129a6|MECHEXP-cda1a3d4110410d825ba913c|MECHEXP-e24a0514d64c80743985635e|MECHEXP-e90ddfd9665ac4ee0192ac61,,extraction_lane_001,1424
text/html; charset=utf-8,c5984155e29db53e14aa64133cfb57cd07a9d2a28c90ce83e76dec799cd42c2a,payroll_roster,0,5688,1,EXTPAYLOAD-c88805eee381b2352502f60a,EXTSOURCE-c88805eee381b2352502f60a,1,EXTREADYQ-34f42d76d402f8e201c509bf,6,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":5688,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":5,""navigation_density"":0.015823,""payload_bytes"":5688,""row_element_count"":0,""script_count"":0,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":2248}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:03:47.038603+00:00,0.000547,EXTCAND-1ca4b6bb4049979067d949ea,,MECHEXP-321d65e744a9183f697b7791|MECHEXP-534f9f82742ee649f6a1a951|MECHEXP-8d6cf440303bf94b94f6e07d|MECHEXP-a19929ac2ecf3de56d4decc3|MECHEXP-dda84fd02c0051c63b934ac1,ROOTCOMP-7c8fba7dd15c09cf91a5fc41,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c5984155e29db53e14aa64133cfb57cd07a9d2a28c90ce83e76dec799cd42c2a.html,Jackson,False,PressDetail.aspx,current_30_gib_store,2025,html_text_extraction_queue,,readiness_lane_004,1418,substantive_visible_html_text,EXTREADINESS-74aa21b9fb9799b0d2ebde6d,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,police,multi_family_administrative_source,official_administrative_summary,NJ,,EXTSOURCE-c88805eee381b2352502f60a,,,EXTCAND-1ca4b6bb4049979067d949ea,external_search_wave_001_compacted,Jackson,NJ,2025,police,police,multi_family_administrative_source,ROOTCOMP-7c8fba7dd15c09cf91a5fc41,MECHEXP-321d65e744a9183f697b7791|MECHEXP-534f9f82742ee649f6a1a951|MECHEXP-8d6cf440303bf94b94f6e07d|MECHEXP-a19929ac2ecf3de56d4decc3|MECHEXP-dda84fd02c0051c63b934ac1,,extraction_lane_001,1425
text/html; charset=utf-8,944e8509f3bb3cf3171421c97dec57cdd49f8c4636fc7fad3da70ff72967a395,payroll_roster,0,188581,1,EXTPAYLOAD-c901d3b52386bdc2a772dde1,EXTSOURCE-c901d3b52386bdc2a772dde1,1,EXTREADYQ-40b2e65e7a008002aa39e981,4,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":188581,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":4,""link_count"":35,""navigation_density"":0.025253,""payload_bytes"":188581,""row_element_count"":0,""script_count"":52,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":9583}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T19:03:47.057219+00:00,0.003521,RESCAND-bfebba55a9755179218cfc91,,MECHEXP-27923b46b30d77f80fc125d3|MECHEXP-47f3d37c4238c124a9c2786e|MECHEXP-56e8d3db614d88feffb364eb|MECHEXP-60531b6779c05e50b080e9a3|MECHEXP-b498af9c4d2389de1d42b65e,ROOTCOMP-f1c203e13e23584293f1c1ba,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/944e8509f3bb3cf3171421c97dec57cdd49f8c4636fc7fad3da70ff72967a395.html,Cass Lake,False,Cass-County-MN-OnBoarding-Form-New-Emplo-67,current_30_gib_store,2026,html_text_extraction_queue,,readiness_lane_004,1423,substantive_visible_html_text,EXTREADINESS-dab8fdb49c39548142cb644c,html_text_ready,high,,implementation_confirmation,unclear,payroll_and_earnings,official_administrative_summary,MN,,EXTSOURCE-c901d3b52386bdc2a772dde1,,,RESCAND-bfebba55a9755179218cfc91,external_search_wave_002_exhaustive_residual,Cass Lake,MN,2026,unclear,unclear,payroll_and_earnings,ROOTCOMP-f1c203e13e23584293f1c1ba,MECHEXP-27923b46b30d77f80fc125d3|MECHEXP-47f3d37c4238c124a9c2786e|MECHEXP-56e8d3db614d88feffb364eb|MECHEXP-60531b6779c05e50b080e9a3|MECHEXP-b498af9c4d2389de1d42b65e,,extraction_lane_001,1426
text/html,c0d25f88f509ef83db9faa3a68d1e0360557bb8b6b1511ba9f43fe1c78b1481e,payroll_roster,0,57468,1,EXTPAYLOAD-c90d21190de26ed35aaf33f7,EXTSOURCE-c90d21190de26ed35aaf33f7,1,EXTREADYQ-ce4c7143f072aeb60c726647,6,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":57468,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":5,""link_count"":38,""navigation_density"":0.368932,""payload_bytes"":57468,""row_element_count"":1,""script_count"":61,""structured_data_script_count"":0,""table_count"":1,""valid_html_structure"":true,""visible_text_characters"":674}",,8,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:00:46.983585+00:00,0.001013,EXTCAND-fd62152cad27c40e8aff2c42,,MECHEXP-1b79ede3995ece5fe0f362e4|MECHEXP-2580aad78c4b96ea63c6f983|MECHEXP-5734fc0716d4c6720101e9c1|MECHEXP-853d2c81e68d7848c64de16b|MECHEXP-bf84c25c25b84bffced16bc6|MECHEXP-cd13cff1725cd6aec100f785,ROOTCOMP-588b7a9de1e7aacbd38e2f77|ROOTCOMP-8a7a00a018efd3701e46de37,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c0d25f88f509ef83db9faa3a68d1e0360557bb8b6b1511ba9f43fe1c78b1481e.html,Licking,False,2023.htm,current_30_gib_store,2023,html_table_candidate_queue,,readiness_lane_003,1416,html_table_structure_present,EXTREADINESS-132e945fdf0cba44b5725ba1,html_table_candidate_ready,high,table_candidate,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,official_administrative_summary,OH,,EXTSOURCE-c90d21190de26ed35aaf33f7,,,EXTCAND-fd62152cad27c40e8aff2c42,external_search_wave_001_compacted,Licking,OH,2023,all_units,all_units,multi_family_administrative_source,ROOTCOMP-588b7a9de1e7aacbd38e2f77|ROOTCOMP-8a7a00a018efd3701e46de37,MECHEXP-1b79ede3995ece5fe0f362e4|MECHEXP-2580aad78c4b96ea63c6f983|MECHEXP-5734fc0716d4c6720101e9c1|MECHEXP-853d2c81e68d7848c64de16b|MECHEXP-bf84c25c25b84bffced16bc6|MECHEXP-cd13cff1725cd6aec100f785,,extraction_lane_001,1427
text/html; charset=utf-8,c0173ac924d9aaa7fbd5b26e4100543cbdf547cf57d2176e1272db8474eead1f,payroll_roster,0,71597,1,EXTPAYLOAD-c95114564341e74998f4477f,EXTSOURCE-c95114564341e74998f4477f,1,EXTREADYQ-69ad1ec1d5c5c0649d5ff2da,4,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":71597,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":76,""navigation_density"":0.038095,""payload_bytes"":71597,""row_element_count"":2,""script_count"":15,""structured_data_script_count"":1,""table_count"":1,""valid_html_structure"":true,""visible_text_characters"":12932}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T19:03:47.060860+00:00,0.00141,RESCAND-04151d37970cad1bb14e1209,,MECHEXP-ad6a126f7841eeb416c370ae|MECHEXP-c1b578a9a00107b7e76271a5|MECHEXP-da7b318c180e3e2891d23a4f|MECHEXP-e65da81f28f2a58f550a1230|MECHEXP-ec50a1dc51f54e37f5a88c93,ROOTCOMP-677e1a83240e83d9869f19c1,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c0173ac924d9aaa7fbd5b26e4100543cbdf547cf57d2176e1272db8474eead1f.html,Casey,False,Report.aspx,current_30_gib_store,2022,html_table_candidate_queue,,readiness_lane_004,1425,structured_data_or_dataset_signal,EXTREADINESS-ebee01a54f534cdf21e6d670,html_structured_data_candidate,high,table_candidate,implementation_confirmation|payroll_and_earnings|tenure_and_progression,police,multi_family_administrative_source,official_administrative_summary,IL,,EXTSOURCE-c95114564341e74998f4477f,,,RESCAND-04151d37970cad1bb14e1209,external_search_wave_002_exhaustive_residual,Casey,IL,2022,police,police,multi_family_administrative_source,ROOTCOMP-677e1a83240e83d9869f19c1,MECHEXP-ad6a126f7841eeb416c370ae|MECHEXP-c1b578a9a00107b7e76271a5|MECHEXP-da7b318c180e3e2891d23a4f|MECHEXP-e65da81f28f2a58f550a1230|MECHEXP-ec50a1dc51f54e37f5a88c93,,extraction_lane_001,1428
text/html; charset=UTF-8,c52a6372cf2c38644e40c404f114d024355622ad803323278f5eecca30b77a4d,payroll_roster,0,67568,1,EXTPAYLOAD-c9639fe312aca6ef87b25b4f,EXTSOURCE-c9639fe312aca6ef87b25b4f,1,EXTREADYQ-ddbda701c022c9fa5b23f624,4,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":67568,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":4,""link_count"":86,""navigation_density"":0.133127,""payload_bytes"":67568,""row_element_count"":0,""script_count"":72,""structured_data_script_count"":1,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":4075}",,9,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T18:54:46.104451+00:00,0.001525,EXTCAND-a5bdd8b7c10cb6cd2be62370,,MECHEXP-086f87782eb0d11066b88040|MECHEXP-14baa6ffdc73443720e07790|MECHEXP-21db9e07a0213edd74e9c7ad|MECHEXP-3bcd527015f8c3efc23914cc|MECHEXP-9d98aaead26f0674c6850810|MECHEXP-b0f7748563b32d8061df700f|MECHEXP-d7be237e0cdd28bb260cdcd7,ROOTCOMP-34efcb696b44416f95454d38|ROOTCOMP-39873e8fc7e0a3980b873a41,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c52a6372cf2c38644e40c404f114d024355622ad803323278f5eecca30b77a4d.html,Warwick,False,notice-of-public-hearing-local-law-no-9-of-2024,current_30_gib_store,2024,html_table_candidate_queue,,readiness_lane_001,1417,structured_data_or_dataset_signal,EXTREADINESS-7ae5ae13ad91f9e03d9fc029,html_structured_data_candidate,high,table_candidate,implementation_confirmation,police,payroll_and_earnings,official_administrative_summary,NY,,EXTSOURCE-c9639fe312aca6ef87b25b4f,,,EXTCAND-a5bdd8b7c10cb6cd2be62370,external_search_wave_001_compacted,Warwick,NY,2024,police,police,payroll_and_earnings,ROOTCOMP-34efcb696b44416f95454d38|ROOTCOMP-39873e8fc7e0a3980b873a41,MECHEXP-086f87782eb0d11066b88040|MECHEXP-14baa6ffdc73443720e07790|MECHEXP-21db9e07a0213edd74e9c7ad|MECHEXP-3bcd527015f8c3efc23914cc|MECHEXP-9d98aaead26f0674c6850810|MECHEXP-b0f7748563b32d8061df700f|MECHEXP-d7be237e0cdd28bb260cdcd7,,extraction_lane_001,1429
