codified_record_id,rating_id,span_id,primary_mechanism_cluster,secondary_mechanism_clusters,mechanism_strength_scores,evidence_quality_score,report_usability_bucket,claim_relevance_bucket,direction_bucket,careful_claim_type,pi_report_priority
B4X2500COD-20260730-5991b5ed949f33872ba85282,B4X2500-RATING-20260730-3a0a09e0b0d26da63428956e,B4X2500SPAN-20260730-34e71230c4e888a11960d500,market_staffing_pressure,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":1,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,mechanism_summary_support,neutral_or_general,context_only,context
B4X2500COD-20260730-9eceb5c0b10d59577d2551a1,B4X2500-RATING-20260730-55953aa90c23ef6b74018f51,B4X2500SPAN-20260730-944d29bdaebc051548a2bed7,automatic_wage_growth,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":1,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,direct_quantitative_claim_support,neutral_or_general,context_only,context
B4X2500COD-20260730-6387fe0051eff45d3445ada4,B4X2500-RATING-20260730-f326e2400ce943257134c7ca,B4X2500SPAN-20260730-cbb649dc22ffdd7ff53e8d82,weak_context_exclusion,"[""market_staffing_pressure""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,neutral_or_general,exclusion,exclude
B4X2500COD-20260730-0efaca2786f6d373ea4fe1b6,B4X2500-RATING-20260730-0d1102f107994770050accb9,B4X2500SPAN-20260730-bd33732f764a90fba17f1bb0,weak_context_exclusion,"[""bargaining_dispute_resolution""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-14131d26b6aa712fd5e12884,B4X2500-RATING-20260730-0c0f79013661c6b969f0a38c,B4X2500SPAN-20260730-19db37583cf41aa33cf96f37,bargaining_dispute_resolution,"[""weak_context_exclusion""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":1,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":1}",2,pi_report_context_only,mechanism_summary_support,neutral_or_general,context_only,context
B4X2500COD-20260730-4bb7e4c52c01ee8f3a88702b,B4X2500-RATING-20260730-2ebdc217d9bcbd79005dee69,B4X2500SPAN-20260730-20ba5e681a6f058b2017a7cf,weak_context_exclusion,"[""bargaining_dispute_resolution""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-1d85527f5be713685a978f81,B4X2500-RATING-20260730-13955f7328fa6838edb1891a,B4X2500SPAN-20260730-a2a482863b828e7a2ee8295b,timing_implementation,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":2,""weak_context_exclusion"":0}",3,downstream_normalization_needed,direct_quantitative_claim_support,not_applicable,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-c05704839b3e180dcb87e422,B4X2500-RATING-20260730-f4f39c0d30db274bd6f985d0,B4X2500SPAN-20260730-6e3f6bbc30c9d54fd9f59bd1,timing_implementation,"[""automatic_wage_growth"",""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":4,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":4,""weak_context_exclusion"":0}",4,downstream_normalization_needed,direct_quantitative_claim_support,neutral_or_general,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-92a9a507843bd74e57de55ad,B4X2500-RATING-20260730-1f361b9e66a10a2385970cd7,B4X2500SPAN-20260730-5f16845856b187f3151d19ca,timing_implementation,"[""automatic_wage_growth"",""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":4,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":4,""weak_context_exclusion"":0}",4,downstream_normalization_needed,direct_quantitative_claim_support,neutral_or_general,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-b7f686546c9f90729e9adce2,B4X2500-RATING-20260730-e368b10e2b5beb580b078426,B4X2500SPAN-20260730-c28650d23901a723f0cb349f,automatic_wage_growth,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":4,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",4,downstream_normalization_needed,direct_quantitative_claim_support,not_applicable,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-9ff7a507ae351548ef2e370f,B4X2500-RATING-20260730-f38f892870c0704be9058a4b,B4X2500SPAN-20260730-44f35281c839acad297f83a2,automatic_wage_growth,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":4,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",4,downstream_normalization_needed,direct_quantitative_claim_support,non_safety_advantage,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-8f3945bc7e4f243b34b9f6f6,B4X2500-RATING-20260730-084ae64040f5e617782a4fd1,B4X2500SPAN-20260730-ac433061364129a5b9f31de3,bargaining_dispute_resolution,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":1,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,mechanism_summary_support,not_applicable,context_only,context
B4X2500COD-20260730-d636df82d80664ddcdd9449f,B4X2500-RATING-20260730-9a4541be5e2f19e5937ae415,B4X2500SPAN-20260730-0a537a88138ac3d0dfaddece,non_base_compensation,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":2,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",3,downstream_normalization_needed,mechanism_summary_support,neutral_or_general,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-361095eb003283a5e7e9bc7b,B4X2500-RATING-20260730-97ce44093d50e8869cc127e7,B4X2500SPAN-20260730-a4d07ef7ffbc0214de37d3a2,automatic_wage_growth,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":4,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",4,downstream_normalization_needed,direct_quantitative_claim_support,not_applicable,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-880acc1e34f62acde88b2d6c,B4X2500-RATING-20260730-9092a3240bc9736cd0e10b0b,B4X2500SPAN-20260730-71b36892ccd66029d8239334,fiscal_governance_constraints,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":1,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,mechanism_summary_support,neutral_or_general,context_only,context
B4X2500COD-20260730-7a4ecf3395ac35252687656a,B4X2500-RATING-20260730-fcdb085fec41dca2ddaa4689,B4X2500SPAN-20260730-5538a2314382e4c8d3a3d1e6,market_staffing_pressure,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":1,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,mechanism_summary_support,neutral_or_general,context_only,context
B4X2500COD-20260730-a254b442c053fb2023f5c48d,B4X2500-RATING-20260730-91693e8f66902ecef33300af,B4X2500SPAN-20260730-022f0cdec2508f053959e71c,non_base_compensation,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":1,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,mechanism_summary_support,not_applicable,context_only,context
B4X2500COD-20260730-f13c07ee25789c2c453a6392,B4X2500-RATING-20260730-e5a355c8dd8c7f4d7cf61fe9,B4X2500SPAN-20260730-5a3cb1fd1c5c83238063956d,market_staffing_pressure,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":4,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":4,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",4,downstream_normalization_needed,direct_quantitative_claim_support,neutral_or_general,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-fc727b73c51845717b994933,B4X2500-RATING-20260730-6e4b68861999944f20647caf,B4X2500SPAN-20260730-42817121c328ef77dcd663c8,market_staffing_pressure,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":2,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",3,pi_report_supporting_example,directional_hint_only,gap_narrowing,supporting_example,supporting
B4X2500COD-20260730-574aee6e7e9974e50e4c09ad,B4X2500-RATING-20260730-e0b5ca254972c2bfffa30311,B4X2500SPAN-20260730-38b592abc66f09e6bb7c34d0,bargaining_dispute_resolution,"[""weak_context_exclusion""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":1,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":1}",2,pi_report_context_only,mechanism_summary_support,not_applicable,context_only,context
B4X2500COD-20260730-42ff73431007fa73e7aa516b,B4X2500-RATING-20260730-47bbd33b9c511aea299ac075,B4X2500SPAN-20260730-0fa35bccc8e89b6dbc75e1f8,quantitative_base_wage_needs_normalization,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":2,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",3,downstream_normalization_needed,direct_quantitative_claim_support,neutral_or_general,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-51f9c5031ed8bf0ae992f71a,B4X2500-RATING-20260730-128b0d912ef0c4b423e12472,B4X2500SPAN-20260730-c88d6abb0bec551c5c17f2fa,automatic_wage_growth,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":4,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",4,downstream_normalization_needed,direct_quantitative_claim_support,non_safety_advantage,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-747f94410dd7c6bbe6c8c51d,B4X2500-RATING-20260730-0a60ab5f457aebdf66c2cc94,B4X2500SPAN-20260730-9bdc40cec5fde231ee3a05e0,timing_implementation,"[""automatic_wage_growth"",""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":2,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":2,""weak_context_exclusion"":0}",3,downstream_normalization_needed,direct_quantitative_claim_support,neutral_or_general,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-44b0124072a3906940b5e3d2,B4X2500-RATING-20260730-ea42910fe638443ee75b17f2,B4X2500SPAN-20260730-cc0b9ffa80dcb780084f4127,timing_implementation,"[""automatic_wage_growth"",""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":2,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":2,""weak_context_exclusion"":0}",3,downstream_normalization_needed,direct_quantitative_claim_support,neutral_or_general,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-9461ffc0cf1a3505934284d2,B4X2500-RATING-20260730-b71d6c90d97beb3a838b5fb4,B4X2500SPAN-20260730-7fa5834d491d4f089f8b2fc5,timing_implementation,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":4,""weak_context_exclusion"":0}",4,downstream_normalization_needed,direct_quantitative_claim_support,not_applicable,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-6ef659645797cfb66c2b112d,B4X2500-RATING-20260730-d1c8a08febe04e270adcf48f,B4X2500SPAN-20260730-ff8b6108820052440f9206a2,non_base_compensation,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":4,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",4,downstream_normalization_needed,mechanism_summary_support,non_safety_advantage,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-92dd97d414e87aba0a18a864,B4X2500-RATING-20260730-665d3376ca449f2629b413f2,B4X2500SPAN-20260730-a3ace22f5bbaf8b7d39ea6c3,timing_implementation,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":2,""weak_context_exclusion"":0}",3,pi_report_supporting_example,mechanism_summary_support,neutral_or_general,supporting_example,supporting
B4X2500COD-20260730-dcdf690a88c2fb18f73286d9,B4X2500-RATING-20260730-005d623b45d2def40122fca0,B4X2500SPAN-20260730-b5e0e15bd1c69304bd096198,weak_context_exclusion,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-14ed41964bfaf137133ef163,B4X2500-RATING-20260730-06ceff3c62811625b5592a44,B4X2500SPAN-20260730-1f8c51a4dea3c54f763fa80c,weak_context_exclusion,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-cdbdc2b1ba7fe2aa797f7e2b,B4X2500-RATING-20260730-e1c6c70ad814697369b1f694,B4X2500SPAN-20260730-0d784352ed0804e060b39d06,weak_context_exclusion,"[""market_staffing_pressure""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-238aa53b2b31eb160d9be860,B4X2500-RATING-20260730-fb0fefd1f468dc89b58b3133,B4X2500SPAN-20260730-b1842d15359775c9b4dba27d,weak_context_exclusion,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,neutral_or_general,exclusion,exclude
B4X2500COD-20260730-46fde853116f7b2e26ed7eb9,B4X2500-RATING-20260730-bc605b17da8834560a108f06,B4X2500SPAN-20260730-4fc2085c1b4a13dea0b9fea5,safety_non_safety_directional_hints,"[""weak_context_exclusion""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":1,""timing_implementation"":0,""weak_context_exclusion"":1}",2,pi_report_context_only,mechanism_summary_support,neutral_or_general,context_only,context
B4X2500COD-20260730-85b5dcd85eca50d2d1f1afef,B4X2500-RATING-20260730-bc3becce65b4f84aac0d2f3f,B4X2500SPAN-20260730-8cb9b75c95a35f9c99baf66b,market_staffing_pressure,"[""weak_context_exclusion""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":1,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":1}",2,pi_report_context_only,mechanism_summary_support,neutral_or_general,context_only,context
B4X2500COD-20260730-d0208aeac7b9c0e7def141b2,B4X2500-RATING-20260730-081f8feddd56df66cf994b8d,B4X2500SPAN-20260730-f96e36e40c34d63c3b357f34,automatic_wage_growth,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":2,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",3,downstream_normalization_needed,direct_quantitative_claim_support,not_applicable,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-94f289dc6eca3e61145cf85a,B4X2500-RATING-20260730-eceb1cdc0f695067b2a5980e,B4X2500SPAN-20260730-1b070f186136fc14adc98e8c,automatic_wage_growth,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":2,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",3,downstream_normalization_needed,direct_quantitative_claim_support,neutral_or_general,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-9a82e727b3ce552c5d452244,B4X2500-RATING-20260730-0767b93495d3f3b3ce95c088,B4X2500SPAN-20260730-bf09cde5f863d2a50d320399,weak_context_exclusion,"[""market_staffing_pressure""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-c58ba20725f335b9810662e3,B4X2500-RATING-20260730-0d730ffd7f14390c1fc45e75,B4X2500SPAN-20260730-fe9c5c0834ad80b6a742bcb3,bargaining_dispute_resolution,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":1,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,mechanism_summary_support,neutral_or_general,context_only,context
B4X2500COD-20260730-1ddcc828d56625cebb1438cd,B4X2500-RATING-20260730-c6548578997dc3ca328a2957,B4X2500SPAN-20260730-776230b5910a3d0865867f06,bargaining_dispute_resolution,"[""weak_context_exclusion""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":1,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":1}",2,pi_report_context_only,mechanism_summary_support,neutral_or_general,context_only,context
B4X2500COD-20260730-424f152222eb35393d20bc20,B4X2500-RATING-20260730-a4ae442ffe4ae272031c75c3,B4X2500SPAN-20260730-1ec3a58886bd0bf04103a118,bargaining_dispute_resolution,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":1,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,mechanism_summary_support,neutral_or_general,context_only,context
B4X2500COD-20260730-df55cde4763249070a9b3c91,B4X2500-RATING-20260730-b342fccff49e8d6e6e632866,B4X2500SPAN-20260730-221936cbd16f7d924dc7654b,weak_context_exclusion,"[""market_staffing_pressure""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-5e58aa08a55845280635a722,B4X2500-RATING-20260730-2b64e0c9a158c48e6569afab,B4X2500SPAN-20260730-8e6daf89a9291c595ecda4c3,weak_context_exclusion,"[""market_staffing_pressure""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-937430c9f36ab92ad8aab9ac,B4X2500-RATING-20260730-32f13e0fdfd1c0d219645e1b,B4X2500SPAN-20260730-46684c17d4ed84c957aa911b,weak_context_exclusion,"[""market_staffing_pressure""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-c0fbf1b35c2ac5128beacef8,B4X2500-RATING-20260730-f265e5bf990ac2ade8c778f8,B4X2500SPAN-20260730-7a6055991654fffb99f6578f,bargaining_dispute_resolution,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":2,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",3,pi_report_supporting_example,mechanism_summary_support,not_applicable,supporting_example,supporting
B4X2500COD-20260730-d942ae47099d536a8809323b,B4X2500-RATING-20260730-04aa7db262b3192c35bab3fd,B4X2500SPAN-20260730-5df03361ae212088a6a7f475,non_base_compensation,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":1,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,mechanism_summary_support,neutral_or_general,context_only,context
