qa_id,stratum,raw_value_preserved,unit_compatible,basis_compatible,period_compatible,side_integrity,formula_reproduces,conflict_excluded,source_independence,growth_identity_compatible,component_nonoverlap,counterexample_valid,no_premature_claiming,mechanical_not_human_gold
NORMQA-a6d421e52b83d44c246348c6,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-79ea38e27b7a2caf018c1f27,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-83909aa7a21bb6f0cd342a35,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-27d5466e9a16c50d1c948d95,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-2751a4cf8bd9a01c91f6bd5c,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-0deeeca9f138f5109f8b3f9f,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-819800f81e95841a6b0b8dac,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-95c547da627922f0b4634e6c,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-372496d092dedc524689d036,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-1051bfe34da7fc61669b4196,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-e48bc5afdefd5c8e3ae9e3f5,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-c2d4117802ee3ba36b15376b,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-dc8320e9889ebc675ae0de12,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-018f031738a5ad84b6624f10,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b40b455c93179ac856883bd4,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4916300031db5980ddc08aaa,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-093433e1a8db8cf648164e01,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-86add8813438e9e2001b5aee,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-5e7429621930d573b1bfc710,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-e1915e93bcd64359c36be5f3,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4cbedc4c4b4bf390a2666c72,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4c23ff0365b9f762f04b59c5,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-8c7f040396f6255b3642bec0,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-2adfe2266b5b7dfff336400a,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-d837d091c0f0c41cbe273910,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-230b892c63523ce057ae214a,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-20420eb110381873b67889fe,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-59161cd059c21999ca8818cb,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-450719635df2082812f2dc7d,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b040f0124ebed9d848d42a36,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4df62da86e883ccf9ce03fd4,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-5b12fe9513548fc82826d81e,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-286527b2a83edb305b546be2,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-a8a04f0605c02a362dc318b8,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-8b26b77a951758aa9de70a6a,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-74ed18cbd82aee8ffd9a5a17,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-fec7684a257cd3d3ccbae809,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-e42b18676c9a38f00449f47d,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-aa60b712b45a736e4b564c8e,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4884ffc6610a161b95d02915,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-eaa38eb062f9dff50f8a9c77,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-bc80f60355580064e22c4c5e,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-cd916c33b228d9dff6bd8fad,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7dae0cb94c43c3abed5f469b,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-c1938a2a4b72df35c07d32f5,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-ba3aed8753504191c8efb1fa,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-3aaac63e5681926aa572e892,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-329164b8713a43ab38580a9f,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4a51ecdf234c8393f869b620,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-0d8f78c6df45fcd3486b9e8a,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-eacca4cbe3d4010477a73556,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7e750f7dbeb96be0428f4969,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7e2d4188265a9bead8499c67,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-267fe07939ccacc62da939bc,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-cb66f7f52a32491d99ac05a2,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-cf0a485dc45181522a0baff7,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b04cba3c9ce54502b8f22b99,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-2f229f5abc4d167e3b8b83ba,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-57e1ea7970b97ab5b6588646,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-57fc619cc8c5ce14af7181d4,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-fe1b248197eea241431e494d,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7444538fc9b9988ca0d9e71b,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-6490d1d52fc98d827ed835f5,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-81c26ed698c80f1cded3e7d4,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b21d2efd270541e6e3921259,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-36a7b144a8b222159fddf854,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-2df5681f1614af27d01b6a00,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-baf591bd4c8b82c33e671a00,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-dea01e08845d2150d1e43c38,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-bcfe11e6ed2f8fd487223efe,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-83bf3eb6e150869b1d5a0bac,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-bd01b18f96964ea9f0c0109b,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-18dddafde1ee0c988b69b780,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-31aec76aa2080728c9bd3ae8,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-d89a5fdb1ecfc59454c5a7ce,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-a13504a5fa71e42ace199910,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-f31f2b1b6da0c491d35f2508,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-db87d2d7d41b29048e382066,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-39677daba91f13d576083690,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b65a034d90d99957bc796f28,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-0196141ebc2372745200e2fb,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-115d010b289ebf4e7ddb1ca3,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-49e41261af355beb191f03e1,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-014c2bd170b2e5608601056b,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7aaac41af2e5559acbc7650e,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-2d40dbd464288861dc34163a,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-3ba62a753d8815a82922135c,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4fc76007a6278dd6e15ebc86,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-5cc432b21c5975cacae86ce1,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-57e7e227b479fa42137a7ffa,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-2260a65d77273e0723556399,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-87865b8344893c49672c9aa3,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-320296b7f3e92e33f6a325aa,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b4f6bff7800022992c789b44,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4494f8faa5619a8dde9f881b,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-276d296e3b6a64973dd3bb1b,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-5b15407675888e8f1a6b51be,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-f2add16b9d41103d7ed32fde,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-57c8c2043bf99c3d7f4f50e1,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-899f2bf300e547ae30fedfbc,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-aab68dc162dc2c6646445142,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-fddb5784667d71627076dd32,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4af428a4cc4b2a833e3aea62,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7c52e49435e02c9c18e8cc96,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-92a98268e2383eb4b02763ac,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-c33b52980b11e28743b010f1,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-e0a2c44e6d814b2c13fbe432,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-905a328a0a8c5fe8330ab483,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-2718fc5af227cdecd72a1f61,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-d3690626fb8aa47bf74dc529,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-3f52267b2035aa5d926f18cf,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-68dff3a67b5d3f32241603f6,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-1dffac01c058a4b9ab5f9b7c,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-68b102d50f6879d95056ce5e,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-5ba21b184b5f92fd9d9ec05e,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-e9563885b3a449fc56c87d8d,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7e0052a76730d4d45885a595,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b5b544550fcd0d8c5cebf27b,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-f3c7906ac857252c1bfc2c4a,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-a7c2f480050a7426a47d4f1c,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-3f267d1242f17e9ada8f0e87,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-8fd6989d426bacddce1b4516,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-0f3147e6341522b1e853dd3b,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-918adace56146389de1f1766,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-d43c71f8018aa729eefeb476,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-9cf4d043ff1d1bab7f45e0f7,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-34721b4bf68c27f5ef0bd3d9,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-46188973409f0f134ab24a85,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-9c3a4265bacda7e4a4fb0bae,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-815478a7688c28ac1c1847c3,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b2a4642a0a02e61691387c47,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-88c695737411bc8775bffdde,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-0b2f75f8f9aaceea393eba7d,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-79970dd0c6ff5a3e7f738950,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-2c00cfad8fb2297a054da022,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-fb22e454a9d072796271b852,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-feaf7be0805b1586bc61ea4a,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-658c1d841e2e42dad4b0a864,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b495ca5d1ba974e16bc35227,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4f8439efb0fd4c2ce6433784,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-a1abd3fd285be2632c93427a,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-fc130049ca351ff8edbead80,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-19ffd4b122d781039a0e0c81,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b295f2aa31d1429caaff0568,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b688b807bda28052775eebb2,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-2c340cca883c926cf67efeaf,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-3f4840b89a7d7bd9ba646e00,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-fd2c30e806a9c8cff8c2980a,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-e753c7594942a43880ae30d9,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-601608d42c980330f7401203,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-e4ffb705a1bc44bfa90a3285,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-517a01015f944250838bbb47,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-70c8532eb8963c49509c02a5,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-cf5435c094fde82bd56a0f2d,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-894bb1cc85f8255df2bc6fc5,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-94c92273c2f2a7a8b79c9049,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-351a8c2345ac65353a4f5573,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-75f56603dd59616e2c998e72,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-14e0231b93418926c6ce8e70,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7c9a5936a6a5b54151ac906d,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-99e2771044deab9a3b3d0ad7,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-c3775d4c9f9f946e25a0bd1d,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-429c407bb44e00cd92a0231d,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7e012cc876d27ef870132435,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-d21e0d648595edd6274e9088,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-bdfe6443d4d9c58493e6f568,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-8217e2dd6635491b791965f3,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-3ca1d64a4242e64de40f49c2,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-5d67e18324535e3979240e69,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-33afe2d5834c9e150a0146cb,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-a1e89018268c4b9cb81fc945,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7e483f818126e49fd03e01ad,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-a47460c82d6be95efdfe6bdb,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-9defd6ec7bff6478d6dde19c,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-c167d1b127a19032c3734f79,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-d8b1880d6d63541387a0e1e8,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-a09d98b210c0635017348d03,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-427d1c3bedb782a486f741f3,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-6271241d1c5c5046d6f9f24a,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-e07a5bdf4afee86055c3c265,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-6d4e40c6f157783bbe964fc3,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-25b99b77642ae3fa8cf7989d,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b72adc6beffbad4137bcbe7f,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-77adb374860997dd7a049d11,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-8464a65b220c7f87dd86bb46,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-04d3d9fe6ff67ecdcdb6018a,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-f4704f6e90146c6602b85f91,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7c96f21fd8969bec5aaaa694,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b595854898eaa04dab364d82,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-fa2694416570541c4fedf439,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-6a24cfc955a434e34d30633a,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-1a731830b488a1f479c4650b,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-07c907a67705459a1eb983b4,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-bb97e9b426a1a4b9541fddb3,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-726775b0006db44535827f4d,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-78f590ddbc03a4c64fd3e28d,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-932a727395f98730ce39c0b5,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-995b34b2bd6e2f9cddd7e54a,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-d78ea3a24db18970d302227a,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4ae1374941405f6b922128a8,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-06f12a7b2b420c97619d9fc2,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-2b7d7b612c2dc4283db3b147,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-5abf2868fa04d5820f59a295,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-d46402121225ee1802792428,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-98419f64bdac63b614d626df,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-5008053b401e570c37db6dc2,staffing,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-f2fa089a0f48cc92ca613963,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-fcdbfa3a0f27b0b99430844c,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-d60e313579321c3e0f4dc88d,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-045bde93d0ca735507c4a03e,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7c2f07bc60cf69d9ac61ec1f,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-92fcb67ac5ed5700af1e05a8,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-334976480b71f896a8899c6b,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-c9dd46e23b88bbf6aa46c182,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-9e8bc1d7ce787952ac284dce,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-883627a32ffd24d15c16ae77,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-d6f2a7647f335145857a84da,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-71f49f1c0c6741f999626d06,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-ed8acc50269fa7c94ef6556c,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-f4a6ad17402c1748a8b070b9,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-01b3ad8bcc39798aac64f137,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-1673bfa04e27a4d92cf0ae6e,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-0ef739118fde86e34c95c997,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-e2ef6423529198232051b4d9,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-69e60e85801bf125de5b5b9c,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-2bb98e92deb7d471f5649c6a,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-2fa6dc48068a1ab15ee10fb2,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-d65cf7b1126d78bb3ff55a28,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-03f98fab080d0763ed566c51,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-c95862f066fa91dbd0055352,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-cadfeb436d830cfdb16a3477,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-59ecfe181727b9d32b1971dd,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-77ebb4a83a3a06352183b164,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-c66c524c170c4c5816f6ca4c,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-a1e30fa9706f74347098becb,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-a54a5cb58df14df6df67d7e7,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7d16e6ac871b8c5f1d27349b,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-e4b38c6a5ff9dadf4be93ba1,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-1deed2d34562e22b79579e3a,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b9f37896663a02a4b34e8db1,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-6c5d893f5070ff170ebd8616,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4be5c20505e22fb752e8c3a4,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-da0b740e4c5d3ba852ab2663,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-82212570633fdecb0a97c137,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4dc5351fe86234e21abcaa65,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-2bda6e214fd9364a57c3b4bf,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-22bccf133819f6d21d99628c,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-f2ae58842c70aa12475a2a1a,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-41e713c2658a581fcba83421,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-1ff62253e7dcaa76461cd25e,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4ceee7e1b4e5c1a0d5d64975,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-abc146743a9d68bd504e00d7,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-6c8b6c5e24e4451d01fb6935,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-18460edfc0a90e9b21702708,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-477e4692e1d2662a4154e2ac,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-acc9c367cd0f1900fff47369,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-6399b724835f70b0800d3d52,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-9a645017d55ae05051ddac22,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-ef605c185bc1030ac5bf1294,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-251b7cb960b5cba27d53946c,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-a51cab3d8508e604d7e82397,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
