observation_id,status,reason
EXTRECON-0ffe94fd8729d9859ef00531,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-30fe7ba353d06507bb4c506b,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-2f3052488fdf1f50e0040a57,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-7c053ec5c13bc1e4200d6262,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-499847129074f8715f52eebd,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-f46b3321a51da3c92488095d,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-867bc4393e6e1e391892196b,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-7ad29dc7018f14260eaa090b,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-d5c2c1784549cd674afce5c9,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-1b822da7e04a5a2b4d81bf7a,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
