adjudication_performed,ambiguity_flags,canonical_external_ingestion_id,claim_linkage_status_after,compensation_basis_after,conflict_flags,conflict_reconciliation_status,department_after,expected_consequence_if_rejected,expected_consequence_if_upheld,external_administrative_observation_id,linked_claim_ids,municipality_after,pay_basis_after,period_after,proposed_analytical_role,reason_for_cross_examination,recommended_review_type,reconciled_external_observation_id,side_after,source_SHA_256,source_character_end,source_character_start,source_excerpt_or_table_row,source_page,source_row,source_table_id,normalization_match_id,formula_ids,math_compatibility_status,claim_adjudicated
False,,EXTINGEST-812bd376de66deb1d0971f7a,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-7774963b735a4653e1d2ad9f,,cog_2025_209858,contextual_value,2014,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-c670b94cddb8b07ba7a7af2e,side_independent,d73d1b4533ca4cead40aa981d7bd23678a88e82ca88b8e46ac16235f85907b36,162775,162772,100,51,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-d9f5d8e5f97c5ed870516d1d,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-ec91290f2dfbcc3f1473cf98,,cog_2025_211757,unclear,2023,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-040f2ba21a8f84251d0ff03d,unclear,adc616adb509afbc931cf0b2f4f11a5112ceab0c74fa78698f941983779fefd4,,,CUSTOMS AND BORDER PROTECTION,,2,html_table_815,,,retained_not_promoted_to_math,False
False,,EXTINGEST-5e1e89535a1743fedbf02ff3,event_linked_claim_pending,staffing_or_non_compensation,source_local_incompatible_literal_values,genuine_unresolved_value_conflict,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-1b0e075d6b542124292bafbe,,cog_2025_194842,contextual_value,2020,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-a0f7bda1ecadbbe02e99ac79,side_independent,eaca51651c344c70804db30f9dbe07cd69f99ba19412b24c6e25722abac608fe,,,"FRESNO-MADERA-HANFORD, CA LOCALITY PAY AREA",,24,html_table_340,,,retained_not_promoted_to_math,False
False,,EXTINGEST-d0a7c4957ca02c4a45e4bdbc,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-f85c4da0428bac57224ed087,,cog_2025_194842,unclear,2020,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-6b655a1e255d9379935d0764,unclear,eaca51651c344c70804db30f9dbe07cd69f99ba19412b24c6e25722abac608fe,,,158939,,6,html_table_642,,,retained_not_promoted_to_math,False
False,,EXTINGEST-eca6339fc9409525a1fdc1a0,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-fafe53a678a76fbba1a9f40f,,cog_2025_194842,contextual_value,2020,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-69c0e45306f62365bce3e314,side_independent,eaca51651c344c70804db30f9dbe07cd69f99ba19412b24c6e25722abac608fe,,,X,,4,html_table_724,,,retained_not_promoted_to_math,False
False,,EXTINGEST-9ed41562928b9f643e66ff43,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-ddc95282efd8ba18961c5bcc,,cog_2025_194842,unclear,2020,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-b4fdb39d46c231146f26b873,unclear,eaca51651c344c70804db30f9dbe07cd69f99ba19412b24c6e25722abac608fe,,,190012,,15,html_table_1018,,,retained_not_promoted_to_math,False
False,,EXTINGEST-e38cd23b1e07892cda84f2c2,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-9562a53339318c86233cd1b9,,cog_2025_194842,unclear,2020,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-db6952c2847ef9f78d70b1fc,unclear,eaca51651c344c70804db30f9dbe07cd69f99ba19412b24c6e25722abac608fe,,,48025,,4,html_table_1106,,,retained_not_promoted_to_math,False
False,,EXTINGEST-df93a2cba172a32c5a4eedbc,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-f714c4c9b6493d54d780776c,,cog_2025_194842,unclear,2020,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-0ff985b9a81a530af3c9db1d,unclear,eaca51651c344c70804db30f9dbe07cd69f99ba19412b24c6e25722abac608fe,,,159268,,15,html_table_1318,,,retained_not_promoted_to_math,False
False,,EXTINGEST-24535803a3253821fc31fac3,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-35df3b23eaf0d7d9386974a1,,cog_2025_194842,unclear,2020,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-731dbd85eac775c2041da975,unclear,eaca51651c344c70804db30f9dbe07cd69f99ba19412b24c6e25722abac608fe,,,DJ DEPARTMENT OF JUSTICE (LIMITED COVERAGE – SEE NOTES),,4,html_table_1425,,,retained_not_promoted_to_math,False
False,,EXTINGEST-ca2cd7d93c647a4c0c5dc9be,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-a82fd42f11c21a61ed02ecb2,,cog_2025_194842,unclear,2020,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-58a68a61012e6f20f6fa1bd9,unclear,eaca51651c344c70804db30f9dbe07cd69f99ba19412b24c6e25722abac608fe,,,129595,,13,html_table_1454,,,retained_not_promoted_to_math,False
False,,EXTINGEST-c5ff2193875d79269b3a9fff,event_linked_claim_pending,unclear,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-e24df6816c50cbb1c5f0c55f,,cog_2025_161149,benefit_contribution,2024,total_compensation_candidate,total_compensation_component,direct manual source review,EXTRECON-2fc42a8fad04dc771c36b051,side_independent,8110b20096afb829cb5457a361fa4d28ebef935cefbd413473924753a2d97c77,3904,3902,"3,",,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-4a1e9f1db5da9eb45800fd38,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-a0c3e99a5ce8d8d8ebe24320,,cog_2025_173278,unclear,2024,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-b85a32b4b17d112d9e6d4608,unclear,dccf53f0b722953d61c96e03bba596652ac71127ceb2a62631991e85759f45b9,,,MONTEREY,,971,html_table_1,,,retained_not_promoted_to_math,False
False,,EXTINGEST-e55672f6871e4259fad75dce,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-043980f0e766c2379409c31f,,cog_2025_204667,contextual_value,2022,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-abd0510c90bde127a778c837,side_independent,d5464392c5246875e3c06ca17ae5b109cb3c4a2ccc6197a3c5459776871f3f7f,638966,638959,"935,764",267,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-8c39bd8fc122ffe46fc13639,exact_claim_id_link,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-d44e1428307a989a40eeb6bd,MECH-08,cog_2025_212228,not_applicable,2026,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-c9052287eb328936aa6b769c,unclear,34e5ef423cf28d224e98ca20f84f3b89a1bde9b8d9f18b80e13dc3c8ab145f2f,12060,12059,8,14,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-91552c04d3ce65946bcabbcb,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,administration,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-a937b8b6b57491a06895a33a,,cog_2025_166101,contextual_value,2017,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-3d3b41840837ae0070d632b6,non_safety,03cc70a6f6bbee1fe0355013d9a2234076ef0f66e648ea6f33e2f9c93ec938c4,572894,572889,"2024,",,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-fec7f3a12e2e892b434833b6,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-00f8eb37a227eaa13319f65f,,cog_2025_177617,staffing_count,2025,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-3f5c47f40260cf3e95a8f2bf,unclear,0a75efb4e0b63dff24d158d17968e471c42eb6d4fbfd66aaf8db05a3bc90379f,688669,688665,2026,336,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-5128ddeb6cc5cfb259ac2431,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-d8f26031e41f53d82cea388c,,cog_2025_170800,staffing_count,2024,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-9cf704607fcbb4585fa609e7,unclear,4706f29414599e08d7c9907c441983d80a26a6ecf3cdcb8a0d2222530db8624a,23856,23854,22,22,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-a07cfffa5ccc07a1940990f3,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-aedac51f18aec99f68b8dc91,,cog_2025_202162,contextual_value,2020,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-798ec32f0fb2938ebd272c09,side_independent,054df0a520dc6a915b09abb33ea1f7e1d27d0e8362ed4b8f5161c28f012ca8d8,1565492,1565491,0,366,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-8ea4ae890679b01bf65587b2,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-2b0450dd427c02b668cc3448,,cog_2025_170800,unclear,undated-source-B4X2500LIVE-20260729-003896,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-8e2d166ace73ad286b30dfc6,unclear,f5b2b5938c965235330b4003bbb16966ce6f05df446df7b1c1e055386eb66b56,,,@graph[1].name,,36,embedded_1,,,retained_not_promoted_to_math,False
False,,EXTINGEST-32656dd596f6da0488ab6735,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-1162b13eda571c7f634c9422,,cog_2025_166854,unclear,2026,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-a48d05a28ff62f0676bb666d,unclear,cc11c23321a100de7effe479586c94014cac304a4712676594b63b8513be0dfb,,,66139,,3,html_table_806,,,retained_not_promoted_to_math,False
False,,EXTINGEST-40290bd4f38467cf8e23da19,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-0d105c9429c2016417882a46,,cog_2025_166854,unclear,2026,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-7a10c5fe60df3eed2f2aaa46,unclear,cc11c23321a100de7effe479586c94014cac304a4712676594b63b8513be0dfb,,,77913,,11,html_table_1050,,,retained_not_promoted_to_math,False
False,,EXTINGEST-f86ee0006adc12f02e176d90,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-21986e16ee0f0d422521ab70,,cog_2025_166854,unclear,2026,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-a6e65a80cef94fed09975425,unclear,cc11c23321a100de7effe479586c94014cac304a4712676594b63b8513be0dfb,,,64455,,6,html_table_1074,,,retained_not_promoted_to_math,False
False,,EXTINGEST-163b386610321b03561b6d2e,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-3835c53174286bb298a8685d,,cog_2025_166854,unclear,2026,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-183d13962c6e3e1a85fdbd10,unclear,cc11c23321a100de7effe479586c94014cac304a4712676594b63b8513be0dfb,,,72699,,9,html_table_1074,,,retained_not_promoted_to_math,False
False,,EXTINGEST-7afce3e932a539ce31a3366d,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-69004c0e5c90e94ab163bd21,,cog_2025_166854,unclear,2026,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-7bf42f090447a9bfa622d8bc,unclear,cc11c23321a100de7effe479586c94014cac304a4712676594b63b8513be0dfb,,,52071,,6,html_table_1254,,,retained_not_promoted_to_math,False
False,,EXTINGEST-62671c0b805ffd5cf7bd2abc,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-2d4b60576a7759135e3097e8,,cog_2025_166854,unclear,2026,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-6bcecb60a5c1cc05ed3cfbe6,unclear,cc11c23321a100de7effe479586c94014cac304a4712676594b63b8513be0dfb,,,34611,,3,html_table_1426,,,retained_not_promoted_to_math,False
False,,EXTINGEST-c4a0b36b0ef17313eb39ded7,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-940dfb712c90a0b5fb8ad9c9,,cog_2025_166854,unclear,2026,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-3d2034a34a92716096969fe8,unclear,cc11c23321a100de7effe479586c94014cac304a4712676594b63b8513be0dfb,,,42479,,6,html_table_1450,,,retained_not_promoted_to_math,False
False,,EXTINGEST-237ae2a0520c9f056b6e8c4c,event_linked_claim_pending,staffing_or_non_compensation,source_local_incompatible_literal_values,genuine_unresolved_value_conflict,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-45c51086c27c97c81847bc30,,cog_2025_166854,contextual_value,2026,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-a87105a0cbd1c0befa7ee8e7,side_independent,cc11c23321a100de7effe479586c94014cac304a4712676594b63b8513be0dfb,,,X,,42,html_table_1492,,,retained_not_promoted_to_math,False
False,,EXTINGEST-fcd26582c100411d1e62f7db,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-6739e96cb609a1f90cf05d37,,cog_2025_166854,unclear,2026,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-a1de203d9773332df6fb58bd,unclear,cc11c23321a100de7effe479586c94014cac304a4712676594b63b8513be0dfb,,,94201,,2,html_table_1538,,,retained_not_promoted_to_math,False
False,,EXTINGEST-866a97da84a497be776b2dd9,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-216854061a7f6bbfb96689af,,cog_2025_166854,unclear,2026,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-03b2adb09dbe81ba10ca9550,unclear,cc11c23321a100de7effe479586c94014cac304a4712676594b63b8513be0dfb,,,90656,,5,html_table_1674,,,retained_not_promoted_to_math,False
False,,EXTINGEST-efca139a70e1002130825f3a,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-c0356ed4a30157885822113c,,cog_2025_166854,unclear,2026,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-8a70cc8c650fb238cba75b39,unclear,cc11c23321a100de7effe479586c94014cac304a4712676594b63b8513be0dfb,,,178326,,5,html_table_1718,,,retained_not_promoted_to_math,False
False,,EXTINGEST-e6c8a1a162bc5d4e2d713bd5,exact_claim_id_link,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-55680c0cce6f1ce59609367f,MECH-09,cog_2025_193555,unclear,2026,local_comparison_candidate,exact_claim_id_linked_direct_observation,direct manual source review,EXTRECON-adc8c1c8f93fd9a734388a34,unclear,e7b03f17123dbf17ccc4dea155acefb1c5879734948b04686b28fd3a36b407ca,,," Budget Office
Responses to FY13 Budget Questions",,4497,html_table_1,,,retained_not_promoted_to_math,False
False,,EXTINGEST-548b4e6772bb30daccae9d5c,event_linked_claim_pending,unclear,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-0996aa2743b205c69b14f193,,cog_2025_161475,unclear,undated-source-B4X2500LIVE-20260729-003497,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-60b3096f5cfcf5e590a5e380,unclear,f5ee1544a875556103c4194ec4bfd399b266b502ba8ee0bf0b4ce0d2e3d8be8e,,,Resolution date + 2 Year(s),,2074,html_table_1,,,retained_not_promoted_to_math,False
False,,EXTINGEST-9a689d90d475693e0ed107c4,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-84a499af78b02210802f512f,,cog_2025_106763,staffing_count,2019,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-ce778c9079dc1bdce9987573,unclear,79b1c3b4d0843cdaf620b7f2fde37d40bc9a7fddcccfec5d522412762ce2585c,966110,966109,0,454,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-d6354cfe3eef8964db4e9375,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-52baf28f589eec5a0ab6e00c,,cog_2025_105798,staffing_count,2024,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-382c0202aed8bdb9c112ce5b,unclear,1744c107ca5d4603edeb41f2e624fa8fd41d50956e547e0a70d91286467a53da,479711,479709,56,276,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-fd90ea8356595af12c4d890e,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-0a7b004681e78454f59c915d,,cog_2025_105798,staffing_count,2024,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-35c8cc610354ad201b88f7be,unclear,1744c107ca5d4603edeb41f2e624fa8fd41d50956e547e0a70d91286467a53da,500808,500807,0,296,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-2d92ad01fc3b07240ac69fc5,event_linked_claim_pending,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-9a536c2e1352d028e82cfe31,,cog_2025_134638,not_applicable,2025,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-6b666053a41c89b1e257278b,unclear,2a8c521043e1ef0ddd185cee4a4943f0d302daa9e13a63c0232328a2f323495a,715769,715767,25,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-ea9ffeec0421bb80497765cf,event_linked_claim_pending,salary_schedule_rate,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-ebc807abc9f843656133479e,,cog_2025_134638,unclear,2025,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-6afbadf8bfc070d573cb818f,unclear,2a8c521043e1ef0ddd185cee4a4943f0d302daa9e13a63c0232328a2f323495a,,,11,,8,html_table_502,,,retained_not_promoted_to_math,False
False,,EXTINGEST-6b831e869631073137d4f79d,event_linked_claim_pending,salary_schedule_rate,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-b0351fc540ff403437a2618b,,cog_2025_164284,unclear,2024,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-77bd9d999d66285c65c7de0a,unclear,9ea93cca67a6827426a989f9f5139aefbfd57b29f3b6daa4540fd4900b38c928,,,10.5,,60,html_table_36,,,retained_not_promoted_to_math,False
False,,EXTINGEST-d4a7d8ea062b343174f180dd,event_linked_claim_pending,unclear,,not_applicable,police,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-b7ccf758a5e34ad545be7c7d,,cog_2025_209858,unclear,2022,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-51a077471e60fd176d5c56ed,police,9eadc7352a1ecc7727b3bcfca3480eb26498634a643eb40b5c55a3eaf714a588,945745,945744,9,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-3cdcd3dd140cfd73171ff733,event_linked_claim_pending,unclear,,not_applicable,police,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-5bf54b07f7cab32ad9ef42fd,,cog_2025_209858,unclear,2022,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-a0e0a9d185ff8360eda9b3ef,police,9eadc7352a1ecc7727b3bcfca3480eb26498634a643eb40b5c55a3eaf714a588,1148482,1148478,2019,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-67a824329679c25eafc1b61e,event_linked_claim_pending,unclear,,not_applicable,police,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-7f304926bf81536ed5b0a29f,,cog_2025_209858,unclear,2022,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-ce9f2fbb95bc4b6fd9e3d461,police,9eadc7352a1ecc7727b3bcfca3480eb26498634a643eb40b5c55a3eaf714a588,1334006,1333993,"April 2, 2019",,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-14809d1fcc315db6b307130f,event_linked_claim_pending,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-e302ae4556496e7bbd114e0e,,cog_2025_209858,not_applicable,2022,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-6bb1310cddd399a05bea2d59,unclear,9eadc7352a1ecc7727b3bcfca3480eb26498634a643eb40b5c55a3eaf714a588,2749664,2749663,1,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-a042e9d08819f2b526abf0eb,event_linked_claim_pending,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-961e8aa0dc545f49f606e50d,,cog_2025_209858,not_applicable,2022,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-beae8a870753bac0322fccdd,unclear,9eadc7352a1ecc7727b3bcfca3480eb26498634a643eb40b5c55a3eaf714a588,3649109,3649108,1,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-a1960a95d923f47fd07516cd,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-e822b62bb5e330677203c004,,cog_2025_112867,unclear,2024,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-1c8968002ab23700c8bfc473,unclear,5633a6a16a107e44497defdf9903b84b48447eaa9146b1fb10c6b903138406f2,722775,722772,-10,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-8e25a9d4b81bd64a77dd166e,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-78b4eb8aed75a1202f69593f,,cog_2025_166502,staffing_count,2023,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-48335d44f2c8ca759fdff3b3,unclear,ab1b27b4d5010a3a2176bc1d4a08b7a72b7a790a6f39dddaf1c6740f88e09181,507198,507194,55.0,258,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-4a5d39c95cb601ec4a53f5ac,exact_claim_id_link,salary_schedule_rate,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-6252548d568667903f9ba851,MECH-04,cog_2025_225686,unclear,2021,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,EXTRECON-1b3bb413bb11482bf7947b10,unclear,2d76c6635af4bf882d7ed9df93094660b17895f717b5d78a009bdaeac0635be5,68660,68659,3,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-c4e937bc5ce1202d65b13607,exact_claim_id_link,salary_schedule_rate,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-6697b115f545b019762766d3,MECH-04,cog_2025_225686,unclear,2021,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,EXTRECON-f49ba23586f71301d5f5e300,unclear,2d76c6635af4bf882d7ed9df93094660b17895f717b5d78a009bdaeac0635be5,260571,260570,7,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-e98d8d1ab48b1b51f46a0b51,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-662bc220a78129893f2bccd1,,cog_2025_225686,unclear,2021,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-3d81ca6d9872019da0e049a8,unclear,2d76c6635af4bf882d7ed9df93094660b17895f717b5d78a009bdaeac0635be5,,,52746,,2,html_table_282,,,retained_not_promoted_to_math,False
False,,EXTINGEST-7b302a6ce8559fa716b7a8ad,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-2262d19e444eefab08c54168,,cog_2025_225686,unclear,2021,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-bad875dfc968183a44fd60aa,unclear,2d76c6635af4bf882d7ed9df93094660b17895f717b5d78a009bdaeac0635be5,,,130531,,5,html_table_890,,,retained_not_promoted_to_math,False
False,,EXTINGEST-9f9153d942af925efcd09079,exact_claim_id_link,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-b1a42ee176fa46a17389d562,MECH-06,cog_2025_103885,staffing_count,2024,staffing_hypothesis_candidate,exact_claim_id_linked_direct_observation|staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-c9ac41a501a7d6a878f1f2c3,unclear,a723ecd15a18331324496a4a6abf7a34d4419fc1b90ebc7bef08d229747b01cb,775078,775073,93.08,523,,,,,retained_not_promoted_to_math,False
