external_total_compensation_unit_id,observation_id,municipality,period,side,component_type,raw_value,normalized_value,status,component_sum_calculated,source_SHA_256,source_coordinate_input_sha256
EXTTOTAL-9bf79db94c47b78f36903227,EXTRECON-f6eb9c5b8ea938bca888c5d9,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,11cd002f28b0029e94eabe648477467cb28ae4faa165ca121cc1c2ab21543ad8
EXTTOTAL-3e9be5f061b714f77ed4ed80,EXTRECON-3f416d88eb266cd5e6582d62,cog_2025_131431,2023,side_independent,benefit_component,137,137,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,6e691142b5c75433946894b0d4f7383ade792fde4fa5c714557023da0275b165
EXTTOTAL-e3cffac443e5c411c1dae59e,EXTRECON-40c82d6b17afc8be2e23579c,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,1451061f2fc68affb7dbfcc05e2097b813fcd61d092a1ba25b36fecb46bfb669
EXTTOTAL-e6ccfc2a6062e36ca1a0b70f,EXTRECON-83ef56b3f18da85f1687e545,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,af2869be69124af7afbb5d3ee73bc60ccc604aabd912fafcf2c28b3e6da823ae
EXTTOTAL-0f891ab8c9f319a7f50951af,EXTRECON-30943d4d454e527f29be482d,cog_2025_131431,2023,side_independent,benefit_component,53,53,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,5196da59b56d8b17708189afaf050024ad81e8c895127c94ab2fdb32c1056c56
EXTTOTAL-ec9c559479ce31d36b0cee71,EXTRECON-f0cf31bd9ecc9824037a4a31,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,458ff9eaae10127051e81dee9d64be59bcc3a05c418d77ae741595b989557fc1
EXTTOTAL-a1618bc440be21e1af94d4c4,EXTRECON-642ced77b44e37cee814810a,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,558f8d24dbf8d7a9af5e7426c54c67514c6e87834bf76719d5b6c467b3537419
EXTTOTAL-d47b2ac70bc1f9e789898b77,EXTRECON-499a3a543b00964250d0c1b9,cog_2025_131431,2023,side_independent,benefit_component,"16,551",16551,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,6f2b456d02ac55583687133da112d568f7acad92807613b5e4e764b7adba2dc4
EXTTOTAL-cc157608e000b5a93c29787e,EXTRECON-19b939b90cab31dc4e9b6ff7,cog_2025_131431,2023,side_independent,benefit_component,4,4,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,bd56c6857b32acebffdd640aa9c34336b736cd74f779da342aca3e08b8dac8e5
EXTTOTAL-2da72d43277a9293bb1c6bdd,EXTRECON-2a0036373b752455a35a78cc,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,523804658af3f2087ea7c0a4b25933c57222cc7162974625902dbbb21ec82438
EXTTOTAL-b75ef6183adb0b3b3f61ebeb,EXTRECON-c02eb3357e3ecbb827d630dd,cog_2025_131431,2023,side_independent,benefit_component,"14,400",14400,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,644135d9572afa2674c21140b8892d02e8fbb0dac949775cbafda9f48ada478f
EXTTOTAL-80a18e35f867966e99e6c407,EXTRECON-2f2bcbeb70ee59f0307d433d,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,0db2a60d82fb013fc3db9a2a28ac864f1c14114e5246058dfc862bb8a1587be7
EXTTOTAL-d79ad37aac564807b9d4eef7,EXTRECON-eb30ce7da570457d722dafba,cog_2025_131431,2023,side_independent,benefit_component,3,3,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,e8edb683320aa07986e635288ec9df5d279b5dcc9ab42ad53e0a717f1da92e75
EXTTOTAL-9eca1cc43e6ec6d84af65e63,EXTRECON-7c746be1366594e58f529b1f,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,2df9d79d907a895d9df3ec081716a03b365bc52ccd42db27dfcf406b6834b944
EXTTOTAL-f2b21a5692606decbbe4a047,EXTRECON-14f8a13cdc7e963484010448,cog_2025_131431,2023,side_independent,benefit_component,4,4,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,da64552aab78bae1132ee2d9e1911788a5e56ca5636879d62a083ebc42c9f116
EXTTOTAL-9f2e74b2fbf444e2201d1048,EXTRECON-90a6f5be3856fee4d894861e,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,c67d1138e860fdb08a530d3792030e6fffd1ac98d07037aef203faa9729c3b30
EXTTOTAL-fd6b3ff492363a882954e2ad,EXTRECON-4f3414d68f9e3abf39ffdb0a,cog_2025_131431,2023,side_independent,benefit_component,72,72,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,aac0c7bae35dd01f6f15dca49b2f1da07533c07eaa266ed3072f0e9e82be7a11
EXTTOTAL-9d9516237511708c276d139a,EXTRECON-6f64eed748dd41bfe6c00110,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,72d4d176f6247d53d19d09ab96c27d0a033d4d8dd2e693cb5c89a166defd8b30
EXTTOTAL-41cc8f6fbb4118ab70bfa434,EXTRECON-11ffd0b80e36144f49ff350f,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,047dadf44ec499d157e84546d8b8c9608d0aff0111f942f4c4235884f21435cb
EXTTOTAL-28c1c20d24436466243bc85f,EXTRECON-5abb2a9ec849cbb0faf91e62,cog_2025_131431,2023,side_independent,benefit_component,"4,615",4615,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,33bea24a4d05481defd4baa18f49860658026f18d3ec4932a3de21521d30471b
EXTTOTAL-613142dbe28be295b4608541,EXTRECON-52311cc2d77126b147d0a0ec,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,6f43d84e751b6c3ff2e7fe20685eb682e466c703a9045e9a35b34b736d443513
EXTTOTAL-a337071bc5fa512e51355567,EXTRECON-2065c7e0d75da5a7e3561bda,cog_2025_131431,2023,side_independent,benefit_component,"4,188",4188,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,5cbc01338e7cbf61f86f945718c5dd1b3882ddb414342429d432e51234225020
EXTTOTAL-c772997f8ac168c0cdc72dd0,EXTRECON-24634a11458bbf0542ed543a,cog_2025_131431,2023,side_independent,benefit_component,"9,500",9500,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,a69ef80944c81391190399226170d902d4eec12407c58207df2042e067da2d75
EXTTOTAL-5babf1de3657b4c118c77361,EXTRECON-c19160228b6801f62bbc10c2,cog_2025_131431,2023,side_independent,benefit_component,"1,300",1300,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,f6d18555b867d30a3676ef66d28c1f6352fa154145a36c480bb246e64794de31
EXTTOTAL-36202041f834cb64af5efa19,EXTRECON-007e952fb03056e5ae8b85f7,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,ddbe3551f2f22883fd37f25d573e9a4b865cc2f02b85e1e0e1cd6cbb6be5a16f
EXTTOTAL-6827dffad6848841214756d3,EXTRECON-0fdaa471fcc204019f9a4559,cog_2025_131431,2023,side_independent,benefit_component,287,287,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,acaac4822478aa714f5af0dabdb12c24dd3b54cf6068e3baab7cd0b05e831f4e
EXTTOTAL-66d7fba265ee0971c9b84de7,EXTRECON-c009411f3811e40571bc3b64,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,ed21c2835be8632d6f1176d2622ad0015fbec98bce9be567c6360abc818ddb90
EXTTOTAL-7e7a4ab95151dab71d292793,EXTRECON-a14e5304475a29b39e0bfbea,cog_2025_131431,2023,side_independent,benefit_component,"1,111",1111,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,02a6b9dcb40cd27ab7890ab0490da64a03e6d4d148dae7b8eb20ffdbd287df79
EXTTOTAL-e8014d88d3fa80be625234f1,EXTRECON-b56388be54d11d9fe85d7147,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,6762216d946bb46cf7eb7a698d370f3caeb0bb943b0f61447e8f852a5e8bd1bb
EXTTOTAL-7ee15ce78aa93cd4b2854e10,EXTRECON-7b07862a29d3c3be3a09f489,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,7626f3565245ee380b411aded1f49023cb2ce5796cc8e113d5301f443a77e392
EXTTOTAL-faa18c080dae634b9e97aa57,EXTRECON-641b451cc495b52e09668948,cog_2025_131431,2023,side_independent,benefit_component,75,75,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,4daf70513abab509a654d93ff6d5418151deda74c91c468c8312338c362ac946
EXTTOTAL-baa00cfd350343fe7f866445,EXTRECON-29e3dd762d9e63274b31eb15,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,712920ce63a82e4bc90e0548d49bbb7d236cb0f012c0dc266342b5b21a7cc29c
EXTTOTAL-f42cf929cf888f54e89bb45b,EXTRECON-645f9dd0bfca53036bb15183,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,1af3deb8a2ff34809154af02edf06914208d5b7d54e1a6285014d6aea9c9ce22
EXTTOTAL-31c7bfccd00f652622d68436,EXTRECON-c91d05fc3b6087e9ea86412e,cog_2025_131431,2023,side_independent,benefit_component,6,6,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,b22237a398cc4f38e9eb208147a5d1441992936160b5dfd2249acd06fd143e7e
EXTTOTAL-5ffa518722cd4916e1f6b545,EXTRECON-536682f23d52000116ecabc1,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,e96529ea07989126d98d3c4ebb98fc4901210cc519534e39190e22b720985a88
EXTTOTAL-eed4d3b80d5d5d200de6daff,EXTRECON-e8b6038e920fb6ba7f9d596c,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,48f4981f0379d6a49f57d783e12cfe4c534b445001a00fccf5c6ec15da8d357e
EXTTOTAL-f42cc2f7ce4b617b5ba70d9b,EXTRECON-f1604ac5ab021fec02c487c4,cog_2025_131431,2023,side_independent,benefit_component,84,84,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,d7225b7a934cb9abfd68d2791948a3e8ba60704db41ee230640cac477ca1da45
EXTTOTAL-639f121803d42ccb94405174,EXTRECON-cf97830ff31131108271ae5a,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,2637be424d70be4a329a27dc38133514228e9e04c947aa7aba59a3f985ab1c89
EXTTOTAL-54e275087683b3bc53a31715,EXTRECON-3dc71890d3318f9b8d5cc427,cog_2025_131431,2023,side_independent,benefit_component,32,32,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,ca5c46f1ea26ce35b15b8e58a694a8457c60874a1974501f3d4d22961e41f89c
EXTTOTAL-598f7b2628c7963a8ac0f547,EXTRECON-5a37af9258438a77d96f38ad,cog_2025_131431,2023,side_independent,benefit_component,"4,277",4277,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,565004c39dd080962b80ce16fccee25c975c7af66e5d883e0a1dc831c06ab5a5
EXTTOTAL-11077f2a8da914a53f800196,EXTRECON-821de6ed95d8cef229f2ed91,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,0573858bc3f5bed248978d0bab99839a93a101964f60a630457f7acbebb651e6
EXTTOTAL-06c0b0bcdbeffdc667d6eded,EXTRECON-5cf62dd8c7f9ce17666ac4da,cog_2025_131431,2023,side_independent,benefit_component,191,191,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,2143dfed62b58daeaffa3218a445bb027ef760a3fe2c682d439ac2ba4851301e
EXTTOTAL-d2e56ccd19e3b795b7309029,EXTRECON-f78f84710426343e02b01e3b,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,655c00e49f3185ff8a453d2b70eed9f01ab61374f1009f31ae9a67c790dbfcda
EXTTOTAL-ebbed30a402cbe4fa2cf5553,EXTRECON-9cadb9456e09864375b61b2b,cog_2025_131431,2023,side_independent,benefit_component,123,123,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,6afd5a330eabbd5100116c206005c613453472764299ea5daf8006004144c291
EXTTOTAL-ec7d161e8e394c260c56ffa7,EXTRECON-6484559a03c69f57850bc0ac,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,4ab3a80e8528edca533dd60a623f394a20c910f9065bdea69f6cd0b1c0f8369e
EXTTOTAL-6b8920b92548487318edd309,EXTRECON-cc257bac27aff2c4dc83c2e2,cog_2025_131431,2023,side_independent,benefit_component,402,402,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,c711729a99a9c612c0d460528d1c16427ceaa483ad0008443623f4775eded474
EXTTOTAL-1033faabb3c016ec72dcbed8,EXTRECON-f1aabbc374e5557825cba1b0,cog_2025_131431,2023,side_independent,benefit_component,331,331,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,77cea19b34ce18f68c19bc16f6d74104bc0e6fa92f3fd9659d3d0fa7ba33dc32
EXTTOTAL-ba833514fca7c3e9ac05fac3,EXTRECON-256b510c74e8718290c94b00,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,48fb0821e29087e0ed20e420512b690a8cdbd399919a048af1da18e86484a8f6
EXTTOTAL-d9305244426f97c0d4190b0e,EXTRECON-aab0afb698530fd24d3054cf,cog_2025_131431,2023,side_independent,benefit_component,406,406,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,f261f1dce1fa6eeae74bf5e93a88cd9074b7d9c8470c5a9af3120937226de8f1
EXTTOTAL-001cf4114eb6edcceec17ad1,EXTRECON-73bfffc38c70393d78c8d3b7,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,5bf450a387a3904042702113212855046a7e7a9ce03f49582438625d96f7199e
EXTTOTAL-0509889aae63908d5638278e,EXTRECON-dff2f838fb2b8a1e24388eae,cog_2025_131431,2023,side_independent,benefit_component,16,16,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,809e4054196a590693bc40d1d5730da7ab610699052d9beaa5afa2087cf1ff5b
EXTTOTAL-10dd946a4433fc7909595a31,EXTRECON-0b0b4901b0a6d0020d453909,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,a3a8545b3177394292f4d218036cb37868d14c20d4cd8c64d299772667163a62
EXTTOTAL-775ad6c8b8f2185e2419fc58,EXTRECON-74784187601b9daed4cc129a,cog_2025_131431,2023,side_independent,benefit_component,315,315,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,89fdbcc9dd57ae0ce6a7785b2a3522399b92a42ee19e8bad8832674d8acc5603
EXTTOTAL-62c5a40a78c868b1adf085c5,EXTRECON-8a91befded81c90410c03251,cog_2025_131431,2023,side_independent,benefit_component,6,6,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,d9d38199dc2fb9fcd539dbef42b9d406092f0c359d8390fd6bf903d60e395345
EXTTOTAL-2fbab393a499723081edf1f3,EXTRECON-1566f1452b32780257bf7479,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,66529e428a82669daffb299b48e041991d06475aa2741c79a74a804e3dc3048b
EXTTOTAL-46ca82f12281fbc443c3ca27,EXTRECON-9f432f35d62ea2921207c8d7,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,a50d30be9f002b6a2db2d102f81f4cacae2084618cf47d1a3b438a1e46666d16
EXTTOTAL-a2016e71e783464f80d8777c,EXTRECON-88688139c7b20e07037081b7,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,6a1d887311abd5a6efc3b6250e23fcd0e8751afcae99e3b71391f4f02fe73e68
EXTTOTAL-7fb56ccc04aabb1de8c5efc8,EXTRECON-d8d80735915786190ffe74e5,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,96285f1eab5588e3a7eea65f1ecddb65da2cde54b4e7973ebc894b8312a277af
EXTTOTAL-2fa59ae53efc13282f9f7ce0,EXTRECON-f50f14336bfa7c083f799a8c,cog_2025_131431,2023,side_independent,benefit_component,"10,407",10407,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,8dd389e9ed95ae78763413db40021a4de6dac0da8bf277401399129ab1ef6fcb
EXTTOTAL-84cdb89637020f35a808629e,EXTRECON-9f17ee178da9260713cf4062,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,8224e6f8fff8c5bd51f948943fc6ce737a90d38a4f3e304e0895c78781a31bd1
EXTTOTAL-a764b370669db40259adb814,EXTRECON-093c606f46694fee4bb8a88e,cog_2025_131431,2023,side_independent,benefit_component,38,38,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,48489ea1fecb6c318e77de1062ef8f927e416a2512ea30ac6a050fa28581ac5a
EXTTOTAL-e7a1e99645ebc1aacf434bfd,EXTRECON-72ffa6de7266d2ff903ecda2,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,985b2fe500f3e800f13d6e3fe5d19d434a1791606c0bf37cf9b95228b1f163e1
EXTTOTAL-6b2dee0aa4d1dee421bdf5c9,EXTRECON-e9ffed11849f214d9d9f5ffa,cog_2025_131431,2023,side_independent,benefit_component,0,0,incomplete_component_set,False,2b7b439a86d288edc99afa670111d1981d9c4aab178fdbf9325b914e69208106,533c5c4f067b8ecb3500fbd5ab34a84ffe7ae7e019c4d2ba960faaa02cce0589
EXTTOTAL-c24cb47edf6d8590c16842b7,EXTRECON-64c0d7c1b825cf12909286df,cog_2025_166790,undated-source-B4X2500LIVE-20260729-002884,side_independent,benefit_component,1,1,incomplete_component_set,False,6a87a8125a0c99f1b522b73ecf12ccc734c24584a6ef4fa612fe52c4328e4cd3,104bbae6c6abd9639e3191999847856046a082058886cda8d576f39f52ee1317
EXTTOTAL-1e0bcf6039ac935577ac2974,EXTRECON-53d45a922cca7ebf77f6280b,cog_2025_193721,undated-source-B4X2500LIVE-20260729-006176,side_independent,unclear,"$                70,766",70766,incomplete_component_set,False,5392c458f4bbe9e8e624f3f963601c5ed68b82449f95b34efb6ca43915f7338c,ce93c8c90ab2d9790afd9df0822c7e87645eec0d432a29aac529c9c33c19e625
EXTTOTAL-46cb5873f9f3ef480eb36bb7,EXTRECON-8f77a4e842f4e01cea54b59c,cog_2025_193258,2022,side_independent,benefit_component,600,600,incomplete_component_set,False,1b82a91e5888a5d2d58b1cf77853cd93b102a1affb70c0ea6ffcfd8444992ba5,154615d3eb465174f06f4e4d585deece4726bfff53d6e51035f1952ce974b034
EXTTOTAL-39e1114f98306caf71ed2839,EXTRECON-6b156ea46ec81d602697826d,cog_2025_140792,2025,side_independent,benefit_component,$400,400,incomplete_component_set,False,229c611c0e9d5f8934dc812b1f22d34d656ba9d1093ce7856028510bc5880eb7,025c4243494ed6d5ee98a1ad9c2d56643ee30f5e75fceeed7b8547140b556697
EXTTOTAL-49b4755ab8c24f5b86465412,EXTRECON-4b7760e73b1ee9462c4c0a66,cog_2025_140792,2025,side_independent,benefit_component,"$4,100",4100,incomplete_component_set,False,229c611c0e9d5f8934dc812b1f22d34d656ba9d1093ce7856028510bc5880eb7,91e74cd9241fdf29779937df2e61f118bbc43c91d1806e3e905575a3557b480a
EXTTOTAL-f37726cec0a4bcb84f30d6a5,EXTRECON-5a27555f580f67b6c62e5e79,cog_2025_140792,2025,side_independent,benefit_component,"$1,200",1200,incomplete_component_set,False,229c611c0e9d5f8934dc812b1f22d34d656ba9d1093ce7856028510bc5880eb7,7ea75b130d0f3c8da2d65a8f81eb3c35f08a1c23e3c2b5978ec169181d28da74
EXTTOTAL-47cd8f837802b7f79c6ebb43,EXTRECON-3c5ee9ca57ca206a89618da4,cog_2025_140792,2025,side_independent,benefit_component,0,0,incomplete_component_set,False,229c611c0e9d5f8934dc812b1f22d34d656ba9d1093ce7856028510bc5880eb7,f1de3def220a0511791e0c013fbf0fa0daf84fead88f189887d3ee57530331b5
EXTTOTAL-0d249a3774eb3c8f6cc701fb,EXTRECON-d0139a9a7066d3296cf48013,cog_2025_140792,2025,side_independent,benefit_component,"1,050",1050,incomplete_component_set,False,229c611c0e9d5f8934dc812b1f22d34d656ba9d1093ce7856028510bc5880eb7,0da1002df715c5e7743a0f2ab916159f140777caace748ddcfb0e90909bb6c4e
EXTTOTAL-c6e70f729a0527f54523e167,EXTRECON-faedb603051a24788d41f04a,cog_2025_140792,2025,side_independent,benefit_component,"1,200",1200,incomplete_component_set,False,229c611c0e9d5f8934dc812b1f22d34d656ba9d1093ce7856028510bc5880eb7,6a08c800b1898a71ddde9de981e91ba869b0ace4ee99e6afb7fd71c59e58e492
EXTTOTAL-81f76c08e440d326c3c35424,EXTRECON-a36169cbf8108745d2461eff,cog_2025_126726,2020,side_independent,benefit_component,"279,517",279517,incomplete_component_set,False,e688ee8742a81e0c1b5e9bbf8a147bcd4e8c948d4043c96d1da6dbfb559e2372,5a32a395d74a4edfc9b68ec45faf3c3de9c4902a4bac0c73d88246358d6142c0
EXTTOTAL-bccad279b5a78ae05c1a2f0f,EXTRECON-f769d59585d6079b6704b829,cog_2025_126726,2020,side_independent,benefit_component,0,0,incomplete_component_set,False,e688ee8742a81e0c1b5e9bbf8a147bcd4e8c948d4043c96d1da6dbfb559e2372,6758cc30cad4978d4634e257f201a8c1842a1bf529a27d40fa6a7d3c41094d61
EXTTOTAL-4eb324f19bc8ced8e4d331ad,EXTRECON-739603cb6ab6d89933d2db2a,cog_2025_126726,2020,side_independent,benefit_component,"279,517",279517,incomplete_component_set,False,e688ee8742a81e0c1b5e9bbf8a147bcd4e8c948d4043c96d1da6dbfb559e2372,de383640d6eb15158cf0618d99ab7c69bd74305ba53e0dbd9fc8f0778627b78e
EXTTOTAL-537c5d33dd453156eee3db02,EXTRECON-d347cc9e607e0b5ae1a34f26,cog_2025_187677,2025,side_independent,benefit_component,"6,511.97",6511.97,incomplete_component_set,False,a2635cb3da7aad8bf5075403346f4c6bbbf13cc136531544ba575fadd172e321,a1dae38aca59159622ebfcb9737d2cd903168978953923774b7ae99433725974
EXTTOTAL-3351192e2b73223209134cf0,EXTRECON-42253683aa7243691c4676d1,cog_2025_187677,2025,side_independent,benefit_component,-401,-401,incomplete_component_set,False,a2635cb3da7aad8bf5075403346f4c6bbbf13cc136531544ba575fadd172e321,8e83e455e18d228b46213bf608da9b2e737789c3e2b75ddf66c931e9365f3871
EXTTOTAL-3f8a57c12f5301e0a939e7f9,EXTRECON-492c4d8c5e297358e07d3f79,cog_2025_187677,2025,side_independent,benefit_component,837.56,837.56,incomplete_component_set,False,a2635cb3da7aad8bf5075403346f4c6bbbf13cc136531544ba575fadd172e321,e1683da05be9e36e2be56581062b7b118bac865d5f94dee093d8346a494b23c6
EXTTOTAL-228f27f58ee7e3e5869c6507,EXTRECON-475219af60293a8423686eea,cog_2025_187677,2025,side_independent,benefit_component,-51510,-51510,incomplete_component_set,False,a2635cb3da7aad8bf5075403346f4c6bbbf13cc136531544ba575fadd172e321,e7e63c782aee544d54e0a61c720a7e5e83e637be00495683562f6cdedbbb1ca0
EXTTOTAL-1b480e82531ceba347b287f8,EXTRECON-877d46e1715a5648328ff364,cog_2025_187677,2025,side_independent,benefit_component,0.00,0,incomplete_component_set,False,a2635cb3da7aad8bf5075403346f4c6bbbf13cc136531544ba575fadd172e321,081171bb84f3dac9afc9a240a3c3b871c0794bd280cb37d490971b6cfc4a02ee
EXTTOTAL-cca1b3af0841942a985fc4c3,EXTRECON-f0ccdfe25e7ca2642da02f43,cog_2025_187677,2025,side_independent,benefit_component,0.00,0,incomplete_component_set,False,a2635cb3da7aad8bf5075403346f4c6bbbf13cc136531544ba575fadd172e321,b7da34c89fa2fce26ef8035c4f9608a686161231d213236814be369490344249
