readiness_queue_id,retained_source_id,canonical_source_review_id,local_artifact_path,SHA_256,byte_size,detected_file_type,MIME_type,readiness_hint,source_quality,primary_content_family,administrative_source_type,linked_source_review_ids,linked_candidate_ids,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,source_review_only,analytical_extraction_performed
EXTREADYQ-954e2896e12f1fcd01781d4f,EXTSOURCE-1fb1bec731320d204b00716b,EXTSRCREV-d8d97359546ea90c7e4c1d83,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/df20004fa150def6cb6f43563bf3e8d5ce5f227f4ff3f99aa905ab16cd0e641b.html,df20004fa150def6cb6f43563bf3e8d5ce5f227f4ff3f99aa905ab16cd0e641b,36082,html,text/html; charset=utf-8,html_text_candidate,official_administrative_summary,multi_family_administrative_source,payroll_roster,EXTSRCREV-d8d97359546ea90c7e4c1d83,RESCAND-ebc6c13df351b30ee3d974c6,ROOTCOMP-11ae0b649c91537d912efeb9,MECHEXP-43a54f65d5782e9723a4b009|MECHEXP-45913eac24cb2d31702426a4|MECHEXP-522f9ca90eac7a834c6f6018|MECHEXP-8e3a0a828ad74a8994f87529|MECHEXP-b210e8cb0e55cc4f8e3df21f|MECHEXP-c34858c0bd3dc9c8ee6ceae2|MECHEXP-d9c3e895d7c64fb30146fdd2,,True,False
EXTREADYQ-c2f7b88012a07e2cc4471083,EXTSOURCE-1fb258eb86a1948414a41580,EXTSRCREV-272001fe84dc74a67dc8f4b9,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/043d121d104a2df8cd4c80aa5fcd1ed14d2a20d5b0e7cc7ef956052f026143d8.html,043d121d104a2df8cd4c80aa5fcd1ed14d2a20d5b0e7cc7ef956052f026143d8,100771,html,text/html; charset=utf-8,html_text_candidate,official_administrative_summary,multi_family_administrative_source,payroll_roster,EXTSRCREV-272001fe84dc74a67dc8f4b9,EXTCAND-6b3f3e298d6ec8e863cc6ce8,ROOTCOMP-d1bad0f491a186693cceda5e,MECHEXP-0b4d17936b6e7ccdcf03ddba|MECHEXP-15221a24ad729ea8a54d54b7|MECHEXP-4c74f4271436adaad621308e|MECHEXP-4d1204de3cf4626690ab3db2|MECHEXP-7209dfa5e57f9c843cc9aa44|MECHEXP-e335c381910703ba40ab266f,,True,False
EXTREADYQ-0b68913373c76bbadcd843e3,EXTSOURCE-1fba348a81acd1b30c49df6f,EXTSRCREV-525f792417cbaa9d43cc9d4b,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/16627330ca00e8fe25c3efcd7e5b7bdeaefd5b21594e157a1e484cbcf942d7f6.html,16627330ca00e8fe25c3efcd7e5b7bdeaefd5b21594e157a1e484cbcf942d7f6,18819,html,text/html;charset=UTF-8,html_text_candidate,official_administrative_summary,recruitment_and_retention,payroll_roster,EXTSRCREV-525f792417cbaa9d43cc9d4b,EXTCAND-1ed6a448c572178d364f7e01,ROOTCOMP-b533dc4f26434cddea9af0b6,MECHEXP-02ed51ef0dc4e63deffdacdb|MECHEXP-6c51c4b2a24fe1e645f8bc90|MECHEXP-c29868a911df53d934c05b01|MECHEXP-de185f394b1c9a42319bfa6a,,True,False
EXTREADYQ-99d6cdaf1742ccec6f24b643,EXTSOURCE-1fbaf3e9896f74d639f6b57e,EXTSRCREV-9113a09b233b08ae954178a8,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c82b0e08639d6966c8203c517643f86724138e03cfc1c04fc1028a0110d50567.html,c82b0e08639d6966c8203c517643f86724138e03cfc1c04fc1028a0110d50567,28023,html,text/html; charset=utf-8,html_text_candidate,official_administrative_summary,payroll_and_earnings,payroll_roster,EXTSRCREV-9113a09b233b08ae954178a8,RESCAND-9c01f1bc402c73f4e647d64a,ROOTCOMP-6848382e32df4868e3f8facb,MECHEXP-1ebb6c074d6739ec7d94fde5|MECHEXP-31edf9bf59005890b4d11b1e|MECHEXP-44bce6c74731f8b3f2000bdd|MECHEXP-dfcc2e4b2578701138790de9,,True,False
EXTREADYQ-b128e0e304fd236db38f3290,EXTSOURCE-1fc9cce91275209b7c46eb69,EXTSRCREV-45127fac29aa3b4a09b3f9b3,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c35703436628e64f91ada87408e80a76b27625723c1dd6308dc078495228916d.html,c35703436628e64f91ada87408e80a76b27625723c1dd6308dc078495228916d,115906,html,text/html;charset=utf-8,html_text_candidate,official_administrative_summary,contextual_controls,payroll_roster,EXTSRCREV-45127fac29aa3b4a09b3f9b3,RESCAND-fbbe25d6a12e8f3ae3755227,ROOTCOMP-07ab15b15d14181eda65fa8c|ROOTCOMP-f99e56151e40f96bd74dcddb,MECHEXP-2e950fe03c509d6e4e926d76|MECHEXP-3c9f8f82c903a558d0cefb20|MECHEXP-6750b4d8520c61f4a3d6fcb9|MECHEXP-680b0c94318f9f978ab9e2e2|MECHEXP-81d4b8d932ce6f762198c870|MECHEXP-82d820f704501e6096987621|MECHEXP-98183d27b79580a4627bd939|MECHEXP-e2ae069466689400d684c83d|MECHEXP-ee7e551d19c55f6066a4f1a9,,True,False
EXTREADYQ-cbdf25cc185e1bdfa31400a9,EXTSOURCE-1fcc16aa7594acfd38cda984,EXTSRCREV-a2024f7dd5277eb105b6e859,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f192a6f38c16abd17a2cb0676f41822f9c4b45ad4a9a0b5a315762be9de2fe16.html,f192a6f38c16abd17a2cb0676f41822f9c4b45ad4a9a0b5a315762be9de2fe16,88536,html,text/html,html_text_candidate,official_administrative_summary,payroll_and_earnings,payroll_roster,EXTSRCREV-a2024f7dd5277eb105b6e859,RESCAND-a137d130107d6b9f245007c3,ROOTCOMP-cb596b07b63ca45314acb50a,MECHEXP-3402ad339a9d3c356f61304b|MECHEXP-37095a20659e577ec34a3171|MECHEXP-38fcb5afdfd7736a0bb2b66b|MECHEXP-7cf43fb4a61e224c9b657e02|MECHEXP-e22be5f9d48da103c97dca45,,True,False
EXTREADYQ-256a37ee2a26d4c55c6928b8,EXTSOURCE-1fde29eece638a71ee13b74b,EXTSRCREV-9724096466c3480be937e2d2,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/14aaecf3524a9654da966f56e66bd72459e668944e9825ede6812a4d4a2aa08c.html,14aaecf3524a9654da966f56e66bd72459e668944e9825ede6812a4d4a2aa08c,109826,html,text/html; charset=utf-8,html_text_candidate,official_administrative_summary,multi_family_administrative_source,payroll_roster,EXTSRCREV-9724096466c3480be937e2d2,EXTCAND-84de3d54690e30d30630f0ff,ROOTCOMP-078327dcba6e57adf7a3987a,MECHEXP-06b106e47d7b251a2b631e04|MECHEXP-1703a8eca3413a90738f4d66|MECHEXP-3020e8227b2b227c3f8207a9|MECHEXP-787b7f15dbeba4eda2d09415|MECHEXP-af00b12b8431d7435bc27b6e,,True,False
EXTREADYQ-d5524843f6d3bec7df01cc90,EXTSOURCE-1fe07bb2f1130fe81374cf11,EXTSRCREV-a8f1e948e7fb5b473cb59a32,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/9f28d306600a348efe2fad6d0648d51995ad3ad24e30b52bb7b75fb2ec941870.pdf,9f28d306600a348efe2fad6d0648d51995ad3ad24e30b52bb7b75fb2ec941870,2396557,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,staffing_and_headcount,staffing_table,EXTSRCREV-a8f1e948e7fb5b473cb59a32,RESCAND-968344ed6cec9ca9e6d02b18,ROOTCOMP-4b0d4cde888bccb30a193906|ROOTCOMP-5a250f6c6086ed0175709efd|ROOTCOMP-834a238660aa7b68240f46e2,MECHEXP-027eab439e704d1ddbb31c1d|MECHEXP-3467b2d9412becfa8bdae043|MECHEXP-4491c7bc31747edb23ee7d63|MECHEXP-5fce9a6aec97f15929688740|MECHEXP-67a22aef1316f1983ad92d53|MECHEXP-8d45fce2657c8cabc8b0d2c7|MECHEXP-914f8622bdd3b8f99dd0ed4a|MECHEXP-bb45c1fbe82f04168c726542|MECHEXP-df8ca8e00a318da0f5dfe910,,True,False
EXTREADYQ-51ac88078b23f277af009541,EXTSOURCE-1fe8980bc8648281e4c3b64f,EXTSRCREV-3ed2f66f0db27598a07be791,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a1f2560aeef8def99bdf73524a8d1533cfc0952b1622539de8adf53fb16285c6.html,a1f2560aeef8def99bdf73524a8d1533cfc0952b1622539de8adf53fb16285c6,69017,html,text/html; charset=UTF-8,html_text_candidate,official_administrative_summary,payroll_and_earnings,earnings_report,EXTSRCREV-3ed2f66f0db27598a07be791,RESCAND-03e16580e1e211baa4b5e865,ROOTCOMP-0ebfa6a88ca8b19b0175ab6e|ROOTCOMP-6442cfb1fa2faae863d4b38c,MECHEXP-2f427a10e3ed9834812d82f5|MECHEXP-6f0f24ab7ccfb6a58ad96bcc|MECHEXP-9b575bfd2bfa86c547cb32b2|MECHEXP-a7ec486f449b0592bb954f88|MECHEXP-becc8d86b97719117b61d5f6|MECHEXP-d8fbd71e866eaf6c138cb1c8|MECHEXP-f26dbd3d556cddc05502331e|MECHEXP-ff4d73c8e10f685d1ff771f2,,True,False
EXTREADYQ-86a0a111fdae403c9b54b993,EXTSOURCE-1fea0eb9df8a2b7e787d7216,EXTSRCREV-54fbc17ed220849ea6af8129,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a37233e0f9c2ca0da778b33420ef3293371aa9cf103fb8a104fb6afc9e18334d.html,a37233e0f9c2ca0da778b33420ef3293371aa9cf103fb8a104fb6afc9e18334d,38642,html,text/html; charset=UTF-8,html_text_candidate,official_administrative_summary,multi_family_administrative_source,payroll_roster,EXTSRCREV-54fbc17ed220849ea6af8129,RESCAND-311dfc4211ea05daa5900604,ROOTCOMP-b9b7a2f20266b93987d1355b,MECHEXP-05417436f59e136a37792ecc|MECHEXP-85a740eb17baa1ac0f69812f|MECHEXP-8c52580618c7a9e2580d2f09|MECHEXP-b0ef3309df5c605fcfd6b68a|MECHEXP-b7c2adc356570f50342d711e,,True,False
EXTREADYQ-83c761014db9ec164c94947a,EXTSOURCE-1fee632a7c7117b5dd676a9d,EXTSRCREV-a308b07efb636f2c24f7c1fd,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/31bf1d298c6bebec85ac040f50fb9cc49dc7e99ec3c154475289c920b8a054a0.html,31bf1d298c6bebec85ac040f50fb9cc49dc7e99ec3c154475289c920b8a054a0,25139,html,text/html; charset=utf-8,html_text_candidate,official_administrative_summary,multi_family_administrative_source,ordinance_or_resolution,EXTSRCREV-a308b07efb636f2c24f7c1fd,EXTCAND-0d8b92fea844d4b17d5e94fe,ROOTCOMP-5abfbd4754b1069cb36323d4|ROOTCOMP-6b8221b88edb131473a48bf7,MECHEXP-062acfee3a0e2612a628cbfa|MECHEXP-130991f0efcfa3350c13e58d|MECHEXP-1de3abcca12104bfa5978690|MECHEXP-2863191f64ca81325f437900|MECHEXP-646abbc7891631f282bd400b|MECHEXP-646e848e681ca8f20bd53752|MECHEXP-a019fceeb1f77ba300cbdf39,,True,False
EXTREADYQ-979c2ab6aaca244fd2ba7b10,EXTSOURCE-1fef7f2d01b92db13f9a20e4,EXTSRCREV-ddaa9e87cdd806bc30d11a88,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/717d866fc04109386116d12d88657b72c2f349c09a350473058ecdac094a3136.html,717d866fc04109386116d12d88657b72c2f349c09a350473058ecdac094a3136,111683,html,text/html; charset=utf-8,html_text_candidate,official_administrative_summary,staffing_and_headcount,staffing_table,EXTSRCREV-ddaa9e87cdd806bc30d11a88,RESCAND-309c225524ab531f512b20c7,ROOTCOMP-41248b9b54edf00765a42d9d|ROOTCOMP-d29d8f074816861301e78f68,MECHEXP-2431f4aa3546da2821795037|MECHEXP-575f0091bd7736e2d1127e4f|MECHEXP-63050b09e2f2a561be312908|MECHEXP-8f6a2ea708c3b87390ab9cc9|MECHEXP-cc3497a498f040f5e86aa4ae|MECHEXP-d1b54b5110e5ace1968c689b|MECHEXP-e38d37cc516ae81c41a858d7,,True,False
EXTREADYQ-a98613c96c5aaa8baeeb874c,EXTSOURCE-1ff64915c185406ee8e8090c,EXTSRCREV-7d61e74a21c4a41efb3ace03,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/147b64596661d8affbfeee4dfe35e90824db15f7dace88320f48a3fb707b8303.html,147b64596661d8affbfeee4dfe35e90824db15f7dace88320f48a3fb707b8303,1143929,html,text/html; charset=utf-8,html_text_candidate,official_administrative_summary,payroll_and_earnings,payroll_roster,EXTSRCREV-7d61e74a21c4a41efb3ace03,RESCAND-ca5436df15042bdd40ff70a9,ROOTCOMP-2e62214b58eaf84500075225|ROOTCOMP-ed85cad17f54faee8e1beab1,MECHEXP-0245f70748b7409c8efde0ad|MECHEXP-4069d1580dab85489a15f925|MECHEXP-4c2ede317750e1658c35a94e|MECHEXP-86bfa74fa0d92284a0c43511|MECHEXP-966b85c1f72d1276a0af418f|MECHEXP-c4e07300fea62f3d439c66bb|MECHEXP-e00713d001294155e2e72be2,,True,False
EXTREADYQ-36ae0f74545fac452d66310d,EXTSOURCE-1ff8663487f86a83e77d7270,EXTSRCREV-c94c87a81128a9b4d9b3799e,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/f19431525633c4a28ee8b24d85f9e2ddfded4f5552e2990c4974287a7d543599.pdf,f19431525633c4a28ee8b24d85f9e2ddfded4f5552e2990c4974287a7d543599,1517018,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,payroll_and_earnings,payroll_roster,EXTSRCREV-c94c87a81128a9b4d9b3799e,RESCAND-f9a2a7139a712a1f0659ee18,ROOTCOMP-39a0cd1c58eba94878efe9a5|ROOTCOMP-5285ae188a11bc41421bd62b,MECHEXP-16fa7821a96a7a9e2b1fa909|MECHEXP-1cc655e3c91103f82a9f5d8b|MECHEXP-1ede2376bac35c5c1786dd22|MECHEXP-59dc6727cc81126cd79da3a9|MECHEXP-8fb9ec7e3d1d03a0a68d166d|MECHEXP-8fd45e3d4f96067acbefa28d|MECHEXP-97498903a5fd300281901f0b|MECHEXP-ddac8562e6a3a869635d00e3,,True,False
EXTREADYQ-52fa1847b1479542dd21f3b5,EXTSOURCE-1ff8e88dcfc4730abc248f30,EXTSRCREV-ac953d0dbe6e61a4f999eb75,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/3353b59a930996cf28c9c57d9482361b74a77813a514aadf7f6bcefd74416ff8.pdf,3353b59a930996cf28c9c57d9482361b74a77813a514aadf7f6bcefd74416ff8,1499248,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,implementation_confirmation,budget,EXTSRCREV-ac953d0dbe6e61a4f999eb75,RESCAND-aac55b1ac6f7e82a4f211fdd,ROOTCOMP-f1c203e13e23584293f1c1ba,MECHEXP-27923b46b30d77f80fc125d3|MECHEXP-47f3d37c4238c124a9c2786e|MECHEXP-56e8d3db614d88feffb364eb|MECHEXP-60531b6779c05e50b080e9a3|MECHEXP-b498af9c4d2389de1d42b65e,,True,False
EXTREADYQ-53a4a1776ffc2077d81423d9,EXTSOURCE-1ffc5f0bcdec226170906c36,EXTSRCREV-a883795769d46aff2d497753,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/d5950e56fd66c3d19261213455859c8b3751b60a52f8079869d0dcbf8e73fe85.pdf,d5950e56fd66c3d19261213455859c8b3751b60a52f8079869d0dcbf8e73fe85,6431033,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,payroll_roster,EXTSRCREV-a883795769d46aff2d497753,RESCAND-b5dd0f4c73cbb3e8e7ed251a,ROOTCOMP-d5a944ff035ab0d84ce00e61|ROOTCOMP-d890e272ce75e618346789b6,MECHEXP-0de7db8923d8874ca696fdc0|MECHEXP-229786eea8e8963f6c2ab106|MECHEXP-48d1fecbacea2be40045747a|MECHEXP-48f9fd598c56e9fe6d9689c6|MECHEXP-5f2810bfbc970a393f215a56|MECHEXP-7e08f2dc7f4d8101aeba33e1|MECHEXP-8162408e9f8adc0d0063938c|MECHEXP-b6a1fc1d44be1c1ce86793c3|MECHEXP-c384b30a6daad05ec8c54488|MECHEXP-d2e952fed5f5e61383517cd2|MECHEXP-d7878606accd6ca9ac801979,,True,False
EXTREADYQ-df6c7f99d42cbd8f09f7a11f,EXTSOURCE-1fff0eb2afb20e6bf6ef3623,EXTSRCREV-e04643c7e1a487c61b312f56,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/766badca6c20fce1d003c9169918581fe494af8bd3c76091d24beeb782c7bed7.pdf,766badca6c20fce1d003c9169918581fe494af8bd3c76091d24beeb782c7bed7,2601506,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,payroll_and_earnings,payroll_roster,EXTSRCREV-e04643c7e1a487c61b312f56,RESCAND-67c009246f4216f87bea11d1,ROOTCOMP-3e82acd747154967e644ba9a,MECHEXP-53d5fb7eb4a2821383a75aba|MECHEXP-a0d0b32f49ab17b2e8fe35dc|MECHEXP-a4eb03488af672663f3464ae|MECHEXP-ab129bc1e7502dca5d57fb28|MECHEXP-cc2b30ce84374e6b949cc682,,True,False
EXTREADYQ-f55dc8f73a5e8ec244e8fa58,EXTSOURCE-1fff8a444265a17763b8baaf,EXTSRCREV-5005f8cf4ec5dff6631ab791,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/65bf193bd44b7c953b3e4fa96ec8a2a10e1857d2121929a6e77ee459f1fd1224.pdf,65bf193bd44b7c953b3e4fa96ec8a2a10e1857d2121929a6e77ee459f1fd1224,362466,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,payroll_and_earnings,payroll_roster,EXTSRCREV-5005f8cf4ec5dff6631ab791,RESCAND-e2a151b7bfd7518903d3cead,ROOTCOMP-110494cc88d947b1fb81d9bc,MECHEXP-34475f3d07fa6ee3fc0f3576|MECHEXP-4c3b94ed66c589a6658ec64c|MECHEXP-939bc3c61def2587b8c5d082|MECHEXP-b3a217d36dce0e8b0e35e8a5,,True,False
EXTREADYQ-d27a29b92d3ec4291aa0cb7d,EXTSOURCE-20026ba9a2df127d68aa3f2d,EXTSRCREV-0a75e382fa604331708f3ff0,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/4c8c63294f08a6f18079f2aa9d7ea7b3d04312e898a4af7a296219db970728af.html,4c8c63294f08a6f18079f2aa9d7ea7b3d04312e898a4af7a296219db970728af,110951,html,text/html; charset=utf-8,html_text_candidate,official_administrative_summary,staffing_and_headcount,budget,EXTSRCREV-0a75e382fa604331708f3ff0,RESCAND-7de6f262e0e684d1aae1a58c,ROOTCOMP-619853891ac75c5d60ca57d7,MECHEXP-15b9aa79d012802f03bb9d4e|MECHEXP-3ae4d339d0ddf247a6adec24|MECHEXP-cd212c33e845ed196704ea96|MECHEXP-d3ec01bc44e78675c0dff46d|MECHEXP-edf04f6306e91413d2defb01,,True,False
EXTREADYQ-4c0c54bcb36f14ce179a62cd,EXTSOURCE-20031786058219f33d3ef3ec,EXTSRCREV-1d8b5e47c34a3c26b82653d7,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/eb5576a9dd6d5868f8c771a2ca2c7a0bd94ee858bcf41dbb8a90ed9342a05191.html,eb5576a9dd6d5868f8c771a2ca2c7a0bd94ee858bcf41dbb8a90ed9342a05191,91553,html,text/html; charset=utf-8,html_text_candidate,official_administrative_summary,multi_family_administrative_source,payroll_roster,EXTSRCREV-1d8b5e47c34a3c26b82653d7,EXTCAND-c918159e62b011899a4741ed,ROOTCOMP-d713e0f68da34e2a87b1daf9|ROOTCOMP-f78a8b4e672a199bde9f5b28,MECHEXP-1cca67d44734f474ba4024b0|MECHEXP-3a4647468be11cf33b310ce8|MECHEXP-4fa6938f766e8eb1fc4fe8b4|MECHEXP-574515f95b9381dfe441950e|MECHEXP-581df8801d87138a889f9f36|MECHEXP-5b96a379adb6dac19177a998|MECHEXP-619154ff9e904ea69180a422|MECHEXP-7991b4f317fe30f4b503c2f0|MECHEXP-8199f6aa7a47b9899db6605a|MECHEXP-bdd7dd9a04de4fce8469fad0|MECHEXP-eb6848a6b68cb3b909c2a254,,True,False
EXTREADYQ-cf68a5bd9aa44b101114e856,EXTSOURCE-200575c6cb2642cbcdde146f,EXTSRCREV-a4a5da0838a5ada080a002b6,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/77a66bc9323f9ec83752908a18471ded8ade1422010b9f40790bad974d5ca755.html,77a66bc9323f9ec83752908a18471ded8ade1422010b9f40790bad974d5ca755,14776,html,text/html; charset=utf-8,html_text_candidate,official_administrative_summary,multi_family_administrative_source,payroll_roster,EXTSRCREV-a4a5da0838a5ada080a002b6,EXTCAND-74916418eaf16795b0c94691,ROOTCOMP-a27547c74e0aa81a8b3b266c|ROOTCOMP-d090bd4b1549787d514c1347,MECHEXP-2cee7800196e05178bba093a|MECHEXP-3cf432680f0ed523fbfb6565|MECHEXP-6e5ca83fbf54f76a1bf57f81|MECHEXP-86b099f08ab7219d7b5f80c6|MECHEXP-bced5297c9e6225644732ca9|MECHEXP-d93895cbe8cc17e140369e86|MECHEXP-e33806eca7fb4c2dedc417cb,,True,False
EXTREADYQ-c9872658d1331919352936b7,EXTSOURCE-200992d867267410772a594e,EXTSRCREV-ea7799345c8874a310392965,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/461994912e3644e5f10a94ecaf91a52b64e75d25c19a0835a0eefebf46f99a80.pdf,461994912e3644e5f10a94ecaf91a52b64e75d25c19a0835a0eefebf46f99a80,511598,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,payroll_and_earnings,payroll_roster,EXTSRCREV-ea7799345c8874a310392965,RESCAND-5c56681b557c1fbde086e308,ROOTCOMP-dbafe8645f0d936690f5eceb,MECHEXP-038570e46344acf34f2f549f|MECHEXP-2ec3885f9ae9fd3d1f952db4|MECHEXP-940a85240379774f1bf94b37|MECHEXP-a459d174d01bbb6497948284|MECHEXP-ad317d09d6dc41404b6bdb8a,,True,False
EXTREADYQ-275abd9f61b47a037efa4b15,EXTSOURCE-200bc27a84dce1e93f3e7139,EXTSRCREV-ed30808e42e8b89e85ab3a63,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/85d81ba2cfc110e6874ce59b36e6243f82d5e11ff8225b976ccc6151ca9f509b.html,85d81ba2cfc110e6874ce59b36e6243f82d5e11ff8225b976ccc6151ca9f509b,53525,html,text/html,html_text_candidate,official_administrative_summary,implementation_confirmation,ordinance_or_resolution,EXTSRCREV-ed30808e42e8b89e85ab3a63,EXTCAND-0499774951a9854ceb531f47,ROOTCOMP-60d5336ce6eb89ac96fe30d5|ROOTCOMP-7fdc0914198e19fc462d44d9,MECHEXP-26271fd75e3bbb0e98ea5463|MECHEXP-40ae01bc74e4ab0e5e7953ea|MECHEXP-526fcbb970ce9452ae4bc36d|MECHEXP-811f39d9d3d86f0c7c5904a6|MECHEXP-a7aff2060de2b703f7d0adcd|MECHEXP-b16b03b02f4da12aff51353d|MECHEXP-b6770552ed11aeb2bc268ebe|MECHEXP-ca6cd48f5d50c188215269e8,,True,False
EXTREADYQ-aac0d9e819472bbb47b4ea8d,EXTSOURCE-2012b3784128ed322fa9ca8e,EXTSRCREV-9843f5af904c4daebcf69375,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f6584bc8eb4e3696231751d28988ca4c79cd5beaa8eb88212da0fa49ffca3d5f.html,f6584bc8eb4e3696231751d28988ca4c79cd5beaa8eb88212da0fa49ffca3d5f,179363,html,text/html; charset=utf-8,html_text_candidate,official_administrative_summary,implementation_confirmation,ordinance_or_resolution,EXTSRCREV-9843f5af904c4daebcf69375,EXTCAND-10bf2a909775a0dd1ff22450,ROOTCOMP-57a2bc34d49ba8ee8d8567f4,MECHEXP-08de8fc0ed236e1773f660fd|MECHEXP-5cc2393990f040ea9719a4e5|MECHEXP-60574fe600e3b3bee5341c05|MECHEXP-b68b43d0fe5e790b9c9a7283|MECHEXP-b714cfbd22fd768009877de6,,True,False
EXTREADYQ-5284c6eea3fcbddc6fa15e39,EXTSOURCE-201d49157715b520a9ff2b16,EXTSRCREV-f428200e7d07a483b3a0d1f1,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/3f312c43350a088abd077044fd627a68e5e1dc10e4dc1a6a7762c537968a906b.html,3f312c43350a088abd077044fd627a68e5e1dc10e4dc1a6a7762c537968a906b,1571669,html,text/html,html_text_candidate,official_administrative_summary,multi_family_administrative_source,payroll_roster,EXTSRCREV-f428200e7d07a483b3a0d1f1,EXTCAND-b7146515f366ad681b346fe8,ROOTCOMP-af298dda42733dbedfbd108d,MECHEXP-17e1c370783415074fc65eeb|MECHEXP-31cf7346108659695fee5b0f|MECHEXP-3dd162f90e4345cf022592e2|MECHEXP-4b9ee7b96c95a14851a705d2|MECHEXP-81aadfc10811dd5a93f22846,,True,False
EXTREADYQ-97de26168ece8cad5e19376e,EXTSOURCE-201d50ead776598bef8c52ce,EXTSRCREV-142ced9932ddb0cf06b26483,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d38ce71e7be7cd5979d914b6ce32bf9b228458409408ca2331480af2eea9b572.html,d38ce71e7be7cd5979d914b6ce32bf9b228458409408ca2331480af2eea9b572,110133,html,text/html; charset=utf-8,html_text_candidate,official_administrative_summary,contextual_controls,payroll_roster,EXTSRCREV-142ced9932ddb0cf06b26483,RESCAND-1a200cb111c456337aa722f4,ROOTCOMP-1b7b9b7d7c384365218a5078,MECHEXP-09bdf91288f8d199e4d46448|MECHEXP-526d4365700e7d4c747fbe52|MECHEXP-e5325be14543916d55e9481b|MECHEXP-fdca410616ac5bcfacce1b20,,True,False
EXTREADYQ-95aa3d104255db42b1582555,EXTSOURCE-202017188ab511e8ec154119,EXTSRCREV-f47c3b22db76f58f731705ae,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/3b42835619eef6f0ec368b074f8b160ff47492af86df88c91399d67adf5b3feb.html,3b42835619eef6f0ec368b074f8b160ff47492af86df88c91399d67adf5b3feb,36085,html,text/html; charset=utf-8,html_text_candidate,official_administrative_summary,multi_family_administrative_source,payroll_roster,EXTSRCREV-f47c3b22db76f58f731705ae,EXTCAND-9384d5743100b9ed6e834b9e,ROOTCOMP-d375a9a0c73d3bb85d6cd259,MECHEXP-6042cd490585d56785b93dd6|MECHEXP-8e09569807b21c2151b61a19|MECHEXP-e61b96db21b9249c431357fe|MECHEXP-eb45d72fe77a53468e450e1d,,True,False
