MIME_type,SHA_256,administrative_source_type_change_reason,analytical_extraction_runs,bounded_metadata_preview,bounded_structure_summary,byte_size,canonical_final_url,canonical_locator_id,content_disposition,department_scope,detected_file_type,download_http_status,final_administrative_source_type,final_download_url,final_priority_bucket,gabriel_calls,hosted_search_calls,implementation_event_deduplication_rerun,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,locator_host,municipality,ocr_runs,official_source_flag,original_filename,period,primary_content_family,prior_administrative_source_type,readiness_hint,request_count,retained_source_id,retrieved_timestamp,retry_count,secondary_content_families,side_scope,source_quality,source_review_id,source_review_lane_id,source_review_lane_sequence,source_review_reason,source_review_status,state
text/html; charset=utf-8,b9aa14ce8e864828e2daa41e5bc04d9948b93af83cb5fdd4bd07525ea59500f3,retained prior type,0,"FY2026 Budget Information | Bloomfield, CT Skip to Main Content Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Search About Us Departments Government Business Residents How Do I... Home Departments Finance FY2026 Budget Information FY2026 Budget Information FY 2026 Adopted Budget Book FY 2026 Town Council's Recommended Budget Budget Town Hall - April 24, 2025 Calculation of Mill Rate - FY2026 TC Recommended Phase In Forecast Example - FY2026 TC Recommended FY2026 Town Manager's Proposed Budget (PDF) FAQs Will there be any other propos","{""bounded_link_count"": 70, ""bounded_visible_character_count"": 14718, ""html_title"": ""FY2026 Budget Information | Bloomfield, CT""}",118641,https://bloomfieldct.gov/1074/FY2026-Budget-Information,EXTLOC-8f417350cc80df0d251d8f82,,fire,html,200,payroll_roster,https://bloomfieldct.gov/1074/FY2026-Budget-Information,high,0,0,False,RESCAND-08f228fd860753e6c84f283d,,MECHEXP-10f4ec1b762ef65f1551a8a2|MECHEXP-2a1bfe297fc5829855d1c5b0|MECHEXP-2a50b4b60b684cea7023c6eb|MECHEXP-2b5da0808868e9717c9cb997|MECHEXP-3756afb24eca50cb2f6653fc|MECHEXP-5d7a2097ed4c7cde6ba4b98a|MECHEXP-5e1e3981a9402b5833ba7035|MECHEXP-64153d49b465edc2144bf4d3|MECHEXP-68a991ffc5fe0e60081085e8|MECHEXP-79de8f2c36b8260ea6a59dcc|MECHEXP-86661c109ab99c3c4d21c228|MECHEXP-95266e7de88f08821ff24560|MECHEXP-9fc83832b22f3fe4a5c03b14|MECHEXP-a9153295941546685be98268|MECHEXP-b9786d094e99c889ed387281|MECHEXP-b9e334a96d07e5b48fcdc3bd|MECHEXP-be06d0f85c048b53c3b29499|MECHEXP-cd216deebddfb3279b16907b|MECHEXP-e617177353145324f95b8e75|MECHEXP-f159c5b5e00c21caf832d503|MECHEXP-f2210fbaf4e308a23451fcae|MECHEXP-f8f925727e326f4accceb2d4,ROOTCOMP-293f731a6a5cccc6192d7b64|ROOTCOMP-5529395141ddc32cfebff5bb|ROOTCOMP-758ee478d16dece219ba50ae|ROOTCOMP-bfd6a979abc8ab1f98307b54|ROOTCOMP-c1c2bd9c90ac3a73982f690a,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/b9aa14ce8e864828e2daa41e5bc04d9948b93af83cb5fdd4bd07525ea59500f3.html,bloomfieldct.gov,Bloomfield charter,0,true,FY2026-Budget-Information,2026,payroll_and_earnings,payroll_roster,html_text_candidate,1,EXTSOURCE-7d703e21866013c90067131f,2026-08-05T17:23:39.189720+00:00,0,tenure_and_progression,fire,official_administrative_summary,EXTSRCREV-6bfdae317c3eada56bc38db7,source_review_lane_004,1438,bounded HTML shell contains plausible administrative source signal,retained_html,MI
text/html; charset=utf-8,a2a8ff4347a679068cd69a4a5a213dfd632bd28df980f10ee115e69647e4a293,retained prior type,0,MS4 Annual Reports - Village of Broadview Skip to main navigation Skip to main content Skip to search box Toggle search bar Search on this website Search Translate MENU Government Toggle subnavigation Government Village Council Village Code Village Board Meetings Toggle subnavigation Current Village Board Agenda Boards and Commissions Toggle subnavigation Agendas & Minutes Broadview Westchester Joint Water Agency Press Releases Village Services Toggle subnavigation Village Services Administration Building Toggle subnavigation Adjudication Broadview Comprehensive Plan Building Code Safety Commi,"{""bounded_link_count"": 192, ""bounded_visible_character_count"": 59856, ""html_title"": ""MS4 Annual Reports - Village of Broadview""}",114928,https://broadview-il.gov/village-services/public-works/water/ms4-annual-reports/,EXTLOC-0773a54e929ef7c0512612f4,,fire,html,200,payroll_roster,https://broadview-il.gov/village-services/public-works/water/ms4-annual-reports/,high,0,0,False,RESCAND-dee2a24ff827ee82492e5e02,,MECHEXP-3a7056b40587c5d0c94cfd9b|MECHEXP-d21164f809a1c7ea66141f4b|MECHEXP-f49a57ffb43053bf89208c76|MECHEXP-f65c8d3392d378e07464ca0f,ROOTCOMP-329d0a0286521d22457aac4d,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a2a8ff4347a679068cd69a4a5a213dfd632bd28df980f10ee115e69647e4a293.html,broadview-il.gov,Broadview,0,true,ms4-annual-reports,2023,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-83dc03e50fe958848a3ec077,2026-08-05T17:23:39.339035+00:00,0,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,fire,official_administrative_summary,EXTSRCREV-4ce305cdfd71a5b93bc6d1f0,source_review_lane_004,1442,bounded HTML shell contains plausible administrative source signal,retained_html,IL
text/html; charset=UTF-8,b46c17607008f99c2429754ddb058c93d94b295a2e3caa88c37b66f9ec8b5221,retained prior type,0,"2025 | City of Bloomington, Indiana Skip to main content Mayor Kerry Thomson Search Search Services Services Information Info News News Meetings & Events Events City Government Govt. Breadcrumb City Council Legislation Ordinance 2025 Share: Share on Facebook Share on Twitter Email this Page Address 401 N Morton StSte. 110 Bloomington IN 47404 Phone 812-349-3409 Fax 812-349-3570 Email [email protected] View Year: 2026 2025 2024 2023 2022 2021 2020 2019 2018 2017 View Archive Date - 2025 Number Status Title Download December 17 2025-47 Adopted TO AMEND TITLE 8 OF THE BLOOMINGTON MUNICIPAL CODE, ","{""bounded_link_count"": 109, ""bounded_visible_character_count"": 37241, ""html_title"": ""2025 | City of Bloomington, Indiana""}",80692,https://bloomington.in.gov/council/legislation/Ordinance/2025,EXTLOC-dd32e2a91959d82e0aa3aed5,,non_safety,html,200,payroll_roster,https://bloomington.in.gov/council/legislation/Ordinance/2025,high,0,0,False,EXTCAND-d2cdf863ab332f75a02b7ab8,,MECHEXP-0e1dcd84e6c6e61f6d92f46d|MECHEXP-94622848f2675c73987f317d|MECHEXP-9832581ed2c98f8528e260b5|MECHEXP-e95762f8903f9b8d824ca740,ROOTCOMP-8f50095ef3c1b08c5af258c1,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/b46c17607008f99c2429754ddb058c93d94b295a2e3caa88c37b66f9ec8b5221.html,bloomington.in.gov,Redkey,0,true,2025,2025,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-ed3c54af62f32aab3fca5acd,2026-08-05T17:23:39.345740+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|staffing_and_headcount|tenure_and_progression,non_safety,official_administrative_summary,EXTSRCREV-cb74342c38dfe7c09c5e153a,source_review_lane_004,1440,bounded HTML shell contains plausible administrative source signal,retained_html,IN
text/html; charset=UTF-8,afbd36b725f3833132ce0ca0d88afea7200f9bd2a2583ce5a9c48ecc3c175e19,retained prior type,0,Payroll | Business Services Center Skip to main content Navigation Menu Toggle Business Services Center Password Resets LATS-NY Password Reset SFS NY.gov Benefits Benefits Health Insurance Dental Benefits Vision Insurance Personal Information Update New Position with the State Leaving a State Job Family Medical Leave Act Forms Retirement Retirement Retirement Planning Resources Ready to Retire Retiree Health Insurance Retiree Dental & Vision Top Retirement Questions Forms Travel Travel Before Your Trip During Your Trip After Your Trip Supervising a Traveler Travel Credit Card (T-Card) Non-Empl,"{""bounded_link_count"": 106, ""bounded_visible_character_count"": 10812, ""html_title"": ""Payroll | Business Services Center""}",39202,https://bsc.ogs.ny.gov/payroll,EXTLOC-478e63918f4f033be0afd9d1,,unclear,html,200,payroll_roster,https://bsc.ogs.ny.gov/payroll,high,0,0,False,RESCAND-628150bf46d7913a204ebf5e,,MECHEXP-2ccec005c1ab4aa882122b20|MECHEXP-388f878d38688a039f2f5cd8|MECHEXP-97173da52787fcdb26906c64|MECHEXP-f069d1c7b2050f977d1cf04c,ROOTCOMP-42b5cb3827a4a712d754b811,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/afbd36b725f3833132ce0ca0d88afea7200f9bd2a2583ce5a9c48ecc3c175e19.html,bsc.ogs.ny.gov,Champion,0,true,payroll,2023,payroll_and_earnings,payroll_roster,html_text_candidate,1,EXTSOURCE-f701e62fc6abb87488179e0a,2026-08-05T17:23:39.413019+00:00,0,implementation_confirmation,unclear,official_administrative_summary,EXTSRCREV-caac5c4a73cf2d8927fdb9f7,source_review_lane_004,1443,bounded HTML shell contains plausible administrative source signal,retained_html,NY
text/html; charset=utf-8,c4e225ac00a282305588e0acea9bc6ea4af598248488af31584cd746dd0f052b,retained prior type,0,Item 483 (CA) Compensation and Benefit Adjustments. HB6002 - Chapter 1 × Visit the Help Center to learn more about the features of the State Budget Portal. LIS Virginia General Assembly / LIS Learning Center / Privacy Policy / LIS home / Register Account / Login Session Information Bills & Resolutions State Budget Virginia Law Reports to the General Assembly Menu State Budget All Budget Bill Budget Amendments Committee Reports 2024 Special Session I Budget Bill - HB6002 (Chapter 1) Bill Order » Central Appropriations » Item 483 Options Item Highlight Print PDF Email Item Lookup Central Appropr,"{""bounded_link_count"": 125, ""bounded_visible_character_count"": 50458, ""html_title"": ""Item 483 (CA) Compensation and Benefit Adjustments. HB6002 - Chapter 1""}",81181,https://budget.lis.virginia.gov/item/2024/2/HB6002/Chapter/1/483/,EXTLOC-645d6336cf753ab7e6136278,,police,html,200,payroll_roster,https://budget.lis.virginia.gov/item/2024/2/HB6002/Chapter/1/483/,high,0,0,False,EXTCAND-eca76077bc2da17ad51d2f5d,,MECHEXP-01e7809cfae0053328caa850|MECHEXP-113a00a6421cf40e597343e9|MECHEXP-542f9c9083cd9ab56a6705f1|MECHEXP-9e1710eceec0ce29f333d264|MECHEXP-a555857f8e3ffd8f7b402d4a|MECHEXP-c0c628109e0145dc54883c22,ROOTCOMP-0f194b357be80cecee50bdf2|ROOTCOMP-7b0374aebd53f20879709fb8,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c4e225ac00a282305588e0acea9bc6ea4af598248488af31584cd746dd0f052b.html,budget.lis.virginia.gov,Peninsula,0,true,483,2024,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-4587a3800119d8aa87e05b80,2026-08-05T17:23:39.741128+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,police,official_administrative_summary,EXTSRCREV-5c899a0cdce204fee2a98c6f,source_review_lane_004,1446,bounded HTML shell contains plausible administrative source signal,retained_html,OH
text/html; charset=utf-8,c8af1c600e292d11a8dc53ee3c916e6f530dcbd6f377d542dce2520542dab6e7,retained prior type,0,"Publications | Buda, TX - Official Website Skip to Main Content EMERGENCY ALERT West Nile Virus Detected in Buda Read On... Boil Water Notice Issued for West Buda Read On... Government Departments Residents Visitors Doing Business I Want To... Search Polco National Community Survey Press Releases 2025 Archives 2024 Archives 2023 Archives Newsroom Publications Buda Calendar Social Media Open Records Request Electronic Message Board Application Branding Toolkit Home Departments Communications Publications Publications Annual Reports City of Buda Annual Report FY 24-2 5 City of Buda Annual Report","{""bounded_link_count"": 91, ""bounded_visible_character_count"": 8543, ""html_title"": ""Publications | Buda, TX - Official Website""}",126027,https://budatx.gov/747/Publications,EXTLOC-51be9ec28f010bade9d8e7b3,,unclear,html,200,payroll_roster,https://budatx.gov/747/Publications,high,0,0,False,RESCAND-239f7c3244b0c886af2fc035,,MECHEXP-9197406800b3f84c41766b64|MECHEXP-b28170cc288bf1a1fabc699a|MECHEXP-b74e2fb5f74340674d0cb4a3|MECHEXP-db6913f30c385530d23476a7|MECHEXP-fb39475c6f6417880e9a5ebf,ROOTCOMP-fe09082cef3d8d925d81ce0b,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c8af1c600e292d11a8dc53ee3c916e6f530dcbd6f377d542dce2520542dab6e7.html,budatx.gov,Buda,0,true,Publications,2023,payroll_and_earnings,payroll_roster,html_text_candidate,1,EXTSOURCE-1e400f8c8a967e402e6fbed8,2026-08-05T17:23:40.049670+00:00,0,implementation_confirmation,unclear,official_administrative_summary,EXTSRCREV-4a3a93b24c07c65bdaecda52,source_review_lane_004,1445,duplicate exact payload,duplicate_exact_payload,TX
application/pdf,2afd9e342f395d203c059e1a4c20877c60410b5baa183978884d29a94e70b274,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.7""}",839800,https://buchananny.gov/trustees/documentation/24-09-03/Employee-Handbook.pdf,EXTLOC-5ccf2a08459c602255fdd7f0,,police,pdf,200,payroll_roster,https://buchananny.gov/trustees/documentation/24-09-03/Employee-Handbook.pdf,high,0,0,False,RESCAND-35bd15c1cffbeb7f706988f1,,MECHEXP-310017a62bceb4dee7b5d933|MECHEXP-4a14be344c1a73b85122eaad|MECHEXP-6d7ceeacd39a536e98262388|MECHEXP-713c8d53f0d9a988a14beea1|MECHEXP-99cdc1062f1dd944ac2332bb|MECHEXP-e5de5d16b3d921896288707b|MECHEXP-ee9e6666a0e5985d072bbf62|MECHEXP-f436a42cab741da0fa0510a8,ROOTCOMP-2c2b2be6a0aed5225b39449d|ROOTCOMP-839c31ccd15ac9a39bf79143|ROOTCOMP-efec2ceadaeb89665f8abcaa,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/2afd9e342f395d203c059e1a4c20877c60410b5baa183978884d29a94e70b274.pdf,buchananny.gov,Buchanan,0,true,Employee-Handbook.pdf,2024,payroll_and_earnings,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-a653911816bf5569eb7826a3,2026-08-05T17:23:40.077310+00:00,0,implementation_confirmation,police,direct_official_administrative_record,EXTSRCREV-b00eec0de7d2b47e6cf83af2,source_review_lane_004,1444,supported source format and plausible administrative metadata,retained_pdf,NY
application/pdf,625b358256c596a6025a873ac3e5ccdfdfd4203fcc97c3081784c5db447ce35e,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.7""}",12489303,https://www.ptb.illinois.gov/media/1902/2025-06-board-book.pdf,EXTLOC-5c9c26183401a7c44018e375,,police,pdf,200,payroll_roster,https://www.ptb.illinois.gov/media/1902/2025-06-board-book.pdf,high,0,0,False,RESCAND-b70842f59b859048227b0dfb,,MECHEXP-45aa666ddd2fafa54eeeff4f|MECHEXP-6efc43ec937135b19f91e5ca|MECHEXP-7e71a468b99304954f1771b6|MECHEXP-c03763132c751d958ec6ba8a|MECHEXP-cd325f78c0ccc454a3cbc506,ROOTCOMP-daeaab848d1acbd2171f4667,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/625b358256c596a6025a873ac3e5ccdfdfd4203fcc97c3081784c5db447ce35e.pdf,www.ptb.illinois.gov,Bethalto,0,true,2025-06-board-book.pdf,2018,payroll_and_earnings,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-df25ddb21f1b22111cf4576a,2026-08-05T17:23:40.289311+00:00,0,tenure_and_progression,police,direct_official_administrative_record,EXTSRCREV-e8b06bba8d50655f1f4276f5,source_review_lane_004,1366,supported source format and plausible administrative metadata,retained_pdf,IL
text/html,d534ead9a525f6b74dd2ec524c190e11c9c2d00d8bb36daea7c5ae3253309172,retained prior type,0,"Office of the City Administrative Officer of Los Angeles Office of the City Administrative Officer The content you are looking for has been moved. You will be redirected to the new CAO home page in 15 seconds. If you bookmarked this page then please use the navigation bar on the new CAO home page to find the content you are looking for and update your bookmark. If you reached this page from a link from another web site then please notify the webmaster of the referring page that the link is no longer valid and needs to be updated. © Copyright 2026 - Office of the City Administrative Officer, Ci","{""bounded_link_count"": 0, ""bounded_visible_character_count"": 1183, ""html_title"": ""Office of the City Administrative Officer of Los Angeles""}",6527,https://cao.lacity.gov/budget21-22/2021-22%20White%20Book%20-%20Volume%201.pdf,EXTLOC-1872cd1c4b2ecfa84b4a37b3,,all_units,html,200,payroll_roster,https://cao.lacity.gov/budget21-22/2021-22%20White%20Book%20-%20Volume%201.pdf,high,0,0,False,EXTCAND-c7c0a00ccdf5d711099fe7f7,,MECHEXP-13697c374d503a40c8c7bbb3|MECHEXP-42c87d6a4409c42f78b029ce|MECHEXP-62304a7ea9e585f429ccc978|MECHEXP-947effd9b2127962fadbc924|MECHEXP-cbdb784bdfd02ee3f01ff50d,ROOTCOMP-6e475bd71c4c7b1be7796cb2,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d534ead9a525f6b74dd2ec524c190e11c9c2d00d8bb36daea7c5ae3253309172.html,cao.lacity.gov,Pink,0,true,2021-22 White Book - Volume 1.pdf,2021,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-570988fa9aff57fd7964464c,2026-08-05T17:23:40.438239+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,official_administrative_summary,EXTSRCREV-8cd785c4bdc85e795027a969,source_review_lane_004,1450,bounded HTML shell contains plausible administrative source signal,retained_html,OK
text/html; charset=UTF-8,9b0df127674d78acaa100f6fc61bda4e8ac0d8c51a67d5c3c2692ca075d1a6e7,retained prior type,0,Water Quality Report | Village of Carlock Skip to main content Welcome to Our Website! Subscribe for Text & Email Alerts to Stay Informed! Contact Us Today's weather: Moderate rain 84°/67° Village of Carlock Home Community About Us Calendar of Events Community Center Library Recent News Schools Worship Carlock's America 250 Celebration Government Committees Building & Zoning Zoning Board of Appeals Finance Park Streets & Alleys Technology Water Village Hall Village Clerk Code Compliance Ordinances Code Enforcement Procedures & Fines Financial Reports & Budgets Annual Budget Financial Reports/A,"{""bounded_link_count"": 108, ""bounded_visible_character_count"": 6570, ""html_title"": ""Water Quality Report | Village of Carlock""}",37939,https://carlockil.gov/water-quality-report,EXTLOC-524fd5ff5ad1ceb99ccf21a1,,unclear,html,200,payroll_roster,https://carlockil.gov/water-quality-report,high,0,0,False,RESCAND-c1146c7d02ffb2ae5a46fe99,,MECHEXP-34475f3d07fa6ee3fc0f3576|MECHEXP-4c3b94ed66c589a6658ec64c|MECHEXP-939bc3c61def2587b8c5d082|MECHEXP-b3a217d36dce0e8b0e35e8a5,ROOTCOMP-110494cc88d947b1fb81d9bc,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/9b0df127674d78acaa100f6fc61bda4e8ac0d8c51a67d5c3c2692ca075d1a6e7.html,carlockil.gov,Carlock,0,true,water-quality-report,2017,payroll_and_earnings,payroll_roster,html_text_candidate,1,EXTSOURCE-07c7610a12ca440148d2ef9a,2026-08-05T17:23:40.708923+00:00,0,implementation_confirmation,unclear,official_administrative_summary,EXTSRCREV-ef11b0d764f96c9f976af9ff,source_review_lane_004,1451,bounded HTML shell contains plausible administrative source signal,retained_html,IL
application/pdf,7059b05c7150bb5397d8e69e1fc1509c61602e69fd6af085c014689795e1f31a,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.3""}",1067861,https://cantonohio.gov/ArchiveCenter/ViewFile/Item/210,EXTLOC-aaa62d575234549578b76bb6,inline;filename=EXPENSE BUDGET PERFORMANCE REPORT_JUNE 2020.pdf,police,pdf,200,payroll_roster,https://cantonohio.gov/ArchiveCenter/ViewFile/Item/210,high,0,0,False,RESCAND-e0d6f6aaa229d557c717a403,,MECHEXP-2ead77f6d068bc7f3358ba43|MECHEXP-53f2452353e7fc1ecb1aefa9|MECHEXP-756192861174b17fd3165887|MECHEXP-82c6745d8484cffacb2be3c2|MECHEXP-8de5a281eb579a1bba9d1798|MECHEXP-90a6b5195448468ea78bd83d|MECHEXP-c64e5394c50e11a2c77c6b59,ROOTCOMP-4175b19a5d0189229fe93ab2|ROOTCOMP-d7270125af4f5fd9afbbfa1b,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/7059b05c7150bb5397d8e69e1fc1509c61602e69fd6af085c014689795e1f31a.pdf,cantonohio.gov,Champion,0,true,210,2020,payroll_and_earnings,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-c107a5ebe9d0d14df97ba876,2026-08-05T17:23:40.864331+00:00,0,implementation_confirmation,police,direct_official_administrative_record,EXTSRCREV-2a5f2c173d9c17ff0eadcbfe,source_review_lane_004,1449,supported source format and plausible administrative metadata,retained_pdf,OH
text/html; charset=utf-8,712bdcb07d2c198ba08687d039cf26ddf99d5cb4d57dd4d004558db7cab600ad,retained prior type,0,"2022 | Calvert County, MD - Official Website Skip to Main Content Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In --> Government Departments Residents Business Search Home Government Board of County Commissioners (BOCC) Ordinances and Resolutions 2022 2022 01-22 A RESOLUTION DECLARING A LOCAL STATE OF EMERGENCY DUE TO THE ADVERSE EFFECTS FROM A SEVERE WEATHER EVENT, AND COVID-19 AND ITS VARIANTS January 6, 2022 02-22 A RESOLUTION PERTAINING TO APPROVAL OF BUDGET ADJUSTMENT #BA127 January 11, 2022 03-22 A RESOLUTION PERTAINING TO APPROV","{""bounded_link_count"": 119, ""bounded_visible_character_count"": 21628, ""html_title"": ""2022  | Calvert County, MD - Official Website""}",145046,https://calvertcountymd.gov/3034/_2022,EXTLOC-424b9ea92564e6923615d16d,,unclear,html,200,payroll_roster,https://calvertcountymd.gov/3034/_2022,high,0,0,False,RESCAND-79cd60cdeb00aa346b030484,,MECHEXP-8b58971525ca4cdafdf96523|MECHEXP-9246d26143d42f1098205c7a|MECHEXP-bb103ad22cd9bb2abc3173eb|MECHEXP-eb14dfd0b89254c282d52fdd,ROOTCOMP-f8994669062af3d4fce013d7,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/712bdcb07d2c198ba08687d039cf26ddf99d5cb4d57dd4d004558db7cab600ad.html,calvertcountymd.gov,Calvert City,0,true,_2022,2022,payroll_and_earnings,payroll_roster,html_text_candidate,1,EXTSOURCE-a1e29fb1e2a28e72fdcd94bf,2026-08-05T17:23:40.870129+00:00,0,implementation_confirmation,unclear,official_administrative_summary,EXTSRCREV-e588d5db97adc7a65144fab1,source_review_lane_004,1448,bounded HTML shell contains plausible administrative source signal,retained_html,KY
text/html; charset=utf-8,5b308e7b8d5a6ee7a82e4e9040f5adcd5d26b71aed460e084360f127264daa56,retained prior type,0,"State of Connecticut - Municipal Budget Database System (MBDS) Skip to main content An official website of the United States government Here’s how you know Here’s how you know Official websites use .gov A .gov website belongs to an official government organization in the United States. Secure .gov websites use HTTPS A lock ( ) or https:// means you’ve safely connected to the .gov website. Share sensitive information only on official, secure websites. Menu Data Metrics Organizations User Guide Contact Search Municipal Budget Database System (MBDS) Published by data.ct.gov | State of Connecticut","{""bounded_link_count"": 34, ""bounded_visible_character_count"": 17567, ""html_title"": ""State of Connecticut - Municipal Budget Database System (MBDS)""}",110707,https://catalog.data.gov/dataset/municipal-budget-database-system-mbds,EXTLOC-1213df01408ab9868619e386,,unclear,html,200,pension_or_retirement_document,https://catalog.data.gov/dataset/municipal-budget-database-system-mbds,high,0,0,False,RESCAND-53e805bf05dc26a5b3b151cc,,MECHEXP-23a7ae556ba6386f1c280ab3|MECHEXP-2b13b966c961d762d80e66ae|MECHEXP-37c1697253313b783f22c247|MECHEXP-5a698a93d0f1e2daa7908707|MECHEXP-7c585921d429726bc104093f|MECHEXP-d5faaced4d04b41f9c60415f|MECHEXP-ff9565c3e4427f89402b055a,ROOTCOMP-4634a4838821badfe38584fe|ROOTCOMP-586ca7b84f063dd36b4075d8,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/5b308e7b8d5a6ee7a82e4e9040f5adcd5d26b71aed460e084360f127264daa56.html,catalog.data.gov,Bethlehem,0,true,municipal-budget-database-system-mbds,undated-source-B4X2500LIVE-20260729-003497,benefits_and_total_compensation,pension_or_retirement_document,html_text_candidate,1,EXTSOURCE-4a5c79fb9cb152acf9550c24,2026-08-05T17:23:40.994491+00:00,0,,unclear,official_administrative_summary,EXTSRCREV-86389146f7f33093e3fe8c75,source_review_lane_004,1452,bounded HTML shell contains plausible administrative source signal,retained_html,CT
text/html; charset=UTF-8,45934e4ae40fcb8bca75fe5dc5c83ab8005fae1a93bfe2165b67669dbde4361c,retained prior type,0,"City of Chattanooga partners with Work For America to improve hiring, launches new employment website | Chattanooga.gov Skip to main content 311 Help & Info Supplier Support Apply for a Job Select your language English Spanish What can we help you find today? Department All City Council City Court City Planning Community Health Community Development Early Learning Economic Development Equity and Community Engagement Family Justice Center Finance and Administration Fire Department Human Resources Innovation Delivery and Performance Internal Audit Mayor's Office Office of the City Attorney Parks","{""bounded_link_count"": 162, ""bounded_visible_character_count"": 29086, ""html_title"": ""City of Chattanooga partners with Work For America to improve hiring, launches new employment website | Chattanooga.gov""}",128000,https://chattanooga.gov/stay-informed/latest-news/city-chattanooga-partners-work-america-improve-hiring-launches-new,EXTLOC-886acb82028188e5b21f83a6,,unclear,html,200,payroll_roster,https://chattanooga.gov/stay-informed/latest-news/city-chattanooga-partners-work-america-improve-hiring-launches-new,high,0,0,False,RESCAND-b7018a12fb03ce888fe749c6,,MECHEXP-63919b14675818a53a2da875|MECHEXP-8936123c3184b9653b485f72|MECHEXP-adfbf06e7ecb6e3bfe5d50ea|MECHEXP-b67850a4cf18e8d3e5603022|MECHEXP-ff9b2e3c9db1367d60dbedef,ROOTCOMP-8e69174565d609cc71fa4575,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/45934e4ae40fcb8bca75fe5dc5c83ab8005fae1a93bfe2165b67669dbde4361c.html,chattanooga.gov,Bath,0,true,city-chattanooga-partners-work-america-improve-hiring-launches-new,2016,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-7b00ef7cd9af5c5f2d000198,2026-08-05T17:23:41.035668+00:00,0,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,unclear,official_administrative_summary,EXTSRCREV-dec8cdaeb469a24b34f9e30c,source_review_lane_004,1455,bounded HTML shell contains plausible administrative source signal,retained_html,OH
