retained_source_id,SHA_256,byte_size,detected_file_type,local_artifact_path
EXTSOURCE-3bc32a6d2b58c17970bb3c52,209debfc438ae8ed1139b3fe2bed36b7add15549fe5e31efad133ac4d550598a,73381947,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/209debfc438ae8ed1139b3fe2bed36b7add15549fe5e31efad133ac4d550598a.pdf
EXTSOURCE-20bf6b622ed25ce4fb5d6e58,bf58124cd7002b8152ca235379f9b9ed6ea8b4bdb89ed17c55ea9f72d6402447,166520,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/bf58124cd7002b8152ca235379f9b9ed6ea8b4bdb89ed17c55ea9f72d6402447.html
EXTSOURCE-bf9490222ca1454ac9a51e50,f55bcb18eced9f373c0fb94fa08cc045c44df616e2275550a54713e368c43eef,166085,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f55bcb18eced9f373c0fb94fa08cc045c44df616e2275550a54713e368c43eef.html
EXTSOURCE-11f976b3eb7e2562d409faad,6927776426d6c008685e92f61c7cba72b9e1384feeff049f89ff9ba018364e1a,34433,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/6927776426d6c008685e92f61c7cba72b9e1384feeff049f89ff9ba018364e1a.html
EXTSOURCE-71baf70b24f404b13c60e497,ac61d74c71b8ce947dcd52b4f7b23458350070742936704044f864d04ce88ee9,46737,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/ac61d74c71b8ce947dcd52b4f7b23458350070742936704044f864d04ce88ee9.html
EXTSOURCE-636c63f132098e3846e5b69e,e4245bc222124242a8d20e03adfef7610f3cd65f8442bc57a01fbcdcfd1665fe,46489,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e4245bc222124242a8d20e03adfef7610f3cd65f8442bc57a01fbcdcfd1665fe.html
EXTSOURCE-e924e02359f9d25daf431994,c1b37e8c4cf13fd097bcd8f48335ef58dcb39703f3f540cead0e4e8c17c3f829,1746954,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/c1b37e8c4cf13fd097bcd8f48335ef58dcb39703f3f540cead0e4e8c17c3f829.pdf
EXTSOURCE-e91cbf21ba6d1429ddab124b,3e6fb86bd8fb7222bc3bca37f1d684a30c181d450833487393bdafc812bf6153,79172,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/3e6fb86bd8fb7222bc3bca37f1d684a30c181d450833487393bdafc812bf6153.pdf
EXTSOURCE-120e6a81dae3a010316131bc,d568657ca66a5888d2fb196f28e0e2e5207fc3c8563ed40dcf323f1f28ea5c58,569635,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/d568657ca66a5888d2fb196f28e0e2e5207fc3c8563ed40dcf323f1f28ea5c58.pdf
EXTSOURCE-111f75bce71f4b196bfcd257,e74e0aec2112588c4acbab976d3e560c58566a07bb944ef96e23f3454a9894e9,1991286,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/e74e0aec2112588c4acbab976d3e560c58566a07bb944ef96e23f3454a9894e9.pdf
EXTSOURCE-5a1ecd558f7d31231ce23b8a,f2941765e991745238b456dd55890e5f21a38f1d4b7255f5cd0d48d3a638fd49,50727,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f2941765e991745238b456dd55890e5f21a38f1d4b7255f5cd0d48d3a638fd49.html
EXTSOURCE-9d2e16967830af63fe634380,72c6b3a3a96facc9bc79eb97efaebdef1df3e7a27b5de32da739d1a66499c334,3769333,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/72c6b3a3a96facc9bc79eb97efaebdef1df3e7a27b5de32da739d1a66499c334.pdf
EXTSOURCE-b5de3d945d6ce3ce62343f33,48f1409b5c44547e2a3ab4a5467e2e9d8f9dfe3fd93de13826065faa35de5546,1095012,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/48f1409b5c44547e2a3ab4a5467e2e9d8f9dfe3fd93de13826065faa35de5546.pdf
EXTSOURCE-414fc8a4cdaca55c045cd1ce,ee89a54bebd765ef7e2ba4a2758a7ff337b6ab9fd8eceea8c9c5254f40239dd8,107711,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/ee89a54bebd765ef7e2ba4a2758a7ff337b6ab9fd8eceea8c9c5254f40239dd8.html
EXTSOURCE-e880b30d5003fa7c0998bc2d,c885f34dae0a0df7b563a2fddf785a0cd45c535512573ab427cfe714883ff0d0,4215419,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/c885f34dae0a0df7b563a2fddf785a0cd45c535512573ab427cfe714883ff0d0.pdf
EXTSOURCE-11f7e0ae7286038d5634ca91,568fe1d25046533365d0a05baa4da10c35a1249f189bbe799826c322111b0ef1,5242351,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/568fe1d25046533365d0a05baa4da10c35a1249f189bbe799826c322111b0ef1.pdf
EXTSOURCE-342fffc3b5225b580969b934,98faa12383b4afd86fc5619a386cbf7b900e9a0514630e7822a27319fbe66e8a,201041,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/98faa12383b4afd86fc5619a386cbf7b900e9a0514630e7822a27319fbe66e8a.pdf
EXTSOURCE-3ff92741dfb07916462a6a12,41f5e7d4e13db199414c5a745946d4c2b3fe4ef8b892035e31aebcb8e51ab400,13661,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/41f5e7d4e13db199414c5a745946d4c2b3fe4ef8b892035e31aebcb8e51ab400.html
EXTSOURCE-f6e03f5059289c7d2f52c3b2,6280fe30d2283bf99b0d1a9673acaed35e67bcbe5b23ce130368dc4dd0b59396,10252,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/6280fe30d2283bf99b0d1a9673acaed35e67bcbe5b23ce130368dc4dd0b59396.html
EXTSOURCE-eb38fe3445ad4ce82edd9c44,311e261009ec56272a84e629d213b2ec7a765a9b199105e82d7d393ef1a35f58,115415,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/311e261009ec56272a84e629d213b2ec7a765a9b199105e82d7d393ef1a35f58.html
EXTSOURCE-c6d05190fbe8647c4b092c50,645ff31dd0724fa4b570cb041fe92bac8ded48cbefc0a8c0736addfbc4af4df2,603079,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/645ff31dd0724fa4b570cb041fe92bac8ded48cbefc0a8c0736addfbc4af4df2.pdf
EXTSOURCE-6ef91a80988a7b87ecf4897b,9038c0941fd3300569acdab0edcd5e612cae3ae09478110f56f366049ec1e335,176674,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/9038c0941fd3300569acdab0edcd5e612cae3ae09478110f56f366049ec1e335.html
EXTSOURCE-aa26b9047d087961204ad25c,75f793bfb2c3a2b975c94c31db6ed822a0d50b24e55e6c4a8829ca8f3fc81d57,64890,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/75f793bfb2c3a2b975c94c31db6ed822a0d50b24e55e6c4a8829ca8f3fc81d57.html
EXTSOURCE-0842db181dde235de2449bcc,591bc3d605c20a0b3fae6a92a14bd1d01f7fbc78ab88c3da2e129eb389d6593e,106301,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/591bc3d605c20a0b3fae6a92a14bd1d01f7fbc78ab88c3da2e129eb389d6593e.html
EXTSOURCE-61fe71d5ad4835c6ecac5e96,2ede789c3397cf2d3b53c0295079679964572b39fd4c3a3fbe6cdc0fe85fe6a7,218696,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/2ede789c3397cf2d3b53c0295079679964572b39fd4c3a3fbe6cdc0fe85fe6a7.pdf
EXTSOURCE-65bb1a3da941c2a722486e69,1e1a3468fcae4abf4c906a9911380aa43c03447f7c4cfba93c4fb7de58c87dba,648557,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/1e1a3468fcae4abf4c906a9911380aa43c03447f7c4cfba93c4fb7de58c87dba.html
EXTSOURCE-b93b3896c3f852756ad27419,79256682b2cf333b3ecd8a68e3b97b8325c3ccc3804dda8ea5c6cd74efc01ea5,34870,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/79256682b2cf333b3ecd8a68e3b97b8325c3ccc3804dda8ea5c6cd74efc01ea5.html
EXTSOURCE-6d9d446ea98b3473d857ab6c,1f5709a3d879211d852c14217e458f0aadf784194154ad6e90a4f87bdf50b8a7,2393941,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/1f5709a3d879211d852c14217e458f0aadf784194154ad6e90a4f87bdf50b8a7.pdf
EXTSOURCE-d294f58d868e8e876e1bf93e,409ef3e72e925e2da1d96a4332b841016a1789dc47e7a0e0400261e7c5fe61c5,26391,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/409ef3e72e925e2da1d96a4332b841016a1789dc47e7a0e0400261e7c5fe61c5.html
EXTSOURCE-cd0b3b6eb2b01b16f1af1c93,8f37d7df8bcc57f804808d5ffb038edb9e551e89012538e48f1039cdbf3adc86,16581,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8f37d7df8bcc57f804808d5ffb038edb9e551e89012538e48f1039cdbf3adc86.html
EXTSOURCE-128d2907337ba81fed880cc0,ee3778d5ce77f40f85ef7342e399e35fcfb84f5de63050a14a79d895c9d2c64c,674206,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/ee3778d5ce77f40f85ef7342e399e35fcfb84f5de63050a14a79d895c9d2c64c.html
EXTSOURCE-8ff54a7f82979e916087ef41,8fef89999c5e7b7b6e3035bb4d3b262606f89c8f69e00899546686f040b6601e,4050647,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/8fef89999c5e7b7b6e3035bb4d3b262606f89c8f69e00899546686f040b6601e.pdf
EXTSOURCE-0b08ac5a7047282e61eaebf0,0f8742bd3614e3cb8ec3bff85b2ed46d8c9843638de054117bc87bacbb3fe15d,22726,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0f8742bd3614e3cb8ec3bff85b2ed46d8c9843638de054117bc87bacbb3fe15d.html
EXTSOURCE-4a3a65ed427e9179cb832405,77699431794a14dd836785bc98e142b057487e60b1a3ff2a843aeab0f6fc4535,100814,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/77699431794a14dd836785bc98e142b057487e60b1a3ff2a843aeab0f6fc4535.html
EXTSOURCE-a4f8cbb000a09db8579370fe,72c82e770887bde5f1e193660d1ae1eb458c0cc55aaa6b467389840ab693609b,107657,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/72c82e770887bde5f1e193660d1ae1eb458c0cc55aaa6b467389840ab693609b.html
EXTSOURCE-c7541ce1965ca394d204bd78,ac4324d22041b34cc27bf3cafda5b0c3aad36fff67fee76d295e7e3230a796ce,906495,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/ac4324d22041b34cc27bf3cafda5b0c3aad36fff67fee76d295e7e3230a796ce.pdf
EXTSOURCE-2a294ec9ca9b920c8f7a8313,eb6e117478d1ae61584c516c2a72c53956ef879ca103deff9ccc28bfca2f02a1,92846,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/eb6e117478d1ae61584c516c2a72c53956ef879ca103deff9ccc28bfca2f02a1.html
EXTSOURCE-a1e041445577322d50d5dfd6,a594920d99fc91f3bfba04ce9bc899386518ba738ea606e59db385eb10d2a2fb,143217,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a594920d99fc91f3bfba04ce9bc899386518ba738ea606e59db385eb10d2a2fb.html
EXTSOURCE-b116107ff874a490f8cd9de9,6e1cf0508ae65821798c1b097cac1f4eb5f1e272c7b3b38a2de322829c1c2dd6,314859,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/6e1cf0508ae65821798c1b097cac1f4eb5f1e272c7b3b38a2de322829c1c2dd6.html
EXTSOURCE-26a87aadd1883ee9ab4e0be4,bde4b56a4b73a4387cb122efef05099b463e48bccb3016645418c75eaf6c831a,258765,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/bde4b56a4b73a4387cb122efef05099b463e48bccb3016645418c75eaf6c831a.html
EXTSOURCE-0d58975673c73e43ddcb2bbf,45dcbbd5b6276a0d2083107543b055883b492b276398f9dc607bbf159875d201,32040,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/45dcbbd5b6276a0d2083107543b055883b492b276398f9dc607bbf159875d201.html
EXTSOURCE-cc87fe100e73d565f50842cb,02fb64f3492612e8e67ac7cf1499c7569886791dc2e4bebcc7ce32c1950da496,160192,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/02fb64f3492612e8e67ac7cf1499c7569886791dc2e4bebcc7ce32c1950da496.html
EXTSOURCE-3ed89c09b8f5c7ed5934b225,71dfc40629efe0c5834d5289c283a78045617929d5e77c13ac314893e14be4f4,2303464,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/71dfc40629efe0c5834d5289c283a78045617929d5e77c13ac314893e14be4f4.pdf
EXTSOURCE-379549cc1bdc55c3c23032b8,9afd278a1c0908bf1a0a6eb83d8ec7e0aad90f4ebcc1307b22bcbc57d7e80551,40126,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/9afd278a1c0908bf1a0a6eb83d8ec7e0aad90f4ebcc1307b22bcbc57d7e80551.html
EXTSOURCE-6f57be6dfba119a70c559c03,a0e9742f52df0e3f6e1931710cae3e664185e541666be7ecc5b24cd19e3a81aa,26306,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a0e9742f52df0e3f6e1931710cae3e664185e541666be7ecc5b24cd19e3a81aa.html
EXTSOURCE-2039ff32c98dae285a31f135,a73d0ac429eae942bc43f34da3166d9d4fb5a2e6bde328128f65ba59c5603583,28756,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a73d0ac429eae942bc43f34da3166d9d4fb5a2e6bde328128f65ba59c5603583.html
EXTSOURCE-2e5d7b61d2cbf0a0159b115f,923dba7a20e95167cd7853e4ab9caccbf820ded925fb64848f3f57b56cc9c614,30713,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/923dba7a20e95167cd7853e4ab9caccbf820ded925fb64848f3f57b56cc9c614.html
EXTSOURCE-1f491e84a25f30d0ab9634f3,db756fe97a466f7259f4cbd95c53943dfa6967258af4b7fa7c2dcee8e52f6e61,281110,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/db756fe97a466f7259f4cbd95c53943dfa6967258af4b7fa7c2dcee8e52f6e61.pdf
EXTSOURCE-bf1db1cfc459124635569ea3,68caf457bb918ac07ba985550829c955bf16b392492a41f13bf6a7503f953a83,140076,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/68caf457bb918ac07ba985550829c955bf16b392492a41f13bf6a7503f953a83.html
EXTSOURCE-29fd6b2cd7ba1d537b2ee985,152bd4f69374a5b48e40e7e5fab043e24d77bf3d27ea5006bdb9d0ae4e7d88a3,168950,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/152bd4f69374a5b48e40e7e5fab043e24d77bf3d27ea5006bdb9d0ae4e7d88a3.html
EXTSOURCE-933198f9da57f85fbe64be96,f7657fbfe9fe9e4fbdb9bb017ddd5da0baa3d461f7c4f79688d6c818512b8d76,48318,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f7657fbfe9fe9e4fbdb9bb017ddd5da0baa3d461f7c4f79688d6c818512b8d76.html
EXTSOURCE-1ba6ae21aa4a212d497474b7,be4c1c525162425aaef0e9d1307f1b0c78d60b2aa0a048cf20238996407ba663,46774,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/be4c1c525162425aaef0e9d1307f1b0c78d60b2aa0a048cf20238996407ba663.html
EXTSOURCE-da38cad2e5f6b36b63654279,22b77d93e90f379f9768e590e9287139436916da13eaa4c57f0dd687f2879376,342012,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/22b77d93e90f379f9768e590e9287139436916da13eaa4c57f0dd687f2879376.html
EXTSOURCE-aaa337ed8ef81966f30cd064,e1d3557d74dffb125bfb1320801efd92108a086abfca8403a3f18db4b149598e,9951505,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/e1d3557d74dffb125bfb1320801efd92108a086abfca8403a3f18db4b149598e.pdf
EXTSOURCE-332cbde6089fa8d758121d47,39835b894f6644e554676dc183314d8a9981b5ad7a69c06bfecf79ff38b7a757,9751,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/39835b894f6644e554676dc183314d8a9981b5ad7a69c06bfecf79ff38b7a757.html
EXTSOURCE-7c8fd3e5812be9b6c0b38c98,269878f2b15609cac46164faf5c8053be825726f8cb3a6185278ada33d93d119,1107679,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/269878f2b15609cac46164faf5c8053be825726f8cb3a6185278ada33d93d119.pdf
EXTSOURCE-6f56b2559e18b2443933d961,73456dc543850d40822a49b16b59c3d0650f23ca26bc990d877f6e80f3830fad,73388,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/73456dc543850d40822a49b16b59c3d0650f23ca26bc990d877f6e80f3830fad.html
EXTSOURCE-7b43fc7beaf7afb7a07341d9,a747cf3c276129bead0d86ee34661c94209fbd2de42a9c3ee2216ed512904759,36818,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a747cf3c276129bead0d86ee34661c94209fbd2de42a9c3ee2216ed512904759.html
EXTSOURCE-db24d702bd91b03b143cdf24,ec153491ae83e6d21009f8b855ea692ea3b2d24f100ee2b4de5e2f243728275a,997580,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/ec153491ae83e6d21009f8b855ea692ea3b2d24f100ee2b4de5e2f243728275a.html
EXTSOURCE-942281fc89e4d6d4fe0f7310,04b0128092f53eb4d8f0ea78411cd3f0d066d9d8f4823b02ae730079bec96a48,9794,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/04b0128092f53eb4d8f0ea78411cd3f0d066d9d8f4823b02ae730079bec96a48.html
EXTSOURCE-bedcf5a86f2695f3c4a373e5,c6158d25e4316a018d7db20935ccb264e7980812f881eeeeb7b7a6df5f86b8a8,392919,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c6158d25e4316a018d7db20935ccb264e7980812f881eeeeb7b7a6df5f86b8a8.html
EXTSOURCE-3fe5a0252648d844f9516ea5,70cd355d2bbeba7af90b9279e54fbd0acc7db915b5170aa0b8f06d9d06204d18,72372,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/70cd355d2bbeba7af90b9279e54fbd0acc7db915b5170aa0b8f06d9d06204d18.html
EXTSOURCE-9ad992f0fa7f4ccb956b2d07,479eddd7d8ab281c3570d97d46ebb7251fc72062bed7d732a5d48e6c86dd2f06,241054,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/479eddd7d8ab281c3570d97d46ebb7251fc72062bed7d732a5d48e6c86dd2f06.html
EXTSOURCE-de6dde51919751ecedfc917d,744638d924d7065beeffb26d2988501fd4bbd104159a72dcf1ce750949a6932d,188682,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/744638d924d7065beeffb26d2988501fd4bbd104159a72dcf1ce750949a6932d.html
EXTSOURCE-b90c7bdaee26f09a95cfc3d7,f9a8f6b7fb402c0466e125e73643d4dddf1c000c42ee11cc6c531cb1ec96dc97,2517215,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/f9a8f6b7fb402c0466e125e73643d4dddf1c000c42ee11cc6c531cb1ec96dc97.pdf
EXTSOURCE-7dfc685900eb4eed9ddc8d04,ca16ddd778af130a319439eede39a2926d95d6b7f0c9ef93abd28f7236fffe9c,5030536,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/ca16ddd778af130a319439eede39a2926d95d6b7f0c9ef93abd28f7236fffe9c.pdf
EXTSOURCE-914b13aee9fb4232478de4bb,fd4e5bc0897e99f14db595c71e7f50d1687ba0fbea5cdff1de1cd859064cd7a8,125773,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/fd4e5bc0897e99f14db595c71e7f50d1687ba0fbea5cdff1de1cd859064cd7a8.html
EXTSOURCE-be7dc2eb20c070be6e901209,8b5c336162610638bda893d0a0afd8cbafced6fd539b5fbefdcd77c7510059e5,27894,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8b5c336162610638bda893d0a0afd8cbafced6fd539b5fbefdcd77c7510059e5.html
EXTSOURCE-90e129fbe11466de2fabc72e,d9b0ff379b9ba1c857dd2e111333a0bd03c79f14095039acb56f9107bedcd415,50552,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d9b0ff379b9ba1c857dd2e111333a0bd03c79f14095039acb56f9107bedcd415.html
EXTSOURCE-db191a6d5bc873418ba454da,7d38208d9fa76beb8ca6e2d02a061c34d9daf1d56cea0182a10a3c735d0f087e,219874,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/7d38208d9fa76beb8ca6e2d02a061c34d9daf1d56cea0182a10a3c735d0f087e.html
EXTSOURCE-a4e6c3d364a988c64fa24fb8,d4707c3e40a65caac14f334389fd17e5cef6a7b1975633d3872cec3d3c1c9242,222543,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d4707c3e40a65caac14f334389fd17e5cef6a7b1975633d3872cec3d3c1c9242.html
EXTSOURCE-2638a255c85e18b8706a6824,c75177274919eb8c945aab770d0c00457d70f2560aeef77360a95c9c44ee2630,116689,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c75177274919eb8c945aab770d0c00457d70f2560aeef77360a95c9c44ee2630.html
EXTSOURCE-7e732de8a617426b9a4919e5,c0588e40d25dc668218a8a83485f95ef621c1e03c2f66d616e389d14a00cbe8f,88859,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/c0588e40d25dc668218a8a83485f95ef621c1e03c2f66d616e389d14a00cbe8f.pdf
EXTSOURCE-e5763fea9ee9db853305615e,e2a3de4a299fbbb70cd965cc03c99aff6220192f0944c016c0dd7f0e81fb4342,37372,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e2a3de4a299fbbb70cd965cc03c99aff6220192f0944c016c0dd7f0e81fb4342.html
EXTSOURCE-32477c7a06c40ab6af36dcec,0a1e3d55daaf0260c1256d66d6bed738396f5a9aec836f464c43523403a90676,1603960,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0a1e3d55daaf0260c1256d66d6bed738396f5a9aec836f464c43523403a90676.html
EXTSOURCE-6e69d577b2bc0adc941af6a5,2e265f7513e2af34f7d2af80082d53eda8a6661577edc3a972d43246e5199cfd,451980,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/2e265f7513e2af34f7d2af80082d53eda8a6661577edc3a972d43246e5199cfd.html
EXTSOURCE-15c09990d6aec0fc01d2db69,bb86503627ec3a9af3efa477fbc810780bc6953b5fe55d7944b35f9062e57ddf,59887,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/bb86503627ec3a9af3efa477fbc810780bc6953b5fe55d7944b35f9062e57ddf.html
EXTSOURCE-4a2c95134ad97a7216caa943,e7b0f7cca7306d3dea0baff0434abfe5c3d391c98801b5b4fc5911a327882ac0,85191,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e7b0f7cca7306d3dea0baff0434abfe5c3d391c98801b5b4fc5911a327882ac0.html
EXTSOURCE-8da4a4e5199353baf07ec211,fdb9fdbc279fb43a8f6fcbd4a210d8222f19da09bbe8f242ce1becd73ec5e1a8,238510,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/fdb9fdbc279fb43a8f6fcbd4a210d8222f19da09bbe8f242ce1becd73ec5e1a8.html
EXTSOURCE-4b5e264df719c6cd99c488b2,efe93a05e381bb02166b7bd0f8300b051a243031a77fc80ac78f0818d3a69c58,84404,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/efe93a05e381bb02166b7bd0f8300b051a243031a77fc80ac78f0818d3a69c58.html
EXTSOURCE-177fb7e7e338448427684f8e,5858f6f142a24bae119bcc5c93c49050826a8e2ae9a92901f634ccf53b063839,18657174,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/5858f6f142a24bae119bcc5c93c49050826a8e2ae9a92901f634ccf53b063839.pdf
EXTSOURCE-48d541b310de934195366d09,5edf869a27c9c5c75bc47c13a3a928d9f035f1df16a958eee0b7477b8b8c940e,508227,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/5edf869a27c9c5c75bc47c13a3a928d9f035f1df16a958eee0b7477b8b8c940e.html
EXTSOURCE-aecfbdcc585bbe3685feb451,4abb14e91353be61b8947eb377efd5d8df45f23bf5d1064a74caff30fd1154d7,429989,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/4abb14e91353be61b8947eb377efd5d8df45f23bf5d1064a74caff30fd1154d7.html
EXTSOURCE-3015df204d95e6f3149a7ea4,f4362386fd2ec8daf69b8f46f022fa84067387c1dcc3e9e705f0ceecc312bb9d,7951368,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/f4362386fd2ec8daf69b8f46f022fa84067387c1dcc3e9e705f0ceecc312bb9d.pdf
