retained_source_id,candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,source_review_download_status,download_status,content_type_hint,file_extension,file_size_bytes,file_sha256,local_retained_path,duplicate_file_group_id,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,source_review_timestamp,file_integrity_status,readiness_status,readiness_reason,page_count,pdf_encrypted_or_locked,pdf_has_text_layer_hint,pdf_version_hint,bounded_text_probe_pages,bounded_text_signal_character_count,html_text_readiness_hint,html_probe_bytes,html_visible_text_character_count,html_link_count,html_script_count,readiness_review_status,readiness_notes,exclusion_layer,preserved_exclusion_status,gap_priority_score,gap_priority_reason,verified_municipality,verified_state,verified_region,verified_unit_type,verified_source_family,verified_contract_or_document_period,locator_accessibility_status,verification_timestamp,candidate_only_lineage_status,http_status,notes,excluded_from_readiness_queue
RS556-0b81d331f7a8616a2dd1,TS4L-fdf9e4ad66a3d7434f3d,lane_1,tier_c,verification_ready_medium,https://www.mosba.org/documents/collective-bargaining-agreements/collective-bargaining-agreements-2023/belton/525264,Documents | Missouri School Boards' Association — Belton Support Personnel (NEA) 2024-2025,Belton,MO,Midwest,non_safety_comparator,Education Support Personnel (NEA unit),Belton Support Personnel (NEA),2024-2025,2024,2025,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,match,overlaps_2024_2027,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,weak_or_needs_review,not_downloaded,text/html,,1385875,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:00Z,,,,,,,,,,,,,,,,,source_review_download,weak_or_needs_review,136,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,Belton,MO,Midwest,non_safety_comparator,collective_bargaining_agreement_or_moa_or_wage_schedule,2024-2025,head_http_200,2026-07-27T12:59:02Z,verified_source_lead_not_downloaded,200,"embedded_secret_pattern_excluded_from_retention; attempts=1; elapsed_seconds=2.811; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",true
RS556-90e81328301665c0ad77,TS4L-036c80a89a84330e1c9c,lane_2,tier_c,verification_ready_low,https://insideinvestigator.org/vernon-arbitration-decision-goes-to-court-after-police-union-won-nearly-everything/,Vernon arbitration decision goes to court after police union won nearly everything (Inside Investigator),Vernon,CT,Northeast,safety_and_non_safety_bargaining_units,Vernon police union,,2014-2024 (article references a Connecticut statutory arbitration dispute; exact award/contract dates not captured in the search snippet),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city,unknown,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,weak_or_needs_review,not_downloaded,text/html,,312790,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:00Z,,,,,,,,,,,,,,,,,source_review_download,weak_or_needs_review,107,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,Vernon,CT,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2014-2024 (article references a Connecticut statutory arbitration dispute; exact award/contract dates not captured in the search snippet),head_http_200,2026-07-27T12:57:18Z,verified_source_lead_not_downloaded,200,"embedded_secret_pattern_excluded_from_retention; attempts=1; elapsed_seconds=4.189; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",true
RS556-e4ee2b0673a5b631dfa1,TS4L-08a2ba0e867ca7220a48,lane_2,tier_c,verification_ready_medium,https://perb.ny.gov/system/files/documents/2024/03/ia2017-009-award-9-9-20.pdf,PERB Opinion and Award PDF (IA2017-009; City of Newburgh and its PBA),Newburgh,NY,Northeast,safety_and_non_safety_bargaining_units,public safety (police),PBA (Newburgh),2019-2023 (award PDF dated 9/9/20; case number IA2017-009),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,within_expected_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,weak_or_needs_review,not_downloaded,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:01Z,,,,,,,,,,,,,,,,,source_review_download,weak_or_needs_review,115,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,Newburgh,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2019-2023 (award PDF dated 9/9/20; case number IA2017-009),head_http_200,2026-07-27T12:57:03Z,verified_source_lead_not_downloaded,403,"get_http_403; attempts=1; elapsed_seconds=0.103; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",true
RS556-c43f32e8d0b2c826a81d,TS4L-09cb3134563f7425a2e1,lane_2,tier_c,verification_ready_low,https://ecommons.cornell.edu/bitstreams/41b5dfd2-7aa2-40ec-9a12-8e4508821967/download,"NYS PERB Contract Collection – Metadata Header (Town of Islip CBA; no strike clause; Jan 1, 2014–Dec 31, 2016)",Islip,NY,Northeast,safety_and_non_safety_bargaining_units,safety_and_non_safety_bargaining_units,,"January 1, 2014 – December 31, 2016",2014,2016,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Islip (Town of Islip) match indicated by lead metadata/snippet,Overlaps target window (2014–2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,weak_or_needs_review,not_downloaded,text/html,,0,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:01Z,,,,,,,,,,,,,,,,,source_review_download,weak_or_needs_review,98,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,Islip,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"January 1, 2014 – December 31, 2016",head_http_200,2026-07-27T12:57:36Z,verified_source_lead_not_downloaded,202,"empty_response_body; attempts=1; elapsed_seconds=0.113; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",true
RS556-7b47beb3d2522475ae2d,TS4L-0e2d906db542f42acc78,lane_2,tier_c,verification_ready_medium,https://cms9files.revize.com/deltatwpmi/Document_Center/Township%20Board%20Agendas%20and%20Minutes/2023/September%205%2C%202023%20Agenda%20Packet.pdf,"September 5, 2023 Agenda Packet — Delta Charter Township (includes UAW tentative agreement)",Delta charter,MI,Midwest,safety_and_non_safety_bargaining_units,General municipal/technical services (non-public-safety unit),United Auto Workers Local 2256 (UAW),Tentative Agreement (08-11-2023 date appears in packet; full effective/expiration not extracted),2023-08,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match_target_municipality_found,overlap_with_2014_2024_expected_window_likely,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,oversized_for_this_pass,not_downloaded,application/pdf,,34040285,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:01Z,,,,,,,,,,,,,,,,,source_review_download,oversized_for_this_pass,105,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,Delta charter,MI,Midwest,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,Tentative Agreement (08-11-2023 date appears in packet; full effective/expiration not extracted),head_http_200,2026-07-27T12:57:19Z,verified_source_lead_not_downloaded,200,"content_length_exceeds_pass_limit; attempts=1; elapsed_seconds=0.408; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",true
RS556-b70be6913d25d5a5a7bb,TS4L-1abe42052b5d0558fc8e,lane_2,tier_c,verification_ready_low,https://ecommons.cornell.edu/items/7f9baec8-d62e-4545-9a2c-b01cf29b7903,"Smithtown Central School District and Smithtown Teachers Association, New York State United Teachers (NYSUT) (2015) (Collective Bargaining Agreement)",Smithtown,NY,Northeast,safety_and_non_safety_bargaining_units,non-safety (teachers; bargaining-unit context for non-safety signals),"Smithtown Teachers Association, New York State United Teachers (NYSUT)",Effective Date: 2015-07-01; Expiration Date: 2024-06-30,2015-07-01,2024-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,high,overlaps_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,weak_or_needs_review,not_downloaded,text/html,,0,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:03Z,,,,,,,,,,,,,,,,,source_review_download,weak_or_needs_review,100,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,Smithtown,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,Effective Date: 2015-07-01; Expiration Date: 2024-06-30,head_http_200,2026-07-27T12:57:35Z,verified_source_lead_not_downloaded,202,"empty_response_body; attempts=1; elapsed_seconds=0.117; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",true
RS556-55a1ce686d6bde3f84ea,TS4L-1b519245406fea729712,lane_2,tier_c,verification_ready_low,https://www.lvpnews.com/20131120/new-police-contract-is-ratified/,"Lehigh Valley Press / LVP News: 'New police contract is ratified' (Nov 20, 2013) - Whitehall Township police contract covering 2014-2016",Whitehall,PA,Northeast,safety_and_non_safety_bargaining_units,Police (uniformed public safety),Whitehall Township police officers / police officers' bargaining unit (as described in article),"Three-year contract calls out pay changes for 2014, 2015, 2016 (ratified Nov 2013)",2014-01-01,2016-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"high_confidence_match (Whitehall Township, PA)",partial_overlap_with_2014_2024 (2014-2016),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,weak_or_needs_review,not_downloaded,text/html,,68190,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:03Z,,,,,,,,,,,,,,,,,source_review_download,weak_or_needs_review,99,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,Whitehall,PA,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"Three-year contract calls out pay changes for 2014, 2015, 2016 (ratified Nov 2013)",head_http_200,2026-07-27T12:57:35Z,verified_source_lead_not_downloaded,200,"embedded_secret_pattern_excluded_from_retention; attempts=1; elapsed_seconds=1.820; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",true
RS556-b585725f7f0b673a495a,TS4L-1c8284cc17df74b8f7b0,lane_2,tier_c,verification_ready_low,https://perb.ny.gov/city-poughkeepsie-and-poughkeepsie-professional-firefighters-association-local-256,"STATE OF NEW YORK — PUBLIC EMPLOYMENT RELATIONS BOARD (Compulsory Interest Arbitration between City of Poughkeepsie and Poughkeepsie Professional Firefighters Association, Local 256) — Case No. IA93-036",Poughkeepsie,NY,Northeast,safety_and_non_safety_bargaining_units,Safety (firefighters),"Poughkeepsie Professional Firefighters Association, Local 256 (IAFF)",Case No. IA93-036 (year received appears to be ~1993; outside requested 2014-2024 window),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,City of Poughkeepsie (direct match in source title),Outside target window (document appears earlier than 2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,weak_or_needs_review,not_downloaded,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:09Z,,,,,,,,,,,,,,,,,source_review_download,weak_or_needs_review,100,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,Poughkeepsie,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,Case No. IA93-036 (year received appears to be ~1993; outside requested 2014-2024 window),head_http_200,2026-07-27T12:57:35Z,verified_source_lead_not_downloaded,403,"get_http_403; attempts=1; elapsed_seconds=0.100; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",true
RS556-ca5141efdbb1a374657f,TS4L-20c4b04ecd4d4e26ac43,lane_2,tier_c,verification_ready_medium,https://www.haverfordtownship.org/Document_Library_Archive/BOC_Archive_AM/2024_Board_of_Commissioners_Agendas_and_Minutes.pdf,2024 Board of Commissioners Agendas and Minutes (Haverford Township),Haverford,PA,Northeast,safety_and_non_safety_bargaining_units,Police (FOP) / civilian employees (as referenced in same materials),"Fraternal Order of Police, Delaware County Lodge 27 (on behalf of Police Officers of Haverford Township)","effective January 1, 2024 through December 31, 2024 (referenced within 2024 BOC materials)",2024-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,exact_municipality_match,within_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,oversized_for_this_pass,not_downloaded,application/pdf,,85428374,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:09Z,,,,,,,,,,,,,,,,,source_review_download,oversized_for_this_pass,107,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,Haverford,PA,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"effective January 1, 2024 through December 31, 2024 (referenced within 2024 BOC materials)",head_http_200,2026-07-27T12:57:18Z,verified_source_lead_not_downloaded,200,"content_length_exceeds_pass_limit; attempts=1; elapsed_seconds=0.159; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",true
RS556-1f5a4838395823bc9582,TS4L-20e185f214fd3baf4647,lane_2,tier_c,verification_ready_low,https://perb.ny.gov/compulsory-interest-arbitration-awards?page=4,Compulsory Interest Arbitration Awards (PERB) — Town of Lancaster and Lancaster Cayuga Club PBA (IA2014-010),Lancaster,NY,Northeast,safety_and_non_safety_bargaining_units,Police (PBA),Lancaster Cayuga Club PBA (Town of Lancaster Police Benevolent Association),2014-2018 (award listing window); case received 10/5/2015,2015,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,exact_municipality_name_match,overlaps_target_window_2014-2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,weak_or_needs_review,not_downloaded,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:09Z,,,,,,,,,,,,,,,,,source_review_download,weak_or_needs_review,102,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,Lancaster,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2014-2018 (award listing window); case received 10/5/2015,head_http_200,2026-07-27T12:57:23Z,verified_source_lead_not_downloaded,403,"get_http_403; attempts=1; elapsed_seconds=0.093; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",true
RS556-14b160a95063bd1b491f,TS4L-2584628282e9a2dce280,lane_2,tier_c,verification_ready_low,https://perb.ny.gov/system/files/documents/2024/05/m2010-266.pdf,STATE OF NEW YORK — PUBLIC EMPLOYMENT RELATIONS BOARD (In the Matter of Fact-Finding — Town of Pleasant Valley vs. International Brotherhood of Teamsters Local 456 (Blue Collar Unit)) — PERB Case No. M2010-266,Poughkeepsie,NY,Northeast,safety_and_non_safety_bargaining_units,Non-safety (blue-collar / Teamsters unit),International Brotherhood of Teamsters Local 456 (Blue Collar Unit),PERB Case No. M2010-266 (fact-finding; outside requested 2014-2024 window),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Poughkeepsie-related only (appears to reference Poughkeepsie, NY as an address/context, but municipality is Town of Pleasant Valley)",Outside target window (appears earlier than 2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,weak_or_needs_review,not_downloaded,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:09Z,,,,,,,,,,,,,,,,,source_review_download,weak_or_needs_review,98,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,Poughkeepsie,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,PERB Case No. M2010-266 (fact-finding; outside requested 2014-2024 window),head_http_200,2026-07-27T12:57:40Z,verified_source_lead_not_downloaded,403,"get_http_403; attempts=1; elapsed_seconds=0.095; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",true
RS556-9cac803793c1b8c81eb7,TS4L-393ebd36aa6cf5ee1df9,lane_2,tier_c,verification_ready_low,https://www.stratfordct.gov/documents/town-hall/town-departments-%26-services/human-resources/collective-bargaining-agreements/23871891,"Town of Stratford, CT — Documents: Collective Bargaining Agreements (Human Resources)",Stratford,CT,Northeast,safety_and_non_safety_bargaining_units,Public safety (fire/police) and other covered employee groups (as listed on page),"Includes, at minimum: Firefighter Union Local 998 (IAFF) and Police Union Local 407 (as shown on page)","Multiple contract periods listed on page (e.g., Fire: 7/1/2022–6/30/2026; Police: 7/1/2021–6/30/2025) (as shown on page)",2021-07-01,2026-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,yes,overlaps 2014-2024 window (contains cycles extending through 2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,weak_or_needs_review,not_downloaded,text/html,,1514599,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:13Z,,,,,,,,,,,,,,,,,source_review_download,weak_or_needs_review,97,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,Stratford,CT,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"Multiple contract periods listed on page (e.g., Fire: 7/1/2022–6/30/2026; Police: 7/1/2021–6/30/2025) (as shown on page)",head_http_200,2026-07-27T12:57:41Z,verified_source_lead_not_downloaded,200,"embedded_secret_pattern_excluded_from_retention; attempts=1; elapsed_seconds=0.734; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",true
RS556-884ef099391eaafb1a36,TS4L-3d9dda7b9f0668698ada,lane_2,tier_c,verification_ready_low,https://perb.ny.gov/city-rye-and-rye-police-association,STATE OF NEW YORK — Public Employment Relations Board: City of Rye and Rye Police Association,Rye,NY,Northeast,safety_and_non_safety_bargaining_units,police (uniformed law enforcement) (inferred from Rye Police Association),Rye Police Association,2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Same municipality (Rye, NY) in title/heading",Unknown (target window 2014-2024; period not specified in the search snippet),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,weak_or_needs_review,not_downloaded,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:15Z,,,,,,,,,,,,,,,,,source_review_download,weak_or_needs_review,109,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,Rye,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2014-2024 target window,head_http_200,2026-07-27T12:57:15Z,verified_source_lead_not_downloaded,403,"get_http_403; attempts=1; elapsed_seconds=0.090; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",true
RS556-55d02edb542655183ecf,TS4L-3e8946e43d8ce6d74cd0,lane_2,tier_c,verification_ready_medium,https://perb.ny.gov/system/files/documents/2024/03/ia88-038-award-3-19-90.pdf,PERB Award of Arbitration (PERB IA88-038): Town of New Windsor and Police Benevolent New Windsor Association (received 3/19/1990),New Windsor,NY,Northeast,safety_and_non_safety_bargaining_units,Police (safety),Police Benevolent New Windsor Association / New Windsor PBA,2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match_found,outside_target_window_2014-2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,weak_or_needs_review,not_downloaded,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:15Z,,,,,,,,,,,,,,,,,source_review_download,weak_or_needs_review,114,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,New Windsor,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2014-2024 target window,head_http_200,2026-07-27T12:57:04Z,verified_source_lead_not_downloaded,403,"get_http_403; attempts=1; elapsed_seconds=0.097; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",true
RS556-a31304b006c90acfd35d,TS4L-42e5d12c51cc5eadcfbf,lane_2,tier_c,verification_ready_medium,https://cityofnewalbany.com/wp-content/uploads/2022/06/041922-bowmin.pdf,New Albany (IN) Board of Public Works & Safety minutes (041922) — includes grievance hearing for Local #410 firefighters,New Albany,IN,Midwest,safety_and_non_safety_bargaining_units,Firefighters / Professional Fire Fighters Union,New Albany Professional Firefighters Union Local #410,2022-04-19 grievance hearing (minutes document; contract period not specified in lead),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city,overlapping_with_target_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,weak_or_needs_review,not_downloaded,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:17Z,,,,,,,,,,,,,,,,,source_review_download,weak_or_needs_review,108,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,New Albany,IN,Midwest,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2022-04-19 grievance hearing (minutes document; contract period not specified in lead),head_http_200,2026-07-27T12:57:16Z,verified_source_lead_not_downloaded,403,"get_http_403; attempts=1; elapsed_seconds=0.372; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",true
RS556-a0162f86fb1de7c09cdb,TS4L-448fc9c2de3ee9d6fa68,lane_2,tier_c,verification_ready_low,https://perb.ny.gov/compulsory-interest-arbitration-awards?page=60,PERB: Compulsory Interest Arbitration Awards (index; includes a Town of Colonie / Colonie Police Benevolent Association entry),Colonie,NY,Northeast,safety_and_non_safety_bargaining_units,Police (indexed arbitration awards),Colonie Police Benevolent Association,2014-2018 filter context shown on the index page (exact award year not confirmed in snippet),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match,potential_overlap_with_2014_2018_via_index_filter_context,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,weak_or_needs_review,not_downloaded,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:17Z,,,,,,,,,,,,,,,,,source_review_download,weak_or_needs_review,110,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,Colonie,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2014-2018 filter context shown on the index page (exact award year not confirmed in snippet),head_http_200,2026-07-27T12:57:12Z,verified_source_lead_not_downloaded,403,"get_http_403; attempts=1; elapsed_seconds=0.086; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",true
RS556-885d8c000ddab39b8e08,TS4L-44b2dea6ae849920d97c,lane_2,tier_c,verification_ready_medium,https://perb.ny.gov/compulsory-interest-arbitration-awards?page=62,PERB: Compulsory Interest Arbitration Awards (listing includes Town of Tonawanda and Town of Tonawanda Police Club),Tonawanda,NY,Northeast,safety_and_non_safety_bargaining_units,Police (safety bargaining unit lead capacity),Town of Tonawanda Police Club,2019-2023 (from listing page segment; exact award period not extracted),2019,2023,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match,expected_overlap_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,weak_or_needs_review,not_downloaded,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:17Z,,,,,,,,,,,,,,,,,source_review_download,weak_or_needs_review,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,Tonawanda,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2019-2023 (from listing page segment; exact award period not extracted),head_http_200,2026-07-27T12:57:04Z,verified_source_lead_not_downloaded,403,"get_http_403; attempts=1; elapsed_seconds=0.092; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",true
RS556-a01452c60780d0b3a675,TS4L-476f8bdab2a86e3b09a8,lane_2,tier_c,verification_ready_low,https://perb.ny.gov/system/files/documents/2024/05/m2012-054.pdf,"PERB fact-finding document PDF: Town of Union, NY and CSEA, Local 806/804 (impasse) (PDF locator)",Union,NY,Northeast,safety_and_non_safety_bargaining_units,public sector (CSEA bargaining unit; specific composition not confirmed from locator alone),CSEA local (as named in PDF),"Impasse arising from CBA expiration Dec 31, 2012; bargaining began Jan 2013 (as indicated in the PDF text preview snippet)",2013,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Town of Union, NY (named in PDF snippet/locator content)",Overlaps target window indirectly (impasse started pre-2014); CBA/arbitration years within 2014-2024 not confirmed from locator alone,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,weak_or_needs_review,not_downloaded,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:17Z,,,,,,,,,,,,,,,,,source_review_download,weak_or_needs_review,98,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,Union,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"Impasse arising from CBA expiration Dec 31, 2012; bargaining began Jan 2013 (as indicated in the PDF text preview snippet)",head_http_200,2026-07-27T12:57:40Z,verified_source_lead_not_downloaded,403,"get_http_403; attempts=1; elapsed_seconds=0.096; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",true
