extracted_text_id,retained_source_id,extracted_text_path,extracted_text_sha256,extracted_text_size_bytes
TXT378-584766efbe1ec2a5722b,RS556-bdda97f8abb62ab3bcd3,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-584766efbe1ec2a5722b.txt,47f5eab044115fa16ef36965e6de761c50826ac8c668c41ebcf4d1b65d124326,82136
TXT378-8e97c52df6c01d6c9ee3,RS556-c5d5fdf191e4a502e013,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-8e97c52df6c01d6c9ee3.txt,69279db0256d4fe8a476da3a06334785851b04279f9954a837ce41333e4752ca,164548
TXT378-a770bfef93d7464f95e1,RS556-c66177e7d9214b482eda,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-a770bfef93d7464f95e1.txt,b44bfd895eb28ea6c005f9f6b01b7ba2aacb3d8c9276a03315378ba2b43896c9,23913
TXT378-0e836cff345827cc2973,RS556-c83a93791c796eade43a,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-0e836cff345827cc2973.txt,dd1be4db3d479b763609b323241077b66b2d5fe12802928d94a86388f4405147,142401
TXT378-f0ffbd20541c3a3e96e4,RS556-c9a4196e52db5296a7a3,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-f0ffbd20541c3a3e96e4.txt,0f90c22f1e430ac285a83cacf6bcd385fcfd0462d6c4edeb282021cf338392f5,204853
TXT378-0ea6b732331a3d042e1e,RS556-cbc0a826776bd0954c3f,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-0ea6b732331a3d042e1e.txt,80ff649050891dc18da15fa268b547c5914508860dc68019cb7be0bfc48a57e4,5163
TXT378-4899ac781424314a945d,RS556-ce35c56892016f8dfa88,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-4899ac781424314a945d.txt,f806d6fe5a0bbc0dea221b9becea9f622decc921fc557f04660ea9fd9429ed71,28372
TXT378-cdab67a67e0f166c43fe,RS556-ce3795bdc2de0734fa9f,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-cdab67a67e0f166c43fe.txt,cd631f9a1215dee014baf9c3d20525c7bd5d083fd24663cc6af19185b18ba905,100680
TXT378-536ba1c05a3b2dccc070,RS556-d1f799e998544b7f5704,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-536ba1c05a3b2dccc070.txt,1225babddb32686a57445626501459caf9dd36b2c0459cf8c41c593a52329bb3,174861
TXT378-920ff1b179ecbb323dee,RS556-d261f3f49f57b1c6086b,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-920ff1b179ecbb323dee.txt,7842d1cc1beb671af7c5cd19ce3fdc6e5d5dcfbdeea9f542e3a2bbb2165a4f0b,65027
TXT378-0052f949afa142673070,RS556-d33fb25f5e9981045821,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-0052f949afa142673070.txt,1588bb02987ee0363145532f7b33acbf12b986aec1ac9f46cf5877bfae391ad5,160012
TXT378-ca403e6842ab8ab4d34c,RS556-d3829ce8836a667c1752,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-ca403e6842ab8ab4d34c.txt,e08e3e87b8e9c8aa3ea8331c93589b9e244cc51090e41f1c7244c58939cc069a,29796
TXT378-ac467ff20840d3f9d1da,RS556-d962187e711363a16a85,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-ac467ff20840d3f9d1da.txt,53722b2711da5dd65422cdb6aae0e32cd075653b39fe15f30d55d438248fc2e8,6657
TXT378-d6baaf06d2c19a1cbf80,RS556-d98b1da9d29ce2099bc0,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-d6baaf06d2c19a1cbf80.txt,dd6aef0d52d58bff683d10c880b2d4807884b85084cca6defb1d16788b143418,69346
TXT378-b8a6eaab739f69055096,RS556-da2929f5c3ba986e47ee,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-b8a6eaab739f69055096.txt,ef6e7729d5cf78b29e04f9ac55fa9bd0a675bd2a02619d06f4413d2ebd66a16b,49533
TXT378-d81f0cc90af78458200e,RS556-dc8f9df4d931210b0e98,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-d81f0cc90af78458200e.txt,d0abf648f450e68161891a88ee537d5532d806f43bc7330041daf0c7cf99f368,33266
TXT378-336133b6129de555e343,RS556-de4fc361909802ba9315,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-336133b6129de555e343.txt,4dc8339ad6d08d6477270374ebfbf6c85a506b14ed09f862d555f8943493be57,79887
TXT378-e63a4ab144503d4e2b40,RS556-e3d686b4033c3260e79d,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-e63a4ab144503d4e2b40.txt,528ab2f5c89a3719e4574883938d98886454156a52f3fd96f040f61fd09fedbc,150763
TXT378-82ef2c0cc7db95b576e8,RS556-e84f40f74057a77edbc6,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-82ef2c0cc7db95b576e8.txt,10a31ca0d1963caac4e8e331a48409709adef367ccfef03779fa7acbd6f7f45a,66900
TXT378-28c0d55842eda2a48793,RS556-ec1a1a4b0a67404cc922,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-28c0d55842eda2a48793.txt,53044dda57392b6287f3b3847f4b1ab5ff21896d2476965c4ff60b2183037397,93847
TXT378-6caae83d7c15f40cdec7,RS556-ef13f01c6217bd469f69,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-6caae83d7c15f40cdec7.txt,e1bcff3a19687b8384171af2eabb97bcef91237192251bf653fdf4179bc262a1,131456
TXT378-585b6c0d656a13a69ab2,RS556-efe63c962e406b1b8801,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-585b6c0d656a13a69ab2.txt,9914366111be80c4c3191f8d59611662eaa71652580df76f23f843e1029f8a5f,274202
TXT378-fe15096791933169822d,RS556-f37e655d663470bb4938,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-fe15096791933169822d.txt,954424911b924e560842db99ccae79c3935ce40df0170035a72fc6c5729c09bc,168910
TXT378-9a6c7203680f43d50efe,RS556-f4bf6cb1c9b5297bb544,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-9a6c7203680f43d50efe.txt,3cd188ba08d6f2021af89f1cc9e29c059bab82635786a60c4c1f2cbc11a188ed,63962
TXT378-8902029d8ef8a2b3c5e6,RS556-f4f688a5a4f753ec9679,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-8902029d8ef8a2b3c5e6.txt,6e2c95c6fbe818d6e0dc56f75dbf20540476aa30bb449a86fb6f5517a2383307,199922
TXT378-d128d7c5eb49e3fb9d4e,RS556-fb0b3a65dcb158dac287,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-d128d7c5eb49e3fb9d4e.txt,b403eff5eeb80c86b389ae87353d12a622130db33938a2ea199258dc3a2ea0f5,164707
TXT378-fdceae202142ad2a3d05,RS556-fcfc118a958a15d7273b,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-fdceae202142ad2a3d05.txt,9e4a0174e3b87fa409d0650ed4f4cac9cd745a15c9d3d2b98138f8b997372a5f,57432
TXT378-d3854aa3638478ca544c,RS556-ff25607a2538788da5a5,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-d3854aa3638478ca544c.txt,a245c3c8968650941b931b7ac872504280a63ebc66e927e406ceceea2cfaa3bb,7573
TXT378-b4a397e7fb74430e4277,RS556-03448d3461bd9485384d,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-b4a397e7fb74430e4277.txt,e49c30916fc86cf686521c7ec849691db83864b5b4dabdc35e1dbd2a05e186b7,3712
TXT378-667b1075961ce19de3ec,RS556-07e4bcb36aaa07ac2638,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-667b1075961ce19de3ec.txt,680915c4d8da84ed04f32a89cb2f6d54f6251302a7995cbf896f0fcbe19ed767,11250
TXT378-af7137adb82a925f1d54,RS556-0ad9c12c0e9ef7444d05,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-af7137adb82a925f1d54.txt,4699661754d13fc13ff43630ec6b3297d0e509d580a63a1d2569dd9c302fb605,161295
TXT378-7e1d705283b46512ccda,RS556-0e8ce358e26158fea498,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-7e1d705283b46512ccda.txt,3a643a8fa5ceb2d8afbba87f7a2ccd1f639174383cfff3133fab455f0bda0594,1098
TXT378-611bedb2c0c5c8b05e8a,RS556-11d8c03e2d61eafa719c,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-611bedb2c0c5c8b05e8a.txt,1d1e14fbbbca371a39a4e4d40d17882a7043ab65bc44f025f0380a18f08b1a6c,43782
TXT378-132924bb7b31a41448f7,RS556-18aac014014a525fba15,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-132924bb7b31a41448f7.txt,8c27abbc62f7a69485533fc03db07594c2d73f40da8add94e6b64cc2f5534571,91080
TXT378-f37d92a52afe2d8a53ea,RS556-1bb6bd2d0997a0ffa290,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-f37d92a52afe2d8a53ea.txt,cf205d167b74fa82af9b8121ad852a88d68afbe96b2ea2ea3ed3cbbd3258c0a3,34184
TXT378-96d27a051bed11c24187,RS556-215c19ad827b6733ab6c,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-96d27a051bed11c24187.txt,d9333fe8caf10ddbaab13b12e1bc146362041dedbf8827adda2d6af1f189a83e,102540
TXT378-a594a03febb82da23f7b,RS556-219343f790452966e6ec,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-a594a03febb82da23f7b.txt,1320e351485ea278ff6b16232bae7256e0225546b5265cf6603ccb8d10e8b54e,57316
TXT378-4347f5aca7bcfb44f93d,RS556-26bb04ddafe19af24ee5,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-4347f5aca7bcfb44f93d.txt,bf84b55c76a96360db22eb8336f21d5b5a2a50b3246c0aac7b0a4059fe54d388,133698
TXT378-b60adcbe8914eb295372,RS556-2ec2e53a8d0226a0b826,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-b60adcbe8914eb295372.txt,8365ecaac6ce660f7f02c408f1d31355629747f9c5104ed86f606507902e1297,31443
TXT378-0647a7e28134d038446e,RS556-30164074ba0e0324e1a0,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-0647a7e28134d038446e.txt,6dedfba5dee223e02b32ec3c17674be0dad0c008c8c78f5df2f4585c8f69aece,2375
TXT378-4fd16bf174ccc04b30cd,RS556-32d018c840478c551ec7,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-4fd16bf174ccc04b30cd.txt,09dc27f37f27c9ac36a40bf24c112efa4ff6311deeca55d9645f0fb33c0d8f74,3297
TXT378-ebde70775abdf182d7d8,RS556-338dd3eaa9bba61f6fa1,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-ebde70775abdf182d7d8.txt,0aba27a75ec6c973b810e273b954adc4714a98ebc538e5f08d80cb755f321c68,44648
TXT378-fa1a58996a646a515b3d,RS556-3571125b6cfceaafccf7,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-fa1a58996a646a515b3d.txt,012fe2a4e9feb0d8c44802f596ef41902e27b4d0111c6fecf27487dbb2bd5093,6578
TXT378-3506594b7cfb34f121d7,RS556-35c3b744ab047447fbdc,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-3506594b7cfb34f121d7.txt,83f0f7e77ad447875d72b5041e87b97fbdbae44eaab1c47f20e80bb62ce55991,9731
TXT378-a05ec178c10b5b7857fd,RS556-36eaa2416e765b1640da,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-a05ec178c10b5b7857fd.txt,38c85c71c3d64d302fa8777efb8eed2d4b7ea50bdbc69f17bc85d49dd06d13ef,55812
TXT378-0be42c30daae73fe0f60,RS556-37667299f14eaf264ae9,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-0be42c30daae73fe0f60.txt,33d9c947fffe5702ae3085f12b97e838b7b122ba6473d90077549a89d903f0d9,42015
TXT378-e670f728070dd45f9d57,RS556-39ed086a86c4af747b45,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-e670f728070dd45f9d57.txt,5d7dab4b524ff91317e098a7c131e2b5a4ff74f69b5837da6abdb768d3958b13,19925
TXT378-f554d600affb232df33c,RS556-3bb2f6ca7717b75dac61,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-f554d600affb232df33c.txt,af2c8bd1b7f184c34eee10540fe91fa8b008a3a6d9831099c8459fd18c4b8e41,7936
TXT378-88f43ac3860861eb0f7a,RS556-3c1af260b48940b1adfc,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-88f43ac3860861eb0f7a.txt,f9df218afafc6f5b40fba8f2e05700c8924223099ce948914ad10588753344b3,55445
TXT378-e0e0c251ed4661c2f57b,RS556-3e7a308af62b0c66e678,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-e0e0c251ed4661c2f57b.txt,6479b718f89ab1ef8b744e5cb287fffc1991440fb1def3d041659a5b1ddf324f,136097
TXT378-52d94a1a44f35df5f115,RS556-3ec7e016a8465b142104,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-52d94a1a44f35df5f115.txt,066c722695bf1c4b93d5dff9ed0eaecbc083be37a57b6f5e764c88088e6326e0,67369
TXT378-c1f31f82b1a54ca5a2c9,RS556-4922acff87fd53d7d25d,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-c1f31f82b1a54ca5a2c9.txt,360b130e1a5125e89f21efe562b3dbd04be119129825c3421a17d8dbf57b5305,16686
TXT378-b412961675f2bfc174eb,RS556-54200f09175c0516624c,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-b412961675f2bfc174eb.txt,c6771019d7a8cf1188f7c36c507963c7321a8497cefa372a8e15cae39b2f7f09,118530
TXT378-da1387e6339dc20998e4,RS556-5bc08ab30fbb01333c7b,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-da1387e6339dc20998e4.txt,2cc00ab09f811f5bd0667c9b154c948de9e3ebb73cd871f6e347c2d8741c31ec,18319
TXT378-9ef7ac1bdc2d84d11a20,RS556-5e475bf160c261e0fa58,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-9ef7ac1bdc2d84d11a20.txt,f2c01ea71bf70e4051f5a0af15f7442fd1da901da2613960de9b991b1a0a71d4,31118
TXT378-5c03d9cc6335ec5b2457,RS556-606236c213a29d0f9153,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-5c03d9cc6335ec5b2457.txt,b49e5c36ce3159db657f7947205fb4c0c1d76d6501ce896be7481aa01175d140,111902
TXT378-fae1686836c72180e16e,RS556-6121e581e7bdecbaa657,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-fae1686836c72180e16e.txt,e06ddbf04bb90a1d5007deaef404ebc24bd3e9fd531d51117cfb618d4e7cd2f7,8224
TXT378-78d277bd8ec390687320,RS556-63e157576c182f68d2d9,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-78d277bd8ec390687320.txt,8fd05e135e3facbdc28b75a2a19da6e8682e55d9faf4b60117ed6e73691edcad,63695
TXT378-4dfcfae8f0edfef1745b,RS556-6652b040026ae64048d3,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-4dfcfae8f0edfef1745b.txt,3858c3f41cbef55edc618c71fe702f22d74ad5ab17232d7650ff07f2bf90c894,3774
TXT378-f4b37c37d3f85692b3f9,RS556-70ec8b4011e745142973,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-f4b37c37d3f85692b3f9.txt,5873caf036acd6f90b622d7bf5d70721c57a5c2c3c20e78d14887aeb7603cce4,88018
TXT378-81435b4b0d8bdd6dea29,RS556-74c6f5a309669a6f880d,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-81435b4b0d8bdd6dea29.txt,44659c731fc4b123e6af8bd70112685e2bacba69df96d964c87097c3126cfae3,7460
TXT378-8784989046e10a5421b1,RS556-75a136da22d47c9be546,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-8784989046e10a5421b1.txt,3cac35e023f95751bad5d83456d44a752991fbf613312de7128f147c6681c4d8,113571
TXT378-158aeccaa20c8eb40507,RS556-775ca6c88e75953b675f,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-158aeccaa20c8eb40507.txt,1423ab9459df534575ee75219b595a02b65fee328a1baad3753552b364850495,18066
TXT378-63d46aa6c8c0b6524d84,RS556-797a0153d27350f84352,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-63d46aa6c8c0b6524d84.txt,b5be5cd089beae2fae10b9b2cf1b1a83298688c65ec2353e0064569de22a074b,204409
TXT378-c64bece871f835d29457,RS556-7f6974e882b3131a6584,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-c64bece871f835d29457.txt,4549fe2ca574337a4d2f55ca76caa5cd018b45091ed882f92751431222de812c,48816
TXT378-5755230e315e186d93b2,RS556-81149b41c496a5cb1b88,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-5755230e315e186d93b2.txt,e127ac5855cfe8886cbf9143a3369bc8e4a4d8cf8d6389819560fc00b28a3530,10693
TXT378-be7c087d818c1ffe91bc,RS556-88fdc9d283895d7c717a,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-be7c087d818c1ffe91bc.txt,62f6486f676df132fcf85663f29c570f2db4877a5c8ac6a287df22b2a9bf6db9,138278
TXT378-9d67e5805f5ab136f4f7,RS556-8b3c36d1ad80ad58e86d,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-9d67e5805f5ab136f4f7.txt,0d180dff9db30d97dbdf14a67448db96450b224c1d8dfc5783a4b186682e4950,38537
TXT378-b8b545fdbbe40ffcd537,RS556-8c0e90bb8bed701922e3,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-b8b545fdbbe40ffcd537.txt,c83edb5e87738d1581102be398666b3b2956e17199b52a7c1fddba84a5b99a89,99895
TXT378-581446feccb6c8e971c8,RS556-8ebe5caff5e3987eae97,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-581446feccb6c8e971c8.txt,7d05fb197c60cf266088c1fb274e35ecbee305d18b593561e6ce679ed8f00815,8344
TXT378-b7b8add0ddcc195b4db8,RS556-91c9237f0f057c6760a4,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-b7b8add0ddcc195b4db8.txt,1c821e1fbcb32849722720b939fad76f0a6002244c1f88d9025e8c02198361de,5170
TXT378-6e00e268419b28e21db7,RS556-9467ec89024c5babae39,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-6e00e268419b28e21db7.txt,3b259cf6db5f9b80dd1c59a02650fe1114906ad8a1d04f06bef91a4996672476,73506
