missingness_id,municipality,state,compensation_cycle_or_year,side,role_unit,current_claim_family,current_evidence_status,missing_external_variable,why_variable_matters,expected_claim_upgrade,search_priority,search_family,expected_public_availability,likely_source_family,target_query_hints,existing_source_linkage_fields,external_search_executed
EXTMISS-058feff1de5a4c90df508e06,Charleston,IL,2021,police,police,non_base_compensation,implemented,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",distinguishes contractual progression from compositional or tenure differences,distinguishes contractual progression from compositional or tenure differences,Tier 2,tenure_and_progression,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Charleston IL 2021 police employee tenure,municipality|state|cycle|side|role,false
EXTMISS-7a099a0bc844e6d1a4f77a09,Charleston,IL,2021,police,police,non_base_compensation,implemented,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",confirms whether negotiated or adopted terms became operative and paid,confirms whether negotiated or adopted terms became operative and paid,Tier 1,implementation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Charleston IL 2021 police payroll-effective date,municipality|state|cycle|side|role,false
EXTMISS-9c3069982bd8939f4c7d90b5,Charleston,IL,2021,police,police,non_base_compensation,implemented,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",separates wages from benefits and measures recurring total-compensation effects,separates wages from benefits and measures recurring total-compensation effects,Tier 2,benefits_and_total_compensation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Charleston IL 2021 police pension contributions,municipality|state|cycle|side|role,false
EXTMISS-6fd8c17043079c9444098126,Charleston,IL,2021,police,police,non_base_compensation,implemented,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",enables hex-density placement and contextual interpretation,enables hex-density placement and contextual interpretation,Tier 2,urbanicity_and_context,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Charleston IL 2021 police authoritative coordinates,municipality|state|cycle|side|role,false
EXTMISS-f611e4823807d0f241049fae,Charleston,TN,undated-source-B4X2500LIVE-20260729-004604,unclear,unclear,retroactivity_implementation,implemented,"actual wages paid, total earnings, overtime, premiums, retroactive payments",upgrades implementation from documented term to paid outcome,upgrades implementation from documented term to paid outcome,Tier 1,payroll_and_earnings,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Charleston TN undated-source-B4X2500LIVE-20260729-004604 unclear actual wages paid,municipality|state|cycle|side|role,false
EXTMISS-4e3b8718069c694cfff05f89,Charleston,TN,undated-source-B4X2500LIVE-20260729-004604,unclear,unclear,retroactivity_implementation,implemented,"authorized positions, filled positions, vacancy rate, layoffs, attrition",tests vacancy and staffing-reduction mechanisms with denominators,tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,staffing_and_headcount,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Charleston TN undated-source-B4X2500LIVE-20260729-004604 unclear authorized positions,municipality|state|cycle|side|role,false
EXTMISS-5725744670752ac5bcfbd189,Charleston,TN,undated-source-B4X2500LIVE-20260729-004604,unclear,unclear,retroactivity_implementation,implemented,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",tests recruitment and retention pressure with comparable administrative outcomes,tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,recruitment_and_retention,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Charleston TN undated-source-B4X2500LIVE-20260729-004604 unclear applicant counts,municipality|state|cycle|side|role,false
EXTMISS-a25984c704398189dd32733e,Charleston,TN,undated-source-B4X2500LIVE-20260729-004604,unclear,unclear,retroactivity_implementation,implemented,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",distinguishes contractual progression from compositional or tenure differences,distinguishes contractual progression from compositional or tenure differences,Tier 2,tenure_and_progression,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Charleston TN undated-source-B4X2500LIVE-20260729-004604 unclear employee tenure,municipality|state|cycle|side|role,false
EXTMISS-b8d87dd441d9b85b55310d27,Charleston,TN,undated-source-B4X2500LIVE-20260729-004604,unclear,unclear,retroactivity_implementation,implemented,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",confirms whether negotiated or adopted terms became operative and paid,confirms whether negotiated or adopted terms became operative and paid,Tier 1,implementation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Charleston TN undated-source-B4X2500LIVE-20260729-004604 unclear payroll-effective date,municipality|state|cycle|side|role,false
EXTMISS-474b37648020207b17e4633c,Charleston,TN,undated-source-B4X2500LIVE-20260729-004604,unclear,unclear,retroactivity_implementation,implemented,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",separates wages from benefits and measures recurring total-compensation effects,separates wages from benefits and measures recurring total-compensation effects,Tier 2,benefits_and_total_compensation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Charleston TN undated-source-B4X2500LIVE-20260729-004604 unclear pension contributions,municipality|state|cycle|side|role,false
EXTMISS-3eccd6dfe52c6f799e5f0c55,Charleston,TN,undated-source-B4X2500LIVE-20260729-004604,unclear,unclear,retroactivity_implementation,implemented,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",enables hex-density placement and contextual interpretation,enables hex-density placement and contextual interpretation,Tier 2,urbanicity_and_context,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Charleston TN undated-source-B4X2500LIVE-20260729-004604 unclear authoritative coordinates,municipality|state|cycle|side|role,false
EXTMISS-a3c02fbb154b32a32cbe5ad1,Charlotte,NY,2024,unclear,unclear,budget_pay_plan,implemented,"actual wages paid, total earnings, overtime, premiums, retroactive payments",upgrades implementation from documented term to paid outcome,upgrades implementation from documented term to paid outcome,Tier 1,payroll_and_earnings,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Charlotte NY 2024 unclear actual wages paid,municipality|state|cycle|side|role,false
EXTMISS-16687a624801632e45236dda,Charlotte,NY,2024,unclear,unclear,budget_pay_plan,implemented,"authorized positions, filled positions, vacancy rate, layoffs, attrition",tests vacancy and staffing-reduction mechanisms with denominators,tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,staffing_and_headcount,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Charlotte NY 2024 unclear authorized positions,municipality|state|cycle|side|role,false
EXTMISS-7df9fbf34607d600bfbc8aa9,Charlotte,NY,2024,unclear,unclear,budget_pay_plan,implemented,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",tests recruitment and retention pressure with comparable administrative outcomes,tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,recruitment_and_retention,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Charlotte NY 2024 unclear applicant counts,municipality|state|cycle|side|role,false
EXTMISS-285c3e91c0ee0bd29680fade,Charlotte,NY,2024,unclear,unclear,budget_pay_plan,implemented,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",distinguishes contractual progression from compositional or tenure differences,distinguishes contractual progression from compositional or tenure differences,Tier 2,tenure_and_progression,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Charlotte NY 2024 unclear employee tenure,municipality|state|cycle|side|role,false
EXTMISS-f081cdc1a5c4d6b77956fffd,Charlotte,NY,2024,unclear,unclear,budget_pay_plan,implemented,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",confirms whether negotiated or adopted terms became operative and paid,confirms whether negotiated or adopted terms became operative and paid,Tier 1,implementation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Charlotte NY 2024 unclear payroll-effective date,municipality|state|cycle|side|role,false
EXTMISS-362422018fb276bf9dfb4aad,Charlotte,NY,2024,unclear,unclear,budget_pay_plan,implemented,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",separates wages from benefits and measures recurring total-compensation effects,separates wages from benefits and measures recurring total-compensation effects,Tier 2,benefits_and_total_compensation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Charlotte NY 2024 unclear pension contributions,municipality|state|cycle|side|role,false
EXTMISS-d9f42731f75f1619da04252c,Charlotte,NY,2024,unclear,unclear,budget_pay_plan,implemented,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",enables hex-density placement and contextual interpretation,enables hex-density placement and contextual interpretation,Tier 2,urbanicity_and_context,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Charlotte NY 2024 unclear authoritative coordinates,municipality|state|cycle|side|role,false
EXTMISS-8cb7d4117d717031a6e1a216,Chatfield,MN,2023,police,police,non_base_compensation,implemented,"actual wages paid, total earnings, overtime, premiums, retroactive payments",upgrades implementation from documented term to paid outcome,upgrades implementation from documented term to paid outcome,Tier 1,payroll_and_earnings,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatfield MN 2023 police actual wages paid,municipality|state|cycle|side|role,false
EXTMISS-6f4072d5994fefbbfa7fda45,Chatfield,MN,2023,police,police,non_base_compensation,implemented,"authorized positions, filled positions, vacancy rate, layoffs, attrition",tests vacancy and staffing-reduction mechanisms with denominators,tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,staffing_and_headcount,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatfield MN 2023 police authorized positions,municipality|state|cycle|side|role,false
EXTMISS-c10bf7c078d685a83113bd9b,Chatfield,MN,2023,police,police,non_base_compensation,implemented,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",tests recruitment and retention pressure with comparable administrative outcomes,tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,recruitment_and_retention,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatfield MN 2023 police applicant counts,municipality|state|cycle|side|role,false
EXTMISS-48ed7d5b23e388fdebab2fa0,Chatfield,MN,2023,police,police,non_base_compensation,implemented,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",distinguishes contractual progression from compositional or tenure differences,distinguishes contractual progression from compositional or tenure differences,Tier 2,tenure_and_progression,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatfield MN 2023 police employee tenure,municipality|state|cycle|side|role,false
EXTMISS-0e1123510d22a0b7282c1117,Chatfield,MN,2023,police,police,non_base_compensation,implemented,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",confirms whether negotiated or adopted terms became operative and paid,confirms whether negotiated or adopted terms became operative and paid,Tier 1,implementation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatfield MN 2023 police payroll-effective date,municipality|state|cycle|side|role,false
EXTMISS-91cd1fb0facef5bc702442d5,Chatfield,MN,2023,police,police,non_base_compensation,implemented,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",separates wages from benefits and measures recurring total-compensation effects,separates wages from benefits and measures recurring total-compensation effects,Tier 2,benefits_and_total_compensation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatfield MN 2023 police pension contributions,municipality|state|cycle|side|role,false
EXTMISS-c44b770a277f4c72cb688549,Chatfield,MN,2023,police,police,non_base_compensation,implemented,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",enables hex-density placement and contextual interpretation,enables hex-density placement and contextual interpretation,Tier 2,urbanicity_and_context,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatfield MN 2023 police authoritative coordinates,municipality|state|cycle|side|role,false
EXTMISS-4bb4fb6b246725f168fd0836,Chatfield,MN,2025,police,police,cola_cpi_indexing,formally_adopted,"actual wages paid, total earnings, overtime, premiums, retroactive payments",upgrades implementation from documented term to paid outcome,upgrades implementation from documented term to paid outcome,Tier 1,payroll_and_earnings,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatfield MN 2025 police actual wages paid,municipality|state|cycle|side|role,false
EXTMISS-4b33f0fb63bc176e1a1ba894,Chatfield,MN,2025,police,police,cola_cpi_indexing,formally_adopted,"authorized positions, filled positions, vacancy rate, layoffs, attrition",tests vacancy and staffing-reduction mechanisms with denominators,tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,staffing_and_headcount,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatfield MN 2025 police authorized positions,municipality|state|cycle|side|role,false
EXTMISS-bd06cde4c51723fe8271a5d9,Chatfield,MN,2025,police,police,cola_cpi_indexing,formally_adopted,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",tests recruitment and retention pressure with comparable administrative outcomes,tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,recruitment_and_retention,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatfield MN 2025 police applicant counts,municipality|state|cycle|side|role,false
EXTMISS-e504a21baa96de173ddb13e3,Chatfield,MN,2025,police,police,cola_cpi_indexing,formally_adopted,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",distinguishes contractual progression from compositional or tenure differences,distinguishes contractual progression from compositional or tenure differences,Tier 2,tenure_and_progression,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatfield MN 2025 police employee tenure,municipality|state|cycle|side|role,false
EXTMISS-79bea829203dc8e9a082eaa3,Chatfield,MN,2025,police,police,cola_cpi_indexing,formally_adopted,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",confirms whether negotiated or adopted terms became operative and paid,confirms whether negotiated or adopted terms became operative and paid,Tier 1,implementation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatfield MN 2025 police payroll-effective date,municipality|state|cycle|side|role,false
EXTMISS-9db4113380dd07ff9d94d5dc,Chatfield,MN,2025,police,police,cola_cpi_indexing,formally_adopted,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",separates wages from benefits and measures recurring total-compensation effects,separates wages from benefits and measures recurring total-compensation effects,Tier 2,benefits_and_total_compensation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatfield MN 2025 police pension contributions,municipality|state|cycle|side|role,false
EXTMISS-7eb54098183fb8a733febd00,Chatfield,MN,2025,police,police,cola_cpi_indexing,formally_adopted,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",enables hex-density placement and contextual interpretation,enables hex-density placement and contextual interpretation,Tier 2,urbanicity_and_context,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatfield MN 2025 police authoritative coordinates,municipality|state|cycle|side|role,false
EXTMISS-1d282be2e7b11d7e57fb52ce,Chatfield,MN,2026,police,police,cola_cpi_indexing,formally_adopted,"actual wages paid, total earnings, overtime, premiums, retroactive payments",upgrades implementation from documented term to paid outcome,upgrades implementation from documented term to paid outcome,Tier 1,payroll_and_earnings,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatfield MN 2026 police actual wages paid,municipality|state|cycle|side|role,false
EXTMISS-d7bd91158e1199c4f4b03c08,Chatfield,MN,2026,police,police,cola_cpi_indexing,formally_adopted,"authorized positions, filled positions, vacancy rate, layoffs, attrition",tests vacancy and staffing-reduction mechanisms with denominators,tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,staffing_and_headcount,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatfield MN 2026 police authorized positions,municipality|state|cycle|side|role,false
EXTMISS-9b6e476ffdcb450316993355,Chatfield,MN,2026,police,police,cola_cpi_indexing,formally_adopted,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",tests recruitment and retention pressure with comparable administrative outcomes,tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,recruitment_and_retention,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatfield MN 2026 police applicant counts,municipality|state|cycle|side|role,false
EXTMISS-398baf609fb01d4618aede68,Chatfield,MN,2026,police,police,cola_cpi_indexing,formally_adopted,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",distinguishes contractual progression from compositional or tenure differences,distinguishes contractual progression from compositional or tenure differences,Tier 2,tenure_and_progression,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatfield MN 2026 police employee tenure,municipality|state|cycle|side|role,false
EXTMISS-4d927b3417cc309da169384c,Chatfield,MN,2026,police,police,cola_cpi_indexing,formally_adopted,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",confirms whether negotiated or adopted terms became operative and paid,confirms whether negotiated or adopted terms became operative and paid,Tier 1,implementation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatfield MN 2026 police payroll-effective date,municipality|state|cycle|side|role,false
EXTMISS-046bb2116f01709d6c9b1cc0,Chatfield,MN,2026,police,police,cola_cpi_indexing,formally_adopted,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",separates wages from benefits and measures recurring total-compensation effects,separates wages from benefits and measures recurring total-compensation effects,Tier 2,benefits_and_total_compensation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatfield MN 2026 police pension contributions,municipality|state|cycle|side|role,false
EXTMISS-d9e2ba4bc2f6d318a9e16c8a,Chatfield,MN,2026,police,police,cola_cpi_indexing,formally_adopted,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",enables hex-density placement and contextual interpretation,enables hex-density placement and contextual interpretation,Tier 2,urbanicity_and_context,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatfield MN 2026 police authoritative coordinates,municipality|state|cycle|side|role,false
EXTMISS-3aca021cc758eaa16e575dc5,Chatham,NJ,2026,unclear,unclear,retroactivity_implementation,implemented,"actual wages paid, total earnings, overtime, premiums, retroactive payments",upgrades implementation from documented term to paid outcome,upgrades implementation from documented term to paid outcome,Tier 1,payroll_and_earnings,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatham NJ 2026 unclear actual wages paid,municipality|state|cycle|side|role,false
EXTMISS-ac7a5109a97eb0110de079a5,Chatham,NJ,2026,unclear,unclear,retroactivity_implementation,implemented,"authorized positions, filled positions, vacancy rate, layoffs, attrition",tests vacancy and staffing-reduction mechanisms with denominators,tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,staffing_and_headcount,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatham NJ 2026 unclear authorized positions,municipality|state|cycle|side|role,false
EXTMISS-e3d6c98509ef8d257feda510,Chatham,NJ,2026,unclear,unclear,retroactivity_implementation,implemented,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",tests recruitment and retention pressure with comparable administrative outcomes,tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,recruitment_and_retention,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatham NJ 2026 unclear applicant counts,municipality|state|cycle|side|role,false
EXTMISS-c51992ff9a8f0da54f0a1dc6,Chatham,NJ,2026,unclear,unclear,retroactivity_implementation,implemented,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",distinguishes contractual progression from compositional or tenure differences,distinguishes contractual progression from compositional or tenure differences,Tier 2,tenure_and_progression,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatham NJ 2026 unclear employee tenure,municipality|state|cycle|side|role,false
EXTMISS-5bf189a5f52e06e00ef1d706,Chatham,NJ,2026,unclear,unclear,retroactivity_implementation,implemented,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",confirms whether negotiated or adopted terms became operative and paid,confirms whether negotiated or adopted terms became operative and paid,Tier 1,implementation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatham NJ 2026 unclear payroll-effective date,municipality|state|cycle|side|role,false
EXTMISS-cbb2a71df94a0a3e726ab1b9,Chatham,NJ,2026,unclear,unclear,retroactivity_implementation,implemented,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",separates wages from benefits and measures recurring total-compensation effects,separates wages from benefits and measures recurring total-compensation effects,Tier 2,benefits_and_total_compensation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatham NJ 2026 unclear pension contributions,municipality|state|cycle|side|role,false
EXTMISS-e90b67bc570e5c7b90756a0c,Chatham,NJ,2026,unclear,unclear,retroactivity_implementation,implemented,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",enables hex-density placement and contextual interpretation,enables hex-density placement and contextual interpretation,Tier 2,urbanicity_and_context,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chatham NJ 2026 unclear authoritative coordinates,municipality|state|cycle|side|role,false
EXTMISS-e8811b9b74672cfac69218e1,Chattahoochee Hills,GA,2022,unclear,unclear,non_base_compensation,formally_adopted,"actual wages paid, total earnings, overtime, premiums, retroactive payments",upgrades implementation from documented term to paid outcome,upgrades implementation from documented term to paid outcome,Tier 1,payroll_and_earnings,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chattahoochee Hills GA 2022 unclear actual wages paid,municipality|state|cycle|side|role,false
EXTMISS-377d774c92dd78442c94c5e1,Chattahoochee Hills,GA,2022,unclear,unclear,non_base_compensation,formally_adopted,"authorized positions, filled positions, vacancy rate, layoffs, attrition",tests vacancy and staffing-reduction mechanisms with denominators,tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,staffing_and_headcount,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chattahoochee Hills GA 2022 unclear authorized positions,municipality|state|cycle|side|role,false
EXTMISS-d98238b7c68df996feaf1324,Chattahoochee Hills,GA,2022,unclear,unclear,non_base_compensation,formally_adopted,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",tests recruitment and retention pressure with comparable administrative outcomes,tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,recruitment_and_retention,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chattahoochee Hills GA 2022 unclear applicant counts,municipality|state|cycle|side|role,false
EXTMISS-ed4574372007f099bebd3743,Chattahoochee Hills,GA,2022,unclear,unclear,non_base_compensation,formally_adopted,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",distinguishes contractual progression from compositional or tenure differences,distinguishes contractual progression from compositional or tenure differences,Tier 2,tenure_and_progression,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chattahoochee Hills GA 2022 unclear employee tenure,municipality|state|cycle|side|role,false
EXTMISS-75493a2c37446179fe3086ec,Chattahoochee Hills,GA,2022,unclear,unclear,non_base_compensation,formally_adopted,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",confirms whether negotiated or adopted terms became operative and paid,confirms whether negotiated or adopted terms became operative and paid,Tier 1,implementation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chattahoochee Hills GA 2022 unclear payroll-effective date,municipality|state|cycle|side|role,false
EXTMISS-06c2797d65ae606b47f983fd,Chattahoochee Hills,GA,2022,unclear,unclear,non_base_compensation,formally_adopted,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",separates wages from benefits and measures recurring total-compensation effects,separates wages from benefits and measures recurring total-compensation effects,Tier 2,benefits_and_total_compensation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chattahoochee Hills GA 2022 unclear pension contributions,municipality|state|cycle|side|role,false
EXTMISS-3ffef2af83673470de78953b,Chattahoochee Hills,GA,2022,unclear,unclear,non_base_compensation,formally_adopted,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",enables hex-density placement and contextual interpretation,enables hex-density placement and contextual interpretation,Tier 2,urbanicity_and_context,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chattahoochee Hills GA 2022 unclear authoritative coordinates,municipality|state|cycle|side|role,false
EXTMISS-c8f538d4fd777fae81fb5c68,Chebeague Island,ME,2025,unclear,unclear,retroactivity_implementation,implemented,"actual wages paid, total earnings, overtime, premiums, retroactive payments",upgrades implementation from documented term to paid outcome,upgrades implementation from documented term to paid outcome,Tier 1,payroll_and_earnings,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chebeague Island ME 2025 unclear actual wages paid,municipality|state|cycle|side|role,false
EXTMISS-fa5f31edbed3403f41d18bf1,Chebeague Island,ME,2025,unclear,unclear,retroactivity_implementation,implemented,"authorized positions, filled positions, vacancy rate, layoffs, attrition",tests vacancy and staffing-reduction mechanisms with denominators,tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,staffing_and_headcount,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chebeague Island ME 2025 unclear authorized positions,municipality|state|cycle|side|role,false
EXTMISS-a804fdd8aa37a3f16df964ac,Chebeague Island,ME,2025,unclear,unclear,retroactivity_implementation,implemented,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",tests recruitment and retention pressure with comparable administrative outcomes,tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,recruitment_and_retention,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chebeague Island ME 2025 unclear applicant counts,municipality|state|cycle|side|role,false
EXTMISS-bb8e2b36fd9cf3914cb8044b,Chebeague Island,ME,2025,unclear,unclear,retroactivity_implementation,implemented,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",distinguishes contractual progression from compositional or tenure differences,distinguishes contractual progression from compositional or tenure differences,Tier 2,tenure_and_progression,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chebeague Island ME 2025 unclear employee tenure,municipality|state|cycle|side|role,false
EXTMISS-55b7f11c2ce8d4ccc9cf127c,Chebeague Island,ME,2025,unclear,unclear,retroactivity_implementation,implemented,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",confirms whether negotiated or adopted terms became operative and paid,confirms whether negotiated or adopted terms became operative and paid,Tier 1,implementation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chebeague Island ME 2025 unclear payroll-effective date,municipality|state|cycle|side|role,false
EXTMISS-604dfd1dbfcc6d66e5eae5df,Chebeague Island,ME,2025,unclear,unclear,retroactivity_implementation,implemented,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",separates wages from benefits and measures recurring total-compensation effects,separates wages from benefits and measures recurring total-compensation effects,Tier 2,benefits_and_total_compensation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chebeague Island ME 2025 unclear pension contributions,municipality|state|cycle|side|role,false
EXTMISS-f50eabd6e43f9a1c0cc787a5,Chebeague Island,ME,2025,unclear,unclear,retroactivity_implementation,implemented,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",enables hex-density placement and contextual interpretation,enables hex-density placement and contextual interpretation,Tier 2,urbanicity_and_context,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Chebeague Island ME 2025 unclear authoritative coordinates,municipality|state|cycle|side|role,false
EXTMISS-693413513c8a40cd953b3072,Cheektowaga,NY,2024,unclear,unclear,across_the_board_raise,formally_adopted,"actual wages paid, total earnings, overtime, premiums, retroactive payments",upgrades implementation from documented term to paid outcome,upgrades implementation from documented term to paid outcome,Tier 1,payroll_and_earnings,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Cheektowaga NY 2024 unclear actual wages paid,municipality|state|cycle|side|role,false
EXTMISS-dbac133ada8e9b9d97583d8a,Cheektowaga,NY,2024,unclear,unclear,across_the_board_raise,formally_adopted,"authorized positions, filled positions, vacancy rate, layoffs, attrition",tests vacancy and staffing-reduction mechanisms with denominators,tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,staffing_and_headcount,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Cheektowaga NY 2024 unclear authorized positions,municipality|state|cycle|side|role,false
