implementation_event_id,municipality,state,region,latitude,longitude,compensation_cycle_id,period_start,period_end,mechanism_class,mechanism_subtype,side,beneficiary_unit,implementation_status,pressure_direction,recurring_or_one_time,compensation_type,pay_basis,source_count,evidence_span_count,corroborating_source_count,strongest_evidence_excerpt,human_readable_citation,implementation_confidence,claim_use_status,urbanicity_status,technical_lineage
IMPEVT-ada1d3c014679ad36e1fd168,Hiram,ME,Northeast,,,2025,2025,2025,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,A late fee of $25.00 per dog become effective February 1st.,"Hiram, ME, Wage Schedule, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-457661a1fdb488183bf06a00""]"
IMPEVT-0b4c0e445f98ac87a909e1f5,Isle au Haut,ME,Northeast,,,2026,2026,2026,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,2,0,"Reserve effective July l , 2026.","Isle au Haut, ME, Council Packet Or Minutes, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-236af9f881ef0d2511027eb3"",""WCM-f25026876e620412c33e9fd6""]"
IMPEVT-c366f2e4d86372193308d4e0,Kingsbury,ME,Northeast,,,2026,2026,2026,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,1,0,"2026 until those taxes are paid in full, effective October 1, 2026.","Kingsbury, ME, Wage Schedule, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-8e6df4a76d67329090856b62""]"
IMPEVT-7ab68e71a6896733a916ad62,Mapleton,ME,Northeast,,,2024,2024,2024,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,3,0,"effective July 1, 1991.","Mapleton, ME, Personnel Policy, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-0f192cf532d778532345f0a9"",""WCM-6aa24398c694cafb90b8c12b"",""WCM-937ec2783e49b79eb0c23493""]"
IMPEVT-1246a25792867625bc02c471,Newburgh,ME,Northeast,,,undated-source-B4X2500LIVE-20260729-001134,,,non_base_compensation,stipend_or_premium,fire,fire,implemented,unclear,recurring_non_base,stipend_or_premium,stipend,1,1,0,The Chiefs shall receive a nominal stipend as established in the municipal budget payable no less,"Newburgh, ME, Personnel Policy, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-8093ebe971582a5b4d34a19d""]"
IMPEVT-34edb9963f1a24b445974c17,Newcastle,ME,Northeast,,,2016,2016,2016,non_base_compensation,uniform_or_equipment_allowance,unclear,unclear,implemented,unclear,recurring_non_base,uniform_or_equipment_allowance,allowance,1,1,0,"purposes, you will receive a vehicle allowance equal to the current Town mileage reimbursement","Newcastle, ME, Arbitration Award, 2016.",high,implementation_event_ready,missing_not_validated,"[""WCM-e4eb40aa77055dbce56e0b86""]"
IMPEVT-5032cb42c3df6746712948ab,Newcastle,ME,Northeast,,,2023,2023,2023,non_base_compensation,uniform_or_equipment_allowance,unclear,unclear,implemented,unclear,recurring_non_base,uniform_or_equipment_allowance,allowance,1,1,0,"purposes, you will receive a vehicle allowance equal to the current Town mileage reimbursement","Newcastle, ME, Personnel Policy, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-38d2bf9a76bacec0d8ea4c16""]"
IMPEVT-f01f6839f1e34da1d366b79e,Newcastle,ME,Northeast,,,2024,2024,2024,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"Effective January 01, 2024, The Town of Newcastle will allow any employee who is eligible to","Newcastle, ME, Personnel Policy, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-64807ea0323d5e46288a4093""]"
IMPEVT-9478318b0964d970d3cbc1b1,Ogunquit,ME,Northeast,,,2017,2017,2017,retroactivity_implementation,benefit_cost_change,fire,fire,implemented,unclear,benefit_cost_shift,benefit_cost_change,benefit_cost_share,1,2,0,"Section 3: Health Care Plan: Effective January 1, 2017, the Town agrees to provide the PPO 500","Ogunquit, ME, Collective Bargaining Agreement, 2017.",high,implementation_event_ready,missing_not_validated,"[""WCM-048028a097fc5af55f04da21"",""WCM-fc381ba34983d3d6fb4bf72f""]"
IMPEVT-099b10dbc6616af59b97eaa3,Ogunquit,ME,Northeast,,,2019,2019,2019,retroactivity_implementation,base_wage,fire,fire,implemented,upward,recurring_base,base_wage,percentage,1,1,0,"1) Effective July 1, 2019, Unit employees wages will be increased by 2.5%","Ogunquit, ME, Collective Bargaining Agreement, 2019.",high,implementation_event_ready,missing_not_validated,"[""WCM-930a50cf4d83e814f6af4939""]"
IMPEVT-6a3fd0ea0c592b7b9232e2f8,Ogunquit,ME,Northeast,,,2022,2022,2022,across_the_board_raise,across_the_board_raise,fire,fire,implemented,upward,percentage_adjustment,across_the_board_raise,percentage,1,1,0,"Section 4: Unit Employees will receive a 4% increase starting on July 1st, 2022 and will be placed","Ogunquit, ME, Collective Bargaining Agreement, 2022.",high,implementation_event_ready,missing_not_validated,"[""WCM-0e5cf6487f1eb9827dd8ff43""]"
IMPEVT-9c1221e34f4e80b0415db335,Ogunquit,ME,Northeast,,,undated-source-B4X2500LIVE-20260729-001139,,,step_schedule_seniority,stipend_or_premium,fire,fire,implemented,unclear,recurring_non_base,stipend_or_premium,annual_salary,1,1,0,"Unit employees promoted to the rank of Captain [Lead Firefighter] shall receive an annual stipend in the amount of $2,000.00 for assuming the higher level duties &","Ogunquit, ME, Collective Bargaining Agreement, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-510936a3e6d81989500bdfd1""]"
IMPEVT-6e8331b80a3ef3b682d0fb29,Phippsburg,ME,Northeast,,,2023,2023,2023,across_the_board_raise,cola_or_indexing,police,police,implemented,upward,percentage_adjustment,cola_or_indexing,percentage,1,1,0,The request is increased to reflect the COLA increase of 3.2% for the Assessing Agent.,"Phippsburg, ME, Budget Or Pay Plan, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-7d52a8163b8f969a6364e25f""]"
IMPEVT-f9c7edf51c6f0b59c114de04,Phippsburg,ME,Northeast,,,2023,2023,2023,retroactivity_implementation,mechanism_only,police,police,implemented,unclear,not_applicable,mechanism_only,unknown,1,2,0,"For the first year since the town wide revaluation was completed effective April 1, 2010","Phippsburg, ME, Budget Or Pay Plan, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-21a3058582b5242f8888afa2"",""WCM-da4bacf32bf8545559fce720""]"
IMPEVT-315099419550631daf22329e,Pownal,ME,Northeast,,,2025,2025,2025,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,4,0,"implementation effective May 1, 2003 Plan.","Pownal, ME, Personnel Policy, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-3bd4255425c3e867d3bdde73"",""WCM-55b63f931c297464d687c7d9"",""WCM-561a041fd2c42c76bfc05fd0"",""WCM-eff507664c9c47fee76c40f7""]"
IMPEVT-b31ef4d81c7bbfd7c82e84e9,Sandy River,ME,Northeast,,,2025,2025,2025,non_base_compensation,uniform_or_equipment_allowance,unclear,unclear,implemented,unclear,recurring_non_base,uniform_or_equipment_allowance,allowance,1,1,0,"purposes, you will receive a vehicle allowance equal to the current Plantation mileage","Sandy River, ME, Civil-Service Or Hr Pay Plan, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-e19c7bb044a60ecf1103cf0b""]"
IMPEVT-77f58e1d7cdb3a87c00ea9b8,Shapleigh,ME,Northeast,,,2015,2015,2015,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,2,0,"3) Effective June 2, 2015, an employee in a safety-sensitive position is further prohibited","Shapleigh, ME, Personnel Policy, 2015.",high,implementation_event_ready,missing_not_validated,"[""WCM-9f429ac48bc2001a51170013"",""WCM-d4d39bfad3e6f27d19a612b4""]"
IMPEVT-42b6f78fe9f62efbb6532635,Shapleigh,ME,Northeast,,,2017,2017,2017,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"South term from a 3 year term to a 2 year term, effective March 2017.","Shapleigh, ME, Wage Schedule, 2017.",high,implementation_event_ready,missing_not_validated,"[""WCM-7094e0deba68d158069fa06a""]"
IMPEVT-9727bc9219a5659216edb4ce,Shapleigh,ME,Northeast,,,2025,2025,2025,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"These rules, which become effective January 1, 1995, require pre-employment, reasonable","Shapleigh, ME, Personnel Policy, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-ee8b218880355e7d055e66b4""]"
IMPEVT-609673d0f23d2b6cdeffd921,Strong,ME,Northeast,,,2025,2025,2025,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"● Clerk’s Certificate of Appointment formally signed, effective June 10, 2025.","Strong, ME, Budget Or Pay Plan, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-d37b4ea9f909d6b0216ff32b""]"
IMPEVT-cb2564d30e9add3e0e3e93a4,Weld,ME,Northeast,,,2025,2025,2025,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"I understand that the Policy is effective June __, 2025 (as amended by the Select Board as","Weld, ME, Personnel Policy, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-7978a1360971c2f8ee485f2d""]"
IMPEVT-49ddb8e8a14a5bf6adb8e73c,Alaiedon,MI,Midwest,,,2022,2022,2022,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,1,0,"Review and consider the Fee Schedule effective July 1, 2022.","Alaiedon, Michigan, Budget Or Pay Plan, 2022.",high,implementation_event_ready,missing_not_validated,"[""WCM-ea5ac818999e7753c4e162ef""]"
IMPEVT-5c78dca59ad09587afa0adef,Algonac,MI,Midwest,,,undated-source-B4X2500LIVE-20260729-002884,,,across_the_board_raise,cola_or_indexing,unclear,unclear,implemented,upward,percentage_adjustment,cola_or_indexing,unknown,1,2,0,covered by this agreement shall receive a COLA adjustment,"Algonac, Michigan, Collective Bargaining Agreement, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-02251a96eb3cfed35a7b174b"",""WCM-c009de6325048b6f0300df88""]"
IMPEVT-8b2940a850d6bb91d1b1d083,Algonac,MI,Midwest,,,undated-source-B4X2500LIVE-20260729-002884,,,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,3,0,"Effective July 1, 1991 to June 30, 1994","Algonac, Michigan, Collective Bargaining Agreement, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-6797c9c3f26cfaac3cc019ed"",""WCM-69603ceef074f9e9f8923ce0"",""WCM-8406587b9cce6e01c34c9790""]"
IMPEVT-984b740777858fb6155c2e19,Allegan,MI,Midwest,,,2014,2014,2014,non_base_compensation,other,police,police,implemented,unclear,unclear_duration,other,unknown,1,1,0,"(Resolution 13.40 November 28, 2013, effective January 1, 2014)","Allegan, Michigan, Other Local Government Pay Policy, 2014.",high,implementation_event_ready,missing_not_validated,"[""WCM-28c85be10d854ba6c7b13952""]"
IMPEVT-be8543c7d119a5589398581c,Allegan,MI,Midwest,,,undated-source-BRMGRS-20260802-56ac3cb4c44b6e0f2d10047b,,,non_base_compensation,other,non_safety,non_safety,implemented,unclear,unclear_duration,other,unknown,1,1,0,"Effective January 1, 2002, if a building is to be vacant for one month or more, the water and sewer","Allegan, Michigan, Other Local Government Pay Policy, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-e8f3fc74b5526d0f985dcf3a""]"
IMPEVT-80899c9388d1e63ff884e7c6,Allegan,MI,Midwest,,,undated-source-BRMGRS-20260802-56ac3cb4c44b6e0f2d10047b,,,non_base_compensation,other,police,police,implemented,unclear,unclear_duration,other,unknown,1,1,0,"effective January 1, 1989.","Allegan, Michigan, Other Local Government Pay Policy, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-748041d56b77fb2aba918222""]"
IMPEVT-a60f852dca2106a2eb3bfe78,Allegan,MI,Midwest,,,undated-source-BRMGRS-20260802-56ac3cb4c44b6e0f2d10047b,,,ordinance_council_adoption,budget_or_pay_plan,police,police,formally_adopted,unclear,budget_context_only,budget_or_pay_plan,budget_amount,1,3,0,City Council approved 08/08/11),"Allegan, Michigan, Other Local Government Pay Policy, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-0d4021002eaf3ffd7da6032b"",""WCM-b68acf1e69bdee08f5e42544"",""WCM-e6f84c50ccfc956fa390a4e4""]"
IMPEVT-f720fbfc469b3b51247a538f,Antrim,MI,Midwest,,,2025,2025,2025,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,hourly,1,4,0,afternoon shift and shall receive an additional $0.30 per hour.,"Antrim, Michigan, Wage Schedule, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-1374b52b0538c93ca8c38057"",""WCM-5159e73d80023921b67bc1f9"",""WCM-5cbc7c5ca765d168017a4720"",""WCM-5d6660a3db836042798d8fdf""]"
IMPEVT-b8b9e48f1919773514f04698,Arlington,MI,Midwest,,,2021,2021,2021,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,1,0,effective on January l of the following year unless designated otherwise by the Town-,"Arlington, Michigan, Personnel Policy, 2021.",high,implementation_event_ready,missing_not_validated,"[""WCM-957f2d471bf46df05d3d43d3""]"
IMPEVT-5efdfa157fbd2112825954b4,Atlas,MI,Midwest,,,2021,2021,2021,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"effective January 1, 2021.","Atlas, Michigan, Wage Schedule, 2021.",high,implementation_event_ready,missing_not_validated,"[""WCM-298cc208a338e050e88c68ed""]"
IMPEVT-1cdb7301b1d225dcd6583aac,Au Train,MI,Midwest,,,2022,2022,2022,non_base_compensation,other,unclear,unclear,implemented,unclear,unclear_duration,other,unknown,1,1,0,"effective April 1, 2022.","Au Train, Michigan, Council Packet Or Minutes, 2022.",high,implementation_event_ready,missing_not_validated,"[""WCM-53411d754f1231b98338eefb""]"
IMPEVT-4db9b1a8eb6e6701cc819bf3,Au Train,MI,Midwest,,,2024,2024,2024,non_base_compensation,other,unclear,unclear,implemented,unclear,unclear_duration,other,unknown,1,1,0,"After review and discussion, Motion by Johnson/seconded Doucette, that effective April 1, 2024, wages will be amended and reflected as per the New Pay Schedule.","Au Train, Michigan, Council Packet Or Minutes, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-26ba33ca00449fc775c5e894""]"
IMPEVT-e959c3f593af59b1ec0d406f,Augusta charter,MI,Midwest,,,2015,2015,2015,retroactivity_implementation,mechanism_only,fire,fire,implemented,unclear,not_applicable,mechanism_only,unknown,1,2,0,"Contract Duration: 2-year agreement, effective 1-1-15 to 12-31-16.","Augusta charter, Michigan, Collective Bargaining Agreement, 2015.",high,implementation_event_ready,missing_not_validated,"[""WCM-3a16e1609b981559d6d65a7e"",""WCM-8a6965550997848253d3bdea""]"
IMPEVT-e6746e735e28e16609324915,Augusta charter,MI,Midwest,,,2021,2021,2021,retroactivity_implementation,mechanism_only,fire,fire,implemented,unclear,not_applicable,mechanism_only,unknown,1,2,0,"28, 2021 and effective 4-1-21 to 3-31-24.","Augusta charter, Michigan, Collective Bargaining Agreement, 2021.",high,implementation_event_ready,missing_not_validated,"[""WCM-6c382c4ccc240ce8c2e2661e"",""WCM-9d1d0a37cf97cb2b2675aa41""]"
IMPEVT-35a371d2a25388b205bfd973,Augusta charter,MI,Midwest,,,2022,2022,2022,retroactivity_implementation,mechanism_only,fire,fire,implemented,upward,not_applicable,mechanism_only,percentage,1,1,0,"3% increase effective April 1, 2022.","Augusta charter, Michigan, Collective Bargaining Agreement, 2022.",high,implementation_event_ready,missing_not_validated,"[""WCM-b239330530b9d8c9438653eb""]"
IMPEVT-d6f671aeed8d40f855690150,Augusta charter,MI,Midwest,,,2023,2023,2023,across_the_board_raise,across_the_board_raise,fire,fire,implemented,upward,percentage_adjustment,across_the_board_raise,percentage,1,1,0,"3% increase effective April 1, 2023.","Augusta charter, Michigan, Collective Bargaining Agreement, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-02df3f91a09e30642e303339""]"
IMPEVT-48e35612a72237d312f35d01,Bangor,MI,Midwest,,,2025,2025,2025,budget_pay_plan,budget_or_pay_plan,police,police,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,1,0,"Effective January 6, 2025, regular meetings of the City Council shall commence","Bangor, Michigan, Council Packet Or Minutes, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-1796a5036e24d977631c14a8""]"
IMPEVT-c5cb730b3007475ff52a8348,Bangor,MI,Midwest,,,2025,2025,2025,retroactivity_implementation,base_wage,police,police,implemented,unclear,recurring_base,base_wage,unknown,1,1,0,"Motion to approve the presented wage scale presented effective January 1, 2025.","Bangor, Michigan, Council Packet Or Minutes, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-95fd4ec7e087d47ac8f5b5e9""]"
IMPEVT-41dffcbf4453c35f2988b383,Bangor,MI,Midwest,,,2026,2026,2026,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,2,0,The Council will: Accept the updated Building Fee Schedule Effective 02/01/2026.,"Bangor, Michigan, Council Packet Or Minutes, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-360f6a7663cda31b89a8b2af"",""WCM-f241760cdb617182545361e3""]"
IMPEVT-42d0506e3956cb1ec99908a8,Bay,MI,Midwest,,,2019,2019,2019,non_base_compensation,other,police,police,implemented,unclear,unclear_duration,other,percentage,1,1,0,"Effective July 1 , 2019 = 1.5%","Bay, Michigan, Wage Schedule, 2019.",high,implementation_event_ready,missing_not_validated,"[""WCM-30d24bab4281407279e7900f""]"
IMPEVT-5df3bb77824ccba43b18c2e1,Bay,MI,Midwest,,,2020,2020,2020,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,upward,budget_context_only,budget_or_pay_plan,budget_amount,1,5,0,duties of an immediate supervisor not covered by this bargaining unit shall receive an increase in their rate,"Bay, Michigan, Collective Bargaining Agreement, 2020.",high,implementation_event_ready,missing_not_validated,"[""WCM-0a24b6e9901fd0303f5e1c4f"",""WCM-86fa59555167d1a908e3c058"",""WCM-a447e2b98b84584e547e3312"",""WCM-c00357d6b04d632c916aa0a9"",""WCM-c6db8290277eba2a9c4eac5f""]"
IMPEVT-980a9d9879e364c2b734c1df,Bay,MI,Midwest,,,2022,2022,2022,non_base_compensation,other,fire,fire,implemented,unclear,unclear_duration,other,annual_salary,1,1,0,"Effective January 1, 2022, and annually","Bay, Michigan, Collective Bargaining Agreement, 2022.",high,implementation_event_ready,missing_not_validated,"[""WCM-8b7b009d1cf4923f68e9d06b""]"
IMPEVT-c07f18949c727ff08c652ee6,Bay,MI,Midwest,,,2026,2026,2026,non_base_compensation,other,fire,fire,implemented,unclear,unclear_duration,other,unknown,1,2,0,"List"" or ""Buddy System"", as it is presently known, which originally became effective January 1,","Bay, Michigan, Collective Bargaining Agreement, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-3da71b744e61f9b4f0800c7f"",""WCM-86448e0c35d2aace3c63d0ad""]"
IMPEVT-6108725fc9b90242550fb29e,Bay,MI,Midwest,,,2026,2026,2026,retroactivity_implementation,retroactive_pay,fire,fire,implemented,upward,retroactive_back_pay,retroactive_pay,unknown,1,1,0,All provisions of the new contract shall be retroactive to the expiration date,"Bay, Michigan, Collective Bargaining Agreement, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-505579e9098b351e0b5b1bea""]"
IMPEVT-98df43265ae3cdce835c60f0,Belleville,MI,Midwest,,,undated-source-B4X2500LIVE-20260729-005349,,,retroactivity_implementation,mechanism_only,police,police,implemented,unclear,not_applicable,mechanism_only,unknown,1,2,0,"was to have been made effective July 1, 2009, plus interest at the statutory","Belleville, Michigan, Factfinding Report, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-5327251918383e15fb3da233"",""WCM-70d7c7c136ee26730a71227c""]"
IMPEVT-5bc2995c1ab386d112af8cdc,Big Rapids charter,MI,Midwest,,,2025,2025,2025,non_base_compensation,other,fire,fire,implemented,unclear,unclear_duration,other,unknown,1,1,0,"1776, effective July 1, 2025 and expiring June 30, 2028.","Big Rapids charter, Michigan, Memorandum Of Understanding, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-5752438f9089d548dc547cb0""]"
IMPEVT-b25613401b065682f6a5951b,Blissfield,MI,Midwest,,,2025,2025,2025,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,1,0,"Effective October 1, 2025","Blissfield, Michigan, Budget Or Pay Plan, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-1a40a198a2c33b71d6eb7bb2""]"
IMPEVT-0327ea0030aba0caa319ffcc,Bloomfield,MI,Midwest,,,2025,2025,2025,budget_pay_plan,benefit_cost_change,fire,fire,implemented,mixed,benefit_cost_shift,benefit_cost_change,benefit_cost_share,1,2,0,"Effective August 17, 2006: The Township shall continue health insurance coverage","Bloomfield, Michigan, Wage Schedule, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-1c33a6c40de4e98421237b07"",""WCM-e81c33bd26ebd2a83da2afcb""]"
IMPEVT-dc726004eb18b07f7bb3eeed,Bloomfield,MI,Midwest,,,2025,2025,2025,budget_pay_plan,budget_or_pay_plan,police,police,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,1,0,The Lieutenant filling the vacancy shall receive Acting Captain,"Bloomfield, Michigan, Wage Schedule, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-ff08d50b8268b9d30fddfdd0""]"
IMPEVT-fe95d191e5e17d5f93b94925,Bloomfield,MI,Midwest,,,2026,2026,2026,budget_pay_plan,budget_or_pay_plan,fire,fire,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,1,0,"Effective January 1, 2026:","Bloomfield, Michigan, Wage Schedule, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-7eba735831009f826a180819""]"
IMPEVT-3624f98d23916af219d3a127,Bloomfield,MI,Midwest,,,2026,2026,2026,budget_pay_plan,cola_or_indexing,non_safety,non_safety,implemented,mixed,percentage_adjustment,cola_or_indexing,monthly,1,5,0,will receive a cost-of-living adjustment to your monthly payments on such dates as may be,"Bloomfield, Michigan, Wage Schedule, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-25628ce596374fa6c259f5a2"",""WCM-9f835cf6bab245207063cc4d"",""WCM-bd38ef49b9980b55f6249d72"",""WCM-d066b98eb5099947a66057cc"",""WCM-ea3739fa8272e0a18399d484""]"
IMPEVT-8d1e816b7a95cd7fa3aa447e,Bloomfield Hills,MI,Midwest,,,2019,2019,2019,across_the_board_raise,across_the_board_raise,unclear,unclear,formally_adopted,unclear,percentage_adjustment,across_the_board_raise,unknown,1,1,0,In fiscal year 2019/2020 the City,"Bloomfield Hills, Michigan, Arbitration Award, 2019.",high,implementation_event_ready,missing_not_validated,"[""WCM-df3312502252c5b439ecec3c""]"
IMPEVT-a01cbc1f9dd7917e77615b7f,Bloomfield Hills,MI,Midwest,,,2020,2020,2020,retroactivity_implementation,base_wage,unclear,unclear,implemented,unclear,recurring_base,base_wage,unknown,1,1,0,"Wages Effective July 1, 2020 ...","Bloomfield Hills, Michigan, Arbitration Award, 2020.",high,implementation_event_ready,missing_not_validated,"[""WCM-7d2ca439dbde7dcd0c1bab77""]"
IMPEVT-0ddede47fb6b341a7f9bd632,Bloomfield Hills,MI,Midwest,,,2021,2021,2021,retroactivity_implementation,base_wage,unclear,unclear,implemented,unclear,recurring_base,base_wage,unknown,1,1,0,"Wages Effective July 1, 2021 ..","Bloomfield Hills, Michigan, Arbitration Award, 2021.",high,implementation_event_ready,missing_not_validated,"[""WCM-5498571ce04f53ad011d5356""]"
IMPEVT-f96d7d7a94d8cc31be3bee29,Bloomfield Hills,MI,Midwest,,,2022,2022,2022,retroactivity_implementation,base_wage,unclear,unclear,implemented,unclear,recurring_base,base_wage,unknown,1,1,0,"Wages Effective July 1, 2022 ..","Bloomfield Hills, Michigan, Arbitration Award, 2022.",high,implementation_event_ready,missing_not_validated,"[""WCM-76707ce9582af012a2c29b1e""]"
IMPEVT-0dc3f5905fa16d46fcad5be2,Bloomfield Hills,MI,Midwest,,,undated-source-B4X2500LIVE-20260729-005354,,,non_base_compensation,overtime,unclear,unclear,implemented,upward,recurring_non_base,overtime,unknown,1,1,0,Employees shall receive the ELSA overtime rate at one-and-one-half (1.5) their regular rate of pay,"Bloomfield Hills, Michigan, Arbitration Award, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-0258db112da076d9c696280e""]"
IMPEVT-e2e0b6462127cf73a82b6935,Bloomfield charter,MI,Midwest,,,2025,2025,2025,retroactivity_implementation,mechanism_only,fire,fire,implemented,unclear,not_applicable,mechanism_only,unknown,1,2,0,"Effective April 1, 2025 through December 31, 2025:","Bloomfield charter, Michigan, Collective Bargaining Agreement, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-d25cd4b885d71a4613e9d00d"",""WCM-e379274dd5b7fce967efcb90""]"
IMPEVT-327e02149dbe37f4346d7e8b,Bloomfield charter,MI,Midwest,,,2025,2025,2025,step_schedule_seniority,step_progression,fire,fire,implemented,unclear,scheduled_step,step_progression,unknown,1,1,0,The Lieutenant filling the vacancy shall receive Acting Captain,"Bloomfield charter, Michigan, Collective Bargaining Agreement, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-1997f521572aeba2771de5e2""]"
IMPEVT-5a7711fc6b52727fa7ad50bd,Bloomfield charter,MI,Midwest,,,2026,2026,2026,across_the_board_raise,cola_or_indexing,non_safety,non_safety,implemented,unclear,percentage_adjustment,cola_or_indexing,monthly,1,1,0,will receive a cost-of-living adjustment to your monthly payments on such dates as may be,"Bloomfield charter, Michigan, Collective Bargaining Agreement, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-f34473cdbc61ebc1b35ad538""]"
IMPEVT-8d783897fa4d6b2530b86a0c,Bloomfield charter,MI,Midwest,,,2026,2026,2026,across_the_board_raise,across_the_board_raise,police,police,implemented,unclear,percentage_adjustment,across_the_board_raise,annual_salary,1,1,0,"The salary schedule for employees, effective with the payroll period beginning on or after","Bloomfield charter, Michigan, Police Officers Labor Council (POLC) Contract - January 1, 2026 to December 31, 2028 (signed with attachments), collective bargaining agreement, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-d8e81d3d01172137a434e18f""]"
IMPEVT-0fc583d8263ee5fc6def9709,Bloomfield charter,MI,Midwest,,,2026,2026,2026,retroactivity_implementation,mechanism_only,fire,fire,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"Effective January 1, 2026:","Bloomfield charter, Michigan, Collective Bargaining Agreement, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-f48c32f4c16aa2bdb7cc38b5""]"
