technical_lineage_id,source_span_lineage_id,municipality,state,region,source_family,source_title,source_url,mechanism_class,side,bounded_evidence_excerpt,claim_boundary,compensation_cycle_id,period_start,period_end,period_label,period_source,period_confidence,period_caveats,conflicting_period_flag
WCM-8ecd2b643751be1128c774f6,WCRS-936b0a6a1b206ddc74b951ea,Cincinnati,OH,Midwest,cba,,,cola_cpi_indexing,unclear,,repair_needed,undated-source-CBSRD-20260728-8932d19a8bf438e14050,,,,source_level_identifier_only,low,missing explicit period,false
WCM-f1fb921b6a780518e783da5f,WCRS-b9e7985e8959005964170f7a,Fortuna,CA,West,mou_or_memorandum,,,retroactivity_implementation,unclear,,repair_needed,undated-source-CBSRD-20260728-c15885d395f1a0e44cab,,,,source_level_identifier_only,low,missing explicit period,false
WCM-64f682708e1a8215798c3b78,WCRS-56695c48edd9bdb28277f02e,Tampa,FL,South,cba,,,across_the_board_raise,unclear,,repair_needed,undated-source-CBSRD-20260728-0c7125dcb29c3ce235ef,,,,source_level_identifier_only,low,missing explicit period,false
WCM-21a1ba42153a3a024dbef22f,WCRS-2f86f495ba14ff2cd70b7d58,Austintown,OH,Midwest,factfinding_report,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-0a21cccccf62c8e11916,,,,source_level_identifier_only,low,missing explicit period,false
WCM-5e0e02f9f813e88b40bb196d,WCRS-eac091bc1bdfea2fbb09cfe6,Johnstown,NY,Northeast,arbitration_award,,,retroactivity_implementation,unclear,,repair_needed,undated-source-CBSRD-20260728-44385490b1c1c0918544,,,,source_level_identifier_only,low,missing explicit period,false
WCM-abb1f0d591c717bde45237a2,WCRS-3d23d5741789aa38757556e0,Swartz Creek,MI,Midwest,cba,,,retroactivity_implementation,unclear,,repair_needed,undated-source-CBSRD-20260728-5ae9449aece303f888d1,,,,source_level_identifier_only,low,missing explicit period,false
WCM-1e52ce51f5996d6eeda9d82c,WCRS-bdbc08d57c47d1a6a62a51d6,Lake Jackson,TX,South,budget_or_pay_plan,,,market_recruitment_retention,unclear,,conditional_with_caveats,undated-source-CBSRD-20260728-f1504f75c5a28df60726,,,,source_level_identifier_only,low,missing explicit period,false
WCM-2bba59840427a16a6d979af3,WCRS-d47b9d61639dd5709fa78b9a,Donna,TX,South,cba_or_compensation_study_or_classification_study_or_wage_schedule,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-9edca41a4b1a16d4bf29,,,,source_level_identifier_only,low,missing explicit period,false
WCM-ce7e7f843a683f1b7344900a,WCRS-ea6471e078aaa4e91e267164,Soddy-Daisy,TN,South,cba_or_compensation_study_or_classification_study_or_wage_schedule,,,cola_cpi_indexing,unclear,,conditional_with_caveats,undated-source-CBSRD-20260728-a0d63386764a4a642e84,,,,source_level_identifier_only,low,missing explicit period,false
WCM-d9f3d608c89ded087d12f67f,WCRS-baa75fd5dfd7430d887be163,El Mirage,AZ,West,mou_or_memorandum,,,retroactivity_implementation,unclear,,repair_needed,undated-source-CBSRD-20260728-866b972ed8584fcb8c46,,,,source_level_identifier_only,low,missing explicit period,false
WCM-2a1b9b1c9a3e2efc51a99bc7,WCRS-e803fb011fbdffbbe35f0949,Belding,MI,Midwest,cba,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-2b803cff2f2873d13398,,,,source_level_identifier_only,low,missing explicit period,false
WCM-eb61b3b3e506a927c746b072,WCRS-2c31e8cf0404e793b24a5f52,East Lyme,CT,Northeast,cba,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-c9af5cf159492de00f56,,,,source_level_identifier_only,low,missing explicit period,false
WCM-caf8936b66bf9635c087d745,WCRS-63219b4da342d354a4fe15d4,Zimmerman,MN,Midwest,compensation_study,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-697fdc31d19365fae3f4,,,,source_level_identifier_only,low,missing explicit period,false
WCM-5d8bfc38ae9f979e01a92b95,WCRS-3553a75b3e7642d356c0e40f,Barrington,NH,Northeast,mou_or_memorandum,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-897cb7e9def383503623,,,,source_level_identifier_only,low,missing explicit period,false
WCM-d191bff5307458f215c5c1b1,WCRS-4062167673738b49e5fc2b3d,Trinidad,CO,West,wage_schedule,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-11fb8510ebb48a9b2238,,,,source_level_identifier_only,low,missing explicit period,false
WCM-9aa8f95ed86a6dd75961b979,WCRS-4304b41e2e43aedff0099c37,Effingham,IL,Midwest,cba,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-92934b31b16c40fb11e5,,,,source_level_identifier_only,low,missing explicit period,false
WCM-0fb47caa41349fa7cdad622b,WCRS-2462cda5ef459058aacb5a6b,Union,KY,South,budget_or_pay_plan,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-e20355f7e21836ebd939,,,,source_level_identifier_only,low,missing explicit period,false
WCM-97e19509c9b94280d1fc7abe,WCRS-3be0aaf61f145dda19b46cff,Lewiston,NY,Northeast,cba_or_compensation_study_or_classification_study_or_wage_schedule,,,collective_bargaining,unclear,,mechanism_only,undated-source-CBSRD-20260728-b6c8e039a2ec8c8a442e,,,,source_level_identifier_only,low,missing explicit period,false
WCM-410f4a35d20705efd6037249,WCRS-726a404f4ac032a53a40ab01,Upper St. Clair,PA,Northeast,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-046b6bfa11d6c5a66a0e,,,,source_level_identifier_only,low,missing explicit period,false
WCM-3ec3e32e430675d4abf2e012,WCRS-f8a97320caaa1cf9042aee30,Croton-on-Hudson,NY,Northeast,arbitration_award,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-8265c55530332c626686,,,,source_level_identifier_only,low,missing explicit period,false
WCM-2647e2bfff857273d7c530ec,WCRS-11c0b71ac5478a6715c89cc2,Ennis,TX,South,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-81d51cd5189c2814157d,,,,source_level_identifier_only,low,missing explicit period,false
WCM-aec917472f2f7cc112a2543e,WCRS-63aeceef051d27434e9e85e1,Manistee,MI,Midwest,cba,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-5280ab0a8718bd07ae1b,,,,source_level_identifier_only,low,missing explicit period,false
WCM-2ae8f3f53fde537ecb93719d,WCRS-e848ea0d310bde8582d9b856,Englewood,CO,West,cba,,,retroactivity_implementation,unclear,,repair_needed,undated-source-CBSRD-20260728-80a91ded6f64fa5e47ac,,,,source_level_identifier_only,low,missing explicit period,false
WCM-51ed2e02c03171d898672d02,WCRS-454a96a6cee717334e3db451,Niles,MI,Midwest,cba_or_compensation_study_or_classification_study_or_wage_schedule,,,cola_cpi_indexing,unclear,,repair_needed,undated-source-CBSRD-20260728-a7a59ff4cd562be6d785,,,,source_level_identifier_only,low,missing explicit period,false
WCM-41a5babf0a9eb4a95b2c6991,WCRS-6c6e0e91e7b6c615ea34aa1a,Massena,NY,Northeast,wage_schedule,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-1d184ff6d65b9c7a3ebf,,,,source_level_identifier_only,low,missing explicit period,false
WCM-c5df48a0d545c7ffd85e4b95,WCRS-720c6a9d3b4a6765942c61b3,Nyack,NY,Northeast,wage_schedule,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-ad24aa7cf7fc82717864,,,,source_level_identifier_only,low,missing explicit period,false
WCM-9ac33e067e3cc639cb50ba7b,WCRS-9511623b9563e19aad3d049c,Lemont,IL,Midwest,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,,,across_the_board_raise,unclear,,repair_needed,undated-source-CBSRD-20260728-7cb2f59a595330093e7e,,,,source_level_identifier_only,low,missing explicit period,false
WCM-a886d3b367bde7904f019b0d,WCRS-e038261603d2d976766d4f2c,Perry,OH,Midwest,cba,,,non_base_compensation,unclear,,mechanism_only,undated-source-CBSRD-20260728-d1c42f9033f297be6ddb,,,,source_level_identifier_only,low,missing explicit period,false
WCM-1bbab350ae436db2b6771a27,WCRS-1cc418b83556903a31e1451e,Fruit Heights,UT,West,budget_or_pay_plan,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-b8087f36bb6cce83a855,,,,source_level_identifier_only,low,missing explicit period,false
WCM-8b762e1a410481de6dde8ea8,WCRS-e5a9652ef2a376d4d3af6718,Norwich,OH,Midwest,cba,,,across_the_board_raise,unclear,,repair_needed,undated-source-CBSRD-20260728-51b08a7adb21a42d4ab5,,,,source_level_identifier_only,low,missing explicit period,false
WCM-89b9cd75fbf00da966e238b6,WCRS-a270e6a416048468eb6fbc97,New Llano,LA,South,unknown_or_needs_review,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-f0db491b78bb8ec05071,,,,source_level_identifier_only,low,missing explicit period,false
WCM-9870e69843ccff89946a9e8b,WCRS-5dfe91b2945a4774a52d52b4,Alvin,TX,South,budget_or_pay_plan,,,market_recruitment_retention,unclear,,conditional_with_caveats,undated-source-CBSRD-20260728-807f33cc16c5500aea52,,,,source_level_identifier_only,low,missing explicit period,false
WCM-825458a32df5691ae3d43e4f,WCRS-2f3d490794bc3e8dc59b45db,Williston,VT,Northeast,wage_schedule,,,retroactivity_implementation,unclear,,mechanism_only,undated-source-CBSRD-20260728-2041f87a2ecd8c50b1db,,,,source_level_identifier_only,low,missing explicit period,false
WCM-3013bd1da6a82ba9bd337107,WCRS-e68704a36af5d7d2fa145284,Roanoke Rapids,NC,South,civil_service_or_hr_pay_plan,,,non_base_compensation,unclear,,mechanism_only,undated-source-CBSRD-20260728-3d8ffeca0807671bb772,,,,source_level_identifier_only,low,missing explicit period,false
WCM-45f4d12aeb5cb46aa6ad121c,WCRS-6e170ff6743191c82ac0a687,Treasure Island,FL,South,cba,,,cola_cpi_indexing,unclear,,repair_needed,undated-source-CBSRD-20260728-8d5a2b449234aa7a6dbf,,,,source_level_identifier_only,low,missing explicit period,false
WCM-b94367ce3d3896ecfb34925b,WCRS-d7c5b057bc232e84e4604db1,Chincoteague,VA,South,agenda_packet_or_minutes,,,other_pay_setting_mechanism,unclear,,conditional_with_caveats,undated-source-CBSRD-20260728-302f70ae96c22f53693b,,,,source_level_identifier_only,low,missing explicit period,false
WCM-04b344236d753fed24fefb9c,WCRS-c4e7fc12e1e26352752d1c16,Solana Beach,CA,West,mou_or_memorandum,,,budget_pay_plan,unclear,,mechanism_only,undated-source-CBSRD-20260728-da2686d93c0bda22d946,,,,source_level_identifier_only,low,missing explicit period,false
WCM-7e67e626fc7df592e0f5177b,WCRS-4f40b10944eb49fe4cb9b735,Van Buren charter,MI,Midwest,cba_or_arbitration_award_or_factfinding_or_impasse_record,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-f78d732b726735e43537,,,,source_level_identifier_only,low,missing explicit period,false
WCM-c56601b4180cf0cec1cd1f4f,WCRS-7aba2f71f3d6e44c573acc77,DeWitt,MI,Midwest,cba,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-bd12be6fc60598dadd25,,,,source_level_identifier_only,low,missing explicit period,false
WCM-7849d8be9c4a8e835744cf40,WCRS-d32fda0d50a18d2eeadbff64,Powder Springs,GA,South,wage_schedule,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-221032d99aec74e6fd22,,,,source_level_identifier_only,low,missing explicit period,false
WCM-91370fcef5976ae6fc63dfd0,WCRS-2344ade759191266ca01f236,Peru,IL,Midwest,cba,,,retroactivity_implementation,unclear,,repair_needed,undated-source-CBSRD-20260728-c45728b48b04965a1d06,,,,source_level_identifier_only,low,missing explicit period,false
WCM-b72cc59b88a1cc62cc088211,WCRS-0cb9982f78a03782e9eb2843,Phoenix,AZ,West,mou_or_memorandum,,,retroactivity_implementation,unclear,,repair_needed,undated-source-CBSRD-20260728-bfebb30fede0e79bce68,,,,source_level_identifier_only,low,missing explicit period,false
WCM-fbdb20cad78e932937fd4469,WCRS-1cba2d9aeca0756dbea95503,Pacific,WA,West,wage_schedule,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-86e5c83b8204ef36ea74,,,,source_level_identifier_only,low,missing explicit period,false
WCM-079eca297cce67677e553144,WCRS-e61da1eadd04bc5ca5e4bfb6,Dunkirk,NY,Northeast,wage_schedule,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-308cc50c36e50373590e,,,,source_level_identifier_only,low,missing explicit period,false
WCM-284cb9fc843fe491e6577e3b,WCRS-17d4eb453baae5e4bdd5998d,Glenarden,MD,South,classification_study,,,comparability_parity,unclear,,repair_needed,undated-source-CBSRD-20260728-6d5c49e35070649506e9,,,,source_level_identifier_only,low,missing explicit period,false
WCM-8e5082dda565d07ef0ffa5de,WCRS-c6f3dc42b60e835d0b78994f,Cresskill,NJ,Northeast,salary_ordinance,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-846fe12c3a1659e36bad,,,,source_level_identifier_only,low,missing explicit period,false
WCM-76dd6fd2b84b747c1792336a,WCRS-5eb472b67539168e7731b8e3,Weatherford,OK,South,budget_or_pay_plan,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-e0fb7df2aec7af5fcd5e,,,,source_level_identifier_only,low,missing explicit period,false
WCM-c68bb3b5c652b5a92c988cb0,WCRS-acdcf3d14735a424728882c5,Country Club Hills,IL,Midwest,arbitration_award,,,market_recruitment_retention,unclear,,mechanism_only,undated-source-CBSRD-20260728-66db087f1bf4dd50858f,,,,source_level_identifier_only,low,missing explicit period,false
WCM-e5481b8ab4835a71bee49b0a,WCRS-118505df491b9282e2ae1fc6,Rumford,ME,Northeast,wage_schedule,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-f59e3e5fcb694388944c,,,,source_level_identifier_only,low,missing explicit period,false
WCM-c57ea097897bd62aaa23e9af,WCRS-f863ff3deb7fe92c0fd09363,Rockwood,TN,South,civil_service_or_hr_pay_plan,,,retroactivity_implementation,unclear,,conditional_with_caveats,undated-source-CBSRD-20260728-e190d8bbc34edad75cbf,,,,source_level_identifier_only,low,missing explicit period,false
WCM-eed1398113cdc279f7d96059,WCRS-2a7226cc541dd5cadbc04af5,Brunswick,ME,Northeast,cba,,,retroactivity_implementation,unclear,,repair_needed,undated-source-CBSRD-20260728-59f4b0cf189c239b1c00,,,,source_level_identifier_only,low,missing explicit period,false
WCM-1ff36582990e04a884f0d5de,WCRS-da97d9f42b92ee48daa9b108,El Dorado,AR,South,budget_or_pay_plan,,,budget_pay_plan,unclear,,mechanism_only,undated-source-CBSRD-20260728-dcf720e2e9bd3bd6669d,,,,source_level_identifier_only,low,missing explicit period,false
WCM-74e36351b9c5869dc050a372,WCRS-293a9029386c2079effa84db,Preston,MD,South,wage_schedule,,,other_pay_setting_mechanism,unclear,,mechanism_only,undated-source-CBSRD-20260728-5d46c94027b3ffd9f581,,,,source_level_identifier_only,low,missing explicit period,false
WCM-c09c8a4d837f29392e3f6a95,WCRS-aaca5fab921681ea09424be0,Matteson,IL,Midwest,wage_schedule,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-7a54ae5dd1acc7fb688e,,,,source_level_identifier_only,low,missing explicit period,false
WCM-577dfcf6d49e0461feea8438,WCRS-ba77c866dc8c4fd89cac88a2,Washington,NJ,Northeast,other_local_government_pay_policy,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-b941f4d30d99c26f1ac5,,,,source_level_identifier_only,low,missing explicit period,false
WCM-e4ea7352f0e4b6f340352356,WCRS-51ef1ca8a6f6214f06d2d677,Springfield,MI,Midwest,cba,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-95b33fe8378a3e226bdd,,,,source_level_identifier_only,low,missing explicit period,false
WCM-14aa046f8983a35c2bd022e4,WCRS-939b8d7de0ac719c1f91e165,Alvin,TX,South,budget_or_pay_plan,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-807f33cc16c5500aea52,,,,source_level_identifier_only,low,missing explicit period,false
WCM-51c9cd9213d12deda1e281bd,WCRS-e0172a521b85bc87563617af,Albion,NY,Northeast,cba,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-852d2c259b0b284b9374,,,,source_level_identifier_only,low,missing explicit period,false
WCM-9a7e5eb0feee177dfe40d422,WCRS-3636a9b33fdb51659791b1b9,Marlboro,NJ,Northeast,cba_or_arbitration_award_or_factfinding_or_impasse_record,,,across_the_board_raise,unclear,,repair_needed,undated-source-CBSRD-20260728-3529a1a5b696d8e62385,,,,source_level_identifier_only,low,missing explicit period,false
WCM-5e9ea373776131eba49fb33c,WCRS-f7bb7d8b6912ab46d9395982,Lemont,IL,Midwest,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,,,retroactivity_implementation,unclear,,repair_needed,undated-source-CBSRD-20260728-7cb2f59a595330093e7e,,,,source_level_identifier_only,low,missing explicit period,false
WCM-dc8c9bf3f9bc9aea63299d61,WCRS-a29bda487321f794cda471f4,Carpinteria,CA,West,wage_schedule,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-fcdc2bd2d181419a0ab0,,,,source_level_identifier_only,low,missing explicit period,false
WCM-9f9d1b6f4e4b827ce8a16305,WCRS-cc9cd6481fa7fac66583dee5,Beverly Hills,MI,Midwest,compensation_study,,,across_the_board_raise,unclear,,repair_needed,undated-source-CBSRD-20260728-f50aace64a8a5b5f624b,,,,source_level_identifier_only,low,missing explicit period,false
WCM-77ff3434a3a020a35fe7b7ed,WCRS-2da5d351509db65f51ec46ed,Allenstown,NH,Northeast,agenda_packet_or_minutes,,,market_recruitment_retention,unclear,,repair_needed,undated-source-CBSRD-20260728-bc44b92ed84c6557f2b0,,,,source_level_identifier_only,low,missing explicit period,false
WCM-bd8bf8b9d1a7285b4c1c30ce,WCRS-0bfd5817d633cbf755ce2ce7,Powder Springs,GA,South,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-71abe3eda2ad168028a7,,,,source_level_identifier_only,low,missing explicit period,false
WCM-7f5e5034f8e51ed4883eaa2a,WCRS-75069381caf345d18e644420,Orange,CT,Northeast,mou_or_memorandum,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-0f6e8a791a2dc74d4221,,,,source_level_identifier_only,low,missing explicit period,false
WCM-4ddde64c78bdb230155fdad4,WCRS-c1f424a8869bd530bbd10dca,Steilacoom,WA,West,budget_or_pay_plan,,,cola_cpi_indexing,unclear,,repair_needed,undated-source-CBSRD-20260728-3e2736589ae2281c39cc,,,,source_level_identifier_only,low,missing explicit period,false
WCM-547abbf02022581e5ff7337e,WCRS-86da67735a0f92201c52f2b9,New Bern,NC,South,civil_service_or_hr_pay_plan,,,across_the_board_raise,unclear,,repair_needed,undated-source-CBSRD-20260728-e99fae25bd1f308357f0,,,,source_level_identifier_only,low,missing explicit period,false
WCM-6bac464692822eadc5ac3676,WCRS-1d87b9a9eaf83e22f65613e8,Tomahawk,WI,Midwest,cba,,,non_base_compensation,unclear,,conditional_with_caveats,undated-source-CBSRD-20260728-73292acf8527793761b6,,,,source_level_identifier_only,low,missing explicit period,false
WCM-3188932b5a4cc997e0db3465,WCRS-dca6a42992cebc4f145329bf,Richland,OH,Midwest,cba_or_compensation_study_or_classification_study_or_wage_schedule,,,budget_pay_plan,unclear,,mechanism_only,undated-source-CBSRD-20260728-7c4ec7965bd0ee9e7ca3,,,,source_level_identifier_only,low,missing explicit period,false
WCM-d3e1d4dda4ef85a2b79f408c,WCRS-a6336aea2b5515239ffb4e09,Fairport,NY,Northeast,arbitration_award,,,market_recruitment_retention,unclear,,mechanism_only,undated-source-CBSRD-20260728-4c3a7c4883b83def4abf,,,,source_level_identifier_only,low,missing explicit period,false
WCM-ed560309ad346701e41c899b,WCRS-53d85d34a57b66ca9ee14809,Anderson,CA,West,mou_or_memorandum,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-c3de0798866c3553da71,,,,source_level_identifier_only,low,missing explicit period,false
WCM-423078d3eeb806b042476eca,WCRS-64078a97b3920634bffe9420,Mount Kisco,NY,Northeast,mou_or_memorandum,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-abf27a2b4212d772ecac,,,,source_level_identifier_only,low,missing explicit period,false
WCM-89abbc2ce0dac26aeda9777c,WCRS-97b6533d96b9fa7998dbaae7,Yarmouth,MA,Northeast,agenda_packet_or_minutes,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-a7a1d1c4530f7d9f7d4e,,,,source_level_identifier_only,low,missing explicit period,false
WCM-6a4b216357953c39cebef26f,WCRS-931afdd9441c72f2029fc020,Massena,NY,Northeast,wage_schedule,,,non_base_compensation,unclear,,mechanism_only,undated-source-CBSRD-20260728-1d184ff6d65b9c7a3ebf,,,,source_level_identifier_only,low,missing explicit period,false
WCM-ede1ca563a6693b78b42f3e9,WCRS-e2fa1efd0879e03987b80622,Delta Junction,AK,West,wage_schedule,,,retroactivity_implementation,unclear,,repair_needed,undated-source-CBSRD-20260728-bb27a58b1984f6fb461f,,,,source_level_identifier_only,low,missing explicit period,false
WCM-6f190f15b99de4ac8d31a442,WCRS-356e69e78729259d54923f87,Harrison,OH,Midwest,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,,,collective_bargaining,unclear,,mechanism_only,undated-source-CBSRD-20260728-719c4a1028ed7e911b34,,,,source_level_identifier_only,low,missing explicit period,false
WCM-bb51ccefa53b3ba32ec90b17,WCRS-9e27666548bad2ae56af0fa2,Dayton,KY,South,salary_ordinance,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-a6841c3cd094b30e99ef,,,,source_level_identifier_only,low,missing explicit period,false
WCM-517e5dbd1b50243ecf76dc61,WCRS-77ad3699c017167cd300ca4b,Phoenix,AZ,West,mou_or_memorandum,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-5238ec245ce3f0d8820a,,,,source_level_identifier_only,low,missing explicit period,false
WCM-8f508ee937d1d618b7a31e39,WCRS-30bfbc08666a9807a3677f8b,Channahon,IL,Midwest,wage_schedule,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-11176cd79b434050730c,,,,source_level_identifier_only,low,missing explicit period,false
WCM-bd37c4383104f1c2879011fb,WCRS-98866b08d50e96c0ae7e6034,West Bloomfield charter,MI,Midwest,cba,,,budget_pay_plan,unclear,,mechanism_only,undated-source-CBSRD-20260728-5eef22f1265799ee0ea6,,,,source_level_identifier_only,low,missing explicit period,false
WCM-a846dca48a4860adbc0e5a8b,WCRS-cfe7ced781e2bcc31b437447,La Grange,IL,Midwest,cba,,,across_the_board_raise,unclear,,repair_needed,undated-source-CBSRD-20260728-410fc158a17f6369161c,,,,source_level_identifier_only,low,missing explicit period,false
WCM-12b7313fe8fddcf2b1ff6fd2,WCRS-543fe04bf13410ce2fc63116,St. Matthews,KY,South,cba_or_compensation_study_or_classification_study_or_wage_schedule,,,non_base_compensation,unclear,,repair_needed,undated-source-CBSRD-20260728-292e01fccf253acfe293,,,,source_level_identifier_only,low,missing explicit period,false
WCM-da249926fb815ec038426f48,WCRS-048b2ad00f381438ba050331,Berkeley,MO,Midwest,cba,,,across_the_board_raise,unclear,,repair_needed,undated-source-CBSRD-20260728-042c820e54ffddf1e17e,,,,source_level_identifier_only,low,missing explicit period,false
WCM-0507adbdbae48ce05a0038bb,WCRS-6cef12af6fb4d72eb2b38d5b,Keokuk,IA,Midwest,wage_schedule,,,across_the_board_raise,unclear,,repair_needed,undated-source-CBSRD-20260728-536dbb4cceb87e97aa7a,,,,source_level_identifier_only,low,missing explicit period,false
WCM-85a920dececad33096a17703,WCRS-10e50b3cb38091ac1b8ac4a2,Lakewood,WA,West,collective_bargaining_agreement_or_moa_or_wage_schedule,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-e47caedd0b5bf17809e7,,,,source_level_identifier_only,low,missing explicit period,false
WCM-80dd03907e9d66936cf9269e,WCRS-0107e64de79711fd3034f94e,Watervliet,NY,Northeast,arbitration_award,,,budget_pay_plan,unclear,,mechanism_only,undated-source-CBSRD-20260728-9cdb7043acab366dd01f,,,,source_level_identifier_only,low,missing explicit period,false
WCM-aff1e77ba0d208477f6c41b0,WCRS-ea240de29e221eff01d2e19a,Guadalupe,CA,West,mou_or_memorandum,,,across_the_board_raise,unclear,,repair_needed,undated-source-CBSRD-20260728-18918e160bbb1939d62e,,,,source_level_identifier_only,low,missing explicit period,false
WCM-861233c90b976a964f54465b,WCRS-7b04e8117f75974469a07971,Lancaster,NY,Northeast,wage_schedule,,,non_base_compensation,unclear,,conditional_with_caveats,undated-source-CBSRD-20260728-330973e604af54a3aea8,,,,source_level_identifier_only,low,missing explicit period,false
WCM-df991507ffcb93afd63d0e9c,WCRS-e2b7f3145502f58415569ce0,San Marino,CA,West,wage_schedule,,,across_the_board_raise,unclear,,repair_needed,undated-source-CBSRD-20260728-0ff06b4340d745976b16,,,,source_level_identifier_only,low,missing explicit period,false
WCM-bb8a7e3580c4f95525333298,WCRS-4f0ce1f6d5dd5b6e0edbb842,Fairhaven,MA,Northeast,cba,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-ec7f3c028aa043e511c5,,,,source_level_identifier_only,low,missing explicit period,false
WCM-3d0ab36d40dc115a8a9831d0,WCRS-93388fc2f4ce019d51ae32f1,Dowagiac,MI,Midwest,wage_schedule,,,retroactivity_implementation,unclear,,repair_needed,undated-source-CBSRD-20260728-feb228b1fad30f5645b4,,,,source_level_identifier_only,low,missing explicit period,false
WCM-b0d6e9be0cf96c50cef3acd7,WCRS-9f9a2927975c0278879f766b,Shoshone,ID,West,mou_or_memorandum,,,across_the_board_raise,unclear,,repair_needed,undated-source-CBSRD-20260728-209b2b3a9d61b94937a3,,,,source_level_identifier_only,low,missing explicit period,false
WCM-fef818f87f31e97bea8ad68e,WCRS-a8251da277add91132111b54,Carmel,IN,Midwest,collective_bargaining_agreement_or_moa_or_wage_schedule,,,cola_cpi_indexing,unclear,,repair_needed,undated-source-CBSRD-20260728-489701b2632863440137,,,,source_level_identifier_only,low,missing explicit period,false
WCM-dbf8c0e4b664972f43611456,WCRS-81a014451951cfe0fbf5deff,Corning,CA,West,wage_schedule,,,across_the_board_raise,unclear,,repair_needed,undated-source-CBSRD-20260728-e4ab120662e9a0b640b4,,,,source_level_identifier_only,low,missing explicit period,false
WCM-e417b11c834883041fce27fd,WCRS-a781bea9186d44d88b47f13c,Niles,MI,Midwest,cba_or_compensation_study_or_classification_study_or_wage_schedule,,,other_pay_setting_mechanism,unclear,,repair_needed,undated-source-CBSRD-20260728-f29dd06f8e50552700b2,,,,source_level_identifier_only,low,missing explicit period,false
WCM-6f92dfe91c2052d389e85f79,WCRS-9f90238ca453eedae0572755,North Bonneville,WA,West,other_local_government_pay_policy,,,cola_cpi_indexing,unclear,,repair_needed,undated-source-CBSRD-20260728-eec09601276bd1335eb2,,,,source_level_identifier_only,low,missing explicit period,false
