candidate_id,lane_id,priority_tier,quality_label,gap_priority_score,gap_priority_reason,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verified_municipality,verified_state,verified_region,verified_unit_type,verified_source_family,verified_contract_or_document_period,locator_accessibility_status,content_type_hint,download_status,extraction_status,rating_status,causal_status,verification_timestamp,notes
TS4L-476f8bdab2a86e3b09a8,lane_2,tier_c,verification_ready_low,98,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://perb.ny.gov/system/files/documents/2024/05/m2012-054.pdf,"PERB fact-finding document PDF: Town of Union, NY and CSEA, Local 806/804 (impasse) (PDF locator)",Union,NY,Northeast,safety_and_non_safety_bargaining_units,public sector (CSEA bargaining unit; specific composition not confirmed from locator alone),CSEA local (as named in PDF),"Impasse arising from CBA expiration Dec 31, 2012; bargaining began Jan 2013 (as indicated in the PDF text preview snippet)",2013,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Town of Union, NY (named in PDF snippet/locator content)",Overlaps target window indirectly (impasse started pre-2014); CBA/arbitration years within 2014-2024 not confirmed from locator alone,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Union,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"Impasse arising from CBA expiration Dec 31, 2012; bargaining began Jan 2013 (as indicated in the PDF text preview snippet)",head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:40Z,HEAD only; attempts=1; elapsed_seconds=0.25; identity_score=13; final_locator_hash=85883006d2f7a44a3f15; no body or raw headers retained.
TS4L-5dd9661c736ea320ba1e,lane_2,tier_c,verification_ready_low,98,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.trumbull-ct.gov/DocumentCenter/View/824/2019-2023-Trumbull-Police-Union-Local-1745-Council-15-PDF,2019-2023 Trumbull Police Union Local 1745 Council 15 (PDF),Trumbull,CT,Northeast,safety_and_non_safety_bargaining_units,Police (municipal police union bargaining unit),"Trumbull Police Union, Local 1745 (Council 15)",2019-2023,2019-07-01,2023-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Trumbull match (municipality name in document locator/title),Overlaps target window (2014-2024),unavailable,head_http_404,,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:40Z,HEAD only; attempts=1; elapsed_seconds=3.147; identity_score=0; final_locator_hash=311ed089c5608712e956; no body or raw headers retained.
TS4L-7124c4bce7b299652e36,lane_2,tier_c,verification_ready_low,98,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://westorange.org/AgendaCenter/ViewFile/Item/1353?fileID=2137,"Township of West Orange Council Resolution 208-15 (Aug. 11, 2015) — Memorandum of Agreement for WOPBA Local 25 and WOPSOA (Attachment “A”)",West Orange,NJ,Northeast,safety_and_non_safety_bargaining_units,Police (PBA/Superior Officers),West Orange Policemen’s Benevolent Association (PBA) Local 25; West Orange Police Superior Officers Association (WOPSOA),"January 1, 2014 through December 31, 2017",2014,2017,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,match,overlaps_2014_2024_target_window,wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:40Z,HEAD only; attempts=1; elapsed_seconds=0.33; identity_score=13; final_locator_hash=e56bffbae50b294d310c; no body or raw headers retained.
TS4L-7d00caacb9c091e4f754,lane_2,tier_c,verification_ready_low,98,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.brooklinema.gov/DocumentCenter/View/62119/STS-FINAL-2022---2024?bidId=,STS/Town of Brookline FY2022–FY2024 (Agreement) — includes “ARTICLE XVI - No Strikes”,Brookline,MA,Northeast,safety_and_non_safety_bargaining_units,School Transportation Services (STS),STS Bargaining Unit (Town of Brookline) / Union,"Effective July 1, 2021 through June 30, 2024",2014-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Brookline, MA match (municipality in source URL/title)",Overlaps target window (2014–2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Brookline,MA,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"Effective July 1, 2021 through June 30, 2024",head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:40Z,HEAD only; attempts=1; elapsed_seconds=0.149; identity_score=13; final_locator_hash=06986da14108b69cbeeb; no body or raw headers retained.
TS4L-8af41e97631316c1cce1,lane_2,tier_c,verification_ready_low,98,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.bloomfieldtwpnj.com/1503/Adopted-Resolutions-2018,"Adopted Resolutions 2018 — Bloomfield Township, NJ (includes entry for 'Settlement Agreement — Bloomfield FMBA Local 19')",Bloomfield,NJ,Northeast,safety_and_non_safety_bargaining_units,Firefighters (FMBA Local 19) — referenced in resolution list,Bloomfield FMBA Local 19 (listed entry),2018 (resolution list for 2018; includes 5/21/18 settlement agreement reference),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Bloomfield (Township page for Bloomfield Township),In-window (2018 within 2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Bloomfield,NJ,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2018 (resolution list for 2018; includes 5/21/18 settlement agreement reference),head_http_200,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:41Z,HEAD only; attempts=1; elapsed_seconds=1.122; identity_score=13; final_locator_hash=419ea438ef134d9811a0; no body or raw headers retained.
TS4L-a07ffac0bae69b0a9d33,lane_2,tier_c,verification_ready_low,98,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.cityofedwardsville.com/489/Labor-Contracts,"Edwardsville, IL — Labor Contracts (City of Edwardsville)",Edwardsville,IL,Midwest,safety_and_non_safety_bargaining_units,Fire Department Firefighter/EMS (public safety),,2024-2027 (listed on page),2024,2027,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Likely same city (Edwardsville, IL) based on page context",Overlaps target window (2014-2024) via 2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Edwardsville,IL,Midwest,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2024-2027 (listed on page),head_http_200,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:41Z,HEAD only; attempts=1; elapsed_seconds=0.808; identity_score=11; final_locator_hash=a14fc836eaccae03818d; no body or raw headers retained.
TS4L-ba820181774b07a6c7cd,lane_2,tier_c,verification_ready_low,98,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.needhamma.gov/DocumentCenter/View/19839,Agreement (Needham Fire Union) - DocumentCenter View/19839 (contains Strike Prohibition section),Needham,MA,Northeast,safety_and_non_safety_bargaining_units,Fire (Safety),Needham Fire Union (IAFF Local 1706) - Unit A / related provisions,Within 2014-2024 (exact term not captured from search snippet),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Needham, MA (match)",Likely overlaps 2014-2024 (term not captured from snippet),unavailable,head_http_404,,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:41Z,HEAD only; attempts=1; elapsed_seconds=0.172; identity_score=0; final_locator_hash=630748b81beaeb1b6ec7; no body or raw headers retained.
TS4L-c0b6c8723d6fdab894e5,lane_2,tier_c,verification_ready_low,98,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://ecommons.cornell.edu/bitstreams/cf4e9934-c25e-426b-906e-4f14be1f31d0/download,"NYS PERB Contract Collection – Metadata Header (Town of Islip CBA; no strike clause; effective Jan 1, 2017 through Dec 31, 2020)",Islip,NY,Northeast,safety_and_non_safety_bargaining_units,safety_and_non_safety_bargaining_units,,"January 1, 2017 – December 31, 2020",2017,2020,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Islip (Town of Islip) match indicated by lead metadata/snippet,Overlaps target window (2014–2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Islip,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"January 1, 2017 – December 31, 2020",head_http_200,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:41Z,HEAD only; attempts=1; elapsed_seconds=0.063; identity_score=11; final_locator_hash=c8145910df101c5c129b; no body or raw headers retained.
TS4L-ccef39e030b336b93f37,lane_2,tier_c,verification_ready_low,98,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.bcato.org/information/arbitration-awards-contracts/,BCATO — Arbitration Awards & Contracts (includes Northampton Township contract listing),Northampton,PA,Northeast,safety_and_non_safety_bargaining_units,public safety (police) likely via Act 111 / police contract listings,Northampton Township (listed municipality; bargaining unit not fully specified on the landing snippet),Contract listed: 1/1/2016–12/31/2020,2016-01-01,2020-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Northampton Township, PA (Bucks County) appears to match municipality=Northampton (township).",Overlaps expected window 2014–2024.,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Northampton,PA,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,Contract listed: 1/1/2016–12/31/2020,head_http_200,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:41Z,HEAD only; attempts=1; elapsed_seconds=0.157; identity_score=13; final_locator_hash=34251ff60c9a171df55e; no body or raw headers retained.
TS4L-e04c66f1532233595e11,lane_2,tier_c,verification_ready_low,98,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://public.destinyhosted.com/elmirdocs/2024/CC/20240402_270/AGENDApacket__04-02-24_1249_269.pdf,El Mirage (AZ) Common Council Regular Meeting — Agenda Packet 04-02-24 (includes items referencing Valley Firefighters’ Local 4361 and an expiration tied to June 30),El Mirage,AZ,West,safety_and_non_safety_bargaining_units,Firefighters (Local 4361),Valley Firefighters’ Local 4361 (as referenced in agenda packet),Expires on/around June 30 (exact year/term not confirmed from locator snippet),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"same municipality (El Mirage, AZ) indicated by document host/path",overlaps target window (agenda packet dated 2024; contains bargaining-related expiration reference),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,El Mirage,AZ,West,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,Expires on/around June 30 (exact year/term not confirmed from locator snippet),head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:41Z,HEAD only; attempts=1; elapsed_seconds=0.548; identity_score=13; final_locator_hash=dca727d23b01f1c6abf6; no body or raw headers retained.
TS4L-e0c23ccc4ec0dd76c788,lane_2,tier_c,verification_ready_low,98,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.town.billerica.ma.us/DocumentCenter/View/11745,COLLECTIVE BARGAINING AGREEMENT BETWEEN Town of Billerica and Billerica Firefighters Local 1495 (IAFF) (document listing includes “SECTION 4: NO STRIKE CLAUSE” and “GRIEVANCE ARBITRATION”).,Billerica,MA,Northeast,safety_and_non_safety_bargaining_units,Firefighters (IAFF),Billerica Firefighters Local 1495 of the International Association of Firefighters AFL-CIO,2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,match,unknown,blocked_by_transport,ConnectError_bounded_head_failure,,,,,,,ConnectError_bounded_head_failure,not_reported,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:41Z,HEAD only; attempts=2; elapsed_seconds=0.452; identity_score=0; final_locator_hash=14ec862395ef14dea5c8; no body or raw headers retained.
TS4L-d05dae35a9cfedee2914,lane_2,tier_c,verification_ready_medium,97,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|cycle_metadata_value,https://decaturil.gov/DocumentCenter/View/369/AFSCME-Local-268---2017-2022-PDF,"AFSCME Local 268 — Collective Bargaining Agreement (2017-2022) (City of Decatur, IL)",Decatur,IL,Midwest,safety_and_non_safety_bargaining_units,AFSCME-represented city employees (non-safety),AFSCME Local 268,2017-2022,2017-01-01,2022-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Exact municipality match (Decatur, IL)",Overlaps target window (2014-2024),unavailable,head_http_404,,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:41Z,HEAD only; attempts=1; elapsed_seconds=0.233; identity_score=0; final_locator_hash=0c494e4b63c8fcd19414; no body or raw headers retained.
TS4L-2d6600e546c12aa9b1b5,lane_2,tier_c,verification_ready_low,97,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.ctdol.state.ct.us/medarb/2024-A-0111%202024.03.08%20Expedited%20Arbitration%20Award.pdf,"March 8, 2024 Expedited Arbitration Award (Case 2024-A-0111), Town of Cheshire and Cheshire Police Union",Cheshire,CT,Northeast,safety_and_non_safety_bargaining_units,Police / Cheshire Police Union,CHESHIRE POLICE UNION,Expedited arbitration award dated 2024-03-08; issue refers to period commencing 1/1/2024 (per award cover text),2024-01-01,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Cheshire, CT (Town of Cheshire employer)",Within target window (2024),blocked_by_transport,ConnectError_bounded_head_failure,,,,,,,ConnectError_bounded_head_failure,not_reported,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:41Z,HEAD only; attempts=2; elapsed_seconds=0.318; identity_score=0; final_locator_hash=251bc98e807a6f6884ef; no body or raw headers retained.
TS4L-393ebd36aa6cf5ee1df9,lane_2,tier_c,verification_ready_low,97,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.stratfordct.gov/documents/town-hall/town-departments-%26-services/human-resources/collective-bargaining-agreements/23871891,"Town of Stratford, CT — Documents: Collective Bargaining Agreements (Human Resources)",Stratford,CT,Northeast,safety_and_non_safety_bargaining_units,Public safety (fire/police) and other covered employee groups (as listed on page),"Includes, at minimum: Firefighter Union Local 998 (IAFF) and Police Union Local 407 (as shown on page)","Multiple contract periods listed on page (e.g., Fire: 7/1/2022–6/30/2026; Police: 7/1/2021–6/30/2025) (as shown on page)",2021-07-01,2026-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,yes,overlaps 2014-2024 window (contains cycles extending through 2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Stratford,CT,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"Multiple contract periods listed on page (e.g., Fire: 7/1/2022–6/30/2026; Police: 7/1/2021–6/30/2025) (as shown on page)",head_http_200,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:41Z,HEAD only; attempts=1; elapsed_seconds=0.509; identity_score=13; final_locator_hash=28b0b703df7c45a4b13d; no body or raw headers retained.
TS4L-3e99b8b6daa3767f6dba,lane_2,tier_c,verification_ready_low,97,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.njcourts.gov/system/files/court-opinions/2024/a0743-23.pdf,New Jersey Courts — Appellate Division opinion referencing Irvington PBA Local 29 collective negotiations agreement (award/grievance/arbitration context),Irvington,NJ,Northeast,safety_and_non_safety_bargaining_units,police,Irvington PBA Local 29,"inferred: agreement effective dates referenced around late 2017 to later enforcement period (snippet includes October 1, 2017 reference)",2017,2019,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,unknown,overlaps_expected_window_2014_2024,wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:41Z,HEAD only; attempts=1; elapsed_seconds=0.25; identity_score=13; final_locator_hash=b3bb952a921efdbb4c10; no body or raw headers retained.
TS4L-c098a5fb03079babd426,lane_2,tier_c,verification_ready_low,97,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://cms3.revize.com/revize/andersoncanew/Agenda%20Final%203-21-2023.pdf,"City Council Agenda (Anderson, SC) - March 21, 2023 PDF",Anderson,SC,South,safety_and_non_safety_bargaining_units,Public safety (police),"Police bargaining unit (e.g., Captains/Lieutenants association)",Unknown (agenda item in 2023; may reference designation/MOA for bargaining units),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Anderson, SC match",Unknown,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Anderson,SC,South,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,Unknown (agenda item in 2023; may reference designation/MOA for bargaining units),head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:41Z,HEAD only; attempts=1; elapsed_seconds=0.154; identity_score=13; final_locator_hash=241987ec6699faf8fde3; no body or raw headers retained.
TS4L-d0c5a00b0a3995b97425,lane_2,tier_c,verification_ready_low,97,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.dliweb.pa.gov/mediation/Pages/GRVNC/ARBTR_PUBLIC_detail.aspx?id=180,Arbitrator Resume (DLI/PA) — includes “Tredyffrin Easttown School District Fact Finding”,Tredyffrin,PA,Northeast,safety_and_non_safety_bargaining_units,School employees / education (non-safety),Tredyffrin Easttown School District (fact-finding participant not specified in snippet),Not stated (fact finding listed without dates on resume snippet),Unknown (likely with,Unknown (likely with,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Tredyffrin-Easttown match,Indeterminate without dates; potential overlap with 2014-2024 target window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Tredyffrin,PA,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,Not stated (fact finding listed without dates on resume snippet),head_http_200,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:42Z,HEAD only; attempts=1; elapsed_seconds=0.69; identity_score=11; final_locator_hash=38e1ca59e40a6dce1a78; no body or raw headers retained.
TS4L-e89be2a3c3886e0b5e6c,lane_2,tier_c,verification_ready_low,97,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.townofguilderland.gov/DocumentCenter/View/260/Guilderland-Police-Benevolent-Association-PBA-Union-Contract-January-1-2025-to-December-31-2027-PDF,"Guilderland Police Benevolent Association (PBA) Union Contract — January 1, 2025 to December 31, 2027 (Guilderland)",Guilderland,NY,Northeast,safety_and_non_safety_bargaining_units,Police (occupation group not specified in locator),Guilderland Police Benevolent Association (PBA),01/01/2025–12/31/2027,2025,2027,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,exact_city_match (Town of Guilderland),outside_2014-2024_window (starts 2025),unavailable,head_http_404,,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:42Z,HEAD only; attempts=1; elapsed_seconds=0.215; identity_score=0; final_locator_hash=b327968036282ce1b33f; no body or raw headers retained.
TS4L-f65078e23d6c3844a7b8,lane_2,tier_c,verification_ready_low,97,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.mass.gov/joint-labor-management-committee-jlmc/events/past?_page=1,JLMC events (past) | Mass.gov (lists JLM-19-7737 Stoughton Superior Police Officers),Stoughton,MA,Northeast,safety_and_non_safety_bargaining_units,Police (safety),Stoughton Police Superiors (MCOP Local 461),JLMC Section 3(a) interest arbitration process timeframe around JLM-19-7737 (period not extracted here),2019,2021,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Stoughton (explicitly named in case listing),Overlaps 2014-2024 (case number JLM-19 and event listing fall within the window),unavailable,head_http_403,,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:42Z,HEAD only; attempts=1; elapsed_seconds=0.235; identity_score=0; final_locator_hash=77732f96aae44b20a1ba; no body or raw headers retained.
TS4L-2b7d774f062793ab2985,lane_2,tier_c,verification_ready_medium,96,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|cycle_metadata_value,https://www.whitelaketwp.com/sites/default/files/fileattachments/human_resources/page/23310/cba_ext_2022-2026_final_with_attachments.pdf,COLLECTIVE BARGAINING AGREEMENT EXTENSION — IAFF / Fire Fighters (White Lake Township) (2022-2026),White Lake charter,MI,Midwest,safety_and_non_safety_bargaining_units,Public safety (Fire/EMS),"International Association of Fire Fighters (IAFF), Local 5295 (as referenced in agreement)","January 1, 2022 through December 31, 2026",2022-01-01,2026-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Matched to White Lake charter township, MI",Overlaps target window (2014-2024) via 2022-2024 coverage,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,White Lake charter,MI,Midwest,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"January 1, 2022 through December 31, 2026",head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:42Z,HEAD only; attempts=1; elapsed_seconds=0.205; identity_score=13; final_locator_hash=c86efddc7c464ddc69f3; no body or raw headers retained.
TS4L-2c8111e57597e29880cf,lane_2,tier_c,verification_ready_medium,96,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|cycle_metadata_value,https://cms9files.revize.com/frankfortil/documents/resolutions/2023-23-23-res.pdf,RESOLUTION NO. 23-23 (Village of Frankfort) — Collective Bargaining Agreement (FOP Labor Council),Frankfort,IL,Midwest,safety_and_non_safety_bargaining_units,"police (sworn full-time peace officers, excluding sergeant and above)",Illinois Fraternal Order of Police Labor Council (FOP Labor Council) — sworn full-time peace officers unit (as described),"effective May 1, 2022 through April 30, 2026",2022-05-01,2026-04-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"high_confidence_city_match (Village of Frankfort, IL)",overlaps_2014_2024_window,unavailable,head_http_404,,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:42Z,HEAD only; attempts=1; elapsed_seconds=0.249; identity_score=0; final_locator_hash=74dcf95aab80e0bd30f5; no body or raw headers retained.
TS4L-49bea01c4ac11bc891e6,lane_2,tier_c,verification_ready_medium,96,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|cycle_metadata_value,https://www.meridian.mi.us/media/ewmjrucq/december-10-2018-township-board-special-meeting-packet.pdf,"Meridian Charter Township Board Special Meeting Packet (Dec. 10, 2018) — Compulsory arbitration decision references for POAM CBA",Meridian charter,MI,Midwest,safety_and_non_safety_bargaining_units,Public safety (Police),Police Officers Association of Michigan (POAM),2017-2019 (compulsory arbitration / ratified contract referenced within packet),2017-01-01,2019-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Meridian Charter Township (direct match to municipality name),Overlaps target window (2014-2024),wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:42Z,HEAD only; attempts=1; elapsed_seconds=0.355; identity_score=13; final_locator_hash=655d191b7a3e4351affe; no body or raw headers retained.
TS4L-6457e802212d6d965f42,lane_2,tier_c,verification_ready_medium,96,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|cycle_metadata_value,https://mccmeetingspublic.blob.core.usgovcloudapi.net/thorntonil-meet-fa222ef8389e4aaf89be85072b48d4d2/ITEM-Attachment-001-7e16b6df22a943609db13feb47d13577.pdf,Police CBA tentative agreement for ratification vote (Thornton Police Chapter #105),Thornton,IL,Midwest,safety_and_non_safety_bargaining_units,Police (public safety),"Metropolitan Alliance of Police, Thornton Police Chapter #105","May 1, 2024 through April 30, 2026",2024-05-01,2026-04-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,match,overlaps target window (2024 portion),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Thornton,IL,Midwest,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"May 1, 2024 through April 30, 2026",head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:42Z,HEAD only; attempts=1; elapsed_seconds=0.103; identity_score=13; final_locator_hash=6a70d3ae1b5ef492a263; no body or raw headers retained.
TS4L-68d9967c322bec0b3847,lane_2,tier_c,verification_ready_medium,96,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|cycle_metadata_value,https://www.meridian.mi.us/media/ctope3kq/november-7-2013-township-board-minutes.pdf,"Meridian Charter Township Board Minutes (Nov. 7, 2013) — 2014-2016 CBA approvals (Firefighters, Police, Professional Supervisory)",Meridian charter,MI,Midwest,safety_and_non_safety_bargaining_units,Public safety (Firefighters; Police),Meridian Township Fire Fighters Association / Police Officers Association of Michigan,2014-2016 (as referenced in board minutes),2014-01-01,2016-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Meridian Charter Township (direct match to municipality name),Overlaps target window (2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Meridian charter,MI,Midwest,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2014-2016 (as referenced in board minutes),head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:42Z,HEAD only; attempts=1; elapsed_seconds=0.358; identity_score=13; final_locator_hash=268f2d777c3b5d6df1d4; no body or raw headers retained.
