candidate_id,lane_id,priority_tier,gap_priority_score,dry_run_status,live_verification_status,document_download_planned,pdf_page_access_planned,source_review_planned,extraction_planned,model_api_planned
TS4L-97bcf25540dca1228c78,lane_2,tier_c,100,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-d7f92861fb5121e236d8,lane_2,tier_c,100,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-f03c1ac3d7a353ad013a,lane_2,tier_c,100,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-f492dd3c079d987a19b3,lane_2,tier_c,100,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-dbe8fa9089712456c5d5,lane_2,tier_c,99,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-00ea5727eac99f87ddd4,lane_2,tier_c,99,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-1b519245406fea729712,lane_2,tier_c,99,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-491ddfc1cc1fbf9dc6c0,lane_2,tier_c,99,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-6b242bbc34c97322e576,lane_2,tier_c,99,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-8ad962390e418a99fc0e,lane_2,tier_c,99,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-9bf9dfb660d8a9050221,lane_2,tier_c,99,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-a00eba67d249cd9411ab,lane_2,tier_c,99,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-bb0d3abd1daf4a82f21b,lane_2,tier_c,99,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-bbe6a6ba4e96dd6035db,lane_2,tier_c,99,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-d64f97b3ed4367347a9d,lane_2,tier_c,99,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-e6fcb2c4bb50831b281c,lane_2,tier_c,99,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-05b83750d671b4cfa9a3,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-09e694f2c90b750f289b,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-11ddad3bce7c4878ddf5,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-4110bec65da237b060f5,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-50a3f963cab4fb5058fe,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-69b39c603709adb18dfd,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-6ea2b659933613064b0f,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-6edb8d6c837151de7ee7,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-8a3b59885450dedb34d1,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-9622ea1eaf059867f847,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-9d4fb416edd8335ec617,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-d58a24920420d2edbe83,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-d6fd8e3b696e88b1b0d6,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-fe0f46351a93bc4487b4,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-09cb3134563f7425a2e1,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-13b9c9263f6aa0e67696,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-177cae0bcab33fb1c5b6,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-20f1b155d4e945cee056,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-2584628282e9a2dce280,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-2808600f49c7699e3e55,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-33a870bd1305ff14ce79,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-3cd82c779557d1f4c5e3,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-44c8dd46390352913256,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-476f8bdab2a86e3b09a8,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-5dd9661c736ea320ba1e,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-7124c4bce7b299652e36,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-7d00caacb9c091e4f754,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-8af41e97631316c1cce1,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-a07ffac0bae69b0a9d33,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-ba820181774b07a6c7cd,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-c0b6c8723d6fdab894e5,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-ccef39e030b336b93f37,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-e04c66f1532233595e11,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-e0c23ccc4ec0dd76c788,lane_2,tier_c,98,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-d05dae35a9cfedee2914,lane_2,tier_c,97,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-2d6600e546c12aa9b1b5,lane_2,tier_c,97,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-393ebd36aa6cf5ee1df9,lane_2,tier_c,97,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-3e99b8b6daa3767f6dba,lane_2,tier_c,97,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-c098a5fb03079babd426,lane_2,tier_c,97,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-d0c5a00b0a3995b97425,lane_2,tier_c,97,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-e89be2a3c3886e0b5e6c,lane_2,tier_c,97,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-f65078e23d6c3844a7b8,lane_2,tier_c,97,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-2b7d774f062793ab2985,lane_2,tier_c,96,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-2c8111e57597e29880cf,lane_2,tier_c,96,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-49bea01c4ac11bc891e6,lane_2,tier_c,96,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-6457e802212d6d965f42,lane_2,tier_c,96,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-68d9967c322bec0b3847,lane_2,tier_c,96,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-87d33c412bbd96cdddcf,lane_2,tier_c,96,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-a07f1e0042376e096a7c,lane_2,tier_c,96,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-bb10807aced7b2fff324,lane_2,tier_c,96,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-eab86bd010301eca80d7,lane_2,tier_c,96,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-6765c128bae5e0d678b2,lane_1,tier_c,159,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-e6a9f2ef3984c4b25db0,lane_1,tier_c,159,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-7232d115dc689dcf0f00,lane_1,tier_c,157,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-061275e55166380a5524,lane_1,tier_c,156,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-9e63c8dff2db502fdaa2,lane_1,tier_c,156,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-51a26e436b719aff140c,lane_1,tier_c,153,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-931d14c9e2fcabf73509,lane_1,tier_c,152,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-9b83962d07f5d64b9ef5,lane_1,tier_c,152,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-d0e2e662bbf9ec13840d,lane_1,tier_c,152,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-2b5349fb01f8a9fecd15,lane_1,tier_c,149,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-3cb03647131a45ef179a,lane_1,tier_c,149,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-4dbde441e54ef876df75,lane_1,tier_c,149,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-57b2637d6eb09a088604,lane_1,tier_c,149,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-8242a4ed1ee11c1d629d,lane_1,tier_c,149,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-82574b96344db64cc391,lane_1,tier_c,149,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-82bb898950b98e447a0d,lane_1,tier_c,149,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-8aa7fe920c90c171f6c4,lane_1,tier_c,149,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-ad2031c2a7671c16a12b,lane_1,tier_c,149,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-ad680f542b37a3da90d6,lane_1,tier_c,149,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-d85d5081d7d04bb1b3bc,lane_1,tier_c,149,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-ea5412274d01449ff1ea,lane_1,tier_c,149,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-eabf90e2be4207c0b0a5,lane_1,tier_c,149,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-33f470e431bd28547a07,lane_1,tier_c,149,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-5587b097856e8158dc6e,lane_1,tier_c,149,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-98854783491bfcd8acca,lane_1,tier_c,149,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-f4ca5121fd93fb12da5e,lane_1,tier_c,149,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-71b92bc7f02ad61e6d56,lane_1,tier_c,148,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-911385c4c24131d1a5a7,lane_1,tier_c,148,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-697187a4f96b551b4b59,lane_1,tier_c,148,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-31a11a69d62cbf3dbe98,lane_1,tier_c,148,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-32784bd976e98951d36b,lane_1,tier_c,148,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-0004eda460008d8c0843,lane_1,tier_c,147,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-15f87c90310db48bb036,lane_1,tier_c,147,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-171d9e84cf1374096c8b,lane_1,tier_c,147,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-2164901bb031b235a944,lane_1,tier_c,147,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-2180f325dfca28ec355a,lane_1,tier_c,147,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-34adae9de58cfce5b4a6,lane_1,tier_c,147,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-37680e443291e73af340,lane_1,tier_c,147,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-3b640dd8e2b456a6d0bb,lane_1,tier_c,147,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-3cd5772e487867c6ed8a,lane_1,tier_c,147,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-42f9d32a6c9e81688af2,lane_1,tier_c,147,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-5657ac66a592d5699215,lane_1,tier_c,147,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-73621257781166febda9,lane_1,tier_c,147,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-9323980bd3ed4fe670ca,lane_1,tier_c,147,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-a11991e075a8a242120d,lane_1,tier_c,147,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-a38e40811e0658ec91e8,lane_1,tier_c,147,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-a94612beddf731f7151d,lane_1,tier_c,147,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-bcce517d390bba7d5131,lane_1,tier_c,147,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-ca2dcd110e45bce44376,lane_1,tier_c,147,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-d8e296abe2f9bdfad567,lane_1,tier_c,147,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-50c4c200206fa04faa38,lane_1,tier_c,147,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-3223915512d864492d2e,lane_1,tier_c,146,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-443e63aee977d7b0ca94,lane_1,tier_c,146,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-4ae0152892b4bae4d209,lane_1,tier_c,146,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-9b269e6b3625c9aca1f8,lane_1,tier_c,146,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-ba6e66ef78ebdc93f2a9,lane_1,tier_c,146,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-da0fd5e61fff1ba949ce,lane_1,tier_c,146,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-de4f2e94713febfb6cbb,lane_1,tier_c,146,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-87e3ed3137da0b8f3c1f,lane_1,tier_c,146,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-bafe266fbe1a80e96414,lane_1,tier_c,146,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-bda5119927aa65baa730,lane_1,tier_c,146,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-cae60b4ee4b6e3983dba,lane_1,tier_c,146,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-faaefaed3ae56dde3e07,lane_1,tier_c,146,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-59e31933cc6c08761d1b,lane_1,tier_c,145,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-64c57e99b08e0662ff89,lane_1,tier_c,145,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-66ecf4400d2b428543cc,lane_1,tier_c,145,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-9772db5f0737831c79f9,lane_1,tier_c,145,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-d70610060b543010bf20,lane_1,tier_c,145,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-18782c7d348f0bc6a824,lane_1,tier_c,145,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-743cc16c6f19409af334,lane_1,tier_c,145,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-0419d32500648846ffa0,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-06fb92b2160faed373d2,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-147e513240b254b95ec6,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-21bc94cf9fe14d689b27,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-2989e9a3654a49a8b811,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-49b4afc651bfe3148a5d,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-5bfd4b067d6dfcee9e9f,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-7248a6754151c95a53b3,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-779e8438379686000ae6,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-8bf5a5451781e460a91f,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-8d6f5bdb09d5e36bdd0d,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-8f09ef3d1f44f685cbd0,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-915ccd5079257b4d141a,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-9311537015513c747b4c,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-995451892033d2c0a652,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-9d96873306f37946e51d,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-a95d82e275a851de3120,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-a9b89e483d0867b73f36,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-d7b99fc8c0ac80efbcf0,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-ede7c52fd5d1f33b316e,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-ff23cd067c2d0d0f175f,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-2ce3bd0126525bebf59c,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-764b5ab5e4c1f10ddfe8,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-79be3fe4e924873c4d2a,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-af4eae8b1071bcbd6921,lane_1,tier_c,144,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-14b7a45e94724ad1cbbe,lane_1,tier_c,143,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-2dcf944afaa4646f6baf,lane_1,tier_c,143,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-30d0959a249081f5729c,lane_1,tier_c,143,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-6770ae584379fe50f0f3,lane_1,tier_c,143,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-9619504f74827d89afe6,lane_1,tier_c,143,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-c8debcf7b9f2ae034c62,lane_1,tier_c,143,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-0ec63cdff26d0407ee5b,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-1cc12104f8ecafecc8d2,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-211fdcf6f6c4860e4049,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-3cd10bf0e06a011b9402,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-46ce4b6f90ab98edfc30,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-55ba536afff24b73d3fc,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-5a7a13fa0fc86496e371,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-61db121957ab25ab860f,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-643e4903a7601de78cbf,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-66f1df97e5c9f3926937,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-6975c04c65621e919d3c,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-6ee1fbf16fe954247ef0,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-6f0c792766df422f4a46,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-78ad4bba132171943ba2,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-7d1e0df6ac74ac4bbc8d,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-b3b5244d5f7d65b03a59,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-b4a9085000a72db4a2b0,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-b8fe43b8f28a5276f9d3,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-ef23eb80d954c5ab87e1,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-f17855c0a061b570dff8,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-8fe9ece34ee50f69c767,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-e1fe68a96c23b987d3ce,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-41e01eaf50f29dad283c,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-8eab8e8ea499e9c4018b,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-9d7c50dda0d7973485e3,lane_1,tier_c,142,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-0ba23a628735da584544,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-1fa0df5acd3f57e78df3,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-24ecf76a5bcf2d5dd5b3,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-2ccd244d025dee4872f6,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-3510d6909467d5019c81,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-70847458f048ea226ddb,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-767258d761b0ce814b98,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-776a4dea18cd69f12e3e,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-8580d57be2bf623c3238,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-8bb6a332cb536a14f2ad,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-a297a95b59f764012473,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-a2a9fd560224156ae93e,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-ba2c3631222cffc1fa4e,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-c316c2bc49da98c2c91f,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-d176faeb935a595f800a,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-d49408a8fdee35f2f110,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-f1409a49f89fd1d57f42,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-326260d4143ac97d1c05,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-768516aa797aad73cd00,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-ba04919bcc1709e1857c,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-d4f52753d2641c975f6b,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-d90e2792e91d32bc60bf,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-f10e985d09fdff1be6a9,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-f26a2acbcf9bfd031318,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-7e5468df74ed8dd9c7a2,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-a786449481297b71940f,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-ecc5fe71c587788b7664,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-eabfcf24345787dd601d,lane_1,tier_c,141,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-17f61520f8305d89ab1d,lane_1,tier_c,140,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-19c9aadbb0fe93253e1e,lane_1,tier_c,140,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-2f8ea76da7f4c41e4606,lane_1,tier_c,140,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-46f50a3854e495b449e4,lane_1,tier_c,140,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-4ea4961e1edf7ce061ef,lane_1,tier_c,140,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-50f3c74996dc916e0a43,lane_1,tier_c,140,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-7226ac250f10ba303c36,lane_1,tier_c,140,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-76f0d161829af32809e4,lane_1,tier_c,140,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-95bd6347aa8a51e4a10d,lane_1,tier_c,140,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-9f63d0b39176f89990de,lane_1,tier_c,140,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-a04b59111aac9792c671,lane_1,tier_c,140,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-ea8cab44b7c61bc8e9ba,lane_1,tier_c,140,ready_for_bounded_head_verification,not_started,no,no,no,no,no
TS4L-ebc5a1fcfa61ba8b8cd4,lane_1,tier_c,140,ready_for_bounded_head_verification,not_started,no,no,no,no,no
