state,municipality,derived_region,unit_type,contract_or_document_period,queue_count,verified_source_lead_count,mechanism_families,coverage_status
IL,Franklin Park,Midwest,non_safety_municipal_units,"Covering the period from August 1, 2013 through April 30, 2017",1,0,fiscal_constraint_signal,no_verified_tier_c_lead
IL,Galesburg City,Midwest,safety_and_non_safety_bargaining_units,2021-01-01 to 2023-12-31 (amended effective 2023-10-16 per cover page text),1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
IL,Hanover,Midwest,safety_and_non_safety_bargaining_units,2015-2017,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
IL,Hanover,Midwest,safety_and_non_safety_bargaining_units,2017-2021,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
IL,Hanover,Midwest,safety_and_non_safety_bargaining_units,2022-2025 (per hosted agreement title block),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
IL,Lake Villa,Midwest,safety_and_non_safety_bargaining_units,2016 (10-month bargaining failure context; strike called off after this period),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
IL,Lansing,Midwest,non_safety_comparator,Effective: 5/1/2021 through 4/30/2025 (auto-renewal language year-to-year unless modified),1,1,non_safety_constraint_signal,verified_locator_metadata_only
IL,Lockport,Midwest,safety_and_non_safety_bargaining_units,2019-2023,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
IL,Lockport,Midwest,safety_and_non_safety_bargaining_units,2023-2027,2,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
IL,Mattoon,Midwest,non_safety_comparator,"2022/2023 Compensation Plan (effective May 1, 2022 per ordinance text)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
IL,McHenry,Midwest,safety_and_non_safety_bargaining_units,"Successor agreement execution authorized for May 1, 2025 through April 30, 2029 (packet also references the immediately-preceding contract context)",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
IL,Mokena,Midwest,non_safety_municipal_units,FY 2013/2014 budget materials (FY14Budget.pdf; within 2014 target window),1,1,fiscal_constraint_signal,verified_locator_metadata_only
IL,Montgomery,Midwest,non_safety_comparator,"Successor collective bargaining agreement history referencing expiry April 30, 2010 (full duration not confirmed in lead snippet)",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
IL,Mount Prospect,Midwest,non_safety_comparator,2024–2029 (PDF labeled as MPESPA CBA 2024–2029),1,1,non_safety_constraint_signal,verified_locator_metadata_only
IL,Naperville,Midwest,safety_and_non_safety_bargaining_units,"January 1, 2020 – December 31, 2024",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
IL,Naperville,Midwest,safety_and_non_safety_bargaining_units,"January 1, 2021 – December 31, 2025",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
IL,Naperville,Midwest,safety_and_non_safety_bargaining_units,"Retroactive term to January 1, 2021 – December 31, 2025",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
IL,O'Fallon,Midwest,non_safety_municipal_units,"Fiscal Year 2021 (May 1, 2020–April 30, 2021)",1,0,fiscal_constraint_signal,no_verified_tier_c_lead
IL,Oak Park,Midwest,safety_and_non_safety_bargaining_units,1/1/2024–12/31/2026 (as indicated by file name),2,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
IL,Oswego,Midwest,non_safety_comparator,2022-2025 (contains time overlapping expected 2022-2024),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
IL,Park Ridge,Midwest,non_safety_comparator,"July 19, 2024 through November 15, 2027",1,1,non_safety_constraint_signal,verified_locator_metadata_only
IL,Park Ridge,Midwest,non_safety_comparator,"May 1, 2023 to April 30, 2027 (per document title/coverage)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
IL,Peoria City,Midwest,safety_and_non_safety_bargaining_units,"January 1, 2013 through December 31, 2016 (document is titled 2013-2016)",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
IL,Peoria City,Midwest,safety_and_non_safety_bargaining_units,"January 1, 2015 through December 31, 2018",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
IL,St. Clair,Midwest,safety_and_non_safety_bargaining_units,2016 arbitration award (exact effective start/end not captured in lead snippet),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
IL,Stickney,Midwest,safety_and_non_safety_bargaining_units,Case decision in 2016 (appeals judgment referencing arbitration award entered under the CBA context; arbitration-related timing not asserted here),1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
IL,Thornton,Midwest,safety_and_non_safety_bargaining_units,"May 1, 2024 through April 30, 2026",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
IL,Westchester,Midwest,safety_and_non_safety_compensation_units,Fiscal Year 2022 (expected within 2014-2024 target window),1,0,market_or_comparability_pressure,no_verified_tier_c_lead
IL,Zion,Midwest,non_safety_municipal_units,2021–2024 (document title; specific start/end dates need confirmation within the CBA),1,1,fiscal_constraint_signal,verified_locator_metadata_only
IL,Zion,Midwest,non_safety_municipal_units,Fiscal year 2019–2020 referenced for compensation-related adjustments (MOU/addendum context),1,1,fiscal_constraint_signal,verified_locator_metadata_only
IL,Zion,Midwest,non_safety_municipal_units,"May 1, 2018 through April 30, 2021 (referenced in minutes)",1,1,fiscal_constraint_signal,verified_locator_metadata_only
IN,Centre,Midwest,safety_and_non_safety_compensation_units,2021 Budget Order (Amended),1,1,market_or_comparability_pressure,verified_locator_metadata_only
IN,Logansport,Midwest,non_safety_municipal_units,2023,1,1,fiscal_constraint_signal,verified_locator_metadata_only
IN,New Albany,Midwest,safety_and_non_safety_bargaining_units,2015-01-05 council meeting (minutes document; CBA period not specified in lead),1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
IN,New Albany,Midwest,safety_and_non_safety_bargaining_units,2022-04-19 grievance hearing (minutes document; contract period not specified in lead),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
IN,New Albany,Midwest,safety_and_non_safety_bargaining_units,2024-09-19 council packet (budget packet; arbitration award period not specified in lead),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
KY,Fort Thomas,South,safety_and_non_safety_compensation_units,Ordinance O-03-2024 (described as 24/25 Pay Classification Plan in minutes),1,1,market_or_comparability_pressure,verified_locator_metadata_only
KY,Fort Thomas,South,safety_and_non_safety_compensation_units,"Ordinance O-05-2024 (effective on September 1, 2024 per document snippet)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
KY,Fort Thomas,South,safety_and_non_safety_compensation_units,Ordinance O-08-2017 (2017-2018 Fiscal Year per snippet),1,1,market_or_comparability_pressure,verified_locator_metadata_only
KY,Glasgow,South,safety_and_non_safety_compensation_units,2014-2024 target window,1,0,market_or_comparability_pressure,no_verified_tier_c_lead
KY,Mount Washington,South,non_safety_municipal_units,2014-2024 target window,1,1,fiscal_constraint_signal,verified_locator_metadata_only
KY,Mount Washington,South,non_safety_municipal_units,"Fiscal Year July 1, 2024 through June 30, 2025",1,1,fiscal_constraint_signal,verified_locator_metadata_only
KY,Shepherdsville,South,safety_and_non_safety_compensation_units,"Term beginning July 1, 2023; ending June 30, 2025 (within expected 2014-2024 window overlap via July 1, 2023 portion)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
KY,Winchester,South,non_safety_municipal_units,FY2018 budget,1,0,fiscal_constraint_signal,no_verified_tier_c_lead
KY,Winchester,South,non_safety_municipal_units,FY2024 budget,1,0,fiscal_constraint_signal,no_verified_tier_c_lead
LA,Gonzales,South,safety_and_non_safety_compensation_units,Fiscal Year 2022-2023,1,0,market_or_comparability_pressure,no_verified_tier_c_lead
LA,Hammond,South,non_safety_comparator,"Fiscal Year 2006/07; pay grid effective July 1, 2006",1,1,non_safety_constraint_signal,verified_locator_metadata_only
LA,Hammond,South,non_safety_comparator,Pay plan referenced as contained in ordinance No. 00-2628 (civil service) and ordinance No. 00-2692 (unclassified) (operative term details for 2006 comparator likely determined via those ordinance numbers),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
MA,Arlington,Northeast,non_safety_comparator,"Effective July 1, 2018 through June 30, 2021",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
MA,Arlington,Northeast,non_safety_comparator,"July 1, 2018 — June 30, 2021",1,1,non_safety_constraint_signal,verified_locator_metadata_only
MA,Arlington,Northeast,non_safety_comparator,"Wage increase effective July 1, 2018; agreements valid through June 30, 2021 (term stated as July 1, 2018–June 30, 2021 in award matching context)",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
MA,Billerica,Northeast,safety_and_non_safety_bargaining_units,2014-2024 target window,1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Braintree Town,Northeast,non_safety_comparator,Index/overview; includes references to Town of Braintree arbitration/CERB decisions with dates (full MOA/CBA period not reproduced here),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
MA,Braintree Town,Northeast,non_safety_comparator,"Issued January 20, 2016 (CBA referenced; full contract term not reproduced in lead snippet)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
MA,Braintree Town,Northeast,non_safety_comparator,"Narrative references contract negotiations and “On January 20, 2016, the arbitrator issued his award” (full CBA/MOA period not reproduced in snippet)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
MA,Brookline,Northeast,safety_and_non_safety_bargaining_units,2016–2019 (successor agreement period per document title),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
MA,Brookline,Northeast,safety_and_non_safety_bargaining_units,"Effective July 1, 2020 through June 30, 2023 (per arbitration award cover text/heading)",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Brookline,Northeast,safety_and_non_safety_bargaining_units,"Effective July 1, 2021 through June 30, 2024",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
MA,Canton,Northeast,non_safety_municipal_units,Appropriation context for FY2019,1,0,fiscal_constraint_signal,no_verified_tier_c_lead
MA,Concord,Northeast,non_safety_municipal_units,"FY2023 (town fiscal year ending June 30, 2023); includes non-union salary adjustment history table referencing 2014+",1,0,fiscal_constraint_signal,no_verified_tier_c_lead
MA,Concord,Northeast,non_safety_municipal_units,"FY2024 (town fiscal year ending June 30, 2024); pay plan references step increase & merit pay plan established prior to July 1, 2023",1,0,fiscal_constraint_signal,no_verified_tier_c_lead
MA,Concord,Northeast,non_safety_municipal_units,Plan recommended for general market-based increase effective 7/1/2023 (supporting FY2024 compensation framework),1,0,fiscal_constraint_signal,no_verified_tier_c_lead
MA,Danvers,Northeast,safety_and_non_safety_bargaining_units,Not stated in lead listing (source appears to be a multi-year/continuing fiscal-year contract; target window inferred),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
MA,Dartmouth,Northeast,safety_and_non_safety_bargaining_units,2024-05-09 (meeting minutes; specific contract/award period not provided in lead),1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Dartmouth,Northeast,safety_and_non_safety_bargaining_units,"April 6, 2015 (as indicated by related case identifier listing on referenced index page; exact award period not provided in lead)",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
MA,Dracut,Northeast,safety_and_non_safety_bargaining_units,2014-2024 target window,3,2,strike_or_no_strike_constraint,verified_locator_metadata_only
MA,East Bridgewater,Northeast,safety_and_non_safety_compensation_units,2022-2025 (MOA) (overlaps 2014-2024 window through 2022-2024),1,0,market_or_comparability_pressure,no_verified_tier_c_lead
MA,Easton,Northeast,non_safety_municipal_units,2017-07-01 to 2019-06-30,1,0,fiscal_constraint_signal,no_verified_tier_c_lead
MA,Easton,Northeast,non_safety_municipal_units,2018-07-01 to 2021-06-30,1,1,fiscal_constraint_signal,verified_locator_metadata_only
MA,Fall River,Northeast,non_safety_comparator,multiple (site lists current/prior agreements),1,1,non_safety_constraint_signal,verified_locator_metadata_only
MA,Falmouth,Northeast,safety_and_non_safety_bargaining_units,"July 1, 2021–June 30, 2022 and July 1, 2022–June 30, 2025 (includes FY23–FY25 coverage spanning 2014–2024 target window)",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Foxborough,Northeast,non_safety_municipal_units,"Contract dated July 1, 2021 to June 30, 2022 (referenced in Annual Town Meeting articles)",1,1,fiscal_constraint_signal,verified_locator_metadata_only
MA,Foxborough,Northeast,non_safety_municipal_units,"Referenced fiscal years 2023, 2024, 2025 (DPW contract cost items)",1,1,fiscal_constraint_signal,verified_locator_metadata_only
MA,Georgetown,Northeast,non_safety_comparator,2015–2018 (document appears as “2015-2018 Georgetown CBA - Draft” per locator context),1,1,non_safety_constraint_signal,verified_locator_metadata_only
MA,Georgetown,Northeast,non_safety_comparator,7-1-2014 to 6-30-2017,1,0,non_safety_constraint_signal,no_verified_tier_c_lead
MA,Hanover,Northeast,safety_and_non_safety_compensation_units,"July 1, 2014 to June 30, 2016",1,0,market_or_comparability_pressure,no_verified_tier_c_lead
MA,Hingham,Northeast,non_safety_municipal_units,"Effective July 1, 2022 through June 30, 2025 (per document title/term conventions)",1,0,fiscal_constraint_signal,no_verified_tier_c_lead
MA,Hingham,Northeast,non_safety_municipal_units,July 2020 through June 2023 (per document title),1,0,fiscal_constraint_signal,no_verified_tier_c_lead
MA,Hingham,Northeast,non_safety_municipal_units,Warrant context for salary adjustments effective across 2017-2019 (explicitly references salary scale increases by effective dates),1,0,fiscal_constraint_signal,no_verified_tier_c_lead
MA,Holliston,Northeast,safety_and_non_safety_compensation_units,"July 1, 2014 to June 30, 2017",1,1,market_or_comparability_pressure,verified_locator_metadata_only
MA,Lexington,Northeast,safety_and_non_safety_bargaining_units,JLMC procedural docket references case dated in the minutes: JLM-22-9686 (voted to hold a Section 1(3)(a) hearing),1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Lexington,Northeast,safety_and_non_safety_bargaining_units,JLMC procedural docket references case: JLM-17-5796 (minutes dated 2017-06-22),1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Lynn,Northeast,non_safety_comparator,7/1/2014 to 6/30/2017,1,0,non_safety_constraint_signal,no_verified_tier_c_lead
MA,Mashpee,Northeast,safety_and_non_safety_compensation_units,"Police Unit B Sergeants MOA series shown as 2014-2017, 2017-2020, 2020-2023, with later MOAs through 2023-2026; page also lists DPW Unit B Contract 2023-2026 and other salary-table periods (page aggregation)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
MA,Methuen,Northeast,non_safety_comparator,unknown (visible year evidence not extracted from PDF during scout stage),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
MA,Middleborough,Northeast,non_safety_municipal_units,2021-2024,3,3,fiscal_constraint_signal,verified_locator_metadata_only
MA,Milton,Northeast,safety_and_non_safety_bargaining_units,JLMC proceeding context around 2022-2024 interest arbitration/impasse process,1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Milton,Northeast,safety_and_non_safety_bargaining_units,"July 1, 2019 to June 30, 2022",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Milton,Northeast,safety_and_non_safety_bargaining_units,"July 1, 2022 to June 30, 2025",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Natick,Northeast,safety_and_non_safety_bargaining_units,FY 2024 - FY 2027,1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Needham,Northeast,safety_and_non_safety_bargaining_units,Within 2014-2024 (exact term not captured from search snippet),2,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Newton,Northeast,non_safety_comparator,"September 1, 2015 – August 31, 2018",2,0,non_safety_constraint_signal,no_verified_tier_c_lead
MA,North Andover,Northeast,safety_and_non_safety_bargaining_units,DLR case number indicates 2016 filing context (case 16-5559).,1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Norwood,Northeast,safety_and_non_safety_bargaining_units,FY2015–FY2017 (PDF labeled FY15-17),1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Norwood,Northeast,safety_and_non_safety_bargaining_units,FY2018–FY2020 (PDF labeled FY18-FY20),1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Norwood,Northeast,safety_and_non_safety_bargaining_units,FY2022–FY2024 (PDF labeled FY22-FY24),1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Plymouth,Northeast,safety_and_non_safety_bargaining_units,"2014 (interest arbitration award listed: JLM-12-2229; Aug 6, 2014)",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Plymouth,Northeast,safety_and_non_safety_bargaining_units,Around 2019 (MUP-19-7473),1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Rehoboth,Northeast,safety_and_non_safety_compensation_units,2014-2024 target window,1,0,market_or_comparability_pressure,no_verified_tier_c_lead
MA,Rehoboth,Northeast,safety_and_non_safety_compensation_units,FY24-FY26 for Dispatchers funding (w/ FY24 retro); FY25 first year funding of a 3-year agreement for Patrolmen/Superior Officers,1,1,market_or_comparability_pressure,verified_locator_metadata_only
MA,Rockland,Northeast,non_safety_municipal_units,2023-2025,1,0,fiscal_constraint_signal,no_verified_tier_c_lead
MA,Rockland,Northeast,non_safety_municipal_units,FY23 to FY25,1,0,fiscal_constraint_signal,no_verified_tier_c_lead
MA,Rockland,Northeast,non_safety_municipal_units,FY23-25,1,0,fiscal_constraint_signal,no_verified_tier_c_lead
MA,Scituate,Northeast,non_safety_municipal_units,FY 2014,1,0,fiscal_constraint_signal,no_verified_tier_c_lead
MA,Scituate,Northeast,non_safety_municipal_units,FY 2019,1,0,fiscal_constraint_signal,no_verified_tier_c_lead
MA,Scituate,Northeast,non_safety_municipal_units,FY 2020,1,0,fiscal_constraint_signal,no_verified_tier_c_lead
MA,Somerset,Northeast,non_safety_municipal_units,2014-2024 target window,1,0,fiscal_constraint_signal,no_verified_tier_c_lead
MA,Somerville,Northeast,non_safety_comparator,"July 1, 2010 – June 30, 2013",1,1,non_safety_constraint_signal,verified_locator_metadata_only
MA,Stoneham,Northeast,non_safety_municipal_units,Document (Chapter 10 Personnel); revision/date shown as 10/2024 (from filename/context),1,0,fiscal_constraint_signal,no_verified_tier_c_lead
MA,Stoneham,Northeast,non_safety_municipal_units,FY2021 budget book (target-window overlap),1,0,fiscal_constraint_signal,no_verified_tier_c_lead
MA,Stoughton,Northeast,safety_and_non_safety_bargaining_units,JLMC Section 3(a) hearing notice/record for JLM-19-7737 (specific contract period not extracted here),1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Stoughton,Northeast,safety_and_non_safety_bargaining_units,JLMC Section 3(a) interest arbitration process timeframe around JLM-19-7737 (period not extracted here),1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Swampscott,Northeast,safety_and_non_safety_compensation_units,"July 1, 2018 through June 30, 2021",2,0,market_or_comparability_pressure,no_verified_tier_c_lead
MA,Tewksbury,Northeast,safety_and_non_safety_bargaining_units,2014-2024 target window,2,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Uxbridge,Northeast,safety_and_non_safety_compensation_units,"July 1, 2021 – June 30, 2024",1,0,market_or_comparability_pressure,no_verified_tier_c_lead
MA,Wakefield,Northeast,safety_and_non_safety_bargaining_units,FY18 to FY20 CBAs; FY21 to FY26,1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Wellesley,Northeast,safety_and_non_safety_bargaining_units,"July 1, 2020 (term end not extracted; verify within document if needed)",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Wellesley,Northeast,safety_and_non_safety_bargaining_units,"July 1, 2023 (term end not extracted; verify within document if needed)",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MA,Wilbraham,Northeast,safety_and_non_safety_compensation_units,2023-2026 (signed; overlaps 2014-2024 window via 2023-2024),1,0,market_or_comparability_pressure,no_verified_tier_c_lead
MA,Worcester,Northeast,non_safety_comparator,"July 1, 2017 - June 30, 2020",2,2,non_safety_constraint_signal,verified_locator_metadata_only
MD,Bowie,South,non_safety_comparator,"July 1, 2019 - June 30, 2024",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
MD,Frederick,South,non_safety_comparator,"Fiscal Years 2021, 2022, 2023, and 2024 (pay scale Appendix A referenced as FY2021–FY2024)",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
ME,Augusta,Northeast,non_safety_comparator,"July 1, 2022 to June 30, 2025 (duration clause requires verification in full document)",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
ME,Augusta,Northeast,non_safety_comparator,"July 1, 2022–June 30, 2025 (duration clause requires verification in full document)",2,1,non_safety_constraint_signal,verified_locator_metadata_only
ME,Brewer,Northeast,non_safety_comparator,"2021-2024 (expires June 30, 2024)",2,1,non_safety_constraint_signal,verified_locator_metadata_only
ME,Caribou,Northeast,non_safety_comparator,"January 1, 2026 through December 31, 2028 (extension/changes to CBA stated in MOA)",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
ME,Portland,Northeast,non_safety_comparator,PAE Contract listed as 2025-2028 (district bargaining calendar),1,1,non_safety_constraint_signal,verified_locator_metadata_only
ME,Scarborough,Northeast,non_safety_municipal_units,2014-2024 target window,2,2,fiscal_constraint_signal,verified_locator_metadata_only
ME,Scarborough,Northeast,non_safety_municipal_units,Three-year contract (ratified in late 2021; pay mechanism described as 2.5% wage increase every other year),1,1,fiscal_constraint_signal,verified_locator_metadata_only
MI,Antwerp,Midwest,safety_and_non_safety_compensation_units,Document indicates 2022 (CVTRS-2022); specific payroll-year coverage not confirmed,1,1,market_or_comparability_pressure,verified_locator_metadata_only
MI,Bath charter,Midwest,safety_and_non_safety_compensation_units,2025 budget (Public Hearing Adoption dated 12/02/2024 per document header),1,0,market_or_comparability_pressure,no_verified_tier_c_lead
MI,Bath charter,Midwest,safety_and_non_safety_compensation_units,Budget worksheet (Adopted 12/02/2019; shows 2017-2019 actual/budget columns and forward budget column shown in document),1,0,market_or_comparability_pressure,no_verified_tier_c_lead
MI,Bath charter,Midwest,safety_and_non_safety_compensation_units,FY 2024 budget (Adopted 12/04/2023),1,0,market_or_comparability_pressure,no_verified_tier_c_lead
MI,Bloomfield charter,Midwest,safety_and_non_safety_bargaining_units,"April 1, 2020 to March 31, 2026",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MI,Brownstown charter,Midwest,safety_and_non_safety_bargaining_units,Effective Date: 01-01-2023 (successor); Expiration Date: 12-31-2022 shown in MERC packet summary,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
MI,Clinton charter,Midwest,safety_and_non_safety_bargaining_units,2016-2021 (expires/term appears within title/filename),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
MI,Coldwater,Midwest,non_safety_comparator,"Effective July 1, 2024 – June 30, 2027",2,1,non_safety_constraint_signal,verified_locator_metadata_only
MI,Comstock charter,Midwest,safety_and_non_safety_compensation_units,2021-01-01 through 2021-12-31 (agreement term language) + referenced rate schedule Exhibit I,1,1,market_or_comparability_pressure,verified_locator_metadata_only
MI,Delta charter,Midwest,safety_and_non_safety_bargaining_units,2022 (CBA; effective/expiration not extracted),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
MI,Delta charter,Midwest,safety_and_non_safety_bargaining_units,Memorandum of Understanding 2022-2 (effective Feb. 2022; end date not extracted),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
MI,Delta charter,Midwest,safety_and_non_safety_bargaining_units,Tentative Agreement (08-11-2023 date appears in packet; full effective/expiration not extracted),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
MI,Eastpointe,Midwest,non_safety_comparator,"Effective July 1, 2023 through June 30, 2026",2,1,non_safety_constraint_signal,verified_locator_metadata_only
MI,Grand Blanc charter,Midwest,safety_and_non_safety_bargaining_units,Case dated 2016 (CU14 C-020; docket references 14-006843-MERC),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
MI,Grand Blanc charter,Midwest,safety_and_non_safety_bargaining_units,Case dated 2016 (CU16 C-012; docket 16-005998-MERC),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
MI,Grand Rapids,Midwest,non_safety_comparator,2019-2022,2,0,non_safety_constraint_signal,no_verified_tier_c_lead
MI,Grand Rapids,Midwest,non_safety_comparator,"July 1, 2019 through June 30, 2022",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
MI,Grosse Pointe Woods,Midwest,non_safety_comparator,"Collective Bargaining Agreement referenced: July 1, 2022 to June 30, 2026; MOA dated Oct. 2025 and in effect from fully signed/ executed date",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
MI,Grosse Pointe Woods,Midwest,non_safety_comparator,"Four (4) year contract: July 1, 2022 through June 30, 2026",1,1,non_safety_constraint_signal,verified_locator_metadata_only
MI,Independence charter,Midwest,safety_and_non_safety_bargaining_units,"Decision and Order issued December 17, 2021 (representation petition context)",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
MI,Kalamazoo,Midwest,non_safety_comparator,2018-2021 (signed; likely contains wage schedule format and automatic renewal provisions to inform comparator searching for the 2022-2026 successor),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
MI,Meridian charter,Midwest,safety_and_non_safety_bargaining_units,2014-2016 (as referenced in board minutes),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
MI,Meridian charter,Midwest,safety_and_non_safety_bargaining_units,2017-2019 (compulsory arbitration / ratified contract referenced within packet),1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MI,Northville,Midwest,safety_and_non_safety_bargaining_units,Includes references to IAFF CBA expiration on 2016-03-31; TPOAM CBA expiration on 2018-12-31; Teamsters CBA expiration on 2018-12-31,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
MI,Oxford charter,Midwest,non_safety_municipal_units,"Adopted March 11, 2014 (with later updates noted)",1,1,fiscal_constraint_signal,verified_locator_metadata_only
MI,Plainfield charter,Midwest,safety_and_non_safety_bargaining_units,"January 1, 2022 to December 31, 2026",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
MI,Portage,Midwest,non_safety_comparator,"Effective July 1, 2024 through June 30, 2027",1,1,non_safety_constraint_signal,verified_locator_metadata_only
MI,Saginaw charter,Midwest,safety_and_non_safety_bargaining_units,"2014-2017 (entered July 1, 2014; document labeled '2014 through 2017')",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
MI,White Lake charter,Midwest,safety_and_non_safety_bargaining_units,"January 1, 2022 through December 31, 2026",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
MN,Anoka,Midwest,non_safety_comparator,Operative period unclear from lead snippet; file name shows 12-31-2026; earlier 2022–2024 cycle referenced by related city materials,1,1,non_safety_constraint_signal,verified_locator_metadata_only
MN,Apple Valley,Midwest,non_safety_comparator,2020-2021,1,0,non_safety_constraint_signal,no_verified_tier_c_lead
MN,Brainerd,Midwest,non_safety_comparator,"1/1/2025 to 12/31/2027 (wages sections include 2025, 2026, 2027)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
MN,Brainerd,Midwest,non_safety_comparator,ratification of 2025–2027 contract terms (referencing arbitration award/wage resolution),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
MN,Brainerd,Midwest,non_safety_comparator,"successor labor agreement 1/1/2025–12/31/2027 (wage provisions referenced for 1/1/25, 7/1/25, 1/1/26, 1/1/27)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
MN,Eden Prairie,Midwest,non_safety_comparator,"Effective July 1, 2023 through June 30, 2025",1,1,non_safety_constraint_signal,verified_locator_metadata_only
MO,Belton,Midwest,non_safety_comparator,2024-2025,1,1,non_safety_constraint_signal,verified_locator_metadata_only
MO,Belton,Midwest,non_safety_comparator,2024-2027 (referenced as a labor agreement to be amended),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
MO,Gladstone,Midwest,non_safety_comparator,2023-2026,1,1,non_safety_constraint_signal,verified_locator_metadata_only
MO,Lee's Summit,Midwest,non_safety_comparator,2022-2025 (with contingent alignment through 2026 suggested by target window),1,1,non_safety_constraint_signal,verified_locator_metadata_only
