candidate_id,lane_id,priority_tier,quality_label,target_mechanism_family,state,derived_region,unit_type,gap_priority_score,gap_priority_reason,selected_for_verification
TS4L-768516aa797aad73cd00,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,NY,Northeast,non_safety_comparator,141,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-778b17d3afb706236ce2,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,TX,South,safety_and_non_safety_bargaining_units,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-78fa28b0f794e50c315f,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,KY,South,safety_and_non_safety_compensation_units,103,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|cycle_metadata_value,false
TS4L-79777180103da072fb8e,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,CA,West,safety_and_non_safety_compensation_units,103,memo_gap_market_or_comparability_pressure|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-799e85922a003e25e945,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,IN,Midwest,safety_and_non_safety_compensation_units,113,memo_gap_market_or_comparability_pressure|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-7ac8d7555afaa7225722,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,IN,Midwest,safety_and_non_safety_bargaining_units,105,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-7c350c5dc3843b6c78ca,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,NY,Northeast,safety_and_non_safety_bargaining_units,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-7dd359cfead4178debae,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,IL,Midwest,non_safety_comparator,133,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-7f81b1bbcab54c2d65f4,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,AL,South,safety_and_non_safety_compensation_units,103,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|cycle_metadata_value,false
TS4L-80cc343c16ddbfa8f370,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,MA,Northeast,safety_and_non_safety_compensation_units,103,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|cycle_metadata_value,false
TS4L-85cb202f74acc4ea35ef,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,CT,Northeast,safety_and_non_safety_bargaining_units,105,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,true
TS4L-863af6001bf069eefff8,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,MA,Northeast,safety_and_non_safety_compensation_units,103,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|cycle_metadata_value,false
TS4L-870a23bda25141dad7d6,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,MI,Midwest,non_safety_comparator,133,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-877c31661c85ee4432d7,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,NY,Northeast,safety_and_non_safety_compensation_units,121,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-8c7995e63fc2c5641331,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,MI,Midwest,safety_and_non_safety_compensation_units,113,memo_gap_market_or_comparability_pressure|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-8db4e1d7051a1d780e88,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,GA,South,safety_and_non_safety_compensation_units,121,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-915ec02a6056efc5e4e0,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,NH,Northeast,safety_and_non_safety_compensation_units,111,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-920f92c843ed54bb709f,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,CT,Northeast,safety_and_non_safety_compensation_units,111,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-92871f20b0032869c144,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,UT,West,safety_and_non_safety_bargaining_units,105,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-95464ecf9b6c17ac3efa,lane_3,tier_c,verification_ready_medium,fiscal_constraint_signal,IL,Midwest,non_safety_municipal_units,143,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-978bde3cd5edd6521136,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,PA,Northeast,safety_and_non_safety_bargaining_units,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-99dcacac35f4ba352708,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,MA,Northeast,safety_and_non_safety_compensation_units,111,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-9cbe433811beb5cde354,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,AL,South,safety_and_non_safety_compensation_units,111,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-9ed1951506115fdf9d2c,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,IL,Midwest,safety_and_non_safety_compensation_units,103,memo_gap_market_or_comparability_pressure|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-9f9b10ef3e99e0bc386e,lane_3,tier_c,verification_ready_medium,fiscal_constraint_signal,MI,Midwest,non_safety_municipal_units,135,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|cycle_metadata_value,false
TS4L-a29b7e718d4bf69859e6,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,MA,Northeast,safety_and_non_safety_compensation_units,111,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-a2d099af74ca4d63f37e,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,PA,Northeast,safety_and_non_safety_compensation_units,103,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|cycle_metadata_value,false
TS4L-a350a367348c4e54b42a,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,NJ,Northeast,safety_and_non_safety_bargaining_units,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-a42f6644510d9ed7ef76,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,NJ,Northeast,safety_and_non_safety_bargaining_units,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-a45183b8dfab39c375c3,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,IL,Midwest,non_safety_comparator,133,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-a47f45eb89fc33c79e5c,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,NJ,Northeast,safety_and_non_safety_compensation_units,111,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-a6e1378c9c89323f9495,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,NY,Northeast,safety_and_non_safety_compensation_units,111,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-a7b8987d357a24aacb7b,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,TX,South,safety_and_non_safety_bargaining_units,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-b24c326aca69faeff043,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,NJ,Northeast,safety_and_non_safety_bargaining_units,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-b56a2748128695e9ea7c,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,MI,Midwest,non_safety_comparator,133,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-ba034365bfbfbd3d2360,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,IL,Midwest,safety_and_non_safety_compensation_units,103,memo_gap_market_or_comparability_pressure|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-ba04919bcc1709e1857c,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,NJ,Northeast,non_safety_comparator,141,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-be4f0186a15dfa28202a,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,CT,Northeast,safety_and_non_safety_compensation_units,103,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|cycle_metadata_value,false
TS4L-c4d13164a7495974a88e,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,CT,Northeast,safety_and_non_safety_compensation_units,103,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|cycle_metadata_value,false
TS4L-c5eb7a83c877ae3b978e,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,NJ,Northeast,safety_and_non_safety_bargaining_units,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-c7c0f616953f62d15d45,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,MA,Northeast,safety_and_non_safety_compensation_units,103,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|cycle_metadata_value,false
TS4L-c83da0e193c5904e1112,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,AZ,West,safety_and_non_safety_bargaining_units,105,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-c8875975c36a96fd3c9e,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,WI,Midwest,non_safety_comparator,133,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-c8d305006d3855920c7f,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,CT,Northeast,safety_and_non_safety_compensation_units,111,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-c8debcf7b9f2ae034c62,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,MT,West,non_safety_comparator,143,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-cbf7bbc5b2ce517bc779,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,CT,Northeast,safety_and_non_safety_compensation_units,103,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|cycle_metadata_value,false
TS4L-cc9159be0ec5884dad32,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,WI,Midwest,non_safety_comparator,133,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-cebfaad67aaa6943ddcf,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,MO,Midwest,non_safety_comparator,133,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-d05dae35a9cfedee2914,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,IL,Midwest,safety_and_non_safety_bargaining_units,97,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|cycle_metadata_value,true
TS4L-d0d6b81a1c06879c2352,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,IN,Midwest,safety_and_non_safety_compensation_units,103,memo_gap_market_or_comparability_pressure|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-d142a7c23944c4b76c5f,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,NH,Northeast,safety_and_non_safety_compensation_units,103,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|cycle_metadata_value,false
TS4L-d2f03d99da115b6f07c7,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,NY,Northeast,safety_and_non_safety_compensation_units,111,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-d302202909f103145580,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,NY,Northeast,safety_and_non_safety_bargaining_units,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-d4f52753d2641c975f6b,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,FL,South,non_safety_comparator,141,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-d75ce128be4db7680d8d,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,CT,Northeast,safety_and_non_safety_compensation_units,111,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-d90e2792e91d32bc60bf,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,TN,South,non_safety_comparator,141,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-da07f614bf5f7caf448c,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,PA,Northeast,safety_and_non_safety_compensation_units,121,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-de4ab9e8d99f9c497278,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,MA,Northeast,safety_and_non_safety_bargaining_units,105,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,true
TS4L-df902d0b0e3362ef757a,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,MN,Midwest,safety_and_non_safety_compensation_units,95,memo_gap_market_or_comparability_pressure|quantitative_linkage_signal|cycle_metadata_value,false
TS4L-e47e5d714099d20f8f66,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,MA,Northeast,safety_and_non_safety_bargaining_units,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-e8c52902988bb952d414,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,MA,Northeast,safety_and_non_safety_bargaining_units,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-eb812d654e8d9c83e495,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,MA,Northeast,safety_and_non_safety_bargaining_units,105,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,true
TS4L-eda4d4198dd017730333,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,PA,Northeast,safety_and_non_safety_compensation_units,103,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|cycle_metadata_value,false
TS4L-eeef77ffbac3dd4c7371,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,IL,Midwest,non_safety_comparator,133,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-f10e985d09fdff1be6a9,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,FL,South,non_safety_comparator,141,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-f26a2acbcf9bfd031318,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,PA,Northeast,non_safety_comparator,141,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-f6b30d1083bc1dfab26f,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,NJ,Northeast,safety_and_non_safety_bargaining_units,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-f6ed385f2cdb6c4659da,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,OH,Midwest,safety_and_non_safety_compensation_units,103,memo_gap_market_or_comparability_pressure|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-f8f0676caa2dda38919a,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,NY,Northeast,safety_and_non_safety_bargaining_units,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-fa10aad6bb399eb8e2de,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,PA,Northeast,safety_and_non_safety_compensation_units,111,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-01145f944aa146f85a8d,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,CA,West,non_safety_comparator,132,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-09ab38cba95d9efff5be,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,MI,Midwest,safety_and_non_safety_compensation_units,94,memo_gap_market_or_comparability_pressure|quantitative_linkage_signal|cycle_metadata_value,false
TS4L-0b2a2dde20271d7708a9,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,WA,West,non_safety_comparator,132,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-0c34c2bdaaa8be3c6495,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,CA,West,non_safety_comparator,132,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-0de0e8c71ce27d9d9e52,lane_3,tier_c,verification_ready_medium,fiscal_constraint_signal,NY,Northeast,non_safety_municipal_units,150,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-11f592f9fda1dbff8a24,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,CA,West,non_safety_comparator,132,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-16071c10f8fe93b9e10c,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,PA,Northeast,safety_and_non_safety_bargaining_units,104,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,true
TS4L-17f61520f8305d89ab1d,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,NJ,Northeast,non_safety_comparator,140,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-18e60603d40293cb73ef,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,CA,West,non_safety_comparator,132,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-19c9aadbb0fe93253e1e,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,NJ,Northeast,non_safety_comparator,140,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-1a89573516a13b4fc876,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,CA,West,non_safety_comparator,132,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-264280cb3eaf5ca7473b,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,MA,Northeast,safety_and_non_safety_bargaining_units,104,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,true
TS4L-29055d0be7f6c4193235,lane_3,tier_c,verification_ready_medium,fiscal_constraint_signal,CT,Northeast,non_safety_municipal_units,142,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|cycle_metadata_value,true
TS4L-290e196c572383ecea13,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,MO,Midwest,non_safety_comparator,132,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-292e82ea070532522c9b,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,CA,West,non_safety_comparator,132,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-2b7d774f062793ab2985,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,MI,Midwest,safety_and_non_safety_bargaining_units,96,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|cycle_metadata_value,true
TS4L-2c8111e57597e29880cf,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,IL,Midwest,safety_and_non_safety_bargaining_units,96,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|cycle_metadata_value,true
TS4L-2e55c8c47659465af3c5,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,WA,West,non_safety_comparator,132,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-2f8ea76da7f4c41e4606,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,FL,South,non_safety_comparator,140,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-330f8d151ebfa04818e0,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,NY,Northeast,safety_and_non_safety_compensation_units,110,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-332b5321399591c11893,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,PA,Northeast,safety_and_non_safety_bargaining_units,104,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,true
TS4L-339042f97f1becdd3b0f,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,KS,Midwest,non_safety_comparator,132,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-39ef544d98127c9215dd,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,MO,Midwest,safety_and_non_safety_compensation_units,102,memo_gap_market_or_comparability_pressure|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-3c8c65b4aa2083584ad2,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,MI,Midwest,safety_and_non_safety_compensation_units,94,memo_gap_market_or_comparability_pressure|quantitative_linkage_signal|cycle_metadata_value,false
TS4L-3d527a69c379b508c92d,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,IL,Midwest,non_safety_comparator,132,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-44ea1e5dd30f2956767f,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,OH,Midwest,non_safety_comparator,132,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
