candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verification_timestamp,candidate_only_lineage_status,retained_source_id,source_review_download_status,download_status,http_status,content_type_hint,file_extension,file_size_bytes,file_sha256,local_retained_path,duplicate_file_group_id,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,source_review_timestamp,notes,preserved_exclusion_status,excluded_from_readiness_queue
TS4L-ad64ccb524289e9a7cfa,lane_2,tier_b,verification_ready_medium,https://www.michigan.gov/-/media/Project/Websites/leo/Documents/BER/2017-MERC-Decisions/20170425c16g079.pdf?rev=9c629185db1d4c3f8945967a24b3fe58,"Employment Relations Commission (MERC) Decision and Recommended/Final Order: Charter Township of West Bloomfield v. West Bloomfield Township Fire Fighters, Local 1721, IAFF — Case No. C16 G-079 (issued 2017-04-25)",West Bloomfield charter,MI,safety_and_non_safety_bargaining_units,Fire Fighters (IAFF Local 1721),"West Bloomfield Township Fire Fighters, Local 1721, International Association of Fire Fighters (IAFF)",2016-2017 (case docket C16 G-079; decision issued 2017-04-25),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,match,unknown,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:11Z,verified_source_lead_not_downloaded,RS429-cafc1aba4df8927ad7e9,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:49Z,"get_http_403; attempts=1; elapsed_seconds=0.056; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-c5a868f7ac3dca3494e2,lane_2,tier_b,verification_ready_high,https://www.newmilford.org/filestorage/7526/19046/24427/24429/FINAL_Police_Contract_7-2022_-_6-2026_Signed_%26_Dated.PDF,"FINAL Police Contract 7-2022 to 6-2026 (Signed & Dated) — Town of New Milford, CT (collective bargaining agreement)",New Milford,CT,safety_and_non_safety_bargaining_units,Police (public safety),Police bargaining unit (New Milford Police),"July 1, 2022 – June 30, 2026",2022,2024,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match_expected,overlaps_target_window_(2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:15Z,verified_source_lead_not_downloaded,RS429-b4c0a76c6e9a25bdea0c,unavailable_on_get,not_downloaded,404,,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:51Z,"get_http_404; attempts=1; elapsed_seconds=0.145; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",unavailable_on_get,true
TS4L-cca3469b73ed007bbb4e,lane_2,tier_b,verification_ready_medium,https://ecommons.cornell.edu/bitstreams/8d55ffd7-5cd3-471b-a742-7d03745f82c2/download,"NYS PERB Contract Collection – Metadata Header (Smithtown, Town of and Smithtown Part-Time Employees Unit, CSEA Local 1000, AFSCME, AFL-CIO, Suffolk County Local 852 (2015) (MOA))",Smithtown,NY,safety_and_non_safety_bargaining_units,non-safety (part-time employees; CSEA representation),"Town of Smithtown Part-Time Employees Unit, CSEA, AFSCME, AFL-CIO (Suffolk County Local 852, 1000)",Effective Date: 01/01/2015; Expiration Date: 12/31/2017,2015-01-01,2017-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,high,overlaps_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:08Z,verified_source_lead_not_downloaded,RS429-04695dce42261f0b2878,blocked_by_transport,not_downloaded,429,,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:51Z,"get_http_429_after_bounded_retry; attempts=2; elapsed_seconds=0.305; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",blocked_by_transport,true
TS4L-cdca56d430ec90c3b672,lane_2,tier_b,verification_ready_medium,https://perb.ny.gov/system/files/documents/2024/03/ia89-004-award-4-9-90.pdf,OPINION AND AWARD — Town of Poughkeepsie Police Benevolent Association — PERB Case No. IA 89-4 (M 88-506),Poughkeepsie,NY,safety_and_non_safety_bargaining_units,Safety (police),Town of Poughkeepsie Police Benevolent Association,PERB Case No. IA 89-4 (interest arbitration award; outside requested 2014-2024 window),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Town of Poughkeepsie (not City; municipal-name mismatch vs 'Poughkeepsie' if user intended the City only),Outside target window (appears earlier than 2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:08Z,verified_source_lead_not_downloaded,RS429-464a8eb9cc0314c1b4f8,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:53Z,"get_http_403; attempts=1; elapsed_seconds=0.068; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-d94b3b63eb05781a8f63,lane_2,tier_b,verification_ready_medium,https://www.iaff.org/news/cfc/,Colorado Local’s Impressive Road to First Contract (IAFF) — mentions Wheat Ridge Fire Protection District / Local 4881 contract negotiations,Wheat Ridge,CO,safety_and_non_safety_bargaining_units,firefighters (IAFF),Wheat Ridge Local 4881 (IAFF),referenced negotiations leading to a one-year contract starting by 2014–2015 context (exact dates not stated in the lead),2014,2015,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,partial_city_match (Wheat Ridge referenced; employer described as Wheat Ridge Fire Protection District),overlaps_target_window (2014–2024) based on 2014/2015 narrative,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:33Z,verified_source_lead_not_downloaded,RS429-3cda9c90f8b231d83cef,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:53Z,"get_http_403; attempts=1; elapsed_seconds=0.544; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-dae0bc160c5e02e53e83,lane_2,tier_b,verification_ready_medium,https://www.michigan.gov/leo/-/media/Project/Websites/leo/Documents/BER/MERC-meetings/2024/11-12-24-Meeting-Packet-for-Virtual-Attendees.pdf?hash=7A5F45F3D0A87C6283023CDDF845AF3B&rev=805033f14d68438bb3f02cc05c08394f,"MERC Meeting Packet (Virtual Attendees) — Listing: Brownstown, Charter Township of & Technical, Professional & Officeworkers Association of Michigan (MERC Case No. 24-J-1797-GM)",Brownstown charter,MI,safety_and_non_safety_bargaining_units,Non-safety (technical/professional & officeworkers),"Technical, Professional & Officeworkers Association of Michigan",Case initiated 10/14/2024 (mediation listing in MERC meeting packet),2024,2026,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"exact municipality match (Brownstown, Charter Township of, MI)",overlaps target window partially (initiative 10/14/2024 is within 2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:19Z,verified_source_lead_not_downloaded,RS429-94e71c1fcdb5cb6bb03d,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:54Z,"get_http_403; attempts=1; elapsed_seconds=0.063; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-f686c4b4a7fb4fde3ac8,lane_2,tier_b,verification_ready_medium,https://perb.ny.gov/town-colonie-and-colonie-police-benevolent-association,PERB: Town of Colonie and Colonie Police Benevolent Association (Opinion and Award / Compulsory Interest Arbitration),Colonie,NY,safety_and_non_safety_bargaining_units,Police (police officers and sergeants),Colonie Police Benevolent Association (PBA),2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match,cycle_window_unclear_from_search_snippet,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:34Z,verified_source_lead_not_downloaded,RS429-aa036663774841d59b2b,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:56Z,"get_http_403; attempts=1; elapsed_seconds=0.077; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-2715aca0a278e66b3f71,lane_3,tier_b,verification_ready_medium,https://www.foxboroughma.gov/UserFiles/Servers/Server_15207780/File/Departments/Administration/Annual%20Reports/2022%20ATR%20Final%20Web%20Version%20condensed.pdf,Town of Foxborough Annual Report 2022 (includes Annual Town Meeting articles funding cost items for collective bargaining contracts),Foxborough,MA,non_safety_municipal_units,Highway/Water (DPW employees),"Foxborough Highway and Water Employees Union, AFSCME","Contract dated July 1, 2022 to June 30, 2023 (referenced in Annual Town Meeting articles)",2022-07-01,2023-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city,overlapping_2014_2024_window_expected,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:29Z,verified_source_lead_not_downloaded,RS429-195756339d8aef41baaf,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:59Z,"get_http_403; attempts=1; elapsed_seconds=0.433; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-f8827b366ba325d23ce8,lane_3,tier_b,verification_ready_medium,https://www.horizoncity.org/wp-content/uploads/Town-of-Horizon-City-Approved-FY2022-Budget.pdf,Town of Horizon City — Approved FY2022 Budget (Operating Budget),Horizon City,TX,non_safety_municipal_units,administrative employees (non-safety) and employees covered by collective bargaining (compensation plan incorporated in budget),,FY2022 Operating Budget,2021-10-01,2022-09-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,Horizon City (Town of) — likely same municipality match,Overlaps expected 2014-2024 window (FY2022),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:09Z,verified_source_lead_not_downloaded,RS429-269aca65b362ba21a63f,oversized_for_this_pass,not_downloaded,200,application/pdf,,29669745,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:47:09Z,"content_length_exceeds_pass_limit; attempts=1; elapsed_seconds=0.202; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",oversized_for_this_pass,true
TS4L-faa8207d4a1164eccd00,lane_3,tier_b,verification_ready_medium,https://www.garfieldmi.gov/download/13178/2024-budget.pdf,"2024 Budget Report for Garfield Township (Charter Township of Garfield, MI)",Garfield charter,MI,non_safety_municipal_units,Non-safety township departments and roles shown in budget wage lines,,Budget year 2024 (document filename indicates 2024-budget),2024,2024,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,likely_same_city,overlaps_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:09Z,verified_source_lead_not_downloaded,RS429-765e4fb05008fc764f4a,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:47:10Z,"get_http_403; attempts=1; elapsed_seconds=0.455; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-30df6fbbe25cf11c4d7d,lane_4,tier_b,verification_ready_medium,https://www.lagrangeil.gov/Archive.aspx?ADID=1178,"VILLAGE OF LA GRANGE (document snippet references Illinois Fraternal Order of Police Labor Council agreement; includes “day of _,2014.”)",La Grange,IL,safety_and_non_safety_compensation_units,Police (patrol officers / police bargaining unit),Illinois Fraternal Order of Police Labor Council,2014 (exact term not visible in search snippet; document appears to relate to a police CBA dated in 2014),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Exact municipality name match (La Grange, IL)",Overlaps expected window (2014–2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:07Z,verified_source_lead_not_downloaded,RS429-4b224f1e15a2907102d0,oversized_for_this_pass,not_downloaded,200,application/pdf,,74592764,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:47:13Z,"content_length_exceeds_pass_limit; attempts=1; elapsed_seconds=0.298; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",oversized_for_this_pass,true
TS4L-3f7e2c9e53ec5bfcf801,lane_4,tier_b,verification_ready_medium,https://www.villageofgoshen-ny.gov/wp-content/uploads/bsk-pdf-manager/2024/11/11.12.24-CONTRACT-FRONT-END-BOILER-REPLACEMENT-BID-DOCUMENT.pdf,Village of Goshen bid/contract documents including prevailing wage schedule (PDF) — boiler replacement project,Goshen,NY,safety_and_non_safety_compensation_units,non-safety (public works/contracted labor wage schedule) — used as compensation schedule proxy,N/A (prevailing wage schedule for public works project rather than union unit),prevailing wage schedule described as effective July 2024 through June 2025 (as indicated on the document; exact effective dates not revalidated in this lead),2024-07-01 (as indic,2025-06-30 (as indic,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,match_to_Goshen_Village_NY_not_verified,overlaps_2014_2024_window_but_not_verified_exact_overlap,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:21Z,verified_source_lead_not_downloaded,RS429-67823ad1d338d1c754e4,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:47:14Z,"get_http_403; attempts=1; elapsed_seconds=0.197; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-4901febb5e548fb39dab,lane_4,tier_b,verification_ready_medium,https://www.monroemi.gov/UserFiles/Servers/Server_10126506/File/City%20Hall/Departments/Human_Resources/Union%20Agreements/2022/Firefighter%20Contract%20July%202021-2026.pdf,"Firefighter Contract July 2021-2026 (City of Monroe, MI) — PDF",Monroe charter,MI,safety_and_non_safety_compensation_units,Firefighters / Public Safety,Firefighters (labor agreement),July 2021 - 2026,2021-07-01,2026-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,likely_city_of_monroe_match_from_host_domain_monroemi.gov,overlaps_target_window_2014-2024_from_2021-2024_portion,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:54Z,verified_source_lead_not_downloaded,RS429-0d1d0ebe6697ac9ee934,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:47:14Z,"get_http_403; attempts=1; elapsed_seconds=0.347; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-672e38d3f5a82994eda1,lane_4,tier_b,verification_ready_medium,https://perb.ny.gov/impasse-between-town-shawangunk-and-town-shawangunk-highway-association,Impasse Between: Town of Shawangunk and Town of Shawangunk Highway Association (Fact Finder’s Recommendations) (Case No. M2024-133 FF),Shawangunk,NY,safety_and_non_safety_compensation_units,"Highway Department employees (non-public-safety unit; includes HMEO, HMEO Mechanic, Working Supervisor titles)",Town of Shawangunk Highway Association (successor bargaining unit per PERB filing/representation process),"CBA expired Dec 31, 2023; successor negotiations for wages commencing Jan 1, 2024 (wage schedule shown through proposed future dates in the report)",2021-01-01,2023-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"exact municipality match (Shawangunk, NY)","overlaps target window (document centers wages commencing Jan 1, 2024; prior CBA years 2021-2023 included)",verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:10Z,verified_source_lead_not_downloaded,RS429-b5ba4ea9bfb4bd72cde7,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:47:39Z,"get_http_403; attempts=1; elapsed_seconds=0.073; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-9cc85e0d11c59bb6802d,lane_4,tier_b,verification_ready_medium,https://www.iaff.org/news/strong-union-work-pays-off-for-poplar-bluff-mo-local-2543/,"IAFF news: “Strong Union Work Pays Off for Poplar Bluff, MO Local 2543”",Poplar Bluff,MO,safety_and_non_safety_compensation_units,Firefighters / Public safety bargaining unit (Local 2543 referenced),IAFF Local 2543 (referenced),2014-2024 target window,,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,exact_match,unknown_overlap_with_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:28Z,verified_source_lead_not_downloaded,RS429-d6f33ebf079284dfc520,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:47:53Z,"get_http_403; attempts=1; elapsed_seconds=0.453; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-b132e5643c7a2a4b12c0,lane_4,tier_b,verification_ready_medium,https://ecommons.cornell.edu/bitstreams/4fb4a720-e6c1-46d4-b561-94f321805141/download,NYS PERB Contract Collection – Metadata Header (document labeled as Village of Potsdam agreement with a bargaining unit; search within for salary/wage/classification sections),Potsdam,NY,safety_and_non_safety_compensation_units,public safety (police officers referenced in the agreement text snippet shown by search result) and potentially other categories depending on contract scope,Teamsters Local Union 687 (document snippet indicates police-officer coverage under the Village of Potsdam agreement),Not determined here (contract term years require locating within the linked document),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"same municipality (Village of Potsdam, NY) indicated in snippet",uncertain for 2014-2024 until contract term dates within the document are checked,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:23Z,verified_source_lead_not_downloaded,RS429-d50cc7ee53e60a7d4b80,weak_or_needs_review,not_downloaded,202,text/html,,0,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:47:56Z,"empty_response_body; attempts=1; elapsed_seconds=0.085; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-c9dce12e06449703afdf,lane_4,tier_b,verification_ready_medium,https://www.gatesvilletx.com/sites/default/files/fileattachments/city_council/meeting/3992/2019-05-14_minutes.pdf,City of Gatesville City Council Minutes — 2019-05-14 (agenda includes “CITY EMPLOYEE CLASSIFICATION AND COMPENSATION STUDY” and firm meeting),Gatesville,TX,safety_and_non_safety_compensation_units,city employees (civilian and public-safety related units referenced by classification/compensation study context),,2019-05-14 meeting referencing classification/compensation study work (likely tied to study implementation/rollout around 2019-2020),2019,2020,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Exact municipality match (Gatesville, TX).",Overlaps target window (2014-2024) by meeting date in 2019 and likely connection to 2020 study completion.,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:58Z,verified_source_lead_not_downloaded,RS429-a6c951b8f7fba9f01ed7,duplicate_file_hash,downloaded_duplicate_quarantined,200,text/html,.html,4,5744d937b622e575a6d3306de8bf148d7ec2d9241195263e2ee3ad6b8b15aad3,,DUP429-5744d937b622e575,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:48:00Z,"bounded_get_completed_supported_content; attempts=1; elapsed_seconds=0.245; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR. exact file hash duplicates retained candidate TS4L-8bafee7dbff694ee0d22; redundant local copy removed.",duplicate_file_hash,true
TS4L-cca2206b95e8ee874d78,lane_4,tier_b,verification_ready_medium,https://www.liveoaktx.net/files/finance_forms_and_reports/2022-23-Annual-Budget.pdf,City of Live Oak — Approved Budget 2022-2023 (PDF),Live Oak,TX,safety_and_non_safety_compensation_units,City employee compensation classifications (incl. public safety-related positions) vs. other employee classifications (as presented in budget),,2022-2023 (Approved Budget),2022-10-01,2023-09-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,exact_city_name_match,overlaps_expected_window_2014-2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:02Z,verified_source_lead_not_downloaded,RS429-2b3544af37ea503ab47f,oversized_for_this_pass,not_downloaded,200,application/pdf,,62294285,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:48:00Z,"content_length_exceeds_pass_limit; attempts=1; elapsed_seconds=0.358; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",oversized_for_this_pass,true
TS4L-f1291c08af829f3b939b,lane_4,tier_b,verification_ready_medium,https://apps.madisonlibrary.org/newspapers/bereacitizen/Berea_Citizen.2014.08.August_2014.pdf,"Berea Citizen (Aug 2014) — Ordinance 16-14 (City of Berea, KY) published in newspaper PDF",Berea,KY,safety_and_non_safety_compensation_units,public safety and other city employee classifications (as reflected in salary range tables),,calendar year impact stated in the ordinance document (within 2014; exact implementation dates to be confirmed in the source),2014-08-01,2014-08-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,exact_municipality_match_expected,within_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:13Z,verified_source_lead_not_downloaded,RS429-d098cc5aef609c5d454c,oversized_for_this_pass,not_downloaded,200,application/pdf,,31802073,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:48:03Z,"content_length_exceeds_pass_limit; attempts=1; elapsed_seconds=0.116; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",oversized_for_this_pass,true
