retained_source_id,candidate_id,local_retained_path,recorded_file_size_bytes,observed_file_size_bytes,recorded_file_sha256,observed_file_sha256,file_exists,path_inside_retained_directory,file_integrity_status
RS429-970a9c435d67171cf376,TS4L-ef525a87b5ef8a9814a0,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-970a9c435d67171cf376.pdf,24116681,24116681,5bbb6d399a58c54a8f98051824dd3bc0510974cce84d52ff979123befa34971b,5bbb6d399a58c54a8f98051824dd3bc0510974cce84d52ff979123befa34971b,true,true,integrity_pass
RS429-97b0c1bfdd4ecdc400ef,TS4L-4a9cba00da47bbd008a6,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-97b0c1bfdd4ecdc400ef.pdf,835330,835330,70c140f803bed24be3bfea7a435d9fe8de13d52413d90cc90f22b04c682d6e06,70c140f803bed24be3bfea7a435d9fe8de13d52413d90cc90f22b04c682d6e06,true,true,integrity_pass
RS429-986b0d029b672787f736,TS4L-3f73ffd33eb980c24434,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-986b0d029b672787f736.pdf,187725,187725,b6bc25980ff465a7a2d1070135bfa52991fedf8c076b521a96671b4fcae790ac,b6bc25980ff465a7a2d1070135bfa52991fedf8c076b521a96671b4fcae790ac,true,true,integrity_pass
RS429-9b1ea5092a9775f07cb3,TS4L-8c2c014bc005080e9783,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-9b1ea5092a9775f07cb3.pdf,490630,490630,9cabcdb82a3015dbc5349429a52f84ccc7feadc41a074e14f0ff9eade7107d99,9cabcdb82a3015dbc5349429a52f84ccc7feadc41a074e14f0ff9eade7107d99,true,true,integrity_pass
RS429-9e2eee763e63279405ab,TS4L-55bc47b7d0349ccd5d41,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-9e2eee763e63279405ab.pdf,5319354,5319354,608f711c70bcb2ea7198e834d5605285ab6b39860be352cfdf7cc6e713ff7939,608f711c70bcb2ea7198e834d5605285ab6b39860be352cfdf7cc6e713ff7939,true,true,integrity_pass
RS429-a1041591353e2f23459e,TS4L-a9b0c5cebd4af19c46d1,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-a1041591353e2f23459e.pdf,1314602,1314602,7966627ca8a2d029be2e6d62e3383adfd95326cee309475c4e93bbecb4831879,7966627ca8a2d029be2e6d62e3383adfd95326cee309475c4e93bbecb4831879,true,true,integrity_pass
RS429-a32e1bbf829b492e6776,TS4L-719616376983f41c6386,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-a32e1bbf829b492e6776.pdf,6476016,6476016,badf0dc0e36abb419e95b20ce2e27c968fab5f8da602c355eda3596347e36573,badf0dc0e36abb419e95b20ce2e27c968fab5f8da602c355eda3596347e36573,true,true,integrity_pass
RS429-a41bf2298e64f457781b,TS4L-c6f811af184d68979d52,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-a41bf2298e64f457781b.pdf,2869190,2869190,1657a1b3271f1344991e9d1e523ba61d9ff6738bdee64b06a9fb691187f85f01,1657a1b3271f1344991e9d1e523ba61d9ff6738bdee64b06a9fb691187f85f01,true,true,integrity_pass
RS429-a425d9ff6d69f1aba7e5,TS4L-3b31cd0fd1d3cd9bd0f3,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-a425d9ff6d69f1aba7e5.pdf,2172222,2172222,31b0dafe038c804d1d248311bedcd79ff2bbae370449432d8cadc310cfc8f766,31b0dafe038c804d1d248311bedcd79ff2bbae370449432d8cadc310cfc8f766,true,true,integrity_pass
RS429-a7b5070e66cf0acde09c,TS4L-521a418c4c22b5628f61,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-a7b5070e66cf0acde09c.pdf,332956,332956,c34b9d66f008f7c884fe0c87a75d1b7f900e39872ee829478ef08ed848ca3a58,c34b9d66f008f7c884fe0c87a75d1b7f900e39872ee829478ef08ed848ca3a58,true,true,integrity_pass
RS429-aac3c9de207685eee8ab,TS4L-1818beaf93ad4bcb2fb2,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-aac3c9de207685eee8ab.html,167231,167231,4d703c69ec6502d94c12c664099e4d9a781765d5afcf1ac83c45bd96fe428bc4,4d703c69ec6502d94c12c664099e4d9a781765d5afcf1ac83c45bd96fe428bc4,true,true,integrity_pass
RS429-ab1d8b0e6b614bf93ca5,TS4L-e15f9380dc403bf0e548,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-ab1d8b0e6b614bf93ca5.pdf,646184,646184,825de03c8ab72af9196a3d576e5dc9a67d6e4f0299e030b924dc40ea3ff5b879,825de03c8ab72af9196a3d576e5dc9a67d6e4f0299e030b924dc40ea3ff5b879,true,true,integrity_pass
RS429-ac99fe85a7e656da3337,TS4L-1a0e5b3c433cce724c7f,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-ac99fe85a7e656da3337.pdf,815001,815001,5215019f9f8da777def782b4afd5bc74ea97aed159bea05304d4683d3c457933,5215019f9f8da777def782b4afd5bc74ea97aed159bea05304d4683d3c457933,true,true,integrity_pass
RS429-aee08828c5b7ec69124d,TS4L-99d3ab76f2228d202b72,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-aee08828c5b7ec69124d.pdf,85743,85743,010f1ab5e0dceefd068f31ba9d31df9810dce738347af56f51728ba35097da93,010f1ab5e0dceefd068f31ba9d31df9810dce738347af56f51728ba35097da93,true,true,integrity_pass
RS429-afd4608518bfe5e8f752,TS4L-9352bcad1f5b79be8c34,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-afd4608518bfe5e8f752.pdf,642952,642952,fd1c826709e5ec9fdc9ee840c4dc94bbd596d1cb15a8af376741c64eb0f99c30,fd1c826709e5ec9fdc9ee840c4dc94bbd596d1cb15a8af376741c64eb0f99c30,true,true,integrity_pass
RS429-b067f188411cb379ab12,TS4L-3dd781f1891673a0be1f,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-b067f188411cb379ab12.pdf,1366616,1366616,66a474ca73f6f4d210c9f5f129691e5dae77c209bae50e86d24fbdbec38df374,66a474ca73f6f4d210c9f5f129691e5dae77c209bae50e86d24fbdbec38df374,true,true,integrity_pass
RS429-b44f7434fd91c8a89d6e,TS4L-288a414f85335d8df1e8,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-b44f7434fd91c8a89d6e.pdf,2653522,2653522,963851c91964ede540da9d0f9aa488ac73546ad9dc521d586fe7463b2765982d,963851c91964ede540da9d0f9aa488ac73546ad9dc521d586fe7463b2765982d,true,true,integrity_pass
RS429-b5746b6861227d32994b,TS4L-0598ecac2f25d6416ba6,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-b5746b6861227d32994b.pdf,583743,583743,93a09c3d2adeccbb07d31a08ecbdc95b6d87cfb49aa7cf0ebc08717a162c867d,93a09c3d2adeccbb07d31a08ecbdc95b6d87cfb49aa7cf0ebc08717a162c867d,true,true,integrity_pass
RS429-bab5e33abee02b2708fd,TS4L-ab2835f9a40702ccca9d,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-bab5e33abee02b2708fd.pdf,3628648,3628648,790939637ace87c1e752607145657ca9e7ce878aafc976759b4ed748a690021c,790939637ace87c1e752607145657ca9e7ce878aafc976759b4ed748a690021c,true,true,integrity_pass
RS429-bb4d36d48b9916ce1b81,TS4L-c02b04de6ef106a65708,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-bb4d36d48b9916ce1b81.pdf,1006633,1006633,9a80e47945b20a089c0e3bb79e3fc46fac5106bb7c1145f51f16696a528f03e2,9a80e47945b20a089c0e3bb79e3fc46fac5106bb7c1145f51f16696a528f03e2,true,true,integrity_pass
RS429-bd91661f97190f96dbd0,TS4L-d9128eebf89021e76894,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-bd91661f97190f96dbd0.html,55086,55086,7ec96681c768b7d3f890a94dc5fe7ff42886c2ae6e949720126446965c7f5097,7ec96681c768b7d3f890a94dc5fe7ff42886c2ae6e949720126446965c7f5097,true,true,integrity_pass
RS429-bd959d6f7902a64eede8,TS4L-0ffd423d1376a86041e9,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-bd959d6f7902a64eede8.pdf,5506793,5506793,7afdae0cfce96ac2c9f5a5483042bdb604bd0d78fcae6232fb602f45a605eb5c,7afdae0cfce96ac2c9f5a5483042bdb604bd0d78fcae6232fb602f45a605eb5c,true,true,integrity_pass
RS429-c107759240c483b0843d,TS4L-9a09c3613e16d8a97593,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-c107759240c483b0843d.html,57511,57511,d652309bed10eab2eedbc944ebfde55d2233001aeff543e94ab17f2a95d24f1c,d652309bed10eab2eedbc944ebfde55d2233001aeff543e94ab17f2a95d24f1c,true,true,integrity_pass
RS429-c18f53c5bd399b382bc0,TS4L-9b217627fe31ef4c1d04,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-c18f53c5bd399b382bc0.pdf,1004176,1004176,f294cf4b7a2e7979dd4d3add00394cd3e4707ba592d588325198c412d184970c,f294cf4b7a2e7979dd4d3add00394cd3e4707ba592d588325198c412d184970c,true,true,integrity_pass
RS429-c4aed8253f1034ac5639,TS4L-2a13f12fe46f8f072a92,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-c4aed8253f1034ac5639.pdf,1913022,1913022,0eccf0c3d93a573db376d43aaa5070b87475ff124b290fa294cdbba769421d68,0eccf0c3d93a573db376d43aaa5070b87475ff124b290fa294cdbba769421d68,true,true,integrity_pass
RS429-c6b3e750aec1ce3b3f3a,TS4L-1a77530f2029d1a726f5,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-c6b3e750aec1ce3b3f3a.pdf,567367,567367,f494ac7648ab77ac38d3f9293c986ef91cb073fbdf5ace1fdf71c5aeb836c4f5,f494ac7648ab77ac38d3f9293c986ef91cb073fbdf5ace1fdf71c5aeb836c4f5,true,true,integrity_pass
RS429-c7b3e53a18bad332a3c5,TS4L-7d9210bd56b859bcbef5,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-c7b3e53a18bad332a3c5.pdf,1039204,1039204,7e251e3c1b3385a284e91f492a2ef94ab18b71020586b27f3b51f637e43d7c0e,7e251e3c1b3385a284e91f492a2ef94ab18b71020586b27f3b51f637e43d7c0e,true,true,integrity_pass
RS429-c8349dd6775dedf6d1b8,TS4L-d28df5e917fa4d7bd178,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-c8349dd6775dedf6d1b8.pdf,1620801,1620801,fed16f94e44f29044f89bbe29a469985567d4e9a39566e8bd34835d07a29fd5d,fed16f94e44f29044f89bbe29a469985567d4e9a39566e8bd34835d07a29fd5d,true,true,integrity_pass
RS429-c9bdc5d41231e3c2fa3f,TS4L-3196738fb25bf3391a90,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-c9bdc5d41231e3c2fa3f.pdf,805384,805384,6614f1deca7adfb37708b276e8cc8e384aef4e564181870af76fd1b94a89e787,6614f1deca7adfb37708b276e8cc8e384aef4e564181870af76fd1b94a89e787,true,true,integrity_pass
RS429-ccd05089fdf37c6612b7,TS4L-5a1cef80103df8d43929,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-ccd05089fdf37c6612b7.pdf,3853185,3853185,ae233a5bd426c6a0c100f9b685d2fb4c195fe2fd85fe9d1d7a83225643166340,ae233a5bd426c6a0c100f9b685d2fb4c195fe2fd85fe9d1d7a83225643166340,true,true,integrity_pass
RS429-d475420c31cfe8c4f035,TS4L-48a3b9a23d52bedaa661,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-d475420c31cfe8c4f035.pdf,253659,253659,17c64953387f07512880312f68a3e1bd7d494557c5b51ec5e1bfe3aee5f0b643,17c64953387f07512880312f68a3e1bd7d494557c5b51ec5e1bfe3aee5f0b643,true,true,integrity_pass
RS429-d6aea680b9eb217a999e,TS4L-ddc756009a04bb40d91c,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-d6aea680b9eb217a999e.pdf,1840275,1840275,f1ad3a131d468984585553bd19e84ee50b53c9d8fdede123b0b8f24e056f3af2,f1ad3a131d468984585553bd19e84ee50b53c9d8fdede123b0b8f24e056f3af2,true,true,integrity_pass
RS429-d78367a01f40c9181065,TS4L-825ff018d473a20a9ff0,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-d78367a01f40c9181065.pdf,246810,246810,4f2d3783f8f8f7a5af30af7e032ff3dac4f8650e1fa519acb0d3ff809cb82ca5,4f2d3783f8f8f7a5af30af7e032ff3dac4f8650e1fa519acb0d3ff809cb82ca5,true,true,integrity_pass
RS429-d933c9d6fc5c06a84109,TS4L-168fbe9c99507706d055,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-d933c9d6fc5c06a84109.pdf,1252393,1252393,c894d2cc52890ecc43a36f15e7766b853a56eedb745feebb9001c681820ebf6f,c894d2cc52890ecc43a36f15e7766b853a56eedb745feebb9001c681820ebf6f,true,true,integrity_pass
RS429-e2d8074a013057ad25c3,TS4L-7fa11dce5b5c1034b530,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-e2d8074a013057ad25c3.pdf,6558576,6558576,ecc6bb23f0232d77b0d6d0c7225bf9999704b4cd8bea8525f2aed9ebd888a1cf,ecc6bb23f0232d77b0d6d0c7225bf9999704b4cd8bea8525f2aed9ebd888a1cf,true,true,integrity_pass
RS429-e2fe291d2b31c3b4a686,TS4L-e3b23d94d788ad5f4347,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-e2fe291d2b31c3b4a686.pdf,9337824,9337824,88197edfcfa45093b3b55b27a1035283df8a245409cdfa06189a560e078e2c8b,88197edfcfa45093b3b55b27a1035283df8a245409cdfa06189a560e078e2c8b,true,true,integrity_pass
RS429-e9d20f49d33b80d24f0e,TS4L-484473bc94e0578dae56,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-e9d20f49d33b80d24f0e.pdf,6184011,6184011,ebf287a4392bf0150ff386281af96ae78bf11bba1a827f30cc127a75e83f7a1e,ebf287a4392bf0150ff386281af96ae78bf11bba1a827f30cc127a75e83f7a1e,true,true,integrity_pass
RS429-ed261fb6a8bc489b2ac9,TS4L-768de0c44b0f30af9f0c,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-ed261fb6a8bc489b2ac9.pdf,460607,460607,bdcc63c4cf3628a6505661fe213c7870b0455969fd5ab13edad2517f6b7b4583,bdcc63c4cf3628a6505661fe213c7870b0455969fd5ab13edad2517f6b7b4583,true,true,integrity_pass
RS429-ee6c869d501c296a7925,TS4L-1ff9f2e16c7b9d78d284,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-ee6c869d501c296a7925.pdf,1791730,1791730,0cee614bb344541c8ae7a4fb58c16c031a6c7f0963f9fd9856ed19c3e6fecd3b,0cee614bb344541c8ae7a4fb58c16c031a6c7f0963f9fd9856ed19c3e6fecd3b,true,true,integrity_pass
RS429-eebf9ada8e5614f81110,TS4L-1f781adb207e35bd1c5f,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-eebf9ada8e5614f81110.pdf,266969,266969,8c9b21606d062ab11714383cb8073eec6056144e912281fc318e25d9d93dfd65,8c9b21606d062ab11714383cb8073eec6056144e912281fc318e25d9d93dfd65,true,true,integrity_pass
RS429-ef00eb7a9a982c36fdd6,TS4L-734c4413f1b5547f379b,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-ef00eb7a9a982c36fdd6.pdf,1790919,1790919,486a6e1911197d1f43cee97b323d867df30fcb8a9c7b1172b54cf5965866081f,486a6e1911197d1f43cee97b323d867df30fcb8a9c7b1172b54cf5965866081f,true,true,integrity_pass
RS429-f344d0fca0fde4ccebd8,TS4L-63f603be0d80a5ca2a39,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-f344d0fca0fde4ccebd8.pdf,1501740,1501740,754ced64d509951309f98a0bbdecbafe10308e55e9ebf50e462f45a3fe78493b,754ced64d509951309f98a0bbdecbafe10308e55e9ebf50e462f45a3fe78493b,true,true,integrity_pass
RS429-f8cfd134c8273e95ec28,TS4L-1d4b842141e9480b0583,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-f8cfd134c8273e95ec28.pdf,547177,547177,c5969261926f945d1ae513e2d4d8e76f0b7bd76970650c7ff0cd61ee36fc6706,c5969261926f945d1ae513e2d4d8e76f0b7bd76970650c7ff0cd61ee36fc6706,true,true,integrity_pass
RS429-fa1350e8a8b491812090,TS4L-7cb2b2f8fe0ac98787d7,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-fa1350e8a8b491812090.html,151928,151928,392d04a9e8c1bfda44060ae3d8c7783a1b2ef4ba339f8b6d2ad6e54782a5ea6f,392d04a9e8c1bfda44060ae3d8c7783a1b2ef4ba339f8b6d2ad6e54782a5ea6f,true,true,integrity_pass
RS429-fca5c4c01dfd4d0e72cd,TS4L-c736f83438465d7ee395,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-fca5c4c01dfd4d0e72cd.pdf,187394,187394,200203f8e38bb371c166fcc62e5e4abf575ece875a008f73cce8139e691f5404,200203f8e38bb371c166fcc62e5e4abf575ece875a008f73cce8139e691f5404,true,true,integrity_pass
RS429-fd9711a8d35f7c0c9f69,TS4L-4623e87e77692493efd4,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-fd9711a8d35f7c0c9f69.pdf,402506,402506,43e0f97035fe90185971f3540d5950fa62a500da3e51f40ce4479300aacc2363,43e0f97035fe90185971f3540d5950fa62a500da3e51f40ce4479300aacc2363,true,true,integrity_pass
RS429-002f1731c29c5ed88107,TS4L-c8cf8b7243d046c0b5ca,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-002f1731c29c5ed88107.pdf,162410,162410,71cdfc90f1cf55a2b0d3b622bc55ba788a9b383ac4ff07153a6b215301e1db3d,71cdfc90f1cf55a2b0d3b622bc55ba788a9b383ac4ff07153a6b215301e1db3d,true,true,integrity_pass
RS429-01c3ae70d6ef2763871c,TS4L-bec27c7aa0576452ebcd,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-01c3ae70d6ef2763871c.pdf,11389648,11389648,5327675eaa3eaec8e5f46801c528beabb37637234d226f64345ece3878beb2ca,5327675eaa3eaec8e5f46801c528beabb37637234d226f64345ece3878beb2ca,true,true,integrity_pass
RS429-044a060b73ec93c592d2,TS4L-d54bf5ef55c5786ce557,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-044a060b73ec93c592d2.pdf,2005542,2005542,126499f1867e9bec77c56032d576cb25b4e9a61c96f8a7ca2d144b0487a733fd,126499f1867e9bec77c56032d576cb25b4e9a61c96f8a7ca2d144b0487a733fd,true,true,integrity_pass
RS429-0670011fed5eb936bac1,TS4L-603600a95d37e0b0f2d8,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-0670011fed5eb936bac1.pdf,637398,637398,fe9afa46f379e05353cf01851f796c234971e7f3967991605dbd38c0c708329d,fe9afa46f379e05353cf01851f796c234971e7f3967991605dbd38c0c708329d,true,true,integrity_pass
RS429-096722cfd0bc7523bd67,TS4L-66a77b0b70dabe782646,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-096722cfd0bc7523bd67.pdf,787241,787241,a2ee8ee79eb0c459e3faa73ffc3f96ffe09af7541f7603cbeed6f0277b62362d,a2ee8ee79eb0c459e3faa73ffc3f96ffe09af7541f7603cbeed6f0277b62362d,true,true,integrity_pass
RS429-0ac8a7b9bfc6ace2defa,TS4L-c6c4bcbb5860ad040f45,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-0ac8a7b9bfc6ace2defa.pdf,1806658,1806658,4d89aa8ad49830992c74fbaf2ca52e387cfac813cdfc8376ca5ca8d9788b90ed,4d89aa8ad49830992c74fbaf2ca52e387cfac813cdfc8376ca5ca8d9788b90ed,true,true,integrity_pass
RS429-0c947b1371a9986c5dd7,TS4L-465b49ae86720f3a1eb6,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-0c947b1371a9986c5dd7.pdf,76173,76173,039b1e9768593bf3727f6e6228082a395b5779bfff316b677b3195132f6a6049,039b1e9768593bf3727f6e6228082a395b5779bfff316b677b3195132f6a6049,true,true,integrity_pass
RS429-0dc8127461056a7c5d8c,TS4L-96ba0592b25db5bf2c2c,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-0dc8127461056a7c5d8c.pdf,1994977,1994977,39ff42ea831353b01469f687d16ae88ca671395e657cd841899f0acfc0f01f0e,39ff42ea831353b01469f687d16ae88ca671395e657cd841899f0acfc0f01f0e,true,true,integrity_pass
RS429-0de376da29a6a149d065,TS4L-42f6787a71e8b19c8dea,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-0de376da29a6a149d065.html,221831,221831,74ae9a7ef61a58f2b8c9e458698d3619c30448232cc9c1084621733a510a7fc2,74ae9a7ef61a58f2b8c9e458698d3619c30448232cc9c1084621733a510a7fc2,true,true,integrity_pass
RS429-143b0f2125f256679c0e,TS4L-7dd3f100acf139f901dc,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-143b0f2125f256679c0e.pdf,1129139,1129139,031b2b056a3fc081bd2e29d4fabc01dc8e335ec92564e0570b408f68934571fb,031b2b056a3fc081bd2e29d4fabc01dc8e335ec92564e0570b408f68934571fb,true,true,integrity_pass
RS429-1453c81e4455342d6131,TS4L-0a135257bde4fd82bb32,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-1453c81e4455342d6131.pdf,4694696,4694696,a92e383d3284a39c196a646fd5b8085187d4c3c47dc9dc49b5222ca27d560a9b,a92e383d3284a39c196a646fd5b8085187d4c3c47dc9dc49b5222ca27d560a9b,true,true,integrity_pass
RS429-17597244d8818866a1cf,TS4L-7f9a97ae93a8819b039b,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-17597244d8818866a1cf.html,375069,375069,57f1cb6b39e1d4d7528635dd7694061c50bd143d3ed040f547d60e88c8edc7a0,57f1cb6b39e1d4d7528635dd7694061c50bd143d3ed040f547d60e88c8edc7a0,true,true,integrity_pass
RS429-18e6ae014e75375b8317,TS4L-b9ebc935be482f055a12,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-18e6ae014e75375b8317.pdf,68994,68994,8a9405dc2bfeefb9d00392b92a1d9de689cd5baa6fb5887cf8d87f1a3a767510,8a9405dc2bfeefb9d00392b92a1d9de689cd5baa6fb5887cf8d87f1a3a767510,true,true,integrity_pass
