record_id,qa_stratum,raw_value_preserved,coordinate_valid,uncertainty_not_forced,conflict_integrity,claim_link_basis_preserved,span_disposition_supported,passed,mechanical_invariant_review,independent_human_gold_review
EXTRECON-6467507bde05dc28e9342e7b,side,True,True,True,True,True,True,True,True,False
EXTRECON-9a56b9b5089b7a065a2869d8,side,True,True,True,True,True,True,True,True,False
EXTRECON-8f5144b758d6104a14f3fabb,side,True,True,True,True,True,True,True,True,False
EXTRECON-20d5ee5248cf83abc602a231,side,True,True,True,True,True,True,True,True,False
EXTRECON-454607fe6fae218a37e62a80,side,True,True,True,True,True,True,True,True,False
EXTRECON-cb98b0a7b103465cfb11ca6c,side,True,True,True,True,True,True,True,True,False
EXTRECON-cc01961d754baf6ef680ec64,side,True,True,True,True,True,True,True,True,False
EXTRECON-ba1e2c27805d959526152541,side,True,True,True,True,True,True,True,True,False
EXTRECON-c4dae4357d124eeb277137ff,side,True,True,True,True,True,True,True,True,False
EXTRECON-a5a862b2c9bf4cb65c20dc33,side,True,True,True,True,True,True,True,True,False
EXTRECON-a7d8661f302ec8c7fd30801c,side,True,True,True,True,True,True,True,True,False
EXTRECON-9157fa09446c0270d8541711,side,True,True,True,True,True,True,True,True,False
EXTRECON-ddf5f0215f02d1f14a9437b0,side,True,True,True,True,True,True,True,True,False
EXTRECON-267b50e2624a66b256bab46a,side,True,True,True,True,True,True,True,True,False
EXTRECON-8c7a537ee751e2db9b60b7c4,side,True,True,True,True,True,True,True,True,False
EXTRECON-2365b1e541a670c8822185df,side,True,True,True,True,True,True,True,True,False
EXTRECON-b20cbe9e52d1f345993eda22,side,True,True,True,True,True,True,True,True,False
EXTRECON-42760fb88d86a3cba65113d8,side,True,True,True,True,True,True,True,True,False
EXTRECON-423130cdd88ec4c9c6351547,side,True,True,True,True,True,True,True,True,False
EXTRECON-dbe389de245714261914375d,side,True,True,True,True,True,True,True,True,False
EXTRECON-842b45bae0720b7b13209c96,side,True,True,True,True,True,True,True,True,False
EXTRECON-d07a6f7eb0290461aa4e0b1f,side,True,True,True,True,True,True,True,True,False
EXTRECON-db82bbb04276a10a32613632,side,True,True,True,True,True,True,True,True,False
EXTRECON-bd1a0726892d93c93331e24d,side,True,True,True,True,True,True,True,True,False
EXTRECON-34fbf4c2afebbc4cfc9b3246,side,True,True,True,True,True,True,True,True,False
EXTRECON-5a735d591d337c7628dbe6b8,side,True,True,True,True,True,True,True,True,False
EXTRECON-817a3d7dc8a36271e8a8f818,side,True,True,True,True,True,True,True,True,False
EXTRECON-f9aa54472196f450c1fcd813,side,True,True,True,True,True,True,True,True,False
EXTRECON-69d27d8996701d2300d7ae38,side,True,True,True,True,True,True,True,True,False
EXTRECON-8df325fc82d7809cafba6eb7,side,True,True,True,True,True,True,True,True,False
EXTRECON-ba6b61e354f25e6729c22406,side,True,True,True,True,True,True,True,True,False
EXTRECON-8570c8c2252fd2c889d80085,side,True,True,True,True,True,True,True,True,False
EXTRECON-3cf2c1c848b30671d3280ab1,side,True,True,True,True,True,True,True,True,False
EXTRECON-0532131872230cf7872a3449,side,True,True,True,True,True,True,True,True,False
EXTRECON-0dc14c80bb589985135d1a1a,side,True,True,True,True,True,True,True,True,False
EXTRECON-4795ca23fc30adfafc3ac223,side,True,True,True,True,True,True,True,True,False
EXTRECON-1ff0377223adf54ec2ca52c6,side,True,True,True,True,True,True,True,True,False
EXTRECON-39ae8c3c1b8968fed5d78528,side,True,True,True,True,True,True,True,True,False
EXTRECON-ddae4498c736c75e45c43aa0,side,True,True,True,True,True,True,True,True,False
EXTRECON-1708a6462ec2bf8a70a9c3e9,side,True,True,True,True,True,True,True,True,False
EXTRECON-ad56a368c6435d5e4292c1bc,side,True,True,True,True,True,True,True,True,False
EXTRECON-4cbf488f5ac6f161bede2af3,side,True,True,True,True,True,True,True,True,False
EXTRECON-012e879bace7b2688326766a,side,True,True,True,True,True,True,True,True,False
EXTRECON-f55b63cf620bcaddcd062a7d,side,True,True,True,True,True,True,True,True,False
EXTRECON-8c4a7ccc395b7cf1294c3518,side,True,True,True,True,True,True,True,True,False
EXTRECON-6727fcebb098ec1703b7cdec,side,True,True,True,True,True,True,True,True,False
EXTRECON-0b1e07f8dd9b0df9c8e9371f,side,True,True,True,True,True,True,True,True,False
EXTRECON-18c23c57c07e60c971655412,side,True,True,True,True,True,True,True,True,False
EXTRECON-814dc37d2e749ddc1179b1ed,side,True,True,True,True,True,True,True,True,False
EXTRECON-e71a6e34ce7caa511f0f4444,side,True,True,True,True,True,True,True,True,False
EXTRECON-5a0b69e03a39282e03708e21,side,True,True,True,True,True,True,True,True,False
EXTRECON-4adbda3bd96a055d08680e45,side,True,True,True,True,True,True,True,True,False
EXTRECON-c54a0f0ba9bd2073a62d8eff,side,True,True,True,True,True,True,True,True,False
EXTRECON-1ba275ca4bbc481b698645d8,side,True,True,True,True,True,True,True,True,False
EXTRECON-68da8633ae2013008f062c10,side,True,True,True,True,True,True,True,True,False
EXTRECON-fee95e956172781929fa8cd5,side,True,True,True,True,True,True,True,True,False
EXTRECON-04cddf62bbed200a93097bd7,side,True,True,True,True,True,True,True,True,False
EXTRECON-1110c5015066379af6135d34,side,True,True,True,True,True,True,True,True,False
EXTRECON-377e86cc9f5e87026e97816b,side,True,True,True,True,True,True,True,True,False
EXTRECON-911a8c7c55ca2e0a17a2d000,side,True,True,True,True,True,True,True,True,False
EXTRECON-09572351c32cc39b5b94c1db,side,True,True,True,True,True,True,True,True,False
EXTRECON-d9ae2f33fe82db61014c7c5f,side,True,True,True,True,True,True,True,True,False
EXTRECON-87a54a42955aec768f052eeb,side,True,True,True,True,True,True,True,True,False
EXTRECON-f9c2e220fd2682f9bd49b403,side,True,True,True,True,True,True,True,True,False
EXTRECON-092fb521c6ee76ce77271756,side,True,True,True,True,True,True,True,True,False
EXTRECON-fe3a0bb3564f95c463c07586,side,True,True,True,True,True,True,True,True,False
EXTRECON-ee6247dbfb544aa856197a12,side,True,True,True,True,True,True,True,True,False
EXTRECON-14a944788c389370a9b2113d,side,True,True,True,True,True,True,True,True,False
EXTRECON-43134121b8ce3f4ef226c8c0,side,True,True,True,True,True,True,True,True,False
EXTRECON-a4a54afe98e7fdd353041516,side,True,True,True,True,True,True,True,True,False
EXTRECON-2b76fe91a13ea326cf19b9f3,side,True,True,True,True,True,True,True,True,False
EXTRECON-74c6615e70781101fa957fff,side,True,True,True,True,True,True,True,True,False
EXTRECON-71b720a2bbb172e3f42befdd,side,True,True,True,True,True,True,True,True,False
EXTRECON-dee6f6eb5d32739667159216,side,True,True,True,True,True,True,True,True,False
EXTRECON-996d6569168b52745fcf75da,side,True,True,True,True,True,True,True,True,False
EXTRECON-5f00cbc39b316e35e216ca30,side,True,True,True,True,True,True,True,True,False
EXTRECON-3e38a80f8663abab0b28037e,side,True,True,True,True,True,True,True,True,False
EXTRECON-fd1fd2d558337948b9b8ffc5,side,True,True,True,True,True,True,True,True,False
EXTRECON-9e320abb4d5c500b9d5bf78d,side,True,True,True,True,True,True,True,True,False
EXTRECON-dddc868a331ada5d9090e1eb,side,True,True,True,True,True,True,True,True,False
EXTRECON-4cfe4ea843b02f877aa9ddf0,side,True,True,True,True,True,True,True,True,False
EXTRECON-180b5d0eeefd530934c0d7c4,side,True,True,True,True,True,True,True,True,False
EXTRECON-d2e4ae535599279ae2608951,side,True,True,True,True,True,True,True,True,False
EXTRECON-3c0d7d1d0f2e33a38a54daf6,side,True,True,True,True,True,True,True,True,False
EXTRECON-b075ee7365bc149a864c2345,side,True,True,True,True,True,True,True,True,False
EXTRECON-c06ccc170a2a9c4871a1ab17,side,True,True,True,True,True,True,True,True,False
EXTRECON-e1a0518d785531c3c5a9f25a,side,True,True,True,True,True,True,True,True,False
EXTRECON-0e905783dcb40b14eef56292,side,True,True,True,True,True,True,True,True,False
EXTRECON-b35ec795fdf82402b97dd633,side,True,True,True,True,True,True,True,True,False
EXTRECON-a1532c91bc9d854f6c62d60e,side,True,True,True,True,True,True,True,True,False
EXTRECON-f74483d9a6d69962493d8ea7,side,True,True,True,True,True,True,True,True,False
EXTRECON-2ea9d8c9026db74b666f975b,side,True,True,True,True,True,True,True,True,False
EXTRECON-78771fb50e88a2ee8df52aa3,side,True,True,True,True,True,True,True,True,False
EXTRECON-d564523c1af505e53c6bea5a,side,True,True,True,True,True,True,True,True,False
EXTRECON-1cf5c3a4a1e144152c46bf61,side,True,True,True,True,True,True,True,True,False
EXTRECON-1a82d7f59be6d62a9f8fdf74,side,True,True,True,True,True,True,True,True,False
EXTRECON-8c9ea111cf86be29a88c4eba,side,True,True,True,True,True,True,True,True,False
EXTRECON-e2bccb13c4954223cbac80ee,side,True,True,True,True,True,True,True,True,False
EXTRECON-1764f00dd24897fc623b3719,side,True,True,True,True,True,True,True,True,False
EXTRECON-b5c965b3c5c54f82d9ee3aad,side,True,True,True,True,True,True,True,True,False
EXTRECON-bc023edd4d28df191a4b0cfc,side,True,True,True,True,True,True,True,True,False
EXTRECON-e813ed4c342499d317c67e9b,side,True,True,True,True,True,True,True,True,False
EXTRECON-c7a7412b9e75b07eee5f6dd9,side,True,True,True,True,True,True,True,True,False
EXTRECON-a037fc2948bfada65c59db74,side,True,True,True,True,True,True,True,True,False
EXTRECON-02ceca1dc6f6e30c9a8040b2,side,True,True,True,True,True,True,True,True,False
EXTRECON-ca41581b9293cb7841eeca33,side,True,True,True,True,True,True,True,True,False
EXTRECON-52f557f3201155bd661c63ea,side,True,True,True,True,True,True,True,True,False
EXTRECON-bd696f7f0d3baf62ea42d446,side,True,True,True,True,True,True,True,True,False
EXTRECON-1aa019a8f716dfc6e3282d73,side,True,True,True,True,True,True,True,True,False
EXTRECON-7e150d4f88d39e863a45377b,side,True,True,True,True,True,True,True,True,False
EXTRECON-c2a76d434c1ce078dd063201,side,True,True,True,True,True,True,True,True,False
EXTRECON-40909221f41fdac678ca0e76,side,True,True,True,True,True,True,True,True,False
EXTRECON-f02c0792316ce34f7cfca238,side,True,True,True,True,True,True,True,True,False
EXTRECON-d1f845b30b0c51eb04666687,side,True,True,True,True,True,True,True,True,False
EXTRECON-44f5c1c0717048a4e9cbec3c,side,True,True,True,True,True,True,True,True,False
EXTRECON-4b31ce53fa72cd55f8980757,side,True,True,True,True,True,True,True,True,False
EXTRECON-d52a496c1df7d994c104b02b,side,True,True,True,True,True,True,True,True,False
EXTRECON-44a535bff8bb8878411a4d8b,side,True,True,True,True,True,True,True,True,False
EXTRECON-062dcedc24fc73840f5a5aac,side,True,True,True,True,True,True,True,True,False
EXTRECON-daa0e0846adecce8fbdd6b64,side,True,True,True,True,True,True,True,True,False
EXTRECON-339c239dfb6ace72ceef676c,side,True,True,True,True,True,True,True,True,False
EXTRECON-4e3651917b2354b3239d7993,side,True,True,True,True,True,True,True,True,False
EXTRECON-5eb13278b259fe403f9a942e,side,True,True,True,True,True,True,True,True,False
EXTRECON-ec46c483a7f1b381e2229e83,side,True,True,True,True,True,True,True,True,False
EXTRECON-ae73ea519caa3e1c618bf6f2,side,True,True,True,True,True,True,True,True,False
EXTRECON-f2034812f0a2236d340c01c8,side,True,True,True,True,True,True,True,True,False
EXTRECON-91b2c1e58d2a16fe7769ef21,side,True,True,True,True,True,True,True,True,False
EXTRECON-83bbba75863b0306bd0f69e2,side,True,True,True,True,True,True,True,True,False
EXTRECON-4862398502f07d72c3100d39,side,True,True,True,True,True,True,True,True,False
EXTRECON-3533a4dd9e8b4b1796ca1ebc,side,True,True,True,True,True,True,True,True,False
EXTRECON-39a0277968562024e3a5a8a4,side,True,True,True,True,True,True,True,True,False
EXTRECON-d88c525ab8a244ddbba2d0b4,side,True,True,True,True,True,True,True,True,False
EXTRECON-9317cf8047a896720c62e53c,side,True,True,True,True,True,True,True,True,False
EXTRECON-7c1e4d883aaaec4c9025c410,side,True,True,True,True,True,True,True,True,False
EXTRECON-a990d6bd6b63a639a59eff1e,side,True,True,True,True,True,True,True,True,False
EXTRECON-d48358d95406b7146817d471,side,True,True,True,True,True,True,True,True,False
EXTRECON-3655600b8fdde946e17bdffa,side,True,True,True,True,True,True,True,True,False
EXTRECON-2322a586342d26db6ef63ca9,side,True,True,True,True,True,True,True,True,False
EXTRECON-e77e7f3bf8f9d403f36bcce2,side,True,True,True,True,True,True,True,True,False
EXTRECON-73656e413768550b877acfa5,side,True,True,True,True,True,True,True,True,False
EXTRECON-b006f6e3bc81f12cb9aff3f2,side,True,True,True,True,True,True,True,True,False
EXTRECON-13642ef266de9461ff464114,side,True,True,True,True,True,True,True,True,False
EXTRECON-3d32a33778367c544d03cbc3,side,True,True,True,True,True,True,True,True,False
EXTRECON-e47b7b6fb4012dfebd8a8c76,side,True,True,True,True,True,True,True,True,False
EXTRECON-bf11c0d3ebc8031d73a0d2c3,side,True,True,True,True,True,True,True,True,False
EXTRECON-07df63a40aaf98525fd20454,side,True,True,True,True,True,True,True,True,False
EXTRECON-65c8912231c17d512c6ee121,side,True,True,True,True,True,True,True,True,False
EXTRECON-1adc8d669e042dfbecb57fe3,side,True,True,True,True,True,True,True,True,False
EXTRECON-2bdb6eb3fafe360f78a2b79f,side,True,True,True,True,True,True,True,True,False
EXTRECON-c570edc6e49fa6e6d3fa8174,side,True,True,True,True,True,True,True,True,False
EXTRECON-a85e072c6385a8dbd3c047d3,side,True,True,True,True,True,True,True,True,False
EXTRECON-087025d45806b42099caf4d9,side,True,True,True,True,True,True,True,True,False
EXTRECON-1d1306fd8413dd517cea1dab,side,True,True,True,True,True,True,True,True,False
EXTRECON-806f6c53d3ac3b0ec8616d9b,side,True,True,True,True,True,True,True,True,False
EXTRECON-1a8c4d0eb6cc0729eae517a0,side,True,True,True,True,True,True,True,True,False
EXTRECON-c75292f0a2aa560680e89b62,side,True,True,True,True,True,True,True,True,False
EXTRECON-9fb5af3703d446773d8159e5,side,True,True,True,True,True,True,True,True,False
EXTRECON-da05f30665280a493e22e0ba,side,True,True,True,True,True,True,True,True,False
EXTRECON-aa44e54f28911b3f83e23907,side,True,True,True,True,True,True,True,True,False
EXTRECON-40920a9536caa578ffe0396a,side,True,True,True,True,True,True,True,True,False
EXTRECON-04286c24a70a874d35af0bca,side,True,True,True,True,True,True,True,True,False
EXTRECON-9b82b3f77ef06b3fef5e02d9,side,True,True,True,True,True,True,True,True,False
EXTRECON-9aac3fae668ad2c57c0e51ac,side,True,True,True,True,True,True,True,True,False
EXTRECON-0ba0d6d98dd59031a1a0c35e,side,True,True,True,True,True,True,True,True,False
EXTRECON-6391b66c98f17e89aedf54b0,side,True,True,True,True,True,True,True,True,False
EXTRECON-246dd914cda7e6f8f5dc13b7,side,True,True,True,True,True,True,True,True,False
EXTRECON-54905168cc6a9148eed48241,side,True,True,True,True,True,True,True,True,False
EXTRECON-269b95a0f9fe6997e57ce89d,side,True,True,True,True,True,True,True,True,False
EXTRECON-c9b220509a108deb601c89f4,side,True,True,True,True,True,True,True,True,False
EXTRECON-2bcf18e48953f40ddceba43f,side,True,True,True,True,True,True,True,True,False
EXTRECON-bf10ea7b5a7b858c9cda2221,side,True,True,True,True,True,True,True,True,False
EXTRECON-712b76fa080f4b38f2784cdc,side,True,True,True,True,True,True,True,True,False
EXTRECON-dd990321b7f5351163e198b4,side,True,True,True,True,True,True,True,True,False
EXTRECON-babba624ed6891313cf8ea26,side,True,True,True,True,True,True,True,True,False
EXTRECON-2816a791fe85b9dc906c173b,side,True,True,True,True,True,True,True,True,False
EXTRECON-e849f1ab3532d84cbc7445bc,side,True,True,True,True,True,True,True,True,False
EXTRECON-858153e33bc3e5cc85628fe2,side,True,True,True,True,True,True,True,True,False
EXTRECON-e6c5a34ba20ed69f25d12578,side,True,True,True,True,True,True,True,True,False
EXTRECON-f2c64e9e43fc5c72032937a4,side,True,True,True,True,True,True,True,True,False
EXTRECON-7416d0f4199598b927181ad9,side,True,True,True,True,True,True,True,True,False
EXTRECON-d420fc7e27043aed3aff289b,side,True,True,True,True,True,True,True,True,False
EXTRECON-5eeddc10cccee68d9db2e278,side,True,True,True,True,True,True,True,True,False
EXTRECON-1b06243e49717b368e99220e,side,True,True,True,True,True,True,True,True,False
EXTRECON-87755a9049a77f28374ae48f,side,True,True,True,True,True,True,True,True,False
EXTRECON-d983fdbee08896989b9045fc,side,True,True,True,True,True,True,True,True,False
EXTRECON-e1fb8536787412786915e61e,side,True,True,True,True,True,True,True,True,False
EXTRECON-3ef1728837b687b10ef37620,side,True,True,True,True,True,True,True,True,False
EXTRECON-cc94b56785acea8bd7310e8f,side,True,True,True,True,True,True,True,True,False
EXTRECON-2b5c7223104e2ad5e3acff9b,side,True,True,True,True,True,True,True,True,False
EXTRECON-64ac29f3193ea95c8fa44346,side,True,True,True,True,True,True,True,True,False
EXTRECON-1d60bf85915727467cd8e47a,side,True,True,True,True,True,True,True,True,False
EXTRECON-0e343ab56ab2119556d7c288,side,True,True,True,True,True,True,True,True,False
EXTRECON-eda2b2b9a87e2a3129f381a4,side,True,True,True,True,True,True,True,True,False
EXTRECON-c3b7eaafbc2f644091c8d991,side,True,True,True,True,True,True,True,True,False
EXTRECON-ebf15a76d83f1d7082ea1b24,side,True,True,True,True,True,True,True,True,False
EXTRECON-d812bec815a3b99c5a65002c,side,True,True,True,True,True,True,True,True,False
EXTRECON-5b5ba5ff2c67da0b43fd4cc2,side,True,True,True,True,True,True,True,True,False
EXTRECON-0af0aaeda5232bf4fd9bc3a3,side,True,True,True,True,True,True,True,True,False
EXTRECON-4f44202645c285acb4bb7539,side,True,True,True,True,True,True,True,True,False
EXTRECON-b868b21a04378dadeacbf479,side,True,True,True,True,True,True,True,True,False
EXTRECON-16f88a34be9944cd6d3315b3,side,True,True,True,True,True,True,True,True,False
EXTRECON-680b20a885c3763ca4f8e8ee,side,True,True,True,True,True,True,True,True,False
EXTRECON-0e1c47426689eebc74910e17,side,True,True,True,True,True,True,True,True,False
EXTRECON-1dea4736eba0ff4edba6395b,side,True,True,True,True,True,True,True,True,False
EXTRECON-2ef6e0d9e155e79571c42f89,side,True,True,True,True,True,True,True,True,False
EXTRECON-1bca036db9a1214a6c685c83,side,True,True,True,True,True,True,True,True,False
EXTRECON-54775ccb98112866bc86d976,side,True,True,True,True,True,True,True,True,False
EXTRECON-bcf9213f5299df83270fc9f1,side,True,True,True,True,True,True,True,True,False
EXTRECON-abfbf2097dbd29625495e90e,side,True,True,True,True,True,True,True,True,False
EXTRECON-9d9928e0685ae1985582b2c0,side,True,True,True,True,True,True,True,True,False
EXTRECON-83ab13bf8e2759fbc6ee87fe,side,True,True,True,True,True,True,True,True,False
EXTRECON-8ca5759a780a3697f3cf34c3,side,True,True,True,True,True,True,True,True,False
EXTRECON-2901737219eb84285da30b1f,side,True,True,True,True,True,True,True,True,False
EXTRECON-c6b4c7db2fc9759996d41c57,side,True,True,True,True,True,True,True,True,False
EXTRECON-6f64088e9b9fd3159543c6de,side,True,True,True,True,True,True,True,True,False
EXTRECON-75258ea7018acadf08b18a5d,side,True,True,True,True,True,True,True,True,False
EXTRECON-746bdb7897a2394747fcf3c8,side,True,True,True,True,True,True,True,True,False
EXTRECON-60e0ac729f1445e60e682e55,side,True,True,True,True,True,True,True,True,False
EXTRECON-13ccfa420b4556a71b66a822,side,True,True,True,True,True,True,True,True,False
EXTRECON-e68ef2bb19f5565593f24ea6,side,True,True,True,True,True,True,True,True,False
EXTRECON-cf917ee13062376345bfd946,side,True,True,True,True,True,True,True,True,False
EXTRECON-6ec8377301e1e1f8198ce8ce,side,True,True,True,True,True,True,True,True,False
EXTRECON-58e07fdab8a4ff9d7e013095,side,True,True,True,True,True,True,True,True,False
EXTRECON-7608caacb17b709e5ba7f6c2,side,True,True,True,True,True,True,True,True,False
EXTRECON-37cec4f921ddaee3c6664020,side,True,True,True,True,True,True,True,True,False
EXTRECON-aee2e0129816ee4a3d3a659e,side,True,True,True,True,True,True,True,True,False
EXTRECON-27c70533dcd69a27c340ba2f,side,True,True,True,True,True,True,True,True,False
EXTRECON-4b87c46de497aa47724a8f93,side,True,True,True,True,True,True,True,True,False
EXTRECON-03119506e361dd66aa149c18,side,True,True,True,True,True,True,True,True,False
EXTRECON-c7e2468ba2f7d21bad8b72a5,side,True,True,True,True,True,True,True,True,False
EXTRECON-3ae48194deeb5021f1698ecf,side,True,True,True,True,True,True,True,True,False
EXTRECON-605dd62f7fb3f773946aa48f,side,True,True,True,True,True,True,True,True,False
EXTRECON-7580604e51ec83a4a563f8b4,side,True,True,True,True,True,True,True,True,False
EXTRECON-6754c855c7bbaf20303bb24f,side,True,True,True,True,True,True,True,True,False
EXTRECON-9ed517b193bc61fbcf23a636,side,True,True,True,True,True,True,True,True,False
EXTRECON-63cf6123cc86e4c977ba887d,period,True,True,True,True,True,True,True,True,False
EXTRECON-a41d409361b9b7a66c42f4c9,period,True,True,True,True,True,True,True,True,False
EXTRECON-ff2c233d86cacdb3ea447007,period,True,True,True,True,True,True,True,True,False
EXTRECON-35cff35bd96ff040e11be113,period,True,True,True,True,True,True,True,True,False
EXTRECON-f046fd1887e13b09c0b0f050,period,True,True,True,True,True,True,True,True,False
EXTRECON-caf521fe93c9cfc5bcd80d12,period,True,True,True,True,True,True,True,True,False
EXTRECON-76f9b02376656750bf565429,period,True,True,True,True,True,True,True,True,False
EXTRECON-744d3fba6490f8e3bfa9d0ed,period,True,True,True,True,True,True,True,True,False
EXTRECON-3a5ff8cd8c4769f6cbdb7d66,period,True,True,True,True,True,True,True,True,False
EXTRECON-54c3cc8611bae45dc5f9585f,period,True,True,True,True,True,True,True,True,False
EXTRECON-fceaa9615a47baad1e2dbcbc,period,True,True,True,True,True,True,True,True,False
EXTRECON-6cc7bd8250a61302261cad6a,period,True,True,True,True,True,True,True,True,False
EXTRECON-70be072964e383223de78249,period,True,True,True,True,True,True,True,True,False
EXTRECON-57bd845e6281f5fdad9ee3de,period,True,True,True,True,True,True,True,True,False
EXTRECON-c50a0aedf1fa17f9e0f5b914,period,True,True,True,True,True,True,True,True,False
EXTRECON-fbe04c4c5ee149636fdae546,period,True,True,True,True,True,True,True,True,False
EXTRECON-a2d74c2ca448595e2a7a941d,period,True,True,True,True,True,True,True,True,False
EXTRECON-13b8e024327130296f5e69f0,period,True,True,True,True,True,True,True,True,False
EXTRECON-283fec7d504eff37ab05a9ec,period,True,True,True,True,True,True,True,True,False
EXTRECON-3b5bb4ff26dd9165c3c88802,period,True,True,True,True,True,True,True,True,False
EXTRECON-7b9328aea8f4cb8c214b208c,period,True,True,True,True,True,True,True,True,False
EXTRECON-239bfda3df595d9fb62e2fa8,period,True,True,True,True,True,True,True,True,False
EXTRECON-d75a4ca20894ffc77f0654ba,period,True,True,True,True,True,True,True,True,False
EXTRECON-406410395fa17b8e9ad5193e,period,True,True,True,True,True,True,True,True,False
EXTRECON-3fbfe1b5622d55bdc9ece6e0,period,True,True,True,True,True,True,True,True,False
EXTRECON-0ebeff5eea4b25ac1ae3ce6b,period,True,True,True,True,True,True,True,True,False
EXTRECON-8bc9392cec593e92c7abde00,period,True,True,True,True,True,True,True,True,False
EXTRECON-909e09e36041e720f95c6489,period,True,True,True,True,True,True,True,True,False
EXTRECON-872de970ede69dbe08fa59c2,period,True,True,True,True,True,True,True,True,False
EXTRECON-c41953a2550bbd75c325b1a9,period,True,True,True,True,True,True,True,True,False
EXTRECON-7d520176c49dadd21fbd0f3f,period,True,True,True,True,True,True,True,True,False
EXTRECON-51d673c6101b681caf1a9949,period,True,True,True,True,True,True,True,True,False
EXTRECON-77a4dea82c418edacd4cfe7a,period,True,True,True,True,True,True,True,True,False
EXTRECON-b0ddceffd6ac7206b0577b36,period,True,True,True,True,True,True,True,True,False
EXTRECON-e485959ed77771dbc1ae2bcb,period,True,True,True,True,True,True,True,True,False
EXTRECON-c4ab2d460a7346807a64f5f5,period,True,True,True,True,True,True,True,True,False
EXTRECON-893491161bc829d4df7e2623,period,True,True,True,True,True,True,True,True,False
EXTRECON-f406cd8b6462c24b313a960d,period,True,True,True,True,True,True,True,True,False
EXTRECON-d416daede57f887c93a70fa6,period,True,True,True,True,True,True,True,True,False
EXTRECON-80664c75c9e3fee9ba38423f,period,True,True,True,True,True,True,True,True,False
EXTRECON-70725287f44befb7199c6bfa,period,True,True,True,True,True,True,True,True,False
EXTRECON-4b53a9f04d3d3f9c2efe7b5b,period,True,True,True,True,True,True,True,True,False
EXTRECON-6c176b5c56e8ad326bad6aa1,period,True,True,True,True,True,True,True,True,False
EXTRECON-5f439103bd2199d75116c4be,period,True,True,True,True,True,True,True,True,False
EXTRECON-e95cf4247d55d27d92abbc97,period,True,True,True,True,True,True,True,True,False
EXTRECON-ca2b3fa0e07ef25af3b0bade,period,True,True,True,True,True,True,True,True,False
EXTRECON-f02611b1da2c641916ed8d01,period,True,True,True,True,True,True,True,True,False
EXTRECON-cb5844d772cfe8baeff8ef03,period,True,True,True,True,True,True,True,True,False
EXTRECON-15b570a0b3125bb4e1c84c6d,period,True,True,True,True,True,True,True,True,False
EXTRECON-66058704991f425aa2e80621,period,True,True,True,True,True,True,True,True,False
EXTRECON-4710afb032ddd67d3f0a85bd,period,True,True,True,True,True,True,True,True,False
EXTRECON-e118af7ab0325f8b44d28d54,period,True,True,True,True,True,True,True,True,False
EXTRECON-6f42bed8959b3f9dadc71311,period,True,True,True,True,True,True,True,True,False
EXTRECON-45084147ef88886593718bb5,period,True,True,True,True,True,True,True,True,False
EXTRECON-7594772db666fa42e3c80f15,period,True,True,True,True,True,True,True,True,False
EXTRECON-9d204c6e87291120db4a9587,period,True,True,True,True,True,True,True,True,False
EXTRECON-c0b1e80890b01e579af86053,period,True,True,True,True,True,True,True,True,False
EXTRECON-981438e411c73f5eae13f4f2,period,True,True,True,True,True,True,True,True,False
EXTRECON-01668aa91b12720ba6c9c88a,period,True,True,True,True,True,True,True,True,False
EXTRECON-29886690e8f5f73714550c1d,period,True,True,True,True,True,True,True,True,False
EXTRECON-7b75b6362fc8914c7a19bc95,period,True,True,True,True,True,True,True,True,False
EXTRECON-3b34dbd1a3a3903b4409d9ff,period,True,True,True,True,True,True,True,True,False
EXTRECON-3d420eb5a73971f5e961fe96,period,True,True,True,True,True,True,True,True,False
EXTRECON-bbe4f72ddc848a49a131e505,period,True,True,True,True,True,True,True,True,False
EXTRECON-9da0abbcc3c025e8ecc1c90b,period,True,True,True,True,True,True,True,True,False
EXTRECON-e3a1d2260526bc8c0daa6148,period,True,True,True,True,True,True,True,True,False
EXTRECON-208f025c753697495e662e17,period,True,True,True,True,True,True,True,True,False
EXTRECON-0f4014036a19b22999e20f62,period,True,True,True,True,True,True,True,True,False
EXTRECON-6e690656ef08dd953ae26a5d,period,True,True,True,True,True,True,True,True,False
EXTRECON-82374149b4c7819ac42dd00e,period,True,True,True,True,True,True,True,True,False
EXTRECON-ed10cc6777ff5914fe23298f,period,True,True,True,True,True,True,True,True,False
EXTRECON-b5ff359aa7c597b97f65bc4c,period,True,True,True,True,True,True,True,True,False
EXTRECON-c5d3c67c5118e7f529ad8aa9,period,True,True,True,True,True,True,True,True,False
EXTRECON-4c4c2dbd7ca344a48a08f376,period,True,True,True,True,True,True,True,True,False
EXTRECON-1286eee8e94bb432aa11a95a,period,True,True,True,True,True,True,True,True,False
EXTRECON-089171cf057615e70d340605,period,True,True,True,True,True,True,True,True,False
EXTRECON-d179910c1104d2ae1f139a7e,period,True,True,True,True,True,True,True,True,False
EXTRECON-c5d6319b85fd416dc5ffa820,period,True,True,True,True,True,True,True,True,False
EXTRECON-d70c9c05d2a971eb3b82795b,period,True,True,True,True,True,True,True,True,False
EXTRECON-24a485cd7526b1ebca596490,period,True,True,True,True,True,True,True,True,False
EXTRECON-01ad4930c346df21d9d4b4b9,period,True,True,True,True,True,True,True,True,False
