reconciled_external_observation_id,canonical_external_ingestion_id,source_SHA_256,source_page,source_table_id,source_row,source_character_start,source_character_end,raw_value,municipality_canonical_id_before,municipality_canonical_id_after,municipality_reconciliation_status,department_before,department_after,department_reconciliation_status,identity_raw,identity_type_after,identity_reconciliation_status,side_before,side_after,side_reconciliation_status,period_raw,fiscal_year_after,calendar_year_after,period_reconciliation_status,pay_basis_before,pay_basis_after,pay_basis_reconciliation_status,compensation_basis_before,compensation_basis_after,compensation_basis_reconciliation_status,recurring_status_before,recurring_status_after,recurring_reconciliation_status,implementation_status_before,implementation_status_after,implementation_reconciliation_status,source_version_status,conflict_reconciliation_status,claim_linkage_status_after,local_comparison_readiness,growth_readiness,staffing_hypothesis_readiness,reconciliation_rule_ids
EXTRECON-b7ece5ff496b86d4c57e295c,EXTINGEST-958dfe9d3ccd3389b910667e,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,44,,,196973,196978,21.20,,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-b90cd88947f33fb4a5eda716,EXTINGEST-fdb9b363c310ae3c0c20ce16,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,47,,,209966,209976,"687,238.46",,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-b18329a1c10a02ebc578ad75,EXTINGEST-1186413d4cdf6dd622ca188e,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,47,,,211419,211423,0.00,,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-e5584ab5d7ce1aa8850d2ccb,EXTINGEST-c3cf2bb819b05fa3f874c88a,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,52,,,229696,229706,"780,989.25",,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-3151b2ab7d57133555d6710b,EXTINGEST-c3bf15daee8eed243ad1e824,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,52,,,231137,231142,24.28,,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-ed4c2aebcfecb02091a9478a,EXTINGEST-d7a72374763f5111507e49c8,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,54,,,239954,239964,"818,098.17",,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-99590aa4d077c30811e32795,EXTINGEST-1db01f031d1324ef37e5e108,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,54,,,241403,241411,"3,900.02",,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-fb05b631970c430a3cf61e09,EXTINGEST-ced835f551ef2bb16b8d638f,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,56,,,249895,249905,"240,070.89",,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-d76f9ac288dffe6ef4fe1fe5,EXTINGEST-d1cfe0b8f3907eff47854bdb,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,56,,,251342,251347,24.97,,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-cae8362093a73930447905b0,EXTINGEST-266f512bcca129e0b41f149e,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,58,,,261864,261872,"7,624.13",,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-aab538a1bda933858e835a0b,EXTINGEST-84d4fd1fd7cd4ccf860695e2,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,60,,,271277,271286,"20,209.13",,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-8e71a41a11d7f69a04a42b52,EXTINGEST-be574bb1e604e3d8ba1991b8,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,60,,,272727,272735,"2,922.36",,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-a825a0dabed511f40d2cadec,EXTINGEST-69deee70df66e7120cbe55b9,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,62,,,281741,281746,22.21,,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-1259f9802994b25b091f231e,EXTINGEST-c6a55928bf97f5af27d779c3,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,62,,,284887,284891,0.00,,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,benefit_plan,identity_type_from_observation,unclear,side_independent,side_independent_observation,2024,,,exact_source_period,,benefit_contribution,exact_source_basis,,benefit_component,exact_source_basis,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-34fc3518e714aae4e219e65c,EXTINGEST-352aeee4ebe45a95a77c61eb,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,64,,,290447,290456,"31,495.97",,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-5a00c34dcec408563fa25355,EXTINGEST-f9ec26c8dc46aca0a04a61a7,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,66,,,296282,296294,"1,088,293.54",,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-5f957e0a6b964924feb30f90,EXTINGEST-4b79adcb85fed2f38862400d,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,66,,,298466,298470,0.00,,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-250108b82568714ff4ab48fc,EXTINGEST-5e5271bb478f4c4dad4ed126,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,71,,,313722,313732,"499,000.00",,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-3a3278a8f49b185c91c80fa8,EXTINGEST-7f888ace8d76463f997a89f9,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,74,,,321213,321219,448.96,,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-748a670ec0c61c7c68d20e67,EXTINGEST-028b57fceb88a53ff22de283,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,74,,,322837,322843,375.00,,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,benefit_plan,identity_type_from_observation,unclear,side_independent,side_independent_observation,2024,,,exact_source_period,,benefit_contribution,exact_source_basis,,benefit_component,exact_source_basis,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-e3216dddd4c8044c1b66df3c,EXTINGEST-3a9d4b1afb252388b7558b74,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,77,,,331143,331153,"182,784.84",,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-092bfe3e78fc6e18f439ca0d,EXTINGEST-bb0452325fbbd7e53db0b391,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,82,,,344956,344961,11.59,,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-db9bc088c87a16bf63f81826,EXTINGEST-a916e0dd5527ec0079ff69a0,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,86,,,354701,354711,"100,000.00",,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-4a40aef68018d969250c395b,EXTINGEST-b2938d6cccd6e9fe0f0dcd33,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,89,,,362290,362300,"231,163.08",,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-e418d821d52dd37a46ceb95e,EXTINGEST-8dae30323977cd0fe9769f37,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,90,,,366226,366236,"964,288.88",,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-e92b9d9d2ec05153ac1c5475,EXTINGEST-27efd2437e9b01e7757064a5,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,90,,,368813,368817,0.00,,cog_2025_176226,deterministic_alias_match,department_already_clear,fire,exact_source_department,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,fire,fire,explicit_department_side,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_basis_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-001|IDENT-001|SIDE-001|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-471e44d1ea6e804f74d7a881,EXTINGEST-ebbf6030cde8a3fe533e6fb0,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,90,,,369550,369560,"129,525.00",,cog_2025_176226,deterministic_alias_match,department_already_clear,police,exact_source_department,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,police,police,explicit_department_side,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_basis_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-001|IDENT-001|SIDE-001|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-89bda92d8a76c58f7e1ca970,EXTINGEST-2a28a37b968809e6d31e158b,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,94,,,377476,377485,"63,366.25",,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
EXTRECON-8f03a0fd72fb4f65cb2a29df,EXTINGEST-15c674ddd8897b443e8aa5e1,2cdc0991f691774ee503e29dacee1be6de80899a6582cdbe9da0547c4a2a89f9,95,,,379051,379055,0.00,,cog_2025_176226,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001
