reconciled_external_observation_id,canonical_external_ingestion_id,source_SHA_256,source_page,source_table_id,source_row,source_character_start,source_character_end,raw_value,municipality_canonical_id_before,municipality_canonical_id_after,municipality_reconciliation_status,department_before,department_after,department_reconciliation_status,identity_raw,identity_type_after,identity_reconciliation_status,side_before,side_after,side_reconciliation_status,period_raw,fiscal_year_after,calendar_year_after,period_reconciliation_status,pay_basis_before,pay_basis_after,pay_basis_reconciliation_status,compensation_basis_before,compensation_basis_after,compensation_basis_reconciliation_status,recurring_status_before,recurring_status_after,recurring_reconciliation_status,implementation_status_before,implementation_status_after,implementation_reconciliation_status,source_version_status,conflict_reconciliation_status,claim_linkage_status_after,local_comparison_readiness,growth_readiness,staffing_hypothesis_readiness,reconciliation_rule_ids,qa_stratum
EXTRECON-ba6b61e354f25e6729c22406,EXTINGEST-e4d32aa4b617d966464d7152,1115ed117dfbdf4e7510256f70fd897684a92aad4e6db6712e40cdd9b83e3843,155,,,198924,198932,"$693,960",,cog_2025_176019,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2025,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-8570c8c2252fd2c889d80085,EXTINGEST-071802c37819f075ff79efba,f7e442575e2bbf8ffea7be931f1f48171c3a779de5f4f4fe6db73255a072c023,70,,,115488,115499,"871,656,061",,cog_2025_170831,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2024,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-49a0ef711555696f7b30e7de,EXTINGEST-548502801f1c37fa47c9e116,03a8e56268ed552942887806a6be4549201f41e03084daf167e9cf78f5377f59,122,,,227657,227661,2023,,cog_2025_167149,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,staffing_position_count,identity_type_from_observation,unclear,unclear,side_unresolved,2025,,,exact_source_period,,staffing_count,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_not_appropriate,growth_not_appropriate,staffing_hypothesis_ready,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-4a20997540add8186d68adb0,EXTINGEST-abb3cd9fdc6b2d563deac963,b1d2f8fc583d7a30c318f60881feff0d3c797b7b4630a248b9dddea8c15063fd,11,,,16957,16960,2.1,,cog_2025_212073,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,annual,annual_salary,exact_source_basis,base_or_rate_explicit,base_salary,exact_source_basis,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001|BASIS-CANON-REPAIR-001,pay_basis
EXTRECON-6727fcebb098ec1703b7cdec,EXTINGEST-f667088556ea20ae46131e9d,b1d2f8fc583d7a30c318f60881feff0d3c797b7b4630a248b9dddea8c15063fd,15,,,26706,26710,$776,,cog_2025_212073,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2024,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-b91c6a250979803429058b50,EXTINGEST-66bc7501b6c7e0d98aa8f5fd,b1d2f8fc583d7a30c318f60881feff0d3c797b7b4630a248b9dddea8c15063fd,24,,,55097,55101,2024,,cog_2025_212073,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,staffing_position_count,identity_type_from_observation,unclear,unclear,side_unresolved,2024,,,exact_source_period,,staffing_count,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,unclear_staffing_change,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-291dd429e24225eb8875e9b2,EXTINGEST-a50f41da7100effd3f5cc069,b1d2f8fc583d7a30c318f60881feff0d3c797b7b4630a248b9dddea8c15063fd,24,,,55401,55404,427,,cog_2025_212073,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,staffing_position_count,identity_type_from_observation,unclear,unclear,side_unresolved,2024,,,exact_source_period,,staffing_count,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_not_appropriate,growth_not_appropriate,staffing_hypothesis_ready,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-6004047f65ec21d082925df2,EXTINGEST-d1982d03d03705ae82a022d4,ce0a57db292c947ec21a934b6939cb99a841844c9ee51f1c4812c0da1694ec86,,,,59305,59307,60,,cog_2025_104427,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,unclear,identity_unresolved,unclear,unclear,side_unresolved,undated-source-B4X2500LIVE-20260729-004951,,,exact_source_period,,staffing_count,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,unclear_staffing_change,MUNI-002|DEPT-UNRESOLVED|IDENT-UNRESOLVED|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-e71a6e34ce7caa511f0f4444,EXTINGEST-c26d2df74c86d05fe8410265,ce0a57db292c947ec21a934b6939cb99a841844c9ee51f1c4812c0da1694ec86,,,,118287,118291,2025,,cog_2025_104427,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,safety_combined,safety_combined,preserved_explicit_side,undated-source-B4X2500LIVE-20260729-004951,2025,,multiple_periods_preserved,annual,annual_salary,exact_source_basis,,unclear,compensation_basis_unresolved,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_basis_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-001|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001|BASIS-CANON-REPAIR-001,pay_basis
EXTRECON-b0b9f935013ed62572db9b73,EXTINGEST-117433512f7ba2877e54b595,3412e786c38a8a314952d0d31703e26c6cdccbfb71f39b7b9609acd069503f60,,,,16693,16697,2024,,cog_2025_110061,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,annual,annual_salary,exact_source_basis,base_or_rate_explicit,base_salary,exact_source_basis,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001|BASIS-CANON-REPAIR-001,pay_basis
EXTRECON-f68e8ca08bb37026b145c2b4,EXTINGEST-6adf8abe28aaa56eaadee0c9,3412e786c38a8a314952d0d31703e26c6cdccbfb71f39b7b9609acd069503f60,,,,21406,21410,2025,,cog_2025_110061,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,annual,annual_salary,exact_source_basis,base_or_rate_explicit,base_salary,exact_source_basis,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001|BASIS-CANON-REPAIR-001,pay_basis
EXTRECON-4adbda3bd96a055d08680e45,EXTINGEST-2f688e7fa93baf21b0b12c8b,88f56007210ba2431ffc175454a035ad6dc96ac752ba42c8c76522207b33f587,15,,,49425,49431,LGF,,cog_2025_172895,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,undated-source-CBSRD-20260728-adf33ca00876e65f51f5,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-68da8633ae2013008f062c10,EXTINGEST-ccbd11da1098fd73abac3a95,f8cd0c2b510f222de4a5550c0362227a260b2dc9137a8164fcc95641b8744be1,,,,920,924,2012,,cog_2025_111011,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2020,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-fee95e956172781929fa8cd5,EXTINGEST-87f9fca771069e38f12fb3cd,f8cd0c2b510f222de4a5550c0362227a260b2dc9137a8164fcc95641b8744be1,,,,3999,4003,2012,,cog_2025_111011,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2020,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-04cddf62bbed200a93097bd7,EXTINGEST-fd16779534794987a8ac9bf0,f8cd0c2b510f222de4a5550c0362227a260b2dc9137a8164fcc95641b8744be1,,,,5181,5185,2023,,cog_2025_111011,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2020,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-1110c5015066379af6135d34,EXTINGEST-f1f8fbb447d4734beb1b5078,f8cd0c2b510f222de4a5550c0362227a260b2dc9137a8164fcc95641b8744be1,,,,8019,8023,2012,,cog_2025_111011,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2020,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-377e86cc9f5e87026e97816b,EXTINGEST-ff78ceef1df7a7ec6137e709,f8cd0c2b510f222de4a5550c0362227a260b2dc9137a8164fcc95641b8744be1,,,,8260,8264,2022,,cog_2025_111011,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2020,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-911a8c7c55ca2e0a17a2d000,EXTINGEST-673f5e1008408ca2ceb832d5,f8cd0c2b510f222de4a5550c0362227a260b2dc9137a8164fcc95641b8744be1,,,,14539,14540,1,,cog_2025_111011,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2020,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-09572351c32cc39b5b94c1db,EXTINGEST-864fd9483a40bee8100d3f05,f8cd0c2b510f222de4a5550c0362227a260b2dc9137a8164fcc95641b8744be1,,,,17333,17337,2022,,cog_2025_111011,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2020,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-d9ae2f33fe82db61014c7c5f,EXTINGEST-074a825c9857918e8532fc1d,f8cd0c2b510f222de4a5550c0362227a260b2dc9137a8164fcc95641b8744be1,,,,17645,17649,2017,,cog_2025_111011,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2020,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-87a54a42955aec768f052eeb,EXTINGEST-f73c555cdf66c87a85704eef,f8cd0c2b510f222de4a5550c0362227a260b2dc9137a8164fcc95641b8744be1,,,,18643,18647,2012,,cog_2025_111011,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2020,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-f9c2e220fd2682f9bd49b403,EXTINGEST-946098290a84d7688d2fe341,f8cd0c2b510f222de4a5550c0362227a260b2dc9137a8164fcc95641b8744be1,,,,21689,21693,2012,,cog_2025_111011,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2020,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-092fb521c6ee76ce77271756,EXTINGEST-e5f4c3671249e316cfaf260c,f8cd0c2b510f222de4a5550c0362227a260b2dc9137a8164fcc95641b8744be1,,,,21887,21891,2024,,cog_2025_111011,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2020,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-fe3a0bb3564f95c463c07586,EXTINGEST-ce8aa82c5a8fa82f600cf71d,f8cd0c2b510f222de4a5550c0362227a260b2dc9137a8164fcc95641b8744be1,,,,22890,22894,2022,,cog_2025_111011,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2020,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-ee6247dbfb544aa856197a12,EXTINGEST-b90bc064b3d0014bb8ecdabc,f8cd0c2b510f222de4a5550c0362227a260b2dc9137a8164fcc95641b8744be1,,,,25936,25940,2023,,cog_2025_111011,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2020,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-14a944788c389370a9b2113d,EXTINGEST-c54212927fbdbd2bc5952ac3,f8cd0c2b510f222de4a5550c0362227a260b2dc9137a8164fcc95641b8744be1,,,,27213,27217,2012,,cog_2025_111011,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2020,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-43134121b8ce3f4ef226c8c0,EXTINGEST-a4997ccca690c0bb7137badb,f8cd0c2b510f222de4a5550c0362227a260b2dc9137a8164fcc95641b8744be1,,,,30292,30296,2012,,cog_2025_111011,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2020,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-a4a54afe98e7fdd353041516,EXTINGEST-e30e345d37b1a3d282ffed41,f8cd0c2b510f222de4a5550c0362227a260b2dc9137a8164fcc95641b8744be1,,,,31459,31463,2023,,cog_2025_111011,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2020,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-2b76fe91a13ea326cf19b9f3,EXTINGEST-e132aa9b7837286c83a3a5a4,f8cd0c2b510f222de4a5550c0362227a260b2dc9137a8164fcc95641b8744be1,,,,34297,34301,2012,,cog_2025_111011,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2020,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
EXTRECON-74c6615e70781101fa957fff,EXTINGEST-9df80117d47a7acb444d55fa,f8cd0c2b510f222de4a5550c0362227a260b2dc9137a8164fcc95641b8744be1,,,,34538,34542,2022,,cog_2025_111011,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2020,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,pay_basis
