gate3_compensation_id,calibration_id,gabriel_request_id,gabriel_backend,gabriel_model,request_status,prompt_sha256,prompt_chars,input_page_count,input_text_chars,image_input_requested,image_input_used,input_image_count,input_image_bytes,prior_labels_in_prompt,raw_prompt_saved,raw_response_saved,raw_images_saved,response_chars,response_sha256,input_tokens,output_tokens,total_tokens,elapsed_seconds,error_type,error_message,credential_value_saved,authorization_header_saved
auto_adj_819cb7d691c5bf806a3e,cal_bfedbccdcdd9bd76067ed767,resp_00dfaede56d8e03f006a6515515fc88195ab41588aedff990c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,18953311cfea13688e46be8a613672d8011e8d60fcc504bdb6f536ec3b34de7e,12585,6,4762,True,True,5,504053,False,False,False,False,906,e0044615aeae3588ff4fbada5609a143ce31063b90721abef7bdf077be576519,10412,627,11039,365.212376,,,False,False
auto_adj_6cfacaece00b91b48aac,cal_c0ae2be0b8fa709bea2568b1,resp_06a3096fd4599cf4006a651556f17081959d3ca1a15fc30c31,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,b478de58c655bafc855e756133fbe2c0e253b676688b3decbe4e50e05883f5a4,8931,6,1147,True,True,5,582560,False,False,False,False,929,88d44bb1253bd123d81771d6985535a128546225bc4c9b37362a5c8d398e3c0c,9700,452,10152,369.793327,,,False,False
auto_adj_060d97ed54506051fa31,cal_c5879d65de3d7cab68f8285d,resp_0b0686dca4a06463006a65155bb0488190b38374bcf5683cec,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,588a5683e1144bd7755b2ac315febe97156739a4b326f4dab5e38ed24677b4d5,13862,6,6000,True,True,5,600446,False,False,False,False,1012,a1bdd3acae9b5d8e325406ec29168f5a030060ea4d7d57188c0d3491a57f4df2,10761,424,11185,374.256066,,,False,False
auto_adj_4b3221b372dcc44691bb,cal_c77ec0d95351aaf6fe61ae09,resp_0e664117e5a9b2f9006a65155ffe7081948e1b7cdf257651ec,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,c2ac81774a47fc4462b7b7ce6ce93353789e96255ffac33bdf39dc283b42dc4a,13685,6,5830,True,True,5,622315,False,False,False,False,991,eb5719102af0bb0336887322403cf16a4665491b53e846e60e5aba5cf250c2df,10552,383,10935,377.998183,,,False,False
auto_adj_2ea67e2c9686b7ccbdf8,cal_c98ac0fc2f52f605f7e9e0e9,resp_023845ddd4b48be2006a651563cb648197931fd112d06d35bc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,3b76361dd2004495954e42117ac87bc53ddc5d7efbfe9ae3a4130996124dd2d9,13330,6,5447,True,True,5,691839,False,False,False,False,995,36f797f1c982e8511af4f23757e25fd634f1961439681f1feb904deedcabfb81,10558,411,10969,381.96618,,,False,False
auto_adj_8d86d142d6779598efa9,cal_cbdc133f08acec0540dcad2f,resp_00da95d04c8d779c006a651567d3208194b6babf1ea10b1609,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,083a110c41381a6d02c9493503d807cc8cc7cea5a7d22a703efdc8da36d2a87a,13321,5,6000,True,True,5,848506,False,False,False,False,1020,0a140f68710c0c32a29ffd6d966c9e8d42a0843f2e009262ed384f174deb26bd,11044,381,11425,385.749012,,,False,False
auto_adj_4fe25939476b72fcb8ba,cal_cd4367db6772f9c1dd2bd32a,resp_01291db27931ab65006a65156b825c819389134c593c7d0310,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,1412b158e6823b169f2b4b091898b8abbf0145edf0ff5b476c9275cb334b6461,13893,6,6000,True,True,5,669352,False,False,False,False,1044,a305f0b828f5fdf9f61b8ac1ed1552b1741ef07fd1cebb6db6ae01469efe0f97,10878,414,11292,389.89776,,,False,False
auto_adj_a165f05f3266604b53c0,cal_d078bf86970597e540f4dfdc,resp_046568945028b538006a65177828288197ae590c431bea8ad1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,928cbeaf527315171abd901100d69328ecfef213fddf8bb63ea2c885d9da487e,6499,1,1500,True,True,1,148412,False,False,False,False,1130,8016504fad39154c05deef4cc3fb503b1260cc097cac044b5b68107b74316b4c,3800,421,4221,21.56284,,,False,False
auto_adj_a3a81a7e03cbf760c857,cal_d0c3b331783b52ed94754dfe,resp_04e2bcc8ebbb6671006a651572fe1881958dba2e0afccc4d13,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,f0b422f62501e24135cac89d5893469113b5b7752a4beed16ae036923d9bab24,5820,1,839,True,True,1,90687,False,False,False,False,930,4e5fe84fc55218a93fb5e645c360203e14c590902263861bb6962decb66aa319,3543,239,3782,395.93557,,,False,False
auto_adj_caea249c3f2aa74bf655,cal_d38f015ffc6f5b5236e57b61,resp_0da7e8646f1e49c9006a651575b89c8193a596eb81ce8ebb6b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,b4116edcb51f5fd9333a33a004af7db78bea40909faf7b2dd041c1d7ae15b012,13252,5,6000,True,True,5,671878,False,False,False,False,974,4399db73c533903d0523b5782975d9a383a8130f3299b65b7ebbb031d13c7022,10446,392,10838,400.044246,,,False,False
auto_adj_4743e3df79b3876fdb1f,cal_d6b35018b5dcb621e633139c,resp_0e68e42ddcee325d006a651579d414819383d1f564f908cbcf,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,40b713111cd4d4abdd2c3ab811dec99d9cf38dcb9377644ce28a665d080c43a2,13825,6,6000,True,True,5,731928,False,False,False,False,1032,59db9f5348a5f237a517aa590420b35df1ca1e056e2a96edd9de2e667c13c9ab,11071,353,11424,404.320983,,,False,False
auto_adj_afc2e91320a318593f28,cal_d81135f3df730a4834871a3e,resp_0002de454556b3d1006a65157e1b8881979e4e2b836bfcc34e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,ec3a4279517fbeefb07a29971e23863064f1ee7fb7e53048f1dcf99f267fde1b,13878,6,6000,True,True,5,853700,False,False,False,False,1000,4fe21e9759c6319b381f7ed122d963b6329970610cf3709fcb13c44d623e83c5,10884,511,11395,409.214694,,,False,False
auto_adj_73b8e64261ecd76a296a,cal_dc61684d5412598780b1dad5,resp_0590626ae0af1b92006a6515830a9c81909aaad76c68249435,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,5b929d1f7ead47ae5709afb3779441c7feb7b83ca13cf49aa6a3b3384164e913,13883,6,6000,True,True,5,897131,False,False,False,False,1009,3b1ed0333ca219571e7e0ab6a074bba9848996c793586dc21277dcf8392cff7a,10893,436,11329,413.926879,,,False,False
auto_adj_914d7bbf058b2a9b578b,cal_e449adc4af54e68faf6df833,resp_0df639bbbbe0cdc2006a651587b3b48190916941442bc69030,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,ef8e39ba69877d89202a9c954193d446675abb678790be3415009122efec6cd9,13762,6,5923,True,True,5,714510,False,False,False,False,1020,71783c1a3f37d68cb8b482cf369009a6ec89c28d209e9c62cd39a77c2f599166,10848,527,11375,419.353767,,,False,False
auto_adj_367ac6764ead4e7fdf4c,cal_e4fb9064d2d7a5f83c99fa0e,resp_02f6b98e2681a7d9006a65158d11488195b437fe5b5a0d6c4d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,8785b6f76d32f178b7143fe466377795d8b675c779ce06429f94c1e42b026c59,13943,6,6000,True,True,5,456393,False,False,False,False,1070,8afca150a51bf5efb5016fede46117cc94ddd4152b423edfa768bfa5e8377541,11275,575,11850,424.57042,,,False,False
auto_adj_4a1492e8c1782f1b2b70,cal_e91b753a6b866536c04cc683,resp_04d44942498f3ab7006a65177c50dc81948cd07bd9703f1129,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,52b8b642303057d1b50557905f1ad2f1b9190ed6e4fa685d46c38cf55486a0f6,13882,6,6000,True,True,6,963276,False,False,False,False,1164,c775a7482679b2a8bdb68d3b84537528d9924820553bb7905e66acef95eab918,12631,358,12989,25.745319,,,False,False
auto_adj_36970152d8997ec5d6c5,cal_e9ae50613e39147b2a14096b,resp_0690b3b4efcc5c66006a65159630108196aed95747a0a55d53,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,a514086741ae78935ddbac430a72ced5946948a8a285d5d1dd4aa0754eec787e,13809,6,5989,True,True,5,538964,False,False,False,False,1021,2acb0f40006e9f4bc5844e8343e5b0311c139e54c5283b894070e149765e2bee,10661,480,11141,433.368063,,,False,False
auto_adj_4ba4ca6ead204fe78148,cal_eb354ab8c721227b54d0a28f,resp_0101bd6603749468006a65159b2910819685ad6aef07b3c78a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,747ecc9798fee5f2f1629014c13a421bbf3759af2ffdd128f5cbc2be16858c75,13384,5,6000,True,True,5,849570,False,False,False,False,1094,7fcd9eb55943058c860f1aa4193293f42408162435094322e69ba3592761ebfb,10901,507,11408,438.800444,,,False,False
auto_adj_290c30293ff519296776,cal_edf9016b25b0df9f5b462d13,resp_0ccc26c97af2237f006a6515a082a48197b085e05456f5d9fa,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,b26ad1d288a6ea302fedab98189f9305c6c4692c5dd40824935ae6641b6e2783,12186,6,4197,True,True,4,321217,False,False,False,False,1198,b30a0eb5d98b9552c0a6f8009b08a8f0bdaebe47ec320f5292f56e591b175404,9250,423,9673,443.311882,,,False,False
auto_adj_7d41bd5431df610c0dcf,cal_f71f1c34d4baf51bd51872b3,resp_0d41b69a526a28c8006a6515a50968819480237e5755e5f870,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,27e41822b4dd184376448f1e909114b0ea510c295a150a28adc22c01d45d93a9,13923,6,6000,True,True,4,492375,False,False,False,False,987,4bf97fba0757f33889b4517d87f958b69781bd67ee3bb2df5039c78bb88e7bf1,9740,367,10107,447.049802,,,False,False
auto_adj_a80e07e35a088ca83e5d,cal_f9b59d9031b046874a02e461,resp_0f2d0296c199e17d006a6515a8c4088196a2af1a2411e33903,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,8ebaec0a523523e71fe66cd18981614fb96652abf7b47c1036caae41e3e8dc30,11556,6,3653,True,True,6,558504,False,False,False,False,1091,5a7e5379e251f6acdcd881659b843c9be841db636a834c4fcfb8962386b756e8,11898,499,12397,451.443839,,,False,False
auto_adj_0ded04c7413e85edd409,cal_f9dd92181970ff43c93bf3fb,resp_03f6b27ca84f78ef006a6515ad32808190972d002cb287051e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,478002628c7331b2bd232ca615728d554a380a750467087465ca7c335727e9c3,13962,6,6000,True,True,6,736416,False,False,False,False,946,7989fc7f8263394ad7ed171c9c640dd05f391d472cd8bce7f8b778ed5f5b2585,12669,449,13118,455.586053,,,False,False
auto_adj_518d0254789885845db7,cal_ffe9a37048bdd1c20e3c8ca9,resp_0620462f7b22a999006a6515b14eb08195a9c9448ee5f394c7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,10c05b5fcd220a50601c37053b07f4d7c4b4c2fe3ecd14c909c802385b3134c6,13326,5,6000,True,True,4,698016,False,False,False,False,1043,8413752b2a0c495c98e1da3b8e2937cbeaec6ab593f8486a6d5026a18b80df6a,9464,403,9867,460.096761,,,False,False
auto_adj_93a9e492aeb10e1ec5e7,cal_0040c3a549555da713b42502,resp_02606f4c79ded350006a6515b5d2848196b87c9a958aa8f2ec,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,edc5f6ce44002b6dc4376507e2fbca32b485b221bd6139089e88086200a52a9f,17522,4,2241,True,True,4,441212,False,False,False,False,949,4ba228b67bc39ea1bb17f929dae0386cf91e0ee6f005a4e4a85423278a5b04c0,13398,363,13761,463.811659,,,False,False
auto_adj_2fb87cb27b8d4f4d972c,cal_008080f3b7ff1303edafede6,resp_09e61e2d5ece9ff0006a6515b9a3a0819599553d4d82034a32,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,98e6d405bbfd9832d8a03fba535bfdcfc3a59ecfda1e0d38c0b0d2bb9915ff71,7746,6,0,True,True,5,902762,False,False,False,False,1018,b330745e480a1a6bfe86b384b3b333873989eba0185f91ebe87d127cab584357,9395,721,10116,469.546681,,,False,False
auto_adj_5fae0e01f4eef88dce74,cal_00fa74a685b40b8d5aa3ba95,resp_09ab34e7da807b71006a6515bf41d08193ba38d3fe2fbf3682,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,635bef468ce868a5aefc56ab6d33f448dd6fd38b87e9663696054d843d0f5cf6,13895,6,6000,True,True,5,535681,False,False,False,False,1091,e82126498e6ae2ede0630b0a4140fda37bbdcc9d12384cce94b381eabe16896a,11211,534,11745,474.341641,,,False,False
auto_adj_45f49c1a4c8f7865ac5d,cal_01b501e66b32cf45fd24174e,resp_07283ee75a704089006a6515c43a3c8196ba3287902ce22b36,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,5304bfdb4e92af95897d7c3380ad6ec56b648603e1cdcd99e37f0957d958bea4,13316,5,6000,True,True,5,751856,False,False,False,False,971,8f388b75b24b8871eeed546616ed6b401a157cf9c68fcb80db231eecf36029cb,12237,601,12838,479.563956,,,False,False
auto_adj_b588510f6f7a15d4d330,cal_06c1c72323f9983456949e2d,resp_07f889a1b13a684c006a6515c9571c8197907c0ffdbda015a3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,1483074a1f790453caa7e9280b22d2aec261ba47d59de6790eddd5dc6dc18a67,10566,6,2744,True,True,5,703563,False,False,False,False,953,c25cbf244e12df55bfaacf12519041644587a6bd7b5382bce42ed06b0eaa7a2a,10584,386,10970,484.633135,,,False,False
auto_adj_c66a581de35317a964c4,cal_1c65b87742c2909d651c0dd4,resp_074a8e985c5f8272006a6515ce73fc819787a08d17e67ad756,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,b055d412c9945a835cd578edf32c14589b293a78399af9c6d8c2b181776d3671,13282,5,6000,True,True,4,832804,False,False,False,False,922,8faa850cb156142cd218dc7f6891e4c3dd9139f70ba237a196c433ee2c4a5bc4,9463,433,9896,489.140213,,,False,False
auto_adj_b9c2ce695b294e7b45c6,cal_1ef8e0d5da94ae36c8e09fd6,resp_06792b8a23d7c5cc006a6515d2cea48196bfe3d97f2444b4ca,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,918a6b5098d2e25e6515a0683c45c4e862b5253f347dc4f6e8a3b2d28b225f76,6653,2,1089,True,True,2,135674,False,False,False,False,982,15f0282aeb62211102e95000b3fabfbb8e812383a3c629669bb9ab18d7394ba7,5038,522,5560,493.284375,,,False,False
auto_adj_b138983658fa0bbe4fe4,cal_27f7aa01a1896ab84af3af3e,resp_0104b3bdb6a6ab39006a6515d6fc948196b963e6df9002823a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,375b530df4a336d77a22958514eee6ec3113a2067be7f78bcbbcb317f9727a3b,6484,1,1500,True,True,1,166112,False,False,False,False,1110,685995f7934ecb9f5f4495416242a1b5b48c1a4c03209994ffd824f9cc4d7140,3536,583,4119,498.076229,,,False,False
auto_adj_80d7eda5db72c51e2815,cal_2d3dc84a859cfc2741388967,resp_090f08f7db4d9752006a6515dbcc3c8196a96bd1268ee83be5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,bfed6454bea5e191980261f3aa32f001d271ff070e07256bcd693ba46bc53e97,12862,6,3596,True,True,5,476332,False,False,False,False,919,3329a9b223b74914322fa3db6e86f65bec4cbd45041878140986425848b55d27,11029,620,11649,503.184544,,,False,False
auto_adj_e1539044219171af8114,cal_2ea02abee856ba348e248a5e,resp_0bde1624048ec0a9006a6515e0f13c8195bf01b75a5090b1d5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,4b680e1aa319a0c1ecb16028de7c76a062c6cf7da187952e43cf1179773523ad,13551,6,5702,True,True,5,606121,False,False,False,False,942,78cda26cacb68a0232a411a0c58908facbc381e646d1e02def6e98bbb01cd2ae,10456,436,10892,508.747707,,,False,False
auto_adj_a21e5fc02a03b101a4c4,cal_30283fc6e2d14875aa45d22a,resp_0a3e1b2123ec22cd006a6515e6adb08193a7ebdd8ab834c45e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,494ca6d646f9015944e7856c402b3d0b74a969aab30dc2ad7a18f079b3f46ab3,13229,6,5349,True,True,5,990281,False,False,False,False,957,81dea0f30a0bdaee1a84fdd96befa6303bda12b05eb2678d1d2017b9c83c63b2,10684,576,11260,513.939354,,,False,False
auto_adj_b4c4bc77f8ffa9b71227,cal_328a06695d4802a821952280,resp_0e50ef1c276988dc006a6515ebbd748197b9c847216c8b4c1b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,0610ac76d2b74baf7a1984aec404daf8a7dd81920511a7b7ca98f09cac0d54e1,13215,6,5404,True,True,5,734581,False,False,False,False,993,210a1f28d1af92740cf4841f84fe16942257dccb78bb15f340de83d3b8ca1f0f,10510,501,11011,518.987775,,,False,False
auto_adj_98b9e1f5d3b7bc0501f4,cal_400c52f8b0cd3b590bd71b01,resp_00363f9e648f2c8c006a6515f0b7908193b18229be2a18c889,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,56ec85983304506a4512280bd7bd84dfe26a03fe8c909b8781fccb167f85ae4d,12782,6,4952,True,True,5,522532,False,False,False,False,1071,b9b8b1669b449fde9d660872094cf349b2a9465637838dd689f83d17804ec79a,10302,312,10614,522.761785,,,False,False
auto_adj_89ce829f71fc994f534f,cal_460035e3d14dd100535ec9af,resp_0b3bb68fb980169d006a6515f47ff881958202ed3e78d7575d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,871dc44783b1465d141640538fcc7dd388a6fc92c197a09649748ac459dee6ce,13765,6,5950,True,True,5,701704,False,False,False,False,935,139d7645ea44e5d6718713e37335d244b25648bb1dbe50697d08a23f976e33b6,10633,388,11021,527.024315,,,False,False
auto_adj_775e700886ff227857f6,cal_4693f3c71a20f4eb25208da8,resp_07f4e90b0ee908eb006a6515f8c1c481979d1fc51f544a1ae8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,0807abbac97c87101fe887db3b3c6ebc6bd21752e3ef38023b663bd618ad4246,13877,6,6000,True,True,5,624034,False,False,False,False,1020,4403bb91705699b4aef9fb79c67cb9e0e87912b6efe70b979e55cbb9a8b76b5f,10682,335,11017,530.483394,,,False,False
auto_adj_1e53481f01837b8675ad,cal_4aefeb6cfe71c227f04b40ce,resp_003bf4033d74f34b006a6515fc49208194b09c3d5a402dddb5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,0537cdae69c404db1075aa72ab15d8e3ebba6a5175d590bddca897b9c3cba96f,13858,6,6000,True,True,5,703443,False,False,False,False,1039,e9056ce07299c07a5bd78fbff7e02e092de4b6bb2368a3dd25117e9f30e010c4,10651,377,11028,534.347926,,,False,False
auto_adj_d40a9e4d284fe93d8233,cal_4b8c0f2fbec01fc31c4d1bdf,resp_0f403ca82f85d70c006a65160006a88196a2c45a9059be0f07,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,c2a1ce0db523e9a2490758875bd8cdef112751fa39b0a661114283b61a260a93,9082,6,1302,True,True,5,404885,False,False,False,False,991,3c5bd2999549520084d54fed3ef4c021507cc9c6b1bf54fa5b64b3e899a765bc,9720,560,10280,539.192923,,,False,False
auto_adj_bd32a38d1c65b8816c57,cal_4fe76654ac85757e54ce375c,resp_0b520275e757eb76006a651604ee88819597e18c455dc85c9b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,30e90b2dccecc6a083df7be7a159196c4c26731c913084de041fa47d4297b75e,15388,6,6000,True,True,5,734003,False,False,False,False,994,34aae8b86ab001cc10c27a18597d8a9c7fb0c6979a2c9afbe85043335c52f217,11947,641,12588,545.089333,,,False,False
auto_adj_b273245d311f04f64291,cal_4fefc95c2dd184081e2c4bcb,resp_09735ad7f1b5c482006a65160ad4d081958e0c673db3995781,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,4b006808239bbbc09d532422f94a902102e638864a8abf2464127f0007546589,14084,6,6000,True,True,5,651182,False,False,False,False,1006,452cb9703b0b46a9bf2965cf41004306bdf18d121aff0a226a12ca52b39cba4f,11196,515,11711,550.561539,,,False,False
auto_adj_4334119dc735da9684c8,cal_5808929cad746350208e11ea,resp_0b69e725d80b7c2e006a65161044f48197989d59f69e570fcc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,7a2ecfea751dd7116ddc30a76cac14c634370332f676a72c158b81e8ef1a8381,5964,1,650,True,True,1,110514,False,False,False,False,1015,79779d1fbb7fe7b065e85342b9ba1252746c98e042cd8b46a11a31b123ce25a7,3778,543,4321,554.930006,,,False,False
auto_adj_08f513e660bcb2d8bd2b,cal_588f2668993e30ba509fcc32,resp_0b9ef20ed002dbcd006a651614b6d08195867c5245893074e0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,9d2508894343262153728930897196aca4430252de71fe0e46f320d64abde045,13845,6,6000,True,True,5,751403,False,False,False,False,995,275f31a6c162806faf8397abecba3a0d61214745b2f7fcbbdefcf4f7767ecf75,10562,439,11001,560.794473,,,False,False
auto_adj_6f0ea70e754596df9b0c,cal_59abb44c0f0cef9b0ee90ce0,resp_04af5bb454efa899006a65161afff4819497527116d64fdf4e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,63865efb48cd7314307a711aa2d72a395dc6f2351680d6fa86263cd782506216,6654,4,0,True,True,4,492502,False,False,False,False,793,0daf7ac364a0e6bfa07a4fdffa5c824c7f2c7ba23cb35973d5578f512dc7dfac,7746,276,8022,564.991472,,,False,False
auto_adj_08b18d083113ba5c44d5,cal_59e0c9975d42c0201649f54f,resp_0f9708a0eda9c168006a65161eb99c8196950af866a2ffd5a0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,d2dc3d21f1f3865ffddd6570693a6e4faf7ff31dcc34be68bb5e161bf1e71290,10423,6,2641,True,True,6,679754,False,False,False,False,1057,19fa89d6c5fffbb1767df4dc6fcbe384201f1e09946aa46b6178f315ad173a9f,11213,433,11646,569.763634,,,False,False
auto_adj_b03648ab3bf42eea90c6,cal_5b7934f9ba9519a8ed1dcd1e,resp_011879aaf0b9926e006a6516239b1081978f279ca7bdfc91fa,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,25d93362aa0d7420f0ff8e92fa446020995351636fa57a2f2e0d872a8b32be65,11713,4,4747,True,True,4,634469,False,False,False,False,903,ccd23d20e752ad0708a1b46649ac9ed57ac967423f5f133b2e20a1a3b2f94ac0,8951,269,9220,572.939505,,,False,False
auto_adj_137fa66a81c34b5bca98,cal_60128043e36b6c0d8555f5c7,resp_045afd374028c047006a651626d1b881908541d46c0c130a17,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,ed95a6fd6319861d5b16a611e32003c58d563c1f4d524965ba8a8d3cfb8e1d1b,12115,6,4250,True,True,5,878918,False,False,False,False,871,ba95b89f4909423ca943c86fca84db7f5e270e4e7f983a894de3fa66a117ffea,10470,235,10705,576.274881,,,False,False
auto_adj_e7df0ecaa70f8c37549f,cal_60525fc350946d96a8f68394,resp_0723e349544e0ceb006a65162a071c81959a0d28c15314cc87,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,e44e39659c6ebd3b9037c0d85ee50aa1435119a4d00e64bf75596a9132ed20bc,6097,3,0,True,True,3,599535,False,False,False,False,1041,269ba188a685ce011c07108cb1005b318d07180225acec38f4aa2cc46c4fe82b,6235,480,6715,580.632289,,,False,False
auto_adj_18f9c5d7695fff06eef1,cal_645e00c35add9fb70dd99056,resp_05eea1aa52cf0ebb006a65162e65048195a4bc0020de9f77ed,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,76363c0a84cb91ba56cafb03ad99832060eb63bbfbb631c22b5107e280f7c679,13249,6,5429,True,True,5,794711,False,False,False,False,1053,54fb603c139a44877d8e96f70293bbb29e564edebf92eb5da1ee2bcb7d20111d,10742,591,11333,586.263001,,,False,False
auto_adj_d2bf86d7c80685ca026e,cal_65b89fbb6772702300db7e2e,resp_08527dba872ffa6d006a651634075c819786aa492678578ea0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,fe4fe9564842b98f2e8b9851297e71b8a904a0c3399437909a2c6c796c953c26,10246,6,2463,True,True,6,600699,False,False,False,False,972,6e9abf561fd3f1f9368978b896b696f74268b0046eefdbde4e39b0f18ed4e42d,11316,512,11828,591.897278,,,False,False
auto_adj_2039f644a48252e9ea3e,cal_65f2bfd170dacbedf457f638,resp_006da7c72cf62e84006a651639b6dc81939881eed7dc831c11,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,6e6f06fe54e374f3f7f671fafcd39188a1632353906dfa5bb183c5651bbeafa0,13377,6,5526,True,True,5,554410,False,False,False,False,1131,45a6e9b959ccd0f1db7b04dbc87948d7b97758d46110e3ae09b48704b74ac9d9,10520,535,11055,600.498607,,,False,False
auto_adj_c31e44f33785fd979e68,cal_69524b5a47867071e2806e3e,resp_0cdb2d91bd94ea03006a65164251c481948a5f5fb48ff83629,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,b0cc08b389d5bf7483d4ab4a4f23a05911bc04d676818be5e1602071c2d1feab,13878,6,6000,True,True,5,911611,False,False,False,False,1074,320bb61fc4ab3eb0c5f3b9d35a6cb13c8af3cb0696621be9aedd052d0625a96b,10987,576,11563,605.424412,,,False,False
auto_adj_7128047c004b553ee411,cal_6a208150a8de8c2d69e12d5e,resp_0635af058c183b40006a65164881cc8190a7f83d63666f6545,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,05d4c7081f7be76aa2c2fc0c064d37071293243df3292dcccbc83af227d31e8e,13864,6,6000,True,True,6,1020304,False,False,False,False,1018,a911dded5852ec8422c67f4f4e33c7dd614bc21917f4bbbfe408997067798687,12463,447,12910,611.697394,,,False,False
auto_adj_c0d6bd6f72cc8dfe473c,cal_6bf56516ac212c2ee18e2f10,resp_0e063348f71e2bed006a65164d7e8c8195b2a69fc1c53869c6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,3f60a855b212424d4d280e68219b71f8a3fd81060c0096934fc486cf47ecad17,13765,6,5926,True,True,5,457398,False,False,False,False,1075,98a947513e262204cb77fc4589f6b6a74f291e2d3f93795c03b76e4574712cbd,10573,541,11114,616.533758,,,False,False
auto_adj_aef559b3748cb50a0fbf,cal_6d24935c413ad0bdc8607dbb,resp_003df69e01e9a3bb006a651652596c8190ad6bc78f914d6cf1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,811df60125691521b573b5cfdf8f6fcd8fb741e9bc6fa73a09323d08835fde16,8547,6,760,True,True,6,1048566,False,False,False,False,1064,d063f5515ad7b825a8ace4d0776be61bf3b34c31307124476ace16afd7673380,10978,531,11509,621.558565,,,False,False
auto_adj_84a6a938083ddd8f7d1c,cal_6fbc497a9759a10134a19419,resp_099e2e2da299645e006a65165754a8819382a71d2d9d9d2b38,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,7c23abf9515b460448fea8aade123f1611139854f04cbff56b9265a20aa373b2,11791,6,3957,True,True,5,655739,False,False,False,False,1036,7edb6a77db48d8906c9c13dc9ef3c97acb9334cfee2a585cbd97364f31bab81f,10251,477,10728,626.494363,,,False,False
auto_adj_0acd816dcb93ec14f459,cal_6fe7c10c932ed1b1f4bcfb97,resp_03459c39f1fa195b006a65165c503481908c6ef3842b5ffaa8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,f19f0b8b6324cb7adc55b25948c35328969ad18de9e25873b37e03f63f0d2dbc,13830,6,6000,True,True,5,794206,False,False,False,False,1090,7b4c88f348e360fc76a8c694e80938d4ce6318c07fcba81f525fc4bf1e6e1dfc,10634,470,11104,633.196513,,,False,False
