municipality,state,municipality_id,unit_type,document_title,union_name,employer,contract_years,source_url,source_owner_type,document_type,document_completeness,comparator_role,wrong_employer_risk,context_only_flag,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,why_relevant,confidence,candidate_stage,needs_verification_reason,scout_stage_status,verification_priority,verification_notes
Downers Grove,IL,cog_2025_162295,police,FOP and VoDG Police Officers | 2024-2027 | Village of Downers Grove,unknown (likely Illinois FOP structure; not fully inspected),Village of Downers Grove,2024-2027,https://cdn.downers.us/public/docs/laborContracts/PD_2024-2027.pdf,city,cba,blocked_or_unreadable,safety_target,possible,no,index_or_snippet_only,overlap,none,yes,Unable to fetch/inspect the PDF contents due to a tool fetch failure. Year range '2024-2027' is taken from the URL/title as visible evidence only; contract_years therefore have weak basis (not confirmed inside the document).,"If accessible/verified, this would be the most directly overlapping police cycle with 2014-2024 (at least via 2024).",low,insufficient_candidate,"Re-attempt access and confirm (1) the bargaining unit is police officers (sworn), (2) the employer is the Village of Downers Grove, (3) the operative term dates are stated in-document, and (4) wage-setting/impasse or other mechanism material is present and belongs to the correct bargaining pathway.",unverified_scout_candidate,low,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Downers Grove,IL,cog_2025_162295,fire,Downers Grove Firefighters Union 3234 for May 2023 - April 2026,"Downers Grove Firefighters Association, IAFF Local 3234",Village of Downers Grove,May 2023 - April 2026,https://cdn.downers.us/public/docs/laborContracts/FD_2023-2026.pdf,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,Title indicates May 2023 through April 2026. Within 2014-2024 overlap window: overlaps 2023-2024.,Directly posted public fire CBA with a term that overlaps 2014-2024 (2023-2024 portion).,medium,qualifying_candidate,Confirm fire bargaining unit corresponds to the Village of Downers Grove employer entity tied to Census government ID 162295; confirm paid-unit scope and whether any wage-setting mechanism or impasse/arbitration provisions align to the requested comparator scope.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Downers Grove,IL,cog_2025_162295,non_safety,Collective Bargaining Agreement Local 150 for 2024-2028 | Village of Downers Grove,International Union of Operating Engineers Local #150 (Public Employees Division),Village of Downers Grove,2024-2028,https://cdn.downers.us/public/docs/laborContracts/PW_2024-2028.pdf,city,cba,full_document,ordinary_non_safety_comparator,possible,no,cover_or_title,non_overlap_deferred,none,no,The agreement is for civilian/public works positions (non-police/non-fire). Cycle begins in 2024; thus overlap with any 2014-2024 window is limited to 2024 only. No anchor-cycle supplied; flagged as non_overlap_deferred per matched-comparison repair rules.,"Most direct publicly posted ordinary/non-safety CBA for Downers Grove (civilian public works), suitable for wage-setting comparison against police/fire pathways once mechanism provisions are confirmed.",medium,qualifying_candidate,"Confirm that this is the intended 'ordinary general-municipal non-safety' comparator unit (civilian/public works bargaining unit) for the same employer entity tied to Census ID 162295, and verify in-document that the request’s wage-setting/impasse or arbitration/factfinding mechanism material exists.",unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Plainfield,IL,cog_2025_194711,police,"2022 - 2025 CONTRACT BETWEEN THE VILLAGE OF PLAINFIELD, ILLINOIS AND METROPOLITAN ALLIANCE OF POLICE PLAINFIELD CHAPTER #93",Metropolitan Alliance of Police (MAP) Plainfield Chapter 93,"VILLAGE OF PLAINFIELD, ILLINOIS",2022-2025,https://www.plainfieldil.gov/home/showpublisheddocument/618/638176022113600000,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,No anchor-cycle dates were supplied in the request. Contract operative dates shown as effective 5/1/2022 through 4/30/2025.,Police (sworn officers) CBA for the Village of Plainfield with wage-setting terms included (wage schedule sections and wage schedule appendix).,medium,qualifying_candidate,Scout lead only: verify the bargaining unit scope (sworn police officers) and confirm exact match to the requested municipal employer identity (VILLAGE OF PLAINFIELD; Census government ID 194711) and confirm operative years overlap the intended 2014-2024 anchor window after anchor-cycle details are supplied/verified.,unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Glenview,IL,cog_2025_204271,police,2019-2022 Agreement (Agreement between the Village of Glenview and the Metropolitan Alliance of Police (MAP) #156 for the Glenview Police Officers),Metropolitan Alliance of Police (MAP) Glenview Chapter #156,Village of Glenview,2019-2022,https://glenview.granicus.com/MetaViewer.php?clip_id=2213&meta_id=97208&view_id=2,city,cba,full_document,safety_target,none,no,duration_clause,no_anchor_supplied,none,no,"Police CBA term is stated in the board report and attachment: January 1, 2019 through December 31, 2022.",Direct municipal police CBA for Glenview including binding contract terms and built-in grievance/arbitration machinery within the agreement text.,high,qualifying_candidate,Scout-stage lead: verify paid-unit/coverage language exactly matches the intended Glenview police bargaining unit for Census employer ID 204271 and confirm MAP #156 corresponds to the correct unit in the document’s recognition section.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Glenview,IL,cog_2025_204271,police,2023-2027 Agreement (Agreement between the Village of Glenview and the Metropolitan Alliance of Police (MAP) Glenview Chapter #156 for the Glenview Police Officers),Metropolitan Alliance of Police (MAP) Glenview Chapter #156,Village of Glenview,2023-2027,https://glenview.granicus.com/MetaViewer.php?clip_id=2682&meta_id=117896&view_id=2,city,cba,full_document,safety_target,none,no,duration_clause,no_anchor_supplied,none,no,"Police CBA term stated on the board materials and in the agreement attachment cover/title block as January 1, 2023 through December 31, 2027.","Direct municipal police CBA for Glenview; includes grievance/arbitration provisions within the agreement text, usable for arbitration/factfinding/impasse mechanism mapping.",high,qualifying_candidate,Scout-stage lead: verify the agreement’s recognition/coverage section identifies the same police unit intended by the target employer and confirm no intervening representation/unit change breaks continuity with 2014-2024 comparisons.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Glenview,IL,cog_2025_204271,fire,"2023-2027 Agreement (Agreement between the Village of Glenview and Glenview Professional Fire Fighters Association, Local 4186, I.A.F.F.)","Glenview Professional Fire Fighters Association, Local 4186, I.A.F.F.",Village of Glenview,2023-2027,https://glenview.granicus.com/MetaViewer.php?clip_id=2796&meta_id=121766&view_id=2,city,cba,full_document,safety_target,none,no,duration_clause,no_anchor_supplied,none,no,"Fire CBA term stated explicitly in the board report and resolution attachment: January 1, 2023 through December 31, 2027.",Direct municipal fire CBA for Glenview; supports extraction of wage-setting terms and any arbitration/impasse mechanism language present in the contract.,high,qualifying_candidate,Scout-stage lead: verify the pay-setting wage/benefit sections and grievance/arbitration/factfinding mechanisms are intact in the operative clauses (some PDFs can be embedded attachments). Confirm Local 4186 is the correct Village fire bargaining unit.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Glenview,IL,cog_2025_204271,non_safety,"2020-2026 Agreement (International Union of Operating Engineers, Local 150, Public Employees Division AND Village of Glenview — Collective Bargaining Agreement for Maintenance Equipment Operators)","International Union of Operating Engineers (IUOE) Local 150, Public Employees Division",Village of Glenview,2020-2026,https://glenview.granicus.com/MetaViewer.php?clip_id=2118&meta_id=95064&view_id=7,city,cba,full_document,ordinary_non_safety_comparator,none,no,duration_clause,no_anchor_supplied,none,no,"Non-safety/general municipal CBA includes Maintenance Equipment Operators; board report and attachment title show January 1, 2020 through December 31, 2026.",Provides an ordinary municipal/civilian non-safety bargaining comparator for wage/benefit and dispute-resolution mechanism extraction.,high,qualifying_candidate,Scout-stage lead: verify that the included unit is non-safety/civilian (maintenance equipment operators) and not a safety bargaining unit; confirm the wage-setting tables and any dispute resolution/impasse mechanism language intended for civilian comparator use.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Elmhurst,IL,cog_2025_162296,fire,"Illinois Labor Relations Board Interest Arbitration Opinion and Award (City of Elmhurst, IL and Elmhurst Professional Firefighters Association, Local 3541) – S-MA-18-300","Elmhurst Professional Firefighters Association, Local 3541 (IAFF)","City of Elmhurst, Illinois",2017-2020,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-18-300arbaward.pdf,state_labor_board,arbitration_award,full_document,safety_target,possible,no,duration_clause,no_anchor_supplied,none,no,"Visible operative wage effective dates include Effective May 1, 2017; duration/term text includes remaining in force until 11:59 p.m. on the 30th day of April, 2020. Visible year evidence therefore supports a 2017-2020 term framing, but the precise executed agreement start date is not shown in a typical 'YYYY-YYYY' contract header format.","Public, inspectable ILRB arbitration award for the City of Elmhurst covering a safety wage-setting mechanism (interest arbitration/impasse resolution) and includes wage schedule content/economic provisions.",medium,qualifying_candidate,"Scout-stage lead only: must verify the exact Elmhurst bargaining unit scope (firefighters vs. other fire-related classifications), union/IAFF affiliation as represented on the face of the award, and that this corresponds to the target employer Census government ID 162296. Also verify whether this award represents/implements the parties’ CBA term relevant to 2014-2024 overlap requirements before using it for matched-cycle repair.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Romeoville,IL,cog_2025_102873,police,Agreement Between Village of Romeoville and Metropolitan Alliance of Police (Romeoville Chapter),Metropolitan Alliance of Police (Romeoville Chapter),Village of Romeoville,2019-2023,https://www.romeoville.org/DocumentCenter/View/5903/Police-Union-Contract,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Operative term shown on document cover/title pages: May 1, 2019 through April 30, 2023.",Direct Romeoville police CBA provides an operative police wage/conditions baseline for municipal labor comparison matching.,medium,qualifying_candidate,Scout lead must still be checked to confirm the bargaining unit precisely corresponds to the target Romeoville police unit (Census gov ID 102873) and that this is the same unit/wage pathway used in the later comparison repair.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Romeoville,IL,cog_2025_102873,fire,Fire Union Contract,unknown,Village of Romeoville,unclear,https://www.romeoville.org/DocumentCenter/View/14724/22-1773-Fire-Union-Contract,city,cba,blocked_or_unreadable,safety_target,possible,yes,unclear,no_anchor_supplied,none,yes,"Public URL found on Romeoville site, but the document content could not be inspected by this scout run; contract years not extractable from cover/title during this run.",Appears to be the Romeoville firefighters collective bargaining agreement needed for police/fire matched comparison cycles.,low,blocked_or_unreadable,Later verification must inspect the PDF cover/title to extract the visible operative years and confirm the firefighters bargaining unit is the Romeoville municipal fire unit tied to Census gov ID 102873.,unverified_scout_candidate,low,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Romeoville,IL,cog_2025_102873,non_safety,AFSCME Public Works Contract,AFSCME (Public Works) - unknown local/chapters from this scout run,Village of Romeoville,unclear,https://www.romeoville.org/DocumentCenter/View/14727/ASFCME-Public-Works-Contract-23-27,city,cba,blocked_or_unreadable,ordinary_non_safety_comparator,possible,yes,unclear,no_anchor_supplied,none,yes,"URL indicates an AFSCME Public Works contract with an apparent 23-27 label in the filename, but operative contract years were not verified from an inspectable cover/title during this scout run; treat contract_years as unclear until document is inspected.",Provides an ordinary general-municipal non-safety CBA candidate for the requested municipal comparison repair (if it overlaps the anchor cycle once supplied).,low,insufficient_candidate,Later verification must open the PDF to confirm it is an ordinary non-safety (municipal/civilian) bargaining unit for Romeoville with the correct bargaining unit identity and to extract visible operative years from the document.,unverified_scout_candidate,low,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Crystal Lake,IL,cog_2025_162474,fire,Agreement Between City of Crystal Lake and Crystal Lake Professional Firefighters Association Local #3926,Crystal Lake Professional Firefighters Association Local #3926 (IAFF),City of Crystal Lake,2022-2026,https://www.crystallake.org/home/showpublisheddocument/22428/638494660506470000,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,Visible contract period on document cover: 5/1/2022 – 4/30/2026. Overlap with any specific 2014-2024 police/fire/ordinary anchor cycle cannot be determined because no anchor-cycle years were supplied in the request (required label: no_anchor_supplied).,Direct municipal fire CBA from the CITY OF CRYSTAL LAKE transparency portal for the Crystal Lake Professional Firefighters Association Local #3926; includes an operative multi-year contract period (5/1/2022–4/30/2026) that plausibly falls within the requested 2014-2024 window for overlap checking (subject to anchor-cycle input).,medium,qualifying_candidate,"Verify bargaining unit scope matches Crystal Lake firefighters (sworn/firefighters), and confirm this document is for CITY OF CRYSTAL LAKE municipal employer with Census government ID 162474; also verify any prior 2014-2024 successor/predecessor overlap is appropriate for matched_comparison_repair.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Crystal Lake,IL,cog_2025_162474,police,"Agreement Between City of Crystal Lake and Metropolitan Alliance of Police, Crystal Lake Police Chapter #177","Metropolitan Alliance of Police, Crystal Lake Police Chapter #177",City of Crystal Lake,2025-2028,https://www.crystallake.org/home/showpublisheddocument/24355/638875591931070000,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Visible contract period on document cover: May 1, 2025 – April 30, 2028. No anchor-cycle years were supplied in the request, so overlap_with_anchor_cycle must be labeled no_anchor_supplied (even though this does not appear to overlap 2014-2024).",Direct municipal police CBA from the CITY OF CRYSTAL LAKE transparency portal for MAP Crystal Lake Police Chapter #177; contains a visible multi-year operative contract period.,medium,qualifying_candidate,"Verify bargaining unit identity (sworn police officers for Crystal Lake PD) and confirm CITY OF CRYSTAL LAKE employer with Census government ID 162474; additionally, the matched comparison repair target requires overlap with 2014-2024 anchor cycles, which cannot be validated without supplied anchor-cycle specifics.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Crystal Lake,IL,cog_2025_162474,non_safety,Agreement Between City of Crystal Lake and International Union of Operating Engineers Local 150,International Union of Operating Engineers Local 150,City of Crystal Lake,unclear,https://www.crystallake.org/home/showpublisheddocument/23057/638447200504570000,city,cba,unclear,ordinary_non_safety_comparator,possible,no,unclear,no_anchor_supplied,none,yes,Attempted retrieval failed in-tool after discovery via search snippet (fetch/open error). Contract years were not confirmed from visible title/cover in an inspected document; therefore contract_years is set to unclear. Cannot confirm operative police/fire/ordinary unit fit beyond snippet-level recognition of IUOE Local 150 and the CITY OF CRYSTAL LAKE employer.,Potential ordinary/general municipal non-safety CBA route via IUOE Local 150 Public Works Department as listed under Crystal Lake labor union contracts.,low,insufficient_candidate,"Re-fetch/inspect PDF to confirm (1) operative contract period years (visible_year_evidence), (2) bargaining unit classifications (ordinary municipal/civilian employees) consistent with non_safety requirement, and (3) any wage-setting mechanism content (arbitration/impasse/factfinding/wage schedules) and 2014-2024 anchor-cycle overlap once anchor-cycle specifics are known.",unverified_scout_candidate,low,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
DeKalb,IL,cog_2025_102649,police,"FOP Contract from July 1, 2016 to December 31, 2019","DeKalb Fraternal Order of Police Lodge 115, Illinois Fraternal Order of Police Labor Council",City of DeKalb,"July 1, 2016–December 31, 2019",https://www.cityofdekalb.com/DocumentCenter/View/5370/FOP-Contract-from-July-1-2016-to-December-31-2019,city,cba,full_document,safety_target,none,no,cover_or_title,no_anchor_supplied,none,no,Anchor-cycle overlap cannot be assessed because no anchor-cycle was supplied. Document’s operative term is visible on the agreement cover/title page.,Contains wages/working conditions for the City’s police bargaining unit and includes contract provisions governing grievance/arbitration/impasse mechanisms (mechanism context).,high,qualifying_candidate,Must verify Census government ID 102649 maps to this City unit/bargaining unit and that the contract covers the intended sworn police bargaining unit for the City.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
DeKalb,IL,cog_2025_102649,police,FOP 2013–2016 (unreadable fetch error),Fraternal Order of Police (DeKalb),City of DeKalb,unclear,https://www.cityofdekalb.com/DocumentCenter/View/3440/FOP-2013-2016,city,cba,blocked_or_unreadable,safety_target,possible,no,unclear,no_anchor_supplied,possible,yes,Tool fetch failed (HTTP 400) so operative term/year range and completeness could not be confirmed from document contents.,"Potentially provides an additional police CBA cycle in the 2014–2024 scouting window, but content could not be inspected in this run.",low,insufficient_candidate,Re-fetch/inspect manually to confirm it is the City of DeKalb police bargaining CBA and that 2014–2024 overlap exists relative to the intended anchor cycle.,unverified_scout_candidate,low,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
DeKalb,IL,cog_2025_102649,fire,"IAFF Contract from July 1, 2017 to December 31, 2020","DeKalb International Association of Firefighters, Local 1236 (IAFF Local 1236, AFL–CIO)",City of DeKalb,"July 1, 2017–December 31, 2020",https://www.cityofdekalb.com/DocumentCenter/View/5523/IAFF-Contract-from-July-1-2017-to-December-31-2020,city,cba,full_document,safety_target,none,no,cover_or_title,no_anchor_supplied,none,no,Anchor-cycle overlap cannot be assessed because no anchor-cycle was supplied. Agreement term dates are visible on the agreement cover/title page.,Contains wage/benefit terms for firefighters and includes contract dispute resolution/arbitration mechanisms (mechanism context).,high,qualifying_candidate,Verify the fire bargaining unit is the City’s municipal firefighters unit tied to Census government ID 102649 and confirm the paid-unit identity (firefighters vs. any non-fire classifications).,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
DeKalb,IL,cog_2025_102649,fire,IAFF 2014–2017 (unreadable fetch error),International Association of Firefighters (DeKalb IAFF Local 1236),City of DeKalb,unclear,https://www.cityofdekalb.com/DocumentCenter/View/20355/IAFF-2014-2017,city,cba,blocked_or_unreadable,safety_target,possible,no,unclear,no_anchor_supplied,possible,yes,Tool fetch failed (HTTP 400) so operative term/year range and completeness could not be confirmed from document contents.,"Potential additional fire CBA cycle within the 2014–2024 scouting window, but not inspectable in this run.",low,insufficient_candidate,Re-fetch/inspect manually to confirm this is the City of DeKalb IAFF fire CBA and capture the visible 2014–2017 operative dates.,unverified_scout_candidate,low,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
DeKalb,IL,cog_2025_102649,non_safety,"AFSCME Contract from January 1, 2017 through December 31, 2020","DeKalb Municipal Employees Union, AFSCME Local 813",City of DeKalb,"January 1, 2017–December 31, 2020",https://www.cityofdekalb.com/DocumentCenter/View/5558/AFSCME-Contract-from-January-1-2017-through-December-31-2020,city,cba,full_document,ordinary_non_safety_comparator,none,no,cover_or_title,no_anchor_supplied,none,no,Anchor-cycle overlap cannot be assessed because no anchor-cycle was supplied. Agreement term is visible on the agreement cover/title page.,Provides an ordinary municipal/non-safety CBA with wage schedules and includes grievance/arbitration/dispute-resolution provisions (authoritative civilian wage-setting mechanism context).,high,qualifying_candidate,Confirm the covered employees are the City’s ordinary/general (non-safety) municipal employees and not a safety-related bargaining unit; verify mapping to Census government ID 102649 and the union’s represented classifications.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Carpentersville,IL,cog_2025_162404,police,"AGREEMENT between VILLAGE OF CARPENTERSVILLE and METROPOLITAN ALLIANCE OF POLICE, CHAPTER #378 (PATROL OFFICERS)",METROPOLITAN ALLIANCE OF POLICE (CHAPTER #378),VILLAGE OF CARPENTERSVILLE,"January 1, 2023 - December 31, 2025",https://cville.org/Archive.aspx?ADID=524,city,cba,full_document,safety_target,none,no,cover_or_title,no_anchor_supplied,none,no,"Police CBA covers 2023-2025 (operative title line shows January 1, 2023 - December 31, 2025). No anchor cycle was supplied, so overlap is reported as no_anchor_supplied rather than confirmed against a specific anchor row.",Provides the municipal police bargaining unit CBA text and wage-setting provisions with visible contract duration.,high,qualifying_candidate,"Scout-stage lead: must verify correct Village unit/census mapping (Census government ID 162404), union provenance, and that this CBA’s patrol bargaining unit is the intended operative police unit for Carpentersville.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Carpentersville,IL,cog_2025_162404,police,Patrol CBA 2021 to 2022 (PATROL OFFICERS) - CARPENTERSVILLE,METROPOLITAN ALLIANCE OF POLICE,VILLAGE OF CARPENTERSVILLE,unclear,https://www.cville.org/Archive.aspx?ADID=484,city,cba,blocked_or_unreadable,safety_target,possible,no,index_or_snippet_only,no_anchor_supplied,possible,yes,"Document appears as a patrol CBA link for a 2021-2022 cycle in the archive listing, but the PDF content was not reliably inspectable for contract-year confirmation (tool extracted full text for a different police cycle and another older fire cycle was unreadable). Therefore contract_years are set to unclear based on weak evidence limited to landing/index context.",Could add an earlier municipal police CBA overlapping the 2014-2024 search window if years/unit are confirmed.,low,insufficient_candidate,"Must re-fetch and inspect the PDF cover/title or operative duration clause to confirm (1) exact years, (2) unit identity (sworn patrol), and (3) binding wage-setting material.",unverified_scout_candidate,low,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Carpentersville,IL,cog_2025_162404,fire,MEMORANDUM OF AGREEMENT BETWEEN VILLAGE OF CARPENTERSVILLE AND CARPENTERSVILLE PROFESSIONAL FIREFIGHTERS IAFF LOCAL 4790 (FULL-TIME FIREFIGHTERS),CARPENTERSVILLE PROFESSIONAL FIREFIGHTERS IAFF LOCAL 4790,VILLAGE OF CARPENTERSVILLE,"January 1, 2020 - December 31, 2022",https://www.cville.org/Archive.aspx?ADID=472,city,memorandum_or_settlement,full_document,safety_target,none,no,cover_or_title,no_anchor_supplied,none,no,"Fire full-time agreement covers 2020-2022 (operative duration shown on cover). No anchor cycle was supplied, so overlap is reported as no_anchor_supplied.",Provides fire-specific wage-setting bargaining terms with visible contract duration overlapping the 2014-2024 window.,high,qualifying_candidate,Scout-stage lead: must verify that this memorandum is the binding CBA/wage-setting agreement for the intended municipal fire bargaining unit under Census government ID 162404.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Carpentersville,IL,cog_2025_162404,fire,MEMORANDUM OF AGREEMENT BETWEEN VILLAGE OF CARPENTERSVILLE AND CARPENTERSVILLE PROFESSIONAL FIREFIGHTERS IAFF LOCAL 4790 (FULL-TIME FIREFIGHTERS),CARPENTERSVILLE PROFESSIONAL FIREFIGHTERS IAFF LOCAL 4790,VILLAGE OF CARPENTERSVILLE,"January 1, 2023 - December 31, 2026",https://www.cville.org/Archive.aspx?ADID=499,city,memorandum_or_settlement,full_document,safety_target,none,no,cover_or_title,no_anchor_supplied,none,no,"Fire full-time agreement covers 2023-2026 (operative duration shown on cover). No anchor cycle was supplied, so overlap is reported as no_anchor_supplied.",Provides another fire cycle overlapping 2014-2024 (via 2023-2024 portion) with visible duration and wage-setting provisions.,high,qualifying_candidate,Scout-stage lead: must verify binding wage-setting scope for the intended Carpentersville fire unit and that it corresponds to the targeted employer/census mapping (Census ID 162404).,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Carpentersville,IL,cog_2025_162404,non_safety,"AGREEMENT Between VILLAGE OF CARPENTERSVILLE and METROPOLITAN ALLIANCE OF POLICE, CHAPTER #390 (CIVILIANS)",METROPOLITAN ALLIANCE OF POLICE (CHAPTER #390),VILLAGE OF CARPENTERSVILLE,"January 1, 2022 - December 31, 2024",https://www.cville.org/Archive/ViewFile/Item/487,city,cba,full_document,ordinary_non_safety_comparator,none,no,cover_or_title,no_anchor_supplied,none,no,"Non-safety (civilian) agreement covers 2022-2024 (operative duration shown on cover). No anchor cycle was supplied, so overlap is reported as no_anchor_supplied.",Supplies a municipal non-safety CBA cycle overlapping the 2014-2024 window with a visible duration clause.,high,qualifying_candidate,Scout-stage lead: must confirm that this civilian unit is the intended ordinary general-municipal/non-safety bargaining unit for the targeted employer (Census ID 162404) and that wage-setting provisions are applicable for comparator purposes.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
