state,municipality,municipality_id,census_gov_id,government_type,geography_type,population,already_in_corpus,scout_coverage_status,queue_status,verification_coverage_status,later_ingestion_status,canonical_overlap_status,successful_live_scout_count,successful_scout_run_ids,last_successful_scout_date,source_waves,live_backends,failed_connection_attempt_count,failed_connection_run_ids,connection_failure_accounting,candidate_rows_total,police_candidate_rows,fire_candidate_rows,non_safety_candidate_rows,other_candidate_rows,likely_triad_from_scout_rows,queued_for_later_verification_count,calibration_reviewed_candidate_count,verified_later_ingest_candidate_count,already_ingested_canonical_candidate_count,high_priority_queue_count,medium_priority_queue_count,low_priority_queue_count,hold_or_rejected_candidate_count,coverage_as_of,notes
GA,Lyons,cog_2025_124521,124521,municipal,place,4195,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Mableton,cog_2025_251616,251616,municipal,place,78000,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Macon-Bibb County,cog_2025_102163,102163,municipal,place,156512,no,scouted_no_candidates,scouted_no_candidates,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,1,all_2026-07-22_164144,2026-07-22,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,direct-sdk,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Madison,cog_2025_161942,161942,municipal,place,4964,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Manassas,cog_2025_207735,207735,municipal,place,62,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Manchester,cog_2025_102221,102221,municipal,place,3528,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Mansfield,cog_2025_124500,124500,municipal,place,469,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Marietta,cog_2025_161839,161839,municipal,place,62769,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Marshallville,cog_2025_161927,161927,municipal,place,987,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Martin,cog_2025_124511,124511,municipal,place,344,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Maxeys,cog_2025_207729,207729,municipal,place,216,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Maysville,cog_2025_124427,124427,municipal,place,2167,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,McCaysville,cog_2025_161867,161867,municipal,place,1169,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,McDonough,cog_2025_161903,161903,municipal,place,32138,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,McIntyre,cog_2025_162010,162010,municipal,place,565,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,McRae-Helena,cog_2025_211992,211992,municipal,place,4759,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Meansville,cog_2025_161954,161954,municipal,place,284,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Meigs,cog_2025_124519,124519,municipal,place,928,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Menlo,cog_2025_184809,184809,municipal,place,482,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Metter,cog_2025_207704,207704,municipal,place,3986,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Midville,cog_2025_161818,161818,municipal,place,381,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Midway,cog_2025_189854,189854,municipal,place,2253,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Milan,cog_2025_207736,207736,municipal,place,606,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Milledgeville,cog_2025_161801,161801,municipal,place,16486,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Millen,cog_2025_184821,184821,municipal,place,2960,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Milner,cog_2025_161919,161919,municipal,place,814,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Milton,cog_2025_219539,219539,municipal,place,41383,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Mitchell,cog_2025_184818,184818,municipal,place,158,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Molena,cog_2025_161955,161955,municipal,place,421,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Monroe,cog_2025_102253,102253,municipal,place,15929,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Montezuma,cog_2025_124495,124495,municipal,place,2898,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Monticello,cog_2025_124482,124482,municipal,place,2833,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Montrose,cog_2025_102215,102215,municipal,place,206,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Moreland,cog_2025_207711,207711,municipal,place,382,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Morgan,cog_2025_204211,204211,municipal,place,1800,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Morganton,cog_2025_124463,124463,municipal,place,297,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Morrow,cog_2025_124443,124443,municipal,place,6395,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Morven,cog_2025_124432,124432,municipal,place,514,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Moultrie,cog_2025_161844,161844,municipal,place,14565,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Mount Airy,cog_2025_124474,124474,municipal,place,1472,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Mount Vernon,cog_2025_204223,204223,municipal,place,1975,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Mount Zion,cog_2025_124436,124436,municipal,place,2022,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Mountain City,cog_2025_161959,161959,municipal,place,939,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Mountain Park,cog_2025_124466,124466,municipal,place,572,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Mulberry,cog_2025_252769,252769,municipal,place,41000,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Nahunta,cog_2025_184807,184807,municipal,place,1028,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Nashville,cog_2025_161810,161810,municipal,place,4945,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Nelson,cog_2025_161952,161952,municipal,place,1168,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Newborn,cog_2025_211669,211669,municipal,place,731,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Newington,cog_2025_124509,124509,municipal,place,295,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Newnan,cog_2025_207712,207712,municipal,place,44940,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Newton,cog_2025_102160,102160,municipal,place,569,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Nicholls,cog_2025_124450,124450,municipal,place,2896,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Nicholson,cog_2025_102211,102211,municipal,place,1878,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Norcross,cog_2025_124472,124472,municipal,place,18043,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Norman Park,cog_2025_161845,161845,municipal,place,975,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,North High Shoals,cog_2025_161948,161948,municipal,place,546,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Norwood,cog_2025_161997,161997,municipal,place,190,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Nunez,cog_2025_161861,161861,municipal,place,132,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Oak Park,cog_2025_102191,102191,municipal,place,510,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Oakwood,cog_2025_161895,161895,municipal,place,6412,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Ochlocknee,cog_2025_193170,193170,municipal,place,673,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Ocilla,cog_2025_102209,102209,municipal,place,2949,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Oconee,cog_2025_124525,124525,municipal,place,184,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Odum,cog_2025_162001,162001,municipal,place,484,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Offerman,cog_2025_192000,192000,municipal,place,460,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Oglethorpe,cog_2025_193165,193165,municipal,place,953,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Oliver,cog_2025_161965,161965,municipal,place,218,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Omega,cog_2025_161982,161982,municipal,place,1320,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Orchard Hill,cog_2025_161968,161968,municipal,place,233,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Oxford,cog_2025_201571,201571,municipal,place,2294,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Palmetto,cog_2025_161877,161877,municipal,place,5021,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Parrott,cog_2025_161980,161980,municipal,place,106,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Patterson,cog_2025_207731,207731,municipal,place,773,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Pavo,cog_2025_102245,102245,municipal,place,607,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Peachtree City,cog_2025_161868,161868,municipal,place,40193,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Peachtree Corners,cog_2025_235964,235964,municipal,place,42136,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Pearson,cog_2025_161800,161800,municipal,place,1825,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Pelham,cog_2025_102222,102222,municipal,place,3432,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Pembroke,cog_2025_193156,193156,municipal,place,2839,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Pendergrass,cog_2025_161908,161908,municipal,place,1805,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
GA,Perry,cog_2025_124480,124480,municipal,place,24029,no,not_scouted,not_scouted,not_verified,no_candidate_for_ingestion,not_already_ingested_canonical,0,,,,,0,,none,0,0,0,0,0,no,0,0,0,0,0,0,0,0,2026-07-23,"Scout coverage records source-discovery execution only. Calibration, verification, ingestion, canonical overlap, and codification remain separate."
