pa_batch_id,pa_runner_shard_id,pa_priority_rank,state,municipality,municipality_id,census_gov_id,government_name,government_type,geography_type,population,population_year,county_relationship_count,multi_county_flag,county_context_summary,batching_county_geoid,batching_county_name,already_scouted,scout_positive_status,already_in_corpus,already_in_city_coverage,government_website_available,pa_priority_score,pa_priority_tier,selection_reason,expected_units_to_search,verification_notes,recommended_scout_status
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-033,815,PA,Bechtelsville,cog_2025_209231,209231,BOROUGH OF BECHTELSVILLE,municipal,place,874,2023,1,no,Berks County [42011; county; government-units-primary=yes; basis=2020_place_by_county],42011,Berks County,no,not_scouted,no,no,yes,38,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=38): population band under 2,000; Census political type borough; Government Units record supplies an official website; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-033,816,PA,Rutledge,cog_2025_173938,173938,BOROUGH OF RUTLEDGE,municipal,place,778,2023,1,no,Delaware County [42045; county; government-units-primary=yes; basis=2020_place_by_county],42045,Delaware County,no,not_scouted,no,no,yes,38,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=38): population band under 2,000; Census political type borough; Government Units record supplies an official website; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-033,817,PA,Adams,cog_2025_193998,193998,TOWNSHIP OF ADAMS,township,county_subdivision,15603,2023,1,no,Butler County [42019; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42019,Butler County,no,not_scouted,no,no,no,35,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=35): population band 10,000-24,999; Census political type township; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-033,818,PA,Taylor,cog_2025_133683,133683,TOWNSHIP OF TAYLOR,township,county_subdivision,2247,2023,1,no,Blair County [42013; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42013,Blair County,no,not_scouted,no,no,no,35,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=35): population band 2,000-4,999; Census political type township; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality; shares county context with a prior likely-triad scout result. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-033,819,PA,Carroll Valley,cog_2025_194870,194870,BOROUGH OF CARROLL VALLEY,municipal,place,4004,2023,1,no,Adams County [42001; county; government-units-primary=yes; basis=2020_place_by_county],42001,Adams County,no,not_scouted,no,no,yes,33,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=33): population band 2,000-4,999; Census political type borough; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-033,820,PA,Centerville,cog_2025_133622,133622,BOROUGH OF CENTERVILLE,municipal,place,3222,2023,1,no,Washington County [42125; county; government-units-primary=yes; basis=2020_place_by_county],42125,Washington County,no,not_scouted,no,no,yes,33,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=33): population band 2,000-4,999; Census political type borough; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-033,821,PA,Myerstown,cog_2025_174013,174013,BOROUGH OF MYERSTOWN,municipal,place,3109,2023,1,no,Lebanon County [42075; county; government-units-primary=yes; basis=2020_place_by_county],42075,Lebanon County,no,not_scouted,no,no,no,33,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=33): population band 2,000-4,999; Census political type borough; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-033,822,PA,Philipsburg,cog_2025_173875,173875,BOROUGH OF PHILIPSBURG,municipal,place,2710,2023,1,no,Centre County [42027; county; government-units-primary=yes; basis=2020_place_by_county],42027,Centre County,no,not_scouted,no,no,no,33,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=33): population band 2,000-4,999; Census political type borough; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-033,823,PA,Union,cog_2025_174549,174549,TOWNSHIP OF UNION,township,county_subdivision,4883,2023,1,no,Lawrence County [42073; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42073,Lawrence County,no,not_scouted,no,no,no,30,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=30): population band 2,000-4,999; Census political type township; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-033,824,PA,Franklin,cog_2025_209324,209324,TOWNSHIP OF FRANKLIN,township,county_subdivision,4404,2023,1,no,Carbon County [42025; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42025,Carbon County,no,not_scouted,no,no,yes,30,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=30): population band 2,000-4,999; Census political type township; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-033,825,PA,Pine Grove,cog_2025_133868,133868,TOWNSHIP OF PINE GROVE,township,county_subdivision,4065,2023,1,no,Schuylkill County [42107; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42107,Schuylkill County,no,not_scouted,no,no,yes,30,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=30): population band 2,000-4,999; Census political type township; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-034,826,PA,Point,cog_2025_133856,133856,TOWNSHIP OF POINT,township,county_subdivision,3792,2023,1,no,Northumberland County [42097; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42097,Northumberland County,no,not_scouted,no,no,yes,30,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=30): population band 2,000-4,999; Census political type township; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-034,827,PA,Hempfield,cog_2025_209394,209394,TOWNSHIP OF HEMPFIELD,township,county_subdivision,3651,2023,1,no,Mercer County [42085; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42085,Mercer County,no,not_scouted,no,no,yes,30,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=30): population band 2,000-4,999; Census political type township; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-034,828,PA,Saltlick,cog_2025_174457,174457,TOWNSHIP OF SALTLICK,township,county_subdivision,2938,2023,1,no,Fayette County [42051; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42051,Fayette County,no,not_scouted,no,no,yes,30,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=30): population band 2,000-4,999; Census political type township; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-034,829,PA,Shohola,cog_2025_112269,112269,TOWNSHIP OF SHOHOLA,township,county_subdivision,2609,2023,1,no,Pike County [42103; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42103,Pike County,no,not_scouted,no,no,yes,30,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=30): population band 2,000-4,999; Census political type township; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-034,830,PA,Lewistown,cog_2025_174052,174052,BOROUGH OF LEWISTOWN,municipal,place,8418,2023,1,no,Mifflin County [42087; county; government-units-primary=yes; basis=2020_place_by_county],42087,Mifflin County,no,not_scouted,no,no,no,28,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=28): population band 5,000-9,999; Census political type borough; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-034,831,PA,Orrstown,cog_2025_173963,173963,BOROUGH OF ORRSTOWN,municipal,place,213,2023,1,no,Franklin County [42055; county; government-units-primary=yes; basis=2020_place_by_county],42055,Franklin County,no,not_scouted,no,no,no,28,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=28): population band under 2,000; Census political type borough; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality; shares county context with a prior likely-triad scout result. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-034,832,PA,Winterstown,cog_2025_193989,193989,BOROUGH OF WINTERSTOWN,municipal,place,608,2023,1,no,York County [42133; county; government-units-primary=yes; basis=2020_place_by_county],42133,York County,no,not_scouted,no,no,yes,43,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=43): population band under 2,000; Census political type borough; Government Units record supplies an official website; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality; shares county context with a prior likely-triad scout result. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-034,833,PA,West Caln,cog_2025_194899,194899,TOWNSHIP OF WEST CALN,township,county_subdivision,8951,2023,1,no,Chester County [42029; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42029,Chester County,no,not_scouted,no,no,yes,40,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=40): population band 5,000-9,999; Census political type township; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-034,834,PA,Bedminster,cog_2025_174277,174277,TOWNSHIP OF BEDMINSTER,township,county_subdivision,7485,2023,1,no,Bucks County [42017; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42017,Bucks County,no,not_scouted,no,no,yes,40,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=40): population band 5,000-9,999; Census political type township; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-034,835,PA,Earl,cog_2025_174532,174532,TOWNSHIP OF EARL,township,county_subdivision,7148,2023,1,no,Lancaster County [42071; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42071,Lancaster County,no,not_scouted,no,no,no,40,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=40): population band 5,000-9,999; Census political type township; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-034,836,PA,Sewickley,cog_2025_112311,112311,TOWNSHIP OF SEWICKLEY,township,county_subdivision,5569,2023,1,no,Westmoreland County [42129; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42129,Westmoreland County,no,not_scouted,no,no,yes,40,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=40): population band 5,000-9,999; Census political type township; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-034,837,PA,Ross,cog_2025_112245,112245,TOWNSHIP OF ROSS,township,county_subdivision,5459,2023,1,no,Monroe County [42089; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42089,Monroe County,no,not_scouted,no,no,yes,40,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=40): population band 5,000-9,999; Census political type township; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-034,838,PA,North Sewickley,cog_2025_133665,133665,TOWNSHIP OF NORTH SEWICKLEY,township,county_subdivision,5432,2023,1,no,Beaver County [42007; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42007,Beaver County,no,not_scouted,no,no,yes,40,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=40): population band 5,000-9,999; Census political type township; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-034,839,PA,Williams,cog_2025_174431,174431,TOWNSHIP OF WILLIAMS,township,county_subdivision,1056,2023,1,no,Dauphin County [42043; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42043,Dauphin County,no,not_scouted,no,no,yes,40,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=40): population band under 2,000; Census political type township; Government Units record supplies an official website; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality; shares county context with a prior likely-triad scout result. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-034,840,PA,Brady,cog_2025_205315,205315,TOWNSHIP OF BRADY,township,county_subdivision,494,2023,1,no,Lycoming County [42081; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42081,Lycoming County,no,not_scouted,no,no,yes,40,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=40): population band under 2,000; Census political type township; Government Units record supplies an official website; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality; shares county context with a prior likely-triad scout result. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-034,841,PA,Westmont,cog_2025_173867,173867,BOROUGH OF WESTMONT,municipal,place,4825,2023,1,no,Cambria County [42021; county; government-units-primary=yes; basis=2020_place_by_county],42021,Cambria County,no,not_scouted,no,no,no,38,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=38): population band 2,000-4,999; Census political type borough; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality; shares county context with a prior likely-triad scout result. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B009,PA-FULL-2026-07-16-RUN-034,842,PA,Jessup,cog_2025_173998,173998,BOROUGH OF JESSUP,municipal,place,4488,2023,1,no,Lackawanna County [42069; county; government-units-primary=yes; basis=2020_place_by_county],42069,Lackawanna County,no,not_scouted,no,no,no,38,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=38): population band 2,000-4,999; Census political type borough; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality; shares county context with a prior likely-triad scout result. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
