wave_id,priority_rank,state,municipality,municipality_id,census_gov_id,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,already_scouted,scout_positive_status,already_in_corpus,selection_bucket,selection_reason,claim_or_source_need_connection,expected_units_to_search,verification_notes,recommended_scout_status
NWMS-2026-07-16-02,36,TX,El Paso,cog_2025_176118,176118,CITY OF EL PASO,municipal,place,678958,1,no,El Paso County [48141; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a large government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-02,37,TX,Arlington,cog_2025_194811,194811,CITY OF ARLINGTON,municipal,place,398431,1,no,Tarrant County [48439; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a large government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-02,38,TX,Corpus Christi,cog_2025_176325,176325,CITY OF CORPUS CHRISTI,municipal,place,316595,4,yes,Aransas County [48007; county; government-units-primary=no; basis=2020_place_by_county] | Kleberg County [48273; county; government-units-primary=no; basis=2020_place_by_county] | Nueces County [48355; county; government-units-primary=yes; basis=2020_place_by_county] | San Patricio County [48409; county; government-units-primary=no; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a large government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified. Retain every county relationship shown in county_context_summary; do not use a primary-county shortcut.",ready_for_scout
NWMS-2026-07-16-02,39,FL,Jacksonville,cog_2025_101942,101942,CITY OF JACKSONVILLE,municipal,place,985843,1,no,Duval County [12031; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a large government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-02,40,FL,Miami,cog_2025_194757,194757,CITY OF MIAMI,municipal,place,455924,1,no,Miami-Dade County [12086; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a large government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-02,41,FL,Tampa,cog_2025_161633,161633,CITY OF TAMPA,municipal,place,403364,1,no,Hillsborough County [12057; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a large government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-02,42,FL,Orlando,cog_2025_161665,161665,CITY OF ORLANDO,municipal,place,320742,1,no,Orange County [12095; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a large government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-02,43,FL,Tallahassee,cog_2025_161650,161650,CITY OF TALLAHASSEE,municipal,place,202221,1,no,Leon County [12073; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a mid-sized government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-02,44,FL,St. Petersburg,cog_2025_161693,161693,CITY OF ST PETERSBURG,municipal,place,263553,1,no,Pinellas County [12103; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a large government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-02,45,NC,Charlotte,cog_2025_194726,194726,CITY OF CHARLOTTE,municipal,place,911311,1,no,Mecklenburg County [37119; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a large government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-02,46,NC,Raleigh,cog_2025_171305,171305,CITY OF RALEIGH,municipal,place,482295,2,yes,Durham County [37063; county; government-units-primary=no; basis=2020_place_by_county] | Wake County [37183; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a large government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified. Retain every county relationship shown in county_context_summary; do not use a primary-county shortcut.",ready_for_scout
NWMS-2026-07-16-02,47,NC,Greensboro,cog_2025_171207,171207,CITY OF GREENSBORO,municipal,place,302296,1,no,Guilford County [37081; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a large government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-02,48,NC,Durham,cog_2025_208963,208963,CITY OF DURHAM,municipal,place,296186,3,yes,Durham County [37063; county; government-units-primary=yes; basis=2020_place_by_county] | Orange County [37135; county; government-units-primary=no; basis=2020_place_by_county] | Wake County [37183; county; government-units-primary=no; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a large government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified. Retain every county relationship shown in county_context_summary; do not use a primary-county shortcut.",ready_for_scout
NWMS-2026-07-16-02,49,NC,Winston-Salem,cog_2025_194744,194744,CITY OF WINSTON-SALEM,municipal,place,252975,1,no,Forsyth County [37067; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a large government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-02,50,NC,Asheville,cog_2025_171149,171149,CITY OF ASHEVILLE,municipal,place,95056,1,no,Buncombe County [37021; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a mid-sized government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-03,51,TN,Nashville-Davidson County,cog_2025_175728,175728,METROPOLITAN GOVERNMENT OF NASHVILLE-DAVIDSON COUNTY,municipal,place,687788,1,no,Davidson County [47037; county; government-units-primary=yes; basis=2025_government_units_primary_county_supplement],no,not_scouted,no,institutional_regime_contrast,"Selected as a large government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-03,52,TN,Memphis,cog_2025_175826,175826,CITY OF MEMPHIS,municipal,place,618639,1,no,Shelby County [47157; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a large government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-03,53,TN,Knoxville,cog_2025_175780,175780,CITY OF KNOXVILLE,municipal,place,198162,1,no,Knox County [47093; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a mid-sized government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-03,54,TN,Chattanooga,cog_2025_191559,191559,CITY OF CHATTANOOGA,municipal,place,187030,1,no,Hamilton County [47065; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a mid-sized government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-03,55,TN,Clarksville,cog_2025_184266,184266,CITY OF CLARKSVILLE,municipal,place,180716,1,no,Montgomery County [47125; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a mid-sized government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-03,56,WI,Milwaukee,cog_2025_136562,136562,CITY OF MILWAUKEE,municipal,place,561385,3,yes,Milwaukee County [55079; county; government-units-primary=yes; basis=2020_place_by_county] | Washington County [55131; county; government-units-primary=no; basis=2020_place_by_county] | Waukesha County [55133; county; government-units-primary=no; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a large government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified. Retain every county relationship shown in county_context_summary; do not use a primary-county shortcut.",ready_for_scout
NWMS-2026-07-16-03,57,WI,Green Bay,cog_2025_177090,177090,CITY OF GREEN BAY,municipal,place,105744,1,no,Brown County [55009; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a mid-sized government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-03,58,WI,Racine,cog_2025_177216,177216,CITY OF RACINE,municipal,place,76602,1,no,Racine County [55101; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a mid-sized government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-03,59,WI,Kenosha,cog_2025_177163,177163,CITY OF KENOSHA,municipal,place,98211,1,no,Kenosha County [55059; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a mid-sized government for specialized or uneven safety-versus-non-safety bargaining-pathway contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-03,60,NV,Las Vegas,cog_2025_169988,169988,CITY OF LAS VEGAS,municipal,place,660929,1,no,Clark County [32003; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a large government for formal-impasse/arbitration distinction and comparator-source contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-06; CLM-2026-07-12-07; H2; H5,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-03,61,NV,Reno,cog_2025_169993,169993,CITY OF RENO,municipal,place,274915,1,no,Washoe County [32031; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a large government for formal-impasse/arbitration distinction and comparator-source contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-06; CLM-2026-07-12-07; H2; H5,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-03,62,NV,Carson,cog_2025_194943,194943,CITY OF CARSON CITY,municipal,place,58036,1,no,Carson City [32510; independent_city; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,institutional_regime_contrast,"Selected as a small government for formal-impasse/arbitration distinction and comparator-source contrast; the classification is a source-planning hypothesis to verify, not a legal finding.",CLM-2026-07-12-06; CLM-2026-07-12-07; H2; H5,"police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available; if no ordinary non-safety CBA exists, locate the authoritative wage-setting pathway","After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified. Confirm that the government actually has paid public-safety bargaining units; universe inclusion alone does not prove unit availability.",ready_for_scout
NWMS-2026-07-16-03,63,NJ,Edison,cog_2025_170312,170312,TOWNSHIP OF EDISON,township,county_subdivision,106836,1,no,Middlesex County [34023; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified. Use the PERC employer index as a verification route, but do not treat an index entry or decision synopsis as the CBA itself. Confirm the township government—not a same-name city, county, school district, or statistical place—is the employer.",ready_for_scout
NWMS-2026-07-16-03,64,NJ,Woodbridge,cog_2025_130897,130897,TOWNSHIP OF WOODBRIDGE,township,county_subdivision,103194,1,no,Middlesex County [34023; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified. Use the PERC employer index as a verification route, but do not treat an index entry or decision synopsis as the CBA itself. Confirm the township government—not a same-name city, county, school district, or statistical place—is the employer.",ready_for_scout
NWMS-2026-07-16-03,65,NJ,Lakewood,cog_2025_208783,208783,TOWNSHIP OF LAKEWOOD,township,county_subdivision,139866,1,no,Ocean County [34029; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified. Use the PERC employer index as a verification route, but do not treat an index entry or decision synopsis as the CBA itself. Confirm the township government—not a same-name city, county, school district, or statistical place—is the employer.",ready_for_scout
NWMS-2026-07-16-03,66,NJ,Hoboken,cog_2025_130839,130839,CITY OF HOBOKEN,municipal,place,57010,1,no,Hudson County [34017; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a small within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified. Use the PERC employer index as a verification route, but do not treat an index entry or decision synopsis as the CBA itself. Confirm that the government actually has paid public-safety bargaining units; universe inclusion alone does not prove unit availability.",ready_for_scout
NWMS-2026-07-16-03,67,NJ,Atlantic City,cog_2025_130810,130810,CITY OF ATLANTIC CITY,municipal,place,38464,1,no,Atlantic County [34001; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a small within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified. Use the PERC employer index as a verification route, but do not treat an index entry or decision synopsis as the CBA itself. Confirm that the government actually has paid public-safety bargaining units; universe inclusion alone does not prove unit availability.",ready_for_scout
