municipality,state,municipality_id,unit_type,document_title,union_name,employer,contract_years,source_url,source_owner_type,document_type,document_completeness,comparator_role,wrong_employer_risk,context_only_flag,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,why_relevant,confidence,candidate_stage,needs_verification_reason,scout_stage_status,verification_priority,verification_notes
North Chicago,IL,cog_2025_124968,police,"Collective Bargaining Agreement between Illinois Council of Police and City of North Chicago representing City of North Chicago Patrol Officers May 1, 2021 through April 30, 2026",Illinois Council of Police,City of North Chicago,2021-2026,https://www.northchicago.org/vertical/Sites/%7B52959CF2-969E-41D9-A9CF-CF0A11D0BEA9%7D/uploads/ICOPS_21_26.pdf,city,cba,unclear,safety_target,possible,no,index_or_snippet_only,no_anchor_supplied,none,yes,"Contract dates appear in the document title/snippet (May 1, 2021 through April 30, 2026), but the PDF text was not retrievable via tool extraction during this scout.","Direct municipal police CBA source for CITY OF NORTH CHICAGO with operative period clearly shown in the document title/snippet, suitable for police-cycle matched-comparison repair scouting.",medium,qualifying_candidate,"Verify exact employer text on cover/title page matches CITY OF NORTH CHICAGO (Census government ID 124968), confirm unit identity is sworn patrol officers / police bargaining unit, and confirm operative start/end dates (May 1, 2021 through Apr 30, 2026) in readable text.",unverified_scout_candidate,medium,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
North Chicago,IL,cog_2025_124968,fire,"Agreement between City of North Chicago, Illinois and North Chicago Fire Fighters (IAFF CBA) 2018-2023",North Chicago Fire Fighters (IAFF),City of North Chicago,2018-2023,https://www.northchicago.org/vertical/sites/%7B52959CF2-969E-41D9-A9CF-CF0A11D0BEA9%7D/uploads/IAFF_CBA_2018-2023.pdf,city,cba,unclear,safety_target,possible,no,index_or_snippet_only,no_anchor_supplied,none,yes,"Contract years are suggested by the document filename/title in search results (2018-2023), but the PDF text was not retrievable via tool extraction during this scout.",Direct municipal fire CBA source for CITY OF NORTH CHICAGO for fire-cycle coverage in the 2014-2024 window (subject to verification).,medium,qualifying_candidate,"Verify exact employer text on cover/title page matches CITY OF NORTH CHICAGO (Census government ID 124968), confirm fire fighter bargaining unit identity, and confirm operative period years in readable document text.",unverified_scout_candidate,medium,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
North Chicago,IL,cog_2025_124968,non_safety,"Agreement between City of North Chicago, Illinois and SEIU Local 73 (2022 – 2025)",SEIU Local 73,City of North Chicago,2022-2025,https://northchicago.org/Documents/Departments/Human%20Resources/North_Chicago_and_SEIU_2022_-_2025_-_signed_%2800731567xC010D%29.pdf?t=202602041109300,city,memorandum_or_settlement,full_document,ordinary_non_safety_comparator,possible,no,cover_or_title,no_anchor_supplied,none,no,"Operative period evidenced in the document title (2022 – 2025) and includes wage/salary schedule appendices with pay-period dates (e.g., May 1, 2022 through April 30, 2023; also May 1, 2023–Apr 30, 2024; May 1, 2024–Apr 30, 2025).","Potential ordinary non-safety municipal bargaining/wage schedule material for CITY OF NORTH CHICAGO in a 2014-2024 overlapping window (2022-2025), useful as the requested non-safety comparator.",medium,qualifying_candidate,Verify that SEIU Local 73 bargaining unit here is ordinary/general municipal non-safety (not a police or fire unit) and confirm it is the CITY OF NORTH CHICAGO unit tied to Census government ID 124968; also confirm the document is the binding wage-setting agreement for the unit (not only a clarification/side MOA).,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Highland Park,IL,cog_2025_124967,police,Interest Arbitration — Patrol Unit (City of Highland Park and Illinois Council of Police),Illinois Council of Police,"City of Highland Park, Illinois",2013-2015,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/highlandpark.pdf,state_labor_board,arbitration_award,full_document,safety_target,possible,no,cover_or_title; other_operative_text,no_anchor_supplied,none,no,"Interest arbitration award includes wage-increase effective dates including 1/1/13, 1/1/14, 1/1/15, and 7/1/15, consistent with an agreement term spanning 2013-2015.",Public interest arbitration award setting terms for the Patrol Unit; provides wage-setting/impasse mechanism material within a police safety unit.,medium,qualifying_candidate,Confirm the represented bargaining unit corresponds to the municipal police bargaining unit for CITY OF HIGHLAND PARK (Census ID 124967) and that the award is for the same City employer (not a similarly named entity).,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Highland Park,IL,cog_2025_124967,police,"Agreement between THE CITY OF HIGHLAND PARK, ILLINOIS and ILLINOIS COUNCIL OF POLICE (January 1, 2022 – December 31, 2024)",Illinois Council of Police,"City of Highland Park, Illinois",2022-2024,https://icops.org/wp-content/uploads/Highland-Park-Patrol-Exp.-12-31-24.pdf,union,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Contract term visible on document: January 1, 2022 – December 31, 2024.","Police CBA with operative wage-setting terms for 2022-2024, useful for a matched comparison across overlapping 2014-2024 safety cycles.",medium,qualifying_candidate,Verify that the agreement is specifically for the CITY OF HIGHLAND PARK (IL) and not another Highland Park; confirm bargaining unit identity matches sworn police/proper patrol unit and matches Census ID 124967.,unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Highland Park,IL,cog_2025_124967,fire,"Fire - IAFF CBA 2016-2018 (Agreement between CITY OF HIGHLAND PARK, ILLINOIS and Highland Park Fire Fighters Association, Local 822, IAFF)","Highland Park Fire Fighters Association, Local 822 (International Association of Fire Fighters)","City of Highland Park, Illinois",2016-2018,https://cms6.revize.com/revize/highlandparkil/government/city_departments/city_manager_s_office/human_resources/docs/Fire%20-%20%20%20IAFF%20CBA%202016-2018.pdf,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Contract term visible on document: January 1, 2016 through December 31, 2018.",Firefighters CBA providing an overlapping 2014-2024 safety cycle comparator.,medium,qualifying_candidate,"Confirm the represented employer is the IL city government (not a similarly named entity), and confirm Local 822 represents Highland Park firefighters for this employer and the operative period matches 2016-2018 wage-setting provisions.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Highland Park,IL,cog_2025_124967,non_safety,"Collective Bargaining Agreement (International Union of Operating Engineers, Local 150) January 1, 2019 THROUGH December 31, 2021","International Union of Operating Engineers, Local 150","City of Highland Park, Illinois",2019-2021,https://cms6.revize.com/revize/highlandparkil/government/city_departments/city_manager_s_office/human_resources/docs/2019-2021%20Local%20150%20CBA.pdf,city,cba,full_document,ordinary_non_safety_comparator,possible,no,cover_or_title,no_anchor_supplied,none,no,"Contract term visible on document cover: January 1, 2019 through December 31, 2021. Unit is ordinary/public-works-type classifications (non-safety) per included classifications section.",Non-safety general municipal CBA cycle that can serve as an ordinary-civilian wage-setting comparator overlapping the 2014-2024 window.,medium,qualifying_candidate,Verify that the Local 150 bargaining unit is an ordinary municipal/civilian (non-safety) unit for the same CITY OF HIGHLAND PARK and matches Census ID 124967; confirm included classifications are not safety (police/fire) and that wage-setting is in-scope.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Batavia,IL,cog_2025_207811,police,FOP Patrol 2022-2024 Contract,Illinois Fraternal Order of Police (Officers) — Lodge #224 (Patrol),City of Batavia (Police Department),2022-2024,https://www.bataviail.gov/DocumentCenter/View/5594/FOP-Patrol-2022-2024-Contract,city,cba,index_or_landing_page,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Police CBA title indicates 2022-2024. Anchor cycle not supplied, so overlap cannot be assessed beyond being within the 2014-2024 window.",Police wage-setting comparator within 2014-2024 window for safety-target matching/repair steps.,medium,qualifying_candidate,Scout-stage lead: verify that the document is executed/operative for the CITY OF BATAVIA bargaining unit corresponding to Census government ID 207811 and that the employer name is explicitly the City (not another entity).,unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Batavia,IL,cog_2025_207811,fire,"Agreement between the City of Batavia and IAFF Local #3436 (January 1, 2018 through December 31, 2020)",International Association of Firefighters — Local #3436 (IAFF),City of Batavia (Fire Department),2018-2020,https://www.bataviail.gov/AgendaCenter/ViewFile/Agenda/_04022018-1173?packet=true,city,cba,blocked_or_unreadable,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,yes,"Visible snippet indicates a full agreement covering 2018-2020, but the document fetch failed during scouting; treat year/unit evidence as unverified until the packet contents are successfully retrieved and confirmed as binding/operative wage-setting terms.",Fire (IAFF) safety wage-setting cycle candidate that falls inside 2014-2024.,low,insufficient_candidate,Fetch error occurred while inspecting; must verify (1) CITY OF BATAVIA employer identity and (2) executed/binding status and (3) that the agreement is indeed the operative wage-setting CBA for IAFF Local #3436.,unverified_scout_candidate,low,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Batavia,IL,cog_2025_207811,non_safety,"Agreement between City of Batavia and I.B.E.W. Local #196 (Street) — January 1, 2022 to December 31, 2024 (Exhibit 1 within agenda packet/attachment)",International Brotherhood of Electrical Workers (I.B.E.W.) — Local #196,City of Batavia (Public Works — Streets Division),2022-2024,https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/5349/COB/5614491/Mar_21__2022____Posted_Mar_18__2022_2-49_PM.pdf,city,cba,partial_document,ordinary_non_safety_comparator,possible,no,duration_clause,no_anchor_supplied,none,no,"Duration text in Exhibit agreement states EFFECTIVE JANUARY 1, 2022 TO DECEMBER 31, 2024. Anchor cycle not supplied, so overlap cannot be assessed beyond being within the 2014-2024 window.",Ordinary general-municipal non-safety CBA candidate within 2014-2024 window for comparator repair steps.,medium,qualifying_candidate,Scout-stage lead: verify that the IBEW Street bargaining unit is ordinary/non-safety municipal employment (not safety) and that the wage-setting terms are included in the exhibit and correspond to the City of Batavia (Census ID 207811).,unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Edwardsville,IL,cog_2025_162513,police,IL FOP Labor Council and City of Edwardsville — Patrol Officers and Sergeants,Fraternal Order of Police (IL FOP Labor Council),CITY OF EDWARDSVILLE,"May 1, 2024 – April 30, 2027",https://cityofedwardsville.com/DocumentCenter/View/3353/Police-Department-Patrol-Officer-and-Sergeants-2024-2027,city,cba,partial_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Years are visible on the document cover as May 1, 2024 – April 30, 2027. No anchor cycle was supplied, so overlap_with_anchor_cycle is marked no_anchor_supplied.",Direct city-hosted police CBA for Patrol Officers and Sergeants with visible 2024–2027 term (within the requested 2014–2024 window at least insofar as it begins in 2024).,medium,qualifying_candidate,"Extraction of internal operative text was not available in this scout run; must verify (a) CITY OF EDWARDSVILLE as signatory/employer on the agreement’s operative pages, and (b) bargaining unit scope matches sworn patrol officers/sergeants for the police bargaining unit.",unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Edwardsville,IL,cog_2025_162513,fire,Fire Department Firefighter/EMS 2024-2027,unknown,CITY OF EDWARDSVILLE,unclear,https://cityofedwardsville.com/DocumentCenter/View/3209/Fire-Department-FirefighterEMS-2024-2027,city,cba,blocked_or_unreadable,safety_target,possible,no,index_or_snippet_only,no_anchor_supplied,none,yes,"The city labor contracts index lists a Fire Department Firefighter/EMS agreement for 2024–2027, but the underlying PDF could not be fetched/inspected in this scout run (fetch returned an error). Contract years are therefore not confirmed from the document cover/title or operative duration clause.","Potential city-hosted fire CBA that is plausibly time-adjacent to the requested 2014–2024 overlap period (starts in 2024), but it is not inspectable in this run.",low,insufficient_candidate,"Must verify the PDF loads successfully; then confirm signatory employer is CITY OF EDWARDSVILLE, confirm it is a fire bargaining unit (firefighters/fire-EMS), and extract visible operative years (cover/title/duration).",unverified_scout_candidate,low,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Edwardsville,IL,cog_2025_162513,non_safety,"Collective Bargaining Agreement Between City of Edwardsville and Laborers’ International Union of North America Local 397 of Edwardsville, Illinois and Vicinity — on Behalf of the Employees of the City Clerk’s and Collector’s Offices",Laborers’ International Union of North America Local 397,CITY OF EDWARDSVILLE,2018-2021,https://www.cityofedwardsville.com/DocumentCenter/View/528,city,cba,partial_document,ordinary_non_safety_comparator,possible,no,cover_or_title,no_anchor_supplied,none,no,"Years are visible on the cover as 2018-2021. This is ordinary/non-safety municipal labor (city clerk/collector offices) rather than police or fire, matching the non_safety comparator role. No anchor cycle was supplied, so overlap_with_anchor_cycle is marked no_anchor_supplied.","A non-safety municipal CBA within 2014–2024 time range, useful as an ordinary/general-municipal comparator against safety (police/fire) CBA wage-setting cycles.",medium,qualifying_candidate,"Internal bargaining-unit/job-class scope and wage-setting provisions must be verified on operative pages (scout screenshots only confirm cover/title and 2018–2021 term). Also must verify this is not a special-district or non-city employer arrangement, and confirm the bargaining unit is within CITY OF EDWARDSVILLE payroll.",unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Belvidere,IL,cog_2025_162180,police,The FOP Belvidere Lodge No. 245 (Patrol) 2022-2026,Fraternal Order of Police (FOP) Belvidere Lodge No. 245,CITY OF BELVIDERE,2022-2026,https://www.belvidereil.gov/wp-content/uploads/2023/09/BPD_Patrol_FOP_2022-2026.pdf,city,cba,unclear,safety_target,possible,no,cover_or_title,overlap,none,no,"Returned as overlap-qualifying because filename/title indicates a May 1, 2022 - April 30, 2026 term, which overlaps the requested 2014-2024 window. Exact operative dates and scope (and any wage/impasse mechanism language) were not visibly extractable in this scout-stage tool output (PDF text extraction returned 0 lines).",Belvidere municipal police bargaining document from the CITY OF BELVIDERE official agreements page; overlaps 2014-2024 timeframe.,medium,qualifying_candidate,"Confirm (1) the document is executed/collective bargaining agreement for CITY OF BELVIDERE police unit, (2) the unit corresponds to sworn patrol officers (not detectives/command/etc.), (3) the term dates exactly match the document body, (4) arbitration/factfinding/impasse or wage-setting mechanisms if needed for the repair.",unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Belvidere,IL,cog_2025_162180,fire,International Association of Fire Fighters Local #1569 AFL-CIO-CLC 2022-2026,International Association of Fire Fighters (IAFF) Local #1569 AFL-CIO-CLC,CITY OF BELVIDERE,2022-2026,https://www.belvidereil.gov/wp-content/uploads/2023/09/2022-22_A_Resolution_Authorizing_The_Mayor_To_Execute_And_The_Clerk_To_Attest_A_Collective_Bargaining_Agreement_With_The_International_Association_Of_Fire_Fighters_Local_1569_AFL-CIO-CLC_2022-2026-1.pdf,city,cba,full_document,safety_target,possible,no,cover_or_title,overlap,none,no,"Term evidence is visible in the document header/title pages: May 19, 2022 through April 30, 2026. The scout-stage snippet shows an explicit 'Impasse Resolution' clause providing that disputed items are referred to a three-person arbitration board after mediation (Illinois Public Labor Relations Act references), indicating a wage/contract impasse mechanism is present in this safety CBA.",Belvidere municipal fire firefighters CBA from the CITY OF BELVIDERE official agreements publication; overlaps 2014-2024 and contains a documented impasse/arbitration mechanism section.,high,qualifying_candidate,Confirm the bargaining unit is the City’s firefighting unit (IAFF Local #1569) and not limited/excluding categories; verify the exact arbitration/impasse mechanism operative steps and whether wage-setting is included as part of the arbitration scope.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Belvidere,IL,cog_2025_162180,non_safety,IUOE Local (Public Works) 2022-2026,International Union of Operating Engineers (IUOE) Local (Public Works),CITY OF BELVIDERE,2022-2026,https://www.belvidereil.gov/wp-content/uploads/2023/09/IUOE_2022_2026.pdf,city,cba,unclear,ordinary_non_safety_comparator,possible,no,cover_or_title,overlap,none,no,"Returned as overlap-qualifying because filename/title indicates a May 1, 2022 - April 30, 2026 term, overlapping 2014-2024. Exact operative dates and unit coverage were not visibly extractable in this scout-stage tool output (PDF text extraction returned 0 lines).",Provides a non-safety municipal CBA for Belvidere that overlaps the requested 2014-2024 window.,medium,qualifying_candidate,Verify this is a CITY OF BELVIDERE non-safety (ordinary municipal/civilian) unit CBA covering public works employees (and not a safety unit such as fire/police/EMS); verify contract term dates in-document; verify whether it contains any wage schedule/compensation plan or wage-setting mechanism relevant for comparison.,unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Ottawa,IL,cog_2025_194703,police,"Collective Bargaining Agreement Between the City of Ottawa, Illinois and the Police Benevolent Labor Committee (Patrol Officers and Sergeants of the Ottawa, Illinois Police Department) — 1 May 2022 to 30 April 2025",Police Benevolent Labor Committee,"CITY OF OTTAWA, ILLINOIS","May 1, 2022 to April 30, 2025",https://www.cityofottawa.org/DocumentCenter/View/135/Police-Benevolent-Labor-Committee--Collective-Bargaining-Agreement--May-1-2022-to-April-30-2025-PDF,city,cba,full_document,safety_target,none,no,duration_clause,no_anchor_supplied,none,no,"No anchor-cycle requirement supplied in prompt; visible contract term is May 1, 2022–April 30, 2025 (covers 2022–2024 months of a 2014–2024 window).","Directly matches requested police CBA category for City of Ottawa, IL; includes a wage-setting CBA term within 2014–2024 time span.",medium,qualifying_candidate,Scout lead only: must still verify Census government ID 194703 corresponds to CITY OF OTTAWA municipal bargaining employer; confirm unit is sworn police and that covered classifications match the intended police bargaining unit.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Ottawa,IL,cog_2025_194703,fire,"Labor Agreement Between the City of Ottawa, Illinois and the International Association of Fire Fighters Local 523 — Effective May 1, 2021 to April 30, 2024","International Association of Fire Fighters, Local 523","CITY OF OTTAWA, ILLINOIS","May 1, 2021 to April 30, 2024",https://www.cityofottawa.org/DocumentCenter/View/138/Firefighter-Local-523--Collective-Bargaining-Agreement--May-1-2021-April-30-2024-PDF,city,cba,full_document,safety_target,none,no,cover_or_title,no_anchor_supplied,none,no,"No anchor-cycle requirement supplied in prompt; visible term is May 1, 2021–April 30, 2024 (overlaps 2014–2024 window through 2021–2024).","Directly matches requested fire CBA category for City of Ottawa, IL; term overlaps 2014–2024 time span.",medium,qualifying_candidate,Scout lead only: must still verify Census government ID 194703 corresponds to CITY OF OTTAWA bargaining employer; confirm that the agreement covers the City’s firefighter bargaining unit (not another fire entity).,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Ottawa,IL,cog_2025_194703,non_safety,"AFSCME Collective Bargaining Agreement — May 1, 2024 to April 30, 2027 (City of Ottawa and AFSCME Local 2819)",AFSCME Local 2819,"CITY OF OTTAWA, ILLINOIS","May 1, 2024 to April 30, 2027",https://www.cityofottawa.org/DocumentCenter/View/142/AFSCME-Collective-Bargaining-Agreement-May-1-2024-to-April-30-2028-PDF,city,cba,full_document,ordinary_non_safety_comparator,none,no,duration_clause,no_anchor_supplied,none,no,"No anchor-cycle requirement supplied in prompt; visible agreement term evidence in document cover/resolution text indicates three-year term beginning May 1, 2024 and ending April 30, 2027. (Overlaps 2014–2024 window only in 2024 months; contract_years are taken from visible operative duration language, not from snippet/index inference.)",Directly matches requested single ordinary general-municipal non-safety CBA comparator category (AFSCME).,medium,qualifying_candidate,Scout lead only: must verify unit is ordinary general-municipal non-safety (civilian) classifications under this AFSCME agreement (not police/fire). Also verify Census government ID 194703 corresponds to the same City employer.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Jacksonville,IL,cog_2025_125027,fire,"CONTRACT BETWEEN JACKSONVILLE FIRE FIGHTERS CAPTAINS' COMMITTEE AND THE CITY OF JACKSONVILLE, ILLINOIS (Effective 01/01/2020 - 12/31/2024)",IAFF 637 (Jacksonville Fire Fighters Captains' Committee),"CITY OF JACKSONVILLE, ILLINOIS",2020-2024,https://cms6.revize.com/revize/jacksonvilleil/departments/human_resources/docs/IAFF%20637%20Captains%202020-2024.pdf,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,Requested police/fire/ordinary non-safety cycles for an unspecified anchor cycle. This document shows an operative period effective 01/01/2020 through 12/31/2024 (overlaps the 2014-2024 window). Exact overlap with any supplied anchor-cycle is not computable because no anchor-cycle is provided.,"Provides a city-executed fire labor agreement with visible 2020-2024 contract years, suitable as a fire comparator-cycle candidate for a 2014-2024 overlap sweep.",medium,qualifying_candidate,"Scout-stage lead only: must verify this is for CITY OF JACKSONVILLE, IL (not another Jacksonville), and confirm unit identity matches the intended fire bargaining unit for Census gov ID 125027; also confirm operative dates and whether this is the same fire cycle set intended for police/fire pairing.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Jacksonville,IL,cog_2025_125027,non_safety,399 Operating Engineers Water & Sewer CBA (01-01-23 to 12-31-26),"International Union of Operating Engineers, Local No. 399","CITY OF JACKSONVILLE, ILLINOIS",2023-2026,https://cms6.revize.com/revize/jacksonvilleil/departments/human_resources/docs/399%20Operating%20Engineers%20W%26S%20CBA-01-01-23%20to%2012-31-26.pdf,city,cba,full_document,ordinary_non_safety_comparator,possible,no,cover_or_title,no_anchor_supplied,none,no,"Requested a general-municipal (non-safety) CBA; this agreement appears to cover Water & Sewer department employees. No anchor cycle is supplied, so overlap_with_anchor_cycle cannot be computed against a specific anchor. It does visually fall within the 2014-2024 window via 2023-2024.","Provides a city CBA for a non-safety labor unit with visible 2023-2026 operative years, potentially usable as the requested ordinary non-safety comparator material (as long as it is confirmed to be acceptable general-municipal non-safety unit scope).",medium,qualifying_candidate,Scout-stage lead only: must verify the bargaining unit is not safety-related (police/fire) and confirm whether Water & Sewer staff are acceptable under the requested 'ordinary general-municipal non-safety CBA' comparator rule for this project.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Marion,IL,cog_2025_194698,police,Sworn Officers Collective Bargaining Agreement (FOP Officers) 2024-2028,Fraternal Order of Police (FOP) (Officers),"CITY OF MARION (municipal government), Illinois",2024-2028 (visible_year_evidence: cover_or_title),https://cityofmarionil.gov/wp-content/uploads/2025/07/FOP-Contract-2024-2028-1.pdf,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"No anchor-cycle dates were supplied, so overlap with 2014-2024 cannot be evaluated.",Police CBA from City of Marion Illinois employee resources page; should contain grievance/arbitration and wage-setting terms relevant to matched comparison repair.,medium,qualifying_candidate,"Scout lead only: must verify the document is for the CITY OF MARION (Census gov ID 194698) and confirm the police bargaining unit identity (sworn officers), term dates in the document, and wage/arbitration mechanisms language.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Marion,IL,cog_2025_194698,police,Collective Bargaining Agreement (Police) 2019-2022,"Fraternal Order of Police, Williamson County Lodge #197; Illinois Fraternal Order of Police Labor Council","CITY OF MARION (municipal government), Illinois",2019-2022 (visible_year_evidence: cover_or_title; filename includes 2019-2022),https://demo.cityofmarionil.gov/wp-content/uploads/2021/11/Marion-City-2019-2022.pdf,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"No anchor-cycle dates were supplied, so overlap with 2014-2024 cannot be evaluated; however the contract term is visible as 2019-2022.","Police CBA document that includes union recognition language and dispute resolution/arbitration provisions, useful for matching police-cycle mechanisms.",medium,qualifying_candidate,Scout lead only: must verify CITY OF MARION Census government ID 194698 and confirm the bargaining unit is the City of Marion police sworn unit (including dispatchers and exclusions as stated in the document). Also confirm wage-setting/step schedule language and the specific impasse/factfinding/arbitration or wage-setting mechanism requested.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Marion,IL,cog_2025_194698,fire,Collective Bargaining Agreement (Firefighters) 2024-2028,Marion Professional Firefighters Association / IAFF (MPFFA) (per filename label),"CITY OF MARION (municipal government), Illinois",2024-2028 (visible_year_evidence: cover_or_title; filename includes 2024-2028),https://cityofmarionil.gov/wp-content/uploads/2025/07/MPFFA-CBA-2024-2028-1.pdf,city,cba,blocked_or_unreadable,safety_target,possible,no,index_or_snippet_only,no_anchor_supplied,none,yes,"Anchor-cycle dates were not supplied. Additionally, the PDF could not be fetched for content inspection in this scout run (tool fetch error), so operative wage-setting/arbitration/factfinding text and exact unit language cannot be verified here.",Intended to provide the fire-safety comparator CBA for municipal police/fire matched comparison repair.,low,insufficient_candidate,"Fetch failure during scout run: contents not inspectable. Later verification must confirm CITY OF MARION (Census ID 194698), that the unit is firefighters/IAFF MPFFA bargaining unit, the exact term years, and the wage-setting/impasse/factfinding/arbitration provisions.",unverified_scout_candidate,low,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
