municipality,state,municipality_id,unit_type,document_title,union_name,employer,contract_years,source_url,source_owner_type,document_type,document_completeness,comparator_role,wrong_employer_risk,context_only_flag,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,why_relevant,confidence,candidate_stage,needs_verification_reason,scout_stage_status,verification_priority,verification_notes
Roseville,CA,cog_2025_123137,fire,"Memorandum of Understanding — Roseville Firefighters, Local 1592","Roseville Firefighters, Local 1592 (RFF)",CITY OF ROSEVILLE,2022-2025,https://www.roseville.ca.gov/Documents/Fire/Join%20Our%20Team/rff.pdf?t=202603060057180,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,Document text indicates term: effective 1/1/2022 and expires 12/31/2025 (overlaps the requested 2014-2024 search window at years 2022-2024; exact anchor-cycle overlap cannot be assessed because no anchor-cycle was supplied).,Municipal fire wage-setting agreement (MOU) from CITY OF ROSEVILLE for a fire bargaining unit within the 2014-2024 overlap window (via 2022-2024).,medium,qualifying_candidate,Scout-stage lead only; later verification must confirm the document is for CITY OF ROSEVILLE fire bargaining unit employees (and not a special district/private provider arrangement) and that the wage-setting sections are complete/executed.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Roseville,CA,cog_2025_123137,non_safety,"Master Memorandum of Understanding on Wages, Hours and Other Terms and Conditions of Employment — Local 39 (Stationary Engineers)","International Union of Operating Engineers, Stationary Engineers, Local No. 39 (Local 39)",CITY OF ROSEVILLE,2024-2027,https://www.roseville.ca.gov/Documents/Departments/Human%20Resources/MOUs/Local%2039%20MOU.pdf?t=202604151852170,city,cba,full_document,ordinary_non_safety_comparator,possible,no,cover_or_title,no_anchor_supplied,none,no,"Document text indicates term: effective Jan 1, 2024 and expires Dec 31, 2027 (overlaps the requested 2014-2024 search window at year 2024; exact anchor-cycle overlap cannot be assessed because no anchor-cycle was supplied).",Ordinary municipal/civilian-style MOU (Stationary Engineers/Local 39) suitable as a non-safety comparator candidate within the 2014-2024 window (via 2024).,medium,qualifying_candidate,"Scout-stage lead only; later verification must confirm the bargaining unit is ordinary municipal/civilian (non-safety) and not a safety unit by classification, and confirm wage-setting provisions are present and executed for CITY OF ROSEVILLE.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Hayward,CA,cog_2025_161123,police,HAYWARD POLICE OFFICERS' ASSOCIATION Memorandum of Understanding,Hayward Police Officers' Association,City of Hayward,2024-2029,https://hayward-ca.gov/sites/default/files/pdf/hr/Hayward-Police-Officers-Association-July-2024-Dec-2029.pdf,city,memorandum_or_settlement,full_document,safety_target,none,no,cover_or_title,no_anchor_supplied,none,no,"Document title shows July 1, 2024 through December 31, 2029; no anchor cycle was supplied to evaluate overlap with 2014-2024 cycles.",Provides a Hayward municipal police labor agreement/MOU with an explicit representation unit and a visible effective period.,high,qualifying_candidate,"Scout-stage lead only: must later verify Hayward employer/unit match, binding wage-setting scope, execution/completeness, and any overlap with the ultimately supplied anchor cycle and anchor-cycle repair rules.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Hayward,CA,cog_2025_161123,fire,Memorandum of Understanding BETWEEN CITY OF HAYWARD AND INTERNATIONAL ASSOCIATION OF FIREFIGHTERS - LOCAL 1909 (Hayward Fire Officers Association (HFOA)),International Association of Firefighters - Local 1909 (Hayward Fire Officers Association),City of Hayward,2024-2029,https://www.hayward-ca.gov/sites/default/files/pdf/hr/MOU-International-Association-of-Firefighters-Local-1909-240101-20291231.pdf,city,memorandum_or_settlement,full_document,safety_target,none,no,cover_or_title,no_anchor_supplied,none,no,"Document title shows January 1, 2024 through December 31, 2029; no anchor cycle was supplied to evaluate overlap with 2014-2024 cycles.",Provides a Hayward municipal fire safety labor agreement/MOU with a visible effective period and explicit employer/unit framing.,high,qualifying_candidate,"Scout-stage lead only: must later verify that the fire safety unit is the correct bargaining unit for the requested Hayward fire comparator, confirm binding wage-setting content, and confirm any required overlap with the ultimately supplied anchor cycle.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Hayward,CA,cog_2025_161123,non_safety,"SEIU Local 1021 Maintenance and Operations: July 1, 2024 - June 30, 2027 Memorandum of Understanding",SEIU Local 1021,City of Hayward,2024-2027,https://www.hayward-ca.gov/sites/default/files/pdf/hr/SEIU-Maintenance-MOU-070124-063027.pdf,city,memorandum_or_settlement,full_document,ordinary_non_safety_comparator,none,no,cover_or_title,no_anchor_supplied,none,no,"Document title shows July 1, 2024 through June 30, 2027; no anchor cycle was supplied to evaluate overlap with 2014-2024 cycles.",Provides a citywide civilian/non-safety wage-setting MOU for SEIU Local 1021 Maintenance and Operations (appropriate for a general municipal non-safety comparator).,medium,qualifying_candidate,"Scout-stage lead only: must later verify that this is an ordinary municipal/civilian (non-safety) unit acceptable for the comparator request, and confirm binding wage-setting scope and any required overlap with the ultimately supplied anchor cycle.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Sunnyvale,CA,cog_2025_161281,police,"Memorandum of Understanding between the City of Sunnyvale and the Public Safety Officers Association (Attachment 2) — January 1, 2021 – December 31, 2024",Public Safety Officers Association (PSOA),CITY OF SUNNYVALE municipal government (Census ID 161281),2021-2024,https://sunnyvaleca.legistar.com/View.ashx?GUID=2AD566D4-A0FC-4FEA-9ABF-8D0A0F41D7B5&ID=9023291&M=F,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Contract term visible on document cover/title and in operative term article (Jan 1, 2021 through Dec 31, 2024).",Police-unit municipal wage-setting MOU with an overlapping cycle window inside 2014–2024 (2021–2024).,high,qualifying_candidate,"Scout-stage lead: later verification needed for bargaining unit scope (sworn police vs mixed public safety roles), execution/ratification confirmation, and mutual overlap with the specific comparison anchor cycle you supply later.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Sunnyvale,CA,cog_2025_161281,non_safety,"Sunnyvale Employees’ Association — Memorandum of Understanding (SEA) — July 1, 2015 to June 30, 2019",Sunnyvale Employees’ Association (SEA),CITY OF SUNNYVALE municipal government (Census ID 161281),2015-2019,https://sunnyvaleca.legistar.com/View.ashx?GUID=61F67FF5-6EDC-4393-B0C1-FCD4D5F82DC6&ID=5171097&M=F,city,cba,full_document,ordinary_non_safety_comparator,possible,no,cover_or_title,no_anchor_supplied,none,no,"Contract term visible on document cover and in the Article 4 term clause (July 1, 2015 through June 30, 2019).",Ordinary municipal (non-safety) general MOU candidate within 2014–2024 (2015–2019) for matched comparison repair against the later-supplied anchor cycle.,medium,qualifying_candidate,Scout-stage lead: later verification needed to confirm the bargaining unit is ordinary municipal/civilian (not safety) and to confirm unit classification coverage for the non-safety comparator requested.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Escondido,CA,cog_2025_161255,non_safety,Memorandum of Understanding (Maintenance and Operations Bargaining Unit) — Teamsters Local 911,Teamsters Local 911,CITY OF ESCONDIDO,unclear,https://www.escondido.gov/DocumentCenter/View/2334/Memorandum-of-Understanding-PDF,city,cba,full_document,ordinary_non_safety_comparator,possible,no,duration_clause,no_anchor_supplied,none,no,"The document’s term is visibly stated on the cover as July 1, 2023–June 30, 2025 (visible_year_evidence=duration_clause). No anchor-cycle dates were supplied, so overlap_with_anchor_cycle is marked no_anchor_supplied (not inferred).","This is a citywide non-safety/civilian wage-setting labor MOU for a municipal bargaining unit (Teamsters Local 911, Maintenance & Operations). It can support ordinary-non-safety comparison work for matched_comparison_repair if the anchor cycle is confirmed to overlap.",medium,qualifying_candidate,"Scout-stage only: later verification is required for exact bargaining unit employer attribution to CITY OF ESCONDIDO (Census government ID 161255), wage-setting pathway details, execution/completeness, and mutual cycle overlap with the supplied anchor-cycle window.",unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Pomona,CA,cog_2025_161179,non_safety,Memorandum Of Understanding between the City of Pomona and the Pomona City Employees’ Association (PCEA) (Teamsters Local 1932),Pomona City Employees’ Association (PCEA) (Teamsters Local 1932),CITY OF POMONA,2023-2027,https://www.pomonaca.gov/home/showpublisheddocument/6387/638441014569630000,city,cba,full_document,ordinary_non_safety_comparator,possible,no,cover_or_title,no_anchor_supplied,none,no,"Term visible on document cover/title as October 1, 2023 – September 30, 2027. Overlap with requested 2014-2024 anchor-cycle set cannot be confirmed without the supplied anchor-cycle years (no anchor cycle provided).",Citywide ordinary municipal (non-safety) labor agreement for Pomona employees; usable for non-safety wage/term comparison if later verified as belonging to a representative non-safety unit.,medium,qualifying_candidate,"Scout-stage lead: must later verify bargaining unit scope for non-safety comparability, exact employer/unit coverage, binding wage-setting content, execution/approval status, and actual mutual cycle overlap versus the supplied anchor cycle (if any).",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Pomona,CA,cog_2025_161179,police,"Memorandum of Understanding on wages, hours, and working conditions between the City of Pomona and the Pomona Police Officers’ Association, Inc. (PPOA)","Pomona Police Officers’ Association, Inc. (PPOA)",CITY OF POMONA,2023-2027,https://www.pomonaca.gov/home/showpublisheddocument/7192/638664777223230000,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Term visible on document as September 1, 2023 – August 31, 2027. Overlap with requested 2014-2024 municipal safety cycles cannot be confirmed without the supplied anchor-cycle years (no anchor cycle provided).",Direct Pomona municipal police MOU with visible term; candidate for municipal police safety wage/term comparison.,medium,qualifying_candidate,"Scout-stage lead: must later verify the police unit is exactly Pomona municipal sworn police (not contracted/other employer), confirm binding wage-setting provisions, confirm execution/completeness, and confirm mutual overlap with the supplied anchor cycle (if any).",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Fullerton,CA,cog_2025_161218,police,"Fullerton Police Officers’ Association — Police Safety Unit Agreement (January 1, 2024 through June 30, 2028)",Fullerton Police Officers’ Association (FPOA) — Police Safety Unit,CITY OF FULLERTON municipal government,"January 1, 2024 through June 30, 2028",https://www.cityoffullerton.com/home/showpublisheddocument/8123/638403230078100000,city,cba,full_document,safety_target,none,no,cover_or_title,no_anchor_supplied,none,no,Term shown on the document cover/title and operative term clause. Anchor-cycle overlap cannot be assessed because no anchor cycle was supplied.,Sworn police safety unit municipal CBA directly for the target city; includes explicit contract term and wage/pay provisions.,high,qualifying_candidate,"Scout-stage lead only: later verification must confirm the bargaining unit scope, whether this is the matched-safety comparator cycle to use, and how it overlaps the (unsupplied) anchor cycle.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Fullerton,CA,cog_2025_161218,non_safety,"Fullerton Municipal Employees Federation (FMEF) Agreement (July 1, 2023 through June 30, 2027)",Fullerton Municipal Employees Federation (FMEF),CITY OF FULLERTON municipal government,"July 1, 2023 through June 30, 2027",https://www.cityoffullerton.com/home/showpublisheddocument/7315/638369447591670000,city,cba,full_document,ordinary_non_safety_comparator,none,no,cover_or_title,no_anchor_supplied,none,no,Term shown on the document cover/title and term clause. Anchor-cycle overlap cannot be assessed because no anchor cycle was supplied.,"Citywide municipal (non-safety) labor agreement for ordinary/civilian employees, with explicit contract term and pay provisions.",high,qualifying_candidate,Scout-stage lead only: later verification must confirm the specific classifications covered are ordinary/civilian (non-safety) and that the document contains the needed wage-setting provisions for comparison.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Torrance,CA,cog_2025_207583,police,MEMORANDUM OF UNDERSTANDING - TORRANCE POLICE OFFICERS ASSOCIATION (TPOA) 2017-2019,Torrance Police Officers Association (TPOA),City of Torrance,2017-2019,https://transit.torranceca.gov/home/showpublisheddocument/40231/636625747526170000,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,Visible on document cover/title as 2017-2019; covers wages/hours/working conditions for police safety personnel classifications (Police Officer and Police Sergeant).,Direct Torrance municipal police wage-setting agreement (MOU) within the requested 2014-2024 search window.,high,qualifying_candidate,Scout-stage lead: employer/unit/provenance and duplicate checks against pre-merge national queue not yet confirmed.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Torrance,CA,cog_2025_207583,fire,RESOLUTION NO. 2019-83 - MEMORANDUM OF UNDERSTANDING - TORRANCE FIRE FIGHTERS ASSOCIATION (TFFA) 2019-2022,Torrance Fire Fighters Association (TFFA),City of Torrance,2019-2022,https://transit.torranceca.gov/home/showpublisheddocument/53101/636995704516700000,city,cba,blocked_or_unreadable,safety_target,possible,no,index_or_snippet_only,no_anchor_supplied,none,yes,"Year range (2019-2022) appears in search snippet/title context, but the PDF could not be fetched (403 Forbidden during scout-stage).",Torrance municipal fire MOU is likely a safety wage-setting comparator candidate; snippet indicates the requested city/town employer and 2019-2022 cycle range.,low,insufficient_candidate,Scout-stage lead: access to verify full document text/years and executed/binding terms not yet possible due to 403.,unverified_scout_candidate,low,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Torrance,CA,cog_2025_207583,non_safety,"RESOLUTION NO. 2019-38 - TORRANCE MUNICIPAL EMPLOYEES - AFSCME, LOCAL 1117 (TME-AFSCME)","Torrance Municipal Employees - AFSCME, Local 1117 (TME-AFSCME)",City of Torrance,unclear,https://transit.torranceca.gov/home/showpublisheddocument/51020/636936848963900000,city,cba,blocked_or_unreadable,ordinary_non_safety_comparator,possible,no,index_or_snippet_only,no_anchor_supplied,none,yes,Document fetched as a search snippet only; full PDF could not be retrieved (403 Forbidden during scout-stage). Contract term years for the MOU could not be confirmed from visible evidence.,"Potential ordinary citywide civilian/non-safety municipal wage-setting agreement for TME-AFSCME, which is suitable for a South Bay municipal labor-market contrast if unit identity and term years are confirmed.",low,insufficient_candidate,Scout-stage lead: non-safety unit classification and exact MOU duration years not verified due to blocked access.,unverified_scout_candidate,low,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Pasadena,CA,cog_2025_207582,police,Memorandum of Understanding (Pasadena Police Officers Association) — City of Pasadena,Pasadena Police Officers Association (PPOA),City of Pasadena,"April 1, 2022 – June 30, 2026",https://www.cityofpasadena.net/human-resources/wp-content/uploads/sites/22/PPOA-MOU.pdf,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Term shown on document front matter/signature pages as April 1, 2022 – June 30, 2026 (police unit). No anchor cycle was supplied, so overlap cannot be assessed here.",Municipal police CBA/MOU for the target city; provides a safety wage-setting comparator lead for PASADENA (Census government ID 207582).,high,qualifying_candidate,"Scout-stage lead: later verification must confirm bargaining unit scope, employer/unit attribution, execution completeness/signatures, and that the document is the intended wage-setting instrument (and to detect any side letters/amendments affecting the cycle terms).",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Pasadena,CA,cog_2025_207582,fire,"Memorandum of Understanding (Pasadena Fire Fighters Association, Local 809) — City of Pasadena","Pasadena Fire Fighters Association, Local 809 (PFFA)",City of Pasadena,"January 1, 2023 – December 31, 2026",https://www.cityofpasadena.net/human-resources/wp-content/uploads/sites/22/PFFA-MOU.pdf,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Term shown on document front matter as January 1, 2023 – December 31, 2026 (firefighters unit). No anchor cycle was supplied, so overlap cannot be assessed here.",Municipal fire CBA/MOU for the target city; provides a safety wage-setting comparator lead for PASADENA (Census government ID 207582).,high,qualifying_candidate,Scout-stage lead: later verification must confirm exact employer/unit match to the municipal fire bargaining unit sought (and check for amendments/side letters that may adjust wage terms).,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Pasadena,CA,cog_2025_207582,non_safety,Memorandum of Understanding (Local 858 AFSCME) — City of Pasadena,"American Federation of State, County and Municipal Employees (AFSCME), Local 858",City of Pasadena,"July 1, 2022 – June 30, 2026",https://www.cityofpasadena.net/human-resources/wp-content/uploads/sites/22/AFSCME-MOU.pdf,city,cba,full_document,ordinary_non_safety_comparator,possible,no,cover_or_title,no_anchor_supplied,none,no,"Term shown on document front matter as July 1, 2022 – June 30, 2026. No anchor cycle was supplied, so overlap cannot be assessed here.","Ordinary (non-safety) municipal MOU/CBA lead for PASADENA intended as a civilian comparator, pending later unit-scope verification.",medium,qualifying_candidate,Scout-stage lead: later verification must confirm the bargaining unit is ordinary municipal/civilian (non-safety) and that the wage-setting language is within this specific unit’s scope (not a safety unit or an attached schedule tied to safety classifications).,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Santa Clara,CA,cog_2025_161280,police,Memorandum of Understanding – Unit # 2 (2021-2025),Police Officers Association (Unit 2),City of Santa Clara,unclear,https://www.santaclaraca.gov/home/showpublisheddocument/78622/639094351238730000,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Term text is visible on the document first pages (""December 19, 2021 – December 31, 2025""); no anchor-cycle was supplied for overlap determination.",City of Santa Clara municipal police labor agreement (Unit 2 / Police Officers Association).,medium,qualifying_candidate,"Scout-stage lead: must verify employer, bargaining unit scope (sworn police), binding wage-setting contents, and duplicates against the coordinator’s pre-merge national queue.",unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Santa Clara,CA,cog_2025_161280,fire,Memorandum of Understanding – Unit # 1 (12/2020 – 12/2025),IAFF Local 1171 (Santa Clara),City of Santa Clara,unclear,https://www.santaclaraca.gov/home/showpublisheddocument/53390/639094351892470000,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Term text is visible on the document (""December 27, 2020 – December 31, 2025""); no anchor-cycle was supplied for overlap determination.",City of Santa Clara municipal fire labor agreement (Unit 1 / IAFF Local 1171).,medium,qualifying_candidate,"Scout-stage lead: must confirm the unit is the City of Santa Clara municipal firefighters (not another employer), confirm binding wage-setting terms, and check duplicates.",unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Santa Clara,CA,cog_2025_161280,non_safety,Memorandum of Understanding – Unit # 4 (12/2021 – 6/2025),Engineers of the City of Santa Clara (Unit 4),City of Santa Clara,unclear,https://www.santaclaraca.gov/home/showpublisheddocument/80014/639100508086270000,city,cba,full_document,ordinary_non_safety_comparator,possible,no,cover_or_title,no_anchor_supplied,none,no,"Term text is visible on the document (""December 20, 2021 – June 30, 2025""); treated as ordinary non-safety comparator because the unit is not police or fire (must still be verified).",Ordinary municipal non-safety MOU (Unit 4 professional engineers) for City of Santa Clara.,low,qualifying_candidate,"Scout-stage lead: must verify unit identity fits an ordinary general-municipal civilian comparator (not safety), and confirm wage-setting sections and duplicates.",unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Clovis,CA,cog_2025_203966,police,Clovis Police Officers Association 2025-2028 MOU,Clovis Police Officers Association,CITY OF CLOVIS,2025-2028,https://cms2.revize.com/revize/clovis/documents/Services/Personnel/Employee%20Resources%20Benefits/Bargaining%20Units/Clovis%20Police%20Officers%20Association%202025-2028%20MOU.pdf,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,Years appear in the document title (visible_year_evidence=cover_or_title). Exact term dates and wage-setting scope need later verification.,Municipal police bargaining agreement (sworn police unit) for CITY OF CLOVIS; useful for municipal safety cycle comparison.,medium,qualifying_candidate,"Scout-stage lead only: must verify employer/unit match to CITY OF CLOVIS (Census government ID 203966), police bargaining unit scope, execution/completeness, and wage-setting provisions/term language.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Clovis,CA,cog_2025_203966,police,CPOA MOU 2022-2025,Clovis Police Officers Association,CITY OF CLOVIS,2022-2025,https://cityofclovis.com/wp-content/uploads/2021/01/CPOA-MOU-2022-2025.pdf,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,Years appear in the document title/filename (visible_year_evidence=cover_or_title). Exact wage-setting terms and term start/end must be verified in later ingestion.,Municipal police bargaining agreement covering an overlapping 2014-2024 window (if later verified as active during those years).,medium,qualifying_candidate,"Scout-stage lead only: must verify CITY OF CLOVIS employer identity (not another Clovis), police unit identity, and whether the MOU includes binding wage schedules/compensation terms.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Clovis,CA,cog_2025_203966,fire,Clovis Firefighters Association 2025-2028 MOU,Clovis Firefighters Association,CITY OF CLOVIS,2025-2028,https://cms2.revize.com/revize/clovis/documents/Services/Personnel/Employee%20Resources%20Benefits/Bargaining%20Units/Clovis%20Firefighters%20Association%202025-2028%20MOU.pdf,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,Years appear in the document title (visible_year_evidence=cover_or_title). Must later confirm the agreement is specifically for firefighters of CITY OF CLOVIS (not a different Clovis) and is binding wage-setting.,Municipal fire bargaining agreement (firefighters unit) for CITY OF CLOVIS; useful for municipal safety cycle comparison.,medium,qualifying_candidate,"Scout-stage lead only: later verification required for employer/unit match to CITY OF CLOVIS (ID 203966), scope (firefighters unit), and binding wage schedule/compensation terms.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Clovis,CA,cog_2025_203966,fire,CFFA MOU 2022-2025,Clovis Firefighters Association,CITY OF CLOVIS,2022-2025,https://cityofclovis.com/wp-content/uploads/2022/07/CFFA-MOU-2022-2025.pdf,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,Years appear in the document title/filename (visible_year_evidence=cover_or_title). Must later confirm term overlap with 2014-2024 anchor window and binding wage-setting content.,Municipal fire bargaining agreement covering 2022-2025; likely overlaps 2014-2024 safety cycle windows once verified.,medium,qualifying_candidate,"Scout-stage lead only: later verify exact CITY OF CLOVIS employer identity, unit definition (firefighters), and whether wages/salary schedules are part of the binding agreement.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Clovis,CA,cog_2025_203966,non_safety,CPWEA MOU 2022-2025,Clovis Public Works Employees Association (CPWEA),CITY OF CLOVIS,2022-2025,https://cityofclovis.com/wp-content/uploads/2021/01/CPWEA-MOU-2022-2025.pdf,city,cba,full_document,ordinary_non_safety_comparator,possible,no,cover_or_title,no_anchor_supplied,none,no,Years appear in title/filename (visible_year_evidence=cover_or_title). Later verify that this is ordinary municipal/civilian (non-safety) and contains binding wage-setting provisions/salary schedules.,Ordinary-non-safety municipal MOU option for CITY OF CLOVIS to support matched comparison repair.,medium,qualifying_candidate,"Scout-stage lead only: must confirm unit is non-safety municipal (e.g., public works/clerical/civilian) and not a safety-adjacent bargaining unit, and verify CITY OF CLOVIS employer identity (not other jurisdictions named Clovis).",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
