post_pi_wave_rank,original_priority_rank,post_pi_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,total_priority_score,priority_tier,priority_confidence,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,evidence_signal_score,retry_flag,failure_only_flag,scout_coverage_status,candidate_row_count,future_scout_eligible_flag,future_scout_exclusion_reason,priority_reason_summary,source_priority_file,source_priority_commit,search_hints_available,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,already_canonical_flag,candidate_positive_flag,expected_units_to_search,verification_notes,recommended_scout_status,worker_id,worker_state_scope,worker_rank_min,worker_rank_max,worker_assignment_method
27,34,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,27,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_183889,183889,CT,Norwich,CITY OF NORWICH,municipal,place,39881,1,no,Southeastern Connecticut Planning Region (09180; primary),76.341,Tier 1,low,23.552,10.000,16.671,12.477,8.642,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 96.5; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF NORWICH"" CT official website","""CITY OF NORWICH"" CT collective bargaining agreement","""CITY OF NORWICH"" CT police union contract","""CITY OF NORWICH"" CT fire union contract","""CITY OF NORWICH"" CT salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF NORWICH (Census government ID 183889; locked municipality ID cog_2025_183889). County context: Southeastern Connecticut Planning Region (09180; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_1,CROSS_STATE_POST_PI_SCALEUP_WAVE1,1,50,rank_sliced_contiguous
28,35,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,28,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_172315,172315,OH,Hamilton,CITY OF HAMILTON,municipal,place,62997,1,no,Butler County (39017; primary),76.328,Tier 1,low,24.247,10.000,16.670,11.977,8.433,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 98.0; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF HAMILTON"" OH official website","""CITY OF HAMILTON"" OH collective bargaining agreement","""CITY OF HAMILTON"" OH police union contract","""CITY OF HAMILTON"" OH fire union contract","""CITY OF HAMILTON"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF HAMILTON (Census government ID 172315; locked municipality ID cog_2025_172315). County context: Butler County (39017; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_1,CROSS_STATE_POST_PI_SCALEUP_WAVE1,1,50,rank_sliced_contiguous
29,36,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,29,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_184250,184250,WA,Lakewood,CITY OF LAKEWOOD,municipal,place,62303,1,no,Pierce County (53053; primary),76.328,Tier 1,medium,24.230,10.000,16.923,12.131,8.043,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.9; municipal/place; state evidence medium; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF LAKEWOOD"" WA official website","""CITY OF LAKEWOOD"" WA collective bargaining agreement","""CITY OF LAKEWOOD"" WA police union contract","""CITY OF LAKEWOOD"" WA fire union contract","""CITY OF LAKEWOOD"" WA salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LAKEWOOD (Census government ID 184250; locked municipality ID cog_2025_184250). County context: Pierce County (53053; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_1,CROSS_STATE_POST_PI_SCALEUP_WAVE1,1,50,rank_sliced_contiguous
30,37,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,30,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_176840,176840,WA,Redmond,CITY OF REDMOND,municipal,place,80280,1,no,King County (53033; primary),76.319,Tier 1,medium,24.587,10.000,16.923,12.131,7.678,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 98.5; municipal/place; state evidence medium; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF REDMOND"" WA official website","""CITY OF REDMOND"" WA collective bargaining agreement","""CITY OF REDMOND"" WA police union contract","""CITY OF REDMOND"" WA fire union contract","""CITY OF REDMOND"" WA salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF REDMOND (Census government ID 176840; locked municipality ID cog_2025_176840). County context: King County (53033; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_1,CROSS_STATE_POST_PI_SCALEUP_WAVE1,1,50,rank_sliced_contiguous
31,38,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,31,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_194850,194850,OH,Elyria,CITY OF ELYRIA,municipal,place,53117,1,no,Lorain County (39093; primary),76.313,Tier 1,low,23.992,10.000,16.670,11.977,8.673,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.5; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF ELYRIA"" OH official website","""CITY OF ELYRIA"" OH collective bargaining agreement","""CITY OF ELYRIA"" OH police union contract","""CITY OF ELYRIA"" OH fire union contract","""CITY OF ELYRIA"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF ELYRIA (Census government ID 194850; locked municipality ID cog_2025_194850). County context: Lorain County (39093; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_1,CROSS_STATE_POST_PI_SCALEUP_WAVE1,1,50,rank_sliced_contiguous
32,39,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,32,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_161667,161667,FL,Kissimmee,CITY OF KISSIMMEE,municipal,place,81269,1,no,Osceola County (12097; primary),76.297,Tier 1,medium,24.604,10.000,17.089,11.950,7.654,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 98.6; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF KISSIMMEE"" FL official website","""CITY OF KISSIMMEE"" FL collective bargaining agreement","""CITY OF KISSIMMEE"" FL police union contract","""CITY OF KISSIMMEE"" FL fire union contract","""CITY OF KISSIMMEE"" FL salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF KISSIMMEE (Census government ID 161667; locked municipality ID cog_2025_161667). County context: Osceola County (12097; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_1,CROSS_STATE_POST_PI_SCALEUP_WAVE1,1,50,rank_sliced_contiguous
33,40,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,33,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_101686,101686,CT,Shelton,CITY OF SHELTON,municipal,place,42144,1,no,Naugatuck Valley Planning Region (09140; primary),76.271,Tier 1,low,23.639,10.000,16.671,12.477,8.484,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 96.7; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF SHELTON"" CT official website","""CITY OF SHELTON"" CT collective bargaining agreement","""CITY OF SHELTON"" CT police union contract","""CITY OF SHELTON"" CT fire union contract","""CITY OF SHELTON"" CT salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF SHELTON (Census government ID 101686; locked municipality ID cog_2025_101686). County context: Naugatuck Valley Planning Region (09140; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_1,CROSS_STATE_POST_PI_SCALEUP_WAVE1,1,50,rank_sliced_contiguous
34,41,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,34,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_209070,209070,OH,Newark,CITY OF NEWARK,municipal,place,51046,1,no,Licking County (39089; primary),76.255,Tier 1,low,23.934,10.000,16.670,11.977,8.673,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.4; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF NEWARK"" OH official website","""CITY OF NEWARK"" OH collective bargaining agreement","""CITY OF NEWARK"" OH police union contract","""CITY OF NEWARK"" OH fire union contract","""CITY OF NEWARK"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF NEWARK (Census government ID 209070; locked municipality ID cog_2025_209070). County context: Licking County (39089; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_1,CROSS_STATE_POST_PI_SCALEUP_WAVE1,1,50,rank_sliced_contiguous
35,42,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,35,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_209188,209188,OR,Milwaukie,CITY OF MILWAUKIE,municipal,place,21594,2,yes,Clackamas County (41005; primary); Multnomah County (41051),76.231,Tier 1,low,22.486,10.000,16.964,12.684,9.096,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 93.4; municipal/place; state evidence low; smoothed yield component 17.0/20; 3 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF MILWAUKIE"" OR official website","""CITY OF MILWAUKIE"" OR collective bargaining agreement","""CITY OF MILWAUKIE"" OR police union contract","""CITY OF MILWAUKIE"" OR fire union contract","""CITY OF MILWAUKIE"" OR salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MILWAUKIE (Census government ID 209188; locked municipality ID cog_2025_209188). County context: Clackamas County (41005; primary); Multnomah County (41051). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_1,CROSS_STATE_POST_PI_SCALEUP_WAVE1,1,50,rank_sliced_contiguous
36,43,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,36,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_132415,132415,OH,Lakewood,CITY OF LAKEWOOD,municipal,place,49337,1,no,Cuyahoga County (39035; primary),76.205,Tier 1,low,23.884,10.000,16.670,11.977,8.673,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.3; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF LAKEWOOD"" OH official website","""CITY OF LAKEWOOD"" OH collective bargaining agreement","""CITY OF LAKEWOOD"" OH police union contract","""CITY OF LAKEWOOD"" OH fire union contract","""CITY OF LAKEWOOD"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LAKEWOOD (Census government ID 132415; locked municipality ID cog_2025_132415). County context: Cuyahoga County (39035; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_1,CROSS_STATE_POST_PI_SCALEUP_WAVE1,1,50,rank_sliced_contiguous
37,45,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,37,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_205123,205123,OH,Euclid,CITY OF EUCLID,municipal,place,48212,1,no,Cuyahoga County (39035; primary),76.167,Tier 1,low,23.846,10.000,16.670,11.977,8.673,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.2; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF EUCLID"" OH official website","""CITY OF EUCLID"" OH collective bargaining agreement","""CITY OF EUCLID"" OH police union contract","""CITY OF EUCLID"" OH fire union contract","""CITY OF EUCLID"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF EUCLID (Census government ID 205123; locked municipality ID cog_2025_205123). County context: Cuyahoga County (39035; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_1,CROSS_STATE_POST_PI_SCALEUP_WAVE1,1,50,rank_sliced_contiguous
38,46,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,38,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_110801,110801,OH,Mansfield,CITY OF MANSFIELD,municipal,place,47711,1,no,Richland County (39139; primary),76.152,Tier 1,low,23.831,10.000,16.670,11.977,8.673,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.1; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF MANSFIELD"" OH official website","""CITY OF MANSFIELD"" OH collective bargaining agreement","""CITY OF MANSFIELD"" OH police union contract","""CITY OF MANSFIELD"" OH fire union contract","""CITY OF MANSFIELD"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MANSFIELD (Census government ID 110801; locked municipality ID cog_2025_110801). County context: Richland County (39139; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_1,CROSS_STATE_POST_PI_SCALEUP_WAVE1,1,50,rank_sliced_contiguous
39,47,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,39,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_161443,161443,CT,Torrington,CITY OF TORRINGTON,municipal,place,35550,1,no,Northwest Hills Planning Region (09160; primary),76.151,Tier 1,low,23.362,10.000,16.671,12.477,8.642,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 96.0; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF TORRINGTON"" CT official website","""CITY OF TORRINGTON"" CT collective bargaining agreement","""CITY OF TORRINGTON"" CT police union contract","""CITY OF TORRINGTON"" CT fire union contract","""CITY OF TORRINGTON"" CT salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF TORRINGTON (Census government ID 161443; locked municipality ID cog_2025_161443). County context: Northwest Hills Planning Region (09160; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_1,CROSS_STATE_POST_PI_SCALEUP_WAVE1,1,50,rank_sliced_contiguous
40,48,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,40,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_172627,172627,OH,Cuyahoga Falls,CITY OF CUYAHOGA FALLS,municipal,place,50742,1,no,Summit County (39153; primary),76.150,Tier 1,low,23.926,10.000,16.670,11.977,8.576,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.3; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF CUYAHOGA FALLS"" OH official website","""CITY OF CUYAHOGA FALLS"" OH collective bargaining agreement","""CITY OF CUYAHOGA FALLS"" OH police union contract","""CITY OF CUYAHOGA FALLS"" OH fire union contract","""CITY OF CUYAHOGA FALLS"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF CUYAHOGA FALLS (Census government ID 172627; locked municipality ID cog_2025_172627). County context: Summit County (39153; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_1,CROSS_STATE_POST_PI_SCALEUP_WAVE1,1,50,rank_sliced_contiguous
41,49,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,41,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_161669,161669,FL,Boynton Beach,CITY OF BOYNTON BEACH,municipal,place,81267,1,no,Palm Beach County (12099; primary),76.143,Tier 1,medium,24.604,10.000,17.089,11.950,7.500,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 98.6; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF BOYNTON BEACH"" FL official website","""CITY OF BOYNTON BEACH"" FL collective bargaining agreement","""CITY OF BOYNTON BEACH"" FL police union contract","""CITY OF BOYNTON BEACH"" FL fire union contract","""CITY OF BOYNTON BEACH"" FL salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BOYNTON BEACH (Census government ID 161669; locked municipality ID cog_2025_161669). County context: Palm Beach County (12099; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only,worker_1,CROSS_STATE_POST_PI_SCALEUP_WAVE1,1,50,rank_sliced_contiguous
