duplicate_group_id,sha256,expected_physical_copy_count,observed_physical_copy_count,canonical_relative_path,canonical_present,observed_alias_count,duplicate_bytes_reclaimable,issue_count,issues
SRC-DUP-973e25090e01d849,973e25090e01d849c9cf6d76ed6e94675dd0c200a0f57222bacfb2c9cbf5c1f2,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-0e6dd94e4a5d916293d0.pdf,True,1,7248051,0,
SRC-DUP-97f59edd07bcfda9,97f59edd07bcfda90c9c20a1ab99bd50ae760f3db6d1c2bbcdbb8c70af2392e0,2,2,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/97f59edd07bcfda90c9c20a1ab99bd50ae760f3db6d1c2bbcdbb8c70af2392e0.pdf,True,1,3115152,0,
SRC-DUP-983b9cea847e14c0,983b9cea847e14c086b451229af255498528fb0d3f55363945237b2aeac3ca24,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-88da4501e4cafeeb6d37.pdf,True,1,1527426,0,
SRC-DUP-9b2a1b1a19285da5,9b2a1b1a19285da5578601122d046054e5840395a2cc44882ae4ea20db80d700,2,2,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/9b2a1b1a19285da5578601122d046054e5840395a2cc44882ae4ea20db80d700.html,True,1,94485,0,
SRC-DUP-9b54dcae88fb5150,9b54dcae88fb5150c16e77c8ebde74bc9e48671faec6bdf594c506c526fad0a6,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-43986e430bac10de478c.pdf,True,1,1207093,0,
SRC-DUP-9cccaa08daa6b49c,9cccaa08daa6b49c45d4a479750b4451accade054f99ac1a002f76eb89fdf259,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-7088051b306a94a68263.pdf,True,1,11863483,0,
SRC-DUP-9d240b3c3c35ca64,9d240b3c3c35ca641ef2a6355c57bd0a616ffcf06e245b9f5f07de4e534be0a7,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-d39af9b8de727da06a4b.pdf,True,1,607799,0,
SRC-DUP-9e4a2c931013837a,9e4a2c931013837a9ba5f80742c1a4282f394cf0cb968dbca870b8fa2d19c6e2,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-cc96658bd4e12506521e.pdf,True,1,3395093,0,
SRC-DUP-9f8bd3ffe81177b7,9f8bd3ffe81177b755f69a99dff56876b4f04f57f052495f47033521226c184f,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-edec4ff7a87bfad9fc1c.pdf,True,1,288371,0,
SRC-DUP-a42e03292bec9284,a42e03292bec92846e8ad97ffe867cf0312773578b4ee646f47e2a45b4490157,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-0d82af6d5dc3ebb60010.pdf,True,1,2562242,0,
SRC-DUP-a44cdba56c2f5c60,a44cdba56c2f5c60a671de532a9f0471c7c53614139fbb84e08a79d560a05e9c,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-35256a379105b3f10b02.pdf,True,1,1870846,0,
SRC-DUP-a479bf1dcb72264d,a479bf1dcb72264deb6a452fdd516ef741076bcbb51767fbb0360cd7b2990ca4,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-f801c5ea293b7addfe14.pdf,True,1,1171528,0,
SRC-DUP-a754e97c26eccc81,a754e97c26eccc818696e945c66b8d189767c00d7c76f2aee2d938b5d10e390e,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-3ea824d380467aaebeb1.pdf,True,1,491669,0,
SRC-DUP-a9091a55012a78ff,a9091a55012a78ffb3c3b28298751b9d871d06926d9d17ca16cc91b412c297f8,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-e96af6fd90f9e2bfda9f.pdf,True,1,921134,0,
SRC-DUP-a94742a130f2ad1e,a94742a130f2ad1e080e6cc905deeb6882d56ada988018d6d582c97bf67a51d6,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-9a587a0c365a2206e05f.html,True,1,1071921,0,
SRC-DUP-a989f9a34f504474,a989f9a34f504474990d7d54124afb7b2d032c3c2489502f61a611b182c39b02,2,2,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/a989f9a34f504474990d7d54124afb7b2d032c3c2489502f61a611b182c39b02.pdf,True,1,1234195,0,
SRC-DUP-ac2a929781d6bf41,ac2a929781d6bf41d2487db5dd98dfe66ed789cb5805d386900765e20d7a1d50,2,2,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-eb439470b45e3c439565.pdf,True,1,4747537,0,
SRC-DUP-ac4324d22041b34c,ac4324d22041b34cc27bf3cafda5b0c3aad36fff67fee76d295e7e3230a796ce,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-7f48901348f5a2d0e10a.pdf,True,1,906495,0,
SRC-DUP-acb3ea5f6df676f3,acb3ea5f6df676f3b048e09a508e76384caf2de5e6a0b12de70f52916ebbd0f0,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-2e1ea9c506dbf534ae04.pdf,True,1,1915440,0,
SRC-DUP-ad5682567f334010,ad5682567f3340109ad1bcdd8b3eb822543ce89255827fd521ceb6a91724f46e,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-70a146b5febc1442d29c.pdf,True,1,10514153,0,
SRC-DUP-ae89845ea339d99f,ae89845ea339d99fd61946308d539df1e2160a6dd648e3f35feb41c136b50183,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-a4754dfb7d3fd4df3375.pdf,True,1,1847892,0,
SRC-DUP-b07ec56573303da1,b07ec56573303da12b22e025cd2f6d19c690894bddbd66ca8fea0835013e0d33,2,2,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/b07ec56573303da12b22e025cd2f6d19c690894bddbd66ca8fea0835013e0d33.pdf,True,1,16569517,0,
SRC-DUP-b0d8ab3299e31c4e,b0d8ab3299e31c4e342032d0117b548d762236d21126112f83e69020672d0eb0,2,2,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/b0d8ab3299e31c4e342032d0117b548d762236d21126112f83e69020672d0eb0.pdf,True,1,313816,0,
SRC-DUP-b340f661e47df750,b340f661e47df750cef4523b5fad277bf3472cc83d45f4178aa4415426030ed9,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-c81a67379513a7e90f84.pdf,True,1,1030975,0,
SRC-DUP-b462c181088f6e19,b462c181088f6e19c81d936b53c98a93135a355cc2696c01eb2595127058bbe3,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-c1b643ecc293c8bff391.pdf,True,1,308469,0,
SRC-DUP-b5c3dca6491aea9b,b5c3dca6491aea9b8a8cb5a7c9f7225b7f56a3b1323914c634747182288a4500,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-4f9a0919c7f922aa015c.pdf,True,1,3761598,0,
SRC-DUP-b9544ffeaec28699,b9544ffeaec28699eb3fd54990a1df6eff5ec060aabcb5f6980c9dfee6cc376a,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-c7905a944d2d59d7bcc9.pdf,True,1,3236260,0,
SRC-DUP-bc1a1a7b050b058e,bc1a1a7b050b058ecb328dff34acf74d8bde02a73284bed3df7d3b327131aa2d,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-9722cdd7f54f70253aba.pdf,True,1,3882221,0,
SRC-DUP-bdcc63c4cf3628a6,bdcc63c4cf3628a6505661fe213c7870b0455969fd5ab13edad2517f6b7b4583,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-cfb0f8c92f9f5e4ca40d.pdf,True,1,460607,0,
SRC-DUP-be0f63a4a25aa6ce,be0f63a4a25aa6ced8592f524b89d6d77812756218b5666596e10534e970824f,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-e09c4a6c61b0c9ee268d.pdf,True,1,3542175,0,
SRC-DUP-c08ca74f7c09f82b,c08ca74f7c09f82b9a858099089eaf0ee723732ce7b7cd8afb447eb22b91bde6,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-69b502ece30bec92b87f.pdf,True,1,1001300,0,
SRC-DUP-c0a6eecdf7efb514,c0a6eecdf7efb5142b2aa8a4de2a1ae39e1b5ead8589327849079b43ec054d9d,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-930f656f36754204b547.pdf,True,1,853630,0,
SRC-DUP-c11c42e17b2c7eda,c11c42e17b2c7eda0c8b1793ad82f453b8f0208bf1168a130d058654d30645ec,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-88e0257771598993019a.pdf,True,1,5219027,0,
SRC-DUP-c1d5983804fa1d38,c1d5983804fa1d38d7d9ce051d6a94686c0a79465e2822b5ee6e2b550cd59fbc,2,2,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-a576054b2a9e82be455a.pdf,True,1,107450,0,
SRC-DUP-c24cd28c839dff4a,c24cd28c839dff4a512c93dad4a4e7822e3535e112a5cd6c4c876635c8104098,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-ed54af2b6a6667160866.pdf,True,1,22817582,0,
SRC-DUP-c271ee49685d3e10,c271ee49685d3e1094445527b3febd1da411b59b0424c1cdac842e034b08d8c7,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-a48252cde7813e9e232f.pdf,True,1,2590241,0,
SRC-DUP-c29430fb7f3fdb99,c29430fb7f3fdb99f2d7791d75bf55457590437c0952dfe3954db83fdecc09c1,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-20525fbc2f1d66160fcc.pdf,True,1,166815,0,
SRC-DUP-c30c489f123ec45f,c30c489f123ec45f3e192377ee15527b56c1ce04e046de80d3dbfefb22e11fc7,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-913b63878d0da697cf5a.pdf,True,1,1685566,0,
SRC-DUP-c47244b881f79b01,c47244b881f79b01d1170a2a3bffbad8cc1b73b1403d30859b7788a5d61efde4,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-b96116dad2e40e8f8bda.pdf,True,1,50183,0,
SRC-DUP-c6f7fad117ff0182,c6f7fad117ff0182eeb1039c8790eb185ec565ff2233056c3227349aec881742,2,2,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/c6f7fad117ff0182eeb1039c8790eb185ec565ff2233056c3227349aec881742.pdf,True,1,1948935,0,
SRC-DUP-c9d4b803d7b068f2,c9d4b803d7b068f21e7d3d8f6c0dec3d3f49b60b53201f07a66dceba0935bf50,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-6051898a17c3ed7d82e9.pdf,True,1,112834,0,
SRC-DUP-cd6820f01f441e02,cd6820f01f441e02f085fa75e5810afc43d9dd732930b1e3d5809087f340976a,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-48b91aa4b71da511b0f0.pdf,True,1,580259,0,
SRC-DUP-d02032286070b4dd,d02032286070b4dd9d8fbd985a7bdca8af8edf52b89ff177db3bfcb2c8a9c43d,3,3,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-fafb18f5b4b6ee619ce5.html,True,2,424,0,
SRC-DUP-d19e86cb861d5ab7,d19e86cb861d5ab718c317e296a63689d56d2255078275d4782e6795ce66554f,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-6262449bcf43be4066dd.pdf,True,1,344788,0,
SRC-DUP-d2a47fe61e7f5a7b,d2a47fe61e7f5a7b40f3957c36967a0767befb033784e8be95d796eaee1e6684,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-eba608d578c91d90c94f.pdf,True,1,6621027,0,
SRC-DUP-d6c9fd3167e68c8d,d6c9fd3167e68c8d87dd80df4463e91f6e764a0949e291b90def8936bf37966b,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-662df8a6b03fc34d0b27.html,True,1,295860,0,
SRC-DUP-d7d7516d52f76827,d7d7516d52f768276c9cbd3fa1c64a66f0676e8384551dff6f8f5a7cf5c429d3,2,2,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-9dbfbc213229d2d8a86a.pdf,True,1,3747129,0,
SRC-DUP-d9426a76aebd1a95,d9426a76aebd1a95fdb766dc2ee1f9822a99f4bcbff05b4242b76964d4148f54,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-85c15feb6167b556a161.pdf,True,1,1612232,0,
SRC-DUP-db2446fd0ee72eaa,db2446fd0ee72eaafdb5cdabb751eb2f7ee560c4631768a88b6741f3c1928a0b,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-22f52ecd5ad0db473172.pdf,True,1,205142,0,
SRC-DUP-db3194faa729d9d6,db3194faa729d9d69e9aa6909d1d354358d5cb8907f156847af90d4ce4bdd675,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-fbd23199afd5a8d0fdd4.html,True,1,19,0,
SRC-DUP-ddf7ac186239bde2,ddf7ac186239bde258657d2bb78709eba1e92f53619f52c0447bc0844e8eeb8a,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-9167d11945d911882ea9.pdf,True,1,13261169,0,
SRC-DUP-de0f0086dc2dd1d9,de0f0086dc2dd1d92b72065c75ab26e7654d958a3084ea486fd9da087719c8bf,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-dbf4c432b7fcb88e8523.pdf,True,1,1248162,0,
SRC-DUP-de8d3626688b3b88,de8d3626688b3b884dbcce961d1315b0a8cbbaa47e25863cc2a0bd19e9b3d310,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-c155f880b5c7c7c53003.pdf,True,1,559153,0,
SRC-DUP-e068c85e845ca0fd,e068c85e845ca0fdba1534a0064a1f60be83916fe2494077d00e48695cf17571,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-51b08a7adb21a42d4ab5.pdf,True,1,3979691,0,
SRC-DUP-e0e10c94c9ffabaa,e0e10c94c9ffabaa6ba2d1def8aa65b4f62ab5aa35c0336be6616686f686e953,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-ace03dd12adcbccaf282.pdf,True,1,114617,0,
SRC-DUP-e352755899aed4b0,e352755899aed4b0a7c3d89fb239a0b323066d46c5cd57feed49643136d8e533,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-b4c2386e6635681bd1d3.pdf,True,1,489629,0,
SRC-DUP-e78f8acde174a11f,e78f8acde174a11f36a1741b8b435084f534fa17f801d73262d3a5ee8ab8b7fe,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-fa1860b71da4ae8cbc55.html,True,1,292731,0,
SRC-DUP-e84efc8854f27d8a,e84efc8854f27d8a46d5d7c29142d81ee0ab3a2ce88a10c329db1bc644d554e5,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-87e592fb25ad55dff546.pdf,True,1,677409,0,
SRC-DUP-ea7fd5a42ea08f4e,ea7fd5a42ea08f4eb8121ea8cf4027d5e864693a8acadf5ca189007bf7ae5954,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-39e96d59a21fcdfc8ac8.pdf,True,1,1455057,0,
SRC-DUP-ec5acf00776da51e,ec5acf00776da51ea9f602ca9f8a3bf075d946fb7664bba14a6333f017972324,2,2,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/ec5acf00776da51ea9f602ca9f8a3bf075d946fb7664bba14a6333f017972324.html,True,1,152435,0,
SRC-DUP-f059e4b8166ed7b2,f059e4b8166ed7b25ef2fc7c4868ae579f0950090bc867ece7b0d0dfffd1378b,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-b5859e436c844aa4b62e.pdf,True,1,1760106,0,
SRC-DUP-f5222837af34a10b,f5222837af34a10b0dc1162ab127c1f1a2a8bf10bf5691519a9fb9d953a1764f,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-fd8f1ecd97a59fd3530f.pdf,True,1,312053,0,
SRC-DUP-fddc6d139aa68732,fddc6d139aa68732e5f52d40e7437ebf70f00892619a6bb5d7fc102425045d8f,2,2,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-370fbc1e4ea71ff01f2a.txt,True,1,55,0,
SRC-DUP-feb10768a9f3e540,feb10768a9f3e5404cc5e126236ea0fd93773b474368e7432edbb0cf62e1b884,2,2,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/feb10768a9f3e5404cc5e126236ea0fd93773b474368e7432edbb0cf62e1b884.pdf,True,1,468620,0,
SRC-DUP-feffc1e82b3c5f67,feffc1e82b3c5f6759fef6017155da749db5cd9907a3b813a62aa37fc1b9f3fa,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-bbfb323887eae7f2e147.pdf,True,1,1334288,0,
