original_path,size_bytes,file_count,sha256,removed_at,classification,safety_basis,preserved_reference
tmp/direct_sdk_scout_backend_2026-07-20_relay_ad52791,1485691,25,1b624cb89d6bd32e5dd369c4834a7c712a6f7e1e2c63297d83b631af98ff7353,2026-08-03T17:47:52.221640+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/direct_sdk_scout_backend_2026-07-20_relay_ad52791.zip
tmp/future_2x2000_verification_scaling_relay_2026-07-24_5c9c524,2593507,47,2dda49b1b263281065c7a0ce5385c4ab75344b2fd260467c965dbdbf879af692,2026-08-03T17:47:52.245372+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/future_2x2000_verification_scaling_relay_2026-07-24_5c9c524.zip
tmp/gabriel_scout_prompt_templates_2026-07-21_relay_11c92e7,1524355,17,9025afeac05bfac804c669672aeec70b981a97a0c7a46666bf614f8e2c298616,2026-08-03T17:47:52.256018+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/gabriel_scout_prompt_templates_2026-07-21_relay_11c92e7.zip
tmp/global_analysis_readiness_gate_relay_2026-07-28_2556a22,29507,38,e0ee0334ff581971ac91b78d36738134edd2ea6bc8d372c50640bab71bd283f2,2026-08-03T17:47:52.267674+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/global_analysis_readiness_gate_relay_2026-07-28_2556a22.zip
tmp/hosted_search_transport_diagnostic_relay_2026-07-22_b74e82d,1762956,45,79f9d6906795287936ef9ae2c5fd60deaee3783f86dbfd7a455bb3baa1980eb7,2026-08-03T17:47:52.287816+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/hosted_search_transport_diagnostic_relay_2026-07-22_b74e82d.zip
tmp/live_dashboard_content_audit_fix_and_tier_c_readiness_prep_relay_2026-07-27_99f0911,32864,26,05f437d5acd82d756f8e3b6a9e9ade29ca2034972b46131448b1288f9cd77c3c,2026-08-03T17:47:52.296931+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/live_dashboard_content_audit_fix_and_tier_c_readiness_prep_relay_2026-07-27_99f0911.zip
tmp/mechanism_linkage_claim_review_268_relay_2026-07-26_b796a76,31621,32,79a75d9224d80c7ff6a691930046f50179043847197b98456acf0743296341d0,2026-08-03T17:47:52.306597+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/mechanism_linkage_claim_review_268_relay_2026-07-26_b796a76.zip
tmp/national_batch01_ca25_live_direct_sdk_2026-07-21_relay_d4ca8d0,17361994,69,57d03bb4abc7908a6f847aeeac8876b1f1a6093a0131697d9561313b87a88d3c,2026-08-03T17:47:52.360414+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/national_batch01_ca25_live_direct_sdk_2026-07-21_relay_d4ca8d0.zip
tmp/national_batch01_il25_2_filter_contract_dry_run_2026-07-20_relay_2831ee0,16051832,42,fb69362bd2d8994139d28a33dc2f5ea0a66e60dd81c1626a560dd1c46b9bad28,2026-08-03T17:47:52.404490+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/national_batch01_il25_2_filter_contract_dry_run_2026-07-20_relay_2831ee0.zip
tmp/national_batch01_il25_2_live_direct_sdk_2026-07-20_relay_0e710b7,16856843,51,561127a058ad5937c086ec23ec4d808e571438312ad0872817bed36711d728bd,2026-08-03T17:47:52.458500+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/national_batch01_il25_2_live_direct_sdk_2026-07-20_relay_0e710b7.zip
tmp/national_batch01_il25_3_filter_contract_dry_run_2026-07-20_relay_4146bfb,16102071,39,4404446a170d8e93423727233505ec92212f44ab45a85bca96a8bf564980e388,2026-08-03T17:47:52.502025+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/national_batch01_il25_3_filter_contract_dry_run_2026-07-20_relay_4146bfb.zip
tmp/national_batch01_il25_3_live_direct_sdk_2026-07-20_relay_8e14b2c,16959640,61,23d365a185154d5a271fbce76e9f66ad800f6836fc9083b16b819d7b0b75d08b,2026-08-03T17:47:52.552568+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/national_batch01_il25_3_live_direct_sdk_2026-07-20_relay_8e14b2c.zip
tmp/national_batch01_il25_filter_contract_dry_run_2026-07-20_relay_014f24d,40342446,36,eb88d5ba78545121265a4f9dc183cbd5f317087c142b3bb8d0377b5f7a0a7eb1,2026-08-03T17:47:52.637397+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/national_batch01_il25_filter_contract_dry_run_2026-07-20_relay_014f24d.zip
tmp/national_batch01_il25_filter_contract_dry_run_2026-07-20_relay_d25dc06,40339246,35,e1ddb68b45fbbb42236ed3072bf8f70ac5d17093b0b4537186b13be4686b4f66,2026-08-03T17:47:52.741334+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/national_batch01_il25_filter_contract_dry_run_2026-07-20_relay_d25dc06.zip
tmp/national_batch01_il25_live_direct_sdk_2026-07-20_relay_5f60dd3,16551912,61,89b6a646c46b97959250150fcdffb9b13ab106f629a809903d77af6a6eb22afe,2026-08-03T17:47:52.799021+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/national_batch01_il25_live_direct_sdk_2026-07-20_relay_5f60dd3.zip
tmp/national_batch01_il_filter_contract_dry_run_2026-07-20_relay_5e75390,1429378,18,91160686403c250a2eb58f6a6c027955f230608a2430f5c0b5ad0d19ede5b691,2026-08-03T17:47:52.809339+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/national_batch01_il_filter_contract_dry_run_2026-07-20_relay_5e75390.zip
tmp/national_batch01_ma_filter_contract_dry_run_2026-07-16_relay_94ac4e9,1515777,24,4a815213132d5cb4d003c6587fd90c0b50798fd891d962b997e6f1df8ef90ef3,2026-08-03T17:47:52.823666+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/national_batch01_ma_filter_contract_dry_run_2026-07-16_relay_94ac4e9.zip
tmp/national_batch01_nj_live_direct_sdk_2026-07-20_relay_8b36263,1664566,42,97a8f8228877b8f5d4dc57fea416251491ccd614aadbb58f120ff88ea5273ed4,2026-08-03T17:47:52.842151+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/national_batch01_nj_live_direct_sdk_2026-07-20_relay_8b36263.zip
tmp/national_batch01_ny25_filter_contract_dry_run_2026-07-20_relay_a393f60,41291358,44,068a832d46be89d5b61346accb8b8d690a34a178f66deaf65c526d96d9df90db,2026-08-03T17:47:52.942085+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/national_batch01_ny25_filter_contract_dry_run_2026-07-20_relay_a393f60.zip
tmp/national_batch01_ny25_live_direct_sdk_2026-07-20_relay_11d41ca,16692993,58,23805f2b759078ec42028fd218c0fa3ac5a7d2ef98ddeecac599d7ca9481153d,2026-08-03T17:47:52.987115+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/national_batch01_ny25_live_direct_sdk_2026-07-20_relay_11d41ca.zip
tmp/national_batch01_tx_filter_contract_2026-07-16_relay_f24771f,1379441,21,1acec2222f068339775b58320bc6f60aab0528d19a327397b0f4773fd3d624c5,2026-08-03T17:47:52.998881+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/national_batch01_tx_filter_contract_2026-07-16_relay_f24771f.zip
tmp/national_batch01_tx_live_scout_2026-07-16_relay_4824117,1424059,31,84bb905eb02c4ec4a1c8e1861efdc84fd4c8c0fa87c8017b8849b3966cab320f,2026-08-03T17:47:53.013460+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/national_batch01_tx_live_scout_2026-07-16_relay_4824117.zip
tmp/national_batch01_tx_rowaware_scout_dry_run_2026-07-16_relay_31189a5,1334038,19,59cbd1a3a3f9e79142541563fbf4085995c6ccde25f0783a7774e6f2351d5e27,2026-08-03T17:47:53.023734+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/national_batch01_tx_rowaware_scout_dry_run_2026-07-16_relay_31189a5.zip
tmp/national_batch01_tx_scout_dry_run_2026-07-16_relay_10003b6,1240929,20,00e35d1e21ac60ff8cb50764cceae163e55143e7662839419420e9e69d48dbee,2026-08-03T17:47:53.035770+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/national_batch01_tx_scout_dry_run_2026-07-16_relay_10003b6.zip
tmp/national_municipality_priority_tiering_2026-07-22_relay_bbb4dfa_staging,23766311,34,6f079d0f5f907d9e355d338562ea5e8add85dc65a4fac12c82ce2619936688a2,2026-08-03T17:47:53.099302+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/national_municipality_priority_tiering_2026-07-22_relay_bbb4dfa.zip
tmp/national_municipality_universe_crosswalk_2026-07-16_relay_4c2db6c,28143832,21,486130ef42c901690388155593362d0289203e6f91bf3304bcc83b4cb4335a1b,2026-08-03T17:47:53.170398+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/national_municipality_universe_crosswalk_2026-07-16_relay_4c2db6c.zip
tmp/national_scout_coverage_setup_2026-07-15_relay_b516140,2545863,19,0f241f26b0685949f049f3a44e7d98d7702466256f5dd507c5f2aaeb62083583,2026-08-03T17:47:53.185408+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/national_scout_coverage_setup_2026-07-15_relay_b516140.zip
tmp/national_scout_queue_coverage_2026-07-20_relay_3b63075,41692270,45,0294ad7254acd797751ef36934d89b6b3b5d20f4f70a3470941199da356b097e,2026-08-03T17:47:53.282153+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/national_scout_queue_coverage_2026-07-20_relay_3b63075.zip
tmp/next_wave_municipality_scout_manifest_2026-07-16_relay_76ff94a,1327543,16,74866d694dd32b3d0296b832d33786578c8713a91e97d4b63e06c16c0bc7d8ab,2026-08-03T17:47:53.291692+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/next_wave_municipality_scout_manifest_2026-07-16_relay_76ff94a.zip
tmp/pa_full_state_municipality_scout_manifest_2026-07-16_relay_0d6b3a9,30110941,24,132d03f5c7d4d49314685cad15bb5628623ed782a5737546f3ebc14a1753ec9c,2026-08-03T17:47:53.360200+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/pa_full_state_municipality_scout_manifest_2026-07-16_relay_0d6b3a9.zip
tmp/parallel_round1_live_collection_relay_2026-07-23_42dbe67,12636044,114,1fa7f85256d712534e2905dfe8a324aa11a15c92260c7a4de7e42dc89f25f632,2026-08-03T17:47:53.420368+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/parallel_round1_live_collection_relay_2026-07-23_42dbe67.zip
tmp/parallel_round1_serial_merge_relay_2026-07-23_c4cf7d0,21716766,57,3334c86415f0d5ac2fa8f5d0939a02ee712b95a09681a43898e50a52e87543ad,2026-08-03T17:47:53.481586+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/parallel_round1_serial_merge_relay_2026-07-23_c4cf7d0.zip
tmp/parallel_round2_3x150_live_collection_relay_2026-07-23_4f9c865,17084845,125,862a46715ad8b9c2b5a22254eca1bc77cda2f1942eb714f6fb2a395fcf9196d3,2026-08-03T17:47:53.603123+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/parallel_round2_3x150_live_collection_relay_2026-07-23_4f9c865.zip
tmp/parallel_round2_3x150_serial_merge_relay_2026-07-23_8b653b2_stage,86611414,88,dbaf74320a671e785ffc6b213e0cc81b5208276098b4e1376c53a518d2d0da37,2026-08-03T17:47:53.817797+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/parallel_round2_3x150_serial_merge_relay_2026-07-23_8b653b2.zip
tmp/parallel_scout_lane_framework_relay_2026-07-23_4ee7015,3007582,57,91dce495938bc408b9dba5cbc5deafee54531b8b01a504334d9098cafa8b4c08,2026-08-03T17:47:53.846619+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/parallel_scout_lane_framework_relay_2026-07-23_4ee7015.zip
tmp/parallel_scout_stage1_preparation_2026-07-21_relay_2e8ea73,3266479,38,0e9e456f41dd6ab01727548809082789a2f5a405d79a88d19a3a1c322fb3255e,2026-08-03T17:47:53.867408+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/parallel_scout_stage1_preparation_2026-07-21_relay_2e8ea73.zip
tmp/parallel_stage1_failure_diagnosis_2026-07-21_relay_b47ff3b,1821143,23,df3d0e0d5d65310dd7f05f67b174e5181666377d29fefc6eeabca6a18c348395,2026-08-03T17:47:53.880410+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/parallel_stage1_failure_diagnosis_2026-07-21_relay_b47ff3b.zip
tmp/parallel_worker_api_stability_diagnosis_2026-07-21_relay_0986954,2016430,42,597583a2e8aef1fbd76cc347ac3c05d54b5c8bf0761a1903ece50f522cb8adb1,2026-08-03T17:47:53.900106+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/parallel_worker_api_stability_diagnosis_2026-07-21_relay_0986954.zip
tmp/pdf_readiness_full_retained_relay_2026-07-24_b45876e,8189269,103,f3cf891a6fa63ddfd95173764eb7b9fd16dc884805dcdf08a65dce2c8a68bc66,2026-08-03T17:47:53.953983+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/pdf_readiness_full_retained_relay_2026-07-24_b45876e.zip
tmp/pdf_readiness_full_retained_serial_merge_relay_2026-07-24_11e689a,7057393,53,82721955ca4705d0278a0c60138ca4927f3962a1bddbc2ed08138ee9d8fc8f4b,2026-08-03T17:47:53.989251+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/pdf_readiness_full_retained_serial_merge_relay_2026-07-24_11e689a.zip
tmp/pdf_readiness_pilot1_150_relay_2026-07-24_74a843a,3299354,93,f354a711fcf6abc47edcb0261944ef1d14990a0f5defca6b33f51bf732138014,2026-08-03T17:47:54.024068+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/pdf_readiness_pilot1_150_relay_2026-07-24_74a843a.zip
tmp/pi_progress_dashboard_report_relay_2026-07-22_b9d698f,2178410,31,d1727f6777bad8aadb3b7a92f6858710bcd339b4b994750ada76a144137033b0,2026-08-03T17:47:54.042399+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/pi_progress_dashboard_report_relay_2026-07-22_b9d698f.zip
tmp/pi_progress_pdf_dashboard_publish_relay_2026-07-22_c3bdbc7,2458669,36,9d68908a1a2c623078a65f679b02320f08af23b7f8631f021e5b83940c4e6bcc,2026-08-03T17:47:54.069770+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/pi_progress_pdf_dashboard_publish_relay_2026-07-22_c3bdbc7.zip
tmp/post_pi_wave1_dashboard_worker_prep_relay_2026-07-23_6db14f0_stage,2957296,48,02b869d1b670ace71c5a442c1a4ee293d2a3b22010ddf81db8babe085f267fa0,2026-08-03T17:47:54.100890+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/post_pi_wave1_dashboard_worker_prep_relay_2026-07-23_6db14f0.zip
tmp/push_only_repair_pdf_text_readiness_4961_relay_2026-07-28_push_failed,12093,10,914eadf27d9ad50887812a3544d97d4cdcda2ec0e3c3ea4aa8ba2d064bec284b,2026-08-03T17:47:54.106436+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/push_only_repair_pdf_text_readiness_4961_relay_2026-07-28_push_failed.zip
tmp/push_only_repair_source_review_download_5589_relay_2026-07-28_a305a4d,8527,13,afc1f97615aabff055ef725a1c2cb61bffb0baffdf64c469e33b79ce04bd8dd9,2026-08-03T17:47:54.110373+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/push_only_repair_source_review_download_5589_relay_2026-07-28_a305a4d.zip
tmp/quantitative_direct_text_claim_triage_862_relay_2026-07-26_7d3a69a,14573,17,46b5253a54a1bd491d54f620914236f582f5d1a92ef0031ba78e3957ba0cfbcf,2026-08-03T17:47:54.114948+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/quantitative_direct_text_claim_triage_862_relay_2026-07-26_7d3a69a.zip
tmp/quantitative_to_qualitative_mechanism_linkage_513_relay_2026-07-26_8946109,14613,21,2af34672e8f306743f29f026cbe9232dab77b8cfd48adb6f3f5ce4d2342fc044,2026-08-03T17:47:54.120350+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/quantitative_to_qualitative_mechanism_linkage_513_relay_2026-07-26_8946109.zip
tmp/retained_source_storage_history_repair_relay_2026-07-28_dab850b,35707,35,d793f5b165885665d31066b63df1caf93922604f9322f7036e3a5b9b7a0923ea,2026-08-03T17:47:54.129039+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/retained_source_storage_history_repair_relay_2026-07-28_dab850b.zip
tmp/scaled_verification_framework_relay_2026-07-23_3616bae,6106815,74,bd3618065dffd628eed8d43d4c732b7ab03a40052be180adf36e22c644e7c815,2026-08-03T17:47:54.168851+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/scaled_verification_framework_relay_2026-07-23_3616bae.zip
tmp/scout_pace_resume_improvements_2026-07-21_relay_67c2c5d,2995070,23,a3bf56e3055f96733b0c1a44ac023a753df75bfc1f14c594a5b4165d6d4a8efa,2026-08-03T17:47:54.184376+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/scout_pace_resume_improvements_2026-07-21_relay_67c2c5d.zip
tmp/scout_speed_stability_controls_relay_2026-07-22_bef5077,18872522,38,4bdb41a938449a2dc73543d8eca35c22202d91a768277d1bf2d778df47e3df01,2026-08-03T17:47:54.236528+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/scout_speed_stability_controls_relay_2026-07-22_bef5077.zip
tmp/serialized_parallel_stage1_recovery_2026-07-21_relay_74a96be,18452041,87,5bebfb0fba8763d45c6bde60a6bb0d2bb30c3a295347f9c1208ef5a3708d0813,2026-08-03T17:47:54.296829+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/serialized_parallel_stage1_recovery_2026-07-21_relay_74a96be.zip
tmp/source_review_batch2_500_live_collection_relay_2026-07-24_4db4317,1014730046,1082,c7f0bbb5a473cd9b57a426d795b35bea81ca5fdb4aee06f229aa88d621a198ea,2026-08-03T17:47:58.953578+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/source_review_batch2_500_live_collection_relay_2026-07-24_4db4317.zip
tmp/source_review_batch2_500_serial_merge_relay_2026-07-24_12b3f10,6564793,64,4389416a0e83a24c05082a3fece87dbc87922fb0c679c518e2fcd90ad9bb57a0,2026-08-03T17:47:59.007353+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/source_review_batch2_500_serial_merge_relay_2026-07-24_12b3f10.zip
tmp/source_review_batch3_3x500_live_collection_lite_relay_2026-07-24_46923a2,12338372,1602,85d89c01b2c1ae32ad08d9b1fda5597c35245665a990737ea294d1a9bf82c97d,2026-08-03T17:47:59.433405+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/source_review_batch3_3x500_live_collection_lite_relay_2026-07-24_46923a2.zip
tmp/source_review_batch3_3x500_serial_merge_relay_2026-07-24_985d581,14858801,60,32f6b0f2c6d95e8a1f5401e6826aede13a1081bc679a46c970a351da6bb25d2d,2026-08-03T17:47:59.485577+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/source_review_batch3_3x500_serial_merge_relay_2026-07-24_985d581.zip
tmp/source_review_connection_diagnosis_relay_2026-07-24_1544750,15295319,77,d277079c1775aa9d56fa600d033da5535036fb1820bc91bc8cd794aed927b504,2026-08-03T17:47:59.611984+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/source_review_connection_diagnosis_relay_2026-07-24_1544750.zip
tmp/source_review_live_path_implementation_relay_2026-07-24_a0c2445,2906281,62,2fb12065ea9b97eaadfde0b9ae8080a976060ba7f1e43ca59495609967aca94b,2026-08-03T17:47:59.640038+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/source_review_live_path_implementation_relay_2026-07-24_a0c2445.zip
tmp/source_review_pilot1_httpx_retry_relay_2026-07-24_5e14f63_staging,305381072,380,aa01806b0afe6d0b8b2c0996c40f9873044cdf1da729221552a32ec69e4c84fa,2026-08-03T17:48:00.496322+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/source_review_pilot1_httpx_retry_relay_2026-07-24_5e14f63.zip
tmp/source_review_pilot1_httpx_serial_merge_relay_2026-07-24_ed042c1,3372560,61,ae2b420a91fd666cb1220aa5b9c0d2f60f7bd10bcfb3ca9e53e9663a5bd0e1a3,2026-08-03T17:48:00.523872+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/source_review_pilot1_httpx_serial_merge_relay_2026-07-24_ed042c1.zip
tmp/source_review_pilot1_live_collection_relay_2026-07-24_d97f5e4,3257803,225,e49d4d6beb9778655365710463a3fe64b346855533638da2043f264a74801502,2026-08-03T17:48:00.585294+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/source_review_pilot1_live_collection_relay_2026-07-24_d97f5e4.zip
tmp/source_review_pilot_framework_relay_2026-07-24_b94aad9,3063471,72,af22e23673f0928dc9905816ea7c1afe1c536dd07cba43688e495b87630c3257,2026-08-03T17:48:00.618518+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/source_review_pilot_framework_relay_2026-07-24_b94aad9.zip
tmp/targeted_evidence_span_rating_201_relay_2026-07-26_6e82efe,16246,19,e1d117979981287a6969c0ffc8734fe5bc4c22aa48e57286492d921f1c35900d,2026-08-03T17:48:00.624783+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/targeted_evidence_span_rating_201_relay_2026-07-26_6e82efe.zip
tmp/targeted_evidence_span_rating_summary_173_relay_2026-07-26_4df4d8a,23123,29,44ca8bab4c9ce1daaec987d734bf7e5a6badc3b3cf3a52955c56698b3aa0f7b7,2026-08-03T17:48:00.633587+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/targeted_evidence_span_rating_summary_173_relay_2026-07-26_4df4d8a.zip
tmp/targeted_pdf_text_layer_readiness_387_relay_2026-07-26_10a2b4d,14299,18,d6921c13a795fe8e7a819ba8b63dee1dad68c84b8e555392eccf894eb0fc9c4d,2026-08-03T17:48:00.639887+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/targeted_pdf_text_layer_readiness_387_relay_2026-07-26_10a2b4d.zip
tmp/targeted_scouting_four_lane_candidate_review_relay_2026-07-26_bc6ef99ab321c05fd0976bd4c08c81da6b8f8321,12043,19,311d79991008b06db142a2ebf7b24eb2f58582e1b877fe61fbd940d6c522a878,2026-08-03T17:48:00.645759+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/targeted_scouting_four_lane_candidate_review_relay_2026-07-26_bc6ef99ab321c05fd0976bd4c08c81da6b8f8321.zip
tmp/targeted_scouting_four_lane_fixed_stagger_live_relay_2026-07-25_d3a2a094b834986037ba051c87a417e0a9712022,34052,26,2e5fb151c6e5aae92b92dc1bdf2fead0cb640a73752bdd85c4a50730a28b8cf3,2026-08-03T17:48:00.652512+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/targeted_scouting_four_lane_fixed_stagger_live_relay_2026-07-25_d3a2a094b834986037ba051c87a417e0a9712022.zip
tmp/targeted_scouting_four_lane_prep_dry_run_relay_2026-07-25_b338003,30746,33,49c3fabc556e5566868bb4af86534d7763b12cfe420b510184f14eee01105cbb,2026-08-03T17:48:00.661449+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/targeted_scouting_four_lane_prep_dry_run_relay_2026-07-25_b338003.zip
tmp/targeted_scouting_four_lane_staggered_live_relay_2026-07-25_e74afe8,30373,26,a35f607a9eb3bc9729693f9c6bb5daacb8704e587e83d9dee2912f76eccc94c4,2026-08-03T17:48:00.668927+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/targeted_scouting_four_lane_staggered_live_relay_2026-07-25_e74afe8.zip
tmp/targeted_source_review_download_429_relay_2026-07-26_d39fdd7,11391,18,3679ebe47f27059c84f4b29e164a3835fee7a6eea3036ac21fb654062dae7056,2026-08-03T17:48:00.674201+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/targeted_source_review_download_429_relay_2026-07-26_d39fdd7.zip
tmp/targeted_source_verification_tier_a_b_relay_2026-07-26_03c7286,10996,17,6daecfab318b72c3e4398ed0b7e3c10cfd9c97edc1dc7f81157fd9d1331586ef,2026-08-03T17:48:00.680004+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/targeted_source_verification_tier_a_b_relay_2026-07-26_03c7286.zip
tmp/text_table_auto_gabriel_adjudication_gate1_relay_2026-07-24_6b10da8,3357518,47,085d868a5d40547994bc70037cd171e7252bbe6131fc1154d3dfa3b724d03e46,2026-08-03T17:48:00.706536+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/text_table_auto_gabriel_adjudication_gate1_relay_2026-07-24_6b10da8.zip
tmp/text_table_auto_gabriel_gate2_refinement_relay_2026-07-25_90891ea,3483290,47,cdb42e5ab1ae7e87f63753df44e9d785daf3461c504d61704040449a99489cd1,2026-08-03T17:48:00.732320+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/text_table_auto_gabriel_gate2_refinement_relay_2026-07-25_90891ea.zip
tmp/text_table_auto_gabriel_gate3_compensation_relay_2026-07-25_2076575,3498846,48,2f6c53604a3d4916ae0275c7a67fe616e6fc1d99ec9f1e24799866a41c839a92,2026-08-03T17:48:00.758035+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/text_table_auto_gabriel_gate3_compensation_relay_2026-07-25_2076575.zip
